,group,variable,month,L 16.2 REUMÁTICAS CANTIDAD,L 16.2 REUMÁTICAS CANTIDAD,TOTALES
CHUQUIHUTA AYLLU JUCUMANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,5,4,9
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,7,9,16
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,16,26,42
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,174,365,539
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,1,4,5
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,1,2,3
COLLANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,2,1,3
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,2,3,5
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,1,3,4
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,1,0,1
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,0,1,1
COMANCHE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,10,3,13
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,7,16,23
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,0,7,7
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,2,1,3
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,1,2,3
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,4,9,13
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,8,15,23
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,29,32,61
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,0,3,3
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,2,1,3
CUCHUMUELA (V. G. VILLARROEL),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,2,2,4
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,13,11,24
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,61,165,226
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,1,2,3
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,24,12,36
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,4,6,10
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,1,6,7
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,1,0,1
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,6,5,11
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,6,6,12
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,7,4,11
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,1,6,7
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,9,18,27
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,2,7,9
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,4,3,7
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,4,8,12
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,0,3,3
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,2,2,4
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,5,12,17
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,6,8,14
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,9,10,19
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,2,0,2
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,1,6,7
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,188,475,663
LA RIVERA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,0,3,3
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,0,2,2
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,11,2,13
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,4,14,18
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,2,4,6
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,0,1,1
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,0,1,1
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,3,1,4
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,3,7,10
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,2,0,2
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,6,23,29
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,21,26,47
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,0,1,1
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,1,2,3
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,2,0,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,97,176,273
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,13,18,31
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,0,1,1
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,21,22,43
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,0,2,2
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,21,23,44
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,0,3,3
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,1,0,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,33,27,60
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,43,57,100
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,0,2,2
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,11,20,31
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,16,21,37
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,4,8,12
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,1,0,1
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,21,22,43
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,14,14,28
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,70,19,89
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,1,0,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,3,8,11
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,0,1,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,13,14,27
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,10,10,20
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,2,1,3
QUIME,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,0,1,1
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,9,20,29
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,11,13,24
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,6,119,125
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,9,12,21
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,15,25,40
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,3,3,6
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,1,1,2
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,2,2,4
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,7,14,21
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,3,3,6
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,16,9,25
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,5,10,15
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,20,46,66
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,1,4,5
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,1,4,5
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,21,33,54
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,2,1,3
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,20,43,63
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,1,38,39
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,1,1,2
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,13,3,16
SAN PEDRO DE CURAHUARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,0,8,8
SAN PEDRO(PND),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,3,0,3
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,0,3,3
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,252,474,726
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,4,6,10
SANTIAGO DE CALLAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,13,16,29
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,0,1,1
SANTIAGO DE HUATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,8,13,21
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,0,3,3
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,1,0,1
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,13,12,25
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,1,2,3
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,14,20,34
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,1,0,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,16,24,40
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,425,683,1108
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,1,0,1
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,2,6,8
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,1,5,6
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,38,77,115
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,15,17,32
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,4,7,11
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,5,23,28
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,11,15,26
TEOPONTE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,3,9,12
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,2,2,4
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,5,4,9
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,1,7,8
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,0,2,2
TOLATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,5,10,15
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,10,8,18
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,1,6,7
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,4,2,6
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,6,5,11
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,27,44,71
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,7,12,19
TURCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,0,3,3
UMALA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,7,6,13
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,3,18,21
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,9,6,15
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,24,21,45
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,12,14,26
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,3,4,7
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,24,40,64
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,14,12,26
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,6,3,9
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,1,1,2
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-02-01,20,43,63
