,group,variable,month,L 16.1 CARDIOVASCULARES CANTIDAD,L 16.1 CARDIOVASCULARES CANTIDAD,TOTALES
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,3,15,18
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,5,4,9
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,7,8,15
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,3,3,6
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,3,5,8
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,5,3,8
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,3,3,6
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,5,21,26
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,0,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,6,11,17
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,3,1,4
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,5,4,9
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,0,1,1
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,0,1
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,2,1,3
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,2,3
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,3,0,3
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,2,3
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,9,6,15
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,1,2
SAN PABLO DE LIPEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,0,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,4,0,4
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,3,1,4
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,20,23,43
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,264,400,664
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,9,6,15
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,3,2,5
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,0,1
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,0,1
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,0,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,12,20,32
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,1,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,163,197,360
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,12,21,33
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,0,1,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,60,65,125
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,2,3,5
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,1,2
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,4,2,6
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,8,6,14
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,0,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,2,12,14
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,40,41,81
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,5,3,8
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,4,3,7
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,4,5,9
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,4,3,7
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,0,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,13,16,29
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,7,7,14
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,6,2,8
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,0,1
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,3,4,7
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,3,4,7
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,8,14,22
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,2,1,3
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,0,1
YOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,1,0,1
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-08-01,8,7,15
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,3,2,5
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,2,3,5
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,0,3,3
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,3,1,4
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,2,0,2
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,2,3
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,3,5,8
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,4,6,10
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,12,19,31
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,4,9,13
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,0,1,1
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,4,4,8
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,1,2
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,13,25,38
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,57,31,88
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,2,2,4
CHARAÑA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,0,1
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,0,3,3
CHUQUIHUTA AYLLU JUCUMANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,0,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,3,1,4
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,8,4,12
COCAPATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,0,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,113,210,323
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,0,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,0,4,4
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,0,1
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,1,2
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,7,10,17
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,0,2,2
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,0,1,1
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,2,0,2
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,124,174,298
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,2,2,4
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,55,39,94
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,4,5
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,0,1,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,16,15,31
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,8,4,12
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,0,1
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,0,1
INQUISIVI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,2,0,2
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,0,1
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,3,1,4
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,2,0,2
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,548,630,1178
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,2,0,2
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,5,6,11
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,0,2,2
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,0,4,4
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,0,1,1
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,0,1
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,0,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,27,17,44
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,47,66,113
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,0,1,1
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,0,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,45,58,103
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,3,1,4
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,1,2
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,1,2
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,16,18,34
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,4,5
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,0,1,1
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,0,4,4
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,13,22,35
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,32,114,146
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,0,2,2
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,1,2
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,5,4,9
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,9,9,18
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,9,5,14
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,6,7
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,2,4,6
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,2,1,3
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,3,6,9
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,3,4,7
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,4,1,5
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,8,8,16
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,1,2
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,2,1,3
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,0,2,2
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,0,2,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,3,10,13
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,3,3,6
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,0,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,8,7,15
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,2,3
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,0,1
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,0,1
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,0,1,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,1,2
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,4,11,15
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,2,0,2
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,0,2,2
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,2,0,2
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,35,49,84
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,325,449,774
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,10,6,16
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,0,1,1
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,1,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,244,283,527
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,0,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,15,12,27
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,1,2
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,18,8,26
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,7,9,16
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,2,0,2
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,7,6,13
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,3,7,10
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,4,2,6
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,0,14,14
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,34,39,73
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,2,0,2
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,3,1,4
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,0,1,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,2,7,9
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,5,8,13
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,0,1,1
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,0,1,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,20,12,32
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,7,8,15
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,5,6,11
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,2,0,2
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,4,4,8
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,6,9,15
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,1,2
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,1,0,1
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-09-01,4,6,10
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,2,1,3
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,7,2,9
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,1,2
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,3,1,4
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,0,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,4,4,8
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,7,6,13
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,0,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,21,20,41
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,5,11,16
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,2,3,5
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,7,7,14
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,1,2
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,0,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,40,47,87
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,68,56,124
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,0,1,1
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,2,3
CHOQUE COTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,2,0,2
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,0,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,2,1,3
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,6,10,16
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,192,224,416
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,2,0,2
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,0,1,1
COLLANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,0,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,3,4
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,0,1
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,2,0,2
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,0,1,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,0,3,3
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,2,10,12
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,2,0,2
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,132,184,316
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,2,4,6
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,23,29,52
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,5,1,6
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,0,1
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,0,1,1
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,0,7,7
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,0,1
