,group,variable,month,L 16.7 SOBREPESO EN MAYORES DE 5 AÑOS CANTIDAD,L 16.7 SOBREPESO EN MAYORES DE 5 AÑOS CANTIDAD,TOTALES
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,1,4,5
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,1,1
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,8,75,83
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,2,4,6
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,3,3
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,43,320,363
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,4,7,11
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,1,1,2
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,53,271,324
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,2,2,4
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,3,13,16
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,6,6
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,1,1
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,1,2,3
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,5,141,146
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,26,57,83
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,1,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,63,110,173
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,3,3
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,1,0,1
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,1,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,2,2
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,2,4,6
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,9,17,26
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,1,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,1,0,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,4,1,5
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,1,1
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,0,1,1
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-10-01,1,1,2
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,39,54,93
ARAMPAMPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,0,1,1
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,1,0,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,1,2,3
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,2,8,10
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,0,13,13
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,4,3,7
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,0,1,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,20,23,43
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,1,7,8
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,80,599,679
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,2,5,7
COLLANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,0,1,1
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,14,0,14
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,1,0,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,2,0,2
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,47,406,453
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,7,6,13
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,0,1,1
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,0,1,1
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,0,1,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,2,4,6
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,1,0,1
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,2,4,6
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,0,1,1
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,0,1,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,1,3,4
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,235,851,1086
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,13,15,28
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,4,0,4
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,0,1,1
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,2,8,10
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,2,4,6
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,3,2,5
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,2,0,2
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,0,2,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,49,148,197
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,4,5,9
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,2,1,3
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,0,2,2
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,20,136,156
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,0,1,1
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,2,0,2
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,1,0,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,2,3,5
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,0,3,3
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,3,62,65
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,1,3,4
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,6,69,75
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,5,2,7
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,1,1,2
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,0,1,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,4,5,9
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,13,0,13
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,0,1,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,0,1,1
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,3,8,11
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,1,4,5
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,172,418,590
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,1,9,10
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,7,64,71
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,1,0,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,2,3,5
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,12,283,295
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,3,0,3
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,3,11,14
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,50,223,273
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,0,1,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,9,19,28
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,1,7,8
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,0,2,2
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,0,2,2
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,6,210,216
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,2,1,3
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,27,58,85
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,54,49,103
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,4,6,10
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,0,2,2
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,15,1,16
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,2,11,13
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,1,0,1
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,2,1,3
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,1,2,3
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,2,3,5
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,5,4,9
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-11-01,0,1,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,29,44,73
ARAMPAMPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,0,3,3
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,1,0,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,201,150,351
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,1,7,8
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,1,3,4
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,0,1,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,13,26,39
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,0,5,5
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,109,248,357
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,3,2,5
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,0,1,1
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,0,1,1
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,0,1,1
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,1,0,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,6,3,9
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,0,5,5
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,57,343,400
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,2,1,3
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,2,3,5
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,0,1,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,132,584,716
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,28,32,60
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,0,3,3
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,8,19,27
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,18,79,97
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,7,1,8
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,0,2,2
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,0,3,3
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,10,27,37
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,0,2,2
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,0,1,1
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,1,0,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,2,6,8
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,2,55,57
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,3,10,13
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,2,2,4
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,9,39,48
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,2,0,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,0,1,1
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,3,13,16
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,1,1,2
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,1,6,7
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,146,284,430
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,9,1,10
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,1,0,1
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,10,81,91
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,16,86,102
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,2,0,2
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,0,1,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,28,142,170
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,8,11,19
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,1,3,4
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,1,0,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,0,53,53
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,29,49,78
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,3,1,4
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,12,15,27
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,60,63,123
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,0,1,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,3,12,15
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,2,18,20
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,0,2,2
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,2,0,2
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,4,3,7
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,3,4,7
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,1,2,3
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.7        sobrepeso en mayores de 5 anos,2012-12-01,1,0,1
