municipality,group,variable,month,Controles nuevos en niños de 2 años a < de 5 a NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
TOMAVE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,2,2,0,2
TOMINA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,225,225,274,499
TORO TORO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,33,33,30,63
TOTORA(CBBA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,2,2,6,8
TOTORA(ORR),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,7,7,7,14
TRINIDAD,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,307,307,250,557
TUPIZA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,3,3,1,4
TURCO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,0,0,1,1
UMALA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,9,9,7,16
UNCIA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,3,3,1,4
URIONDO (A. CONCEPCION),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,45,45,24,69
UYUNI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,0,0,1,1
VACAS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,6,6,5,11
VALLEGRANDE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,0,0,1,1
VIACHA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,31,31,27,58
VILA VILA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,2,2,2,4
VILLA MONTES,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,62,62,76,138
VILLA NUEVA (LOMA ALTA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,4,4,13,17
VILLA RIVERO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,2,2,3,5
VILLA SERRANO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,250,250,272,522
VILLA TUNARI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,186,186,205,391
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,140,140,153,293
VILLAZON,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,5,5,1,6
VINTO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,36,36,53,89
WARNES,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,40,40,68,108
YACUIBA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,15,15,12,27
YAMPARAEZ,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,339,339,311,650
YANACACHI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,10,10,6,16
YAPACANI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,0,0,3,3
YOCALLA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,6,6,7,13
YOTALA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,201,201,214,415
YUNCHARA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,40,40,52,92
ZUDAÑEZ,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-01-01,149,149,165,314
ACHACACHI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,83,83,98,181
ACHOCALLA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,21,21,27,48
AIQUILE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,31,31,46,77
ALCALA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,1,1,0,1
ANCORAIMES,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,8,8,4,12
ANTEQUERA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,0,0,1,1
ANZALDO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,13,13,17,30
ARAMPAMPA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,5,5,4,9
ARANI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,3,3,1,4
ARBIETO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,0,0,1,1
ARQUE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,1,1,0,1
ASCENCION DE GUARAYOS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,2,2,1,3
ATOCHA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,0,0,1,1
AUCAPATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,5,5,3,8
AYATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,5,5,2,7
AYO AYO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,5,5,1,6
AYOPAYA (V. DE INDEPENDENCIA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,19,19,21,40
AZURDUY,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,68,68,97,165
BATALLAS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,2,2,2,4
BAURES,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,1,1,0,1
BERMEJO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,42,42,27,69
BETANZOS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,7,7,11,18
BOLPEBRA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,2,2,0,2
BOYUIBE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,6,6,6,12
CABEZAS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,35,35,23,58
"CAIZA ""D""",nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,7,7,22,29
CAJUATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,40,40,24,64
CALACOTO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,0,0,1,1
CAMARGO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,37,37,25,62
CAMATAQUI (C. VILLA ABECIA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,18,18,18,36
CAMIRI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,73,73,65,138
CAPINOTA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,1,1,1,2
CARACOLLO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,6,6,2,8
CARANAVI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,19,19,46,65
CARAPARI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,1,1,3,4
CARIPUYO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,1,1,2,3
CARMEN RIVERO TORREZ,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,0,0,1,1
CHACARILLA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,3,3,2,5
CHALLAPATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,5,5,8,13
CHARAGUA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,1,1,0,1
CHAYANTA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,7,7,12,19
CHIMORE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,23,23,30,53
CHULUMANI (V. DE LA LIBERTAD),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,2,2,6,8
CHUMA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,12,12,7,19
CLIZA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,52,52,40,92
COBIJA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,13,13,17,30
COCHABAMBA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,596,596,472,1068
COLCAPIRHUA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,133,133,86,219
"COLCHA ""K""",nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,3,3,4,7
COLLANA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,7,7,7,14
COLOMI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,62,62,56,118
COLPA BELGICA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,22,22,16,38
COLQUECHACA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,8,8,2,10
COLQUENCHA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,18,18,15,33
COLQUIRI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,92,92,108,200
COMARAPA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,7,7,6,13
COMBAYA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,16,16,10,26
COPACABANA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,4,4,3,7
CORIPATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,1,1,0,1
COROICO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,8,8,6,14
CORQUE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,1,1,3,4
COTAGAITA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,7,7,7,14
CUATRO CAÑADAS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,50,50,47,97
CUCHUMUELA (V. G. VILLARROEL),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,2,2,1,3
CULPINA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,101,101,129,230
CURAHUARA DE CARANGAS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,4,4,1,5
DESAGUADERO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,1,1,1,2
EL ALTO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,905,905,834,1739
EL CHORO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,3,3,1,4
EL PUENTE(STC),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,110,110,89,199
EL PUENTE(TJA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,0,0,2,2
EL TORNO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,1,1,0,1
ENTRE RIOS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,9,9,11,20
ENTRE RIOS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,38,38,29,67
EXALTACION,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,4,4,2,6
FERNANDEZ ALONSO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,3,3,2,5
FILADELFIA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,24,24,32,56
GENERAL SAAVEDRA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,24,24,10,34
GRAL. J.J. PEREZ (CHARAZANI),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,2,2,3,5
GUANAY,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,33,33,19,52
GUAQUI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,2,2,0,2
GUAYARAMERIN,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,21,21,21,42
GUTIERREZ,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,12,12,14,26
HUACARETA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,90,90,99,189
HUACAYA (VILLA DE HUACAYA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,17,17,21,38
HUACHACALLA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,6,6,4,10
HUANUNI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,3,3,4,7
HUARACAJE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,0,0,1,1
HUAYLLAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,27,27,31,58
ICHOCA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,7,7,17,24
ICLA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,40,40,20,60
INCAHUASI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,161,161,190,351
INGAVI (HUMAITA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,15,15,16,31
INQUISIVI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,4,4,5,9
IRUPANA (VILLA DE LANZA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,3,3,5,8
IXIAMAS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,49,49,40,89
JESUS DE MACHACA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,1,1,1,2
LA ASUNTA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,9,9,8,17
LA GUARDIA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,23,23,23,46
LA PAZ,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,1066,1066,976,2042
LA RIVERA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,0,0,1,1
LAGUNILLAS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,8,8,8,16
LAJA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,29,29,38,67
LAS CARRERAS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,24,24,15,39
LLALLAGUA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,2,2,1,3
LORETO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,15,15,10,25
MACHARETI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,65,65,65,130
MALLA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,1,1,0,1
MAPIRI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,3,3,2,5
MECAPACA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,12,12,1,13
MINEROS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,2,2,3,5
MIZQUE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,40,40,46,86
MOCOMOCO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,1,1,2,3
MOJOCOYA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,27,27,24,51
MONTEAGUDO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,181,181,218,399
MONTERO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,36,36,35,71
MOROCHATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,38,38,33,71
NACEBE (SANTA ROSA DEL ABUNA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,1,1,0,1
OKINAWA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,17,17,12,29
ORURO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,208,208,213,421
PADCAYA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,24,24,17,41
PAILON,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,0,0,1,1
PALCA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,17,17,21,38
PALOS BLANCOS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,7,7,7,14
PAMPA GRANDE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,0,0,1,1
PAPEL PAMPA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,2,2,1,3
PASORAPA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,26,26,27,53
PATACAMAYA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,9,9,10,19
PAZÑA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,6,6,3,9
PELECHUCO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,2,2,1,3
POCOATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,22,22,14,36
POCONA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,12,12,13,25
POJO (CBBA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,11,11,11,22
POOPO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,7,7,4,11
POROMA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,126,126,122,248
PORONGO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,2,2,2,4
PORTACHUELO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,14,14,11,25
PORVENIR,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,2,2,0,2
POTOSI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,130,130,118,248
PUCARANI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,12,12,10,22
PUERTO ACOSTA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,11,11,17,28
PUERTO CARABUCO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,7,7,12,19
PUERTO GONZALO MORENO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,2,2,1,3
PUERTO PEREZ,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,3,3,7,10
PUERTO QUIJARRO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,6,6,2,8
PUERTO RICO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-02-01,19,19,10,29
