,group,variable,month,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO < A 10,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO < A 10,TOTALES
SAMAIPATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,1,0,4,0,12,0,2,0,0,0,0,0,19
SAN ANDRES,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,9,0,4,1,0,0,0,0,14
SAN ANDRES DE MACHACA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,3,0,2,0,0,0,0,0,5
SAN BENITO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,10,0,2,0,0,0,0,0,12
SAN BORJA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,1,0,12,0,25,0,4,1,0,0,43
SAN CARLOS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,1,1,0,0,1,0,0,0,3
SAN IGNACIO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,1,0,3,1,5,0,6,0,1,0,0,0,17
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,2,0,4,0,17,0,17,0,2,0,0,0,42
SAN JAVIER(BNI),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2
SAN JAVIER(STC),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,3,0,10,0,3,0,0,0,0,0,16
SAN JOAQUIN,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,1,0,3,0,9,0,0,0,0,0,13
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,3,1,16,0,1,0,0,0,0,0,21
SAN JUAN DE YAPACANI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1
SAN JULIAN,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,2,0,7,0,35,0,6,0,3,0,0,0,53
SAN LORENZO(PND),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,2,0,4,0,0,0,0,0,0,0,6
SAN LORENZO(TJA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,5,0,16,0,4,0,0,0,0,0,25
SAN LUCAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,10,0,16,4,5,0,0,0,0,0,35
SAN MATIAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,3,0,0,0,0,0,0,0,3
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,2,0,5,0,2,0,0,0,0,0,9
SAN PABLO DE LIPEZ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1
SAN PEDRO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,1,0,4,0,2,0,0,0,0,0,7
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,4,0,12,0,0,0,0,0,16
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,0,1,2,0,0,0,0,0,3
SAN PEDRO DE MACHA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,1,1,7,0,5,0,0,0,0,0,14
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,2,0,0,0,0,0,0,0,2
SAN PEDRO(PND),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,2,0,0,0,0,0,0,0,2
SAN RAFAEL,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,2,0,3,0,1,0,0,0,0,0,6
SAN RAMON BENI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,1,0,3,0,0,0,0,0,4
SAN RAMON SCZ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,1,0,6,3,0,0,0,0,0,0,10
SANTA ANA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,1,0,7,0,8,0,0,0,0,0,0,0,16
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,6,0,108,29,569,44,791,61,160,0,0,0,1768
SANTA ROSA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,1,0,5,0,1,0,0,0,7
SANTA ROSA DEL SARA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,2,0,7,0,2,0,0,0,0,0,11
SANTIAGO DE CALLAPA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,2,0,5,0,0,0,0,0,7
SANTIAGO DE HUARI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SANTIAGO DE HUATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,2,0,1,0,0,0,0,0,3
SANTIAGO DE MACHACA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SANTIVAÑES,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,0,0,5,0,0,0,0,0,5
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,1,0,1,0,0,0,0,0,0,0,2
SAPAHAQUI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2
SENA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,5,0,9,0,0,0,0,0,14
SHINAOTA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,8,1,35,1,12,0,0,0,0,0,57
SICA SICA (VILLA AROMA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,4,0,9,1,0,0,0,0,14
SICAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SIPE SIPE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,5,0,34,0,3,0,0,0,0,0,42
SOPACHUY,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,2,0,4,0,0,0,0,0,0,0,6
SORACACHI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1
SORATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,5,0,3,0,0,0,0,0,8
SUCRE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,1,0,27,0,220,2,71,0,0,0,0,0,321
TACACOMA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,2,0,5,0,5,0,0,0,0,0,12
TACOBAMBA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,1,0,2,0,0,0,0,0,0,0,3
TACOPAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2
TAHUA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TAPACARI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,4,0,4,1,1,0,0,0,10
TARABUCO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,2,1,1,2,2,1,0,0,0,0,9
TARACO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,1,0,1,0,0,0,0,0,0,0,2
TARATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,3,0,4,0,0,0,0,0,0,0,7
TARIJA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,1,0,19,2,181,6,56,0,0,0,0,0,265
TARVITA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,5,1,5,1,1,1,0,0,0,0,14
TEOPONTE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,2,0,14,0,0,0,0,0,0,0,16
TINGUIPAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,0,0,3,1,0,0,0,0,4
TIPUANI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,2,0,3,0,0,0,0,0,0,0,5
TIQUIPAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,6,0,42,2,12,2,0,0,0,0,64
TIRAQUE (CBBA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,6,0,2,0,0,0,0,0,8
TOCO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,4,0,0,0,0,0,0,0,4
TOLATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,1,0,7,0,0,0,0,0,0,0,8
TOMINA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,1,0,3,0,0,0,0,0,0,0,4
TORO TORO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,1,0,0,1,4,0,1,0,0,0,0,0,7
TOTORA(CBBA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,26,0,7,0,0,0,0,0,33
TOTORA(ORR),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,1,0,0,0,1,0,0,0,0,0,2
TRINIDAD,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,3,0,7,0,29,0,74,0,25,0,0,0,138
TUPIZA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,4,0,29,1,8,0,0,0,42
TURCO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1
UMALA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,1,0,1,0,0,0,0,0,2
UNCIA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,2,0,9,4,5,0,5,0,0,0,25
URIONDO (A. CONCEPCION),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,3,0,3,1,0,0,0,0,7
URUBICHA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,1,0,1,0,0,0,0,0,2
UYUNI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,6,0,18,1,8,4,4,1,0,0,42
VACAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1
VALLEGRANDE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,3,0,12,0,1,1,0,0,0,0,17
VIACHA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,4,0,21,0,20,5,0,0,0,0,50
VILA VILA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,3,0,0,0,0,0,0,0,3
VILLA CHARCAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,5,1,1,0,0,0,0,0,7
VILLA MONTES,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,3,0,19,0,7,0,0,0,0,0,29
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,2,0,2,0,0,0,0,0,0,0,4
VILLA SERRANO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,3,0,1,0,0,0,0,0,4
VILLA TUNARI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,5,0,51,0,32,0,0,0,0,0,88
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,2,0,1,0,1,0,0,0,4
VILLAZON,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,3,0,25,0,4,0,0,0,0,0,32
VINTO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,1,0,5,0,53,7,4,2,0,0,0,0,72
VITICHI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,3,0,1,0,0,0,0,0,4
WARNES,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,3,0,35,0,120,1,24,0,0,0,0,0,183
YACO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,1,0,1,0,0,0,0,0,2
YACUIBA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,3,0,27,1,21,0,0,0,0,0,52
YAMPARAEZ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,1,0,2,0,1,0,0,0,0,0,4
YANACACHI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,0,0,3,0,0,0,0,0,3
YAPACANI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,1,0,10,3,14,7,30,2,2,1,0,0,70
YOCALLA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,0,0,4,1,1,0,0,0,6
YOTALA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,7,0,2,0,0,0,0,0,9
YUNCHARA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,1,0,1,0,2,0,0,0,0,0,0,0,4
ZUDAÑEZ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-01-01,0,0,0,0,1,0,1,0,0,0,0,0,2
ACACIO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,2,0,0,0,0,0,3
ACHACACHI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,3,0,7,0,5,0,0,0,0,0,15
ACHOCALLA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,1,0,6,0,34,0,0,0,0,0,41
AIQUILE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,2,1,11,0,1,1,0,0,0,0,16
ALCALA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,3,0,0,0,0,0,0,0,3
ALTO BENI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,3,0,3,0,0,0,0,0,0,0,6
ANCORAIMES,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,1,0,2,0,2,0,0,0,0,0,5
ANDAMARCA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1
ANTEQUERA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,1,0,0,0,0,0,2
ANZALDO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,1,0,0,0,0,0,0,0,0,0,1
APOLO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,1,0,2,0,14,1,3,0,0,0,0,0,21
ARAMPAMPA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,1
ARANI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,1,0,2,0,0,0,0,0,0,0,3
ARBIETO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,11,0,0,0,0,0,0,0,11
ARQUE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,1,1,4,0,1,0,0,0,0,0,7
ATOCHA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,7,0,0,0,0,0,7
AUCAPATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,4,0,0,0,0,0,4
AYATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,1,0,2,0,0,0,0,0,0,0,3
AYO AYO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,3,1,2,0,0,0,0,0,6
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,6,0,14,0,1,0,0,0,0,0,21
AZURDUY,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,3,0,6,2,0,0,0,0,11
BATALLAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,2,0,10,0,1,0,0,0,0,0,13
BAURES,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,3,0,0,0,0,0,3
BELEN DE ANDAMARCA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,2,0,0,0,1,0,0,0,0,0,3
BELEN DE URMIRI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,1,1,1,0,0,0,0,0,3
BELLA FLOR,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,1,0,4,0,1,0,0,0,0,0,6
BERMEJO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,2,0,0,0,0,0,2
BETANZOS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,3,1,9,1,4,0,0,0,0,0,18
BOLIVAR,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,2,0,0,0,0,0,0,0,2
BOYUIBE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,1,1,0,0,0,0,3
BUENA VISTA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,4,0,1,0,0,0,5
CABEZAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,4,0,15,2,1,1,0,0,23
CAIROMA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,1,0,1,0,2,0,0,0,0,0,4
"CAIZA ""D""",consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,2,0,4,0,2,0,0,0,8
CAJUATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,1,0,5,0,7,0,7,0,0,0,0,0,20
CALACOTO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1
CALAMARCA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,1,0,5,0,2,0,0,0,0,0,8
CAMARGO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,3,0,3,0,3,0,0,0,0,0,9
CAMIRI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,5,1,22,0,7,0,0,0,35
CAPINOTA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,4,0,10,0,0,0,0,0,0,0,14
CAQUIAVIRI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,4,0,0,0,0,0,0,0,4
CARACOLLO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,2,0,9,0,4,0,0,0,0,0,15
CARANAVI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,4,0,21,1,8,0,0,0,0,0,34
CARAPARI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,4,0,2,0,0,0,0,0,6
CARIPUYO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,2,0,0,0,0,0,0,0,2
CARMEN RIVERO TORREZ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,1,0,1,0,0,0,2
CHALLAPATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,3,0,11,0,0,0,0,0,0,0,14
CHAQUI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,3,0,0,0,0,0,0,0,3
CHARAGUA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,2,1,16,0,1,0,0,0,20
CHARAÑA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CHAYANTA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,4,0,0,0,0,0,0,0,4
CHIMORE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,6,1,10,1,5,0,0,0,0,0,23
CHIPAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,1,0,0,0,2,0,0,0,0,0,3
CHUA COCANI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,2,0,1,0,0,0,0,0,3
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,6,0,1,0,0,0,0,0,7
CHUMA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,1,0,0,0,2,0,0,0,0,0,0,0,3
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,3,0,5,1,0,0,0,0,9
CKOCHAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,1,0,2,1,1,0,0,0,0,0,5
CLIZA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,1,0,7,1,7,0,0,0,0,0,16
COBIJA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,9,8,52,1,22,0,2,0,0,0,94
COCAPATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,2,1,4,3,0,0,0,0,0,0,10
COCHABAMBA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,3,0,12,0,238,0,262,1,47,0,0,0,563
COLCAPIRHUA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,29,2,34,1,0,0,0,0,66
"COLCHA ""K""",consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,1,0,1,0,6,0,4,0,0,0,0,0,12
COLOMI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,3,0,12,0,2,0,0,0,0,0,17
COLPA BELGICA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,4,0,0,0,5,0,1,0,0,0,1,0,11
COLQUECHACA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,1,0,3,1,4,2,2,0,0,0,0,0,13
COLQUENCHA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,4,0,3,0,0,0,0,0,7
COLQUIRI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,1,0,0,0,0,0,2
COMANCHE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
COMARAPA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,3,0,9,0,0,0,0,0,0,0,12
COMBAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,1,0,0,0,0,0,0,0,0,0,1
CONCEPCION,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,1,0,5,1,21,1,2,0,0,0,0,0,31
CORIPATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,8,0,0,0,0,0,9
CORO CORO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,1,0,0,0,0,0,2
COROICO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,8,0,0,0,0,0,0,0,8
CORQUE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,2,1,0,0,0,0,3
COTAGAITA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,3,0,4,1,1,0,0,0,9
COTOCA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,7,0,33,0,28,0,4,0,0,0,72
CUATRO CAÑADAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,2,0,9,0,3,0,0,0,0,0,14
CULPINA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,1,0,2,0,4,0,0,0,0,0,7
CURVA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
DESAGUADERO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,4,0,1,0,0,0,0,0,5
EL ALTO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,2,0,46,22,445,151,151,33,0,0,0,0,850
EL PUENTE(STC),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,2,0,2,0,3,0,0,0,0,0,7
EL PUENTE(TJA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,1,0,5,0,2,0,0,0,0,0,8
EL TORNO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,6,0,31,1,4,0,0,0,42
ENTRE RIOS TRJ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,5,0,1,0,0,0,0,0,6
ENTRE RIOS CBBA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,1,0,12,0,22,0,11,0,0,0,0,0,46
ESCOMA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,3,0,0,0,0,0,0,0,3
FERNANDEZ ALONSO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,1,0,6,0,3,0,0,0,0,0,10
FILADELFIA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-02-01,0,0,0,0,2,0,4,0,1,0,0,0,7
