,group,variable,month,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO < A 10,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO < A 10,TOTALES
SAN IGNACIO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,2,0,2,1,1,0,0,0,0,0,6
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,13,0,23,0,0,0,0,0,36
SAN JAVIER(STC),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,1,0,6,0,2,0,0,0,0,0,9
SAN JOAQUIN,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,3,0,12,0,3,0,0,0,0,0,18
SAN JULIAN,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,1,0,1,0,12,0,3,0,3,0,0,0,20
SAN LORENZO(PND),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,1,0,0,0,1,0,0,0,0,0,2
SAN LORENZO(TJA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,1,0,3,0,0,0,0,0,0,0,4
SAN LUCAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,1,0,7,0,0,0,0,0,0,0,8
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,1,0,0,0,2,0,0,0,0,0,3
SAN PEDRO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,1,0,0,0,0,0,0,0,0,1
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,2,0,1,0,0,0,0,0,3
SAN PEDRO DE MACHA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,1,5,0,3,0,0,0,0,0,9
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,2,0,1,0,1,0,0,0,0,0,4
SAN RAFAEL,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,2,0,2,1,0,0,0,0,0,0,5
SAN RAMON SCZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SANTA ANA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,6,1,15,1,1,0,0,0,0,0,24
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,12,57,36,407,69,531,64,160,0,0,0,1336
SANTA ROSA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,1,0,7,0,0,0,0,0,8
SANTA ROSA DEL SARA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,2,0,0,0,0,0,0,0,2
SANTIAGO DE CALLAPA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,1,0,1,0,0,0,0,0,2
SANTIAGO DE HUATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,0,0,3,0,0,0,0,0,3
SAPAHAQUI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1
SENA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,1,0,4,0,2,0,0,0,0,0,7
SHINAOTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,4,0,0,0,0,0,0,0,4
SICA SICA (VILLA AROMA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1
SIPE SIPE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,6,0,26,1,6,0,0,0,0,0,39
SORACACHI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,2,0,1,0,0,0,0,0,3
SORATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,2,1,6,0,1,0,0,0,0,0,10
SUCRE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,16,0,58,0,25,0,0,0,0,0,99
TACACOMA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TACOBAMBA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TAHUA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,1
TAPACARI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,1,0,1,1,3,0,0,0,6
TARABUCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,1
TARACO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TARATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,4,0,0,0,0,0,0,0,4
TARIJA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,7,1,46,2,28,0,0,0,0,0,84
TARVITA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,2,0,1,1,0,0,0,0,0,0,4
TEOPONTE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,2,1,0,1,0,0,0,0,4
TIAHUANACU,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,3,0,5,0,7,0,0,0,0,0,15
TINGUIPAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,2,0,1,2,1,0,0,0,6
TIPUANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,1,0,1,0,0,0,0,0,2
TIQUIPAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,1,0,8,2,2,1,0,0,0,0,14
TIRAQUE (CBBA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,2,0,4,0,1,0,0,0,0,0,7
TOCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,1,0,0,0,1,0,0,0,0,0,2
TOLATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2
TOLEDO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,1,0,1,0,2,0,0,0,0,0,4
TOMAVE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,1,2,0,0,0,0,0,0,3
TOMINA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,1,0,1,0,0,0,0,0,2
TORO TORO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,1,1,0,0,0,0,0,0,2
TOTORA(CBBA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,5,0,8,1,0,0,0,0,14
TRINIDAD,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,2,0,10,1,41,0,76,0,10,0,0,0,140
TUPIZA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,3,0,17,0,0,0,0,0,20
UNCIA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,4,1,11,0,8,0,0,0,24
URIONDO (A. CONCEPCION),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,3,2,0,1,0,0,0,0,6
URUBICHA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1
UYUNI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,1,0,1,0,8,0,0,6,1,0,0,0,17
VACAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,2,0,4,0,4,0,0,0,0,0,0,0,10
VALLEGRANDE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1
VIACHA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,1,0,9,5,8,0,0,0,0,0,23
VILA VILA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,1,0,0,1,0,1,0,0,0,0,0,3
VILLA CHARCAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,2,0,0,0,1,1,0,0,0,0,4
VILLA MONTES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,6,0,10,1,2,0,0,0,0,0,19
VILLA SERRANO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2
VILLA TUNARI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,3,0,17,0,13,0,0,0,0,0,33
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1
VILLAZON,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,3,0,15,1,10,0,0,0,0,0,29
VINTO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,2,0,17,3,4,1,0,0,0,0,27
VITICHI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,2,0,0,0,0,0,0,0,2
WALDO BALLIVIAN,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1
WARNES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,3,0,16,1,43,3,10,2,0,0,0,0,78
YACUIBA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,4,0,12,1,6,0,0,0,0,0,23
YAMPARAEZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,1,0,1,0,0,0,0,0,2
YAPACANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,2,0,13,3,16,8,35,2,5,0,0,0,84
YOCALLA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,2,0,1,1,0,0,0,0,4
YOTALA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,2,0,0,0,1,0,0,0,0,0,3
YUNCHARA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,1
ZUDAÑEZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-01-01,0,0,0,0,6,0,0,0,0,0,0,0,6
ACHACACHI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,2,1,2,0,0,0,0,0,5
ACHOCALLA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,3,0,3,0,0,0,0,0,6
AIQUILE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,2,0,1,0,0,0,0,0,3
ALALAY,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ALCALA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1
ALTO BENI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,1,0,0,0,0,0,0,0,0,0,1
ANCORAIMES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,1,0,3,0,1,0,0,0,0,0,5
ANDAMARCA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,0,1,1,0,0,0,0,0,2
ANTEQUERA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ANZALDO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,3,0,0,0,0,0,0,0,3
APOLO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,1,0,3,4,1,1,0,0,0,0,10
ARANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,1,0,2,0,1,0,0,0,0,0,4
ARBIETO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,1,0,0,0,4,0,4,0,0,0,0,0,9
ARQUE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,1,0,1,0,2,0,0,0,0,0,4
ASCENCION DE GUARAYOS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,2,0,9,0,3,0,1,0,0,0,15
ATOCHA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,2,0,5,0,2,0,0,0,9
AUCAPATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
AYATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
AYO AYO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,1,0,1,1,2,0,0,0,0,0,5
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,2,2,3,0,0,0,0,0,0,0,7
AZURDUY,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,1,0,0,0,0,0,0,0,0,1
BATALLAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,1,0,3,0,2,0,0,0,0,0,6
BAURES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,0,0,1,0,2,0,0,0,3
BELLA FLOR,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
BERMEJO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,1,0,1,0,0,0,0,0,2
BETANZOS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,1,1,7,0,2,0,0,0,0,0,11
BOLIVAR,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,1,1,0,0,0,0,0,0,2
BOLPEBRA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
BOYUIBE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,0,0,2,0,0,0,0,0,2
BUENA VISTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,0,0,4,0,1,0,0,0,5
CABEZAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,3,0,7,0,3,0,0,0,13
CAIROMA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
"CAIZA ""D""",consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,1,0,0,1,2,0,1,0,1,0,0,0,6
CAJUATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,4,0,0,0,0,0,0,0,4
CALACOTO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CAMARGO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,1,0,4,0,0,0,0,0,0,0,5
CAMIRI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,4,0,8,0,0,0,0,0,12
CAPINOTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,5,0,0,0,0,0,0,0,5
CAQUIAVIRI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,1,0,0,0,2
CARACOLLO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,3,0,5,0,0,0,0,0,0,0,8
CARANAVI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,3,0,9,0,1,0,0,0,0,0,13
CARAPARI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CARIPUYO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,2,0,0,0,1,0,0,0,0,0,3
CARMEN RIVERO TORREZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,0,0,4,0,0,0,0,0,4
CHALLAPATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,4,0,17,0,1,0,0,0,0,0,22
CHAQUI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,1,0,1,0,0,0,0,0,2
CHARAGUA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,2,0,13,1,2,0,0,0,18
CHAYANTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,3,1,3,1,0,1,0,0,0,0,9
CHIMORE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,3,0,8,0,0,1,0,0,0,0,12
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,6,0,1,0,0,0,0,0,7
CHUMA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CKOCHAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,2,0,1,0,0,0,0,0,3
CLIZA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,1,0,1,0,0,0,0,0,2
COBIJA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,1,2,14,0,3,0,1,0,0,0,21
COCAPATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,4,0,6,1,2,0,0,0,0,0,13
COCHABAMBA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,10,0,156,3,179,1,57,1,0,0,407
COIPASA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
COLCAPIRHUA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,16,0,2,0,0,0,0,0,18
"COLCHA ""K""",consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,1,0,1,0,0,0,0,0,2
COLOMI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,1,0,8,0,3,0,0,0,0,0,12
COLPA BELGICA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,1,0,0,0,0,0,0,0,0,0,1
COLQUECHACA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,1,0,3,0,0,0,0,0,0,0,4
COLQUENCHA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,1,0,2,0,0,0,0,0,3
COLQUIRI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,3,0,3,0,0,0,0,0,6
COMANCHE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CONCEPCION,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CORIPATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,3,0,3,0,0,0,0,0,6
CORO CORO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
COROICO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,5,1,0,0,0,0,0,0,6
CORQUE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,1,0,1,0,0,0,0,0,0,0,2
COTAGAITA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,6,0,2,0,1,0,0,0,9
COTOCA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,1,0,14,0,55,0,9,0,1,0,0,0,80
CUATRO CAÑADAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,1,1,2,0,0,0,0,0,0,0,4
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,2,0,0,0,0,0,0,0,2
CULPINA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,1,0,0,0,1,0,0,0,0,0,2
CURAHUARA DE CARANGAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,1,0,0,0,0,0,0,0,0,0,1
DESAGUADERO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
EL ALTO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,2,0,31,8,293,54,95,16,0,0,0,0,499
EL CHORO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,0,0,2,0,0,0,0,0,2
EL PUENTE(STC),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,2,0,0,0,0,0,0,0,2
EL TORNO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,2,0,5,0,0,0,0,0,7
EL VILLAR,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1
ENTRE RIOS TRJ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,1,0,1,0,0,0,0,0,2
ENTRE RIOS CBBA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,2,0,13,0,4,0,0,0,0,0,19
ESCOMA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
EUCALIPTUS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,1,0,1,0,0,0,0,0,0,0,0,0,2
FERNANDEZ ALONSO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,1,0,5,0,1,0,0,0,7
FILADELFIA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,1,0,0,0,1,0,0,0,0,0,2
GAIOC JATUN AYLLU YURA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,1,0,1,0,0,0,0,0,2
GENERAL SAAVEDRA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,1,1,0,0,0,0,0,0,2
GIA-TIM,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,1,0,0,1,0,0,0,0,0,0,2
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,2,0,1,0,0,0,0,0,3
GUANAY,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,3,0,6,1,0,0,0,0,10
GUAQUI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,1,0,0,0,0,0,0,0,0,0,1
GUAYARAMERIN,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,1,0,3,0,7,1,5,1,1,0,0,0,19
GUTIERREZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,4,0,9,0,0,0,0,0,13
HUACARAJE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,0,0,3,0,0,0,0,0,3
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1
HUANUNI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,1,0,2,0,0,0,0,0,0,0,3
HUARINA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1
HUATAJATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
HUMANATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,2,1,0,0,0,0,0,0,3
ICHOCA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,1
ICLA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1
INCAHUASI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,2,0,2,0,0,1,0,0,0,0,5
INQUISIVI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,2,0,3,0,0,1,0,0,0,0,6
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,2,0,0,0,0,0,0,0,2
IXIAMAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,2,0,3,0,1,0,0,0,0,0,6
JESUS DE MACHACA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,1,0,3,0,1,0,0,0,0,0,5
LA ASUNTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,1,0,3,0,11,0,0,0,0,0,15
LA GUARDIA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,1,0,14,0,58,0,9,0,0,0,0,0,82
LA PAZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,6,0,176,1,88,2,0,0,0,0,273
LAGUNILLAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
LAJA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,1,0,3,0,0,0,0,0,0,0,4
LLALLAGUA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,10,0,22,1,10,0,0,0,0,0,43
LLICA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1
