,group,variable,month,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO < A 10,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO < A 10,TOTALES
CHALLAPATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,1,0,5,0,0,0,0,0,0,0,6
CHARAGUA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,3,1,1,0,0,0,6
CHARAÑA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CHAYANTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,1,3,1,0,0,0,0,0,0,5
CHIMORE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,3,0,0,0,0,0,0,0,3
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,2,0,0,0,0,0,0,0,2
CHUMA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1
CKOCHAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,1,4,0,0,1,0,0,0,0,6
CLIZA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,2,0,2,0,0,0,0,0,4
COBIJA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,1,0,0,2,5,0,0,0,0,0,0,0,8
COCAPATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,1,0,3,0,3,0,0,0,0,0,7
COCHABAMBA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,8,1,69,5,273,1,103,0,0,0,460
COLCAPIRHUA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,2,0,0,0,0,0,0,0,2
COLOMI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,3,1,2,1,1,0,0,0,0,0,8
COLQUECHACA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,1,0,1,1,0,0,0,0,0,0,3
COLQUIRI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,28,0,0,0,0,0,0,0,28
CORIPATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CORO CORO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,1
COROICO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CORQUE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,1,0,0,0,0,0,2
COTAGAITA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,1,0,1,0,1,0,0,0,0,0,3
COTOCA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,1,10,0,94,0,16,0,0,0,0,0,121
CUATRO CAÑADAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CURAHUARA DE CARANGAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,1,0,0,0,0,0,0,0,0,0,1
DESAGUADERO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
EL ALTO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,1,0,31,2,212,16,47,8,0,0,0,0,317
EL PUENTE(STC),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,1,0,1,0,0,0,0,0,0,0,2
EL TORNO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,30,0,4,0,0,0,35
ENTRE RIOS CBBA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,1,0,1,0,2,0,0,0,0,0,4
FERNANDEZ ALONSO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,1,0,5,0,0,0,0,0,0,0,6
GUAYARAMERIN,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,1,0,8,0,2,0,5,0,0,0,16
GUTIERREZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,4,0,1,0,0,0,5
ICHOCA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,1,0,0,0,0,0,0,0,0,0,1
ICLA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
INQUISIVI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,1,2,0,0,0,0,0,0,0,3
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
IXIAMAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,1,0,0,0,0,0,0,0,0,0,1
JESUS DE MACHACA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,1,0,0,0,0,2
LA ASUNTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,1,0,0,0,2,0,0,0,0,0,3
LA GUARDIA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,4,0,36,0,13,0,0,0,0,0,53
LA PAZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,4,0,119,0,39,0,0,0,0,0,162
LAGUNILLAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1
LAJA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,1,0,0,0,1,0,0,0,0,0,2
LLALLAGUA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,2,0,2,0,14,0,0,0,0,0,18
MACHARETI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1
MAGDALENA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
MALLA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,2,0,5,0,0,0,0,0,7
MINEROS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,1,0,1,0,2,0,0,0,0,0,4
MIZQUE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,1,0,1,0,0,0,0,0,0,0,2
MOCOMOCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,1
MOJINETE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,1
MOJOCOYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,1
MONTEAGUDO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,1,0,0,0,0,0,2
MONTERO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,1,0,0,0,95,0,44,0,1,0,0,0,141
MOROCHATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,2,0,3,1,0,0,0,0,6
ORURO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,1,0,4,1,241,4,112,1,0,0,0,0,364
PADCAYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,2,0,3,0,0,0,0,0,0,0,5
PAILON,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,2,0,2,0,0,0,0,0,0,0,4
PALCA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,2,0,0,0,0,0,2
PALOS BLANCOS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,2,0,1,0,0,0,0,0,3
PATACAMAYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,3,0,2,0,1,0,0,0,0,0,6
POCOATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,2,0,3,0,0,0,0,0,0,0,5
POJO (CBBA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,2,1,0,0,1,0,0,0,0,4
PORCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,2,0,0,0,0,0,0,0,2
PORTACHUELO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,3,0,0,0,0,0,0,0,0,0,3
POTOSI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,1,0,6,0,26,0,66,0,4,0,0,0,103
PRESTO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,1
PUCARANI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,2,0,0,0,0,0,0,0,2
PUERTO ACOSTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,2,0,0,0,0,0,2
PUERTO CARABUCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1
PUERTO QUIJARRO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,4,19,9,1,12,0,6,0,0,0,51
PUERTO SILES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,2,0,0,0,0,0,2
PUERTO SUAREZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,1,0,0,0,1,0,2,0,0,0,4
PUERTO VILLARROEL,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,1,2,0,0,0,0,0,0,0,3
PUNATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,2,0,1,0,0,0,0,0,0,0,3
QUILLACOLLO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,1,0,2,0,2,0,0,0,0,0,5
RAVELO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,1,1,0,0,0,0,0,2
REYES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1
RIBERALTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,1,0,1,0,0,0,0,0,0,0,2
ROBORE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,2,0,1,0,0,0,0,0,3
RURRENABAQUE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,3,0,3,0,0,0,0,0,6
SACABA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,1,0,16,3,8,1,5,0,0,0,34
SACACA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,1,0,0,0,0,0,0,0,0,0,1
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,1,0,0,0,0,0,2
SAN ANDRES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1
SAN ANDRES DE MACHACA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,2,0,0,0,0,0,0,0,2
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN BORJA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,1,0,0,0,4,0,4,0,5,0,0,0,14
SAN BUENA VENTURA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1
SAN CARLOS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,2,0,8,0,5,0,0,0,15
SAN IGNACIO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,1,1,0,0,0,0,2
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,1,0,14,0,8,0,2,0,0,0,0,0,25
SAN JAVIER(BNI),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,1,1,0,0,0,0,0,0,2
SAN JAVIER(STC),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,3,0,0,0,0,0,0,0,3
SAN JOAQUIN,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,0,0,0,1,0,0,1
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1
SAN JULIAN,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,7,0,2,0,0,0,9
SAN LORENZO(PND),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,0,0,0,1,0,0,1
SAN LORENZO(TJA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN LUCAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,1,0,0,0,0,0,0,0,0,0,1
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,2,0,3,0,0,0,0,0,0,0,5
SAN PEDRO DE MACHA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,2,0,15,0,198,2,353,6,129,0,1,0,706
SANTA ROSA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,2,0,1,0,0,0,0,0,3
SANTIAGO DE HUATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAPAHAQUI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,2,0,0,0,0,0,3
SENA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SHINAOTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,4,0,0,0,0,0,0,0,4
SICA SICA (VILLA AROMA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,1,0,1,0,0,0,0,2
SIPE SIPE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,2,0,6,0,1,0,0,0,0,0,9
SORACACHI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,2,0,0,0,0,0,2
SORATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,1,0,1,0,2,0,0,0,0,0,4
SUCRE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,1,0,13,0,4,0,0,0,0,0,18
TACOPAYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TAPACARI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,1,0,1,0,0,0,2
TARATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,1
TARIJA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,4,0,55,0,36,0,0,0,0,0,95
TIQUIPAYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,2,0,1,0,5,0,0,0,0,0,8
TIRAQUE (CBBA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TOLEDO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1
TOMAVE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,1,0,0,1,0,0,0,0,0,0,2
TORO TORO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,2,0,0,0,0,0,0,0,2
TOTORA(CBBA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,1,0,2,0,2,1,0,0,0,0,6
TRINIDAD,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,5,0,26,0,36,0,2,0,0,0,69
TUPIZA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,10,0,2,0,0,0,12
UNCIA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,38,0,22,0,0,0,0,0,60
UYUNI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,1,6,0,1,0,0,0,8
VALLEGRANDE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1
VIACHA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,1,0,1,0,11,0,4,0,0,0,0,0,17
VILLA MONTES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,21,0,6,0,0,0,0,0,27
VILLA SERRANO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,1
VILLA TUNARI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,2,0,5,0,4,1,0,0,0,0,12
VILLAZON,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,1,0,3,0,1,0,0,0,0,0,5
VINTO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,5,0,6,1,0,0,0,0,0,0,12
VITICHI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,1
WALDO BALLIVIAN,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
WARNES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,2,0,28,0,118,0,14,0,0,0,0,0,162
YACUIBA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,1,0,8,0,9,0,0,0,0,0,18
YAPACANI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ZUDAÑEZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ACHACACHI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,0,7,0,0,0,0,0,0,0,7
ACHOCALLA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,1,0,1,0,0,0,0,0,0,0,2
AIQUILE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,1
ALALAY,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ANCORAIMES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,0,2,0,1,0,0,0,0,0,3
ANDAMARCA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,1
ARBIETO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,0,1,0,2,0,0,0,0,0,3
ATOCHA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,1,0,1,0,1,0,0,0,0,0,3
AYATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,1
AYO AYO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,2,0,3,0,0,0,0,0,0,0,5
BAURES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,1,0,0,0,0,0,0,0,0,1
BELEN DE URMIRI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,1
BETANZOS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,1,0,1,0,0,0,0,0,0,0,2
BOLIVAR,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,1,0,1,0,0,0,0,0,0,0,2
BOLPEBRA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,1
BUENA VISTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,0,0,0,3,0,0,0,0,0,3
CABEZAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,0,1,0,6,0,4,0,0,0,11
CAIROMA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,1
"CAIZA ""D""",consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,1,0,1,0,0,0,1,0,0,0,3
CAMIRI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,1,0,1,0,1,0,0,0,0,0,3
CAPINOTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,0,0,0,2,0,0,0,0,0,2
CAQUIAVIRI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CARACOLLO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,0,2,0,1,0,0,0,0,0,3
CARANAVI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,2,0,0,1,0,0,0,0,0,3
CARMEN RIVERO TORREZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CHACARILLA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,0,1,1,0,0,0,0,0,0,2
CHALLAPATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,2,0,4,1,1,0,0,0,0,0,8
CHAQUI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,0,0,0,2,0,0,0,0,0,2
CHARAGUA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,0,2,0,2,0,0,0,0,0,4
CHAYANTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,2,0,0,0,1,0,0,0,0,0,3
CHIMORE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,2,0,2,0,1,0,0,0,0,0,5
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,1,0,2,0,0,0,0,0,0,0,3
CHUMA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,1,0,0,0,0,0,0,0,0,1
CKOCHAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,0,2,0,0,0,0,0,0,0,2
CLIZA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,0,1,0,0,1,0,0,0,0,2
COBIJA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,1,0,5,0,1,0,2,0,0,0,9
COCAPATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,0,2,0,1,0,0,0,0,0,3
COCHABAMBA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,12,0,234,6,226,1,24,0,0,0,503
"COLCHA ""K""",consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,1,0,1,0,0,0,0,0,0,0,2
COLOMI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,2,0,2,0,0,0,0,0,0,0,4
COLQUECHACA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,0,2,0,0,0,0,0,0,0,2
COLQUIRI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,1
COMARAPA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,3,0,20,0,6,0,0,0,0,0,29
CONCEPCION,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,6,0,6,0,2,0,0,0,0,0,14
CORIPATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,2,0,4,0,2,0,0,0,0,0,8
CORO CORO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,1
COROICO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,1
COTOCA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,9,0,16,1,5,0,0,0,0,0,31
CUATRO CAÑADAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,1,0,2,0,0,0,0,0,0,0,3
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1
CUEVO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,1
DESAGUADERO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,1
EL ALTO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-03-01,3,0,26,2,201,9,75,5,0,0,0,0,321
