,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL 10 A 14,MUJERES CON 4TA CONSULTA PRENATAL 10 A 14,MUJERES CON 4TA CONSULTA PRENATAL 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL 20 A 34,MUJERES CON 4TA CONSULTA PRENATAL 20 A 34,MUJERES CON 4TA CONSULTA PRENATAL 35 A 49,MUJERES CON 4TA CONSULTA PRENATAL 35 A 49,MUJERES CON 4TA CONSULTA PRENATAL 50 Y +,MUJERES CON 4TA CONSULTA PRENATAL 50 Y +,MUJERES CON 4TA CONSULTA PRENATAL < A 10,MUJERES CON 4TA CONSULTA PRENATAL < A 10,TOTALES
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,1,0,1,0,8,0,1,0,0,0,11
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,1,0,27,0,102,0,33,0,0,0,0,0,163
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,1,0,3,0,7,2,2,1,0,0,16
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,2,0,9,0,4,0,0,0,0,0,15
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,1,4,0,0,0,0,0,0,0,5
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,1,0,30,0,87,6,14,3,0,0,0,0,141
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,2,0,0,0,0,0,0,0,0,0,2
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,3,0,5,2,1,2,0,0,0,0,13
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,4,0,0,0,0,0,0,0,0,4
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,1,0,3,0,0,0,0,0,0,0,4
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,9,0,0,0,0,0,0,0,9
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,4,0,3,0,0,0,0,0,7
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,1,0,1,0,0,0,0,0,2
SAN ANTONIO DE ESMORUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,1,0,1,0,0,0,0,0,2
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,1,0,3,0,0,0,1,0,0,0,5
SAN BENITO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,2,0,0,0,0,0,0,0,2
SAN BORJA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,4,1,12,2,22,3,5,0,0,0,49
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,2,0,12,0,2,0,0,0,0,0,16
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,1,0,4,0,14,2,3,0,0,0,24
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,4,0,11,0,10,0,1,0,0,0,26
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,8,0,35,1,25,0,4,0,0,0,73
SAN JAVIER(BNI),consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,4,0,16,0,1,0,0,0,0,0,21
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,0,0,4,5,0,0,0,0,9
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,8,0,24,0,3,0,0,0,0,0,35
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,2,8,23,0,18,0,3,0,0,0,54
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,2,0,3,2,4,0,0,0,0,0,11
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,3,0,9,0,4,0,0,0,0,0,16
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,6,2,7,2,4,1,0,0,0,0,22
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,1,0,14,0,4,0,0,0,0,0,19
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,1,0,6,1,6,0,5,0,0,0,0,0,19
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,5,0,7,0,2,0,1,0,0,0,15
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,1,0,7,0,3,2,0,0,0,0,13
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,2,0,1,0,0,0,0,0,3
SAN PEDRO DE MACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,2,3,7,1,1,0,0,0,0,0,14
SAN PEDRO DE TIQUINA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,1,1,1,0,0,0,0,0,3
SAN PEDRO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,0,2,0,0,0,0,0,0,2
SAN RAMON BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,1,1,4,0,0,0,0,0,0,0,6
SAN RAMON SCZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SANTA ANA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,5,0,1,0,0,0,0,0,6
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,1,0,54,2,647,59,923,3,185,0,0,0,1874
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,0,0,7,0,0,0,0,0,7
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,2,0,5,0,5,0,1,0,0,0,0,0,13
SANTIAGO DE CALLAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,0,0,4,0,0,0,0,0,4
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,1,2,2,0,0,0,0,0,0,5
SANTIAGO DE HUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SANTIAGO DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,8,0,0,0,0,0,0,0,8
SANTUARIO DE QUILLACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,1
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,5,0,0,0,0,0,0,0,5
SENA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,3,0,2,0,1,0,0,0,6
SHINAOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,1,0,15,0,17,1,3,0,0,0,0,0,37
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,2,0,3,1,7,1,0,0,0,0,14
SICAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,4,0,0,0,0,0,0,0,4
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,8,0,47,1,8,0,0,0,0,0,64
SOPACHUY,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,4,0,2,0,0,0,0,0,6
SORACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,0,0,3,0,0,0,0,0,3
SORATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,2,0,11,1,3,1,0,0,0,0,18
SUCRE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,26,0,303,0,119,0,0,0,0,0,448
TACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TACACOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,1,0,4,0,0,0,0,0,5
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,1,0,2,1,0,0,0,0,4
TACOPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,2,0,2,1,1,2,0,0,0,0,8
TAPACARI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,5,0,13,1,2,0,0,0,0,0,21
TARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,1,0,3,1,2,0,0,0,0,0,7
TARACO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,4,0,1,0,0,0,0,0,5
TARATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,1,0,4,0,1,0,0,0,0,0,6
TARIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,1,0,11,0,172,5,71,1,0,0,0,0,261
TARVITA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,4,2,5,2,0,0,0,0,0,0,13
TEOPONTE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,6,0,14,0,2,1,0,0,0,0,23
TIAHUANACU,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,1,0,2,0,2,0,0,0,0,0,5
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,2,1,2,3,1,0,0,0,9
TIPUANI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,4,0,2,0,0,0,0,0,6
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,10,2,32,7,7,0,0,0,0,0,58
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,8,0,2,0,0,0,0,0,10
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1
TOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,1,0,3,0,0,0,0,0,0,0,4
TOLATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,1,0,5,0,2,0,0,0,0,0,8
TOLEDO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,3,0,0,0,0,0,0,0,3
TOMAVE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,1,1,0,0,0,0,0,0,2
TOMINA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,2,0,2,0,1,0,0,0,0,0,5
TORO TORO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,1,0,3,1,1,0,0,0,0,0,6
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,1,0,5,0,7,2,0,0,0,0,15
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,3,0,1,0,0,0,0,0,4
TRINIDAD,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,9,0,38,0,93,1,17,0,0,0,158
TUPIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,7,11,36,7,4,0,0,0,65
UMALA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1
UNCIA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,6,1,13,4,5,0,3,0,0,0,32
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,8,0,4,0,0,0,0,0,12
URUBICHA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,0,0,7,0,1,0,0,0,8
UYUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,3,0,19,0,16,0,3,0,0,0,41
VACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,1,0,4,0,0,0,0,0,0,0,5
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,1,0,16,2,0,0,0,0,0,0,19
VIACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,5,0,29,3,17,1,0,0,0,0,55
VILA VILA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,1
VILLA CHARCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,5,1,4,2,0,0,0,0,0,0,12
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,6,1,32,1,17,0,0,0,0,0,57
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,1,0,0,0,1,0,0,0,0,0,2
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,3,0,0,0,0,0,0,0,3
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,2,0,4,1,0,0,0,0,7
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,21,0,74,0,26,0,0,0,0,0,121
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,1,0,5,1,3,0,0,0,0,0,10
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,2,1,23,0,6,0,0,0,0,0,32
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,9,1,43,11,10,1,0,0,0,0,75
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,0,2,0,0,2,0,0,0,4
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,17,0,98,1,15,0,0,0,0,0,131
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,1,1,5,1,1,0,0,0,0,0,9
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,18,0,80,1,37,0,0,0,0,0,136
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,2,0,2,0,0,0,0,0,0,0,4
YANACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,1,1,1,0,0,0,0,0,3
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,4,33,23,12,3,0,0,0,0,75
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,0,0,4,0,0,0,0,0,4
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,3,0,0,0,0,0,0,0,3
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,0,0,3,0,0,0,0,0,0,0,3
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-01-01,0,0,2,1,1,1,0,0,0,0,0,0,5
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,0,0,2,0,0,0,0,0,2
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,4,0,13,0,3,0,0,0,0,0,20
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,2,0,4,0,10,0,0,0,0,0,16
AIQUILE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,1,0,4,0,0,0,0,0,0,0,5
ALCALA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ALTO BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,1,0,3,0,0,0,0,0,0,0,4
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,1,0,3,0,0,0,0,0,0,0,4
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,0,0,3,0,0,0,0,0,3
ANZALDO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,2,1,0,0,0,0,0,0,3
APOLO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,1,0,12,2,1,0,0,0,0,0,16
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,1
ARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,1,0,11,0,1,0,0,0,0,0,13
ARBIETO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,4,0,7,0,1,0,0,0,0,0,12
ARQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,3,0,6,1,2,0,0,0,0,0,12
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,2,0,12,0,11,0,1,0,0,0,26
ATOCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,3,0,4,0,2,0,0,0,9
AUCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,0,0,2,0,0,0,0,0,2
AYATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,3,0,2,0,0,0,0,0,0,0,5
AYO AYO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,3,0,5,0,2,0,0,0,0,0,10
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,7,0,11,0,3,0,0,0,0,0,21
AZURDUY,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,3,0,2,1,0,0,0,0,0,0,6
BATALLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,3,0,10,0,4,0,0,0,0,0,17
BAURES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,1,0,4,0,0,0,0,0,5
BELEN DE ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1
BELLA FLOR,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1
BERMEJO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,1,0,15,0,4,0,0,0,0,0,20
BETANZOS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,2,0,5,2,2,0,0,0,0,0,11
BOLIVAR,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,1,0,0,0,0,0,0,0,0,0,1
BOLPEBRA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,1,0,1,0,1,0,0,0,0,0,0,0,3
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,3,1,2,0,0,0,0,0,6
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,8,0,21,0,0,0,0,0,29
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,5,0,3,0,0,0,0,0,8
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,2,0,6,0,1,0,0,0,0,0,9
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,1,0,8,0,3,0,0,0,0,0,12
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,1
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,2,0,12,0,1,0,0,0,0,0,15
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,1,0,10,0,2,0,0,0,0,0,13
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,3,0,16,0,1,0,0,0,20
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,5,0,3,0,0,0,0,0,8
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,5,0,1,0,0,0,0,0,6
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,2,0,10,0,2,0,0,0,0,0,14
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,8,0,33,0,13,0,0,0,0,0,54
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,1,0,11,0,2,0,0,0,0,0,14
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,4,0,1,1,0,0,0,0,0,0,6
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,0,0,3,0,0,0,0,0,3
CATACORA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,1,1,0,0,0,0,0,0,0,2
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,6,0,17,1,3,1,0,0,0,0,28
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,1,0,4,0,0,0,0,0,0,0,5
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,1,10,3,33,1,0,0,0,0,48
CHARAÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,1,0,5,0,1,0,0,0,0,0,7
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,1,0,2,0,16,0,4,0,0,0,0,0,23
CHIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CHUA COCANI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,12,0,5,0,0,0,0,0,17
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,1,0,2,0,0,2,0,0,0,0,5
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,1,0,1,0,1,0,0,0,3
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,3,0,3,1,2,1,0,0,0,0,10
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,4,0,5,0,3,0,0,0,0,0,12
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,12,0,45,0,22,0,4,0,0,0,83
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,7,0,8,2,1,0,0,0,0,0,18
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,4,0,46,0,271,0,135,0,52,0,0,0,508
COIPASA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,0,1,1,0,0,0,0,0,2
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,3,0,13,1,26,0,0,0,0,0,43
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,1,0,6,0,1,0,0,0,0,0,8
COLLANA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,4,0,16,0,3,1,0,0,0,0,24
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,1,0,6,0,1,0,0,0,0,0,8
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,1,0,11,0,1,0,0,0,0,0,13
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,6,2,2,0,0,0,0,0,10
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,1,0,4,2,2,1,0,0,0,0,10
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,1,0,14,0,4,1,0,0,0,0,20
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,15,0,48,1,10,0,0,0,0,0,74
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,1,0,8,0,6,0,0,0,0,0,15
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,5,0,3,0,0,0,0,0,8
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,1,0,0,1,1,0,0,0,0,0,3
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,6,0,4,0,0,0,0,0,10
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,1,0,1,0,0,0,0,0,2
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,2,0,1,0,5,0,1,0,0,0,9
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,6,0,40,0,23,0,2,0,0,0,71
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,3,0,14,0,1,0,0,0,0,0,18
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,0,0,9,0,2,1,0,0,0,0,12
CURVA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-02-01,0,0,1,0,1,0,0,0,0,0,0,0,2
