,group,variable,month,REPETIDAS 10 A 14,REPETIDAS 10 A 14,REPETIDAS 15 A 19,REPETIDAS 15 A 19,REPETIDAS 20 A 34,REPETIDAS 20 A 34,REPETIDAS 35 A 49,REPETIDAS 35 A 49,REPETIDAS 50 Y +,REPETIDAS 50 Y +,REPETIDAS < A 10,REPETIDAS < A 10,TOTALES
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2024-01-01,0,0,0,0,6,0,1,1,0,0,0,0,8
SAN PEDRO,consultas prenatales,repetidas,2024-01-01,1,0,11,0,40,1,25,0,4,0,0,0,82
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2024-01-01,0,0,7,0,24,6,30,8,0,0,0,0,75
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2024-01-01,0,0,0,0,14,0,4,0,0,0,0,0,18
SAN PEDRO DE MACHA,consultas prenatales,repetidas,2024-01-01,0,0,11,7,25,5,14,0,0,0,0,0,62
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2024-01-01,0,0,1,0,0,0,1,0,0,0,0,0,2
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2024-01-01,0,0,1,0,8,1,2,1,0,0,0,0,13
SAN PEDRO(PND),consultas prenatales,repetidas,2024-01-01,1,0,1,0,5,2,1,0,0,0,0,0,10
SAN RAFAEL,consultas prenatales,repetidas,2024-01-01,0,0,0,0,9,0,1,0,0,0,0,0,10
SAN RAMON BENI,consultas prenatales,repetidas,2024-01-01,0,0,2,7,25,4,0,0,0,0,0,0,38
SAN RAMON SCZ,consultas prenatales,repetidas,2024-01-01,0,0,0,0,11,0,0,0,0,0,0,0,11
SANTA ANA,consultas prenatales,repetidas,2024-01-01,2,0,16,0,44,0,5,0,1,0,0,0,68
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2024-01-01,9,0,411,3,3777,168,3477,24,689,0,0,0,8558
SANTA ROSA,consultas prenatales,repetidas,2024-01-01,0,0,0,0,3,0,34,0,3,0,0,0,40
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2024-01-01,8,0,35,0,24,0,14,0,1,0,1,0,83
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2024-01-01,0,0,0,0,3,0,5,0,0,0,0,0,8
SANTIAGO DE HUARI,consultas prenatales,repetidas,2024-01-01,0,0,5,1,8,2,4,0,0,0,0,0,20
SANTIAGO DE HUATA,consultas prenatales,repetidas,2024-01-01,0,0,2,0,7,0,6,0,0,0,0,0,15
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2024-01-01,0,0,4,0,2,1,0,0,0,0,0,0,7
SANTIVAÑES,consultas prenatales,repetidas,2024-01-01,0,0,3,0,20,0,3,0,0,0,0,0,26
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2024-01-01,0,0,2,2,5,1,0,1,0,0,0,0,11
SAPAHAQUI,consultas prenatales,repetidas,2024-01-01,0,0,7,0,16,0,2,0,0,0,0,0,25
SENA,consultas prenatales,repetidas,2024-01-01,0,0,3,0,12,0,38,0,4,0,0,0,57
SHINAOTA,consultas prenatales,repetidas,2024-01-01,8,0,120,0,95,2,19,0,0,0,0,0,244
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2024-01-01,0,0,17,0,31,1,22,0,0,0,0,0,71
SICAYA,consultas prenatales,repetidas,2024-01-01,0,0,1,0,11,0,4,1,0,0,0,0,17
SIPE SIPE,consultas prenatales,repetidas,2024-01-01,0,0,37,1,298,5,44,1,0,0,0,0,386
SOPACHUY,consultas prenatales,repetidas,2024-01-01,0,0,5,0,10,0,2,1,0,0,0,0,18
SORACACHI,consultas prenatales,repetidas,2024-01-01,0,0,1,0,12,1,14,2,0,0,0,0,30
SORATA,consultas prenatales,repetidas,2024-01-01,0,0,11,0,53,4,14,2,0,0,0,0,84
SUCRE,consultas prenatales,repetidas,2024-01-01,3,0,136,0,1149,0,320,2,1,0,0,0,1611
TACACHI,consultas prenatales,repetidas,2024-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TACACOMA,consultas prenatales,repetidas,2024-01-01,0,0,2,0,13,0,31,1,0,0,0,0,47
TACOBAMBA,consultas prenatales,repetidas,2024-01-01,0,0,0,2,18,6,4,2,0,0,0,0,32
TACOPAYA,consultas prenatales,repetidas,2024-01-01,2,0,5,0,10,3,8,1,0,0,0,0,29
TAHUA,consultas prenatales,repetidas,2024-01-01,0,0,0,0,0,1,0,0,0,0,0,0,1
TAPACARI,consultas prenatales,repetidas,2024-01-01,0,0,12,1,49,4,15,2,0,0,0,0,83
TARABUCO,consultas prenatales,repetidas,2024-01-01,0,0,7,0,30,4,6,0,0,0,0,0,47
TARACO,consultas prenatales,repetidas,2024-01-01,0,0,2,0,6,0,4,0,0,0,0,0,12
TARATA,consultas prenatales,repetidas,2024-01-01,1,0,15,0,43,0,8,0,0,0,0,0,67
TARIJA,consultas prenatales,repetidas,2024-01-01,3,0,63,2,836,30,276,7,0,0,0,0,1217
TARVITA,consultas prenatales,repetidas,2024-01-01,0,0,13,4,18,6,6,3,0,0,0,0,50
TEOPONTE,consultas prenatales,repetidas,2024-01-01,0,0,12,0,42,1,6,2,0,0,0,0,63
TIAHUANACU,consultas prenatales,repetidas,2024-01-01,0,0,4,0,24,0,5,0,0,0,0,0,33
TINGUIPAYA,consultas prenatales,repetidas,2024-01-01,0,0,2,0,13,4,8,9,2,5,0,0,43
TIPUANI,consultas prenatales,repetidas,2024-01-01,0,0,3,0,24,0,6,0,0,0,0,0,33
TIQUIPAYA,consultas prenatales,repetidas,2024-01-01,0,0,64,6,186,15,44,1,0,0,0,0,316
TIRAQUE (CBBA),consultas prenatales,repetidas,2024-01-01,2,0,16,0,33,0,12,0,0,0,0,0,63
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2024-01-01,0,0,0,0,3,0,1,0,0,0,0,0,4
TOCO,consultas prenatales,repetidas,2024-01-01,0,0,4,0,20,1,2,0,0,0,0,0,27
TOLATA,consultas prenatales,repetidas,2024-01-01,0,0,5,0,26,0,8,0,0,0,0,0,39
TOLEDO,consultas prenatales,repetidas,2024-01-01,0,0,1,0,11,0,3,0,0,0,0,0,15
TOMAVE,consultas prenatales,repetidas,2024-01-01,0,0,2,2,12,2,1,0,0,0,0,0,19
TOMINA,consultas prenatales,repetidas,2024-01-01,0,0,5,1,8,1,4,0,0,0,0,0,19
TORO TORO,consultas prenatales,repetidas,2024-01-01,0,0,8,1,17,4,11,4,0,0,0,0,45
TOTORA(CBBA),consultas prenatales,repetidas,2024-01-01,0,0,2,0,37,0,47,10,0,0,0,0,96
TOTORA(ORR),consultas prenatales,repetidas,2024-01-01,0,0,1,0,6,1,2,0,0,0,0,0,10
TRIGAL,consultas prenatales,repetidas,2024-01-01,0,0,1,0,3,0,1,0,0,0,0,0,5
TRINIDAD,consultas prenatales,repetidas,2024-01-01,1,0,43,0,184,2,442,0,67,0,0,0,739
TUPIZA,consultas prenatales,repetidas,2024-01-01,0,0,2,0,30,11,183,8,30,0,0,0,264
TURCO,consultas prenatales,repetidas,2024-01-01,0,0,1,0,2,0,1,0,0,0,0,0,4
UMALA,consultas prenatales,repetidas,2024-01-01,0,0,3,0,6,0,7,1,0,0,0,0,17
UNCIA,consultas prenatales,repetidas,2024-01-01,0,0,16,5,85,6,34,1,17,0,0,0,164
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2024-01-01,1,0,7,0,23,0,12,0,0,0,0,0,43
URUBICHA,consultas prenatales,repetidas,2024-01-01,0,0,0,0,6,0,13,0,3,0,0,0,22
UYUNI,consultas prenatales,repetidas,2024-01-01,0,0,26,0,140,2,68,1,17,0,0,0,254
VACAS,consultas prenatales,repetidas,2024-01-01,0,0,5,0,19,0,6,0,0,0,0,0,30
VALLEGRANDE,consultas prenatales,repetidas,2024-01-01,2,0,19,0,77,0,19,1,0,0,0,0,118
VIACHA,consultas prenatales,repetidas,2024-01-01,0,0,37,0,251,3,53,3,0,0,0,0,347
VILA VILA,consultas prenatales,repetidas,2024-01-01,0,0,2,0,4,3,5,1,0,0,0,0,15
VILLA CHARCAS,consultas prenatales,repetidas,2024-01-01,1,0,12,5,28,6,10,2,0,0,0,0,64
VILLA MONTES,consultas prenatales,repetidas,2024-01-01,2,0,38,1,158,8,43,2,0,0,0,0,252
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2024-01-01,2,0,4,0,9,1,3,0,0,0,0,0,19
VILLA RIVERO,consultas prenatales,repetidas,2024-01-01,0,0,5,0,22,0,1,0,0,0,0,0,28
VILLA SERRANO,consultas prenatales,repetidas,2024-01-01,0,0,3,1,4,3,6,2,0,0,0,0,19
VILLA TUNARI,consultas prenatales,repetidas,2024-01-01,4,0,86,3,417,1,97,0,0,0,0,0,608
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2024-01-01,0,0,4,0,26,1,13,0,1,0,0,0,45
VILLAZON,consultas prenatales,repetidas,2024-01-01,0,0,26,3,190,3,39,1,0,0,0,0,262
VINTO,consultas prenatales,repetidas,2024-01-01,0,0,55,4,298,46,61,7,0,0,0,0,471
VITICHI,consultas prenatales,repetidas,2024-01-01,0,0,3,0,10,2,7,1,2,0,0,0,25
WALDO BALLIVIAN,consultas prenatales,repetidas,2024-01-01,0,0,1,0,3,0,0,0,0,0,0,0,4
WARNES,consultas prenatales,repetidas,2024-01-01,4,0,101,1,608,5,104,0,0,0,0,0,823
YACO,consultas prenatales,repetidas,2024-01-01,0,0,7,1,20,5,1,0,0,0,0,0,34
YACUIBA,consultas prenatales,repetidas,2024-01-01,6,0,58,2,333,6,105,0,0,0,0,0,510
YAMPARAEZ,consultas prenatales,repetidas,2024-01-01,0,0,3,1,10,0,4,0,0,0,0,0,18
YANACACHI,consultas prenatales,repetidas,2024-01-01,0,0,1,0,9,1,7,2,0,0,0,0,20
YAPACANI,consultas prenatales,repetidas,2024-01-01,0,1,1,20,74,59,98,12,8,0,0,0,273
YOCALLA,consultas prenatales,repetidas,2024-01-01,0,0,0,0,3,0,15,0,4,0,0,0,22
YOTALA,consultas prenatales,repetidas,2024-01-01,0,0,2,0,13,0,3,0,0,0,0,0,18
YUNCHARA,consultas prenatales,repetidas,2024-01-01,0,0,2,0,9,3,3,0,0,0,0,0,17
ZUDAÑEZ,consultas prenatales,repetidas,2024-01-01,0,0,9,2,11,2,2,0,0,0,0,0,26
ACACIO,consultas prenatales,repetidas,2024-02-01,0,0,0,0,3,0,4,0,0,0,0,0,7
ACHACACHI,consultas prenatales,repetidas,2024-02-01,0,0,17,0,105,1,15,3,0,0,0,0,141
ACHOCALLA,consultas prenatales,repetidas,2024-02-01,0,0,4,0,20,0,57,0,1,0,0,0,82
AIQUILE,consultas prenatales,repetidas,2024-02-01,0,0,29,1,44,2,10,0,0,0,0,0,86
ALALAY,consultas prenatales,repetidas,2024-02-01,0,0,0,0,1,2,2,0,0,0,0,0,5
ALCALA,consultas prenatales,repetidas,2024-02-01,0,0,1,0,7,0,1,0,0,0,0,0,9
ALTO BENI,consultas prenatales,repetidas,2024-02-01,0,0,4,0,26,0,7,0,0,0,0,0,37
ANCORAIMES,consultas prenatales,repetidas,2024-02-01,0,0,2,0,14,1,2,0,0,0,0,0,19
ANDAMARCA,consultas prenatales,repetidas,2024-02-01,0,0,0,1,3,1,10,0,0,0,0,0,15
ANTEQUERA,consultas prenatales,repetidas,2024-02-01,0,0,3,0,7,0,2,0,0,0,0,0,12
ANZALDO,consultas prenatales,repetidas,2024-02-01,0,0,1,1,11,1,2,0,0,0,0,0,16
APOLO,consultas prenatales,repetidas,2024-02-01,0,0,12,1,45,5,11,1,0,1,0,0,76
ARAMPAMPA,consultas prenatales,repetidas,2024-02-01,0,0,1,3,1,3,2,1,0,0,0,0,11
ARANI,consultas prenatales,repetidas,2024-02-01,1,0,5,0,27,2,5,1,0,0,0,0,41
ARBIETO,consultas prenatales,repetidas,2024-02-01,0,0,11,0,95,0,21,0,0,0,0,0,127
ARQUE,consultas prenatales,repetidas,2024-02-01,0,0,14,0,21,2,6,0,0,0,0,0,43
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2024-02-01,1,0,7,0,24,0,62,2,5,0,0,0,101
ATOCHA,consultas prenatales,repetidas,2024-02-01,0,0,5,0,16,1,39,1,2,0,0,0,64
AUCAPATA,consultas prenatales,repetidas,2024-02-01,0,0,1,0,4,0,12,0,0,0,0,0,17
AYATA,consultas prenatales,repetidas,2024-02-01,0,0,13,0,19,0,4,0,0,0,0,0,36
AYO AYO,consultas prenatales,repetidas,2024-02-01,1,0,8,0,16,1,4,0,0,0,0,0,30
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2024-02-01,2,0,40,1,45,1,7,0,0,0,0,0,96
AZURDUY,consultas prenatales,repetidas,2024-02-01,0,1,7,1,10,8,8,8,0,0,0,0,43
BATALLAS,consultas prenatales,repetidas,2024-02-01,0,0,10,1,55,2,11,0,0,0,0,0,79
BAURES,consultas prenatales,repetidas,2024-02-01,0,0,1,0,5,0,8,0,1,0,0,0,15
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2024-02-01,0,0,0,0,0,1,1,0,0,0,0,0,2
BELEN DE URMIRI,consultas prenatales,repetidas,2024-02-01,0,0,0,0,1,1,0,0,0,0,0,0,2
BELLA FLOR,consultas prenatales,repetidas,2024-02-01,0,0,3,0,11,0,8,2,0,0,0,0,24
BERMEJO,consultas prenatales,repetidas,2024-02-01,0,0,13,0,160,0,32,0,0,0,0,0,205
BETANZOS,consultas prenatales,repetidas,2024-02-01,0,1,21,1,68,6,15,2,0,0,0,0,114
BOLIVAR,consultas prenatales,repetidas,2024-02-01,0,0,5,0,6,1,0,3,0,0,0,0,15
BOLPEBRA,consultas prenatales,repetidas,2024-02-01,1,0,1,0,6,0,0,0,0,0,0,0,8
BOYUIBE,consultas prenatales,repetidas,2024-02-01,0,0,1,0,5,1,9,1,1,1,0,0,19
BUENA VISTA,consultas prenatales,repetidas,2024-02-01,0,0,1,0,16,0,29,0,7,0,0,0,53
CABEZAS,consultas prenatales,repetidas,2024-02-01,0,0,1,0,10,0,69,3,6,0,0,0,89
CAIROMA,consultas prenatales,repetidas,2024-02-01,0,0,3,0,20,1,11,1,0,0,0,0,36
"CAIZA ""D""",consultas prenatales,repetidas,2024-02-01,0,0,8,0,37,0,2,0,0,0,0,0,47
CAJUATA,consultas prenatales,repetidas,2024-02-01,0,0,11,0,59,6,7,0,0,0,0,0,83
CALACOTO,consultas prenatales,repetidas,2024-02-01,0,0,0,0,1,1,2,2,0,0,0,0,6
CALAMARCA,consultas prenatales,repetidas,2024-02-01,0,0,9,0,51,0,6,0,0,0,0,0,66
CAMARGO,consultas prenatales,repetidas,2024-02-01,0,0,4,0,47,4,15,0,0,0,0,0,70
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2024-02-01,0,0,0,0,4,1,3,3,0,0,0,0,11
CAMIRI,consultas prenatales,repetidas,2024-02-01,0,0,1,0,14,0,98,1,6,0,0,0,120
CAPINOTA,consultas prenatales,repetidas,2024-02-01,0,0,6,0,68,0,13,0,0,0,0,0,87
CAQUIAVIRI,consultas prenatales,repetidas,2024-02-01,1,0,2,0,12,1,5,0,0,0,0,0,21
CARACOLLO,consultas prenatales,repetidas,2024-02-01,0,0,17,0,54,0,14,1,0,0,0,0,86
CARANAVI,consultas prenatales,repetidas,2024-02-01,0,0,28,0,186,0,61,3,0,0,0,0,278
CARAPARI,consultas prenatales,repetidas,2024-02-01,0,0,7,1,50,2,11,0,0,0,0,0,71
CARIPUYO,consultas prenatales,repetidas,2024-02-01,0,0,9,1,5,3,3,0,0,0,0,0,21
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2024-02-01,0,0,0,0,7,0,18,0,4,0,0,0,29
CATACORA,consultas prenatales,repetidas,2024-02-01,0,0,0,1,2,1,0,0,0,0,0,0,4
CHACARILLA,consultas prenatales,repetidas,2024-02-01,0,0,0,1,2,0,0,0,0,0,0,0,3
CHALLAPATA,consultas prenatales,repetidas,2024-02-01,3,0,43,0,110,4,10,2,0,0,0,0,172
CHAQUI,consultas prenatales,repetidas,2024-02-01,0,0,6,1,22,2,2,0,0,0,0,0,33
CHARAGUA,consultas prenatales,repetidas,2024-02-01,0,0,6,1,53,3,70,2,13,1,0,0,149
CHARAÑA,consultas prenatales,repetidas,2024-02-01,0,0,1,0,3,0,0,0,0,0,0,0,4
CHAYANTA,consultas prenatales,repetidas,2024-02-01,0,0,5,2,29,1,6,1,0,0,0,0,44
CHIMORE,consultas prenatales,repetidas,2024-02-01,1,0,32,0,120,1,34,0,0,0,0,0,188
CHIPAYA,consultas prenatales,repetidas,2024-02-01,0,0,1,0,3,0,1,0,0,0,0,0,5
CHOQUE COTA,consultas prenatales,repetidas,2024-02-01,0,0,0,0,1,0,0,1,0,0,0,0,2
CHUA COCANI,consultas prenatales,repetidas,2024-02-01,0,0,2,0,8,0,2,0,0,0,0,0,12
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2024-02-01,0,0,2,0,45,0,11,0,0,0,0,0,58
CHUMA,consultas prenatales,repetidas,2024-02-01,0,0,5,0,10,2,2,4,0,0,0,0,23
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2024-02-01,0,0,1,0,8,0,16,2,5,1,0,0,33
CKOCHAS,consultas prenatales,repetidas,2024-02-01,1,0,10,2,16,6,10,3,0,0,0,0,48
CLIZA,consultas prenatales,repetidas,2024-02-01,0,0,26,0,57,0,14,0,0,0,0,0,97
COBIJA,consultas prenatales,repetidas,2024-02-01,2,0,53,0,224,4,116,2,23,0,0,0,424
COCAPATA,consultas prenatales,repetidas,2024-02-01,0,0,31,4,42,8,5,0,0,0,0,0,90
COCHABAMBA,consultas prenatales,repetidas,2024-02-01,4,0,214,0,2360,4,1560,0,223,1,0,0,4366
COIPASA,consultas prenatales,repetidas,2024-02-01,0,0,0,0,1,1,1,0,0,0,0,0,3
COLCAPIRHUA,consultas prenatales,repetidas,2024-02-01,0,0,8,0,111,3,204,1,0,0,0,0,327
"COLCHA ""K""",consultas prenatales,repetidas,2024-02-01,0,0,6,0,27,4,8,0,0,0,0,0,45
COLLANA,consultas prenatales,repetidas,2024-02-01,0,0,0,0,2,0,3,0,0,0,0,0,5
COLOMI,consultas prenatales,repetidas,2024-02-01,0,0,22,1,93,5,15,1,0,0,0,0,137
COLPA BELGICA,consultas prenatales,repetidas,2024-02-01,7,0,0,0,17,1,1,0,0,0,1,0,27
COLQUECHACA,consultas prenatales,repetidas,2024-02-01,0,0,11,3,47,5,7,1,0,0,0,0,74
COLQUENCHA,consultas prenatales,repetidas,2024-02-01,0,0,9,0,26,15,8,0,0,0,0,0,58
COLQUIRI,consultas prenatales,repetidas,2024-02-01,0,0,5,0,9,9,6,2,0,0,0,0,31
COMANCHE,consultas prenatales,repetidas,2024-02-01,0,0,2,0,4,0,0,0,0,0,0,0,6
COMARAPA,consultas prenatales,repetidas,2024-02-01,0,0,16,0,94,0,20,1,0,0,0,0,131
COMBAYA,consultas prenatales,repetidas,2024-02-01,0,0,0,1,0,0,0,0,0,0,0,0,1
CONCEPCION,consultas prenatales,repetidas,2024-02-01,1,0,9,0,71,2,13,0,0,0,0,0,96
COPACABANA,consultas prenatales,repetidas,2024-02-01,0,0,5,0,27,1,10,0,0,0,0,0,43
CORIPATA,consultas prenatales,repetidas,2024-02-01,0,0,5,0,28,0,40,0,0,0,0,0,73
CORO CORO,consultas prenatales,repetidas,2024-02-01,0,0,4,0,11,2,5,1,0,0,0,0,23
COROICO,consultas prenatales,repetidas,2024-02-01,0,0,7,0,73,0,17,0,0,0,0,0,97
CORQUE,consultas prenatales,repetidas,2024-02-01,0,0,0,0,2,0,4,1,1,0,0,0,8
COTAGAITA,consultas prenatales,repetidas,2024-02-01,1,0,13,0,44,0,26,3,3,0,0,0,90
COTOCA,consultas prenatales,repetidas,2024-02-01,1,1,53,0,218,0,119,0,18,0,0,0,410
CUATRO CAÑADAS,consultas prenatales,repetidas,2024-02-01,2,0,19,0,73,0,7,0,0,0,0,0,101
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2024-02-01,0,0,0,0,2,0,0,0,0,0,0,0,2
CUEVO,consultas prenatales,repetidas,2024-02-01,0,0,0,0,6,3,1,0,0,0,0,0,10
CULPINA,consultas prenatales,repetidas,2024-02-01,0,0,7,3,44,4,7,3,0,0,0,0,68
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2024-02-01,0,0,1,0,5,0,1,1,0,0,0,0,8
CURVA,consultas prenatales,repetidas,2024-02-01,0,0,3,0,4,2,1,2,0,0,0,0,12
DESAGUADERO,consultas prenatales,repetidas,2024-02-01,0,0,5,0,16,0,11,0,0,0,0,0,32
EL ALTO,consultas prenatales,repetidas,2024-02-01,13,0,349,91,3315,623,983,111,0,0,0,0,5485
EL CHORO,consultas prenatales,repetidas,2024-02-01,0,0,1,0,1,0,2,0,0,0,0,0,4
EL PUENTE(STC),consultas prenatales,repetidas,2024-02-01,2,0,12,0,38,0,11,0,0,0,0,0,63
EL PUENTE(TJA),consultas prenatales,repetidas,2024-02-01,0,0,1,0,20,0,10,3,0,0,0,0,34
EL TORNO,consultas prenatales,repetidas,2024-02-01,0,0,2,0,56,0,195,0,36,0,0,0,289
EL VILLAR,consultas prenatales,repetidas,2024-02-01,0,0,2,0,5,0,6,4,0,0,0,0,17
ENTRE RIOS TRJ,consultas prenatales,repetidas,2024-02-01,0,0,10,0,41,0,12,1,0,0,0,0,64
ENTRE RIOS CBBA,consultas prenatales,repetidas,2024-02-01,1,0,38,2,186,0,44,0,0,0,0,0,271
ESCOMA,consultas prenatales,repetidas,2024-02-01,0,0,1,0,7,0,2,0,0,0,0,0,10
EUCALIPTUS,consultas prenatales,repetidas,2024-02-01,0,0,5,0,12,0,4,0,0,0,0,0,21
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2024-02-01,0,0,0,0,1,0,1,0,0,1,0,0,3
EXALTACION,consultas prenatales,repetidas,2024-02-01,0,0,0,0,1,0,1,0,0,0,0,0,2
FERNANDEZ ALONSO,consultas prenatales,repetidas,2024-02-01,1,0,8,0,34,0,12,0,3,0,0,0,58
FILADELFIA,consultas prenatales,repetidas,2024-02-01,1,0,0,0,3,0,24,0,4,0,0,0,32
GAIOC JATUN AYLLU YURA,consultas prenatales,repetidas,2024-02-01,0,0,0,0,4,0,6,1,1,0,0,0,12
GENERAL SAAVEDRA,consultas prenatales,repetidas,2024-02-01,1,0,12,0,61,3,9,0,0,0,0,0,86
GIA-TIM,consultas prenatales,repetidas,2024-02-01,0,0,0,0,3,0,3,0,0,0,0,0,6
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2024-02-01,0,0,3,0,27,0,6,0,0,0,0,0,36
GUANAY,consultas prenatales,repetidas,2024-02-01,0,0,13,0,54,1,7,0,0,0,0,0,75
GUAQUI,consultas prenatales,repetidas,2024-02-01,0,0,7,0,17,1,8,0,0,0,0,0,33
GUAYARAMERIN,consultas prenatales,repetidas,2024-02-01,4,0,36,0,126,1,76,0,6,0,0,0,249
GUTIERREZ,consultas prenatales,repetidas,2024-02-01,0,0,11,0,48,1,7,0,0,0,0,0,67
HUACARAJE,consultas prenatales,repetidas,2024-02-01,0,0,0,0,3,0,9,0,3,0,0,0,15
HUACARETA,consultas prenatales,repetidas,2024-02-01,1,1,9,0,27,0,4,0,0,0,0,0,42
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2024-02-01,0,0,0,0,5,2,5,3,0,0,0,0,15
HUANUNI,consultas prenatales,repetidas,2024-02-01,0,1,10,0,90,0,12,0,0,0,0,0,113
HUARINA,consultas prenatales,repetidas,2024-02-01,0,0,1,0,7,0,9,1,0,0,0,0,18
HUATAJATA,consultas prenatales,repetidas,2024-02-01,0,0,0,0,6,0,0,0,0,0,0,0,6
HUAYLLAMARCA,consultas prenatales,repetidas,2024-02-01,0,0,0,0,7,0,0,0,0,0,0,0,7
HUMANATA,consultas prenatales,repetidas,2024-02-01,0,0,3,0,4,0,3,1,0,0,0,0,11
ICHOCA,consultas prenatales,repetidas,2024-02-01,0,0,2,0,6,2,1,3,0,0,0,0,14
ICLA,consultas prenatales,repetidas,2024-02-01,1,0,9,2,12,1,0,1,0,1,0,0,27
INCAHUASI,consultas prenatales,repetidas,2024-02-01,0,0,16,4,28,13,6,2,0,0,0,0,69
INGAVI (HUMAITA),consultas prenatales,repetidas,2024-02-01,0,0,1,0,7,0,1,0,0,0,0,0,9
INQUISIVI,consultas prenatales,repetidas,2024-02-01,0,0,2,1,19,2,3,4,0,0,0,0,31
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2024-02-01,0,0,0,1,27,3,6,1,0,0,0,0,38
IXIAMAS,consultas prenatales,repetidas,2024-02-01,0,0,4,0,23,0,6,0,0,0,0,0,33
JESUS DE MACHACA,consultas prenatales,repetidas,2024-02-01,0,0,5,0,31,1,12,0,0,0,0,0,49
LA ASUNTA,consultas prenatales,repetidas,2024-02-01,3,0,22,2,184,5,40,0,0,0,0,0,256
LA GUARDIA,consultas prenatales,repetidas,2024-02-01,0,0,52,0,300,2,41,2,0,0,0,0,397
LA PAZ,consultas prenatales,repetidas,2024-02-01,4,0,164,0,2693,2,1239,34,8,0,0,0,4144
LA RIVERA,consultas prenatales,repetidas,2024-02-01,0,0,1,0,2,0,0,0,0,0,0,0,3
LAGUNILLAS,consultas prenatales,repetidas,2024-02-01,0,0,0,0,5,2,17,9,5,0,0,0,38
LAJA,consultas prenatales,repetidas,2024-02-01,0,0,15,0,68,1,11,0,0,0,0,0,95
LAS CARRERAS,consultas prenatales,repetidas,2024-02-01,0,0,1,0,5,0,2,0,0,0,0,0,8
LICOMA PAMPA,consultas prenatales,repetidas,2024-02-01,0,0,0,0,1,0,11,0,0,0,0,0,12
LLALLAGUA,consultas prenatales,repetidas,2024-02-01,1,0,29,2,178,1,109,0,12,0,0,0,332
LLICA,consultas prenatales,repetidas,2024-02-01,0,0,1,0,2,2,6,1,0,0,0,0,12
LORETO,consultas prenatales,repetidas,2024-02-01,0,0,9,4,5,0,0,0,0,0,0,0,18
LURIBAY,consultas prenatales,repetidas,2024-02-01,0,0,3,0,20,0,2,0,0,0,0,0,25
MACHACAMARCA,consultas prenatales,repetidas,2024-02-01,0,0,1,0,15,1,1,0,0,0,0,0,18
MACHARETI,consultas prenatales,repetidas,2024-02-01,1,0,3,0,15,1,7,0,0,0,0,0,27
MAGDALENA,consultas prenatales,repetidas,2024-02-01,0,0,11,0,37,1,15,0,1,0,0,0,65
MAIRANA,consultas prenatales,repetidas,2024-02-01,0,0,25,0,51,0,13,0,0,0,0,0,89
MALLA,consultas prenatales,repetidas,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1
MAPIRI,consultas prenatales,repetidas,2024-02-01,0,0,21,0,95,1,13,0,0,0,0,0,130
MECAPACA,consultas prenatales,repetidas,2024-02-01,0,0,1,0,9,0,2,0,0,0,0,0,12
MINEROS,consultas prenatales,repetidas,2024-02-01,0,0,15,2,66,7,14,1,1,0,0,0,106
MIZQUE,consultas prenatales,repetidas,2024-02-01,2,0,26,0,46,3,17,1,0,0,0,0,95
MOCOMOCO,consultas prenatales,repetidas,2024-02-01,0,0,4,1,17,4,10,1,0,0,0,0,37
MOJINETE,consultas prenatales,repetidas,2024-02-01,0,0,0,0,1,0,1,0,0,0,0,0,2
MOJOCOYA,consultas prenatales,repetidas,2024-02-01,2,0,2,1,18,0,3,0,0,0,0,0,26
MONTEAGUDO,consultas prenatales,repetidas,2024-02-01,1,0,11,0,78,1,35,2,0,0,0,0,128
