,group,variable,month,BCG,BCG,TOTALES,TOTALES,TOTALES
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2009-02-01,5,18,5,18,23
AIQUILE,vacunaciones en menores de 1 ano,bcg,2009-02-01,28,12,28,12,40
ALALAY,vacunaciones en menores de 1 ano,bcg,2009-02-01,0,4,0,4,4
ALCALA,vacunaciones en menores de 1 ano,bcg,2009-02-01,3,0,3,0,3
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2009-02-01,6,27,6,27,33
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2009-02-01,0,4,0,4,4
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,0,1,0,1
ANZALDO,vacunaciones en menores de 1 ano,bcg,2009-02-01,4,16,4,16,20
APOLO,vacunaciones en menores de 1 ano,bcg,2009-02-01,16,6,16,6,22
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,11,1,11,12
ARANI,vacunaciones en menores de 1 ano,bcg,2009-02-01,2,4,2,4,6
ARBIETO,vacunaciones en menores de 1 ano,bcg,2009-02-01,3,8,3,8,11
ARQUE,vacunaciones en menores de 1 ano,bcg,2009-02-01,14,1,14,1,15
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2009-02-01,53,2,53,2,55
ATOCHA,vacunaciones en menores de 1 ano,bcg,2009-02-01,4,8,4,8,12
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,8,1,8,9
AYATA,vacunaciones en menores de 1 ano,bcg,2009-02-01,0,8,0,8,8
AYO AYO,vacunaciones en menores de 1 ano,bcg,2009-02-01,0,7,0,7,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2009-02-01,41,16,41,16,57
AZURDUY,vacunaciones en menores de 1 ano,bcg,2009-02-01,15,9,15,9,24
BATALLAS,vacunaciones en menores de 1 ano,bcg,2009-02-01,14,18,14,18,32
BAURES,vacunaciones en menores de 1 ano,bcg,2009-02-01,6,2,6,2,8
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,2,1,2,3
BERMEJO,vacunaciones en menores de 1 ano,bcg,2009-02-01,40,7,40,7,47
BETANZOS,vacunaciones en menores de 1 ano,bcg,2009-02-01,20,37,20,37,57
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2009-02-01,5,7,5,7,12
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,2,1,2,3
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2009-02-01,11,2,11,2,13
CABEZAS,vacunaciones en menores de 1 ano,bcg,2009-02-01,19,2,19,2,21
CAIROMA,vacunaciones en menores de 1 ano,bcg,2009-02-01,8,6,8,6,14
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2009-02-01,0,6,0,6,6
CAJUATA,vacunaciones en menores de 1 ano,bcg,2009-02-01,20,5,20,5,25
CALACOTO,vacunaciones en menores de 1 ano,bcg,2009-02-01,3,6,3,6,9
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2009-02-01,2,13,2,13,15
CAMARGO,vacunaciones en menores de 1 ano,bcg,2009-02-01,15,10,15,10,25
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2009-02-01,1,0,1,0,1
CAMIRI,vacunaciones en menores de 1 ano,bcg,2009-02-01,50,1,50,1,51
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2009-02-01,28,5,28,5,33
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,17,1,17,18
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2009-02-01,19,10,19,10,29
CARANAVI,vacunaciones en menores de 1 ano,bcg,2009-02-01,69,35,69,35,104
CARAPARI,vacunaciones en menores de 1 ano,bcg,2009-02-01,10,0,10,0,10
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,16,1,16,17
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2009-02-01,3,5,3,5,8
CHACARILLA,vacunaciones en menores de 1 ano,bcg,2009-02-01,0,3,0,3,3
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2009-02-01,36,15,36,15,51
CHAQUI,vacunaciones en menores de 1 ano,bcg,2009-02-01,2,2,2,2,4
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2009-02-01,13,49,13,49,62
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2009-02-01,12,15,12,15,27
CHIMORE,vacunaciones en menores de 1 ano,bcg,2009-02-01,21,1,21,1,22
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2009-02-01,3,1,3,1,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2009-02-01,35,7,35,7,42
CHUMA,vacunaciones en menores de 1 ano,bcg,2009-02-01,13,4,13,4,17
CLIZA,vacunaciones en menores de 1 ano,bcg,2009-02-01,10,13,10,13,23
COBIJA,vacunaciones en menores de 1 ano,bcg,2009-02-01,126,0,126,0,126
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2009-02-01,1205,189,1205,189,1394
COIPASA,vacunaciones en menores de 1 ano,bcg,2009-02-01,0,1,0,1,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2009-02-01,64,0,64,0,64
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2009-02-01,12,11,12,11,23
COLOMI,vacunaciones en menores de 1 ano,bcg,2009-02-01,20,11,20,11,31
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2009-02-01,6,0,6,0,6
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2009-02-01,7,61,7,61,68
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,11,1,11,12
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2009-02-01,10,27,10,27,37
COMANCHE,vacunaciones en menores de 1 ano,bcg,2009-02-01,2,0,2,0,2
COMARAPA,vacunaciones en menores de 1 ano,bcg,2009-02-01,25,5,25,5,30
COMBAYA,vacunaciones en menores de 1 ano,bcg,2009-02-01,0,2,0,2,2
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2009-02-01,24,1,24,1,25
COPACABANA,vacunaciones en menores de 1 ano,bcg,2009-02-01,6,16,6,16,22
CORIPATA,vacunaciones en menores de 1 ano,bcg,2009-02-01,18,10,18,10,28
CORO CORO,vacunaciones en menores de 1 ano,bcg,2009-02-01,5,7,5,7,12
COROICO,vacunaciones en menores de 1 ano,bcg,2009-02-01,19,1,19,1,20
CORQUE,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,1,1,1,2
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2009-02-01,11,18,11,18,29
COTOCA,vacunaciones en menores de 1 ano,bcg,2009-02-01,25,7,25,7,32
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2009-02-01,20,5,20,5,25
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,bcg,2009-02-01,0,1,0,1,1
CUEVO,vacunaciones en menores de 1 ano,bcg,2009-02-01,0,3,0,3,3
CULPINA,vacunaciones en menores de 1 ano,bcg,2009-02-01,19,11,19,11,30
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2009-02-01,3,9,3,9,12
CURVA,vacunaciones en menores de 1 ano,bcg,2009-02-01,2,2,2,2,4
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,10,1,10,11
EL ALTO,vacunaciones en menores de 1 ano,bcg,2009-02-01,1398,9,1398,9,1407
EL CHORO,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,1,1,1,2
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2009-02-01,6,4,6,4,10
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2009-02-01,6,12,6,12,18
EL TORNO,vacunaciones en menores de 1 ano,bcg,2009-02-01,78,3,78,3,81
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2009-02-01,4,0,4,0,4
ENTRE RIOS,vacunaciones en menores de 1 ano,bcg,2009-02-01,18,7,18,7,25
ENTRE RIOS,vacunaciones en menores de 1 ano,bcg,2009-02-01,23,3,23,3,26
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2009-02-01,10,1,10,1,11
EXALTACION,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,1,1,1,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2009-02-01,10,7,10,7,17
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2009-02-01,3,3,3,3,6
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2009-02-01,13,5,13,5,18
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2009-02-01,1,23,1,23,24
GUANAY,vacunaciones en menores de 1 ano,bcg,2009-02-01,13,1,13,1,14
GUAQUI,vacunaciones en menores de 1 ano,bcg,2009-02-01,0,5,0,5,5
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2009-02-01,89,9,89,9,98
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2009-02-01,9,5,9,5,14
HUACARETA,vacunaciones en menores de 1 ano,bcg,2009-02-01,7,1,7,1,8
HUACHACALLA,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,1,1,1,2
HUANUNI,vacunaciones en menores de 1 ano,bcg,2009-02-01,27,5,27,5,32
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,4,1,4,5
ICHOCA,vacunaciones en menores de 1 ano,bcg,2009-02-01,0,10,0,10,10
ICLA,vacunaciones en menores de 1 ano,bcg,2009-02-01,12,8,12,8,20
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2009-02-01,2,5,2,5,7
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2009-02-01,4,20,4,20,24
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2009-02-01,15,16,15,16,31
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2009-02-01,2,8,2,8,10
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2009-02-01,4,13,4,13,17
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2009-02-01,56,16,56,16,72
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2009-02-01,65,6,65,6,71
LA PAZ,vacunaciones en menores de 1 ano,bcg,2009-02-01,1613,3,1613,3,1616
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2009-02-01,12,3,12,3,15
LAJA,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,20,1,20,21
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2009-02-01,0,3,0,3,3
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2009-02-01,24,33,24,33,57
LLICA,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,2,1,2,3
LORETO,vacunaciones en menores de 1 ano,bcg,2009-02-01,6,0,6,0,6
LURIBAY,vacunaciones en menores de 1 ano,bcg,2009-02-01,2,6,2,6,8
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2009-02-01,0,1,0,1,1
MACHARETI,vacunaciones en menores de 1 ano,bcg,2009-02-01,6,4,6,4,10
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2009-02-01,10,8,10,8,18
MAIRANA,vacunaciones en menores de 1 ano,bcg,2009-02-01,23,0,23,0,23
MALLA,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,5,1,5,6
MAPIRI,vacunaciones en menores de 1 ano,bcg,2009-02-01,18,8,18,8,26
MECAPACA,vacunaciones en menores de 1 ano,bcg,2009-02-01,3,14,3,14,17
MINEROS,vacunaciones en menores de 1 ano,bcg,2009-02-01,35,4,35,4,39
MIZQUE,vacunaciones en menores de 1 ano,bcg,2009-02-01,31,29,31,29,60
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2009-02-01,7,11,7,11,18
MOJINETE,vacunaciones en menores de 1 ano,bcg,2009-02-01,2,3,2,3,5
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,7,1,7,8
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2009-02-01,37,8,37,8,45
MONTERO,vacunaciones en menores de 1 ano,bcg,2009-02-01,259,1,259,1,260
MORO MORO,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,1,1,1,2
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2009-02-01,10,61,10,61,71
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2009-02-01,1,2,1,2,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,bcg,2009-02-01,1,1,1,1,2
OCURI,vacunaciones en menores de 1 ano,bcg,2009-02-01,9,43,9,43,52
OKINAWA,vacunaciones en menores de 1 ano,bcg,2009-02-01,6,1,6,1,7
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2009-02-01,0,6,0,6,6
ORURO,vacunaciones en menores de 1 ano,bcg,2009-02-01,542,5,542,5,547
PADCAYA,vacunaciones en menores de 1 ano,bcg,2009-02-01,11,4,11,4,15
PADILLA,vacunaciones en menores de 1 ano,bcg,2009-02-01,10,2,10,2,12
PAILON,vacunaciones en menores de 1 ano,bcg,2009-02-01,33,90,33,90,123
PALCA,vacunaciones en menores de 1 ano,bcg,2009-02-01,0,6,0,6,6
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2009-02-01,23,20,23,20,43
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,1,1,1,2
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2009-02-01,11,4,11,4,15
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2009-02-01,0,7,0,7,7
PASORAPA,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,1,1,1,2
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2009-02-01,34,1,34,1,35
PAZÑA,vacunaciones en menores de 1 ano,bcg,2009-02-01,5,2,5,2,7
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2009-02-01,3,8,3,8,11
POCOATA,vacunaciones en menores de 1 ano,bcg,2009-02-01,5,26,5,26,31
POCONA,vacunaciones en menores de 1 ano,bcg,2009-02-01,4,17,4,17,21
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2009-02-01,16,6,16,6,22
POOPO,vacunaciones en menores de 1 ano,bcg,2009-02-01,2,0,2,0,2
PORCO,vacunaciones en menores de 1 ano,bcg,2009-02-01,6,4,6,4,10
POROMA,vacunaciones en menores de 1 ano,bcg,2009-02-01,9,6,9,6,15
PORONGO,vacunaciones en menores de 1 ano,bcg,2009-02-01,5,7,5,7,12
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2009-02-01,35,1,35,1,36
PORVENIR,vacunaciones en menores de 1 ano,bcg,2009-02-01,0,1,0,1,1
POSTRER VALLE,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,0,1,0,1
POTOSI,vacunaciones en menores de 1 ano,bcg,2009-02-01,390,7,390,7,397
PRESTO,vacunaciones en menores de 1 ano,bcg,2009-02-01,10,4,10,4,14
PUCARA,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,0,1,0,1
PUCARANI,vacunaciones en menores de 1 ano,bcg,2009-02-01,19,34,19,34,53
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2009-02-01,8,14,8,14,22
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2009-02-01,0,20,0,20,20
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2009-02-01,0,5,0,5,5
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2009-02-01,0,8,0,8,8
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2009-02-01,19,3,19,3,22
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,0,1,0,1
PUERTO SILES,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,0,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2009-02-01,47,0,47,0,47
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2009-02-01,90,4,90,4,94
PUNA,vacunaciones en menores de 1 ano,bcg,2009-02-01,18,36,18,36,54
PUNATA,vacunaciones en menores de 1 ano,bcg,2009-02-01,44,1,44,1,45
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2009-02-01,2,1,2,1,3
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2009-02-01,163,0,163,0,163
QUIME,vacunaciones en menores de 1 ano,bcg,2009-02-01,0,2,0,2,2
QUIRUSILLAS,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,0,1,0,1
RAVELO,vacunaciones en menores de 1 ano,bcg,2009-02-01,3,22,3,22,25
REYES,vacunaciones en menores de 1 ano,bcg,2009-02-01,9,2,9,2,11
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2009-02-01,262,22,262,22,284
ROBORE,vacunaciones en menores de 1 ano,bcg,2009-02-01,29,12,29,12,41
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2009-02-01,15,0,15,0,15
SABAYA,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,1,1,1,2
SACABA,vacunaciones en menores de 1 ano,bcg,2009-02-01,196,4,196,4,200
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2009-02-01,6,0,6,0,6
SACACA,vacunaciones en menores de 1 ano,bcg,2009-02-01,11,42,11,42,53
SAIPINA,vacunaciones en menores de 1 ano,bcg,2009-02-01,0,5,0,5,5
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,8,1,8,9
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,5,1,5,6
SAN AGUSTIN,vacunaciones en menores de 1 ano,bcg,2009-02-01,2,0,2,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2009-02-01,13,2,13,2,15
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2009-02-01,0,4,0,4,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2009-02-01,0,1,0,1,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2009-02-01,4,5,4,5,9
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2009-02-01,13,2,13,2,15
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2009-02-01,31,34,31,34,65
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2009-02-01,7,6,7,6,13
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2009-02-01,32,7,32,7,39
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2009-02-01,44,3,44,3,47
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2009-02-01,52,7,52,7,59
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2009-02-01,12,0,12,0,12
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,3,1,3,4
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2009-02-01,26,8,26,8,34
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2009-02-01,5,2,5,2,7
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2009-02-01,50,33,50,33,83
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2009-02-01,4,3,4,3,7
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2009-02-01,9,2,9,2,11
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2009-02-01,36,41,36,41,77
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2009-02-01,26,1,26,1,27
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2009-02-01,12,3,12,3,15
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2009-02-01,4,9,4,9,13
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2009-02-01,20,1,20,1,21
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2009-02-01,16,47,16,47,63
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,5,1,5,6
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2009-02-01,4,2,4,2,6
SAN PEDRO(PND),vacunaciones en menores de 1 ano,bcg,2009-02-01,0,1,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2009-02-01,6,0,6,0,6
SAN RAMON,vacunaciones en menores de 1 ano,bcg,2009-02-01,24,0,24,0,24
SAN RAMON,vacunaciones en menores de 1 ano,bcg,2009-02-01,6,7,6,7,13
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2009-02-01,43,3,43,3,46
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2009-02-01,2592,121,2592,121,2713
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2009-02-01,13,4,13,4,17
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2009-02-01,7,9,7,9,16
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2009-02-01,2,1,2,1,3
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2009-02-01,2,5,2,5,7
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2009-02-01,0,7,0,7,7
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2009-02-01,4,3,4,3,7
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,0,1,0,1
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2009-02-01,0,2,0,2,2
SENA,vacunaciones en menores de 1 ano,bcg,2009-02-01,6,1,6,1,7
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2009-02-01,6,43,6,43,49
SICAYA,vacunaciones en menores de 1 ano,bcg,2009-02-01,0,9,0,9,9
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2009-02-01,35,5,35,5,40
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,5,1,5,6
SORACACHI,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,15,1,15,16
SORATA,vacunaciones en menores de 1 ano,bcg,2009-02-01,11,31,11,31,42
SUCRE,vacunaciones en menores de 1 ano,bcg,2009-02-01,416,8,416,8,424
TACACHI,vacunaciones en menores de 1 ano,bcg,2009-02-01,4,0,4,0,4
TACACOMA,vacunaciones en menores de 1 ano,bcg,2009-02-01,6,11,6,11,17
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,7,1,7,8
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2009-02-01,17,1,17,1,18
TAHUA,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,1,1,1,2
TAPACARI,vacunaciones en menores de 1 ano,bcg,2009-02-01,26,14,26,14,40
TARABUCO,vacunaciones en menores de 1 ano,bcg,2009-02-01,23,8,23,8,31
TARACO,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,4,1,4,5
TARATA,vacunaciones en menores de 1 ano,bcg,2009-02-01,9,2,9,2,11
TARIJA,vacunaciones en menores de 1 ano,bcg,2009-02-01,318,4,318,4,322
TARVITA,vacunaciones en menores de 1 ano,bcg,2009-02-01,15,7,15,7,22
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2009-02-01,4,5,4,5,9
TIAWANACU,vacunaciones en menores de 1 ano,bcg,2009-02-01,7,9,7,9,16
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2009-02-01,14,38,14,38,52
TIPUANI,vacunaciones en menores de 1 ano,bcg,2009-02-01,12,3,12,3,15
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2009-02-01,79,0,79,0,79
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2009-02-01,46,17,46,17,63
TOCO,vacunaciones en menores de 1 ano,bcg,2009-02-01,4,1,4,1,5
TOLATA,vacunaciones en menores de 1 ano,bcg,2009-02-01,5,0,5,0,5
TOLEDO,vacunaciones en menores de 1 ano,bcg,2009-02-01,5,2,5,2,7
TOMAVE,vacunaciones en menores de 1 ano,bcg,2009-02-01,2,20,2,20,22
TOMINA,vacunaciones en menores de 1 ano,bcg,2009-02-01,5,3,5,3,8
TORO TORO,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,14,1,14,15
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2009-02-01,28,8,28,8,36
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2009-02-01,3,2,3,2,5
TRIGAL,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,1,1,1,2
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2009-02-01,261,0,261,0,261
TUPIZA,vacunaciones en menores de 1 ano,bcg,2009-02-01,56,15,56,15,71
TURCO,vacunaciones en menores de 1 ano,bcg,2009-02-01,0,6,0,6,6
UMALA,vacunaciones en menores de 1 ano,bcg,2009-02-01,0,12,0,12,12
UNCIA,vacunaciones en menores de 1 ano,bcg,2009-02-01,19,23,19,23,42
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2009-02-01,16,5,16,5,21
URUBICHA,vacunaciones en menores de 1 ano,bcg,2009-02-01,5,1,5,1,6
UYUNI,vacunaciones en menores de 1 ano,bcg,2009-02-01,0,2,0,2,2
VACAS,vacunaciones en menores de 1 ano,bcg,2009-02-01,3,15,3,15,18
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2009-02-01,16,1,16,1,17
VIACHA,vacunaciones en menores de 1 ano,bcg,2009-02-01,43,23,43,23,66
VILA VILA,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,6,1,6,7
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2009-02-01,72,0,72,0,72
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2009-02-01,3,2,3,2,5
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2009-02-01,4,13,4,13,17
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2009-02-01,94,16,94,16,110
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2009-02-01,1,4,1,4,5
VILLAZON,vacunaciones en menores de 1 ano,bcg,2009-02-01,65,5,65,5,70
VINTO,vacunaciones en menores de 1 ano,bcg,2009-02-01,85,0,85,0,85
VITICHI,vacunaciones en menores de 1 ano,bcg,2009-02-01,8,10,8,10,18
WARNES,vacunaciones en menores de 1 ano,bcg,2009-02-01,85,15,85,15,100
YACO,vacunaciones en menores de 1 ano,bcg,2009-02-01,2,6,2,6,8
YACUIBA,vacunaciones en menores de 1 ano,bcg,2009-02-01,146,2,146,2,148
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2009-02-01,5,4,5,4,9
YANACACHI,vacunaciones en menores de 1 ano,bcg,2009-02-01,2,1,2,1,3
YAPACANI,vacunaciones en menores de 1 ano,bcg,2009-02-01,71,10,71,10,81
YOCALLA,vacunaciones en menores de 1 ano,bcg,2009-02-01,2,5,2,5,7
YOTALA,vacunaciones en menores de 1 ano,bcg,2009-02-01,4,6,4,6,10
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2009-02-01,1,5,1,5,6
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2009-02-01,8,2,8,2,10
ACACIO,vacunaciones en menores de 1 ano,bcg,2009-03-01,8,15,8,15,23
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2009-03-01,26,85,26,85,111
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2009-03-01,8,20,8,20,28
