,group,variable,month,PENTAVALENTE 2DA. DOSIS,PENTAVALENTE 2DA. DOSIS,TOTALES,TOTALES,TOTALES
TACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,2,0,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,3,7,3,7,10
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,4,12,4,12,16
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,8,14,8,14,22
TAHUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,2,0,2,0,2
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,31,18,31,18,49
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,10,18,10,18,28
TARACO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,4,4,4,4,8
TARATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,6,4,6,4,10
TARIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,319,15,319,15,334
TARVITA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,14,19,14,19,33
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,6,11,6,11,17
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,6,12,6,12,18
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,6,22,6,22,28
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,24,2,24,2,26
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,86,4,86,4,90
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,58,21,58,21,79
TOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,2,7,2,7,9
TOLATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,6,2,6,2,8
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,8,0,8,0,8
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,5,4,5,4,9
TOMINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,7,9,7,9,16
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,6,12,6,12,18
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,11,2,11,2,13
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,3,0,3,0,3
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,0,2,0,2,2
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,194,4,194,4,198
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,57,16,57,16,73
TURCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,1,2,1,2,3
UMALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,0,14,0,14,14
UNCIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,10,21,10,21,31
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,18,2,18,2,20
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,0,3,0,3,3
UYUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,37,5,37,5,42
VACAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,1,7,1,7,8
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,22,4,22,4,26
VIACHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,63,28,63,28,91
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,2,4,2,4,6
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,64,16,64,16,80
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,2,0,2,0,2
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,2,3,2,3,5
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,14,7,14,7,21
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,123,13,123,13,136
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,9,6,9,6,15
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,71,3,71,3,74
VINTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,55,12,55,12,67
VITICHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,7,7,7,7,14
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,2,1,2,1,3
WARNES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,105,23,105,23,128
YACO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,1,12,1,12,13
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,123,6,123,6,129
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,8,6,8,6,14
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,4,3,4,3,7
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,56,17,56,17,73
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,0,14,0,14,14
YOTALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,8,4,8,4,12
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,3,8,3,8,11
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-01-01,5,8,5,8,13
ACACIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,3,8,3,8,11
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,22,71,22,71,93
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,5,18,5,18,23
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,20,21,20,21,41
ALALAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,2,3,2,3,5
ALCALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,4,4,4,4,8
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,2,21,2,21,23
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,1,2,1,2,3
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,6,2,6,2,8
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,2,19,2,19,21
APOLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,13,11,13,11,24
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,0,5,0,5,5
ARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,5,10,5,10,15
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,10,12,10,12,22
ARQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,14,10,14,10,24
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,56,10,56,10,66
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,11,7,11,7,18
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,5,4,5,4,9
AYATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,2,5,2,5,7
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,4,2,4,2,6
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,15,19,15,19,34
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,12,12,12,12,24
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,14,17,14,17,31
BAURES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,5,4,5,4,9
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,0,1,0,1,1
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,27,3,27,3,30
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,18,33,18,33,51
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,7,5,7,5,12
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,0,1,0,1,1
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,2,5,2,5,7
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,15,3,15,3,18
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,26,11,26,11,37
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,5,14,5,14,19
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,1,16,1,16,17
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,16,4,16,4,20
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,0,4,0,4,4
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,0,3,0,3,3
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,15,6,15,6,21
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,2,0,2,0,2
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,42,7,42,7,49
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,22,7,22,7,29
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,1,9,1,9,10
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,15,7,15,7,22
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,69,37,69,37,106
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,7,9,7,9,16
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,3,19,3,19,22
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,7,1,7,1,8
CATACORA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,2,0,2,0,2
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,19,23,19,23,42
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,2,3,2,3,5
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,26,23,26,23,49
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,2,3,2,3,5
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,7,21,7,21,28
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,24,6,24,6,30
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,3,0,3,0,3
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,18,7,18,7,25
CHUMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,4,6,4,6,10
CLIZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,15,24,15,24,39
COBIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,57,5,57,5,62
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,1060,30,1060,30,1090
COIPASA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,0,2,0,2,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,60,2,60,2,62
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,9,6,9,6,15
COLLANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,1,1,1,1,2
COLOMI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,24,13,24,13,37
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,9,1,9,1,10
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,14,56,14,56,70
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,8,6,8,6,14
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,13,19,13,19,32
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,2,2,2,2,4
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,30,15,30,15,45
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,0,7,0,7,7
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,31,5,31,5,36
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,5,14,5,14,19
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,14,3,14,3,17
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,1,8,1,8,9
COROICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,9,2,9,2,11
CORQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,4,3,4,3,7
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,7,25,7,25,32
COTOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,74,24,74,24,98
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,16,5,16,5,21
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,1,0,1,0,1
CUEVO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,2,2,2,2,4
CULPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,25,18,25,18,43
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,9,4,9,4,13
CURVA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,1,3,1,3,4
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,1,5,1,5,6
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,1212,62,1212,62,1274
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,2,3,2,3,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,11,4,11,4,15
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,4,20,4,20,24
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,83,5,83,5,88
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,0,1,0,1,1
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,21,8,21,8,29
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,33,13,33,13,46
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,6,1,6,1,7
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,5,0,5,0,5
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,12,4,12,4,16
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,2,0,2,0,2
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,21,1,21,1,22
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,4,9,4,9,13
GUANAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,10,11,10,11,21
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,2,1,2,1,3
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,71,11,71,11,82
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,22,15,22,15,37
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,5,8,5,8,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,0,3,0,3,3
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,1,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,18,2,18,2,20
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,1,0,1,0,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,3,4,3,4,7
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,0,7,0,7,7
ICLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,13,16,13,16,29
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,20,21,20,21,41
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,2,0,2,0,2
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,1,21,1,21,22
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,11,9,11,9,20
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,13,1,13,1,14
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,14,2,14,2,16
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,43,21,43,21,64
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,89,4,89,4,93
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,1064,33,1064,33,1097
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,6,6,6,6,12
LAJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,10,13,10,13,23
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,2,0,2,0,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,4,0,4,0,4
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,26,19,26,19,45
LLICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,1,0,1,0,1
LORETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,3,2,3,2,5
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,6,9,6,9,15
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,3,0,3,0,3
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,5,6,5,6,11
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,14,5,14,5,19
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,20,0,20,0,20
MALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,0,2,0,2,2
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,14,3,14,3,17
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,4,19,4,19,23
MINEROS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,25,10,25,10,35
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,19,42,19,42,61
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,5,11,5,11,16
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,0,1,0,1,1
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,3,7,3,7,10
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,23,4,23,4,27
MONTERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,151,14,151,14,165
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,1,2,1,2,3
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,17,42,17,42,59
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,2,2,2,2,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,0,3,0,3,3
OCURI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,4,27,4,27,31
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,16,4,16,4,20
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,4,5,4,5,9
ORURO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,347,13,347,13,360
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,19,13,19,13,32
PADILLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,11,3,11,3,14
PAILON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,27,71,27,71,98
PALCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,2,6,2,6,8
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,28,15,28,15,43
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,2,1,2,1,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,10,2,10,2,12
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,1,1,1,1,2
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,5,1,5,1,6
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,14,21,14,21,35
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,5,0,5,0,5
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,3,8,3,8,11
POCOATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,7,28,7,28,35
POCONA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,13,8,13,8,21
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,11,8,11,8,19
POOPO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,5,0,5,0,5
PORCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,15,4,15,4,19
POROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,4,15,4,15,19
PORONGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,14,15,14,15,29
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,34,7,34,7,41
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,0,2,0,2,2
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,4,2,4,2,6
POTOSI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,324,35,324,35,359
PRESTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,2,9,2,9,11
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,13,30,13,30,43
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,9,14,9,14,23
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,0,13,0,13,13
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,2,5,2,5,7
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,0,7,0,7,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-02-01,9,10,9,10,19
