,group,variable,month,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,TOTALES,TOTALES,TOTALES
TACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,7,0,7,0,7
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,5,6,5,6,11
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,4,5,4,5,9
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,5,8,5,8,13
TAHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,2,0,2,0,2
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,25,20,25,20,45
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,17,9,17,9,26
TARACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,2,5,2,5,7
TARATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,8,0,8,0,8
TARIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,290,19,290,19,309
TARVITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,10,17,10,17,27
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,7,13,7,13,20
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,7,13,7,13,20
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,5,17,5,17,22
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,13,2,13,2,15
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,90,9,90,9,99
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,52,28,52,28,80
TOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,4,5,4,5,9
TODOS SANTOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,1,0,1,0,1
TOLATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,9,3,9,3,12
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,7,3,7,3,10
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,4,12,4,12,16
TOMINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,5,7,5,7,12
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,1,3,1,3,4
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,14,8,14,8,22
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,2,2,2,2,4
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,3,0,3,0,3
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,170,8,170,8,178
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,46,23,46,23,69
TURCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,6,0,6,0,6
UMALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,0,12,0,12,12
UNCIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,8,27,8,27,35
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,13,3,13,3,16
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,0,15,0,15,15
UYUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,24,4,24,4,28
VACAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,5,7,5,7,12
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,20,2,20,2,22
VIACHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,61,58,61,58,119
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,4,4,4,4,8
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,55,16,55,16,71
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,0,3,0,3,3
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,5,6,5,6,11
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,5,6,5,6,11
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,96,17,96,17,113
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,10,3,10,3,13
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,52,5,52,5,57
VINTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,54,8,54,8,62
VITICHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,7,3,7,3,10
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,2,1,2,1,3
WARNES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,100,30,100,30,130
YACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,1,7,1,7,8
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,108,10,108,10,118
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,12,6,12,6,18
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,4,1,4,1,5
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,49,24,49,24,73
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,2,8,2,8,10
YOTALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,8,3,8,3,11
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,2,10,2,10,12
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-01-01,6,5,6,5,11
ACACIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,3,7,3,7,10
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,29,67,29,67,96
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,7,20,7,20,27
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,18,24,18,24,42
ALALAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,2,5,2,5,7
ALCALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,4,3,4,3,7
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,8,20,8,20,28
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,2,2,2,2,4
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,1,1,1,1,2
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,3,21,3,21,24
APOLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,9,17,9,17,26
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,2,8,2,8,10
ARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,10,12,10,12,22
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,2,22,2,22,24
ARQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,13,6,13,6,19
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,54,16,54,16,70
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,10,4,10,4,14
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,3,3,3,3,6
AYATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,0,10,0,10,10
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,5,4,5,4,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,19,27,19,27,46
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,4,11,4,11,15
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,7,13,7,13,20
BAURES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,9,3,9,3,12
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,1,2,1,2,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,0,1,0,1,1
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,42,14,42,14,56
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,21,23,21,23,44
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,4,1,4,1,5
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,0,3,0,3,3
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,6,1,6,1,7
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,20,9,20,9,29
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,25,13,25,13,38
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,0,18,0,18,18
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,3,16,3,16,19
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,10,7,10,7,17
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,1,3,1,3,4
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,4,7,4,7,11
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,16,4,16,4,20
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,4,2,4,2,6
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,42,1,42,1,43
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,24,10,24,10,34
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,2,14,2,14,16
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,17,20,17,20,37
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,86,42,86,42,128
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,8,5,8,5,13
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,3,19,3,19,22
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,4,1,4,1,5
CATACORA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,0,1,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,14,18,14,18,32
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,3,14,3,14,17
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,31,28,31,28,59
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,2,2,2,2,4
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,11,20,11,20,31
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,23,4,23,4,27
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,15,12,15,12,27
CHUMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,4,6,4,6,10
CLIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,11,29,11,29,40
COBIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,75,9,75,9,84
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,923,42,923,42,965
COIPASA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,1,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,63,1,63,1,64
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,5,7,5,7,12
COLLANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,1,0,1,0,1
COLOMI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,18,9,18,9,27
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,8,2,8,2,10
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,16,53,16,53,69
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,6,9,6,9,15
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,14,16,14,16,30
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,2,0,2,0,2
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,29,17,29,17,46
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,0,6,0,6,6
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,22,4,22,4,26
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,6,20,6,20,26
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,16,5,16,5,21
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,4,10,4,10,14
COROICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,17,2,17,2,19
CORQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,4,1,4,1,5
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,11,14,11,14,25
COTOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,68,22,68,22,90
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,19,13,19,13,32
CUEVO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,0,1,0,1,1
CULPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,20,15,20,15,35
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,3,3,3,3,6
CURVA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,2,4,2,4,6
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,5,5,5,5,10
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,1162,81,1162,81,1243
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,2,1,2,1,3
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,21,5,21,5,26
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,3,11,3,11,14
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,78,10,78,10,88
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,3,0,3,0,3
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,19,12,19,12,31
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,27,21,27,21,48
ESCARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,0,1,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,9,3,9,3,12
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,4,2,4,2,6
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,15,6,15,6,21
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,24,9,24,9,33
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,3,13,3,13,16
GUANAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,16,6,16,6,22
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,3,1,3,1,4
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,50,34,50,34,84
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,27,13,27,13,40
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,9,11,9,11,20
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,0,2,0,2,2
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,1,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,16,2,16,2,18
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,1,0,1,0,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,4,3,4,3,7
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,1,7,1,7,8
ICLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,3,6,3,6,9
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,11,14,11,14,25
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,4,25,4,25,29
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,9,11,9,11,20
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,11,2,11,2,13
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,8,6,8,6,14
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,45,30,45,30,75
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,94,7,94,7,101
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,1080,55,1080,55,1135
LA RIVERA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,1,0,1,0,1
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,3,4,3,4,7
LAJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,5,21,5,21,26
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,5,2,5,2,7
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,2,0,2,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,37,44,37,44,81
LLICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,3,2,3,2,5
LORETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,1,3,1,3,4
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,4,7,4,7,11
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,5,0,5,0,5
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,11,5,11,5,16
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,12,5,12,5,17
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,21,0,21,0,21
MALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,0,4,0,4,4
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,19,11,19,11,30
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,6,10,6,10,16
MINEROS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,20,4,20,4,24
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,17,39,17,39,56
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,2,15,2,15,17
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,1,0,1,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,3,2,3,2,5
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,33,12,33,12,45
MONTERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,159,13,159,13,172
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,1,0,1,0,1
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,20,45,20,45,65
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,0,2,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,0,1,0,1,1
OCURI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,16,37,16,37,53
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,15,2,15,2,17
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,1,4,1,4,5
ORURO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,301,20,301,20,321
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,11,9,11,9,20
PADILLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,9,3,9,3,12
PAILON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,28,90,28,90,118
PALCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,3,28,3,28,31
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,25,14,25,14,39
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,1,3,1,3,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,14,5,14,5,19
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,0,3,0,3,3
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,2,3,2,3,5
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,10,26,10,26,36
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,7,5,7,5,12
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,2,9,2,9,11
POCOATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,7,30,7,30,37
POCONA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,10,9,10,9,19
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,13,11,13,11,24
POOPO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,3,0,3,0,3
PORCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,5,3,5,3,8
POROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,7,6,7,6,13
PORONGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,5,11,5,11,16
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,29,2,29,2,31
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,0,4,0,4,4
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,1,1,1,1,2
POTOSI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,248,54,248,54,302
PRESTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,1,15,1,15,16
PUCARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,1,1,1,1,2
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,12,35,12,35,47
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,6,24,6,24,30
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,3,19,3,19,22
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,3,6,3,6,9
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,0,2,0,2,2
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,19,13,19,13,32
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,1,1,1,1,2
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,5,0,5,0,5
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,13,0,13,0,13
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-02-01,92,17,92,17,109
