,group,variable,month,ANTIROTAVIRUS 1RA. DOSIS,ANTIROTAVIRUS 1RA. DOSIS,TOTALES,TOTALES,TOTALES
SORATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,9,29,9,29,38
SUCRE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,499,11,499,11,510
TACACHI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,1,0,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,5,5,5,5,10
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,2,1,2,1,3
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,14,9,14,9,23
TAPACARI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,26,16,26,16,42
TARABUCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,21,17,21,17,38
TARACO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,3,5,3,5,8
TARATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,8,0,8,0,8
TARIJA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,459,7,459,7,466
TARVITA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,16,15,16,15,31
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,6,5,6,5,11
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,4,24,4,24,28
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,9,9,9,9,18
TIPUANI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,18,1,18,1,19
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,81,1,81,1,82
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,66,10,66,10,76
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,2,0,2,0,2
TOCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,8,0,8,0,8
TODOS SANTOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,1,0,1,0,1
TOLATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,3,2,3,2,5
TOLEDO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,2,1,2,1,3
TOMAVE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,11,9,11,9,20
TOMINA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,14,12,14,12,26
TORO TORO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,6,11,6,11,17
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,14,7,14,7,21
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,0,4,0,4,4
TRIGAL,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,0,2,0,2,2
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,107,1,107,1,108
TUPIZA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,83,17,83,17,100
TURCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,1,0,1,0,1
UMALA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,0,7,0,7,7
UNCIA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,15,14,15,14,29
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,12,10,12,10,22
URUBICHA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,1,14,1,14,15
UYUNI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,40,0,40,0,40
VACAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,12,11,12,11,23
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,21,2,21,2,23
VIACHA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,83,18,83,18,101
VILA VILA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,1,5,1,5,6
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,72,8,72,8,80
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,3,0,3,0,3
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,19,3,19,3,22
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,123,6,123,6,129
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,12,6,12,6,18
VILLAZON,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,71,4,71,4,75
VINTO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,61,1,61,1,62
VITICHI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,8,6,8,6,14
WARNES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,129,19,129,19,148
YACO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,6,7,6,7,13
YACUIBA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,132,5,132,5,137
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,11,5,11,5,16
YANACACHI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,4,1,4,1,5
YAPACANI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,62,5,62,5,67
YOCALLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,0,7,0,7,7
YOTALA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,15,6,15,6,21
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,3,7,3,7,10
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-01-01,13,13,13,13,26
ACACIO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,5,11,5,11,16
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,15,78,15,78,93
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,5,11,5,11,16
AIQUILE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,31,13,31,13,44
ALALAY,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,1,3,1,3,4
ALCALA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,5,1,5,1,6
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,6,27,6,27,33
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,4,0,4,0,4
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,2,1,2,1,3
ANZALDO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,2,13,2,13,15
APOLO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,18,19,18,19,37
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,5,5,5,5,10
ARANI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,2,9,2,9,11
ARBIETO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,2,13,2,13,15
ARQUE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,20,0,20,0,20
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,53,1,53,1,54
ATOCHA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,9,4,9,4,13
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,0,1,0,1,1
AYATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,1,4,1,4,5
AYO AYO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,1,1,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,26,14,26,14,40
AZURDUY,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,16,15,16,15,31
BATALLAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,23,6,23,6,29
BAURES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,13,0,13,0,13
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,1,0,1,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,1,1,1,1,2
BERMEJO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,36,3,36,3,39
BETANZOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,18,11,18,11,29
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,0,1,0,1,1
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,0,4,0,4,4
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,5,3,5,3,8
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,16,6,16,6,22
CABEZAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,16,6,16,6,22
CAIROMA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,6,24,6,24,30
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,3,13,3,13,16
CAJUATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,17,4,17,4,21
CALACOTO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,0,5,0,5,5
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,1,9,1,9,10
CAMARGO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,18,8,18,8,26
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,2,0,2,0,2
CAMIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,49,5,49,5,54
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,16,2,16,2,18
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,0,9,0,9,9
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,22,9,22,9,31
CARANAVI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,42,16,42,16,58
CARAPARI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,10,7,10,7,17
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,6,14,6,14,20
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,6,0,6,0,6
CATACORA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,1,0,1,0,1
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,0,1,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,25,17,25,17,42
CHAQUI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,5,9,5,9,14
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,21,35,21,35,56
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,1,3,1,3,4
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,7,9,7,9,16
CHIMORE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,16,0,16,0,16
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,21,9,21,9,30
CHUMA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,8,8,8,8,16
CLIZA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,7,26,7,26,33
COBIJA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,53,0,53,0,53
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,1038,1,1038,1,1039
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,13,0,13,0,13
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,11,0,11,0,11
COLLANA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,3,0,3,0,3
COLOMI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,24,0,24,0,24
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,6,4,6,4,10
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,18,61,18,61,79
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,11,9,11,9,20
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,7,15,7,15,22
COMANCHE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,4,1,4,1,5
COMARAPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,30,9,30,9,39
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,52,9,52,9,61
COPACABANA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,10,18,10,18,28
CORIPATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,15,4,15,4,19
CORO CORO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,1,4,1,4,5
COROICO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,16,3,16,3,19
CORQUE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,2,5,2,5,7
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,7,15,7,15,22
COTOCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,84,11,84,11,95
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,19,5,19,5,24
CUEVO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,6,5,6,5,11
CULPINA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,20,11,20,11,31
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,5,1,5,1,6
CURVA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,0,3,0,3,3
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,5,3,5,3,8
EL ALTO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,973,0,973,0,973
EL CHORO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,4,4,4,4,8
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,9,1,9,1,10
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,8,8,8,8,16
EL TORNO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,77,3,77,3,80
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,2,1,2,1,3
ENTRE RIOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,16,7,16,7,23
ENTRE RIOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,40,3,40,3,43
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,5,0,5,0,5
EXALTACION,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,7,0,7,0,7
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,8,0,8,0,8
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,6,2,6,2,8
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,22,0,22,0,22
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,2,10,2,10,12
GUANAY,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,14,9,14,9,23
GUAQUI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,3,2,3,2,5
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,94,16,94,16,110
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,20,12,20,12,32
HUACARETA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,5,5,5,5,10
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,1,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,24,4,24,4,28
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,4,0,4,0,4
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,1,5,1,5,6
ICHOCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,0,6,0,6,6
ICLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,2,9,2,9,11
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,27,15,27,15,42
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,7,12,7,12,19
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,15,11,15,11,26
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,14,0,14,0,14
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,10,7,10,7,17
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,61,13,61,13,74
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,88,2,88,2,90
LA PAZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,1201,11,1201,11,1212
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,9,6,9,6,15
LAJA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,6,11,6,11,17
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,3,2,3,2,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,5,0,5,0,5
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,48,15,48,15,63
LLICA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,2,0,2,0,2
LORETO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,0,1,0,1,1
LURIBAY,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,6,2,6,2,8
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,4,1,4,1,5
MACHARETI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,5,4,5,4,9
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,14,5,14,5,19
MAIRANA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,28,0,28,0,28
MALLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,1,3,1,3,4
MAPIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,5,1,5,1,6
MECAPACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,10,12,10,12,22
MINEROS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,33,4,33,4,37
MIZQUE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,20,28,20,28,48
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,7,12,7,12,19
MOJINETE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,1,0,1,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,1,10,1,10,11
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,25,2,25,2,27
MONTERO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,169,0,169,0,169
MORO MORO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,1,0,1,0,1
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,9,27,9,27,36
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,0,4,0,4,4
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,0,6,0,6,6
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,0,2,0,2,2
OCURI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,12,32,12,32,44
OKINAWA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,16,4,16,4,20
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,0,1,0,1,1
ORURO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,352,9,352,9,361
PADCAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,12,7,12,7,19
PADILLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,13,1,13,1,14
PAILON,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,23,25,23,25,48
PALCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,2,5,2,5,7
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,31,6,31,6,37
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,6,1,6,1,7
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,15,1,15,1,16
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,0,2,0,2,2
PASORAPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,2,1,2,1,3
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,18,2,18,2,20
PAZÑA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,5,3,5,3,8
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,4,4,4,4,8
POCOATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,8,35,8,35,43
POCONA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,9,13,9,13,22
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,21,3,21,3,24
POOPO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,5,0,5,0,5
PORCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,14,0,14,0,14
POROMA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,8,8,8,8,16
PORONGO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,7,12,7,12,19
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,38,3,38,3,41
PORVENIR,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,0,10,0,10,10
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,3,0,3,0,3
POTOSI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,294,4,294,4,298
PRESTO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,5,9,5,9,14
PUCARANI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,17,11,17,11,28
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,9,23,9,23,32
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,3,14,3,14,17
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,0,8,0,8,8
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,0,1,0,1,1
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,12,4,12,4,16
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,5,0,5,0,5
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,4,0,4,0,4
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,22,0,22,0,22
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,70,5,70,5,75
PUNA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,26,42,26,42,68
PUNATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,26,1,26,1,27
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-02-01,3,2,3,2,5
