,group,variable,month,ANTIROTAVIRUS 2RA. DOSIS,ANTIROTAVIRUS 2RA. DOSIS,TOTALES,TOTALES,TOTALES
TARVITA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,12,19,12,19,31
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,1,2,1,2,3
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,4,10,4,10,14
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,0,3,0,3,3
TIPUANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,7,3,7,3,10
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,73,2,73,2,75
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,47,7,47,7,54
TOCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,9,0,9,0,9
TOLATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,7,2,7,2,9
TOLEDO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,10,0,10,0,10
TOMAVE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,1,3,1,3,4
TOMINA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,7,8,7,8,15
TORO TORO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,2,5,2,5,7
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,6,0,6,0,6
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,2,1,2,1,3
TRIGAL,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,0,1,0,1,1
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,30,0,30,0,30
TUPIZA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,19,7,19,7,26
TURCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,1,3,1,3,4
UMALA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,0,8,0,8,8
UNCIA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,8,11,8,11,19
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,13,2,13,2,15
URUBICHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,0,2,0,2,2
UYUNI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,26,1,26,1,27
VACAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,3,7,3,7,10
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,22,3,22,3,25
VIACHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,35,6,35,6,41
VILA VILA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,2,5,2,5,7
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,21,3,21,3,24
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,2,2,2,2,4
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,3,4,3,4,7
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,12,8,12,8,20
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,91,8,91,8,99
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,4,4,4,4,8
VILLAZON,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,56,6,56,6,62
VINTO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,39,0,39,0,39
VITICHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,8,6,8,6,14
WARNES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,55,12,55,12,67
YACO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,3,7,3,7,10
YACUIBA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,109,6,109,6,115
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,10,4,10,4,14
YANACACHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,3,3,3,3,6
YAPACANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,46,2,46,2,48
YOCALLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,0,9,0,9,9
YOTALA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,7,3,7,3,10
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,1,7,1,7,8
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-01-01,3,3,3,3,6
ACACIO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,0,1,0,1,1
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,13,32,13,32,45
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,2,8,2,8,10
AIQUILE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,8,11,8,11,19
ALALAY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,2,5,2,5,7
ALCALA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,4,4,4,4,8
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,2,14,2,14,16
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,2,2,2,2,4
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,5,1,5,1,6
ANZALDO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,2,17,2,17,19
APOLO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,11,5,11,5,16
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,0,8,0,8,8
ARANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,5,8,5,8,13
ARBIETO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,8,10,8,10,18
ARQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,13,1,13,1,14
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,41,0,41,0,41
ATOCHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,6,5,6,5,11
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,1,2,1,2,3
AYATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,0,7,0,7,7
AYO AYO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,1,3,1,3,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,13,12,13,12,25
AZURDUY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,6,6,6,6,12
BATALLAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,8,1,8,1,9
BAURES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,5,0,5,0,5
BERMEJO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,35,5,35,5,40
BETANZOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,13,14,13,14,27
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,2,0,2,0,2
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,0,1,0,1,1
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,2,3,2,3,5
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,13,1,13,1,14
CABEZAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,13,2,13,2,15
CAIROMA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,0,11,0,11,11
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,0,11,0,11,11
CAJUATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,9,4,9,4,13
CALACOTO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,0,1,0,1,1
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,0,2,0,2,2
CAMARGO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,11,3,11,3,14
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,3,0,3,0,3
CAMIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,34,4,34,4,38
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,6,1,6,1,7
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,1,9,1,9,10
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,13,12,13,12,25
CARANAVI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,10,5,10,5,15
CARAPARI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,8,5,8,5,13
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,1,5,1,5,6
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,4,0,4,0,4
CATACORA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,1,0,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,23,22,23,22,45
CHAQUI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,2,3,2,3,5
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,22,10,22,10,32
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,3,1,3,1,4
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,2,8,2,8,10
CHIMORE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,12,4,12,4,16
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,4,0,4,0,4
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,11,5,11,5,16
CHUMA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,2,5,2,5,7
CLIZA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,13,24,13,24,37
COBIJA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,39,0,39,0,39
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,882,2,882,2,884
COIPASA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,0,2,0,2,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,11,0,11,0,11
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,7,0,7,0,7
COLLANA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,0,1,0,1,1
COLOMI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,20,4,20,4,24
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,2,0,2,0,2
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,4,36,4,36,40
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,3,0,3,0,3
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,10,2,10,2,12
COMANCHE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,2,0,2,0,2
COMARAPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,26,12,26,12,38
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,26,2,26,2,28
COPACABANA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,5,10,5,10,15
CORIPATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,7,2,7,2,9
CORO CORO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,5,5,5,5,10
COROICO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,5,0,5,0,5
CORQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,4,3,4,3,7
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,5,15,5,15,20
COTOCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,48,28,48,28,76
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,12,6,12,6,18
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,1,0,1,0,1
CUEVO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,2,2,2,2,4
CULPINA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,18,9,18,9,27
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,9,3,9,3,12
CURVA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,1,1,1,1,2
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,2,0,2,0,2
EL ALTO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,622,0,622,0,622
EL CHORO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,2,3,2,3,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,6,3,6,3,9
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,3,10,3,10,13
EL TORNO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,81,11,81,11,92
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,2,3,2,3,5
ENTRE RIOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,13,17,13,17,30
ENTRE RIOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,26,4,26,4,30
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,5,1,5,1,6
EXALTACION,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,2,0,2,0,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,8,0,8,0,8
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,1,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,21,1,21,1,22
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,0,5,0,5,5
GUANAY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,8,3,8,3,11
GUAQUI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,0,1,0,1,1
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,55,12,55,12,67
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,19,9,19,9,28
HUACARETA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,3,2,3,2,5
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,1,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,22,2,22,2,24
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,3,2,3,2,5
ICHOCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,1,6,1,6,7
ICLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,12,16,12,16,28
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,19,11,19,11,30
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,2,11,2,11,13
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,10,1,10,1,11
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,7,0,7,0,7
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,11,1,11,1,12
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,17,8,17,8,25
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,85,4,85,4,89
LA PAZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,682,14,682,14,696
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,4,5,4,5,9
LAJA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,10,5,10,5,15
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,4,0,4,0,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,3,0,3,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,20,14,20,14,34
LURIBAY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,9,0,9,0,9
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,3,0,3,0,3
MACHARETI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,6,4,6,4,10
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,9,5,9,5,14
MAIRANA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,11,0,11,0,11
MALLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,0,3,0,3,3
MAPIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,7,0,7,0,7
MECAPACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,7,9,7,9,16
MINEROS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,16,2,16,2,18
MIZQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,10,15,10,15,25
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,7,5,7,5,12
MOJINETE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,0,1,0,1,1
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,3,6,3,6,9
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,31,7,31,7,38
MONTERO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,64,1,64,1,65
MORO MORO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,1,2,1,2,3
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,12,12,12,12,24
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,2,2,2,2,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,0,2,0,2,2
OCURI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,3,24,3,24,27
OKINAWA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,15,2,15,2,17
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,3,6,3,6,9
ORURO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,327,10,327,10,337
PADCAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,18,12,18,12,30
PADILLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,8,3,8,3,11
PAILON,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,18,12,18,12,30
PALCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,4,2,4,2,6
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,11,8,11,8,19
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,2,1,2,1,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,6,2,6,2,8
PASORAPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,4,1,4,1,5
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,13,2,13,2,15
PAZÑA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,4,1,4,1,5
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,1,5,1,5,6
POCOATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,7,25,7,25,32
POCONA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,8,4,8,4,12
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,9,1,9,1,10
POOPO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,4,0,4,0,4
PORCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,13,0,13,0,13
POROMA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,2,7,2,7,9
PORONGO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,12,8,12,8,20
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,27,2,27,2,29
PORVENIR,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,0,1,0,1,1
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,3,1,3,1,4
POTOSI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,248,3,248,3,251
PRESTO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,1,5,1,5,6
PUCARANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,13,11,13,11,24
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,1,5,1,5,6
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,0,7,0,7,7
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,0,1,0,1,1
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,0,6,0,6,6
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,10,6,10,6,16
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,4,2,4,2,6
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,13,0,13,0,13
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,65,9,65,9,74
PUNA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,17,23,17,23,40
PUNATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,21,0,21,0,21
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,96,0,96,0,96
QUIME,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,2,1,2,1,3
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,1,2,1,2,3
RAVELO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,5,9,5,9,14
REYES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,17,0,17,0,17
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,64,3,64,3,67
ROBORE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,21,2,21,2,23
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,12,0,12,0,12
SABAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,1,1,1,1,2
SACABA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,108,7,108,7,115
SACACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,10,20,10,20,30
SAIPINA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,6,7,6,7,13
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,11,5,11,5,16
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,12,2,12,2,14
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,3,0,3,0,3
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,2,5,2,5,7
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-02-01,2,0,2,0,2
