,group,variable,month,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA EMB,ENDODONCIA EMB,ENDODONCIA POST,ENDODONCIA POST,TOTALES,TOTALES,TOTALES
SOPACHUY,atencion odontologica,endodoncia,2016-01-01,4,2,0,5,3,2,2,6,0,1,0,0,0,0,9,16,25
SORATA,atencion odontologica,endodoncia,2016-01-01,1,0,1,0,0,1,0,1,0,0,0,0,0,0,2,2,4
SUCRE,atencion odontologica,endodoncia,2016-01-01,232,146,127,152,54,84,91,209,12,14,0,0,0,0,516,605,1121
TACACOMA,atencion odontologica,endodoncia,2016-01-01,1,0,0,0,3,0,1,1,0,1,0,0,0,0,5,2,7
TACOPAYA,atencion odontologica,endodoncia,2016-01-01,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,3
TAPACARI,atencion odontologica,endodoncia,2016-01-01,1,2,2,0,0,2,2,4,0,0,0,0,0,0,5,8,13
TARABUCO,atencion odontologica,endodoncia,2016-01-01,0,0,1,0,0,0,1,1,1,0,0,0,0,0,3,1,4
TARATA,atencion odontologica,endodoncia,2016-01-01,0,3,0,4,1,2,0,1,5,2,0,0,0,0,6,12,18
TARIJA,atencion odontologica,endodoncia,2016-01-01,30,21,69,87,73,106,100,222,3,3,0,0,0,0,275,439,714
TARVITA,atencion odontologica,endodoncia,2016-01-01,0,0,0,0,1,2,0,5,1,0,0,0,0,0,2,7,9
TEOPONTE,atencion odontologica,endodoncia,2016-01-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
TIAWANACU,atencion odontologica,endodoncia,2016-01-01,0,0,0,2,1,1,2,4,1,0,0,0,0,0,4,7,11
TINGUIPAYA,atencion odontologica,endodoncia,2016-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
TIPUANI,atencion odontologica,endodoncia,2016-01-01,0,0,1,0,0,2,1,2,0,0,0,0,0,0,2,4,6
TIQUIPAYA,atencion odontologica,endodoncia,2016-01-01,31,18,8,10,1,4,1,13,1,0,0,0,0,0,42,45,87
TIRAQUE (CBBA),atencion odontologica,endodoncia,2016-01-01,2,3,3,5,1,3,0,4,1,0,0,0,0,0,7,15,22
TOCO,atencion odontologica,endodoncia,2016-01-01,0,0,1,2,1,0,0,1,0,0,0,0,0,0,2,3,5
TOLATA,atencion odontologica,endodoncia,2016-01-01,0,4,5,3,0,0,2,0,0,1,0,0,0,0,7,8,15
TOLEDO,atencion odontologica,endodoncia,2016-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TOMAVE,atencion odontologica,endodoncia,2016-01-01,0,0,0,0,0,1,2,1,1,1,0,0,0,0,3,3,6
TOMINA,atencion odontologica,endodoncia,2016-01-01,5,1,1,2,3,4,5,9,0,0,0,0,0,0,14,16,30
TORO TORO,atencion odontologica,endodoncia,2016-01-01,1,1,0,0,0,4,0,0,1,0,0,0,0,0,2,5,7
TOTORA(CBBA),atencion odontologica,endodoncia,2016-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
TOTORA(ORR),atencion odontologica,endodoncia,2016-01-01,3,2,0,1,2,0,0,0,0,1,0,0,0,0,5,4,9
TRIGAL,atencion odontologica,endodoncia,2016-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
TRINIDAD,atencion odontologica,endodoncia,2016-01-01,4,2,7,9,2,7,12,21,2,0,0,0,0,0,27,39,66
TUPIZA,atencion odontologica,endodoncia,2016-01-01,5,13,10,13,10,28,20,35,8,6,0,0,0,0,53,95,148
TURCO,atencion odontologica,endodoncia,2016-01-01,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6
UNCIA,atencion odontologica,endodoncia,2016-01-01,1,2,1,5,2,11,4,12,1,1,0,0,0,0,9,31,40
URIONDO (A. CONCEPCION),atencion odontologica,endodoncia,2016-01-01,1,1,1,5,2,8,3,14,0,0,0,0,0,0,7,28,35
UYUNI,atencion odontologica,endodoncia,2016-01-01,2,4,2,2,1,4,3,5,0,0,0,0,0,0,8,15,23
VACAS,atencion odontologica,endodoncia,2016-01-01,0,0,0,0,0,2,1,5,0,0,0,0,0,0,1,7,8
VALLEGRANDE,atencion odontologica,endodoncia,2016-01-01,1,0,1,2,1,2,7,9,1,0,0,0,0,0,11,13,24
VIACHA,atencion odontologica,endodoncia,2016-01-01,38,20,8,4,4,3,6,18,6,1,0,0,0,0,62,46,108
VILA VILA,atencion odontologica,endodoncia,2016-01-01,0,1,1,0,0,0,0,2,1,1,0,0,0,0,2,4,6
VILLA CHARCAS,atencion odontologica,endodoncia,2016-01-01,4,0,0,0,0,0,0,4,1,0,0,0,0,0,5,4,9
VILLA MONTES,atencion odontologica,endodoncia,2016-01-01,0,1,15,9,8,15,12,32,0,0,0,0,0,0,35,57,92
VILLA NUEVA (LOMA ALTA),atencion odontologica,endodoncia,2016-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
VILLA RIVERO,atencion odontologica,endodoncia,2016-01-01,1,0,0,0,0,1,2,0,0,0,0,0,0,0,3,1,4
VILLA SERRANO,atencion odontologica,endodoncia,2016-01-01,0,0,0,0,1,0,1,4,0,0,0,0,0,0,2,4,6
VILLA TUNARI,atencion odontologica,endodoncia,2016-01-01,6,6,4,16,6,23,12,28,6,1,0,0,0,0,34,74,108
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncia,2016-01-01,7,0,0,0,0,1,0,2,0,0,0,0,0,0,7,3,10
VILLAZON,atencion odontologica,endodoncia,2016-01-01,14,14,8,23,3,14,12,31,2,9,0,0,0,0,39,91,130
VINTO,atencion odontologica,endodoncia,2016-01-01,4,10,0,0,0,0,0,3,1,1,0,0,0,0,5,14,19
VITICHI,atencion odontologica,endodoncia,2016-01-01,1,0,0,0,0,3,1,1,0,0,0,0,0,0,2,4,6
WALDO BALLIVIAN,atencion odontologica,endodoncia,2016-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
WARNES,atencion odontologica,endodoncia,2016-01-01,5,0,1,2,0,0,0,0,0,0,0,0,0,0,6,2,8
YACUIBA,atencion odontologica,endodoncia,2016-01-01,6,3,22,28,7,20,28,41,0,2,0,0,0,0,63,94,157
YAMPARAEZ,atencion odontologica,endodoncia,2016-01-01,1,0,1,0,0,0,2,7,0,0,0,0,0,0,4,7,11
YANACACHI,atencion odontologica,endodoncia,2016-01-01,0,0,2,3,0,0,2,1,0,0,0,0,0,0,4,4,8
YAPACANI,atencion odontologica,endodoncia,2016-01-01,8,8,3,3,1,9,3,30,7,4,0,0,0,0,22,54,76
YOCALLA,atencion odontologica,endodoncia,2016-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
YOTALA,atencion odontologica,endodoncia,2016-01-01,0,1,0,1,1,2,0,1,0,0,0,0,0,0,1,5,6
YUNCHARA,atencion odontologica,endodoncia,2016-01-01,0,0,0,3,1,4,0,1,0,0,0,0,0,0,1,8,9
ZUDAÑEZ,atencion odontologica,endodoncia,2016-01-01,0,0,0,2,0,0,1,2,0,0,0,0,0,0,1,4,5
ACHACACHI,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,1,2,4,9,0,2,0,0,0,0,5,13,18
ACHOCALLA,atencion odontologica,endodoncia,2016-02-01,1,2,1,1,0,0,0,1,0,0,0,0,0,0,2,4,6
AIQUILE,atencion odontologica,endodoncia,2016-02-01,1,3,1,1,1,1,1,3,2,0,0,0,0,0,6,8,14
ALCALA,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
ALTO BENI,atencion odontologica,endodoncia,2016-02-01,2,1,0,0,2,0,0,4,2,0,0,0,0,0,6,5,11
ANCORAIMES,atencion odontologica,endodoncia,2016-02-01,0,1,0,0,0,0,2,1,1,2,0,0,0,0,3,4,7
ANDAMARCA,atencion odontologica,endodoncia,2016-02-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2
ANTEQUERA,atencion odontologica,endodoncia,2016-02-01,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,4,4
ANZALDO,atencion odontologica,endodoncia,2016-02-01,0,0,1,0,0,0,1,2,0,0,0,0,0,0,2,2,4
ARAMPAMPA,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,1,3
ARANI,atencion odontologica,endodoncia,2016-02-01,2,3,4,0,0,0,1,1,0,0,0,0,0,0,7,4,11
ARBIETO,atencion odontologica,endodoncia,2016-02-01,2,0,1,0,0,2,1,5,1,0,0,0,0,0,5,7,12
ARQUE,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2,2,4
ASCENCION DE GUARAYOS,atencion odontologica,endodoncia,2016-02-01,4,9,1,0,0,3,0,3,0,1,0,0,0,0,5,16,21
ATOCHA,atencion odontologica,endodoncia,2016-02-01,3,3,14,6,1,5,6,7,1,0,0,0,0,0,25,21,46
AYATA,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2
AYO AYO,atencion odontologica,endodoncia,2016-02-01,0,1,0,1,1,0,0,3,0,0,0,0,0,0,1,5,6
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncia,2016-02-01,10,5,2,9,6,5,15,9,1,2,0,0,0,0,34,30,64
AZURDUY,atencion odontologica,endodoncia,2016-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
BELEN DE ANDAMARCA,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BELLA FLOR,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
BERMEJO,atencion odontologica,endodoncia,2016-02-01,4,1,17,22,4,24,50,59,1,4,0,0,0,0,76,110,186
BETANZOS,atencion odontologica,endodoncia,2016-02-01,0,0,5,3,8,0,6,8,0,0,0,0,0,0,19,11,30
BOLIVAR,atencion odontologica,endodoncia,2016-02-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
BOYUIBE,atencion odontologica,endodoncia,2016-02-01,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,4,5
BUENA VISTA,atencion odontologica,endodoncia,2016-02-01,2,3,2,3,0,5,0,7,0,0,0,0,0,0,4,18,22
CABEZAS,atencion odontologica,endodoncia,2016-02-01,3,2,0,0,0,0,0,0,1,0,0,0,0,0,4,2,6
CAIROMA,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"CAIZA ""D""",atencion odontologica,endodoncia,2016-02-01,2,3,0,3,2,1,0,3,0,1,0,0,0,0,4,11,15
CAJUATA,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
CALACOTO,atencion odontologica,endodoncia,2016-02-01,0,0,3,2,0,0,4,4,0,0,0,0,0,0,7,6,13
CALAMARCA,atencion odontologica,endodoncia,2016-02-01,1,0,1,1,1,1,1,3,0,0,0,0,0,0,4,5,9
CAMARGO,atencion odontologica,endodoncia,2016-02-01,7,8,0,0,0,0,0,4,1,0,0,0,0,0,8,12,20
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncia,2016-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CAMIRI,atencion odontologica,endodoncia,2016-02-01,0,11,6,5,0,5,11,40,6,1,0,0,0,0,23,62,85
CAPINOTA,atencion odontologica,endodoncia,2016-02-01,1,1,4,6,1,2,1,9,2,2,0,0,0,0,9,20,29
CAQUIAVIRI,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CARACOLLO,atencion odontologica,endodoncia,2016-02-01,11,1,3,5,3,1,4,5,1,5,0,0,0,0,22,17,39
CARANAVI,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,2,4,3,12,5,1,0,0,0,0,10,17,27
CARAPARI,atencion odontologica,endodoncia,2016-02-01,0,1,8,7,4,9,8,17,0,0,0,0,0,0,20,34,54
CARIPUYO,atencion odontologica,endodoncia,2016-02-01,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,3,4
CATACORA,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHALLAPATA,atencion odontologica,endodoncia,2016-02-01,5,9,8,7,0,2,3,6,0,3,0,0,0,0,16,27,43
CHAQUI,atencion odontologica,endodoncia,2016-02-01,0,0,0,1,0,0,1,3,2,0,0,0,0,0,3,4,7
CHARAGUA,atencion odontologica,endodoncia,2016-02-01,2,0,0,0,3,2,2,4,0,0,0,0,0,0,7,6,13
CHAYANTA,atencion odontologica,endodoncia,2016-02-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,3
CHIMORE,atencion odontologica,endodoncia,2016-02-01,9,6,1,3,3,2,0,2,0,0,0,0,0,0,13,13,26
CHIPAYA,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CHOQUE COTA,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
CHUA COCANI,atencion odontologica,endodoncia,2016-02-01,1,0,0,1,0,3,0,1,2,0,0,0,0,0,3,5,8
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncia,2016-02-01,8,4,3,0,0,1,3,7,0,0,0,0,0,0,14,12,26
CHUMA,atencion odontologica,endodoncia,2016-02-01,2,2,3,0,0,5,9,21,2,0,0,0,0,0,16,28,44
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncia,2016-02-01,2,0,1,0,0,1,0,4,0,0,0,0,0,0,3,5,8
CKOCHAS,atencion odontologica,endodoncia,2016-02-01,0,0,0,1,0,0,2,4,0,0,0,0,0,0,2,5,7
CLIZA,atencion odontologica,endodoncia,2016-02-01,2,0,6,3,0,4,1,10,1,2,0,0,0,0,10,19,29
COBIJA,atencion odontologica,endodoncia,2016-02-01,2,1,0,0,1,2,2,6,0,0,0,0,0,0,5,9,14
COCAPATA,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
COCHABAMBA,atencion odontologica,endodoncia,2016-02-01,143,155,151,188,96,153,286,426,124,73,0,0,0,0,800,995,1795
COIPASA,atencion odontologica,endodoncia,2016-02-01,2,0,3,0,1,0,1,4,0,0,0,0,0,0,7,4,11
COLCAPIRHUA,atencion odontologica,endodoncia,2016-02-01,4,13,0,0,0,1,0,8,3,0,0,0,0,0,7,22,29
"COLCHA ""K""",atencion odontologica,endodoncia,2016-02-01,2,0,0,0,0,0,0,3,0,2,0,0,0,0,2,5,7
COLLANA,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLOMI,atencion odontologica,endodoncia,2016-02-01,7,4,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
COLPA BELGICA,atencion odontologica,endodoncia,2016-02-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
COLQUECHACA,atencion odontologica,endodoncia,2016-02-01,4,14,2,0,0,3,1,6,1,0,0,0,0,0,8,23,31
COLQUENCHA,atencion odontologica,endodoncia,2016-02-01,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,3
COLQUIRI,atencion odontologica,endodoncia,2016-02-01,0,1,3,2,0,2,1,12,0,0,0,0,0,0,4,17,21
COMANCHE,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COMARAPA,atencion odontologica,endodoncia,2016-02-01,4,2,9,1,6,11,8,14,4,2,0,0,0,0,31,30,61
COMBAYA,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CONCEPCION,atencion odontologica,endodoncia,2016-02-01,2,1,0,4,1,0,1,0,0,0,0,0,0,0,4,5,9
COPACABANA,atencion odontologica,endodoncia,2016-02-01,0,3,2,4,1,0,2,5,4,0,0,0,0,0,9,12,21
CORIPATA,atencion odontologica,endodoncia,2016-02-01,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1,4,5
CORO CORO,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
COROICO,atencion odontologica,endodoncia,2016-02-01,1,0,3,1,3,6,4,12,1,0,0,0,0,0,12,19,31
CORQUE,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
COTAGAITA,atencion odontologica,endodoncia,2016-02-01,15,8,16,28,11,12,36,52,1,2,0,0,0,0,79,102,181
CUATRO CAÑADAS,atencion odontologica,endodoncia,2016-02-01,6,2,1,0,0,3,1,8,0,0,0,0,0,0,8,13,21
CUEVO,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
CULPINA,atencion odontologica,endodoncia,2016-02-01,0,0,2,0,3,1,2,2,0,1,0,0,0,0,7,4,11
CURAHUARA DE CARANGAS,atencion odontologica,endodoncia,2016-02-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CURVA,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL ALTO,atencion odontologica,endodoncia,2016-02-01,108,119,127,143,88,88,92,192,29,7,0,0,0,0,444,549,993
EL CHORO,atencion odontologica,endodoncia,2016-02-01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2
EL PUENTE(STC),atencion odontologica,endodoncia,2016-02-01,3,2,0,1,0,0,1,5,0,0,0,0,0,0,4,8,12
EL PUENTE(TJA),atencion odontologica,endodoncia,2016-02-01,0,1,1,4,0,1,2,7,0,0,0,0,0,0,3,13,16
EL TORNO,atencion odontologica,endodoncia,2016-02-01,5,5,1,2,2,13,16,10,2,0,0,0,0,0,26,30,56
EL VILLAR,atencion odontologica,endodoncia,2016-02-01,0,0,0,2,0,0,1,4,0,0,0,0,0,0,1,6,7
ENTRE RIOS TRJ,atencion odontologica,endodoncia,2016-02-01,0,0,3,2,4,9,6,17,1,0,0,0,0,0,14,28,42
ENTRE RIOS CBBA,atencion odontologica,endodoncia,2016-02-01,6,7,1,0,0,1,0,4,0,0,0,0,0,0,7,12,19
ESCOMA,atencion odontologica,endodoncia,2016-02-01,0,0,0,3,2,0,0,0,0,0,0,0,0,0,2,3,5
EUCALIPTUS,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
FERNANDEZ ALONSO,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,0,3,2,0,1,0,0,0,0,3,3,6
FILADELFIA,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
GENERAL SAAVEDRA,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncia,2016-02-01,0,0,0,0,1,0,2,1,0,0,0,0,0,0,3,1,4
GUANAY,atencion odontologica,endodoncia,2016-02-01,0,0,0,1,2,3,5,7,2,0,0,0,0,0,9,11,20
GUAQUI,atencion odontologica,endodoncia,2016-02-01,1,0,2,1,0,5,1,6,1,2,0,0,0,0,5,14,19
GUAYARAMERIN,atencion odontologica,endodoncia,2016-02-01,1,3,10,19,4,6,6,19,4,1,0,0,0,0,25,48,73
GUTIERREZ,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,1,0,2,2,0,0,0,0,0,0,3,2,5
HUACARETA,atencion odontologica,endodoncia,2016-02-01,0,0,1,2,1,3,1,9,1,0,0,0,0,0,4,14,18
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
HUANUNI,atencion odontologica,endodoncia,2016-02-01,8,8,8,2,0,1,10,5,4,0,0,0,0,0,30,16,46
HUARINA,atencion odontologica,endodoncia,2016-02-01,0,1,0,0,0,1,1,3,3,1,0,0,0,0,4,6,10
HUATAJATA,atencion odontologica,endodoncia,2016-02-01,0,2,1,0,0,0,2,4,8,0,0,0,0,0,11,6,17
HUAYLLAMARCA,atencion odontologica,endodoncia,2016-02-01,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,4,4
HUMANATA,atencion odontologica,endodoncia,2016-02-01,2,3,0,0,0,0,0,0,3,8,0,0,0,0,5,11,16
ICLA,atencion odontologica,endodoncia,2016-02-01,0,1,2,2,0,5,7,8,0,2,0,0,0,0,9,18,27
INCAHUASI,atencion odontologica,endodoncia,2016-02-01,3,1,0,0,0,2,0,4,0,2,0,0,0,0,3,9,12
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncia,2016-02-01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3
IXIAMAS,atencion odontologica,endodoncia,2016-02-01,0,0,2,1,0,0,1,2,0,0,0,0,0,0,3,3,6
JESUS DE MACHACA,atencion odontologica,endodoncia,2016-02-01,0,1,1,0,2,4,1,2,0,0,0,0,0,0,4,7,11
LA ASUNTA,atencion odontologica,endodoncia,2016-02-01,1,4,2,5,2,6,9,13,0,0,0,0,0,0,14,28,42
LA GUARDIA,atencion odontologica,endodoncia,2016-02-01,0,1,0,0,1,1,1,3,1,0,0,0,0,0,3,5,8
LA PAZ,atencion odontologica,endodoncia,2016-02-01,94,99,145,112,97,124,251,456,88,68,0,0,0,0,675,859,1534
LAGUNILLAS,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
LAJA,atencion odontologica,endodoncia,2016-02-01,0,3,1,0,0,3,2,6,1,0,0,0,0,0,4,12,16
LAS CARRERAS,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,0,4,2,1,0,0,0,0,0,5,2,7
LLALLAGUA,atencion odontologica,endodoncia,2016-02-01,14,7,2,3,3,9,3,8,4,5,0,0,0,0,26,32,58
LLICA,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LURIBAY,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,0,1,4,1,0,0,0,0,0,2,4,6
MACHACAMARCA,atencion odontologica,endodoncia,2016-02-01,2,0,2,1,0,0,0,1,0,0,0,0,0,0,4,2,6
MACHARETI,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MAGDALENA,atencion odontologica,endodoncia,2016-02-01,0,1,0,0,0,2,1,2,2,0,0,0,0,0,3,5,8
MAIRANA,atencion odontologica,endodoncia,2016-02-01,1,0,0,0,0,2,0,1,1,0,0,0,0,0,2,3,5
MAPIRI,atencion odontologica,endodoncia,2016-02-01,1,1,1,2,2,4,1,7,0,0,0,0,0,0,5,14,19
MECAPACA,atencion odontologica,endodoncia,2016-02-01,0,2,2,0,0,6,1,8,0,0,0,0,0,0,3,16,19
MINEROS,atencion odontologica,endodoncia,2016-02-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
MIZQUE,atencion odontologica,endodoncia,2016-02-01,4,4,1,3,0,4,0,3,0,0,0,0,0,0,5,14,19
MOCOMOCO,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,4,2,1,1,0,0,0,0,0,0,5,3,8
MOJOCOYA,atencion odontologica,endodoncia,2016-02-01,1,0,0,2,0,3,0,3,0,0,0,0,0,0,1,8,9
MONTEAGUDO,atencion odontologica,endodoncia,2016-02-01,4,2,1,1,0,4,6,13,1,0,0,0,0,0,12,20,32
MONTERO,atencion odontologica,endodoncia,2016-02-01,3,0,2,5,2,3,1,18,0,3,0,0,0,0,8,29,37
MOROCHATA,atencion odontologica,endodoncia,2016-02-01,0,0,0,1,0,7,0,10,3,1,0,0,0,0,3,19,22
OCURI,atencion odontologica,endodoncia,2016-02-01,0,0,0,1,0,1,1,12,0,2,0,0,0,0,1,16,17
OKINAWA,atencion odontologica,endodoncia,2016-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
ORURO,atencion odontologica,endodoncia,2016-02-01,64,80,43,71,24,29,106,196,28,18,0,0,0,0,265,394,659
PADCAYA,atencion odontologica,endodoncia,2016-02-01,0,2,2,5,5,3,4,13,0,2,0,0,0,0,11,25,36
PADILLA,atencion odontologica,endodoncia,2016-02-01,4,0,1,2,2,4,2,13,0,0,0,0,0,0,9,19,28
PAILON,atencion odontologica,endodoncia,2016-02-01,3,0,0,0,0,1,0,5,0,0,0,0,0,0,3,6,9
PALCA,atencion odontologica,endodoncia,2016-02-01,5,2,0,0,0,1,1,5,0,0,0,0,0,0,6,8,14
PALOS BLANCOS,atencion odontologica,endodoncia,2016-02-01,7,2,1,1,0,1,1,12,1,4,0,0,0,0,10,20,30
PAMPA AULLAGAS,atencion odontologica,endodoncia,2016-02-01,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,3
PAMPA GRANDE,atencion odontologica,endodoncia,2016-02-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PASORAPA,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
PATACAMAYA,atencion odontologica,endodoncia,2016-02-01,3,0,5,2,0,1,0,9,0,0,0,0,0,0,8,12,20
PAZÑA,atencion odontologica,endodoncia,2016-02-01,1,7,0,2,0,0,3,8,3,5,0,0,0,0,7,22,29
POCOATA,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
POCONA,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,3,1,4,0,0,0,0,0,0,1,7,8
POJO (CBBA),atencion odontologica,endodoncia,2016-02-01,0,0,2,0,0,2,1,8,0,0,0,0,0,0,3,10,13
POOPO,atencion odontologica,endodoncia,2016-02-01,1,3,1,1,0,2,5,3,3,4,0,0,0,0,10,13,23
PORCO,atencion odontologica,endodoncia,2016-02-01,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5
POROMA,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PORVENIR,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,3
POTOSI,atencion odontologica,endodoncia,2016-02-01,92,71,73,54,105,117,86,193,10,13,0,0,0,0,366,448,814
PRESTO,atencion odontologica,endodoncia,2016-02-01,2,0,4,6,8,3,2,4,0,0,0,0,0,0,16,13,29
PUCARA,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUCARANI,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,1,1,7,2,0,0,0,0,0,3,8,11
PUERTO ACOSTA,atencion odontologica,endodoncia,2016-02-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
PUERTO CARABUCO,atencion odontologica,endodoncia,2016-02-01,0,0,0,2,1,2,1,3,1,0,0,0,0,0,3,7,10
