,group,variable,month,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR POST,APLICACIÓN DE FLUOR POST,TOTALES,TOTALES,TOTALES
SANTIAGO DE HUARI,atencion odontologica,aplicacion de fluor,2016-01-01,7,4,2,4,0,0,0,0,5,8,0,0,0,0,14,16,30
SANTIAGO DE HUATA,atencion odontologica,aplicacion de fluor,2016-01-01,6,6,0,0,0,0,0,1,0,0,0,0,0,0,6,7,13
SANTIAGO DE MACHACA,atencion odontologica,aplicacion de fluor,2016-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTIVAÑES,atencion odontologica,aplicacion de fluor,2016-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAPAHAQUI,atencion odontologica,aplicacion de fluor,2016-01-01,9,4,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13
SENA,atencion odontologica,aplicacion de fluor,2016-01-01,51,36,14,18,0,1,0,5,0,0,0,0,0,0,65,60,125
SHINAOTA,atencion odontologica,aplicacion de fluor,2016-01-01,0,0,1,2,2,1,0,0,0,0,0,0,0,0,3,3,6
SICA SICA (VILLA AROMA),atencion odontologica,aplicacion de fluor,2016-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SIPE SIPE,atencion odontologica,aplicacion de fluor,2016-01-01,9,7,4,1,0,0,0,0,0,0,0,0,0,0,13,8,21
SOPACHUY,atencion odontologica,aplicacion de fluor,2016-01-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
SORACACHI,atencion odontologica,aplicacion de fluor,2016-01-01,1,2,6,3,0,0,0,0,0,0,0,0,0,0,7,5,12
SORATA,atencion odontologica,aplicacion de fluor,2016-01-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
SUCRE,atencion odontologica,aplicacion de fluor,2016-01-01,151,157,63,59,20,43,38,79,0,0,0,0,0,0,272,338,610
TACACOMA,atencion odontologica,aplicacion de fluor,2016-01-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,3
TAPACARI,atencion odontologica,aplicacion de fluor,2016-01-01,4,5,4,2,0,0,5,2,0,0,0,0,0,0,13,9,22
TARABUCO,atencion odontologica,aplicacion de fluor,2016-01-01,15,20,0,0,0,4,0,7,0,0,0,0,0,0,15,31,46
TARACO,atencion odontologica,aplicacion de fluor,2016-01-01,7,5,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
TARIJA,atencion odontologica,aplicacion de fluor,2016-01-01,10,18,23,19,19,14,3,4,0,2,0,0,0,0,55,57,112
TARVITA,atencion odontologica,aplicacion de fluor,2016-01-01,21,19,1,0,0,1,0,2,0,0,0,0,0,0,22,22,44
TEOPONTE,atencion odontologica,aplicacion de fluor,2016-01-01,10,3,1,2,0,0,0,0,0,0,0,0,0,0,11,5,16
TIAWANACU,atencion odontologica,aplicacion de fluor,2016-01-01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
TINGUIPAYA,atencion odontologica,aplicacion de fluor,2016-01-01,24,30,0,0,0,0,1,6,0,0,0,0,0,0,25,36,61
TIPUANI,atencion odontologica,aplicacion de fluor,2016-01-01,5,2,0,0,0,0,0,1,0,0,0,0,0,0,5,3,8
TIQUIPAYA,atencion odontologica,aplicacion de fluor,2016-01-01,39,32,5,8,0,4,0,13,0,3,0,0,0,0,44,60,104
TIRAQUE (CBBA),atencion odontologica,aplicacion de fluor,2016-01-01,1,1,0,0,0,2,0,1,0,0,0,0,0,0,1,4,5
TODOS SANTOS,atencion odontologica,aplicacion de fluor,2016-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TOLATA,atencion odontologica,aplicacion de fluor,2016-01-01,2,0,2,0,0,0,0,4,0,1,0,0,0,0,4,5,9
TOMINA,atencion odontologica,aplicacion de fluor,2016-01-01,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,3,4
TORO TORO,atencion odontologica,aplicacion de fluor,2016-01-01,2,0,1,1,0,0,0,0,4,0,0,0,0,0,7,1,8
TOTORA(CBBA),atencion odontologica,aplicacion de fluor,2016-01-01,2,1,1,4,0,0,0,0,0,0,0,0,0,0,3,5,8
TRIGAL,atencion odontologica,aplicacion de fluor,2016-01-01,13,9,4,6,0,0,0,0,0,0,0,0,0,0,17,15,32
TRINIDAD,atencion odontologica,aplicacion de fluor,2016-01-01,13,17,89,73,9,14,12,27,8,2,0,0,0,0,131,133,264
TUPIZA,atencion odontologica,aplicacion de fluor,2016-01-01,32,33,10,21,12,7,8,11,0,0,0,0,0,0,62,72,134
UMALA,atencion odontologica,aplicacion de fluor,2016-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
UNCIA,atencion odontologica,aplicacion de fluor,2016-01-01,2,1,15,11,3,2,0,2,0,0,0,0,0,0,20,16,36
URIONDO (A. CONCEPCION),atencion odontologica,aplicacion de fluor,2016-01-01,1,2,1,7,0,2,0,6,0,0,0,0,0,0,2,17,19
UYUNI,atencion odontologica,aplicacion de fluor,2016-01-01,6,3,1,1,1,6,2,2,0,0,0,0,0,0,10,12,22
VALLEGRANDE,atencion odontologica,aplicacion de fluor,2016-01-01,64,66,6,2,1,3,4,5,0,0,0,0,0,0,75,76,151
VIACHA,atencion odontologica,aplicacion de fluor,2016-01-01,25,25,5,3,1,0,1,0,0,0,0,0,0,0,32,28,60
VILA VILA,atencion odontologica,aplicacion de fluor,2016-01-01,3,1,1,4,0,0,0,0,0,0,0,0,0,0,4,5,9
VILLA CHARCAS,atencion odontologica,aplicacion de fluor,2016-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
VILLA MONTES,atencion odontologica,aplicacion de fluor,2016-01-01,3,2,2,8,1,6,2,7,1,0,0,0,0,0,9,23,32
VILLA NUEVA (LOMA ALTA),atencion odontologica,aplicacion de fluor,2016-01-01,9,6,5,8,0,1,0,0,0,0,0,0,0,0,14,15,29
VILLA RIVERO,atencion odontologica,aplicacion de fluor,2016-01-01,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,3
VILLA TUNARI,atencion odontologica,aplicacion de fluor,2016-01-01,6,4,0,0,0,0,0,10,0,0,0,0,0,0,6,14,20
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,aplicacion de fluor,2016-01-01,1,2,1,1,0,1,0,1,0,0,0,0,0,0,2,5,7
VILLAZON,atencion odontologica,aplicacion de fluor,2016-01-01,9,20,2,3,2,2,2,1,1,1,0,0,0,0,16,27,43
VINTO,atencion odontologica,aplicacion de fluor,2016-01-01,17,3,0,1,0,0,0,10,0,0,0,0,0,0,17,14,31
VITICHI,atencion odontologica,aplicacion de fluor,2016-01-01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
WALDO BALLIVIAN,atencion odontologica,aplicacion de fluor,2016-01-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
WARNES,atencion odontologica,aplicacion de fluor,2016-01-01,24,23,5,1,1,4,1,8,2,1,0,0,0,0,33,37,70
YACUIBA,atencion odontologica,aplicacion de fluor,2016-01-01,1,10,13,16,1,6,0,4,0,0,0,0,0,0,15,36,51
YAMPARAEZ,atencion odontologica,aplicacion de fluor,2016-01-01,3,1,0,0,0,1,0,0,0,1,0,0,0,0,3,3,6
YANACACHI,atencion odontologica,aplicacion de fluor,2016-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
YAPACANI,atencion odontologica,aplicacion de fluor,2016-01-01,68,74,1,2,0,2,0,9,11,2,0,0,0,0,80,89,169
YOTALA,atencion odontologica,aplicacion de fluor,2016-01-01,1,3,0,1,0,0,1,0,0,0,0,0,0,0,2,4,6
ZUDAÑEZ,atencion odontologica,aplicacion de fluor,2016-01-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ACACIO,atencion odontologica,aplicacion de fluor,2016-02-01,26,18,0,0,0,0,1,1,0,0,0,0,0,0,27,19,46
ACHACACHI,atencion odontologica,aplicacion de fluor,2016-02-01,11,2,0,0,0,0,0,0,0,0,0,0,0,0,11,2,13
ACHOCALLA,atencion odontologica,aplicacion de fluor,2016-02-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
AIQUILE,atencion odontologica,aplicacion de fluor,2016-02-01,4,3,1,1,0,0,0,0,0,0,0,0,0,0,5,4,9
ALCALA,atencion odontologica,aplicacion de fluor,2016-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
ALTO BENI,atencion odontologica,aplicacion de fluor,2016-02-01,4,4,0,2,0,0,0,0,0,0,0,0,0,0,4,6,10
ANCORAIMES,atencion odontologica,aplicacion de fluor,2016-02-01,17,23,0,2,0,0,0,0,0,0,0,0,0,0,17,25,42
ANDAMARCA,atencion odontologica,aplicacion de fluor,2016-02-01,0,0,1,1,0,0,0,1,0,2,0,0,0,0,1,4,5
ANTEQUERA,atencion odontologica,aplicacion de fluor,2016-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
APOLO,atencion odontologica,aplicacion de fluor,2016-02-01,1,1,4,0,0,1,0,0,0,0,0,0,0,0,5,2,7
ARAMPAMPA,atencion odontologica,aplicacion de fluor,2016-02-01,20,13,0,0,0,0,0,7,4,7,0,0,0,0,24,27,51
ARANI,atencion odontologica,aplicacion de fluor,2016-02-01,1,2,2,0,0,0,0,2,0,0,0,0,0,0,3,4,7
ARBIETO,atencion odontologica,aplicacion de fluor,2016-02-01,8,6,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
ARQUE,atencion odontologica,aplicacion de fluor,2016-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ASCENCION DE GUARAYOS,atencion odontologica,aplicacion de fluor,2016-02-01,8,13,0,0,0,0,0,0,0,0,0,0,0,0,8,13,21
ATOCHA,atencion odontologica,aplicacion de fluor,2016-02-01,1,1,9,3,17,44,12,40,0,0,0,0,0,0,39,88,127
AUCAPATA,atencion odontologica,aplicacion de fluor,2016-02-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
AYATA,atencion odontologica,aplicacion de fluor,2016-02-01,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3
AYO AYO,atencion odontologica,aplicacion de fluor,2016-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,aplicacion de fluor,2016-02-01,2,1,1,0,2,0,0,0,0,0,0,0,0,0,5,1,6
BATALLAS,atencion odontologica,aplicacion de fluor,2016-02-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
BELEN DE ANDAMARCA,atencion odontologica,aplicacion de fluor,2016-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
BELLA FLOR,atencion odontologica,aplicacion de fluor,2016-02-01,4,0,0,2,1,2,0,0,0,0,0,0,0,0,5,4,9
BERMEJO,atencion odontologica,aplicacion de fluor,2016-02-01,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,3,4
BETANZOS,atencion odontologica,aplicacion de fluor,2016-02-01,4,8,11,12,12,11,0,2,0,0,0,0,0,0,27,33,60
BOLIVAR,atencion odontologica,aplicacion de fluor,2016-02-01,3,1,7,3,0,0,0,0,0,0,0,0,0,0,10,4,14
BOYUIBE,atencion odontologica,aplicacion de fluor,2016-02-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
BUENA VISTA,atencion odontologica,aplicacion de fluor,2016-02-01,4,5,6,4,0,0,0,1,0,0,0,0,0,0,10,10,20
CABEZAS,atencion odontologica,aplicacion de fluor,2016-02-01,59,80,305,310,0,1,0,0,0,0,0,0,0,0,364,391,755
CAIROMA,atencion odontologica,aplicacion de fluor,2016-02-01,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,2,4
"CAIZA ""D""",atencion odontologica,aplicacion de fluor,2016-02-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CAJUATA,atencion odontologica,aplicacion de fluor,2016-02-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
CALACOTO,atencion odontologica,aplicacion de fluor,2016-02-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
CALAMARCA,atencion odontologica,aplicacion de fluor,2016-02-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
CAMARGO,atencion odontologica,aplicacion de fluor,2016-02-01,2,4,0,0,0,0,0,1,0,0,0,0,0,0,2,5,7
CAMIRI,atencion odontologica,aplicacion de fluor,2016-02-01,159,137,101,79,2,11,2,24,1,0,0,0,0,0,265,251,516
CAPINOTA,atencion odontologica,aplicacion de fluor,2016-02-01,2,6,0,0,0,2,0,1,0,0,0,0,0,0,2,9,11
CAQUIAVIRI,atencion odontologica,aplicacion de fluor,2016-02-01,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,4
CARACOLLO,atencion odontologica,aplicacion de fluor,2016-02-01,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,3
CARANAVI,atencion odontologica,aplicacion de fluor,2016-02-01,14,13,6,10,2,0,0,3,0,0,0,0,0,0,22,26,48
CARAPARI,atencion odontologica,aplicacion de fluor,2016-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CARMEN RIVERO TORREZ,atencion odontologica,aplicacion de fluor,2016-02-01,51,62,26,30,0,0,0,0,0,0,0,0,0,0,77,92,169
CHALLAPATA,atencion odontologica,aplicacion de fluor,2016-02-01,2,2,4,8,0,3,0,5,0,0,0,0,0,0,6,18,24
CHAQUI,atencion odontologica,aplicacion de fluor,2016-02-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
CHARAGUA,atencion odontologica,aplicacion de fluor,2016-02-01,34,28,1,4,1,1,1,0,0,0,0,0,0,0,37,33,70
CHARAÑA,atencion odontologica,aplicacion de fluor,2016-02-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
CHAYANTA,atencion odontologica,aplicacion de fluor,2016-02-01,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
CHIMORE,atencion odontologica,aplicacion de fluor,2016-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,aplicacion de fluor,2016-02-01,11,14,0,3,0,4,0,0,0,4,0,0,0,0,11,25,36
CHUMA,atencion odontologica,aplicacion de fluor,2016-02-01,3,3,0,2,2,1,1,1,0,0,0,0,0,0,6,7,13
CKOCHAS,atencion odontologica,aplicacion de fluor,2016-02-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
CLIZA,atencion odontologica,aplicacion de fluor,2016-02-01,1,2,1,0,0,0,0,8,1,0,0,0,0,0,3,10,13
COBIJA,atencion odontologica,aplicacion de fluor,2016-02-01,120,110,30,28,0,0,0,6,0,0,0,0,0,0,150,144,294
COCAPATA,atencion odontologica,aplicacion de fluor,2016-02-01,26,41,0,1,3,1,5,12,3,1,0,0,0,0,37,56,93
COCHABAMBA,atencion odontologica,aplicacion de fluor,2016-02-01,205,249,126,159,33,59,72,184,25,12,0,0,0,0,461,663,1124
COLCAPIRHUA,atencion odontologica,aplicacion de fluor,2016-02-01,7,7,1,0,0,1,1,2,2,1,0,0,0,0,11,11,22
"COLCHA ""K""",atencion odontologica,aplicacion de fluor,2016-02-01,5,6,0,0,0,3,0,2,0,3,0,0,0,0,5,14,19
COLLANA,atencion odontologica,aplicacion de fluor,2016-02-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
COLOMI,atencion odontologica,aplicacion de fluor,2016-02-01,4,9,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13
COLPA BELGICA,atencion odontologica,aplicacion de fluor,2016-02-01,33,43,69,70,2,2,0,0,0,0,0,0,0,0,104,115,219
COLQUECHACA,atencion odontologica,aplicacion de fluor,2016-02-01,9,5,0,0,0,1,0,0,0,1,0,0,0,0,9,7,16
COLQUENCHA,atencion odontologica,aplicacion de fluor,2016-02-01,0,0,2,1,1,0,0,0,0,0,0,0,0,0,3,1,4
COLQUIRI,atencion odontologica,aplicacion de fluor,2016-02-01,6,8,10,13,0,0,0,2,0,0,0,0,0,0,16,23,39
COMARAPA,atencion odontologica,aplicacion de fluor,2016-02-01,16,10,1,0,0,0,2,3,0,0,0,0,0,0,19,13,32
COMBAYA,atencion odontologica,aplicacion de fluor,2016-02-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CONCEPCION,atencion odontologica,aplicacion de fluor,2016-02-01,15,15,0,0,0,0,0,0,0,0,0,0,0,0,15,15,30
COPACABANA,atencion odontologica,aplicacion de fluor,2016-02-01,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,4
CORIPATA,atencion odontologica,aplicacion de fluor,2016-02-01,37,37,5,3,0,0,1,2,0,0,0,0,0,0,43,42,85
CORO CORO,atencion odontologica,aplicacion de fluor,2016-02-01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3
COTAGAITA,atencion odontologica,aplicacion de fluor,2016-02-01,13,6,34,24,1,0,0,1,0,0,0,0,0,0,48,31,79
COTOCA,atencion odontologica,aplicacion de fluor,2016-02-01,188,191,0,0,0,12,0,84,17,20,0,0,0,0,205,307,512
CUATRO CAÑADAS,atencion odontologica,aplicacion de fluor,2016-02-01,130,114,3,12,0,11,0,20,0,0,0,0,0,0,133,157,290
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,aplicacion de fluor,2016-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CUEVO,atencion odontologica,aplicacion de fluor,2016-02-01,7,5,0,0,0,0,0,6,0,0,0,0,0,0,7,11,18
CULPINA,atencion odontologica,aplicacion de fluor,2016-02-01,4,5,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
CURVA,atencion odontologica,aplicacion de fluor,2016-02-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
EL ALTO,atencion odontologica,aplicacion de fluor,2016-02-01,412,414,131,161,140,137,30,68,8,6,0,0,0,0,721,786,1507
EL CHORO,atencion odontologica,aplicacion de fluor,2016-02-01,8,7,0,0,0,3,0,3,1,3,0,0,0,0,9,16,25
EL PUENTE(STC),atencion odontologica,aplicacion de fluor,2016-02-01,13,19,1,0,0,3,2,2,4,2,0,0,0,0,20,26,46
EL PUENTE(TJA),atencion odontologica,aplicacion de fluor,2016-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL TORNO,atencion odontologica,aplicacion de fluor,2016-02-01,128,142,114,112,1,5,3,20,2,2,0,0,0,0,248,281,529
ENTRE RIOS TRJ,atencion odontologica,aplicacion de fluor,2016-02-01,0,1,1,2,0,1,0,3,0,0,0,0,0,0,1,7,8
ENTRE RIOS CBBA,atencion odontologica,aplicacion de fluor,2016-02-01,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,4,4
ESCOMA,atencion odontologica,aplicacion de fluor,2016-02-01,1,4,4,5,0,0,0,0,0,0,0,0,0,0,5,9,14
EUCALIPTUS,atencion odontologica,aplicacion de fluor,2016-02-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
FILADELFIA,atencion odontologica,aplicacion de fluor,2016-02-01,15,15,0,0,0,0,0,0,0,0,0,0,0,0,15,15,30
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,aplicacion de fluor,2016-02-01,8,5,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
GUANAY,atencion odontologica,aplicacion de fluor,2016-02-01,35,40,2,4,0,0,0,0,0,0,0,0,0,0,37,44,81
GUAQUI,atencion odontologica,aplicacion de fluor,2016-02-01,12,4,1,0,0,0,0,0,0,0,0,0,0,0,13,4,17
GUAYARAMERIN,atencion odontologica,aplicacion de fluor,2016-02-01,13,16,11,13,5,5,4,8,0,0,0,0,0,0,33,42,75
GUTIERREZ,atencion odontologica,aplicacion de fluor,2016-02-01,39,41,1,0,0,4,0,7,0,0,0,0,0,0,40,52,92
HUACAYA (VILLA DE HUACAYA),atencion odontologica,aplicacion de fluor,2016-02-01,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
HUANUNI,atencion odontologica,aplicacion de fluor,2016-02-01,0,2,1,1,2,0,0,2,0,0,0,0,0,0,3,5,8
HUARACAJE,atencion odontologica,aplicacion de fluor,2016-02-01,5,6,16,2,0,1,0,0,0,0,0,0,0,0,21,9,30
HUARINA,atencion odontologica,aplicacion de fluor,2016-02-01,11,7,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18
HUATAJATA,atencion odontologica,aplicacion de fluor,2016-02-01,4,8,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12
HUAYLLAMARCA,atencion odontologica,aplicacion de fluor,2016-02-01,0,1,1,5,0,1,0,0,0,0,0,0,0,0,1,7,8
HUMANATA,atencion odontologica,aplicacion de fluor,2016-02-01,8,11,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
ICHOCA,atencion odontologica,aplicacion de fluor,2016-02-01,4,4,0,0,0,1,0,2,0,0,0,0,0,0,4,7,11
ICLA,atencion odontologica,aplicacion de fluor,2016-02-01,46,49,5,8,1,2,0,8,0,0,0,0,0,0,52,67,119
INCAHUASI,atencion odontologica,aplicacion de fluor,2016-02-01,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
INQUISIVI,atencion odontologica,aplicacion de fluor,2016-02-01,4,4,0,0,1,0,0,0,0,0,0,0,0,0,5,4,9
IRUPANA (VILLA DE LANZA),atencion odontologica,aplicacion de fluor,2016-02-01,9,22,2,3,1,0,0,0,0,0,0,0,0,0,12,25,37
IXIAMAS,atencion odontologica,aplicacion de fluor,2016-02-01,3,2,0,1,0,0,1,0,0,0,0,0,0,0,4,3,7
JESUS DE MACHACA,atencion odontologica,aplicacion de fluor,2016-02-01,10,11,4,6,1,0,0,0,0,0,0,0,0,0,15,17,32
LA ASUNTA,atencion odontologica,aplicacion de fluor,2016-02-01,6,6,1,1,0,1,0,0,1,0,0,0,0,0,8,8,16
LA GUARDIA,atencion odontologica,aplicacion de fluor,2016-02-01,26,42,6,8,0,1,0,6,0,2,0,0,0,0,32,59,91
LA PAZ,atencion odontologica,aplicacion de fluor,2016-02-01,519,514,484,556,66,80,36,113,26,23,0,0,0,0,1131,1286,2417
LAGUNILLAS,atencion odontologica,aplicacion de fluor,2016-02-01,15,13,0,0,0,0,0,0,0,0,0,0,0,0,15,13,28
LAJA,atencion odontologica,aplicacion de fluor,2016-02-01,5,8,0,0,0,0,0,2,0,0,0,0,0,0,5,10,15
LLALLAGUA,atencion odontologica,aplicacion de fluor,2016-02-01,4,12,4,5,8,4,0,2,0,0,0,0,0,0,16,23,39
LURIBAY,atencion odontologica,aplicacion de fluor,2016-02-01,2,5,1,0,0,0,0,0,0,0,0,0,0,0,3,5,8
MACHACAMARCA,atencion odontologica,aplicacion de fluor,2016-02-01,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2,3
MACHARETI,atencion odontologica,aplicacion de fluor,2016-02-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
MAGDALENA,atencion odontologica,aplicacion de fluor,2016-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MAIRANA,atencion odontologica,aplicacion de fluor,2016-02-01,14,9,1,3,1,4,1,18,0,1,0,0,0,0,17,35,52
MAPIRI,atencion odontologica,aplicacion de fluor,2016-02-01,37,49,4,5,0,1,0,2,0,0,0,0,0,0,41,57,98
MECAPACA,atencion odontologica,aplicacion de fluor,2016-02-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
MIZQUE,atencion odontologica,aplicacion de fluor,2016-02-01,11,9,0,1,0,0,0,0,0,1,0,0,0,0,11,11,22
MOCOMOCO,atencion odontologica,aplicacion de fluor,2016-02-01,4,0,3,7,0,1,0,0,0,0,0,0,0,0,7,8,15
MOJOCOYA,atencion odontologica,aplicacion de fluor,2016-02-01,16,8,2,1,0,0,0,3,2,0,0,0,0,0,20,12,32
MONTEAGUDO,atencion odontologica,aplicacion de fluor,2016-02-01,1,1,0,2,0,1,1,4,0,0,0,0,0,0,2,8,10
MONTERO,atencion odontologica,aplicacion de fluor,2016-02-01,86,75,63,70,0,10,8,38,2,3,0,0,0,0,159,196,355
MORO MORO,atencion odontologica,aplicacion de fluor,2016-02-01,11,6,0,0,0,0,0,0,0,0,0,0,0,0,11,6,17
MOROCHATA,atencion odontologica,aplicacion de fluor,2016-02-01,2,7,0,0,0,0,0,2,0,0,0,0,0,0,2,9,11
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,aplicacion de fluor,2016-02-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
OCURI,atencion odontologica,aplicacion de fluor,2016-02-01,3,1,1,0,0,0,1,7,0,0,0,0,0,0,5,8,13
OKINAWA,atencion odontologica,aplicacion de fluor,2016-02-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3
ORURO,atencion odontologica,aplicacion de fluor,2016-02-01,11,24,20,24,10,22,27,53,10,2,0,0,0,0,78,125,203
PADCAYA,atencion odontologica,aplicacion de fluor,2016-02-01,2,1,0,1,0,1,0,3,0,0,0,0,0,0,2,6,8
PADILLA,atencion odontologica,aplicacion de fluor,2016-02-01,1,0,0,2,0,1,0,1,0,0,0,0,0,0,1,4,5
PAILON,atencion odontologica,aplicacion de fluor,2016-02-01,0,3,185,154,1,0,0,0,0,0,0,0,0,0,186,157,343
PALCA,atencion odontologica,aplicacion de fluor,2016-02-01,12,16,1,2,0,0,0,0,1,0,0,0,0,0,14,18,32
PALOS BLANCOS,atencion odontologica,aplicacion de fluor,2016-02-01,20,8,7,6,0,2,0,2,0,0,0,0,0,0,27,18,45
PAMPA GRANDE,atencion odontologica,aplicacion de fluor,2016-02-01,44,40,0,0,0,3,0,12,0,0,0,0,0,0,44,55,99
PAPEL PAMPA,atencion odontologica,aplicacion de fluor,2016-02-01,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,11
PASORAPA,atencion odontologica,aplicacion de fluor,2016-02-01,2,6,16,11,1,0,0,0,0,0,0,0,0,0,19,17,36
PATACAMAYA,atencion odontologica,aplicacion de fluor,2016-02-01,15,20,0,1,0,0,0,0,0,0,0,0,0,0,15,21,36
PAZÑA,atencion odontologica,aplicacion de fluor,2016-02-01,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,3
PELECHUCO,atencion odontologica,aplicacion de fluor,2016-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
POCOATA,atencion odontologica,aplicacion de fluor,2016-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
POCONA,atencion odontologica,aplicacion de fluor,2016-02-01,1,2,2,1,0,0,0,0,0,0,0,0,0,0,3,3,6
POOPO,atencion odontologica,aplicacion de fluor,2016-02-01,1,1,1,4,0,0,0,0,0,1,0,0,0,0,2,6,8
PORCO,atencion odontologica,aplicacion de fluor,2016-02-01,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4
