,group,variable,month,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA EMB,PERIODONCIA EMB,PERIODONCIA POST,PERIODONCIA POST,TOTALES,TOTALES,TOTALES
TARACO,atencion odontologica,periodoncia,2016-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
TARATA,atencion odontologica,periodoncia,2016-01-01,0,0,0,0,0,2,4,13,0,2,0,0,0,0,4,17,21
TARIJA,atencion odontologica,periodoncia,2016-01-01,0,0,5,12,21,48,62,91,5,3,0,0,0,0,93,154,247
TARVITA,atencion odontologica,periodoncia,2016-01-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
TEOPONTE,atencion odontologica,periodoncia,2016-01-01,0,0,0,0,0,0,1,1,5,4,0,0,0,0,6,5,11
TIAWANACU,atencion odontologica,periodoncia,2016-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
TINGUIPAYA,atencion odontologica,periodoncia,2016-01-01,0,0,0,0,0,0,1,6,3,5,0,0,0,0,4,11,15
TIQUIPAYA,atencion odontologica,periodoncia,2016-01-01,0,0,0,5,4,20,4,17,1,7,0,0,0,0,9,49,58
TOCO,atencion odontologica,periodoncia,2016-01-01,0,0,0,0,0,1,1,5,0,4,0,0,0,0,1,10,11
TODOS SANTOS,atencion odontologica,periodoncia,2016-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TOLATA,atencion odontologica,periodoncia,2016-01-01,0,0,0,0,2,1,2,18,0,1,0,0,0,0,4,20,24
TOMAVE,atencion odontologica,periodoncia,2016-01-01,0,0,1,1,0,2,1,2,0,2,0,0,0,0,2,7,9
TOMINA,atencion odontologica,periodoncia,2016-01-01,0,0,2,1,0,2,4,17,0,0,0,0,0,0,6,20,26
TORO TORO,atencion odontologica,periodoncia,2016-01-01,0,0,0,0,0,1,4,7,0,0,0,0,0,0,4,8,12
TOTORA(CBBA),atencion odontologica,periodoncia,2016-01-01,0,0,0,0,0,1,1,4,0,1,0,0,0,0,1,6,7
TRIGAL,atencion odontologica,periodoncia,2016-01-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
TRINIDAD,atencion odontologica,periodoncia,2016-01-01,0,0,2,4,3,13,9,13,3,4,0,0,0,0,17,34,51
TUPIZA,atencion odontologica,periodoncia,2016-01-01,0,0,1,2,2,11,10,9,2,1,0,0,0,0,15,23,38
UMALA,atencion odontologica,periodoncia,2016-01-01,0,0,0,0,0,0,2,2,1,0,0,0,0,0,3,2,5
UNCIA,atencion odontologica,periodoncia,2016-01-01,0,0,0,0,0,0,1,4,0,3,0,0,0,0,1,7,8
URIONDO (A. CONCEPCION),atencion odontologica,periodoncia,2016-01-01,0,0,0,3,1,1,3,4,0,0,0,0,0,0,4,8,12
URUBICHA,atencion odontologica,periodoncia,2016-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
UYUNI,atencion odontologica,periodoncia,2016-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
VACAS,atencion odontologica,periodoncia,2016-01-01,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4
VALLEGRANDE,atencion odontologica,periodoncia,2016-01-01,0,0,2,0,1,6,7,11,2,5,0,0,0,0,12,22,34
VIACHA,atencion odontologica,periodoncia,2016-01-01,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,12,12
VILA VILA,atencion odontologica,periodoncia,2016-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VILLA CHARCAS,atencion odontologica,periodoncia,2016-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA MONTES,atencion odontologica,periodoncia,2016-01-01,0,0,6,5,2,7,21,24,0,0,0,0,0,0,29,36,65
VILLA NUEVA (LOMA ALTA),atencion odontologica,periodoncia,2016-01-01,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,6,6
VILLA RIVERO,atencion odontologica,periodoncia,2016-01-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
VILLA SERRANO,atencion odontologica,periodoncia,2016-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
VILLA TUNARI,atencion odontologica,periodoncia,2016-01-01,0,0,2,3,4,7,13,29,10,5,0,0,0,0,29,44,73
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,periodoncia,2016-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
VILLAZON,atencion odontologica,periodoncia,2016-01-01,0,0,1,0,0,2,0,1,0,3,0,0,0,0,1,6,7
VINTO,atencion odontologica,periodoncia,2016-01-01,0,0,0,0,0,0,2,19,3,5,0,0,0,0,5,24,29
WALDO BALLIVIAN,atencion odontologica,periodoncia,2016-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
WARNES,atencion odontologica,periodoncia,2016-01-01,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,7,7
YACUIBA,atencion odontologica,periodoncia,2016-01-01,0,0,6,4,15,17,25,51,2,2,0,0,0,0,48,74,122
YAMPARAEZ,atencion odontologica,periodoncia,2016-01-01,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,10,10
YANACACHI,atencion odontologica,periodoncia,2016-01-01,0,0,1,1,0,1,3,3,0,0,0,0,0,0,4,5,9
YAPACANI,atencion odontologica,periodoncia,2016-01-01,0,0,0,0,0,2,2,19,10,3,0,0,0,0,12,24,36
YOCALLA,atencion odontologica,periodoncia,2016-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
YOTALA,atencion odontologica,periodoncia,2016-01-01,0,0,0,0,0,2,1,5,0,0,0,0,0,0,1,7,8
YUNCHARA,atencion odontologica,periodoncia,2016-01-01,0,0,0,0,1,1,1,3,0,0,0,0,0,0,2,4,6
ZUDAÑEZ,atencion odontologica,periodoncia,2016-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ACHACACHI,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,1,3,3,13,5,0,0,0,0,0,9,16,25
ACHOCALLA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
AIQUILE,atencion odontologica,periodoncia,2016-02-01,0,0,1,1,3,2,6,10,2,1,0,0,0,0,12,14,26
ALCALA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,5,5
ANCORAIMES,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,4,0,12,1,0,0,0,0,0,1,16,17
ANDAMARCA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
ANTEQUERA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
ANZALDO,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
APOLO,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ARAMPAMPA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,3,4
ARANI,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
ARBIETO,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,3,3,14,11,19,0,0,0,0,14,36,50
ARQUE,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,1,0,0,4,0,1,0,0,0,0,1,5,6
ASCENCION DE GUARAYOS,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2
ATOCHA,atencion odontologica,periodoncia,2016-02-01,0,0,0,1,0,6,24,14,9,5,0,0,0,0,33,26,59
AYO AYO,atencion odontologica,periodoncia,2016-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncia,2016-02-01,0,0,1,6,0,6,12,28,1,2,0,0,0,0,14,42,56
BAURES,atencion odontologica,periodoncia,2016-02-01,0,0,0,1,0,0,3,6,0,1,0,0,0,0,3,8,11
BELEN DE ANDAMARCA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,5,5
BELLA FLOR,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
BERMEJO,atencion odontologica,periodoncia,2016-02-01,0,0,0,3,4,4,11,24,0,0,0,0,0,0,15,31,46
BETANZOS,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
BUENA VISTA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,3,1,11,5,2,0,0,0,0,6,16,22
CABEZAS,atencion odontologica,periodoncia,2016-02-01,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,4
CAIROMA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,4,8,2,0,0,0,0,0,6,8,14
CAJUATA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,2,4
CALAMARCA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,5,5
CAMARGO,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
CAMIRI,atencion odontologica,periodoncia,2016-02-01,0,0,1,2,0,7,11,35,2,1,0,0,0,0,14,45,59
CAPINOTA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,2,4,17,1,2,0,0,0,0,5,21,26
CARACOLLO,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,4,1,3,2,0,0,0,0,7,3,10
CARANAVI,atencion odontologica,periodoncia,2016-02-01,0,0,7,8,7,11,8,12,15,8,0,0,0,0,37,39,76
CARAPARI,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,3,2,2,10,2,0,0,0,0,0,7,12,19
CARIPUYO,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,3,1,4,0,0,0,0,1,7,8
CARMEN RIVERO TORREZ,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,5,56,9,10,0,0,0,0,14,66,80
CHALLAPATA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,1,3,9,2,0,0,0,0,0,5,10,15
CHAQUI,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
CHARAGUA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,1,2,8,0,0,0,0,0,0,2,9,11
CHAYANTA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,2,3
CHIMORE,atencion odontologica,periodoncia,2016-02-01,0,0,1,0,1,1,1,2,0,0,0,0,0,0,3,3,6
CHIPAYA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
CHUA COCANI,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,1,0,8,0,1,0,0,0,0,0,10,10
CHUMA,atencion odontologica,periodoncia,2016-02-01,0,0,0,1,0,0,2,4,0,1,0,0,0,0,2,6,8
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
CKOCHAS,atencion odontologica,periodoncia,2016-02-01,0,0,1,1,0,2,0,6,2,1,0,0,0,0,3,10,13
CLIZA,atencion odontologica,periodoncia,2016-02-01,0,0,2,0,1,1,3,9,5,9,0,0,0,0,11,19,30
COBIJA,atencion odontologica,periodoncia,2016-02-01,0,0,0,1,0,0,6,20,0,0,0,0,0,0,6,21,27
COCAPATA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,3,4,2,0,0,0,0,4,5,9
COCHABAMBA,atencion odontologica,periodoncia,2016-02-01,0,0,32,34,124,151,368,865,174,109,0,0,0,0,698,1159,1857
COIPASA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLCAPIRHUA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,2,2,18,4,5,0,0,0,0,6,25,31
"COLCHA ""K""",atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
COLLANA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
COLOMI,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,2,1,7,1,1,0,0,0,0,2,10,12
COLQUECHACA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,4,0,10,3,2,0,0,0,0,3,16,19
COLQUENCHA,atencion odontologica,periodoncia,2016-02-01,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,6,6
COLQUIRI,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,3
COMARAPA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,3,3,0,1,0,0,0,0,3,4,7
COMBAYA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,1,1,0,2,2,0,0,0,0,3,3,6
CONCEPCION,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,1,3,2,0,0,0,0,0,0,3,3,6
COPACABANA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
CORO CORO,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
COTAGAITA,atencion odontologica,periodoncia,2016-02-01,0,0,1,0,1,1,6,11,0,1,0,0,0,0,8,13,21
COTOCA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,10,3,0,0,0,0,0,3,10,13
CUATRO CAÑADAS,atencion odontologica,periodoncia,2016-02-01,0,0,1,0,0,2,2,4,2,0,0,0,0,0,5,6,11
CUEVO,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CULPINA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CURVA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
EL ALTO,atencion odontologica,periodoncia,2016-02-01,0,0,32,47,38,81,108,279,36,29,0,0,0,0,214,436,650
EL CHORO,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2,3
EL PUENTE(TJA),atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,9
EL TORNO,atencion odontologica,periodoncia,2016-02-01,0,0,2,7,0,22,27,65,13,17,0,0,0,0,42,111,153
EL VILLAR,atencion odontologica,periodoncia,2016-02-01,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,3,4
ENTRE RIOS TRJ,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,2,12,0,2,0,0,0,0,2,14,16
ENTRE RIOS CBBA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
ESCOMA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EUCALIPTUS,atencion odontologica,periodoncia,2016-02-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
FERNANDEZ ALONSO,atencion odontologica,periodoncia,2016-02-01,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,7
FILADELFIA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
GENERAL SAAVEDRA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,2,0,3,0,2,0,0,0,0,0,7,7
GUANAY,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,2,6,0,1,0,0,0,0,2,7,9
GUAQUI,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,5,5
GUAYARAMERIN,atencion odontologica,periodoncia,2016-02-01,0,0,3,2,3,7,2,15,0,0,0,0,0,0,8,24,32
GUTIERREZ,atencion odontologica,periodoncia,2016-02-01,0,0,1,0,0,4,0,2,0,0,0,0,0,0,1,6,7
HUACARETA,atencion odontologica,periodoncia,2016-02-01,0,0,1,2,1,3,1,9,1,0,0,0,0,0,4,14,18
HUACHACALLA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,3,4
HUANUNI,atencion odontologica,periodoncia,2016-02-01,0,0,0,2,3,1,8,9,3,1,0,0,0,0,14,13,27
HUARACAJE,atencion odontologica,periodoncia,2016-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
HUARINA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
HUATAJATA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,1,4,2,0,0,0,0,4,3,7
HUAYLLAMARCA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3
HUMANATA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,0,7,7,0,0,0,0,7,7,14
ICHOCA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,5,7
ICLA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3
INCAHUASI,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
INQUISIVI,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,1,3,11,8,5,0,0,0,0,11,17,28
IXIAMAS,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,1,3,1,0,0,0,0,0,0,3,2,5
JESUS DE MACHACA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,3
LA ASUNTA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,3,12,0,0,0,0,0,0,3,12,15
LA GUARDIA,atencion odontologica,periodoncia,2016-02-01,0,0,0,1,0,1,3,9,3,1,0,0,0,0,6,12,18
LA PAZ,atencion odontologica,periodoncia,2016-02-01,0,0,31,48,72,92,231,533,80,93,0,0,0,0,414,766,1180
LAJA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,3,1,13,1,0,0,0,0,0,2,16,18
LAS CARRERAS,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
LICOMA PAMPA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LLALLAGUA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
LURIBAY,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
MACHACAMARCA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,5,4,4,3,0,0,0,0,9,7,16
MACHARETI,atencion odontologica,periodoncia,2016-02-01,0,0,0,1,0,2,0,4,1,1,0,0,0,0,1,8,9
MAGDALENA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,1,3,2,3,7,0,0,0,0,0,10,6,16
MAIRANA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,1,1,7,15,0,1,0,0,0,0,8,17,25
MAPIRI,atencion odontologica,periodoncia,2016-02-01,0,0,0,1,0,0,4,2,1,0,0,0,0,0,5,3,8
MECAPACA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MIZQUE,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,3,3,6,0,1,0,0,0,0,3,10,13
MOCOMOCO,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
MOJOCOYA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,3,5
MONTEAGUDO,atencion odontologica,periodoncia,2016-02-01,0,0,1,1,0,1,3,4,0,0,0,0,0,0,4,6,10
MONTERO,atencion odontologica,periodoncia,2016-02-01,0,0,7,3,3,20,16,73,3,1,0,0,0,0,29,97,126
MOROCHATA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,3,1,10,10,4,0,0,0,0,11,17,28
OCURI,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,1,8,0,0,0,0,0,0,1,8,9
ORURO,atencion odontologica,periodoncia,2016-02-01,0,0,2,10,8,32,191,121,95,13,0,0,0,0,296,176,472
PADILLA,atencion odontologica,periodoncia,2016-02-01,0,0,1,2,0,4,8,14,1,1,0,0,0,0,10,21,31
PAILON,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,3
PALCA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
PALOS BLANCOS,atencion odontologica,periodoncia,2016-02-01,0,0,1,1,1,4,1,4,3,0,0,0,0,0,6,9,15
PAMPA GRANDE,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PAPEL PAMPA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,4,2,1,0,0,0,0,2,5,7
PASORAPA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,1,4,0,3,0,0,0,0,1,7,8
PATACAMAYA,atencion odontologica,periodoncia,2016-02-01,0,0,0,1,0,2,3,6,1,0,0,0,0,0,4,9,13
PAZÑA,atencion odontologica,periodoncia,2016-02-01,0,0,1,0,0,0,4,5,0,0,0,0,0,0,5,5,10
PELECHUCO,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
POCOATA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,2,5,0,0,0,0,0,0,2,5,7
POCONA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,4,5
POJO (CBBA),atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,3,1,1,1,0,0,0,0,4,2,6
POOPO,atencion odontologica,periodoncia,2016-02-01,0,0,0,1,0,2,3,6,3,4,0,0,0,0,6,13,19
PORCO,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
POROMA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
PORTACHUELO,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,3
PORVENIR,atencion odontologica,periodoncia,2016-02-01,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,3,4
POSTRER VALLE,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POTOSI,atencion odontologica,periodoncia,2016-02-01,0,0,12,11,15,16,21,33,4,2,0,0,0,0,52,62,114
PRESTO,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,1,5
PUCARA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO ACOSTA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,8,5,7,0,0,0,0,5,15,20
PUERTO CARABUCO,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,2,1,0,2,2,0,0,0,0,0,4,3,7
PUERTO GONZALO MORENO,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
PUERTO QUIJARRO,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,3
PUERTO RICO,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PUERTO SUAREZ,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUERTO VILLARROEL,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,5,9,1,1,0,0,0,0,6,10,16
PUNA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,1,0,2,3,0,0,0,0,0,0,3,3,6
PUNATA,atencion odontologica,periodoncia,2016-02-01,0,0,1,0,1,1,1,19,2,3,0,0,0,0,5,23,28
QUILLACOLLO,atencion odontologica,periodoncia,2016-02-01,0,0,2,0,0,9,12,58,12,11,0,0,0,0,26,78,104
QUIME,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
QUIRUSILLAS,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
RAVELO,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,4
REYES,atencion odontologica,periodoncia,2016-02-01,0,0,0,1,2,2,1,1,0,0,0,0,0,0,3,4,7
RIBERALTA,atencion odontologica,periodoncia,2016-02-01,0,0,1,5,19,44,27,47,1,2,0,0,0,0,48,98,146
ROBORE,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,13,13
RURRENABAQUE,atencion odontologica,periodoncia,2016-02-01,0,0,0,1,1,1,2,4,1,0,0,0,0,0,4,6,10
SACABA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,2,5,14,34,11,13,0,0,0,0,27,52,79
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAMAIPATA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SAN AGUSTIN,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
SAN ANDRES,atencion odontologica,periodoncia,2016-02-01,0,0,0,3,3,4,2,7,0,0,0,0,0,0,5,14,19
SAN ANDRES DE MACHACA,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,0,1,1,0,3,0,0,0,0,1,4,5
SAN BENITO,atencion odontologica,periodoncia,2016-02-01,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,3
