,group,variable,month,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR POST,CIRUGIA BUCAL MENOR POST,TOTALES,TOTALES,TOTALES
SABAYA,atencion odontologica,cirugia bucal menor,2016-01-01,1,2,2,1,0,3,10,15,2,6,0,0,0,0,15,27,42
SACABA,atencion odontologica,cirugia bucal menor,2016-01-01,22,13,8,9,2,11,5,24,15,7,0,0,0,0,52,64,116
SACABAMBA,atencion odontologica,cirugia bucal menor,2016-01-01,1,3,1,2,3,0,0,4,1,4,0,0,0,0,6,13,19
SACACA,atencion odontologica,cirugia bucal menor,2016-01-01,4,4,14,9,2,6,13,32,10,18,0,0,0,0,43,69,112
SAIPINA,atencion odontologica,cirugia bucal menor,2016-01-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SALINAS DE GARCI MENDOZA,atencion odontologica,cirugia bucal menor,2016-01-01,0,3,1,8,1,1,3,11,2,3,0,0,0,0,7,26,33
SAN AGUSTIN,atencion odontologica,cirugia bucal menor,2016-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SAN ANDRES,atencion odontologica,cirugia bucal menor,2016-01-01,1,0,2,3,2,0,0,2,0,1,0,0,0,0,5,6,11
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucal menor,2016-01-01,0,0,1,1,0,1,2,9,5,5,0,0,0,0,8,16,24
SAN ANTONIO DE ESMORUCO,atencion odontologica,cirugia bucal menor,2016-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN ANTONIO DE LOMERIO,atencion odontologica,cirugia bucal menor,2016-01-01,0,0,0,2,4,3,4,4,1,1,0,0,0,0,9,10,19
SAN BENITO,atencion odontologica,cirugia bucal menor,2016-01-01,1,0,5,12,0,0,0,1,3,1,0,0,0,0,9,14,23
SAN BORJA,atencion odontologica,cirugia bucal menor,2016-01-01,2,1,8,10,6,9,12,29,1,0,0,0,0,0,29,49,78
SAN BUENA VENTURA,atencion odontologica,cirugia bucal menor,2016-01-01,0,2,2,4,1,1,4,15,1,7,0,0,0,0,8,29,37
SAN CARLOS,atencion odontologica,cirugia bucal menor,2016-01-01,2,3,2,4,0,0,2,2,0,0,0,0,0,0,6,9,15
SAN IGNACIO,atencion odontologica,cirugia bucal menor,2016-01-01,0,0,31,22,10,19,28,32,22,2,0,0,0,0,91,75,166
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucal menor,2016-01-01,2,2,1,1,0,3,0,11,7,16,0,0,0,0,10,33,43
SAN JAVIER(STC),atencion odontologica,cirugia bucal menor,2016-01-01,0,0,4,6,0,1,1,5,2,2,0,0,0,0,7,14,21
SAN JOAQUIN,atencion odontologica,cirugia bucal menor,2016-01-01,0,0,4,3,0,4,0,8,2,0,0,0,0,0,6,15,21
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucal menor,2016-01-01,2,0,2,0,0,3,0,0,0,0,0,0,0,0,4,3,7
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucal menor,2016-01-01,2,0,0,1,0,1,0,1,1,1,0,0,0,0,3,4,7
SAN JULIAN,atencion odontologica,cirugia bucal menor,2016-01-01,39,3,9,0,0,10,2,9,5,9,0,0,0,0,55,31,86
SAN LORENZO(TJA),atencion odontologica,cirugia bucal menor,2016-01-01,0,1,22,27,4,17,14,63,7,7,0,0,0,0,47,115,162
SAN LUCAS,atencion odontologica,cirugia bucal menor,2016-01-01,3,2,14,12,9,12,12,68,6,11,0,0,0,0,44,105,149
SAN MIGUEL DE VELASCO,atencion odontologica,cirugia bucal menor,2016-01-01,1,0,6,2,1,2,0,13,3,0,0,0,0,0,11,17,28
SAN PABLO DE LIPEZ,atencion odontologica,cirugia bucal menor,2016-01-01,0,1,2,1,0,3,6,3,0,0,0,0,0,0,8,8,16
SAN PEDRO,atencion odontologica,cirugia bucal menor,2016-01-01,2,0,7,13,3,5,4,22,4,18,0,0,0,0,20,58,78
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucal menor,2016-01-01,4,4,6,3,1,4,1,12,2,8,0,0,0,0,14,31,45
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucal menor,2016-01-01,1,1,1,4,0,1,1,7,2,8,0,0,0,0,5,21,26
SAN PEDRO DE QUEMES,atencion odontologica,cirugia bucal menor,2016-01-01,0,0,0,2,1,0,0,2,2,1,0,0,0,0,3,5,8
SAN PEDRO DE TIQUINA,atencion odontologica,cirugia bucal menor,2016-01-01,1,1,4,10,5,19,22,22,8,7,0,0,0,0,40,59,99
SAN RAFAEL,atencion odontologica,cirugia bucal menor,2016-01-01,1,0,0,1,0,2,0,0,2,0,0,0,0,0,3,3,6
SANTA ANA,atencion odontologica,cirugia bucal menor,2016-01-01,0,0,26,23,6,19,14,20,3,1,0,0,0,0,49,63,112
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucal menor,2016-01-01,51,34,28,20,14,28,22,71,49,23,0,0,0,0,164,176,340
SANTA ROSA,atencion odontologica,cirugia bucal menor,2016-01-01,0,1,14,10,3,3,6,12,4,3,0,0,0,0,27,29,56
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucal menor,2016-01-01,1,4,1,1,1,8,5,4,0,2,0,0,0,0,8,19,27
SANTIAGO DE CALLAPA,atencion odontologica,cirugia bucal menor,2016-01-01,0,0,1,0,0,0,0,2,2,0,0,0,0,0,3,2,5
SANTIAGO DE HUARI,atencion odontologica,cirugia bucal menor,2016-01-01,7,2,9,18,1,3,9,11,6,9,0,0,0,0,32,43,75
SANTIAGO DE HUATA,atencion odontologica,cirugia bucal menor,2016-01-01,0,1,2,5,2,7,9,22,17,8,0,0,0,0,30,43,73
SANTIAGO DE MACHACA,atencion odontologica,cirugia bucal menor,2016-01-01,0,0,8,10,5,2,7,18,10,10,0,0,0,0,30,40,70
SANTIVAÑES,atencion odontologica,cirugia bucal menor,2016-01-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2,3
SANTUARIO DE QUILLACAS,atencion odontologica,cirugia bucal menor,2016-01-01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2
SAPAHAQUI,atencion odontologica,cirugia bucal menor,2016-01-01,1,2,5,5,0,9,9,20,9,3,0,0,0,0,24,39,63
SENA,atencion odontologica,cirugia bucal menor,2016-01-01,0,0,2,2,0,1,3,3,0,0,0,0,0,0,5,6,11
SHINAOTA,atencion odontologica,cirugia bucal menor,2016-01-01,6,2,6,2,0,5,0,8,2,1,0,0,0,0,14,18,32
SICA SICA (VILLA AROMA),atencion odontologica,cirugia bucal menor,2016-01-01,0,1,13,5,5,11,10,16,8,10,0,0,0,0,36,43,79
SICAYA,atencion odontologica,cirugia bucal menor,2016-01-01,1,1,2,1,1,0,0,4,0,0,0,0,0,0,4,6,10
SIPE SIPE,atencion odontologica,cirugia bucal menor,2016-01-01,6,3,4,5,0,3,0,3,1,3,0,0,0,0,11,17,28
SOPACHUY,atencion odontologica,cirugia bucal menor,2016-01-01,1,1,5,9,3,2,2,18,9,0,0,0,0,0,20,30,50
SORACACHI,atencion odontologica,cirugia bucal menor,2016-01-01,1,7,22,17,4,7,5,14,8,4,0,0,0,0,40,49,89
SORATA,atencion odontologica,cirugia bucal menor,2016-01-01,7,2,2,4,5,4,6,11,7,5,0,0,0,0,27,26,53
SUCRE,atencion odontologica,cirugia bucal menor,2016-01-01,79,100,185,202,25,46,71,167,49,46,0,0,0,0,409,561,970
TACACOMA,atencion odontologica,cirugia bucal menor,2016-01-01,1,0,2,9,2,5,3,8,3,2,0,0,0,0,11,24,35
TACOBAMBA,atencion odontologica,cirugia bucal menor,2016-01-01,0,0,3,0,1,0,1,3,2,5,0,0,0,0,7,8,15
TACOPAYA,atencion odontologica,cirugia bucal menor,2016-01-01,2,3,1,9,2,5,6,16,4,5,0,0,0,0,15,38,53
TAPACARI,atencion odontologica,cirugia bucal menor,2016-01-01,2,4,4,4,2,6,8,20,20,14,0,0,0,0,36,48,84
TARABUCO,atencion odontologica,cirugia bucal menor,2016-01-01,1,2,5,2,0,3,6,41,8,5,0,0,0,0,20,53,73
TARACO,atencion odontologica,cirugia bucal menor,2016-01-01,3,0,4,2,8,5,2,9,12,2,0,0,0,0,29,18,47
TARIJA,atencion odontologica,cirugia bucal menor,2016-01-01,19,16,71,97,28,69,76,138,8,22,0,0,0,0,202,342,544
TARVITA,atencion odontologica,cirugia bucal menor,2016-01-01,2,2,0,1,0,1,0,12,2,1,0,0,0,0,4,17,21
TEOPONTE,atencion odontologica,cirugia bucal menor,2016-01-01,4,3,8,9,5,12,12,22,4,3,0,0,0,0,33,49,82
TIAWANACU,atencion odontologica,cirugia bucal menor,2016-01-01,1,0,15,6,6,6,8,18,6,9,0,0,0,0,36,39,75
TINGUIPAYA,atencion odontologica,cirugia bucal menor,2016-01-01,1,2,1,3,4,3,5,22,11,18,0,0,0,0,22,48,70
TIPUANI,atencion odontologica,cirugia bucal menor,2016-01-01,4,6,7,4,3,2,6,8,5,0,0,0,0,0,25,20,45
TIQUIPAYA,atencion odontologica,cirugia bucal menor,2016-01-01,22,12,48,30,4,16,9,40,10,5,0,0,0,0,93,103,196
TIRAQUE (CBBA),atencion odontologica,cirugia bucal menor,2016-01-01,1,4,7,6,2,6,3,9,6,2,0,0,0,0,19,27,46
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,cirugia bucal menor,2016-01-01,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,2,4
TOCO,atencion odontologica,cirugia bucal menor,2016-01-01,3,0,7,3,1,1,9,22,7,7,0,0,0,0,27,33,60
TODOS SANTOS,atencion odontologica,cirugia bucal menor,2016-01-01,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,3
TOLATA,atencion odontologica,cirugia bucal menor,2016-01-01,4,2,2,2,0,4,4,15,5,0,0,0,0,0,15,23,38
TOLEDO,atencion odontologica,cirugia bucal menor,2016-01-01,2,0,0,0,0,1,0,1,1,0,0,0,0,0,3,2,5
TOMAVE,atencion odontologica,cirugia bucal menor,2016-01-01,0,0,2,0,0,1,5,1,1,0,0,0,0,0,8,2,10
TOMINA,atencion odontologica,cirugia bucal menor,2016-01-01,4,2,3,3,0,4,3,4,0,0,0,0,0,0,10,13,23
TORO TORO,atencion odontologica,cirugia bucal menor,2016-01-01,1,0,0,1,1,0,7,11,1,1,0,0,0,0,10,13,23
TOTORA(CBBA),atencion odontologica,cirugia bucal menor,2016-01-01,2,2,4,3,1,2,8,6,1,1,0,0,0,0,16,14,30
TOTORA(ORR),atencion odontologica,cirugia bucal menor,2016-01-01,1,0,2,2,0,3,4,9,0,8,0,0,0,0,7,22,29
TRIGAL,atencion odontologica,cirugia bucal menor,2016-01-01,3,1,6,4,1,3,2,3,1,2,0,0,0,0,13,13,26
TRINIDAD,atencion odontologica,cirugia bucal menor,2016-01-01,0,2,11,8,7,5,10,19,2,0,0,0,0,0,30,34,64
TUPIZA,atencion odontologica,cirugia bucal menor,2016-01-01,7,4,8,17,3,8,24,35,2,7,0,0,0,0,44,71,115
TURCO,atencion odontologica,cirugia bucal menor,2016-01-01,1,1,3,2,1,2,6,7,2,4,0,0,0,0,13,16,29
UMALA,atencion odontologica,cirugia bucal menor,2016-01-01,0,0,6,1,0,0,2,3,1,0,0,0,0,0,9,4,13
UNCIA,atencion odontologica,cirugia bucal menor,2016-01-01,5,7,3,3,6,5,5,8,5,6,0,0,0,0,24,29,53
URIONDO (A. CONCEPCION),atencion odontologica,cirugia bucal menor,2016-01-01,1,9,23,29,8,14,30,52,2,4,0,0,0,0,64,108,172
URUBICHA,atencion odontologica,cirugia bucal menor,2016-01-01,0,0,0,2,0,0,0,3,1,1,0,0,0,0,1,6,7
UYUNI,atencion odontologica,cirugia bucal menor,2016-01-01,1,5,2,2,0,1,1,5,0,0,0,0,0,0,4,13,17
VACAS,atencion odontologica,cirugia bucal menor,2016-01-01,0,0,8,5,2,5,6,18,3,10,0,0,0,0,19,38,57
VALLEGRANDE,atencion odontologica,cirugia bucal menor,2016-01-01,6,12,10,10,0,6,8,35,14,9,0,0,0,0,38,72,110
VIACHA,atencion odontologica,cirugia bucal menor,2016-01-01,12,14,43,32,4,34,12,42,43,41,0,0,0,0,114,163,277
VILA VILA,atencion odontologica,cirugia bucal menor,2016-01-01,0,1,1,0,0,1,0,1,3,4,0,0,0,0,4,7,11
VILLA CHARCAS,atencion odontologica,cirugia bucal menor,2016-01-01,2,2,2,4,0,2,1,7,8,2,0,0,0,0,13,17,30
VILLA MONTES,atencion odontologica,cirugia bucal menor,2016-01-01,7,7,62,78,34,73,79,129,9,2,0,0,0,0,191,289,480
VILLA NUEVA (LOMA ALTA),atencion odontologica,cirugia bucal menor,2016-01-01,0,1,2,1,0,1,2,6,0,0,0,0,0,0,4,9,13
VILLA RIVERO,atencion odontologica,cirugia bucal menor,2016-01-01,1,0,3,2,1,2,0,4,0,6,0,0,0,0,5,14,19
VILLA SERRANO,atencion odontologica,cirugia bucal menor,2016-01-01,0,0,3,4,2,3,5,6,9,1,0,0,0,0,19,14,33
VILLA TUNARI,atencion odontologica,cirugia bucal menor,2016-01-01,32,9,23,12,4,13,11,38,12,7,0,0,0,0,82,79,161
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,cirugia bucal menor,2016-01-01,3,2,4,1,0,2,1,8,4,6,0,0,0,0,12,19,31
VILLAZON,atencion odontologica,cirugia bucal menor,2016-01-01,11,8,34,32,11,13,10,61,27,34,0,0,0,0,93,148,241
VINTO,atencion odontologica,cirugia bucal menor,2016-01-01,11,10,1,2,0,0,0,2,0,2,0,0,0,0,12,16,28
VITICHI,atencion odontologica,cirugia bucal menor,2016-01-01,0,0,2,6,1,3,1,9,0,3,0,0,0,0,4,21,25
WALDO BALLIVIAN,atencion odontologica,cirugia bucal menor,2016-01-01,0,0,7,13,6,7,6,23,0,10,0,0,0,0,19,53,72
WARNES,atencion odontologica,cirugia bucal menor,2016-01-01,7,4,7,17,1,4,9,24,11,7,0,0,0,0,35,56,91
YACO,atencion odontologica,cirugia bucal menor,2016-01-01,1,0,0,1,0,0,1,1,5,2,0,0,0,0,7,4,11
YACUIBA,atencion odontologica,cirugia bucal menor,2016-01-01,4,5,53,60,27,54,41,108,22,11,0,0,0,0,147,238,385
YAMPARAEZ,atencion odontologica,cirugia bucal menor,2016-01-01,0,0,1,5,2,7,9,8,5,1,0,0,0,0,17,21,38
YANACACHI,atencion odontologica,cirugia bucal menor,2016-01-01,0,3,6,2,0,2,2,9,2,2,0,0,0,0,10,18,28
YAPACANI,atencion odontologica,cirugia bucal menor,2016-01-01,13,15,0,1,0,4,0,15,8,2,0,0,0,0,21,37,58
YOCALLA,atencion odontologica,cirugia bucal menor,2016-01-01,0,0,4,7,0,1,0,8,9,6,0,0,0,0,13,22,35
YOTALA,atencion odontologica,cirugia bucal menor,2016-01-01,0,0,9,10,3,11,2,28,3,1,0,0,0,0,17,50,67
YUNCHARA,atencion odontologica,cirugia bucal menor,2016-01-01,0,0,25,18,2,9,5,36,2,6,0,0,0,0,34,69,103
ZUDAÑEZ,atencion odontologica,cirugia bucal menor,2016-01-01,0,1,1,0,0,1,2,2,0,0,0,0,0,0,3,4,7
ACACIO,atencion odontologica,cirugia bucal menor,2016-02-01,1,1,0,7,0,2,0,8,0,0,0,0,0,0,1,18,19
ACHACACHI,atencion odontologica,cirugia bucal menor,2016-02-01,1,1,10,9,3,13,15,35,33,51,0,0,0,0,62,109,171
ACHOCALLA,atencion odontologica,cirugia bucal menor,2016-02-01,2,1,9,11,1,8,2,18,0,2,0,0,0,0,14,40,54
ALALAY,atencion odontologica,cirugia bucal menor,2016-02-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
ALCALA,atencion odontologica,cirugia bucal menor,2016-02-01,1,2,3,6,2,2,6,17,1,0,0,0,0,0,13,27,40
ALTO BENI,atencion odontologica,cirugia bucal menor,2016-02-01,1,0,1,1,0,0,0,1,1,0,0,0,0,0,3,2,5
ANCORAIMES,atencion odontologica,cirugia bucal menor,2016-02-01,0,2,3,7,5,7,10,19,21,11,0,0,0,0,39,46,85
ANDAMARCA,atencion odontologica,cirugia bucal menor,2016-02-01,3,0,15,12,0,4,1,4,2,1,0,0,0,0,21,21,42
ANTEQUERA,atencion odontologica,cirugia bucal menor,2016-02-01,0,0,1,1,0,3,7,7,0,1,0,0,0,0,8,12,20
ANZALDO,atencion odontologica,cirugia bucal menor,2016-02-01,0,0,0,2,0,2,1,10,1,3,0,0,0,0,2,17,19
APOLO,atencion odontologica,cirugia bucal menor,2016-02-01,1,2,0,3,0,1,1,7,1,0,0,0,0,0,3,13,16
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2016-02-01,1,0,0,0,0,0,3,7,11,4,0,0,0,0,15,11,26
ARANI,atencion odontologica,cirugia bucal menor,2016-02-01,1,0,3,2,1,0,1,2,0,5,0,0,0,0,6,9,15
ARBIETO,atencion odontologica,cirugia bucal menor,2016-02-01,0,0,1,1,1,0,2,7,1,2,0,0,0,0,5,10,15
ARQUE,atencion odontologica,cirugia bucal menor,2016-02-01,1,3,1,2,1,0,2,12,0,1,0,0,0,0,5,18,23
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2016-02-01,7,4,0,8,4,10,1,18,8,16,0,0,0,0,20,56,76
ATOCHA,atencion odontologica,cirugia bucal menor,2016-02-01,7,9,9,10,8,18,26,26,3,0,0,0,0,0,53,63,116
AUCAPATA,atencion odontologica,cirugia bucal menor,2016-02-01,0,0,4,0,2,1,1,4,9,3,0,0,0,0,16,8,24
AYATA,atencion odontologica,cirugia bucal menor,2016-02-01,1,0,2,1,3,4,11,24,12,5,0,0,0,0,29,34,63
AYO AYO,atencion odontologica,cirugia bucal menor,2016-02-01,1,1,1,1,2,0,2,12,5,0,0,0,0,0,11,14,25
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2016-02-01,0,2,0,2,0,4,1,6,0,1,0,0,0,0,1,15,16
AZURDUY,atencion odontologica,cirugia bucal menor,2016-02-01,3,0,3,7,1,5,5,18,8,7,0,0,0,0,20,37,57
BATALLAS,atencion odontologica,cirugia bucal menor,2016-02-01,1,0,9,7,6,6,11,24,13,10,0,0,0,0,40,47,87
BAURES,atencion odontologica,cirugia bucal menor,2016-02-01,1,0,2,1,3,2,8,3,3,1,0,0,0,0,17,7,24
BELEN DE ANDAMARCA,atencion odontologica,cirugia bucal menor,2016-02-01,0,0,3,0,0,0,1,2,1,2,0,0,0,0,5,4,9
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2016-02-01,0,0,0,3,0,1,1,0,2,3,0,0,0,0,3,7,10
BELLA FLOR,atencion odontologica,cirugia bucal menor,2016-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
BERMEJO,atencion odontologica,cirugia bucal menor,2016-02-01,2,0,28,35,7,27,30,65,9,11,0,0,0,0,76,138,214
BETANZOS,atencion odontologica,cirugia bucal menor,2016-02-01,3,6,9,8,3,12,11,32,14,12,0,0,0,0,40,70,110
BOLIVAR,atencion odontologica,cirugia bucal menor,2016-02-01,0,0,6,2,2,0,1,6,9,1,0,0,0,0,18,9,27
BOYUIBE,atencion odontologica,cirugia bucal menor,2016-02-01,0,0,0,1,0,1,0,2,1,0,0,0,0,0,1,4,5
BUENA VISTA,atencion odontologica,cirugia bucal menor,2016-02-01,0,0,4,1,0,0,1,8,0,1,0,0,0,0,5,10,15
CABEZAS,atencion odontologica,cirugia bucal menor,2016-02-01,0,0,4,4,1,6,7,13,5,3,0,0,0,0,17,26,43
CAIROMA,atencion odontologica,cirugia bucal menor,2016-02-01,0,1,16,7,3,6,8,10,4,0,0,0,0,0,31,24,55
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2016-02-01,0,0,2,0,1,2,6,16,2,2,0,0,0,0,11,20,31
CAJUATA,atencion odontologica,cirugia bucal menor,2016-02-01,3,2,7,4,9,7,13,11,0,4,0,0,0,0,32,28,60
CALACOTO,atencion odontologica,cirugia bucal menor,2016-02-01,1,0,3,2,1,0,4,6,0,0,0,0,0,0,9,8,17
CALAMARCA,atencion odontologica,cirugia bucal menor,2016-02-01,4,0,7,14,14,16,13,39,8,4,0,0,0,0,46,73,119
CAMARGO,atencion odontologica,cirugia bucal menor,2016-02-01,4,1,0,1,1,3,1,9,2,1,0,0,0,0,8,15,23
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2016-02-01,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3
CAMIRI,atencion odontologica,cirugia bucal menor,2016-02-01,3,10,1,1,2,7,10,29,22,3,0,0,0,0,38,50,88
CAPINOTA,atencion odontologica,cirugia bucal menor,2016-02-01,4,4,8,6,1,3,6,13,4,6,0,0,0,0,23,32,55
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2016-02-01,2,0,7,6,1,7,7,5,7,9,0,0,0,0,24,27,51
CARACOLLO,atencion odontologica,cirugia bucal menor,2016-02-01,9,4,23,25,10,6,10,37,8,12,0,0,0,0,60,84,144
CARANAVI,atencion odontologica,cirugia bucal menor,2016-02-01,1,1,11,4,6,8,7,29,16,3,0,0,0,0,41,45,86
CARAPARI,atencion odontologica,cirugia bucal menor,2016-02-01,2,3,12,14,5,8,16,34,4,0,0,0,0,0,39,59,98
CARIPUYO,atencion odontologica,cirugia bucal menor,2016-02-01,0,2,19,9,2,6,5,16,7,1,0,0,0,0,33,34,67
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2016-02-01,4,5,5,5,15,16,8,21,5,6,0,0,0,0,37,53,90
CATACORA,atencion odontologica,cirugia bucal menor,2016-02-01,0,1,0,0,0,4,2,3,2,0,0,0,0,0,4,8,12
CHALLAPATA,atencion odontologica,cirugia bucal menor,2016-02-01,2,3,17,25,8,5,10,33,24,27,0,0,0,0,61,93,154
CHAQUI,atencion odontologica,cirugia bucal menor,2016-02-01,0,1,1,3,1,1,3,8,6,4,0,0,0,0,11,17,28
CHARAGUA,atencion odontologica,cirugia bucal menor,2016-02-01,1,1,0,2,1,1,0,0,0,0,0,0,0,0,2,4,6
CHARAÑA,atencion odontologica,cirugia bucal menor,2016-02-01,1,0,3,0,0,1,2,3,4,0,0,0,0,0,10,4,14
CHAYANTA,atencion odontologica,cirugia bucal menor,2016-02-01,2,4,2,0,1,0,0,0,0,0,0,0,0,0,5,4,9
CHIMORE,atencion odontologica,cirugia bucal menor,2016-02-01,3,3,1,4,0,1,3,3,0,3,0,0,0,0,7,14,21
CHIPAYA,atencion odontologica,cirugia bucal menor,2016-02-01,0,0,0,4,1,0,0,0,1,1,0,0,0,0,2,5,7
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2016-02-01,0,0,3,0,0,1,1,2,2,2,0,0,0,0,6,5,11
CHUA COCANI,atencion odontologica,cirugia bucal menor,2016-02-01,0,0,2,2,1,1,0,5,6,12,0,0,0,0,9,20,29
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2016-02-01,8,8,10,7,0,2,6,12,23,0,0,0,0,0,47,29,76
CHUMA,atencion odontologica,cirugia bucal menor,2016-02-01,3,1,11,9,11,24,32,62,50,41,0,0,0,0,107,137,244
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2016-02-01,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,4,4
CKOCHAS,atencion odontologica,cirugia bucal menor,2016-02-01,0,1,2,2,3,2,4,8,0,3,0,0,0,0,9,16,25
CLIZA,atencion odontologica,cirugia bucal menor,2016-02-01,0,0,8,3,3,0,3,16,13,13,0,0,0,0,27,32,59
COBIJA,atencion odontologica,cirugia bucal menor,2016-02-01,2,0,16,15,0,8,18,17,3,1,0,0,0,0,39,41,80
COCAPATA,atencion odontologica,cirugia bucal menor,2016-02-01,5,9,0,0,0,4,0,7,0,2,0,0,0,0,5,22,27
COCHABAMBA,atencion odontologica,cirugia bucal menor,2016-02-01,57,80,124,93,32,41,66,172,62,54,0,0,0,0,341,440,781
COIPASA,atencion odontologica,cirugia bucal menor,2016-02-01,0,0,0,0,0,0,2,4,2,2,0,0,0,0,4,6,10
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2016-02-01,34,17,4,3,0,2,0,6,9,6,0,0,0,0,47,34,81
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2016-02-01,5,5,4,4,2,1,1,7,4,6,0,0,0,0,16,23,39
COLLANA,atencion odontologica,cirugia bucal menor,2016-02-01,0,0,1,1,2,1,4,8,10,2,0,0,0,0,17,12,29
COLOMI,atencion odontologica,cirugia bucal menor,2016-02-01,5,0,0,0,0,0,0,7,3,0,0,0,0,0,8,7,15
COLPA BELGICA,atencion odontologica,cirugia bucal menor,2016-02-01,0,0,2,3,1,1,0,0,0,0,0,0,0,0,3,4,7
COLQUECHACA,atencion odontologica,cirugia bucal menor,2016-02-01,9,6,5,5,2,4,5,18,14,11,0,0,0,0,35,44,79
COLQUENCHA,atencion odontologica,cirugia bucal menor,2016-02-01,3,0,17,10,15,12,15,24,7,6,0,0,0,0,57,52,109
COLQUIRI,atencion odontologica,cirugia bucal menor,2016-02-01,12,5,21,17,10,11,14,40,14,20,0,0,0,0,71,93,164
COMANCHE,atencion odontologica,cirugia bucal menor,2016-02-01,0,0,0,0,0,0,2,7,0,1,0,0,0,0,2,8,10
COMARAPA,atencion odontologica,cirugia bucal menor,2016-02-01,0,1,1,4,3,5,4,3,2,1,0,0,0,0,10,14,24
COMBAYA,atencion odontologica,cirugia bucal menor,2016-02-01,0,0,2,2,1,2,1,4,5,7,0,0,0,0,9,15,24
CONCEPCION,atencion odontologica,cirugia bucal menor,2016-02-01,1,1,10,7,3,6,8,0,3,3,0,0,0,0,25,17,42
COPACABANA,atencion odontologica,cirugia bucal menor,2016-02-01,1,1,4,3,2,3,3,20,2,4,0,0,0,0,12,31,43
CORIPATA,atencion odontologica,cirugia bucal menor,2016-02-01,7,6,7,13,4,7,13,14,10,5,0,0,0,0,41,45,86
CORO CORO,atencion odontologica,cirugia bucal menor,2016-02-01,2,1,5,4,1,3,6,5,3,1,0,0,0,0,17,14,31
COROICO,atencion odontologica,cirugia bucal menor,2016-02-01,1,0,2,3,4,2,12,7,8,11,0,0,0,0,27,23,50
CORQUE,atencion odontologica,cirugia bucal menor,2016-02-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
COTAGAITA,atencion odontologica,cirugia bucal menor,2016-02-01,0,0,15,8,1,8,18,28,10,18,0,0,0,0,44,62,106
COTOCA,atencion odontologica,cirugia bucal menor,2016-02-01,5,8,0,1,1,6,0,8,4,0,0,0,0,0,10,23,33
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2016-02-01,8,1,0,3,0,0,0,3,0,0,0,0,0,0,8,7,15
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2016-02-01,0,0,3,3,0,1,0,1,4,12,0,0,0,0,7,17,24
