,group,variable,month,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA EMB,CONSULTA NUEVA EMB,CONSULTA NUEVA POST,CONSULTA NUEVA POST,TOTALES,TOTALES,TOTALES
SACABA,atencion odontologica,consulta nueva,2016-01-01,399,410,135,163,55,136,73,318,112,99,0,79,0,142,774,1347,2121
SACABAMBA,atencion odontologica,consulta nueva,2016-01-01,8,13,3,6,4,13,4,22,5,13,0,7,0,9,24,83,107
SACACA,atencion odontologica,consulta nueva,2016-01-01,46,49,20,15,2,22,23,95,17,28,0,44,0,32,108,285,393
SAIPINA,atencion odontologica,consulta nueva,2016-01-01,11,4,8,3,6,7,9,19,15,0,0,0,0,6,49,39,88
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta nueva,2016-01-01,94,64,38,38,10,38,23,67,28,26,0,50,0,23,193,306,499
SAMAIPATA,atencion odontologica,consulta nueva,2016-01-01,15,40,19,9,0,14,13,19,8,1,0,6,0,7,55,96,151
SAN AGUSTIN,atencion odontologica,consulta nueva,2016-01-01,0,0,2,1,0,2,3,5,4,0,0,0,0,0,9,8,17
SAN ANDRES,atencion odontologica,consulta nueva,2016-01-01,2,0,3,13,9,8,9,18,2,1,0,3,0,0,25,43,68
SAN ANDRES DE MACHACA,atencion odontologica,consulta nueva,2016-01-01,6,2,7,4,1,2,14,29,30,19,0,3,0,7,58,66,124
SAN ANTONIO DE ESMORUCO,atencion odontologica,consulta nueva,2016-01-01,0,1,1,2,2,0,1,10,3,0,0,0,0,0,7,13,20
SAN ANTONIO DE LOMERIO,atencion odontologica,consulta nueva,2016-01-01,0,1,2,3,6,9,9,9,1,2,0,1,0,5,18,30,48
SAN BENITO,atencion odontologica,consulta nueva,2016-01-01,109,61,27,61,4,42,6,97,11,14,0,48,0,240,157,563,720
SAN BORJA,atencion odontologica,consulta nueva,2016-01-01,31,30,27,27,29,30,28,92,14,20,0,13,0,13,129,225,354
SAN BUENA VENTURA,atencion odontologica,consulta nueva,2016-01-01,9,12,17,12,5,10,4,36,2,13,0,3,0,1,37,87,124
SAN CARLOS,atencion odontologica,consulta nueva,2016-01-01,27,22,9,12,7,14,11,29,8,6,0,4,0,15,62,102,164
SAN IGNACIO,atencion odontologica,consulta nueva,2016-01-01,49,29,85,62,73,98,83,159,24,12,0,14,0,2,314,376,690
SAN IGNACIO DE VELASCO,atencion odontologica,consulta nueva,2016-01-01,21,8,1,4,0,10,3,15,11,20,0,10,0,0,36,67,103
SAN JAVIER(BNI),atencion odontologica,consulta nueva,2016-01-01,4,4,7,10,3,2,0,12,1,0,0,0,0,3,15,31,46
SAN JAVIER(STC),atencion odontologica,consulta nueva,2016-01-01,8,1,0,10,2,13,1,19,4,1,0,4,0,2,15,50,65
SAN JOAQUIN,atencion odontologica,consulta nueva,2016-01-01,3,4,4,3,0,0,3,4,1,0,0,4,0,0,11,15,26
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta nueva,2016-01-01,16,21,30,26,10,17,11,59,5,0,0,17,0,4,72,144,216
SAN JUAN DE YAPACANI,atencion odontologica,consulta nueva,2016-01-01,54,58,9,20,4,10,1,34,5,4,0,17,0,21,73,164,237
SAN JULIAN,atencion odontologica,consulta nueva,2016-01-01,90,54,7,8,1,16,9,42,33,17,0,30,0,35,140,202,342
SAN LORENZO(PND),atencion odontologica,consulta nueva,2016-01-01,8,9,2,2,0,8,6,9,0,0,0,0,0,0,16,28,44
SAN LORENZO(TJA),atencion odontologica,consulta nueva,2016-01-01,24,14,84,107,47,72,75,225,11,14,0,2,0,1,241,435,676
SAN LUCAS,atencion odontologica,consulta nueva,2016-01-01,190,202,43,43,17,69,43,216,9,7,0,65,0,48,302,650,952
SAN MATIAS,atencion odontologica,consulta nueva,2016-01-01,0,1,1,0,0,0,1,0,0,0,0,2,0,0,2,3,5
SAN MIGUEL DE VELASCO,atencion odontologica,consulta nueva,2016-01-01,14,11,13,10,7,14,21,44,6,7,0,5,0,4,61,95,156
SAN PABLO DE LIPEZ,atencion odontologica,consulta nueva,2016-01-01,5,6,6,3,1,4,10,18,0,0,0,6,0,4,22,41,63
SAN PEDRO,atencion odontologica,consulta nueva,2016-01-01,23,30,23,33,23,32,15,94,12,22,0,21,0,16,96,248,344
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta nueva,2016-01-01,29,31,28,11,3,26,11,77,5,24,0,24,0,37,76,230,306
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta nueva,2016-01-01,4,7,2,6,2,14,6,18,4,15,0,3,0,8,18,71,89
SAN PEDRO DE QUEMES,atencion odontologica,consulta nueva,2016-01-01,3,1,3,6,1,0,0,12,8,2,0,0,0,2,15,23,38
SAN PEDRO DE TIQUINA,atencion odontologica,consulta nueva,2016-01-01,2,9,4,15,9,35,34,37,11,10,0,10,0,15,60,131,191
SAN RAFAEL,atencion odontologica,consulta nueva,2016-01-01,35,23,0,2,0,4,0,17,2,0,0,8,0,3,37,57,94
SAN RAMON BENI,atencion odontologica,consulta nueva,2016-01-01,0,0,2,1,3,1,0,3,0,0,0,0,0,0,5,5,10
SAN RAMON SCZ,atencion odontologica,consulta nueva,2016-01-01,13,15,15,25,10,15,5,5,1,1,0,6,0,5,44,72,116
SANTA ANA,atencion odontologica,consulta nueva,2016-01-01,36,7,130,156,39,202,51,119,18,5,0,15,0,9,274,513,787
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta nueva,2016-01-01,2573,2324,795,728,619,1371,1520,4041,930,662,0,1861,0,895,6437,11882,18319
SANTA ROSA,atencion odontologica,consulta nueva,2016-01-01,2,7,20,21,4,5,7,22,6,2,0,2,0,5,39,64,103
SANTA ROSA DEL SARA,atencion odontologica,consulta nueva,2016-01-01,19,21,14,21,11,28,19,47,10,13,0,19,0,25,73,174,247
SANTIAGO DE CALLAPA,atencion odontologica,consulta nueva,2016-01-01,0,0,2,0,0,1,0,2,2,0,0,0,0,0,4,3,7
SANTIAGO DE HUARI,atencion odontologica,consulta nueva,2016-01-01,72,77,59,102,11,13,31,81,41,52,0,7,0,10,214,342,556
SANTIAGO DE HUATA,atencion odontologica,consulta nueva,2016-01-01,51,28,7,15,10,14,19,69,58,25,0,6,0,27,145,184,329
SANTIAGO DE MACHACA,atencion odontologica,consulta nueva,2016-01-01,3,15,15,23,5,10,23,48,14,10,0,2,0,5,60,113,173
SANTIVAÑES,atencion odontologica,consulta nueva,2016-01-01,18,5,13,20,3,14,18,28,2,11,0,1,0,10,54,89,143
SANTUARIO DE QUILLACAS,atencion odontologica,consulta nueva,2016-01-01,15,16,4,3,1,2,5,10,9,3,0,5,0,3,34,42,76
SAPAHAQUI,atencion odontologica,consulta nueva,2016-01-01,51,44,13,22,2,29,26,83,38,8,0,30,0,13,130,229,359
SENA,atencion odontologica,consulta nueva,2016-01-01,60,44,24,32,5,17,12,42,0,5,0,22,0,4,101,166,267
SHINAOTA,atencion odontologica,consulta nueva,2016-01-01,72,58,27,26,6,47,9,76,9,11,0,16,0,67,123,301,424
SICA SICA (VILLA AROMA),atencion odontologica,consulta nueva,2016-01-01,11,9,10,6,9,16,14,32,10,11,0,6,0,4,54,84,138
SICAYA,atencion odontologica,consulta nueva,2016-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SIPE SIPE,atencion odontologica,consulta nueva,2016-01-01,171,160,104,138,39,63,53,225,17,65,0,43,0,86,384,780,1164
SOPACHUY,atencion odontologica,consulta nueva,2016-01-01,39,22,47,57,17,29,22,66,10,3,0,14,0,15,135,206,341
SORACACHI,atencion odontologica,consulta nueva,2016-01-01,33,64,67,78,7,26,13,39,16,20,0,3,0,12,136,242,378
SORATA,atencion odontologica,consulta nueva,2016-01-01,47,57,6,13,16,25,6,70,10,6,0,96,0,68,85,335,420
SUCRE,atencion odontologica,consulta nueva,2016-01-01,2143,2065,1126,1294,328,861,753,2724,267,137,0,938,0,626,4617,8645,13262
TACACOMA,atencion odontologica,consulta nueva,2016-01-01,7,2,3,15,16,3,10,17,3,3,0,1,0,1,39,42,81
TACOBAMBA,atencion odontologica,consulta nueva,2016-01-01,1,6,4,1,1,2,1,7,2,5,0,2,0,0,9,23,32
TACOPAYA,atencion odontologica,consulta nueva,2016-01-01,7,9,3,9,5,9,13,37,11,10,0,8,0,10,39,92,131
TAPACARI,atencion odontologica,consulta nueva,2016-01-01,50,54,20,17,19,55,27,107,47,25,0,42,0,52,163,352,515
TARABUCO,atencion odontologica,consulta nueva,2016-01-01,154,162,20,11,3,34,23,72,39,39,0,37,0,86,239,441,680
TARACO,atencion odontologica,consulta nueva,2016-01-01,28,19,5,10,8,10,3,18,32,12,0,4,0,0,76,73,149
TARATA,atencion odontologica,consulta nueva,2016-01-01,7,14,29,25,7,10,20,21,0,8,0,3,0,13,63,94,157
TARIJA,atencion odontologica,consulta nueva,2016-01-01,258,230,926,1158,494,1004,760,1719,74,58,0,35,0,2,2512,4206,6718
TARVITA,atencion odontologica,consulta nueva,2016-01-01,109,121,5,18,9,20,19,88,9,4,0,34,0,16,151,301,452
TEOPONTE,atencion odontologica,consulta nueva,2016-01-01,15,15,8,11,14,15,23,30,31,4,0,0,0,20,91,95,186
TIAWANACU,atencion odontologica,consulta nueva,2016-01-01,21,6,26,26,13,36,18,84,11,13,0,10,0,8,89,183,272
TINGUIPAYA,atencion odontologica,consulta nueva,2016-01-01,36,40,1,2,4,4,6,47,19,18,0,8,0,28,66,147,213
TIPUANI,atencion odontologica,consulta nueva,2016-01-01,37,37,21,11,7,13,19,23,14,2,0,3,0,8,98,97,195
TIQUIPAYA,atencion odontologica,consulta nueva,2016-01-01,684,540,180,191,21,148,58,400,23,47,0,123,0,274,966,1723,2689
TIRAQUE (CBBA),atencion odontologica,consulta nueva,2016-01-01,67,72,28,49,15,65,12,95,11,8,0,5,0,44,133,338,471
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consulta nueva,2016-01-01,3,0,0,0,1,1,1,3,0,0,0,0,0,1,5,5,10
TOCO,atencion odontologica,consulta nueva,2016-01-01,23,26,29,11,11,14,19,76,19,42,0,18,0,41,101,228,329
TODOS SANTOS,atencion odontologica,consulta nueva,2016-01-01,3,5,0,1,6,0,7,0,0,0,0,3,0,0,16,9,25
TOLATA,atencion odontologica,consulta nueva,2016-01-01,70,75,93,43,18,18,17,76,9,19,0,19,0,24,207,274,481
TOLEDO,atencion odontologica,consulta nueva,2016-01-01,3,2,3,2,0,1,11,7,1,1,0,2,0,0,18,15,33
TOMAVE,atencion odontologica,consulta nueva,2016-01-01,24,8,9,11,8,14,20,31,15,7,0,0,0,16,76,87,163
TOMINA,atencion odontologica,consulta nueva,2016-01-01,43,25,19,25,17,14,53,92,2,2,0,10,0,17,134,185,319
TORO TORO,atencion odontologica,consulta nueva,2016-01-01,13,4,3,6,0,9,25,49,5,12,0,35,0,10,46,125,171
TOTORA(CBBA),atencion odontologica,consulta nueva,2016-01-01,16,6,15,30,2,35,17,44,5,2,0,3,0,10,55,130,185
TOTORA(ORR),atencion odontologica,consulta nueva,2016-01-01,40,28,2,8,2,13,6,21,0,11,0,4,0,7,50,92,142
TRIGAL,atencion odontologica,consulta nueva,2016-01-01,37,20,21,24,3,15,7,21,13,7,0,1,0,4,81,92,173
TRINIDAD,atencion odontologica,consulta nueva,2016-01-01,92,82,318,350,113,139,193,413,23,13,0,45,0,23,739,1065,1804
TUPIZA,atencion odontologica,consulta nueva,2016-01-01,80,92,60,95,55,78,95,143,32,39,0,17,0,9,322,473,795
TURCO,atencion odontologica,consulta nueva,2016-01-01,9,5,8,6,6,4,19,39,3,6,0,6,0,6,45,72,117
UMALA,atencion odontologica,consulta nueva,2016-01-01,18,6,10,5,0,4,10,7,1,2,0,1,0,1,39,26,65
UNCIA,atencion odontologica,consulta nueva,2016-01-01,42,51,13,13,10,18,14,61,9,10,0,24,0,20,88,197,285
URIONDO (A. CONCEPCION),atencion odontologica,consulta nueva,2016-01-01,36,39,85,220,101,174,145,316,8,8,0,3,0,0,375,760,1135
URUBICHA,atencion odontologica,consulta nueva,2016-01-01,3,0,0,5,0,8,5,11,0,3,0,1,0,0,8,28,36
UYUNI,atencion odontologica,consulta nueva,2016-01-01,40,48,21,35,17,36,25,78,28,43,0,6,0,27,131,273,404
VACAS,atencion odontologica,consulta nueva,2016-01-01,20,5,14,28,3,37,22,73,3,14,0,37,0,2,62,196,258
VALLEGRANDE,atencion odontologica,consulta nueva,2016-01-01,143,164,62,67,27,78,45,169,29,20,0,47,0,69,306,614,920
VIACHA,atencion odontologica,consulta nueva,2016-01-01,439,349,105,83,39,79,44,165,36,54,0,12,0,33,663,775,1438
VILA VILA,atencion odontologica,consulta nueva,2016-01-01,4,12,15,22,0,2,2,3,9,8,0,0,0,0,30,47,77
VILLA CHARCAS,atencion odontologica,consulta nueva,2016-01-01,29,20,5,13,4,14,4,58,11,2,0,23,0,21,53,151,204
VILLA MONTES,atencion odontologica,consulta nueva,2016-01-01,37,35,208,247,139,285,221,461,16,5,0,31,0,6,621,1070,1691
VILLA NUEVA (LOMA ALTA),atencion odontologica,consulta nueva,2016-01-01,9,7,9,11,0,1,5,6,0,1,0,10,0,9,23,45,68
VILLA RIVERO,atencion odontologica,consulta nueva,2016-01-01,5,18,4,10,4,6,6,15,6,11,0,4,0,4,25,68,93
VILLA SERRANO,atencion odontologica,consulta nueva,2016-01-01,79,65,9,17,5,11,15,42,12,6,0,24,0,13,120,178,298
VILLA TUNARI,atencion odontologica,consulta nueva,2016-01-01,246,188,85,110,45,181,69,338,46,24,0,106,0,162,491,1109,1600
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta nueva,2016-01-01,48,55,34,38,37,37,14,68,5,6,0,27,0,21,138,252,390
VILLAZON,atencion odontologica,consulta nueva,2016-01-01,144,160,119,138,59,137,65,253,43,72,0,59,0,35,430,854,1284
VINTO,atencion odontologica,consulta nueva,2016-01-01,224,181,12,32,1,22,2,101,18,27,0,36,0,101,257,500,757
VITICHI,atencion odontologica,consulta nueva,2016-01-01,14,8,5,12,9,27,16,52,4,13,0,11,0,4,48,127,175
WALDO BALLIVIAN,atencion odontologica,consulta nueva,2016-01-01,6,8,14,17,14,15,9,41,0,10,0,1,0,5,43,97,140
WARNES,atencion odontologica,consulta nueva,2016-01-01,157,58,28,28,8,35,17,113,22,11,0,25,0,37,232,307,539
YACO,atencion odontologica,consulta nueva,2016-01-01,9,2,0,1,0,0,1,1,5,2,0,0,0,0,15,6,21
YACUIBA,atencion odontologica,consulta nueva,2016-01-01,36,59,360,382,190,408,261,644,38,28,0,13,0,0,885,1534,2419
YAMPARAEZ,atencion odontologica,consulta nueva,2016-01-01,77,99,12,10,5,46,22,71,15,19,0,32,0,17,131,294,425
YANACACHI,atencion odontologica,consulta nueva,2016-01-01,13,30,39,22,7,22,29,44,4,6,0,5,0,9,92,138,230
YAPACANI,atencion odontologica,consulta nueva,2016-01-01,271,322,45,66,14,86,35,213,71,35,0,109,0,140,436,971,1407
YOCALLA,atencion odontologica,consulta nueva,2016-01-01,2,2,5,10,6,6,7,20,9,4,0,1,0,7,29,50,79
YOTALA,atencion odontologica,consulta nueva,2016-01-01,56,58,26,24,10,30,18,82,2,9,0,37,0,15,112,255,367
YUNCHARA,atencion odontologica,consulta nueva,2016-01-01,10,11,40,46,8,39,19,102,3,9,0,4,0,5,80,216,296
ZUDAÑEZ,atencion odontologica,consulta nueva,2016-01-01,58,52,10,9,3,16,10,54,1,6,0,16,0,9,82,162,244
ACACIO,atencion odontologica,consulta nueva,2016-02-01,50,33,0,8,0,3,1,17,0,3,0,4,0,0,51,68,119
ACHACACHI,atencion odontologica,consulta nueva,2016-02-01,106,91,27,23,16,40,49,174,71,86,0,18,0,21,269,453,722
ACHOCALLA,atencion odontologica,consulta nueva,2016-02-01,36,60,14,13,1,12,3,40,4,4,0,11,0,21,58,161,219
AIQUILE,atencion odontologica,consulta nueva,2016-02-01,91,152,13,11,9,6,28,32,25,17,0,20,0,17,166,255,421
ALALAY,atencion odontologica,consulta nueva,2016-02-01,1,7,0,0,0,1,2,17,1,0,0,0,0,17,4,42,46
ALCALA,atencion odontologica,consulta nueva,2016-02-01,68,69,8,15,10,11,16,29,5,1,0,5,0,7,107,137,244
ALTO BENI,atencion odontologica,consulta nueva,2016-02-01,12,8,2,6,3,0,2,15,4,0,0,1,0,9,23,39,62
ANCORAIMES,atencion odontologica,consulta nueva,2016-02-01,23,29,5,10,5,13,14,41,26,20,0,9,0,15,73,137,210
ANDAMARCA,atencion odontologica,consulta nueva,2016-02-01,19,54,79,60,0,20,16,67,17,22,0,30,0,13,131,266,397
ANTEQUERA,atencion odontologica,consulta nueva,2016-02-01,1,4,2,1,0,3,10,11,0,1,0,0,0,3,13,23,36
ANZALDO,atencion odontologica,consulta nueva,2016-02-01,29,40,23,18,0,12,13,45,9,26,0,0,0,6,74,147,221
APOLO,atencion odontologica,consulta nueva,2016-02-01,14,20,4,3,0,4,1,16,1,1,0,6,0,5,20,55,75
ARAMPAMPA,atencion odontologica,consulta nueva,2016-02-01,46,37,0,2,0,1,8,19,23,32,0,5,0,6,77,102,179
ARANI,atencion odontologica,consulta nueva,2016-02-01,44,32,67,28,3,18,7,27,3,10,0,11,0,8,124,134,258
ARBIETO,atencion odontologica,consulta nueva,2016-02-01,67,57,7,13,6,25,23,61,25,42,0,24,0,33,128,255,383
ARQUE,atencion odontologica,consulta nueva,2016-02-01,14,13,2,8,6,7,21,69,2,4,0,6,0,28,45,135,180
ASCENCION DE GUARAYOS,atencion odontologica,consulta nueva,2016-02-01,43,33,0,2,1,1,5,16,9,20,0,33,0,18,58,123,181
ATOCHA,atencion odontologica,consulta nueva,2016-02-01,18,27,50,55,31,65,113,110,18,9,0,4,0,0,230,270,500
AUCAPATA,atencion odontologica,consulta nueva,2016-02-01,2,1,4,0,2,2,2,15,9,3,0,2,0,2,19,25,44
AYATA,atencion odontologica,consulta nueva,2016-02-01,15,18,3,1,9,6,17,34,22,9,0,4,0,7,66,79,145
AYO AYO,atencion odontologica,consulta nueva,2016-02-01,14,17,2,6,7,3,6,38,12,0,0,0,0,2,41,66,107
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta nueva,2016-02-01,70,60,46,51,21,51,94,118,23,21,0,24,0,66,254,391,645
AZURDUY,atencion odontologica,consulta nueva,2016-02-01,30,48,10,26,3,39,19,94,12,9,0,32,0,26,74,274,348
BATALLAS,atencion odontologica,consulta nueva,2016-02-01,43,31,11,10,6,6,13,34,14,11,0,4,0,12,87,108,195
BAURES,atencion odontologica,consulta nueva,2016-02-01,0,0,10,16,13,11,34,31,8,2,0,3,0,0,65,63,128
BELEN DE ANDAMARCA,atencion odontologica,consulta nueva,2016-02-01,18,12,5,0,1,3,1,29,3,3,0,21,0,4,28,72,100
BELEN DE URMIRI,atencion odontologica,consulta nueva,2016-02-01,2,2,0,3,3,1,1,1,2,3,0,2,0,0,8,12,20
BELLA FLOR,atencion odontologica,consulta nueva,2016-02-01,16,2,0,3,4,7,2,5,3,5,0,7,0,0,25,29,54
BERMEJO,atencion odontologica,consulta nueva,2016-02-01,53,39,133,153,102,185,198,332,39,37,0,41,0,9,525,796,1321
BETANZOS,atencion odontologica,consulta nueva,2016-02-01,22,36,23,25,17,42,53,106,27,28,0,17,0,33,142,287,429
BOLIVAR,atencion odontologica,consulta nueva,2016-02-01,44,38,24,9,10,9,11,45,17,2,0,2,0,10,106,115,221
BOYUIBE,atencion odontologica,consulta nueva,2016-02-01,6,3,1,3,1,1,2,13,2,1,0,2,0,0,12,23,35
BUENA VISTA,atencion odontologica,consulta nueva,2016-02-01,121,171,13,18,7,41,12,52,12,7,0,31,0,45,165,365,530
CABEZAS,atencion odontologica,consulta nueva,2016-02-01,79,79,10,16,14,23,24,64,17,23,0,38,0,21,144,264,408
CAIROMA,atencion odontologica,consulta nueva,2016-02-01,2,6,33,12,1,8,17,17,4,0,0,0,0,0,57,43,100
"CAIZA ""D""",atencion odontologica,consulta nueva,2016-02-01,34,50,18,17,17,14,17,80,13,17,0,12,0,17,99,207,306
CAJUATA,atencion odontologica,consulta nueva,2016-02-01,77,40,8,11,16,24,25,31,29,13,0,14,0,9,155,142,297
CALACOTO,atencion odontologica,consulta nueva,2016-02-01,3,11,13,6,1,6,3,4,7,2,0,0,0,6,27,35,62
CALAMARCA,atencion odontologica,consulta nueva,2016-02-01,36,17,6,21,19,31,20,94,11,4,0,36,0,30,92,233,325
CAMARGO,atencion odontologica,consulta nueva,2016-02-01,77,119,9,8,1,13,5,76,7,4,0,22,0,27,99,269,368
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta nueva,2016-02-01,30,21,4,4,2,6,0,20,9,0,0,6,0,6,45,63,108
CAMIRI,atencion odontologica,consulta nueva,2016-02-01,264,251,160,125,46,78,77,316,45,25,0,145,0,72,592,1012,1604
CAPINOTA,atencion odontologica,consulta nueva,2016-02-01,103,97,73,86,29,41,60,160,30,27,0,20,0,35,295,466,761
CAQUIAVIRI,atencion odontologica,consulta nueva,2016-02-01,22,19,12,23,15,31,10,20,11,11,0,9,0,6,70,119,189
CARACOLLO,atencion odontologica,consulta nueva,2016-02-01,65,25,66,62,27,37,32,75,11,35,0,4,0,19,201,257,458
CARANAVI,atencion odontologica,consulta nueva,2016-02-01,48,44,30,25,15,25,24,81,28,3,0,14,0,29,145,221,366
CARAPARI,atencion odontologica,consulta nueva,2016-02-01,12,10,62,76,56,74,82,199,16,4,0,0,0,14,228,377,605
CARIPUYO,atencion odontologica,consulta nueva,2016-02-01,11,26,32,17,4,16,12,21,11,10,0,9,0,4,70,103,173
CARMEN RIVERO TORREZ,atencion odontologica,consulta nueva,2016-02-01,196,250,2,3,15,16,17,131,11,19,0,101,0,46,241,566,807
CATACORA,atencion odontologica,consulta nueva,2016-02-01,1,3,0,0,0,12,4,11,2,0,0,5,0,2,7,33,40
CHALLAPATA,atencion odontologica,consulta nueva,2016-02-01,142,179,217,236,41,83,87,282,66,74,0,55,0,71,553,980,1533
CHAQUI,atencion odontologica,consulta nueva,2016-02-01,10,6,7,10,5,19,17,34,13,20,0,4,0,12,52,105,157
CHARAGUA,atencion odontologica,consulta nueva,2016-02-01,57,31,13,24,10,20,15,24,1,2,0,13,0,5,96,119,215
CHARAÑA,atencion odontologica,consulta nueva,2016-02-01,7,9,5,0,0,2,4,4,6,0,0,0,0,0,22,15,37
CHAYANTA,atencion odontologica,consulta nueva,2016-02-01,11,32,5,4,5,9,7,21,4,8,0,4,0,5,32,83,115
CHIMORE,atencion odontologica,consulta nueva,2016-02-01,91,76,23,27,15,55,22,78,2,6,0,19,0,53,153,314,467
CHIPAYA,atencion odontologica,consulta nueva,2016-02-01,1,0,1,6,2,0,1,5,4,1,0,2,0,0,9,14,23
CHOQUE COTA,atencion odontologica,consulta nueva,2016-02-01,2,2,12,1,2,7,9,22,7,8,0,5,0,0,32,45,77
CHUA COCANI,atencion odontologica,consulta nueva,2016-02-01,3,2,4,1,6,6,4,7,12,19,0,0,0,2,29,37,66
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta nueva,2016-02-01,99,108,58,85,0,43,18,81,24,10,0,15,0,39,199,381,580
CHUMA,atencion odontologica,consulta nueva,2016-02-01,59,71,29,21,34,59,82,162,83,58,0,13,0,17,287,401,688
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta nueva,2016-02-01,7,10,3,2,1,1,0,10,0,3,0,0,0,12,11,38,49
CKOCHAS,atencion odontologica,consulta nueva,2016-02-01,0,2,2,3,0,9,6,18,2,6,0,1,0,9,10,48,58
CLIZA,atencion odontologica,consulta nueva,2016-02-01,54,37,42,39,14,28,35,169,40,66,0,32,0,19,185,390,575
COBIJA,atencion odontologica,consulta nueva,2016-02-01,314,283,151,172,22,125,136,288,15,2,0,160,0,41,638,1071,1709
COCAPATA,atencion odontologica,consulta nueva,2016-02-01,124,163,7,3,5,25,13,90,37,35,0,47,0,56,186,419,605
COCHABAMBA,atencion odontologica,consulta nueva,2016-02-01,1768,1865,1577,1749,560,1154,1310,3341,643,494,0,747,0,584,5858,9934,15792
COIPASA,atencion odontologica,consulta nueva,2016-02-01,5,4,2,11,5,0,12,10,2,2,0,4,0,0,26,31,57
COLCAPIRHUA,atencion odontologica,consulta nueva,2016-02-01,242,176,16,36,0,21,10,190,63,33,0,57,0,123,331,636,967
"COLCHA ""K""",atencion odontologica,consulta nueva,2016-02-01,62,60,11,16,8,11,15,42,16,25,0,7,0,15,112,176,288
COLLANA,atencion odontologica,consulta nueva,2016-02-01,5,9,2,1,2,3,4,17,10,5,0,6,0,6,23,47,70
COLOMI,atencion odontologica,consulta nueva,2016-02-01,63,87,0,0,0,9,0,33,12,5,0,10,0,34,75,178,253
COLPA BELGICA,atencion odontologica,consulta nueva,2016-02-01,54,53,83,78,5,4,12,15,9,2,0,1,0,2,163,155,318
COLQUECHACA,atencion odontologica,consulta nueva,2016-02-01,72,69,20,20,19,28,46,85,30,40,0,31,0,27,187,300,487
COLQUENCHA,atencion odontologica,consulta nueva,2016-02-01,1,1,30,39,18,17,32,46,4,5,0,3,0,0,85,111,196
COLQUIRI,atencion odontologica,consulta nueva,2016-02-01,103,105,54,69,21,38,53,153,27,36,0,30,0,27,258,458,716
COMANCHE,atencion odontologica,consulta nueva,2016-02-01,0,0,0,0,0,0,2,8,0,1,0,0,0,0,2,9,11
COMARAPA,atencion odontologica,consulta nueva,2016-02-01,28,24,9,6,10,10,17,27,2,3,0,4,0,8,66,82,148
COMBAYA,atencion odontologica,consulta nueva,2016-02-01,1,2,2,2,1,3,3,9,11,12,0,0,0,2,18,30,48
CONCEPCION,atencion odontologica,consulta nueva,2016-02-01,17,10,19,18,8,11,29,43,6,3,0,10,0,0,79,95,174
COPACABANA,atencion odontologica,consulta nueva,2016-02-01,17,13,9,19,5,7,12,40,6,4,0,3,0,2,49,88,137
CORIPATA,atencion odontologica,consulta nueva,2016-02-01,76,58,36,37,11,16,37,54,11,6,0,0,0,13,171,184,355
CORO CORO,atencion odontologica,consulta nueva,2016-02-01,9,15,6,4,7,6,7,21,4,1,0,0,0,2,33,49,82
COROICO,atencion odontologica,consulta nueva,2016-02-01,15,16,14,15,19,19,50,58,16,11,0,12,0,5,114,136,250
CORQUE,atencion odontologica,consulta nueva,2016-02-01,8,2,3,5,6,6,12,17,7,6,0,0,0,1,36,37,73
COTAGAITA,atencion odontologica,consulta nueva,2016-02-01,23,17,39,49,18,47,109,179,36,43,0,21,0,9,225,365,590
COTOCA,atencion odontologica,consulta nueva,2016-02-01,514,535,24,13,2,57,11,373,87,82,0,176,0,20,638,1256,1894
CUATRO CAÑADAS,atencion odontologica,consulta nueva,2016-02-01,324,288,16,66,9,48,20,170,19,8,0,79,0,106,388,765,1153
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consulta nueva,2016-02-01,3,5,4,4,0,7,0,3,4,14,0,0,0,0,11,33,44
CUEVO,atencion odontologica,consulta nueva,2016-02-01,1,3,4,2,10,7,14,40,2,2,0,7,0,1,31,62,93
CULPINA,atencion odontologica,consulta nueva,2016-02-01,47,58,16,18,16,34,29,103,17,33,0,24,0,21,125,291,416
