,group,variable,month,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA EMB,EXODONCIA EMB,EXODONCIA POST,EXODONCIA POST,TOTALES,TOTALES,TOTALES
SAN JAVIER(STC),atencion odontologica,exodoncia,2016-01-01,0,0,4,6,0,1,1,5,2,2,0,0,0,0,7,14,21
SAN JOAQUIN,atencion odontologica,exodoncia,2016-01-01,0,0,4,3,0,4,0,8,2,0,0,0,0,0,6,15,21
SAN JOSE DE CHIQUITOS,atencion odontologica,exodoncia,2016-01-01,2,0,15,7,3,8,5,13,1,0,0,0,0,0,26,28,54
SAN JUAN DE YAPACANI,atencion odontologica,exodoncia,2016-01-01,1,0,5,8,2,2,1,14,5,0,0,0,0,0,14,24,38
SAN JULIAN,atencion odontologica,exodoncia,2016-01-01,1,0,2,0,0,0,1,0,0,0,0,0,0,0,4,0,4
SAN LORENZO(PND),atencion odontologica,exodoncia,2016-01-01,1,0,2,2,0,1,7,5,0,0,0,0,0,0,10,8,18
SAN LORENZO(TJA),atencion odontologica,exodoncia,2016-01-01,0,0,13,20,2,9,9,38,3,7,0,0,0,0,27,74,101
SAN LUCAS,atencion odontologica,exodoncia,2016-01-01,3,1,12,7,10,8,21,62,5,5,0,0,0,0,51,83,134
SAN MATIAS,atencion odontologica,exodoncia,2016-01-01,1,2,2,1,1,1,3,3,6,1,0,0,0,0,13,8,21
SAN MIGUEL DE VELASCO,atencion odontologica,exodoncia,2016-01-01,0,0,6,2,1,2,0,13,3,0,0,0,0,0,10,17,27
SAN PABLO DE LIPEZ,atencion odontologica,exodoncia,2016-01-01,0,0,1,2,0,3,3,6,0,0,0,0,0,0,4,11,15
SAN PEDRO,atencion odontologica,exodoncia,2016-01-01,2,0,7,12,3,3,2,22,4,17,0,0,0,0,18,54,72
SAN PEDRO DE BUENA VISTA,atencion odontologica,exodoncia,2016-01-01,0,0,4,2,1,5,3,11,2,16,0,0,0,0,10,34,44
SAN PEDRO DE CURAHUARA,atencion odontologica,exodoncia,2016-01-01,0,0,1,2,0,0,0,3,0,6,0,0,0,0,1,11,12
SAN PEDRO DE QUEMES,atencion odontologica,exodoncia,2016-01-01,0,0,0,2,1,0,0,2,2,1,0,0,0,0,3,5,8
SAN PEDRO DE TIQUINA,atencion odontologica,exodoncia,2016-01-01,0,0,2,5,5,16,17,18,5,2,0,0,0,0,29,41,70
SAN RAFAEL,atencion odontologica,exodoncia,2016-01-01,0,0,0,1,0,2,0,0,2,0,0,0,0,0,2,3,5
SAN RAMON BENI,atencion odontologica,exodoncia,2016-01-01,0,0,8,9,2,2,6,5,0,0,0,0,0,0,16,16,32
SAN RAMON SCZ,atencion odontologica,exodoncia,2016-01-01,0,0,1,1,1,1,1,1,0,0,0,0,0,0,3,3,6
SANTA ANA,atencion odontologica,exodoncia,2016-01-01,0,0,27,23,8,19,17,16,3,1,0,0,0,0,55,59,114
SANTA CRUZ DE LA SIERRA,atencion odontologica,exodoncia,2016-01-01,17,27,99,122,51,56,61,131,159,78,0,0,0,0,387,414,801
SANTA ROSA,atencion odontologica,exodoncia,2016-01-01,0,0,9,5,3,1,4,10,4,2,0,0,0,0,20,18,38
SANTA ROSA DEL SARA,atencion odontologica,exodoncia,2016-01-01,0,0,2,2,1,0,6,9,6,6,0,0,0,0,15,17,32
SANTIAGO DE CALLAPA,atencion odontologica,exodoncia,2016-01-01,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,4
SANTIAGO DE HUARI,atencion odontologica,exodoncia,2016-01-01,0,0,5,15,1,3,8,10,4,5,0,0,0,0,18,33,51
SANTIAGO DE HUATA,atencion odontologica,exodoncia,2016-01-01,0,0,1,3,2,7,6,18,10,6,0,0,0,0,19,34,53
SANTIAGO DE MACHACA,atencion odontologica,exodoncia,2016-01-01,0,0,7,10,5,2,6,16,7,10,0,0,0,0,25,38,63
SANTIVAÑES,atencion odontologica,exodoncia,2016-01-01,0,1,1,5,0,0,1,6,0,3,0,0,0,0,2,15,17
SANTUARIO DE QUILLACAS,atencion odontologica,exodoncia,2016-01-01,0,0,2,2,0,0,1,2,0,1,0,0,0,0,3,5,8
SAPAHAQUI,atencion odontologica,exodoncia,2016-01-01,0,0,2,3,0,6,7,14,6,3,0,0,0,0,15,26,41
SENA,atencion odontologica,exodoncia,2016-01-01,0,0,2,7,4,2,8,14,0,1,0,0,0,0,14,24,38
SHINAOTA,atencion odontologica,exodoncia,2016-01-01,3,0,6,2,0,5,0,7,2,1,0,0,0,0,11,15,26
SICA SICA (VILLA AROMA),atencion odontologica,exodoncia,2016-01-01,0,0,9,3,5,10,10,15,8,10,0,0,0,0,32,38,70
SICAYA,atencion odontologica,exodoncia,2016-01-01,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2,3
SIPE SIPE,atencion odontologica,exodoncia,2016-01-01,0,2,8,9,0,1,2,10,2,8,0,0,0,0,12,30,42
SOPACHUY,atencion odontologica,exodoncia,2016-01-01,0,0,5,11,2,1,2,18,8,0,0,0,0,0,17,30,47
SORACACHI,atencion odontologica,exodoncia,2016-01-01,0,0,21,15,2,5,4,12,2,3,0,0,0,0,29,35,64
SORATA,atencion odontologica,exodoncia,2016-01-01,6,0,2,4,4,3,6,10,7,5,0,0,0,0,25,22,47
SUCRE,atencion odontologica,exodoncia,2016-01-01,15,16,162,229,31,70,123,204,66,47,0,0,0,0,397,566,963
TACACOMA,atencion odontologica,exodoncia,2016-01-01,0,0,0,6,2,5,3,7,3,0,0,0,0,0,8,18,26
TACOBAMBA,atencion odontologica,exodoncia,2016-01-01,0,0,3,0,1,0,0,3,2,5,0,0,0,0,6,8,14
TACOPAYA,atencion odontologica,exodoncia,2016-01-01,0,0,1,7,0,3,2,6,1,4,0,0,0,0,4,20,24
TAPACARI,atencion odontologica,exodoncia,2016-01-01,0,0,4,3,2,7,6,17,23,13,0,0,0,0,35,40,75
TARABUCO,atencion odontologica,exodoncia,2016-01-01,0,0,1,0,0,0,4,19,5,0,0,0,0,0,10,19,29
TARACO,atencion odontologica,exodoncia,2016-01-01,1,0,4,2,7,3,2,6,9,2,0,0,0,0,23,13,36
TARATA,atencion odontologica,exodoncia,2016-01-01,1,0,6,5,0,2,2,8,0,4,0,0,0,0,9,19,28
TARIJA,atencion odontologica,exodoncia,2016-01-01,3,4,108,158,39,73,100,222,43,32,0,0,0,0,293,489,782
TARVITA,atencion odontologica,exodoncia,2016-01-01,0,0,1,3,3,2,7,34,6,3,0,0,0,0,17,42,59
TEOPONTE,atencion odontologica,exodoncia,2016-01-01,2,1,5,8,4,10,12,18,5,3,0,0,0,0,28,40,68
TIAWANACU,atencion odontologica,exodoncia,2016-01-01,1,0,15,6,6,6,8,18,6,9,0,0,0,0,36,39,75
TINGUIPAYA,atencion odontologica,exodoncia,2016-01-01,0,0,1,0,3,2,2,15,7,13,0,0,0,0,13,30,43
TIPUANI,atencion odontologica,exodoncia,2016-01-01,3,2,5,4,2,1,6,6,5,0,0,0,0,0,21,13,34
TIQUIPAYA,atencion odontologica,exodoncia,2016-01-01,3,0,46,31,5,12,15,24,10,5,0,0,0,0,79,72,151
TIRAQUE (CBBA),atencion odontologica,exodoncia,2016-01-01,0,0,6,6,1,5,3,8,5,2,0,0,0,0,15,21,36
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,exodoncia,2016-01-01,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,2,4
TOCO,atencion odontologica,exodoncia,2016-01-01,0,0,6,2,1,1,0,11,3,1,0,0,0,0,10,15,25
TOLATA,atencion odontologica,exodoncia,2016-01-01,0,0,0,0,0,1,2,9,3,0,0,0,0,0,5,10,15
TOLEDO,atencion odontologica,exodoncia,2016-01-01,0,0,3,0,0,0,1,3,0,1,0,0,0,0,4,4,8
TOMAVE,atencion odontologica,exodoncia,2016-01-01,0,1,7,2,4,4,8,13,12,4,0,0,0,0,31,24,55
TOMINA,atencion odontologica,exodoncia,2016-01-01,0,0,3,1,1,14,15,2,2,0,0,0,0,0,21,17,38
TORO TORO,atencion odontologica,exodoncia,2016-01-01,0,0,0,3,0,0,2,7,2,0,0,0,0,0,4,10,14
TOTORA(CBBA),atencion odontologica,exodoncia,2016-01-01,0,0,3,4,1,1,1,4,1,0,0,0,0,0,6,9,15
TRIGAL,atencion odontologica,exodoncia,2016-01-01,0,1,6,4,0,1,0,2,0,2,0,0,0,0,6,10,16
TRINIDAD,atencion odontologica,exodoncia,2016-01-01,3,6,64,55,17,35,45,95,14,3,0,0,0,0,143,194,337
TUPIZA,atencion odontologica,exodoncia,2016-01-01,4,4,30,24,15,20,20,38,6,12,0,0,0,0,75,98,173
TURCO,atencion odontologica,exodoncia,2016-01-01,0,0,3,2,1,2,3,7,2,2,0,0,0,0,9,13,22
UMALA,atencion odontologica,exodoncia,2016-01-01,0,0,6,1,0,0,2,3,0,0,0,0,0,0,8,4,12
UNCIA,atencion odontologica,exodoncia,2016-01-01,0,0,3,3,4,5,2,16,5,2,0,0,0,0,14,26,40
URIONDO (A. CONCEPCION),atencion odontologica,exodoncia,2016-01-01,0,6,22,24,5,8,28,44,2,4,0,0,0,0,57,86,143
URUBICHA,atencion odontologica,exodoncia,2016-01-01,0,0,6,4,4,3,2,14,1,2,0,0,0,0,13,23,36
UYUNI,atencion odontologica,exodoncia,2016-01-01,8,5,14,11,5,5,10,26,15,16,0,0,0,0,52,63,115
VACAS,atencion odontologica,exodoncia,2016-01-01,0,0,7,5,2,5,6,18,3,10,0,0,0,0,18,38,56
VALLEGRANDE,atencion odontologica,exodoncia,2016-01-01,0,1,8,10,0,3,7,24,11,6,0,0,0,0,26,44,70
VIACHA,atencion odontologica,exodoncia,2016-01-01,10,4,40,29,2,26,9,39,43,39,0,0,0,0,104,137,241
VILLA CHARCAS,atencion odontologica,exodoncia,2016-01-01,0,0,2,1,0,1,0,4,4,0,0,0,0,0,6,6,12
VILLA MONTES,atencion odontologica,exodoncia,2016-01-01,2,2,49,48,17,33,34,69,7,1,0,0,0,0,109,153,262
VILLA NUEVA (LOMA ALTA),atencion odontologica,exodoncia,2016-01-01,0,0,2,0,0,0,2,3,0,0,0,0,0,0,4,3,7
VILLA RIVERO,atencion odontologica,exodoncia,2016-01-01,0,0,3,2,1,1,0,3,0,6,0,0,0,0,4,12,16
VILLA SERRANO,atencion odontologica,exodoncia,2016-01-01,0,0,2,5,0,0,3,11,9,1,0,0,0,0,14,17,31
VILLA TUNARI,atencion odontologica,exodoncia,2016-01-01,2,0,22,15,5,10,10,34,12,4,0,0,0,0,51,63,114
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,exodoncia,2016-01-01,0,0,4,1,0,2,1,6,4,5,0,0,0,0,9,14,23
VILLAZON,atencion odontologica,exodoncia,2016-01-01,0,1,31,25,9,8,9,53,20,27,0,0,0,0,69,114,183
VINTO,atencion odontologica,exodoncia,2016-01-01,0,1,1,8,0,2,1,8,0,1,0,0,0,0,2,20,22
VITICHI,atencion odontologica,exodoncia,2016-01-01,0,0,4,8,1,9,9,22,0,4,0,0,0,0,14,43,57
WALDO BALLIVIAN,atencion odontologica,exodoncia,2016-01-01,0,0,6,11,5,6,6,22,0,9,0,0,0,0,17,48,65
WARNES,atencion odontologica,exodoncia,2016-01-01,2,1,5,15,1,6,4,26,11,6,0,0,0,0,23,54,77
YACO,atencion odontologica,exodoncia,2016-01-01,0,0,0,1,0,0,1,1,5,2,0,0,0,0,6,4,10
YACUIBA,atencion odontologica,exodoncia,2016-01-01,0,1,57,63,16,41,46,100,19,11,0,0,0,0,138,216,354
YAMPARAEZ,atencion odontologica,exodoncia,2016-01-01,0,0,1,2,1,6,5,5,3,1,0,0,0,0,10,14,24
YANACACHI,atencion odontologica,exodoncia,2016-01-01,0,1,5,1,0,1,2,6,1,1,0,0,0,0,8,10,18
YAPACANI,atencion odontologica,exodoncia,2016-01-01,0,0,5,8,0,8,7,31,15,7,0,0,0,0,27,54,81
YOCALLA,atencion odontologica,exodoncia,2016-01-01,0,0,3,5,0,1,4,7,8,6,0,0,0,0,15,19,34
YOTALA,atencion odontologica,exodoncia,2016-01-01,0,0,7,7,3,9,1,17,2,0,0,0,0,0,13,33,46
YUNCHARA,atencion odontologica,exodoncia,2016-01-01,0,0,19,16,2,7,5,27,2,2,0,0,0,0,28,52,80
ZUDAÑEZ,atencion odontologica,exodoncia,2016-01-01,0,0,2,1,1,1,0,7,2,4,0,0,0,0,5,13,18
ACACIO,atencion odontologica,exodoncia,2016-02-01,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,13,13
ACHACACHI,atencion odontologica,exodoncia,2016-02-01,1,1,10,9,3,13,15,32,32,50,0,0,0,0,61,105,166
ACHOCALLA,atencion odontologica,exodoncia,2016-02-01,0,1,8,10,1,5,2,16,3,2,0,0,0,0,14,34,48
AIQUILE,atencion odontologica,exodoncia,2016-02-01,1,1,2,4,1,0,1,1,6,2,0,0,0,0,11,8,19
ALCALA,atencion odontologica,exodoncia,2016-02-01,0,0,0,0,0,1,1,7,0,0,0,0,0,0,1,8,9
ALTO BENI,atencion odontologica,exodoncia,2016-02-01,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,2,4
ANCORAIMES,atencion odontologica,exodoncia,2016-02-01,0,1,3,5,5,5,7,14,20,6,0,0,0,0,35,31,66
ANDAMARCA,atencion odontologica,exodoncia,2016-02-01,0,0,12,11,0,1,1,3,1,0,0,0,0,0,14,15,29
ANTEQUERA,atencion odontologica,exodoncia,2016-02-01,0,0,0,1,0,0,5,4,0,0,0,0,0,0,5,5,10
ANZALDO,atencion odontologica,exodoncia,2016-02-01,0,0,0,2,0,1,1,10,1,3,0,0,0,0,2,16,18
APOLO,atencion odontologica,exodoncia,2016-02-01,0,2,0,3,0,1,1,7,1,0,0,0,0,0,2,13,15
ARAMPAMPA,atencion odontologica,exodoncia,2016-02-01,0,0,0,2,0,0,1,4,11,4,0,0,0,0,12,10,22
ARANI,atencion odontologica,exodoncia,2016-02-01,0,0,3,1,0,0,0,2,0,4,0,0,0,0,3,7,10
ARBIETO,atencion odontologica,exodoncia,2016-02-01,0,0,2,2,1,0,3,8,0,3,0,0,0,0,6,13,19
ARQUE,atencion odontologica,exodoncia,2016-02-01,0,0,1,2,0,0,2,5,0,0,0,0,0,0,3,7,10
ASCENCION DE GUARAYOS,atencion odontologica,exodoncia,2016-02-01,2,2,1,4,4,11,1,19,8,12,0,0,0,0,16,48,64
ATOCHA,atencion odontologica,exodoncia,2016-02-01,0,5,14,10,5,11,22,29,0,2,0,0,0,0,41,57,98
AUCAPATA,atencion odontologica,exodoncia,2016-02-01,0,0,4,0,2,1,1,4,8,3,0,0,0,0,15,8,23
AYATA,atencion odontologica,exodoncia,2016-02-01,0,0,2,1,3,4,11,20,12,4,0,0,0,0,28,29,57
AYO AYO,atencion odontologica,exodoncia,2016-02-01,0,0,0,0,1,0,1,10,4,0,0,0,0,0,6,10,16
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,exodoncia,2016-02-01,3,2,13,7,4,3,23,45,7,12,0,0,0,0,50,69,119
AZURDUY,atencion odontologica,exodoncia,2016-02-01,1,0,2,6,0,4,5,17,8,6,0,0,0,0,16,33,49
BATALLAS,atencion odontologica,exodoncia,2016-02-01,1,0,9,7,6,5,10,24,13,9,0,0,0,0,39,45,84
BAURES,atencion odontologica,exodoncia,2016-02-01,0,0,0,3,4,0,5,7,4,1,0,0,0,0,13,11,24
BELEN DE ANDAMARCA,atencion odontologica,exodoncia,2016-02-01,0,0,3,0,0,0,1,0,0,2,0,0,0,0,4,2,6
BELEN DE URMIRI,atencion odontologica,exodoncia,2016-02-01,0,0,0,3,0,1,1,0,2,2,0,0,0,0,3,6,9
BELLA FLOR,atencion odontologica,exodoncia,2016-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
BERMEJO,atencion odontologica,exodoncia,2016-02-01,0,0,24,35,19,30,41,64,26,37,0,0,0,0,110,166,276
BETANZOS,atencion odontologica,exodoncia,2016-02-01,0,1,6,7,1,12,18,32,23,16,0,0,0,0,48,68,116
BOLIVAR,atencion odontologica,exodoncia,2016-02-01,0,0,6,1,2,0,1,6,8,1,0,0,0,0,17,8,25
BOYUIBE,atencion odontologica,exodoncia,2016-02-01,0,0,1,1,0,0,0,2,1,0,0,0,0,0,2,3,5
BUENA VISTA,atencion odontologica,exodoncia,2016-02-01,0,0,2,9,0,2,3,9,8,2,0,0,0,0,13,22,35
CABEZAS,atencion odontologica,exodoncia,2016-02-01,0,0,2,9,7,9,15,24,11,6,0,0,0,0,35,48,83
CAIROMA,atencion odontologica,exodoncia,2016-02-01,0,1,5,5,2,5,7,10,1,0,0,0,0,0,15,21,36
"CAIZA ""D""",atencion odontologica,exodoncia,2016-02-01,0,0,2,0,0,1,2,10,1,2,0,0,0,0,5,13,18
CAJUATA,atencion odontologica,exodoncia,2016-02-01,2,1,5,3,9,4,12,6,1,2,0,0,0,0,29,16,45
CALACOTO,atencion odontologica,exodoncia,2016-02-01,1,0,0,0,1,0,1,2,3,1,0,0,0,0,6,3,9
CALAMARCA,atencion odontologica,exodoncia,2016-02-01,0,0,6,12,14,13,13,30,6,3,0,0,0,0,39,58,97
CAMARGO,atencion odontologica,exodoncia,2016-02-01,0,1,0,1,1,3,1,7,0,0,0,0,0,0,2,12,14
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,exodoncia,2016-02-01,0,0,1,1,1,0,0,0,9,0,0,0,0,0,11,1,12
CAMIRI,atencion odontologica,exodoncia,2016-02-01,4,7,8,26,8,15,16,63,17,11,0,0,0,0,53,122,175
CAPINOTA,atencion odontologica,exodoncia,2016-02-01,0,0,5,7,0,1,1,5,4,1,0,0,0,0,10,14,24
CAQUIAVIRI,atencion odontologica,exodoncia,2016-02-01,0,0,7,6,1,7,7,5,6,8,0,0,0,0,21,26,47
CARACOLLO,atencion odontologica,exodoncia,2016-02-01,1,2,21,20,7,4,8,31,3,11,0,0,0,0,40,68,108
CARANAVI,atencion odontologica,exodoncia,2016-02-01,1,1,11,4,6,8,6,26,12,3,0,0,0,0,36,42,78
CARAPARI,atencion odontologica,exodoncia,2016-02-01,0,1,11,15,3,5,10,44,9,0,0,0,0,0,33,65,98
CARIPUYO,atencion odontologica,exodoncia,2016-02-01,0,0,18,9,0,4,4,14,6,0,0,0,0,0,28,27,55
CARMEN RIVERO TORREZ,atencion odontologica,exodoncia,2016-02-01,0,1,4,5,16,15,4,13,6,5,0,0,0,0,30,39,69
CATACORA,atencion odontologica,exodoncia,2016-02-01,0,0,0,0,0,4,2,3,2,0,0,0,0,0,4,7,11
CHALLAPATA,atencion odontologica,exodoncia,2016-02-01,0,0,23,34,11,5,16,40,29,39,0,0,0,0,79,118,197
CHAQUI,atencion odontologica,exodoncia,2016-02-01,0,0,0,4,2,5,1,7,8,6,0,0,0,0,11,22,33
CHARAGUA,atencion odontologica,exodoncia,2016-02-01,0,0,17,20,15,27,38,48,4,4,0,0,0,0,74,99,173
CHARAÑA,atencion odontologica,exodoncia,2016-02-01,0,0,2,0,0,1,2,1,3,0,0,0,0,0,7,2,9
CHAYANTA,atencion odontologica,exodoncia,2016-02-01,0,0,2,0,3,2,5,8,0,5,0,0,0,0,10,15,25
CHIMORE,atencion odontologica,exodoncia,2016-02-01,1,1,1,5,0,1,3,3,0,3,0,0,0,0,5,13,18
CHIPAYA,atencion odontologica,exodoncia,2016-02-01,0,0,0,4,1,0,0,0,1,1,0,0,0,0,2,5,7
CHOQUE COTA,atencion odontologica,exodoncia,2016-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHUA COCANI,atencion odontologica,exodoncia,2016-02-01,0,0,2,2,1,1,0,5,6,12,0,0,0,0,9,20,29
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,exodoncia,2016-02-01,3,5,9,7,0,2,5,8,23,0,0,0,0,0,40,22,62
CHUMA,atencion odontologica,exodoncia,2016-02-01,1,0,9,8,9,22,32,60,46,37,0,0,0,0,97,127,224
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,exodoncia,2016-02-01,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,4,4
CKOCHAS,atencion odontologica,exodoncia,2016-02-01,0,0,1,0,0,1,4,6,0,2,0,0,0,0,5,9,14
CLIZA,atencion odontologica,exodoncia,2016-02-01,0,0,6,2,1,0,2,12,9,4,0,0,0,0,18,18,36
COBIJA,atencion odontologica,exodoncia,2016-02-01,3,6,9,12,2,4,16,16,6,1,0,0,0,0,36,39,75
COCAPATA,atencion odontologica,exodoncia,2016-02-01,2,0,2,1,1,2,7,27,11,19,0,0,0,0,23,49,72
COCHABAMBA,atencion odontologica,exodoncia,2016-02-01,6,7,159,142,48,52,103,135,69,52,0,0,0,0,385,388,773
COIPASA,atencion odontologica,exodoncia,2016-02-01,0,0,0,0,0,0,2,1,2,2,0,0,0,0,4,3,7
COLCAPIRHUA,atencion odontologica,exodoncia,2016-02-01,1,0,4,3,0,1,0,10,12,4,0,0,0,0,17,18,35
"COLCHA ""K""",atencion odontologica,exodoncia,2016-02-01,0,0,5,4,3,3,5,11,4,7,0,0,0,0,17,25,42
COLLANA,atencion odontologica,exodoncia,2016-02-01,0,0,1,1,2,1,3,8,10,1,0,0,0,0,16,11,27
COLOMI,atencion odontologica,exodoncia,2016-02-01,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,6,6
COLPA BELGICA,atencion odontologica,exodoncia,2016-02-01,0,0,2,3,1,1,0,0,4,2,0,0,0,0,7,6,13
COLQUECHACA,atencion odontologica,exodoncia,2016-02-01,0,0,8,15,6,9,11,25,25,28,0,0,0,0,50,77,127
COLQUENCHA,atencion odontologica,exodoncia,2016-02-01,0,0,12,7,13,6,10,16,6,6,0,0,0,0,41,35,76
COLQUIRI,atencion odontologica,exodoncia,2016-02-01,2,1,12,12,7,5,13,16,10,13,0,0,0,0,44,47,91
COMANCHE,atencion odontologica,exodoncia,2016-02-01,0,0,0,0,0,0,2,5,0,1,0,0,0,0,2,6,8
COMARAPA,atencion odontologica,exodoncia,2016-02-01,0,1,7,5,7,6,11,5,3,3,0,0,0,0,28,20,48
COMBAYA,atencion odontologica,exodoncia,2016-02-01,0,0,2,2,1,2,1,3,1,5,0,0,0,0,5,12,17
CONCEPCION,atencion odontologica,exodoncia,2016-02-01,1,1,9,6,3,5,7,16,2,3,0,0,0,0,22,31,53
COPACABANA,atencion odontologica,exodoncia,2016-02-01,1,1,4,3,2,3,3,20,2,4,0,0,0,0,12,31,43
CORIPATA,atencion odontologica,exodoncia,2016-02-01,7,3,6,13,3,7,13,14,10,4,0,0,0,0,39,41,80
CORO CORO,atencion odontologica,exodoncia,2016-02-01,0,0,4,4,0,3,5,2,3,1,0,0,0,0,12,10,22
COROICO,atencion odontologica,exodoncia,2016-02-01,1,0,2,3,4,2,12,6,5,5,0,0,0,0,24,16,40
CORQUE,atencion odontologica,exodoncia,2016-02-01,0,0,1,3,4,0,4,3,0,0,0,0,0,0,9,6,15
COTAGAITA,atencion odontologica,exodoncia,2016-02-01,0,0,16,9,2,3,13,20,15,14,0,0,0,0,46,46,92
COTOCA,atencion odontologica,exodoncia,2016-02-01,2,4,7,1,0,0,3,23,12,2,0,0,0,0,24,30,54
CUATRO CAÑADAS,atencion odontologica,exodoncia,2016-02-01,2,0,12,22,0,0,3,15,5,0,0,0,0,0,22,37,59
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,exodoncia,2016-02-01,0,0,3,2,0,1,0,0,4,12,0,0,0,0,7,15,22
CUEVO,atencion odontologica,exodoncia,2016-02-01,0,0,0,1,1,1,4,8,2,2,0,0,0,0,7,12,19
CULPINA,atencion odontologica,exodoncia,2016-02-01,0,0,6,6,2,7,8,12,10,21,0,0,0,0,26,46,72
CURAHUARA DE CARANGAS,atencion odontologica,exodoncia,2016-02-01,0,0,0,0,0,0,1,1,1,3,0,0,0,0,2,4,6
CURVA,atencion odontologica,exodoncia,2016-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
DESAGUADERO,atencion odontologica,exodoncia,2016-02-01,0,2,4,2,1,4,3,9,2,7,0,0,0,0,10,24,34
EL ALTO,atencion odontologica,exodoncia,2016-02-01,16,51,318,302,95,129,71,156,82,77,0,0,0,0,582,715,1297
EL CHORO,atencion odontologica,exodoncia,2016-02-01,0,0,0,3,0,0,3,4,0,7,0,0,0,0,3,14,17
EL PUENTE(STC),atencion odontologica,exodoncia,2016-02-01,0,0,3,3,0,1,1,9,6,1,0,0,0,0,10,14,24
EL PUENTE(TJA),atencion odontologica,exodoncia,2016-02-01,0,0,2,1,2,3,3,13,4,2,0,0,0,0,11,19,30
EL TORNO,atencion odontologica,exodoncia,2016-02-01,6,0,13,11,5,10,21,28,28,17,0,0,0,0,73,66,139
EL VILLAR,atencion odontologica,exodoncia,2016-02-01,0,0,2,4,0,1,4,11,0,3,0,0,0,0,6,19,25
ENTRE RIOS TRJ,atencion odontologica,exodoncia,2016-02-01,0,0,27,31,6,12,10,88,8,10,0,0,0,0,51,141,192
ENTRE RIOS CBBA,atencion odontologica,exodoncia,2016-02-01,1,0,1,0,0,1,0,5,0,0,0,0,0,0,2,6,8
ESCOMA,atencion odontologica,exodoncia,2016-02-01,0,4,15,16,3,4,7,6,9,13,0,0,0,0,34,43,77
EUCALIPTUS,atencion odontologica,exodoncia,2016-02-01,0,0,1,2,1,0,4,4,2,1,0,0,0,0,8,7,15
FERNANDEZ ALONSO,atencion odontologica,exodoncia,2016-02-01,0,0,11,5,1,0,1,4,2,3,0,0,0,0,15,12,27
FILADELFIA,atencion odontologica,exodoncia,2016-02-01,0,0,3,1,1,1,1,1,0,0,0,0,0,0,5,3,8
GENERAL SAAVEDRA,atencion odontologica,exodoncia,2016-02-01,1,0,2,4,1,2,0,6,3,2,0,0,0,0,7,14,21
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,exodoncia,2016-02-01,2,0,1,2,1,7,6,5,4,6,0,0,0,0,14,20,34
GUANAY,atencion odontologica,exodoncia,2016-02-01,0,0,0,4,9,12,12,13,3,4,0,0,0,0,24,33,57
GUAQUI,atencion odontologica,exodoncia,2016-02-01,0,0,3,9,5,7,13,24,24,23,0,0,0,0,45,63,108
GUAYARAMERIN,atencion odontologica,exodoncia,2016-02-01,6,7,8,18,6,9,12,17,9,0,0,0,0,0,41,51,92
GUTIERREZ,atencion odontologica,exodoncia,2016-02-01,2,4,5,7,4,6,25,35,4,1,0,0,0,0,40,53,93
HUACARETA,atencion odontologica,exodoncia,2016-02-01,0,0,0,0,0,4,0,0,2,0,0,0,0,0,2,4,6
HUACAYA (VILLA DE HUACAYA),atencion odontologica,exodoncia,2016-02-01,0,0,3,1,0,0,2,3,2,0,0,0,0,0,7,4,11
HUACHACALLA,atencion odontologica,exodoncia,2016-02-01,0,0,2,0,1,0,1,1,1,1,0,0,0,0,5,2,7
HUANUNI,atencion odontologica,exodoncia,2016-02-01,0,3,14,22,3,7,24,12,2,6,0,0,0,0,43,50,93
HUARACAJE,atencion odontologica,exodoncia,2016-02-01,0,0,4,2,1,1,5,3,0,0,0,0,0,0,10,6,16
HUARINA,atencion odontologica,exodoncia,2016-02-01,0,1,16,11,2,7,10,16,28,14,0,0,0,0,56,49,105
HUATAJATA,atencion odontologica,exodoncia,2016-02-01,0,0,0,1,2,1,1,5,3,6,0,0,0,0,6,13,19
