,group,variable,month,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA EMB,CONSULTA REPETIDA EMB,CONSULTA REPETIDA POST,CONSULTA REPETIDA POST,TOTALES,TOTALES,TOTALES
TARIJA,atencion odontologica,consulta repetida,2016-01-01,66,48,267,366,237,492,351,809,28,15,0,7,0,0,949,1737,2686
TARVITA,atencion odontologica,consulta repetida,2016-01-01,0,0,1,5,10,3,2,12,2,1,0,0,0,6,15,27,42
TEOPONTE,atencion odontologica,consulta repetida,2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
TIAWANACU,atencion odontologica,consulta repetida,2016-01-01,1,0,2,4,7,11,5,15,6,2,0,2,0,0,21,34,55
TINGUIPAYA,atencion odontologica,consulta repetida,2016-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
TIPUANI,atencion odontologica,consulta repetida,2016-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
TIQUIPAYA,atencion odontologica,consulta repetida,2016-01-01,68,33,13,18,6,17,13,48,2,2,0,5,0,25,102,148,250
TIRAQUE (CBBA),atencion odontologica,consulta repetida,2016-01-01,5,5,3,9,3,12,0,14,1,1,0,0,0,4,12,45,57
TOCO,atencion odontologica,consulta repetida,2016-01-01,13,19,0,0,0,3,0,1,0,3,0,0,0,9,13,35,48
TODOS SANTOS,atencion odontologica,consulta repetida,2016-01-01,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,2,4
TOLATA,atencion odontologica,consulta repetida,2016-01-01,5,5,0,1,0,2,0,4,0,1,0,0,0,2,5,15,20
TOMAVE,atencion odontologica,consulta repetida,2016-01-01,0,0,1,0,1,2,1,1,1,0,0,0,0,8,4,11,15
TOMINA,atencion odontologica,consulta repetida,2016-01-01,7,1,9,5,6,6,10,22,0,0,0,6,0,3,32,43,75
TORO TORO,atencion odontologica,consulta repetida,2016-01-01,1,0,0,0,0,1,3,4,2,0,0,2,0,2,6,9,15
TOTORA(CBBA),atencion odontologica,consulta repetida,2016-01-01,2,2,2,13,2,4,3,4,0,0,0,0,0,0,9,23,32
TRIGAL,atencion odontologica,consulta repetida,2016-01-01,4,0,0,1,1,5,5,8,0,0,0,2,0,2,10,18,28
TRINIDAD,atencion odontologica,consulta repetida,2016-01-01,3,2,21,25,16,27,26,46,5,4,0,2,0,0,71,106,177
TUPIZA,atencion odontologica,consulta repetida,2016-01-01,12,16,20,35,45,46,39,44,13,13,0,0,0,1,129,155,284
TURCO,atencion odontologica,consulta repetida,2016-01-01,5,0,0,1,1,0,8,8,0,0,0,2,0,1,14,12,26
UMALA,atencion odontologica,consulta repetida,2016-01-01,10,0,0,7,0,2,3,2,0,1,0,0,0,0,13,12,25
UNCIA,atencion odontologica,consulta repetida,2016-01-01,22,12,11,17,16,34,12,51,9,9,0,5,0,1,70,129,199
URIONDO (A. CONCEPCION),atencion odontologica,consulta repetida,2016-01-01,4,6,4,12,8,22,26,68,0,0,0,1,0,0,42,109,151
URUBICHA,atencion odontologica,consulta repetida,2016-01-01,0,0,0,6,0,5,0,3,0,0,0,0,0,0,0,14,14
UYUNI,atencion odontologica,consulta repetida,2016-01-01,0,0,1,0,0,0,2,1,0,0,0,0,0,1,3,2,5
VACAS,atencion odontologica,consulta repetida,2016-01-01,1,0,0,0,0,5,7,6,1,1,0,0,0,0,9,12,21
VALLEGRANDE,atencion odontologica,consulta repetida,2016-01-01,4,3,4,5,1,8,8,16,3,1,0,3,0,2,20,38,58
VIACHA,atencion odontologica,consulta repetida,2016-01-01,109,88,20,8,16,0,15,58,4,6,0,4,0,24,164,188,352
VILA VILA,atencion odontologica,consulta repetida,2016-01-01,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,3
VILLA CHARCAS,atencion odontologica,consulta repetida,2016-01-01,0,0,0,0,0,0,0,3,1,0,0,0,0,3,1,6,7
VILLA MONTES,atencion odontologica,consulta repetida,2016-01-01,0,1,13,21,13,35,23,29,1,0,0,1,0,0,50,87,137
VILLA RIVERO,atencion odontologica,consulta repetida,2016-01-01,0,0,0,1,1,9,3,1,0,1,0,0,0,1,4,13,17
VILLA TUNARI,atencion odontologica,consulta repetida,2016-01-01,20,42,11,21,0,25,17,33,11,4,0,1,0,6,59,132,191
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta repetida,2016-01-01,3,2,3,0,1,2,0,3,0,1,0,0,0,0,7,8,15
VILLAZON,atencion odontologica,consulta repetida,2016-01-01,40,36,29,52,32,60,14,89,5,21,0,13,0,11,120,282,402
VINTO,atencion odontologica,consulta repetida,2016-01-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
VITICHI,atencion odontologica,consulta repetida,2016-01-01,5,4,2,0,0,16,8,10,2,1,0,2,0,1,17,34,51
WALDO BALLIVIAN,atencion odontologica,consulta repetida,2016-01-01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2
WARNES,atencion odontologica,consulta repetida,2016-01-01,7,3,1,0,1,4,0,8,0,0,0,4,0,1,9,20,29
YACUIBA,atencion odontologica,consulta repetida,2016-01-01,8,12,55,75,19,87,60,111,5,2,0,1,0,0,147,288,435
YAMPARAEZ,atencion odontologica,consulta repetida,2016-01-01,20,21,4,13,2,13,4,23,1,2,0,9,0,18,31,99,130
YANACACHI,atencion odontologica,consulta repetida,2016-01-01,2,0,2,0,0,5,3,2,0,4,0,0,0,0,7,11,18
YAPACANI,atencion odontologica,consulta repetida,2016-01-01,12,2,0,13,4,25,9,13,3,1,0,3,0,3,28,60,88
YOCALLA,atencion odontologica,consulta repetida,2016-01-01,1,1,0,0,0,2,0,9,0,0,0,0,0,4,1,16,17
YOTALA,atencion odontologica,consulta repetida,2016-01-01,1,5,17,8,3,11,12,24,1,0,0,11,0,2,34,61,95
YUNCHARA,atencion odontologica,consulta repetida,2016-01-01,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,4
ZUDAÑEZ,atencion odontologica,consulta repetida,2016-01-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ACHACACHI,atencion odontologica,consulta repetida,2016-02-01,27,11,13,8,4,13,18,61,14,18,0,1,0,5,76,117,193
ACHOCALLA,atencion odontologica,consulta repetida,2016-02-01,3,6,0,0,0,0,0,5,0,1,0,1,0,2,3,15,18
AIQUILE,atencion odontologica,consulta repetida,2016-02-01,19,29,3,4,2,3,1,11,13,3,0,6,0,8,38,64,102
ALALAY,atencion odontologica,consulta repetida,2016-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ALCALA,atencion odontologica,consulta repetida,2016-02-01,0,0,0,6,1,10,5,9,0,0,0,0,0,1,6,26,32
ALTO BENI,atencion odontologica,consulta repetida,2016-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ANCORAIMES,atencion odontologica,consulta repetida,2016-02-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
ANDAMARCA,atencion odontologica,consulta repetida,2016-02-01,8,0,0,2,0,7,3,1,3,2,0,2,0,2,14,16,30
ANTEQUERA,atencion odontologica,consulta repetida,2016-02-01,0,4,1,2,0,0,3,4,0,0,0,0,0,2,4,12,16
ANZALDO,atencion odontologica,consulta repetida,2016-02-01,0,0,0,0,0,0,1,3,0,0,0,0,0,2,1,5,6
ARAMPAMPA,atencion odontologica,consulta repetida,2016-02-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
ARANI,atencion odontologica,consulta repetida,2016-02-01,4,13,7,8,0,0,3,3,0,0,0,1,0,0,14,25,39
ARBIETO,atencion odontologica,consulta repetida,2016-02-01,2,1,0,0,0,0,0,3,3,0,0,0,0,0,5,4,9
ARQUE,atencion odontologica,consulta repetida,2016-02-01,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,13,13
ASCENCION DE GUARAYOS,atencion odontologica,consulta repetida,2016-02-01,9,14,1,2,0,7,0,2,0,1,0,6,0,4,10,36,46
ATOCHA,atencion odontologica,consulta repetida,2016-02-01,10,16,46,46,31,67,96,147,17,17,0,0,0,0,200,293,493
AYATA,atencion odontologica,consulta repetida,2016-02-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,3
AYO AYO,atencion odontologica,consulta repetida,2016-02-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta repetida,2016-02-01,0,8,6,9,4,5,27,20,1,3,0,124,0,17,38,186,224
AZURDUY,atencion odontologica,consulta repetida,2016-02-01,0,0,0,3,0,11,2,23,0,0,0,1,0,6,2,44,46
BATALLAS,atencion odontologica,consulta repetida,2016-02-01,1,2,1,0,0,0,0,0,1,0,0,0,0,0,3,2,5
BAURES,atencion odontologica,consulta repetida,2016-02-01,0,0,0,0,6,1,7,5,1,0,0,0,0,0,14,6,20
BELEN DE ANDAMARCA,atencion odontologica,consulta repetida,2016-02-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
BERMEJO,atencion odontologica,consulta repetida,2016-02-01,8,1,34,59,38,81,91,133,13,28,0,4,0,0,184,306,490
BETANZOS,atencion odontologica,consulta repetida,2016-02-01,7,11,10,11,19,6,6,27,1,3,0,3,0,10,43,71,114
BOLIVAR,atencion odontologica,consulta repetida,2016-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BOYUIBE,atencion odontologica,consulta repetida,2016-02-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
BUENA VISTA,atencion odontologica,consulta repetida,2016-02-01,1,3,0,4,0,1,1,7,0,0,0,0,0,4,2,19,21
CABEZAS,atencion odontologica,consulta repetida,2016-02-01,0,0,2,5,1,13,7,10,0,0,0,1,0,0,10,29,39
CAIROMA,atencion odontologica,consulta repetida,2016-02-01,0,0,0,2,3,4,9,9,2,0,0,0,0,0,14,15,29
"CAIZA ""D""",atencion odontologica,consulta repetida,2016-02-01,0,1,1,2,1,4,0,14,0,1,0,0,0,0,2,22,24
CAJUATA,atencion odontologica,consulta repetida,2016-02-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2
CALAMARCA,atencion odontologica,consulta repetida,2016-02-01,2,1,2,3,2,5,5,14,0,1,0,0,0,4,11,28,39
CAMARGO,atencion odontologica,consulta repetida,2016-02-01,13,28,2,9,0,4,0,19,5,3,0,3,0,8,20,74,94
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta repetida,2016-02-01,0,0,0,1,1,2,1,2,0,0,0,2,0,0,2,7,9
CAMIRI,atencion odontologica,consulta repetida,2016-02-01,7,6,15,24,28,30,47,99,6,5,0,16,0,14,103,194,297
CAPINOTA,atencion odontologica,consulta repetida,2016-02-01,1,4,9,4,1,3,10,15,7,1,0,3,0,4,28,34,62
CAQUIAVIRI,atencion odontologica,consulta repetida,2016-02-01,0,0,1,0,3,4,0,9,0,0,0,4,0,0,4,17,21
CARACOLLO,atencion odontologica,consulta repetida,2016-02-01,21,4,14,5,4,13,7,20,4,8,0,2,0,7,50,59,109
CARANAVI,atencion odontologica,consulta repetida,2016-02-01,16,8,14,10,8,9,10,9,12,0,0,1,0,1,60,38,98
CARAPARI,atencion odontologica,consulta repetida,2016-02-01,0,2,5,4,8,6,7,26,0,1,0,0,0,1,20,40,60
CARIPUYO,atencion odontologica,consulta repetida,2016-02-01,0,0,0,4,1,1,0,2,0,0,0,1,0,0,1,8,9
CHALLAPATA,atencion odontologica,consulta repetida,2016-02-01,19,25,18,11,2,19,8,38,3,6,0,1,0,6,50,106,156
CHAQUI,atencion odontologica,consulta repetida,2016-02-01,2,0,2,5,1,3,3,8,12,3,0,0,0,3,20,22,42
CHARAGUA,atencion odontologica,consulta repetida,2016-02-01,0,2,2,1,1,1,0,0,0,0,0,1,0,0,3,5,8
CHAYANTA,atencion odontologica,consulta repetida,2016-02-01,1,11,2,7,0,1,1,7,0,3,0,0,0,1,4,30,34
CHIMORE,atencion odontologica,consulta repetida,2016-02-01,6,17,0,6,1,5,2,15,0,0,0,1,0,3,9,47,56
CHIPAYA,atencion odontologica,consulta repetida,2016-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CHOQUE COTA,atencion odontologica,consulta repetida,2016-02-01,0,0,1,9,0,1,1,0,4,0,0,0,0,0,6,10,16
CHUA COCANI,atencion odontologica,consulta repetida,2016-02-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta repetida,2016-02-01,0,0,0,0,0,5,0,16,1,0,0,3,0,11,1,35,36
CHUMA,atencion odontologica,consulta repetida,2016-02-01,2,0,1,0,1,4,1,14,0,1,0,0,0,5,5,24,29
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta repetida,2016-02-01,2,1,0,0,0,2,0,10,0,3,0,1,0,8,2,25,27
CKOCHAS,atencion odontologica,consulta repetida,2016-02-01,0,0,0,0,1,1,1,2,0,0,0,0,0,0,2,3,5
CLIZA,atencion odontologica,consulta repetida,2016-02-01,9,2,16,5,2,6,4,15,2,4,0,0,0,2,33,34,67
COBIJA,atencion odontologica,consulta repetida,2016-02-01,8,5,4,8,0,7,8,14,0,0,0,2,0,4,20,40,60
COCHABAMBA,atencion odontologica,consulta repetida,2016-02-01,435,372,553,512,191,316,842,1328,295,236,0,20,0,70,2316,2854,5170
COIPASA,atencion odontologica,consulta repetida,2016-02-01,1,0,1,0,0,0,0,6,0,0,0,0,0,0,2,6,8
COLCAPIRHUA,atencion odontologica,consulta repetida,2016-02-01,8,4,0,0,0,4,0,9,0,2,0,10,0,3,8,32,40
"COLCHA ""K""",atencion odontologica,consulta repetida,2016-02-01,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,3,4
COLLANA,atencion odontologica,consulta repetida,2016-02-01,0,0,0,1,1,1,0,2,2,0,0,2,0,0,3,6,9
COLOMI,atencion odontologica,consulta repetida,2016-02-01,5,4,0,0,0,0,0,0,0,2,0,0,0,0,5,6,11
COLQUECHACA,atencion odontologica,consulta repetida,2016-02-01,19,15,8,8,13,20,19,49,19,20,0,4,0,8,78,124,202
COLQUENCHA,atencion odontologica,consulta repetida,2016-02-01,0,0,3,0,0,3,3,3,0,0,0,0,0,0,6,6,12
COLQUIRI,atencion odontologica,consulta repetida,2016-02-01,4,6,13,23,7,15,26,44,3,0,0,0,0,0,53,88,141
COMARAPA,atencion odontologica,consulta repetida,2016-02-01,17,24,9,7,5,22,25,58,7,8,0,0,0,0,63,119,182
CONCEPCION,atencion odontologica,consulta repetida,2016-02-01,2,1,2,1,3,0,1,1,0,0,0,0,0,0,8,3,11
COPACABANA,atencion odontologica,consulta repetida,2016-02-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
CORO CORO,atencion odontologica,consulta repetida,2016-02-01,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3
COROICO,atencion odontologica,consulta repetida,2016-02-01,2,0,1,0,0,3,6,8,1,2,0,1,0,0,10,14,24
CORQUE,atencion odontologica,consulta repetida,2016-02-01,0,0,0,0,0,4,0,4,0,0,0,0,0,2,0,10,10
COTAGAITA,atencion odontologica,consulta repetida,2016-02-01,31,19,130,61,22,64,73,162,11,11,0,8,0,2,267,327,594
COTOCA,atencion odontologica,consulta repetida,2016-02-01,114,83,0,0,0,0,0,4,7,0,0,0,0,1,121,88,209
CUATRO CAÑADAS,atencion odontologica,consulta repetida,2016-02-01,84,82,5,0,0,9,1,42,6,0,0,14,0,20,96,167,263
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consulta repetida,2016-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CUEVO,atencion odontologica,consulta repetida,2016-02-01,0,0,1,0,0,4,3,16,0,3,0,0,0,1,4,24,28
CULPINA,atencion odontologica,consulta repetida,2016-02-01,0,5,8,1,4,3,12,10,1,7,0,1,0,6,25,33,58
CURAHUARA DE CARANGAS,atencion odontologica,consulta repetida,2016-02-01,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,1,3
EL ALTO,atencion odontologica,consulta repetida,2016-02-01,199,208,242,276,176,261,271,482,70,37,0,13,0,32,958,1309,2267
EL CHORO,atencion odontologica,consulta repetida,2016-02-01,1,0,0,1,0,0,1,1,1,0,0,0,0,0,3,2,5
EL PUENTE(STC),atencion odontologica,consulta repetida,2016-02-01,26,37,0,0,0,0,0,3,0,0,0,0,0,0,26,40,66
EL PUENTE(TJA),atencion odontologica,consulta repetida,2016-02-01,0,0,1,2,0,1,3,3,0,1,0,0,0,0,4,7,11
EL TORNO,atencion odontologica,consulta repetida,2016-02-01,31,14,8,9,11,18,5,24,6,4,0,9,0,8,61,86,147
EL VILLAR,atencion odontologica,consulta repetida,2016-02-01,1,0,0,2,0,2,3,6,1,1,0,3,0,0,5,14,19
ENTRE RIOS TRJ,atencion odontologica,consulta repetida,2016-02-01,4,0,2,0,5,8,9,12,0,1,0,3,0,0,20,24,44
ENTRE RIOS CBBA,atencion odontologica,consulta repetida,2016-02-01,10,15,2,0,0,0,4,6,0,0,0,0,0,4,16,25,41
EUCALIPTUS,atencion odontologica,consulta repetida,2016-02-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,3
FERNANDEZ ALONSO,atencion odontologica,consulta repetida,2016-02-01,0,0,2,0,2,2,0,5,7,0,0,3,0,0,11,10,21
FILADELFIA,atencion odontologica,consulta repetida,2016-02-01,0,1,0,0,0,0,0,4,0,0,0,8,0,0,0,13,13
GENERAL SAAVEDRA,atencion odontologica,consulta repetida,2016-02-01,9,5,1,1,0,5,1,6,2,0,0,1,0,1,13,19,32
GUANAY,atencion odontologica,consulta repetida,2016-02-01,0,2,2,3,3,2,4,2,1,0,0,0,0,0,10,9,19
GUAYARAMERIN,atencion odontologica,consulta repetida,2016-02-01,6,6,2,4,1,14,5,21,2,0,0,19,0,10,16,74,90
GUTIERREZ,atencion odontologica,consulta repetida,2016-02-01,2,2,0,2,3,5,7,9,0,1,0,1,0,3,12,23,35
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta repetida,2016-02-01,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,7
HUACHACALLA,atencion odontologica,consulta repetida,2016-02-01,0,0,2,2,0,3,1,4,8,0,0,0,0,0,11,9,20
HUANUNI,atencion odontologica,consulta repetida,2016-02-01,19,40,31,48,11,27,56,62,5,6,0,3,0,2,122,188,310
HUATAJATA,atencion odontologica,consulta repetida,2016-02-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
HUAYLLAMARCA,atencion odontologica,consulta repetida,2016-02-01,0,0,0,3,0,1,4,0,0,3,0,0,0,0,4,7,11
HUMANATA,atencion odontologica,consulta repetida,2016-02-01,9,6,2,0,0,1,1,0,5,3,0,0,0,0,17,10,27
ICLA,atencion odontologica,consulta repetida,2016-02-01,0,0,1,2,0,6,5,5,0,0,0,0,0,0,6,13,19
INCAHUASI,atencion odontologica,consulta repetida,2016-02-01,4,3,0,1,0,2,11,9,0,1,0,0,0,4,15,20,35
INQUISIVI,atencion odontologica,consulta repetida,2016-02-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta repetida,2016-02-01,8,0,1,1,0,2,0,11,0,0,0,1,0,1,9,16,25
IXIAMAS,atencion odontologica,consulta repetida,2016-02-01,29,12,2,2,0,2,2,7,0,0,0,2,0,2,33,27,60
JESUS DE MACHACA,atencion odontologica,consulta repetida,2016-02-01,3,2,1,1,7,5,3,4,0,0,0,0,0,0,14,12,26
LA ASUNTA,atencion odontologica,consulta repetida,2016-02-01,2,1,9,3,4,9,11,21,0,0,0,3,0,10,26,47,73
LA GUARDIA,atencion odontologica,consulta repetida,2016-02-01,41,35,0,1,2,7,1,8,0,1,0,0,0,10,44,62,106
LA PAZ,atencion odontologica,consulta repetida,2016-02-01,472,426,526,564,367,539,908,1621,280,264,0,72,0,81,2553,3567,6120
LAJA,atencion odontologica,consulta repetida,2016-02-01,0,3,2,0,1,11,6,12,2,2,0,1,0,7,11,36,47
LAS CARRERAS,atencion odontologica,consulta repetida,2016-02-01,5,0,3,2,1,1,4,21,0,0,0,0,0,1,13,25,38
LLALLAGUA,atencion odontologica,consulta repetida,2016-02-01,15,14,20,34,33,47,35,88,25,18,0,10,0,21,128,232,360
LLICA,atencion odontologica,consulta repetida,2016-02-01,0,0,1,2,0,0,2,6,5,0,0,0,0,0,8,8,16
MACHACAMARCA,atencion odontologica,consulta repetida,2016-02-01,11,0,4,18,0,4,5,8,6,9,0,0,0,1,26,40,66
MACHARETI,atencion odontologica,consulta repetida,2016-02-01,0,4,0,0,0,0,1,2,0,0,0,0,0,0,1,6,7
MAGDALENA,atencion odontologica,consulta repetida,2016-02-01,0,0,1,3,6,2,5,0,0,0,0,0,0,1,12,6,18
MAIRANA,atencion odontologica,consulta repetida,2016-02-01,5,12,2,3,0,7,3,6,0,2,0,3,0,5,10,38,48
MAPIRI,atencion odontologica,consulta repetida,2016-02-01,0,0,2,2,0,2,3,10,0,0,0,4,0,3,5,21,26
MECAPACA,atencion odontologica,consulta repetida,2016-02-01,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4
MINEROS,atencion odontologica,consulta repetida,2016-02-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MIZQUE,atencion odontologica,consulta repetida,2016-02-01,5,5,1,7,0,6,8,14,3,0,0,8,0,8,17,48,65
MOCOMOCO,atencion odontologica,consulta repetida,2016-02-01,0,0,0,0,3,1,1,4,0,0,0,0,0,0,4,5,9
MOJOCOYA,atencion odontologica,consulta repetida,2016-02-01,1,0,0,6,0,9,2,12,0,0,0,0,0,3,3,30,33
MONTEAGUDO,atencion odontologica,consulta repetida,2016-02-01,14,8,3,4,1,13,11,16,6,6,0,0,0,2,35,49,84
MONTERO,atencion odontologica,consulta repetida,2016-02-01,4,14,14,23,1,12,13,52,3,1,0,5,0,0,35,107,142
MORO MORO,atencion odontologica,consulta repetida,2016-02-01,0,0,0,2,0,0,2,7,0,1,0,0,0,0,2,10,12
MOROCHATA,atencion odontologica,consulta repetida,2016-02-01,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,4,4
OCURI,atencion odontologica,consulta repetida,2016-02-01,0,0,0,0,0,0,1,4,0,0,0,1,0,1,1,6,7
OKINAWA,atencion odontologica,consulta repetida,2016-02-01,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3
OMEREQUE,atencion odontologica,consulta repetida,2016-02-01,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3
ORURO,atencion odontologica,consulta repetida,2016-02-01,157,193,172,212,69,140,371,576,101,79,0,26,0,54,870,1280,2150
PADCAYA,atencion odontologica,consulta repetida,2016-02-01,0,1,2,11,3,4,6,33,0,7,0,0,0,0,11,56,67
PADILLA,atencion odontologica,consulta repetida,2016-02-01,20,10,3,10,6,13,16,36,0,0,0,6,0,4,45,79,124
PAILON,atencion odontologica,consulta repetida,2016-02-01,0,3,0,3,0,3,1,7,0,0,0,0,0,0,1,16,17
PALCA,atencion odontologica,consulta repetida,2016-02-01,11,14,7,8,0,6,3,5,0,2,0,4,0,1,21,40,61
PALOS BLANCOS,atencion odontologica,consulta repetida,2016-02-01,1,2,3,3,1,2,0,8,4,2,0,0,0,1,9,18,27
PAMPA AULLAGAS,atencion odontologica,consulta repetida,2016-02-01,4,0,1,0,0,0,3,8,0,0,0,4,0,0,8,12,20
PAMPA GRANDE,atencion odontologica,consulta repetida,2016-02-01,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
PAPEL PAMPA,atencion odontologica,consulta repetida,2016-02-01,0,0,0,0,0,3,0,3,0,1,0,0,0,4,0,11,11
PASORAPA,atencion odontologica,consulta repetida,2016-02-01,0,2,0,0,1,0,0,1,0,2,0,0,0,0,1,5,6
PATACAMAYA,atencion odontologica,consulta repetida,2016-02-01,72,60,19,9,1,1,2,24,2,0,0,0,0,0,96,94,190
PAZÑA,atencion odontologica,consulta repetida,2016-02-01,2,11,1,11,0,3,11,13,2,10,0,1,0,0,16,49,65
POCOATA,atencion odontologica,consulta repetida,2016-02-01,4,0,0,1,0,0,1,1,0,0,0,0,0,0,5,2,7
POCONA,atencion odontologica,consulta repetida,2016-02-01,0,0,1,1,0,0,2,1,0,0,0,1,0,0,3,3,6
POJO (CBBA),atencion odontologica,consulta repetida,2016-02-01,0,0,3,4,0,12,9,17,0,0,0,0,0,0,12,33,45
POOPO,atencion odontologica,consulta repetida,2016-02-01,2,4,3,13,0,4,10,20,7,11,0,7,0,2,22,61,83
PORCO,atencion odontologica,consulta repetida,2016-02-01,0,1,1,2,0,2,1,1,0,0,0,1,0,0,2,7,9
POROMA,atencion odontologica,consulta repetida,2016-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PORONGO,atencion odontologica,consulta repetida,2016-02-01,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,7
PORTACHUELO,atencion odontologica,consulta repetida,2016-02-01,1,0,0,0,1,0,0,2,0,0,0,0,0,0,2,2,4
PORVENIR,atencion odontologica,consulta repetida,2016-02-01,1,0,0,1,1,0,0,4,0,0,0,2,0,2,2,9,11
POSTRER VALLE,atencion odontologica,consulta repetida,2016-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POTOSI,atencion odontologica,consulta repetida,2016-02-01,346,259,201,177,265,444,495,784,61,38,0,39,0,80,1368,1821,3189
PRESTO,atencion odontologica,consulta repetida,2016-02-01,3,0,1,2,3,2,9,9,0,0,0,6,0,0,16,19,35
PUCARA,atencion odontologica,consulta repetida,2016-02-01,0,0,0,0,0,0,0,14,0,0,0,0,0,2,0,16,16
PUCARANI,atencion odontologica,consulta repetida,2016-02-01,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,3,4
PUERTO CARABUCO,atencion odontologica,consulta repetida,2016-02-01,0,7,12,4,6,9,23,25,12,10,0,0,0,0,53,55,108
PUERTO GONZALO MORENO,atencion odontologica,consulta repetida,2016-02-01,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,3
PUERTO QUIJARRO,atencion odontologica,consulta repetida,2016-02-01,7,2,0,0,0,0,0,3,0,0,0,2,0,1,7,8,15
PUERTO RICO,atencion odontologica,consulta repetida,2016-02-01,0,1,0,0,2,0,1,6,0,0,0,0,0,0,3,7,10
PUERTO SUAREZ,atencion odontologica,consulta repetida,2016-02-01,0,0,0,0,0,0,0,6,0,4,0,5,0,1,0,16,16
PUERTO VILLARROEL,atencion odontologica,consulta repetida,2016-02-01,42,56,13,4,8,10,8,24,10,1,0,5,0,17,81,117,198
PUNA,atencion odontologica,consulta repetida,2016-02-01,0,0,1,0,1,2,9,13,2,0,0,0,0,3,13,18,31
PUNATA,atencion odontologica,consulta repetida,2016-02-01,11,17,11,16,3,18,3,71,3,6,0,7,0,31,31,166,197
QUIABAYA,atencion odontologica,consulta repetida,2016-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
QUILLACOLLO,atencion odontologica,consulta repetida,2016-02-01,47,14,33,17,3,24,48,79,25,17,0,11,0,12,156,174,330
