,group,variable,month,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS POST,MEDIDAS PREVENTIVAS POST,TOTALES,TOTALES,TOTALES
SAMAIPATA,atencion odontologica,medidas preventivas,2016-01-01,4,19,0,0,0,0,0,0,0,0,0,0,0,0,4,19,23
SAN AGUSTIN,atencion odontologica,medidas preventivas,2016-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN ANDRES,atencion odontologica,medidas preventivas,2016-01-01,0,0,0,6,2,6,2,3,1,1,0,0,0,0,5,16,21
SAN ANDRES DE MACHACA,atencion odontologica,medidas preventivas,2016-01-01,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,3
SAN ANTONIO DE LOMERIO,atencion odontologica,medidas preventivas,2016-01-01,0,2,0,1,3,2,2,7,0,0,0,0,0,0,5,12,17
SAN BENITO,atencion odontologica,medidas preventivas,2016-01-01,35,20,8,22,1,8,2,35,4,4,0,0,0,0,50,89,139
SAN BORJA,atencion odontologica,medidas preventivas,2016-01-01,12,19,5,8,7,7,8,14,0,0,0,0,0,0,32,48,80
SAN BUENA VENTURA,atencion odontologica,medidas preventivas,2016-01-01,1,5,11,6,1,5,2,8,0,0,0,0,0,0,15,24,39
SAN CARLOS,atencion odontologica,medidas preventivas,2016-01-01,4,3,1,3,1,1,0,2,0,0,0,0,0,0,6,9,15
SAN IGNACIO,atencion odontologica,medidas preventivas,2016-01-01,14,7,17,25,15,17,11,28,4,3,0,0,0,0,61,80,141
SAN IGNACIO DE VELASCO,atencion odontologica,medidas preventivas,2016-01-01,18,7,8,10,7,13,0,13,0,1,0,0,0,0,33,44,77
SAN JAVIER(BNI),atencion odontologica,medidas preventivas,2016-01-01,1,2,5,7,2,1,6,1,0,0,0,0,0,0,14,11,25
SAN JAVIER(STC),atencion odontologica,medidas preventivas,2016-01-01,1,4,0,2,0,2,0,4,0,0,0,0,0,0,1,12,13
SAN JOAQUIN,atencion odontologica,medidas preventivas,2016-01-01,4,50,0,0,0,0,0,0,0,0,0,0,0,0,4,50,54
SAN JOSE DE CHIQUITOS,atencion odontologica,medidas preventivas,2016-01-01,1,3,8,4,0,1,0,0,0,0,0,0,0,0,9,8,17
SAN JUAN DE YAPACANI,atencion odontologica,medidas preventivas,2016-01-01,27,14,1,0,0,0,0,6,1,1,0,0,0,0,29,21,50
SAN JULIAN,atencion odontologica,medidas preventivas,2016-01-01,83,53,9,2,0,8,1,6,0,3,0,0,0,0,93,72,165
SAN LORENZO(PND),atencion odontologica,medidas preventivas,2016-01-01,9,13,0,0,0,5,0,1,0,0,0,0,0,0,9,19,28
SAN LORENZO(TJA),atencion odontologica,medidas preventivas,2016-01-01,8,2,20,17,11,10,3,14,0,2,0,0,0,0,42,45,87
SAN LUCAS,atencion odontologica,medidas preventivas,2016-01-01,161,178,2,3,0,14,0,42,0,0,0,0,0,0,163,237,400
SAN MATIAS,atencion odontologica,medidas preventivas,2016-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN MIGUEL DE VELASCO,atencion odontologica,medidas preventivas,2016-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN PABLO DE LIPEZ,atencion odontologica,medidas preventivas,2016-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO,atencion odontologica,medidas preventivas,2016-01-01,9,10,7,9,2,3,5,9,0,0,0,0,0,0,23,31,54
SAN PEDRO DE BUENA VISTA,atencion odontologica,medidas preventivas,2016-01-01,7,13,9,0,0,1,0,6,1,3,0,0,0,0,17,23,40
SAN PEDRO DE CURAHUARA,atencion odontologica,medidas preventivas,2016-01-01,4,2,0,1,0,1,0,0,0,2,0,0,0,0,4,6,10
SAN PEDRO DE QUEMES,atencion odontologica,medidas preventivas,2016-01-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAN PEDRO DE TIQUINA,atencion odontologica,medidas preventivas,2016-01-01,0,3,0,2,0,1,0,3,1,1,0,0,0,0,1,10,11
SAN RAFAEL,atencion odontologica,medidas preventivas,2016-01-01,60,45,0,3,0,5,1,15,1,0,0,0,0,0,62,68,130
SAN RAMON SCZ,atencion odontologica,medidas preventivas,2016-01-01,13,15,0,0,0,0,0,0,0,0,0,0,0,0,13,15,28
SANTA ANA,atencion odontologica,medidas preventivas,2016-01-01,15,5,48,61,13,120,24,84,11,5,0,0,0,0,111,275,386
SANTA CRUZ DE LA SIERRA,atencion odontologica,medidas preventivas,2016-01-01,1640,1601,332,338,261,412,440,1201,78,74,0,0,0,0,2751,3626,6377
SANTA ROSA,atencion odontologica,medidas preventivas,2016-01-01,4,7,3,4,0,1,0,0,0,0,0,0,0,0,7,12,19
SANTA ROSA DEL SARA,atencion odontologica,medidas preventivas,2016-01-01,22,8,1,12,0,10,0,6,2,4,0,0,0,0,25,40,65
SANTIAGO DE HUARI,atencion odontologica,medidas preventivas,2016-01-01,10,22,10,7,0,2,0,1,2,6,0,0,0,0,22,38,60
SANTIAGO DE HUATA,atencion odontologica,medidas preventivas,2016-01-01,19,11,1,1,0,0,0,3,0,0,0,0,0,0,20,15,35
SANTIAGO DE MACHACA,atencion odontologica,medidas preventivas,2016-01-01,1,0,1,0,0,0,0,1,1,0,0,0,0,0,3,1,4
SANTIVAÑES,atencion odontologica,medidas preventivas,2016-01-01,0,0,4,0,1,0,0,3,0,0,0,0,0,0,5,3,8
SANTUARIO DE QUILLACAS,atencion odontologica,medidas preventivas,2016-01-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAPAHAQUI,atencion odontologica,medidas preventivas,2016-01-01,33,19,3,4,0,12,8,22,8,3,0,0,0,0,52,60,112
SENA,atencion odontologica,medidas preventivas,2016-01-01,7,4,0,3,0,4,0,3,0,0,0,0,0,0,7,14,21
SHINAOTA,atencion odontologica,medidas preventivas,2016-01-01,23,18,6,5,2,16,1,2,2,3,0,0,0,0,34,44,78
SICA SICA (VILLA AROMA),atencion odontologica,medidas preventivas,2016-01-01,1,3,0,1,1,1,2,1,0,0,0,0,0,0,4,6,10
SICAYA,atencion odontologica,medidas preventivas,2016-01-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
SIPE SIPE,atencion odontologica,medidas preventivas,2016-01-01,59,47,37,47,7,10,0,18,4,8,0,0,0,0,107,130,237
SOPACHUY,atencion odontologica,medidas preventivas,2016-01-01,19,15,12,24,3,9,0,6,0,0,0,0,0,0,34,54,88
SORACACHI,atencion odontologica,medidas preventivas,2016-01-01,8,31,18,21,1,4,0,2,2,0,0,0,0,0,29,58,87
SORATA,atencion odontologica,medidas preventivas,2016-01-01,16,21,1,1,0,5,0,6,0,0,0,0,0,0,17,33,50
SUCRE,atencion odontologica,medidas preventivas,2016-01-01,604,602,202,233,19,104,45,365,2,4,0,0,0,0,872,1308,2180
TACACOMA,atencion odontologica,medidas preventivas,2016-01-01,0,1,1,3,1,2,4,2,0,0,0,0,0,0,6,8,14
TACOBAMBA,atencion odontologica,medidas preventivas,2016-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TACOPAYA,atencion odontologica,medidas preventivas,2016-01-01,3,2,0,0,0,0,3,10,0,0,0,0,0,0,6,12,18
TAPACARI,atencion odontologica,medidas preventivas,2016-01-01,20,29,6,4,11,10,6,20,1,5,0,0,0,0,44,68,112
TARABUCO,atencion odontologica,medidas preventivas,2016-01-01,31,40,0,2,0,4,0,7,0,0,0,0,0,0,31,53,84
TARACO,atencion odontologica,medidas preventivas,2016-01-01,16,13,0,0,0,0,0,0,0,0,0,0,0,0,16,13,29
TARATA,atencion odontologica,medidas preventivas,2016-01-01,4,8,15,19,5,12,11,29,2,10,0,0,0,0,37,78,115
TARIJA,atencion odontologica,medidas preventivas,2016-01-01,73,44,290,335,135,207,210,383,11,15,0,0,0,0,719,984,1703
TARVITA,atencion odontologica,medidas preventivas,2016-01-01,67,61,0,1,0,9,0,11,0,0,0,0,0,0,67,82,149
TEOPONTE,atencion odontologica,medidas preventivas,2016-01-01,11,14,2,1,1,3,3,8,0,0,0,0,0,0,17,26,43
TIAWANACU,atencion odontologica,medidas preventivas,2016-01-01,16,5,0,0,0,1,0,1,0,0,0,0,0,0,16,7,23
TINGUIPAYA,atencion odontologica,medidas preventivas,2016-01-01,6,2,0,0,0,1,0,6,0,0,0,0,0,0,6,9,15
TIPUANI,atencion odontologica,medidas preventivas,2016-01-01,15,13,2,0,0,1,2,1,0,0,0,0,0,0,19,15,34
TIQUIPAYA,atencion odontologica,medidas preventivas,2016-01-01,239,210,59,64,6,36,12,79,7,10,0,0,0,0,323,399,722
TIRAQUE (CBBA),atencion odontologica,medidas preventivas,2016-01-01,20,20,0,0,0,14,0,3,0,0,0,0,0,0,20,37,57
TOCO,atencion odontologica,medidas preventivas,2016-01-01,3,7,8,2,2,3,7,14,3,6,0,0,0,0,23,32,55
TODOS SANTOS,atencion odontologica,medidas preventivas,2016-01-01,2,4,0,1,1,0,0,0,0,0,0,0,0,0,3,5,8
TOLATA,atencion odontologica,medidas preventivas,2016-01-01,31,29,47,14,13,7,8,34,3,4,0,0,0,0,102,88,190
TOLEDO,atencion odontologica,medidas preventivas,2016-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TOMAVE,atencion odontologica,medidas preventivas,2016-01-01,13,6,0,0,0,0,0,0,0,0,0,0,0,0,13,6,19
TOMINA,atencion odontologica,medidas preventivas,2016-01-01,12,5,1,4,0,0,0,1,0,0,0,0,0,0,13,10,23
TORO TORO,atencion odontologica,medidas preventivas,2016-01-01,4,4,2,2,0,0,0,0,4,0,0,0,0,0,10,6,16
TOTORA(CBBA),atencion odontologica,medidas preventivas,2016-01-01,2,0,0,1,0,1,0,3,0,0,0,0,0,0,2,5,7
TOTORA(ORR),atencion odontologica,medidas preventivas,2016-01-01,15,3,0,4,0,1,0,6,0,0,0,0,0,0,15,14,29
TRIGAL,atencion odontologica,medidas preventivas,2016-01-01,14,9,5,9,0,2,0,1,1,0,0,0,0,0,20,21,41
TRINIDAD,atencion odontologica,medidas preventivas,2016-01-01,31,27,99,123,29,36,19,49,4,1,0,0,0,0,182,236,418
TUPIZA,atencion odontologica,medidas preventivas,2016-01-01,72,83,28,43,25,38,27,33,9,22,0,0,0,0,161,219,380
TURCO,atencion odontologica,medidas preventivas,2016-01-01,5,1,2,2,0,0,0,0,0,0,0,0,0,0,7,3,10
UMALA,atencion odontologica,medidas preventivas,2016-01-01,12,2,2,4,0,0,1,0,0,0,0,0,0,0,15,6,21
UNCIA,atencion odontologica,medidas preventivas,2016-01-01,61,52,40,30,23,38,12,55,8,6,0,0,0,0,144,181,325
URIONDO (A. CONCEPCION),atencion odontologica,medidas preventivas,2016-01-01,13,6,18,48,8,44,5,22,0,0,0,0,0,0,44,120,164
URUBICHA,atencion odontologica,medidas preventivas,2016-01-01,0,2,0,0,0,1,0,1,1,0,0,0,0,0,1,4,5
UYUNI,atencion odontologica,medidas preventivas,2016-01-01,7,16,1,5,0,7,2,7,1,3,0,0,0,0,11,38,49
VACAS,atencion odontologica,medidas preventivas,2016-01-01,1,0,0,0,0,2,0,5,0,0,0,0,0,0,1,7,8
VALLEGRANDE,atencion odontologica,medidas preventivas,2016-01-01,76,85,38,62,25,29,38,72,10,7,0,0,0,0,187,255,442
VIACHA,atencion odontologica,medidas preventivas,2016-01-01,66,64,9,7,2,1,3,0,0,0,0,0,0,0,80,72,152
VILA VILA,atencion odontologica,medidas preventivas,2016-01-01,3,1,11,13,0,0,0,0,0,0,0,0,0,0,14,14,28
VILLA CHARCAS,atencion odontologica,medidas preventivas,2016-01-01,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
VILLA MONTES,atencion odontologica,medidas preventivas,2016-01-01,13,11,26,54,19,59,33,50,1,0,0,0,0,0,92,174,266
VILLA NUEVA (LOMA ALTA),atencion odontologica,medidas preventivas,2016-01-01,9,6,5,8,0,5,0,0,0,0,0,0,0,0,14,19,33
VILLA RIVERO,atencion odontologica,medidas preventivas,2016-01-01,1,11,0,7,0,1,0,1,0,0,0,0,0,0,1,20,21
VILLA SERRANO,atencion odontologica,medidas preventivas,2016-01-01,39,33,0,0,0,0,0,0,0,0,0,0,0,0,39,33,72
VILLA TUNARI,atencion odontologica,medidas preventivas,2016-01-01,76,97,55,88,23,53,44,105,18,7,0,0,0,0,216,350,566
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,medidas preventivas,2016-01-01,16,11,8,16,19,6,1,9,0,1,0,0,0,0,44,43,87
VILLAZON,atencion odontologica,medidas preventivas,2016-01-01,76,54,9,13,4,12,12,21,7,9,0,0,0,0,108,109,217
VINTO,atencion odontologica,medidas preventivas,2016-01-01,110,94,33,22,1,14,2,17,0,1,0,0,0,0,146,148,294
VITICHI,atencion odontologica,medidas preventivas,2016-01-01,1,0,0,0,7,2,0,1,0,1,0,0,0,0,8,4,12
WALDO BALLIVIAN,atencion odontologica,medidas preventivas,2016-01-01,2,3,0,0,0,0,0,1,0,0,0,0,0,0,2,4,6
WARNES,atencion odontologica,medidas preventivas,2016-01-01,83,25,6,7,1,7,2,13,4,1,0,0,0,0,96,53,149
YACO,atencion odontologica,medidas preventivas,2016-01-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
YACUIBA,atencion odontologica,medidas preventivas,2016-01-01,14,37,217,212,66,95,51,126,4,3,0,0,0,0,352,473,825
YAMPARAEZ,atencion odontologica,medidas preventivas,2016-01-01,41,44,0,0,0,1,0,1,0,1,0,0,0,0,41,47,88
YANACACHI,atencion odontologica,medidas preventivas,2016-01-01,0,4,3,0,0,0,1,0,0,1,0,0,0,0,4,5,9
YAPACANI,atencion odontologica,medidas preventivas,2016-01-01,85,124,11,12,1,10,2,12,5,2,0,0,0,0,104,160,264
YOTALA,atencion odontologica,medidas preventivas,2016-01-01,29,26,1,2,0,5,3,15,0,0,0,0,0,0,33,48,81
YUNCHARA,atencion odontologica,medidas preventivas,2016-01-01,5,4,4,4,0,5,1,7,0,0,0,0,0,0,10,20,30
ZUDAÑEZ,atencion odontologica,medidas preventivas,2016-01-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
ACACIO,atencion odontologica,medidas preventivas,2016-02-01,28,18,0,0,0,0,1,3,0,0,0,0,0,0,29,21,50
ACHACACHI,atencion odontologica,medidas preventivas,2016-02-01,17,17,0,4,0,0,1,2,2,4,0,0,0,0,20,27,47
ACHOCALLA,atencion odontologica,medidas preventivas,2016-02-01,18,16,1,2,1,7,1,16,1,2,0,0,0,0,22,43,65
AIQUILE,atencion odontologica,medidas preventivas,2016-02-01,43,86,5,2,7,6,10,20,6,4,0,0,0,0,71,118,189
ALALAY,atencion odontologica,medidas preventivas,2016-02-01,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,5,6
ALCALA,atencion odontologica,medidas preventivas,2016-02-01,44,50,0,3,0,1,0,3,0,0,0,0,0,0,44,57,101
ALTO BENI,atencion odontologica,medidas preventivas,2016-02-01,7,6,1,3,0,0,1,1,0,0,0,0,0,0,9,10,19
ANCORAIMES,atencion odontologica,medidas preventivas,2016-02-01,19,26,0,2,0,0,0,0,0,0,0,0,0,0,19,28,47
ANDAMARCA,atencion odontologica,medidas preventivas,2016-02-01,6,23,9,14,0,1,1,3,6,8,0,0,0,0,22,49,71
ANTEQUERA,atencion odontologica,medidas preventivas,2016-02-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
ANZALDO,atencion odontologica,medidas preventivas,2016-02-01,10,13,5,5,0,0,1,4,3,4,0,0,0,0,19,26,45
APOLO,atencion odontologica,medidas preventivas,2016-02-01,1,2,4,0,0,1,0,0,0,0,0,0,0,0,5,3,8
ARAMPAMPA,atencion odontologica,medidas preventivas,2016-02-01,35,23,0,0,0,0,0,7,7,15,0,0,0,0,42,45,87
ARANI,atencion odontologica,medidas preventivas,2016-02-01,17,16,50,22,2,12,4,9,1,4,0,0,0,0,74,63,137
ARBIETO,atencion odontologica,medidas preventivas,2016-02-01,15,17,0,1,0,2,1,5,2,1,0,0,0,0,18,26,44
ARQUE,atencion odontologica,medidas preventivas,2016-02-01,7,1,2,3,1,2,2,15,0,1,0,0,0,0,12,22,34
ASCENCION DE GUARAYOS,atencion odontologica,medidas preventivas,2016-02-01,55,44,1,2,2,9,3,9,0,0,0,0,0,0,61,64,125
ATOCHA,atencion odontologica,medidas preventivas,2016-02-01,5,12,25,29,9,23,55,43,6,7,0,0,0,0,100,114,214
AUCAPATA,atencion odontologica,medidas preventivas,2016-02-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
AYATA,atencion odontologica,medidas preventivas,2016-02-01,10,17,0,0,2,0,0,4,8,3,0,0,0,0,20,24,44
AYO AYO,atencion odontologica,medidas preventivas,2016-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,medidas preventivas,2016-02-01,31,36,25,30,22,44,70,61,3,1,0,0,0,0,151,172,323
AZURDUY,atencion odontologica,medidas preventivas,2016-02-01,20,28,1,7,0,0,0,0,0,0,0,0,0,0,21,35,56
BATALLAS,atencion odontologica,medidas preventivas,2016-02-01,25,19,0,0,0,0,0,0,0,0,0,0,0,0,25,19,44
BAURES,atencion odontologica,medidas preventivas,2016-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
BELEN DE ANDAMARCA,atencion odontologica,medidas preventivas,2016-02-01,15,5,0,0,0,1,0,12,1,0,0,0,0,0,16,18,34
BELLA FLOR,atencion odontologica,medidas preventivas,2016-02-01,9,0,0,3,1,5,0,1,0,0,0,0,0,0,10,9,19
BERMEJO,atencion odontologica,medidas preventivas,2016-02-01,19,16,76,49,23,38,35,43,3,0,0,0,0,0,156,146,302
BETANZOS,atencion odontologica,medidas preventivas,2016-02-01,5,10,0,0,0,4,1,6,0,0,0,0,0,0,6,20,26
BOLIVAR,atencion odontologica,medidas preventivas,2016-02-01,10,7,7,3,0,0,0,0,0,0,0,0,0,0,17,10,27
BUENA VISTA,atencion odontologica,medidas preventivas,2016-02-01,93,130,0,0,0,7,0,0,0,0,0,0,0,0,93,137,230
CABEZAS,atencion odontologica,medidas preventivas,2016-02-01,87,69,0,0,0,2,0,21,0,0,0,0,0,0,87,92,179
CAIROMA,atencion odontologica,medidas preventivas,2016-02-01,6,4,21,6,0,6,10,11,3,0,0,0,0,0,40,27,67
"CAIZA ""D""",atencion odontologica,medidas preventivas,2016-02-01,8,17,0,0,0,0,0,0,0,0,0,0,0,0,8,17,25
CAJUATA,atencion odontologica,medidas preventivas,2016-02-01,21,6,0,0,3,1,1,1,1,0,0,0,0,0,26,8,34
CALACOTO,atencion odontologica,medidas preventivas,2016-02-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
CALAMARCA,atencion odontologica,medidas preventivas,2016-02-01,8,2,0,2,0,2,0,11,0,0,0,0,0,0,8,17,25
CAMARGO,atencion odontologica,medidas preventivas,2016-02-01,8,34,0,0,0,0,1,3,0,0,0,0,0,0,9,37,46
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,medidas preventivas,2016-02-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,3
CAMIRI,atencion odontologica,medidas preventivas,2016-02-01,171,141,5,13,4,19,9,32,2,0,0,0,0,0,191,205,396
CAPINOTA,atencion odontologica,medidas preventivas,2016-02-01,69,50,69,76,30,42,56,130,2,8,0,0,0,0,226,306,532
CAQUIAVIRI,atencion odontologica,medidas preventivas,2016-02-01,17,17,1,8,3,2,0,4,1,2,0,0,0,0,22,33,55
CARACOLLO,atencion odontologica,medidas preventivas,2016-02-01,6,11,16,8,19,13,7,9,5,4,0,0,0,0,53,45,98
CARANAVI,atencion odontologica,medidas preventivas,2016-02-01,38,30,14,28,15,16,15,15,1,1,0,0,0,0,83,90,173
CARAPARI,atencion odontologica,medidas preventivas,2016-02-01,7,1,14,18,5,14,4,6,1,0,0,0,0,0,31,39,70
CARIPUYO,atencion odontologica,medidas preventivas,2016-02-01,9,15,2,3,0,1,0,1,0,0,0,0,0,0,11,20,31
CARMEN RIVERO TORREZ,atencion odontologica,medidas preventivas,2016-02-01,137,155,0,0,0,0,0,19,0,0,0,0,0,0,137,174,311
CATACORA,atencion odontologica,medidas preventivas,2016-02-01,1,2,0,0,0,1,0,3,0,0,0,0,0,0,1,6,7
CHALLAPATA,atencion odontologica,medidas preventivas,2016-02-01,40,58,69,62,2,10,93,47,7,3,0,0,0,0,211,180,391
CHAQUI,atencion odontologica,medidas preventivas,2016-02-01,8,1,1,2,1,4,0,1,1,3,0,0,0,0,11,11,22
CHARAGUA,atencion odontologica,medidas preventivas,2016-02-01,39,22,1,6,2,1,1,2,0,0,0,0,0,0,43,31,74
CHARAÑA,atencion odontologica,medidas preventivas,2016-02-01,6,9,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15
CHAYANTA,atencion odontologica,medidas preventivas,2016-02-01,0,9,2,0,0,0,0,2,0,0,0,0,0,0,2,11,13
CHIMORE,atencion odontologica,medidas preventivas,2016-02-01,62,38,9,8,4,7,0,2,0,1,0,0,0,0,75,56,131
CHIPAYA,atencion odontologica,medidas preventivas,2016-02-01,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,3
CHOQUE COTA,atencion odontologica,medidas preventivas,2016-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHUA COCANI,atencion odontologica,medidas preventivas,2016-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,medidas preventivas,2016-02-01,50,71,34,98,0,10,1,4,1,1,0,0,0,0,86,184,270
CHUMA,atencion odontologica,medidas preventivas,2016-02-01,21,30,5,5,6,8,7,14,10,6,0,0,0,0,49,63,112
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,medidas preventivas,2016-02-01,0,3,0,0,0,1,0,8,0,3,0,0,0,0,0,15,15
CLIZA,atencion odontologica,medidas preventivas,2016-02-01,20,15,15,9,0,3,0,21,2,0,0,0,0,0,37,48,85
COBIJA,atencion odontologica,medidas preventivas,2016-02-01,198,179,58,58,0,23,6,49,0,0,0,0,0,0,262,309,571
COCAPATA,atencion odontologica,medidas preventivas,2016-02-01,67,77,0,0,0,8,0,25,13,10,0,0,0,0,80,120,200
COCHABAMBA,atencion odontologica,medidas preventivas,2016-02-01,1240,1330,1354,1578,518,877,1241,2472,653,414,0,0,0,0,5006,6671,11677
COIPASA,atencion odontologica,medidas preventivas,2016-02-01,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2,3,5
COLCAPIRHUA,atencion odontologica,medidas preventivas,2016-02-01,67,41,10,16,0,5,4,24,12,8,0,0,0,0,93,94,187
"COLCHA ""K""",atencion odontologica,medidas preventivas,2016-02-01,22,27,3,0,1,6,1,4,0,3,0,0,0,0,27,40,67
COLLANA,atencion odontologica,medidas preventivas,2016-02-01,5,7,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
COLOMI,atencion odontologica,medidas preventivas,2016-02-01,53,56,0,0,0,2,0,5,2,1,0,0,0,0,55,64,119
COLPA BELGICA,atencion odontologica,medidas preventivas,2016-02-01,102,98,126,134,2,2,0,0,5,2,0,0,0,0,235,236,471
COLQUECHACA,atencion odontologica,medidas preventivas,2016-02-01,31,23,6,0,2,4,2,5,2,6,0,0,0,0,43,38,81
COLQUENCHA,atencion odontologica,medidas preventivas,2016-02-01,0,0,2,7,3,0,0,0,0,0,0,0,0,0,5,7,12
COLQUIRI,atencion odontologica,medidas preventivas,2016-02-01,58,67,18,43,3,12,19,38,4,2,0,0,0,0,102,162,264
COMARAPA,atencion odontologica,medidas preventivas,2016-02-01,21,17,1,2,0,3,1,10,0,1,0,0,0,0,23,33,56
COMBAYA,atencion odontologica,medidas preventivas,2016-02-01,1,2,0,0,0,0,0,0,3,3,0,0,0,0,4,5,9
CONCEPCION,atencion odontologica,medidas preventivas,2016-02-01,9,5,0,1,1,0,0,2,0,0,0,0,0,0,10,8,18
COPACABANA,atencion odontologica,medidas preventivas,2016-02-01,6,1,0,4,0,1,1,0,0,0,0,0,0,0,7,6,13
CORIPATA,atencion odontologica,medidas preventivas,2016-02-01,39,44,6,4,0,0,1,3,0,0,0,0,0,0,46,51,97
CORO CORO,atencion odontologica,medidas preventivas,2016-02-01,6,7,0,0,0,0,0,2,0,0,0,0,0,0,6,9,15
CORQUE,atencion odontologica,medidas preventivas,2016-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COTAGAITA,atencion odontologica,medidas preventivas,2016-02-01,16,17,40,64,5,5,23,34,2,1,0,0,0,0,86,121,207
COTOCA,atencion odontologica,medidas preventivas,2016-02-01,208,237,0,0,0,7,0,15,6,6,0,0,0,0,214,265,479
CUATRO CAÑADAS,atencion odontologica,medidas preventivas,2016-02-01,150,199,4,14,0,7,0,10,0,2,0,0,0,0,154,232,386
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,medidas preventivas,2016-02-01,1,0,0,0,0,1,0,1,0,2,0,0,0,0,1,4,5
CUEVO,atencion odontologica,medidas preventivas,2016-02-01,1,4,0,0,0,0,0,9,0,0,0,0,0,0,1,13,14
CULPINA,atencion odontologica,medidas preventivas,2016-02-01,17,15,0,0,0,0,0,2,0,0,0,0,0,0,17,17,34
CURAHUARA DE CARANGAS,atencion odontologica,medidas preventivas,2016-02-01,10,5,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15
CURVA,atencion odontologica,medidas preventivas,2016-02-01,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
EL ALTO,atencion odontologica,medidas preventivas,2016-02-01,1055,897,580,694,359,434,257,463,70,37,0,0,0,0,2321,2525,4846
EL CHORO,atencion odontologica,medidas preventivas,2016-02-01,24,19,0,3,3,10,1,6,2,6,0,0,0,0,30,44,74
EL PUENTE(STC),atencion odontologica,medidas preventivas,2016-02-01,9,29,2,0,0,6,0,9,0,0,0,0,0,0,11,44,55
EL PUENTE(TJA),atencion odontologica,medidas preventivas,2016-02-01,6,0,5,8,0,7,0,3,1,0,0,0,0,0,12,18,30
EL TORNO,atencion odontologica,medidas preventivas,2016-02-01,278,278,178,138,3,12,7,56,2,3,0,0,0,0,468,487,955
EL VILLAR,atencion odontologica,medidas preventivas,2016-02-01,17,17,0,4,0,0,0,0,0,0,0,0,0,0,17,21,38
ENTRE RIOS TRJ,atencion odontologica,medidas preventivas,2016-02-01,14,6,29,40,10,12,3,15,2,2,0,0,0,0,58,75,133
ENTRE RIOS CBBA,atencion odontologica,medidas preventivas,2016-02-01,28,20,0,1,0,4,0,1,0,0,0,0,0,0,28,26,54
ESCOMA,atencion odontologica,medidas preventivas,2016-02-01,2,3,2,12,0,4,0,3,0,0,0,0,0,0,4,22,26
EUCALIPTUS,atencion odontologica,medidas preventivas,2016-02-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
