,group,variable,month,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES EMB,RESTAURACIONES EMB,RESTAURACIONES POST,RESTAURACIONES POST,TOTALES,TOTALES,TOTALES
SAN ANTONIO DE ESMORUCO,atencion odontologica,restauraciones,2016-01-01,0,0,0,0,0,0,0,4,2,0,0,0,0,0,2,4,6
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2016-01-01,0,1,1,1,2,4,4,9,0,0,0,0,0,0,7,15,22
SAN BENITO,atencion odontologica,restauraciones,2016-01-01,22,41,1,4,1,5,0,19,0,1,0,0,0,0,24,70,94
SAN BORJA,atencion odontologica,restauraciones,2016-01-01,12,7,11,13,11,19,19,52,8,6,0,0,0,0,61,97,158
SAN BUENA VENTURA,atencion odontologica,restauraciones,2016-01-01,18,5,3,0,2,3,1,13,0,6,0,0,0,0,24,27,51
SAN CARLOS,atencion odontologica,restauraciones,2016-01-01,11,14,8,8,7,8,5,16,4,1,0,0,0,0,35,47,82
SAN IGNACIO,atencion odontologica,restauraciones,2016-01-01,60,56,106,106,25,73,58,108,21,12,0,0,0,0,270,355,625
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2016-01-01,9,9,3,9,8,12,5,10,6,11,0,0,0,0,31,51,82
SAN JAVIER(BNI),atencion odontologica,restauraciones,2016-01-01,4,4,6,8,2,1,7,0,0,0,0,0,0,0,19,13,32
SAN JAVIER(STC),atencion odontologica,restauraciones,2016-01-01,15,1,0,11,0,15,2,5,0,0,0,0,0,0,17,32,49
SAN JOAQUIN,atencion odontologica,restauraciones,2016-01-01,0,0,0,0,7,0,0,7,9,0,0,0,0,0,16,7,23
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2016-01-01,16,17,7,7,4,4,6,45,0,0,0,0,0,0,33,73,106
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2016-01-01,18,19,4,12,2,5,0,38,0,0,0,0,0,0,24,74,98
SAN JULIAN,atencion odontologica,restauraciones,2016-01-01,60,38,2,1,0,9,9,39,20,3,0,0,0,0,91,90,181
SAN LORENZO(PND),atencion odontologica,restauraciones,2016-01-01,1,0,0,0,0,1,0,4,0,0,0,0,0,0,1,5,6
SAN LORENZO(TJA),atencion odontologica,restauraciones,2016-01-01,10,6,22,34,28,34,34,97,2,3,0,0,0,0,96,174,270
SAN LUCAS,atencion odontologica,restauraciones,2016-01-01,33,23,9,11,12,32,15,60,0,0,0,0,0,0,69,126,195
SAN MATIAS,atencion odontologica,restauraciones,2016-01-01,14,12,7,0,0,27,11,3,11,0,0,0,0,0,43,42,85
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2016-01-01,5,3,7,3,4,4,13,17,2,7,0,0,0,0,31,34,65
SAN PABLO DE LIPEZ,atencion odontologica,restauraciones,2016-01-01,0,0,2,1,0,0,2,4,0,0,0,0,0,0,4,5,9
SAN PEDRO,atencion odontologica,restauraciones,2016-01-01,8,15,8,7,13,21,6,49,3,3,0,0,0,0,38,95,133
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2016-01-01,14,15,10,3,0,16,4,43,2,0,0,0,0,0,30,77,107
SAN PEDRO DE CURAHUARA,atencion odontologica,restauraciones,2016-01-01,0,4,1,1,1,10,3,8,2,5,0,0,0,0,7,28,35
SAN PEDRO DE QUEMES,atencion odontologica,restauraciones,2016-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2016-01-01,0,4,0,0,4,14,6,9,0,2,0,0,0,0,10,29,39
SAN RAFAEL,atencion odontologica,restauraciones,2016-01-01,2,1,0,0,0,1,0,10,0,0,0,0,0,0,2,12,14
SAN RAMON BENI,atencion odontologica,restauraciones,2016-01-01,1,0,0,3,3,3,2,15,0,0,0,0,0,0,6,21,27
SAN RAMON SCZ,atencion odontologica,restauraciones,2016-01-01,15,15,6,5,5,5,5,5,0,0,0,0,0,0,31,30,61
SANTA ANA,atencion odontologica,restauraciones,2016-01-01,8,0,40,56,26,71,40,62,9,2,0,0,0,0,123,191,314
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2016-01-01,755,701,258,300,212,501,632,1929,314,210,0,0,0,0,2171,3641,5812
SANTA ROSA,atencion odontologica,restauraciones,2016-01-01,2,3,3,6,0,1,0,4,1,0,0,0,0,0,6,14,20
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2016-01-01,3,8,3,6,10,20,7,40,1,0,0,0,0,0,24,74,98
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2016-01-01,18,39,16,33,2,6,10,40,7,11,0,0,0,0,53,129,182
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2016-01-01,14,5,0,7,5,3,6,20,28,4,0,0,0,0,53,39,92
SANTIAGO DE MACHACA,atencion odontologica,restauraciones,2016-01-01,2,11,6,12,0,7,15,19,2,0,0,0,0,0,25,49,74
SANTIVAÑES,atencion odontologica,restauraciones,2016-01-01,17,4,6,3,0,6,7,11,0,3,0,0,0,0,30,27,57
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2016-01-01,12,12,0,1,1,3,4,10,4,5,0,0,0,0,21,31,52
SAPAHAQUI,atencion odontologica,restauraciones,2016-01-01,3,6,1,5,0,4,1,8,4,0,0,0,0,0,9,23,32
SENA,atencion odontologica,restauraciones,2016-01-01,1,3,2,2,0,6,0,11,0,0,0,0,0,0,3,22,25
SHINAOTA,atencion odontologica,restauraciones,2016-01-01,29,32,6,13,0,17,3,38,1,3,0,0,0,0,39,103,142
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2016-01-01,10,6,0,0,2,4,0,14,0,1,0,0,0,0,12,25,37
SICAYA,atencion odontologica,restauraciones,2016-01-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SIPE SIPE,atencion odontologica,restauraciones,2016-01-01,87,93,66,72,27,52,30,167,6,29,0,0,0,0,216,413,629
SOPACHUY,atencion odontologica,restauraciones,2016-01-01,9,1,23,14,6,15,9,33,1,1,0,0,0,0,48,64,112
SORACACHI,atencion odontologica,restauraciones,2016-01-01,22,20,20,42,8,10,9,14,5,6,0,0,0,0,64,92,156
SORATA,atencion odontologica,restauraciones,2016-01-01,23,32,2,9,9,9,0,45,2,0,0,0,0,0,36,95,131
SUCRE,atencion odontologica,restauraciones,2016-01-01,634,479,663,780,278,597,754,1628,99,41,0,0,0,0,2428,3525,5953
TACACOMA,atencion odontologica,restauraciones,2016-01-01,3,2,2,7,10,0,9,15,0,0,0,0,0,0,24,24,48
TACOBAMBA,atencion odontologica,restauraciones,2016-01-01,0,4,1,1,0,2,0,1,0,0,0,0,0,0,1,8,9
TACOPAYA,atencion odontologica,restauraciones,2016-01-01,3,4,2,1,2,9,9,21,11,10,0,0,0,0,27,45,72
TAPACARI,atencion odontologica,restauraciones,2016-01-01,32,37,7,7,6,40,13,48,8,13,0,0,0,0,66,145,211
TARABUCO,atencion odontologica,restauraciones,2016-01-01,6,16,1,4,0,9,0,35,1,2,0,0,0,0,8,66,74
TARACO,atencion odontologica,restauraciones,2016-01-01,11,6,1,7,0,3,1,8,20,10,0,0,0,0,33,34,67
TARATA,atencion odontologica,restauraciones,2016-01-01,6,14,17,15,5,14,16,27,0,3,0,0,0,0,44,73,117
TARIJA,atencion odontologica,restauraciones,2016-01-01,125,143,487,650,353,757,582,1477,38,27,0,0,0,0,1585,3054,4639
TARVITA,atencion odontologica,restauraciones,2016-01-01,6,11,1,4,12,5,4,15,1,0,0,0,0,0,24,35,59
TEOPONTE,atencion odontologica,restauraciones,2016-01-01,7,2,2,5,8,8,13,24,3,1,0,0,0,0,33,40,73
TIAWANACU,atencion odontologica,restauraciones,2016-01-01,0,0,6,8,0,16,4,26,0,0,0,0,0,0,10,50,60
TINGUIPAYA,atencion odontologica,restauraciones,2016-01-01,5,3,0,0,0,0,0,10,6,0,0,0,0,0,11,13,24
TIPUANI,atencion odontologica,restauraciones,2016-01-01,4,5,2,1,1,3,3,1,4,1,0,0,0,0,14,11,25
TIQUIPAYA,atencion odontologica,restauraciones,2016-01-01,385,306,51,86,8,68,19,200,8,17,0,0,0,0,471,677,1148
TIRAQUE (CBBA),atencion odontologica,restauraciones,2016-01-01,27,23,5,10,5,22,1,27,0,1,0,0,0,0,38,83,121
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,restauraciones,2016-01-01,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3
TOCO,atencion odontologica,restauraciones,2016-01-01,5,19,10,3,6,12,0,22,5,6,0,0,0,0,26,62,88
TODOS SANTOS,atencion odontologica,restauraciones,2016-01-01,1,0,0,0,0,0,1,2,0,0,0,0,0,0,2,2,4
TOLATA,atencion odontologica,restauraciones,2016-01-01,25,26,15,17,3,6,1,10,3,8,0,0,0,0,47,67,114
TOLEDO,atencion odontologica,restauraciones,2016-01-01,1,0,0,2,0,0,8,0,0,0,0,0,0,0,9,2,11
TOMAVE,atencion odontologica,restauraciones,2016-01-01,12,6,2,6,3,4,2,18,0,1,0,0,0,0,19,35,54
TOMINA,atencion odontologica,restauraciones,2016-01-01,13,7,7,10,11,8,25,34,1,0,0,0,0,0,57,59,116
TORO TORO,atencion odontologica,restauraciones,2016-01-01,7,0,2,2,0,6,12,47,3,1,0,0,0,0,24,56,80
TOTORA(CBBA),atencion odontologica,restauraciones,2016-01-01,11,4,8,16,1,23,6,22,3,0,0,0,0,0,29,65,94
TOTORA(ORR),atencion odontologica,restauraciones,2016-01-01,21,23,0,1,0,9,2,6,0,2,0,0,0,0,23,41,64
TRIGAL,atencion odontologica,restauraciones,2016-01-01,7,1,4,2,0,6,0,8,7,0,0,0,0,0,18,17,35
TRINIDAD,atencion odontologica,restauraciones,2016-01-01,33,44,86,135,58,73,154,169,12,8,0,0,0,0,343,429,772
TUPIZA,atencion odontologica,restauraciones,2016-01-01,17,26,20,33,27,27,42,55,14,19,0,0,0,0,120,160,280
TURCO,atencion odontologica,restauraciones,2016-01-01,3,2,0,1,3,2,5,18,1,2,0,0,0,0,12,25,37
UMALA,atencion odontologica,restauraciones,2016-01-01,7,5,0,8,0,2,5,2,0,1,0,0,0,0,12,18,30
UNCIA,atencion odontologica,restauraciones,2016-01-01,12,29,7,10,10,30,9,41,3,4,0,0,0,0,41,114,155
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2016-01-01,2,9,33,70,65,92,74,146,3,1,0,0,0,0,177,318,495
URUBICHA,atencion odontologica,restauraciones,2016-01-01,5,1,0,4,0,7,1,5,0,1,0,0,0,0,6,18,24
UYUNI,atencion odontologica,restauraciones,2016-01-01,22,10,4,11,13,12,8,12,18,20,0,0,0,0,65,65,130
VACAS,atencion odontologica,restauraciones,2016-01-01,16,3,1,17,0,23,14,26,0,5,0,0,0,0,31,74,105
VALLEGRANDE,atencion odontologica,restauraciones,2016-01-01,23,18,30,21,19,45,28,64,3,6,0,0,0,0,103,154,257
VIACHA,atencion odontologica,restauraciones,2016-01-01,215,225,58,26,22,23,22,82,8,7,0,0,0,0,325,363,688
VILA VILA,atencion odontologica,restauraciones,2016-01-01,1,10,2,9,0,1,3,1,5,0,0,0,0,0,11,21,32
VILLA CHARCAS,atencion odontologica,restauraciones,2016-01-01,7,3,0,4,1,4,2,20,2,0,0,0,0,0,12,31,43
VILLA MONTES,atencion odontologica,restauraciones,2016-01-01,6,9,97,125,72,171,105,219,1,2,0,0,0,0,281,526,807
VILLA NUEVA (LOMA ALTA),atencion odontologica,restauraciones,2016-01-01,0,0,2,2,0,8,2,1,0,0,0,0,0,0,4,11,15
VILLA RIVERO,atencion odontologica,restauraciones,2016-01-01,1,4,0,2,2,6,4,4,4,1,0,0,0,0,11,17,28
VILLA SERRANO,atencion odontologica,restauraciones,2016-01-01,29,23,5,8,1,4,3,16,2,0,0,0,0,0,40,51,91
VILLA TUNARI,atencion odontologica,restauraciones,2016-01-01,159,137,40,66,29,146,40,202,23,12,0,0,0,0,291,563,854
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2016-01-01,11,20,18,17,15,18,6,16,0,0,0,0,0,0,50,71,121
VILLAZON,atencion odontologica,restauraciones,2016-01-01,22,57,33,38,42,75,14,90,2,17,0,0,0,0,113,277,390
VINTO,atencion odontologica,restauraciones,2016-01-01,112,118,13,31,2,9,3,103,10,36,0,0,0,0,140,297,437
VITICHI,atencion odontologica,restauraciones,2016-01-01,13,6,3,1,0,18,5,16,3,6,0,0,0,0,24,47,71
WALDO BALLIVIAN,atencion odontologica,restauraciones,2016-01-01,0,2,0,2,5,6,1,7,0,0,0,0,0,0,6,17,23
WARNES,atencion odontologica,restauraciones,2016-01-01,54,21,8,5,6,16,6,61,1,0,0,0,0,0,75,103,178
YACO,atencion odontologica,restauraciones,2016-01-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
YACUIBA,atencion odontologica,restauraciones,2016-01-01,19,27,166,201,105,230,130,351,11,6,0,0,0,0,431,815,1246
YAMPARAEZ,atencion odontologica,restauraciones,2016-01-01,16,36,1,1,1,13,2,25,0,1,0,0,0,0,20,76,96
YANACACHI,atencion odontologica,restauraciones,2016-01-01,4,16,7,2,0,10,1,12,0,0,0,0,0,0,12,40,52
YAPACANI,atencion odontologica,restauraciones,2016-01-01,116,120,13,24,14,59,7,139,18,12,0,0,0,0,168,354,522
YOCALLA,atencion odontologica,restauraciones,2016-01-01,1,1,0,0,4,2,2,7,0,0,0,0,0,0,7,10,17
YOTALA,atencion odontologica,restauraciones,2016-01-01,6,7,16,12,6,9,12,30,0,0,0,0,0,0,40,58,98
YUNCHARA,atencion odontologica,restauraciones,2016-01-01,3,4,9,12,3,15,8,32,1,0,0,0,0,0,24,63,87
ZUDAÑEZ,atencion odontologica,restauraciones,2016-01-01,1,2,7,3,1,5,1,18,1,0,0,0,0,0,11,28,39
ACACIO,atencion odontologica,restauraciones,2016-02-01,7,2,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
ACHACACHI,atencion odontologica,restauraciones,2016-02-01,44,49,12,3,5,16,11,64,19,19,0,0,0,0,91,151,242
ACHOCALLA,atencion odontologica,restauraciones,2016-02-01,18,36,3,4,1,4,4,22,1,2,0,0,0,0,27,68,95
AIQUILE,atencion odontologica,restauraciones,2016-02-01,34,72,2,3,10,4,11,33,4,5,0,0,0,0,61,117,178
ALALAY,atencion odontologica,restauraciones,2016-02-01,0,2,0,0,0,0,0,15,0,0,0,0,0,0,0,17,17
ALCALA,atencion odontologica,restauraciones,2016-02-01,13,11,3,5,2,11,6,7,2,1,0,0,0,0,26,35,61
ALTO BENI,atencion odontologica,restauraciones,2016-02-01,3,1,0,2,1,0,1,9,1,0,0,0,0,0,6,12,18
ANCORAIMES,atencion odontologica,restauraciones,2016-02-01,4,0,2,0,0,2,3,7,3,7,0,0,0,0,12,16,28
ANDAMARCA,atencion odontologica,restauraciones,2016-02-01,5,23,52,25,0,10,6,45,0,6,0,0,0,0,63,109,172
ANTEQUERA,atencion odontologica,restauraciones,2016-02-01,0,3,0,0,0,0,1,1,0,0,0,0,0,0,1,4,5
ANZALDO,atencion odontologica,restauraciones,2016-02-01,0,0,2,0,0,3,0,13,1,4,0,0,0,0,3,20,23
APOLO,atencion odontologica,restauraciones,2016-02-01,12,7,0,0,0,1,0,2,0,1,0,0,0,0,12,11,23
ARAMPAMPA,atencion odontologica,restauraciones,2016-02-01,13,8,0,0,0,0,1,1,1,4,0,0,0,0,15,13,28
ARANI,atencion odontologica,restauraciones,2016-02-01,21,20,6,2,0,5,1,9,1,0,0,0,0,0,29,36,65
ARBIETO,atencion odontologica,restauraciones,2016-02-01,44,31,3,6,2,26,13,34,14,22,0,0,0,0,76,119,195
ARQUE,atencion odontologica,restauraciones,2016-02-01,7,8,1,2,2,6,21,27,0,0,0,0,0,0,31,43,74
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2016-02-01,22,18,6,1,1,16,1,35,2,3,0,0,0,0,32,73,105
ATOCHA,atencion odontologica,restauraciones,2016-02-01,4,6,12,23,10,33,42,53,10,10,0,0,0,0,78,125,203
AUCAPATA,atencion odontologica,restauraciones,2016-02-01,1,1,0,0,0,1,1,9,0,0,0,0,0,0,2,11,13
AYATA,atencion odontologica,restauraciones,2016-02-01,0,1,0,0,3,0,3,3,2,0,0,0,0,0,8,4,12
AYO AYO,atencion odontologica,restauraciones,2016-02-01,8,15,0,1,2,2,1,9,1,0,0,0,0,0,12,27,39
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2016-02-01,36,32,22,25,15,21,62,80,10,7,0,0,0,0,145,165,310
AZURDUY,atencion odontologica,restauraciones,2016-02-01,0,4,0,3,0,9,1,19,0,0,0,0,0,0,1,35,36
BATALLAS,atencion odontologica,restauraciones,2016-02-01,17,11,1,1,0,1,1,4,1,0,0,0,0,0,20,17,37
BAURES,atencion odontologica,restauraciones,2016-02-01,0,0,0,7,10,3,11,8,0,0,0,0,0,0,21,18,39
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2016-02-01,3,7,1,0,0,2,0,3,1,0,0,0,0,0,5,12,17
BELEN DE URMIRI,atencion odontologica,restauraciones,2016-02-01,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,3
BELLA FLOR,atencion odontologica,restauraciones,2016-02-01,7,2,0,0,2,2,1,2,3,2,0,0,0,0,13,8,21
BERMEJO,atencion odontologica,restauraciones,2016-02-01,14,9,57,100,83,141,183,220,20,27,0,0,0,0,357,497,854
BETANZOS,atencion odontologica,restauraciones,2016-02-01,5,21,14,16,12,31,36,52,5,7,0,0,0,0,72,127,199
BOLIVAR,atencion odontologica,restauraciones,2016-02-01,23,15,3,1,2,4,5,5,2,0,0,0,0,0,35,25,60
BOYUIBE,atencion odontologica,restauraciones,2016-02-01,2,0,0,1,0,0,1,4,0,0,0,0,0,0,3,5,8
BUENA VISTA,atencion odontologica,restauraciones,2016-02-01,23,35,4,8,6,43,8,42,1,3,0,0,0,0,42,131,173
CABEZAS,atencion odontologica,restauraciones,2016-02-01,11,13,0,1,2,15,0,9,0,14,0,0,0,0,13,52,65
CAIROMA,atencion odontologica,restauraciones,2016-02-01,0,5,11,2,1,7,17,7,0,0,0,0,0,0,29,21,50
"CAIZA ""D""",atencion odontologica,restauraciones,2016-02-01,15,15,4,7,9,3,1,32,1,3,0,0,0,0,30,60,90
CAJUATA,atencion odontologica,restauraciones,2016-02-01,9,6,0,3,2,5,3,12,0,0,0,0,0,0,14,26,40
CALACOTO,atencion odontologica,restauraciones,2016-02-01,0,5,14,10,0,0,1,5,2,3,0,0,0,0,17,23,40
CALAMARCA,atencion odontologica,restauraciones,2016-02-01,18,15,2,6,12,9,8,34,0,0,0,0,0,0,40,64,104
CAMARGO,atencion odontologica,restauraciones,2016-02-01,20,37,0,3,0,5,2,23,3,4,0,0,0,0,25,72,97
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2016-02-01,0,0,0,2,0,3,0,5,0,0,0,0,0,0,0,10,10
CAMIRI,atencion odontologica,restauraciones,2016-02-01,25,32,34,16,25,14,32,182,9,19,0,0,0,0,125,263,388
CAPINOTA,atencion odontologica,restauraciones,2016-02-01,35,39,49,57,22,33,49,94,16,8,0,0,0,0,171,231,402
CAQUIAVIRI,atencion odontologica,restauraciones,2016-02-01,3,1,4,8,7,22,0,5,3,0,0,0,0,0,17,36,53
CARACOLLO,atencion odontologica,restauraciones,2016-02-01,52,15,95,23,13,55,14,72,6,50,0,0,0,0,180,215,395
CARANAVI,atencion odontologica,restauraciones,2016-02-01,31,23,10,11,10,15,18,31,12,2,0,0,0,0,81,82,163
CARAPARI,atencion odontologica,restauraciones,2016-02-01,2,6,20,63,41,56,53,119,4,1,0,0,0,0,120,245,365
CARIPUYO,atencion odontologica,restauraciones,2016-02-01,1,8,16,14,2,6,4,6,0,1,0,0,0,0,23,35,58
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2016-02-01,18,20,1,1,0,2,2,9,5,6,0,0,0,0,26,38,64
CATACORA,atencion odontologica,restauraciones,2016-02-01,0,0,0,0,0,7,2,4,0,0,0,0,0,0,2,11,13
CHALLAPATA,atencion odontologica,restauraciones,2016-02-01,52,71,59,77,15,43,18,93,11,8,0,0,0,0,155,292,447
CHAQUI,atencion odontologica,restauraciones,2016-02-01,5,6,1,1,1,9,3,9,1,5,0,0,0,0,11,30,41
CHARAGUA,atencion odontologica,restauraciones,2016-02-01,27,23,3,7,12,15,19,13,1,0,0,0,0,0,62,58,120
CHARAÑA,atencion odontologica,restauraciones,2016-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CHAYANTA,atencion odontologica,restauraciones,2016-02-01,2,7,3,6,1,2,0,7,0,3,0,0,0,0,6,25,31
CHIMORE,atencion odontologica,restauraciones,2016-02-01,30,38,10,12,10,38,11,71,1,1,0,0,0,0,62,160,222
CHIPAYA,atencion odontologica,restauraciones,2016-02-01,0,0,1,0,0,0,1,3,1,0,0,0,0,0,3,3,6
CHOQUE COTA,atencion odontologica,restauraciones,2016-02-01,0,0,4,2,0,0,3,3,3,0,0,0,0,0,10,5,15
CHUA COCANI,atencion odontologica,restauraciones,2016-02-01,0,2,2,0,5,5,3,1,0,1,0,0,0,0,10,9,19
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2016-02-01,13,21,6,16,0,25,7,50,1,3,0,0,0,0,27,115,142
CHUMA,atencion odontologica,restauraciones,2016-02-01,16,16,9,3,13,13,28,56,4,2,0,0,0,0,70,90,160
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2016-02-01,6,7,1,0,0,1,0,16,0,1,0,0,0,0,7,25,32
CKOCHAS,atencion odontologica,restauraciones,2016-02-01,1,0,2,0,0,4,6,14,1,0,0,0,0,0,10,18,28
CLIZA,atencion odontologica,restauraciones,2016-02-01,24,15,5,17,4,10,5,48,8,23,0,0,0,0,46,113,159
COBIJA,atencion odontologica,restauraciones,2016-02-01,28,29,10,20,9,72,51,152,2,0,0,0,0,0,100,273,373
COCAPATA,atencion odontologica,restauraciones,2016-02-01,22,40,5,1,1,9,0,16,4,4,0,0,0,0,32,70,102
COCHABAMBA,atencion odontologica,restauraciones,2016-02-01,836,861,841,1037,350,791,1007,2421,521,328,0,0,0,0,3555,5438,8993
COIPASA,atencion odontologica,restauraciones,2016-02-01,2,4,0,8,4,0,9,11,0,0,0,0,0,0,15,23,38
COLCAPIRHUA,atencion odontologica,restauraciones,2016-02-01,112,83,2,10,0,8,2,102,24,9,0,0,0,0,140,212,352
"COLCHA ""K""",atencion odontologica,restauraciones,2016-02-01,22,18,1,2,0,1,1,6,3,6,0,0,0,0,27,33,60
COLLANA,atencion odontologica,restauraciones,2016-02-01,0,2,0,0,0,2,0,6,0,2,0,0,0,0,0,12,12
COLOMI,atencion odontologica,restauraciones,2016-02-01,18,19,1,0,0,5,0,12,5,0,0,0,0,0,24,36,60
COLPA BELGICA,atencion odontologica,restauraciones,2016-02-01,20,10,0,0,0,0,0,5,0,0,0,0,0,0,20,15,35
COLQUECHACA,atencion odontologica,restauraciones,2016-02-01,39,41,2,8,14,17,27,45,5,3,0,0,0,0,87,114,201
COLQUENCHA,atencion odontologica,restauraciones,2016-02-01,2,1,19,23,3,11,26,26,2,0,0,0,0,0,52,61,113
COLQUIRI,atencion odontologica,restauraciones,2016-02-01,31,19,11,31,2,13,23,62,10,13,0,0,0,0,77,138,215
COMARAPA,atencion odontologica,restauraciones,2016-02-01,23,27,6,4,7,10,25,56,4,1,0,0,0,0,65,98,163
COMBAYA,atencion odontologica,restauraciones,2016-02-01,1,2,0,0,0,1,1,1,4,4,0,0,0,0,6,8,14
CONCEPCION,atencion odontologica,restauraciones,2016-02-01,3,0,10,6,5,3,16,29,1,0,0,0,0,0,35,38,73
COPACABANA,atencion odontologica,restauraciones,2016-02-01,10,7,1,6,1,1,1,15,0,0,0,0,0,0,13,29,42
CORIPATA,atencion odontologica,restauraciones,2016-02-01,33,10,23,18,4,8,2,34,0,0,0,0,0,0,62,70,132
CORO CORO,atencion odontologica,restauraciones,2016-02-01,1,5,0,0,3,2,4,2,0,0,0,0,0,0,8,9,17
COROICO,atencion odontologica,restauraciones,2016-02-01,11,17,7,11,10,9,30,35,6,0,0,0,0,0,64,72,136
CORQUE,atencion odontologica,restauraciones,2016-02-01,7,1,2,6,1,6,4,8,1,1,0,0,0,0,15,22,37
COTAGAITA,atencion odontologica,restauraciones,2016-02-01,18,14,23,50,16,42,68,140,11,11,0,0,0,0,136,257,393
COTOCA,atencion odontologica,restauraciones,2016-02-01,20,15,0,0,0,12,0,69,16,4,0,0,0,0,36,100,136
CUATRO CAÑADAS,atencion odontologica,restauraciones,2016-02-01,56,62,3,24,4,18,22,107,6,2,0,0,0,0,91,213,304
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2016-02-01,3,5,0,0,0,2,0,0,0,0,0,0,0,0,3,7,10
CUEVO,atencion odontologica,restauraciones,2016-02-01,1,3,2,1,2,5,6,15,0,1,0,0,0,0,11,25,36
CULPINA,atencion odontologica,restauraciones,2016-02-01,10,9,3,0,4,9,9,33,1,3,0,0,0,0,27,54,81
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2016-02-01,17,18,0,1,1,1,1,17,2,11,0,0,0,0,21,48,69
CURVA,atencion odontologica,restauraciones,2016-02-01,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6
DESAGUADERO,atencion odontologica,restauraciones,2016-02-01,0,1,1,0,1,1,0,6,0,0,0,0,0,0,2,8,10
EL ALTO,atencion odontologica,restauraciones,2016-02-01,1037,1071,1340,1155,480,886,490,1164,140,73,0,0,0,0,3487,4349,7836
EL CHORO,atencion odontologica,restauraciones,2016-02-01,6,3,0,4,7,1,7,7,3,3,0,0,0,0,23,18,41
EL PUENTE(STC),atencion odontologica,restauraciones,2016-02-01,1,16,0,2,0,0,0,5,8,0,0,0,0,0,9,23,32
EL PUENTE(TJA),atencion odontologica,restauraciones,2016-02-01,6,4,13,8,3,7,16,59,4,1,0,0,0,0,42,79,121
EL TORNO,atencion odontologica,restauraciones,2016-02-01,75,89,47,63,17,77,26,108,20,16,0,0,0,0,185,353,538
EL VILLAR,atencion odontologica,restauraciones,2016-02-01,1,1,4,7,5,8,4,13,0,2,0,0,0,0,14,31,45
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2016-02-01,2,4,14,18,16,50,26,79,3,2,0,0,0,0,61,153,214
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2016-02-01,37,50,3,5,0,5,1,36,0,0,0,0,0,0,41,96,137
ESCOMA,atencion odontologica,restauraciones,2016-02-01,1,0,0,4,1,6,2,8,0,4,0,0,0,0,4,22,26
EUCALIPTUS,atencion odontologica,restauraciones,2016-02-01,9,8,0,0,0,1,10,3,2,1,0,0,0,0,21,13,34
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2016-02-01,6,11,45,40,22,12,10,26,17,3,0,0,0,0,100,92,192
FILADELFIA,atencion odontologica,restauraciones,2016-02-01,4,0,0,0,0,5,0,5,0,0,0,0,0,0,4,10,14
