municipality,group,variable,month,Exodoncias,TOTAL
IXIAMAS,atenciones odontologicas,exodoncias,2009-02-01,44,44
JESUS DE MACHACA,atenciones odontologicas,exodoncias,2009-02-01,95,95
LA ASUNTA,atenciones odontologicas,exodoncias,2009-02-01,65,65
LA GUARDIA,atenciones odontologicas,exodoncias,2009-02-01,73,73
LA PAZ,atenciones odontologicas,exodoncias,2009-02-01,2044,2044
LAGUNILLAS,atenciones odontologicas,exodoncias,2009-02-01,49,49
LAJA,atenciones odontologicas,exodoncias,2009-02-01,88,88
LAS CARRERAS,atenciones odontologicas,exodoncias,2009-02-01,2,2
LICOMA PAMPA,atenciones odontologicas,exodoncias,2009-02-01,32,32
LLALLAGUA,atenciones odontologicas,exodoncias,2009-02-01,104,104
LLICA,atenciones odontologicas,exodoncias,2009-02-01,18,18
LURIBAY,atenciones odontologicas,exodoncias,2009-02-01,13,13
MACHACAMARCA,atenciones odontologicas,exodoncias,2009-02-01,26,26
MACHARETI,atenciones odontologicas,exodoncias,2009-02-01,14,14
MAGDALENA,atenciones odontologicas,exodoncias,2009-02-01,23,23
MAIRANA,atenciones odontologicas,exodoncias,2009-02-01,39,39
MAPIRI,atenciones odontologicas,exodoncias,2009-02-01,47,47
MECAPACA,atenciones odontologicas,exodoncias,2009-02-01,11,11
MINEROS,atenciones odontologicas,exodoncias,2009-02-01,26,26
MIZQUE,atenciones odontologicas,exodoncias,2009-02-01,30,30
MOCOMOCO,atenciones odontologicas,exodoncias,2009-02-01,60,60
MOJOCOYA,atenciones odontologicas,exodoncias,2009-02-01,26,26
MONTEAGUDO,atenciones odontologicas,exodoncias,2009-02-01,37,37
MONTERO,atenciones odontologicas,exodoncias,2009-02-01,71,71
MORO MORO,atenciones odontologicas,exodoncias,2009-02-01,4,4
MOROCHATA,atenciones odontologicas,exodoncias,2009-02-01,45,45
OCURI,atenciones odontologicas,exodoncias,2009-02-01,57,57
OKINAWA,atenciones odontologicas,exodoncias,2009-02-01,15,15
ORURO,atenciones odontologicas,exodoncias,2009-02-01,892,892
PADCAYA,atenciones odontologicas,exodoncias,2009-02-01,91,91
PADILLA,atenciones odontologicas,exodoncias,2009-02-01,52,52
PAILON,atenciones odontologicas,exodoncias,2009-02-01,72,72
PALCA,atenciones odontologicas,exodoncias,2009-02-01,20,20
PALOS BLANCOS,atenciones odontologicas,exodoncias,2009-02-01,79,79
PAMPA AULLAGAS,atenciones odontologicas,exodoncias,2009-02-01,4,4
PAMPA GRANDE,atenciones odontologicas,exodoncias,2009-02-01,8,8
PAPEL PAMPA,atenciones odontologicas,exodoncias,2009-02-01,23,23
PASORAPA,atenciones odontologicas,exodoncias,2009-02-01,51,51
PATACAMAYA,atenciones odontologicas,exodoncias,2009-02-01,18,18
PAZÑA,atenciones odontologicas,exodoncias,2009-02-01,29,29
PELECHUCO,atenciones odontologicas,exodoncias,2009-02-01,24,24
POCOATA,atenciones odontologicas,exodoncias,2009-02-01,59,59
POCONA,atenciones odontologicas,exodoncias,2009-02-01,25,25
POJO (CBBA),atenciones odontologicas,exodoncias,2009-02-01,47,47
POOPO,atenciones odontologicas,exodoncias,2009-02-01,24,24
PORCO,atenciones odontologicas,exodoncias,2009-02-01,18,18
POROMA,atenciones odontologicas,exodoncias,2009-02-01,10,10
PORONGO,atenciones odontologicas,exodoncias,2009-02-01,58,58
PORTACHUELO,atenciones odontologicas,exodoncias,2009-02-01,55,55
PORVENIR,atenciones odontologicas,exodoncias,2009-02-01,41,41
POSTRER VALLE,atenciones odontologicas,exodoncias,2009-02-01,58,58
POTOSI,atenciones odontologicas,exodoncias,2009-02-01,499,499
PRESTO,atenciones odontologicas,exodoncias,2009-02-01,3,3
PUCARA,atenciones odontologicas,exodoncias,2009-02-01,2,2
PUCARANI,atenciones odontologicas,exodoncias,2009-02-01,98,98
PUERTO ACOSTA,atenciones odontologicas,exodoncias,2009-02-01,157,157
PUERTO CARABUCO,atenciones odontologicas,exodoncias,2009-02-01,76,76
PUERTO PEREZ,atenciones odontologicas,exodoncias,2009-02-01,25,25
PUERTO QUIJARRO,atenciones odontologicas,exodoncias,2009-02-01,18,18
PUERTO RICO,atenciones odontologicas,exodoncias,2009-02-01,27,27
PUERTO SILES,atenciones odontologicas,exodoncias,2009-02-01,35,35
PUERTO SUAREZ,atenciones odontologicas,exodoncias,2009-02-01,76,76
PUERTO VILLARROEL,atenciones odontologicas,exodoncias,2009-02-01,56,56
PUNA,atenciones odontologicas,exodoncias,2009-02-01,80,80
PUNATA,atenciones odontologicas,exodoncias,2009-02-01,89,89
QUILLACOLLO,atenciones odontologicas,exodoncias,2009-02-01,134,134
QUIME,atenciones odontologicas,exodoncias,2009-02-01,98,98
REYES,atenciones odontologicas,exodoncias,2009-02-01,76,76
RIBERALTA,atenciones odontologicas,exodoncias,2009-02-01,341,341
ROBORE,atenciones odontologicas,exodoncias,2009-02-01,96,96
RURRENABAQUE,atenciones odontologicas,exodoncias,2009-02-01,68,68
SABAYA,atenciones odontologicas,exodoncias,2009-02-01,107,107
SACABA,atenciones odontologicas,exodoncias,2009-02-01,262,262
SACABAMBA,atenciones odontologicas,exodoncias,2009-02-01,15,15
SACACA,atenciones odontologicas,exodoncias,2009-02-01,17,17
SAIPINA,atenciones odontologicas,exodoncias,2009-02-01,40,40
SALINAS DE GARCI MENDOZA,atenciones odontologicas,exodoncias,2009-02-01,43,43
SAMAIPATA,atenciones odontologicas,exodoncias,2009-02-01,24,24
SAN AGUSTIN,atenciones odontologicas,exodoncias,2009-02-01,10,10
SAN ANDRES,atenciones odontologicas,exodoncias,2009-02-01,11,11
SAN ANDRES DE MACHACA,atenciones odontologicas,exodoncias,2009-02-01,61,61
SAN ANTONIO DE LOMERIO,atenciones odontologicas,exodoncias,2009-02-01,12,12
SAN BENITO,atenciones odontologicas,exodoncias,2009-02-01,29,29
SAN BORJA,atenciones odontologicas,exodoncias,2009-02-01,154,154
SAN BUENA VENTURA,atenciones odontologicas,exodoncias,2009-02-01,15,15
SAN CARLOS,atenciones odontologicas,exodoncias,2009-02-01,23,23
SAN IGNACIO,atenciones odontologicas,exodoncias,2009-02-01,176,176
SAN IGNACIO DE VELASCO,atenciones odontologicas,exodoncias,2009-02-01,123,123
SAN JAVIER(BNI),atenciones odontologicas,exodoncias,2009-02-01,21,21
SAN JAVIER(STC),atenciones odontologicas,exodoncias,2009-02-01,23,23
SAN JOSE DE CHIQUITOS,atenciones odontologicas,exodoncias,2009-02-01,46,46
SAN JUAN DE YAPACANI,atenciones odontologicas,exodoncias,2009-02-01,11,11
SAN JULIAN,atenciones odontologicas,exodoncias,2009-02-01,43,43
SAN LORENZO(PND),atenciones odontologicas,exodoncias,2009-02-01,8,8
SAN LORENZO(TJA),atenciones odontologicas,exodoncias,2009-02-01,167,167
SAN LUCAS,atenciones odontologicas,exodoncias,2009-02-01,30,30
SAN MATIAS,atenciones odontologicas,exodoncias,2009-02-01,134,134
SAN MIGUEL DE VELASCO,atenciones odontologicas,exodoncias,2009-02-01,42,42
SAN PEDRO,atenciones odontologicas,exodoncias,2009-02-01,14,14
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,exodoncias,2009-02-01,67,67
SAN PEDRO DE CURAHUARA,atenciones odontologicas,exodoncias,2009-02-01,7,7
SAN PEDRO DE TIQUINA,atenciones odontologicas,exodoncias,2009-02-01,37,37
SAN RAFAEL,atenciones odontologicas,exodoncias,2009-02-01,19,19
SAN RAMON,atenciones odontologicas,exodoncias,2009-02-01,5,5
SAN RAMON,atenciones odontologicas,exodoncias,2009-02-01,30,30
SANTA ANA,atenciones odontologicas,exodoncias,2009-02-01,110,110
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,exodoncias,2009-02-01,1646,1646
SANTA ROSA,atenciones odontologicas,exodoncias,2009-02-01,72,72
SANTA ROSA DEL SARA,atenciones odontologicas,exodoncias,2009-02-01,84,84
SANTIAGO DE HUARI,atenciones odontologicas,exodoncias,2009-02-01,32,32
SANTIAGO DE MACHACA,atenciones odontologicas,exodoncias,2009-02-01,19,19
SANTIVAÑES,atenciones odontologicas,exodoncias,2009-02-01,21,21
SANTUARIO DE QUILLACAS,atenciones odontologicas,exodoncias,2009-02-01,9,9
SAPAHAQUI,atenciones odontologicas,exodoncias,2009-02-01,22,22
SENA,atenciones odontologicas,exodoncias,2009-02-01,17,17
SICA SICA (VILLA AROMA),atenciones odontologicas,exodoncias,2009-02-01,44,44
SICAYA,atenciones odontologicas,exodoncias,2009-02-01,10,10
SIPE SIPE,atenciones odontologicas,exodoncias,2009-02-01,73,73
SOPACHUY,atenciones odontologicas,exodoncias,2009-02-01,21,21
SORACACHI,atenciones odontologicas,exodoncias,2009-02-01,5,5
SORATA,atenciones odontologicas,exodoncias,2009-02-01,62,62
SUCRE,atenciones odontologicas,exodoncias,2009-02-01,798,798
TACACOMA,atenciones odontologicas,exodoncias,2009-02-01,97,97
TACOPAYA,atenciones odontologicas,exodoncias,2009-02-01,13,13
TAHUA,atenciones odontologicas,exodoncias,2009-02-01,10,10
TAPACARI,atenciones odontologicas,exodoncias,2009-02-01,47,47
TARABUCO,atenciones odontologicas,exodoncias,2009-02-01,35,35
TARACO,atenciones odontologicas,exodoncias,2009-02-01,40,40
TARIJA,atenciones odontologicas,exodoncias,2009-02-01,837,837
TARVITA,atenciones odontologicas,exodoncias,2009-02-01,17,17
TEOPONTE,atenciones odontologicas,exodoncias,2009-02-01,27,27
TIAWANACU,atenciones odontologicas,exodoncias,2009-02-01,93,93
TINGUIPAYA,atenciones odontologicas,exodoncias,2009-02-01,11,11
TIQUIPAYA,atenciones odontologicas,exodoncias,2009-02-01,91,91
TIRAQUE (CBBA),atenciones odontologicas,exodoncias,2009-02-01,166,166
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,exodoncias,2009-02-01,7,7
TOCO,atenciones odontologicas,exodoncias,2009-02-01,12,12
TOLATA,atenciones odontologicas,exodoncias,2009-02-01,12,12
TOLEDO,atenciones odontologicas,exodoncias,2009-02-01,20,20
TOMAVE,atenciones odontologicas,exodoncias,2009-02-01,47,47
TOMINA,atenciones odontologicas,exodoncias,2009-02-01,86,86
TORO TORO,atenciones odontologicas,exodoncias,2009-02-01,14,14
TOTORA(CBBA),atenciones odontologicas,exodoncias,2009-02-01,35,35
TOTORA(ORR),atenciones odontologicas,exodoncias,2009-02-01,1,1
TRIGAL,atenciones odontologicas,exodoncias,2009-02-01,33,33
TRINIDAD,atenciones odontologicas,exodoncias,2009-02-01,427,427
TUPIZA,atenciones odontologicas,exodoncias,2009-02-01,80,80
TURCO,atenciones odontologicas,exodoncias,2009-02-01,22,22
UMALA,atenciones odontologicas,exodoncias,2009-02-01,22,22
UNCIA,atenciones odontologicas,exodoncias,2009-02-01,68,68
URIONDO (A. CONCEPCION),atenciones odontologicas,exodoncias,2009-02-01,147,147
URUBICHA,atenciones odontologicas,exodoncias,2009-02-01,12,12
UYUNI,atenciones odontologicas,exodoncias,2009-02-01,62,62
VACAS,atenciones odontologicas,exodoncias,2009-02-01,29,29
VALLEGRANDE,atenciones odontologicas,exodoncias,2009-02-01,81,81
VIACHA,atenciones odontologicas,exodoncias,2009-02-01,79,79
VILA VILA,atenciones odontologicas,exodoncias,2009-02-01,6,6
VILLA MONTES,atenciones odontologicas,exodoncias,2009-02-01,220,220
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,exodoncias,2009-02-01,44,44
VILLA RIVERO,atenciones odontologicas,exodoncias,2009-02-01,25,25
VILLA SERRANO,atenciones odontologicas,exodoncias,2009-02-01,33,33
VILLA TUNARI,atenciones odontologicas,exodoncias,2009-02-01,106,106
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,exodoncias,2009-02-01,60,60
VILLAZON,atenciones odontologicas,exodoncias,2009-02-01,107,107
VINTO,atenciones odontologicas,exodoncias,2009-02-01,15,15
VITICHI,atenciones odontologicas,exodoncias,2009-02-01,5,5
WALDO BALLIVIAN,atenciones odontologicas,exodoncias,2009-02-01,9,9
WARNES,atenciones odontologicas,exodoncias,2009-02-01,81,81
YACO,atenciones odontologicas,exodoncias,2009-02-01,3,3
YACUIBA,atenciones odontologicas,exodoncias,2009-02-01,223,223
YAMPARAEZ,atenciones odontologicas,exodoncias,2009-02-01,17,17
YANACACHI,atenciones odontologicas,exodoncias,2009-02-01,22,22
YAPACANI,atenciones odontologicas,exodoncias,2009-02-01,64,64
YOCALLA,atenciones odontologicas,exodoncias,2009-02-01,20,20
YUNCHARA,atenciones odontologicas,exodoncias,2009-02-01,31,31
ZUDAÑEZ,atenciones odontologicas,exodoncias,2009-02-01,25,25
ACACIO,atenciones odontologicas,exodoncias,2009-03-01,28,28
ACHACACHI,atenciones odontologicas,exodoncias,2009-03-01,187,187
ACHOCALLA,atenciones odontologicas,exodoncias,2009-03-01,70,70
AIQUILE,atenciones odontologicas,exodoncias,2009-03-01,15,15
ALALAY,atenciones odontologicas,exodoncias,2009-03-01,3,3
ALCALA,atenciones odontologicas,exodoncias,2009-03-01,23,23
ANCORAIMES,atenciones odontologicas,exodoncias,2009-03-01,60,60
ANDAMARCA,atenciones odontologicas,exodoncias,2009-03-01,33,33
ANTEQUERA,atenciones odontologicas,exodoncias,2009-03-01,29,29
ANZALDO,atenciones odontologicas,exodoncias,2009-03-01,37,37
APOLO,atenciones odontologicas,exodoncias,2009-03-01,55,55
ARAMPAMPA,atenciones odontologicas,exodoncias,2009-03-01,5,5
ARANI,atenciones odontologicas,exodoncias,2009-03-01,22,22
ARBIETO,atenciones odontologicas,exodoncias,2009-03-01,9,9
ARQUE,atenciones odontologicas,exodoncias,2009-03-01,30,30
ASCENCION DE GUARAYOS,atenciones odontologicas,exodoncias,2009-03-01,95,95
AYATA,atenciones odontologicas,exodoncias,2009-03-01,61,61
AYO AYO,atenciones odontologicas,exodoncias,2009-03-01,52,52
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,exodoncias,2009-03-01,86,86
AZURDUY,atenciones odontologicas,exodoncias,2009-03-01,28,28
BATALLAS,atenciones odontologicas,exodoncias,2009-03-01,89,89
BAURES,atenciones odontologicas,exodoncias,2009-03-01,65,65
BELEN DE URMIRI,atenciones odontologicas,exodoncias,2009-03-01,13,13
BELLA FLOR,atenciones odontologicas,exodoncias,2009-03-01,29,29
BERMEJO,atenciones odontologicas,exodoncias,2009-03-01,206,206
BETANZOS,atenciones odontologicas,exodoncias,2009-03-01,120,120
BOLIVAR,atenciones odontologicas,exodoncias,2009-03-01,42,42
BOLPEBRA,atenciones odontologicas,exodoncias,2009-03-01,30,30
BOYUIBE,atenciones odontologicas,exodoncias,2009-03-01,13,13
BUENA VISTA,atenciones odontologicas,exodoncias,2009-03-01,28,28
CABEZAS,atenciones odontologicas,exodoncias,2009-03-01,59,59
CAIROMA,atenciones odontologicas,exodoncias,2009-03-01,51,51
"CAIZA ""D""",atenciones odontologicas,exodoncias,2009-03-01,22,22
CALACOTO,atenciones odontologicas,exodoncias,2009-03-01,40,40
CALAMARCA,atenciones odontologicas,exodoncias,2009-03-01,78,78
CAMARGO,atenciones odontologicas,exodoncias,2009-03-01,102,102
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,exodoncias,2009-03-01,5,5
CAMIRI,atenciones odontologicas,exodoncias,2009-03-01,179,179
CAPINOTA,atenciones odontologicas,exodoncias,2009-03-01,61,61
CAQUIAVIRI,atenciones odontologicas,exodoncias,2009-03-01,41,41
CARACOLLO,atenciones odontologicas,exodoncias,2009-03-01,86,86
CARANAVI,atenciones odontologicas,exodoncias,2009-03-01,126,126
CARAPARI,atenciones odontologicas,exodoncias,2009-03-01,170,170
CARIPUYO,atenciones odontologicas,exodoncias,2009-03-01,8,8
CARMEN RIVERO TORREZ,atenciones odontologicas,exodoncias,2009-03-01,131,131
CATACORA,atenciones odontologicas,exodoncias,2009-03-01,84,84
CHALLAPATA,atenciones odontologicas,exodoncias,2009-03-01,111,111
CHAQUI,atenciones odontologicas,exodoncias,2009-03-01,20,20
CHARAGUA,atenciones odontologicas,exodoncias,2009-03-01,141,141
CHARAÑA,atenciones odontologicas,exodoncias,2009-03-01,51,51
CHAYANTA,atenciones odontologicas,exodoncias,2009-03-01,50,50
CHIMORE,atenciones odontologicas,exodoncias,2009-03-01,18,18
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,exodoncias,2009-03-01,34,34
CHUMA,atenciones odontologicas,exodoncias,2009-03-01,107,107
CLIZA,atenciones odontologicas,exodoncias,2009-03-01,41,41
COBIJA,atenciones odontologicas,exodoncias,2009-03-01,166,166
COCHABAMBA,atenciones odontologicas,exodoncias,2009-03-01,1333,1333
COLCAPIRHUA,atenciones odontologicas,exodoncias,2009-03-01,49,49
"COLCHA ""K""",atenciones odontologicas,exodoncias,2009-03-01,58,58
COLLANA,atenciones odontologicas,exodoncias,2009-03-01,30,30
COLOMI,atenciones odontologicas,exodoncias,2009-03-01,38,38
COLPA BELGICA,atenciones odontologicas,exodoncias,2009-03-01,20,20
COLQUECHACA,atenciones odontologicas,exodoncias,2009-03-01,39,39
COLQUENCHA,atenciones odontologicas,exodoncias,2009-03-01,45,45
COLQUIRI,atenciones odontologicas,exodoncias,2009-03-01,46,46
COMANCHE,atenciones odontologicas,exodoncias,2009-03-01,43,43
COMARAPA,atenciones odontologicas,exodoncias,2009-03-01,204,204
COMBAYA,atenciones odontologicas,exodoncias,2009-03-01,2,2
CONCEPCION,atenciones odontologicas,exodoncias,2009-03-01,30,30
COPACABANA,atenciones odontologicas,exodoncias,2009-03-01,55,55
CORIPATA,atenciones odontologicas,exodoncias,2009-03-01,68,68
CORO CORO,atenciones odontologicas,exodoncias,2009-03-01,23,23
COROICO,atenciones odontologicas,exodoncias,2009-03-01,124,124
CORQUE,atenciones odontologicas,exodoncias,2009-03-01,22,22
COTAGAITA,atenciones odontologicas,exodoncias,2009-03-01,59,59
COTOCA,atenciones odontologicas,exodoncias,2009-03-01,44,44
CUATRO CAÑADAS,atenciones odontologicas,exodoncias,2009-03-01,28,28
CUEVO,atenciones odontologicas,exodoncias,2009-03-01,6,6
CULPINA,atenciones odontologicas,exodoncias,2009-03-01,39,39
CURAHUARA DE CARANGAS,atenciones odontologicas,exodoncias,2009-03-01,44,44
CURVA,atenciones odontologicas,exodoncias,2009-03-01,22,22
DESAGUADERO,atenciones odontologicas,exodoncias,2009-03-01,64,64
EL ALTO,atenciones odontologicas,exodoncias,2009-03-01,3016,3016
EL PUENTE(STC),atenciones odontologicas,exodoncias,2009-03-01,62,62
EL PUENTE(TJA),atenciones odontologicas,exodoncias,2009-03-01,179,179
EL TORNO,atenciones odontologicas,exodoncias,2009-03-01,123,123
EL VILLAR,atenciones odontologicas,exodoncias,2009-03-01,14,14
ENTRE RIOS,atenciones odontologicas,exodoncias,2009-03-01,27,27
ENTRE RIOS,atenciones odontologicas,exodoncias,2009-03-01,244,244
EUCALIPTUS,atenciones odontologicas,exodoncias,2009-03-01,45,45
FERNANDEZ ALONSO,atenciones odontologicas,exodoncias,2009-03-01,30,30
FILADELFIA,atenciones odontologicas,exodoncias,2009-03-01,67,67
GENERAL SAAVEDRA,atenciones odontologicas,exodoncias,2009-03-01,42,42
GUANAY,atenciones odontologicas,exodoncias,2009-03-01,37,37
GUAQUI,atenciones odontologicas,exodoncias,2009-03-01,54,54
GUAYARAMERIN,atenciones odontologicas,exodoncias,2009-03-01,99,99
GUTIERREZ,atenciones odontologicas,exodoncias,2009-03-01,87,87
HUACARETA,atenciones odontologicas,exodoncias,2009-03-01,38,38
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,exodoncias,2009-03-01,1,1
HUACHACALLA,atenciones odontologicas,exodoncias,2009-03-01,38,38
HUANUNI,atenciones odontologicas,exodoncias,2009-03-01,219,219
HUARACAJE,atenciones odontologicas,exodoncias,2009-03-01,10,10
HUAYLLAMARCA,atenciones odontologicas,exodoncias,2009-03-01,21,21
ICLA,atenciones odontologicas,exodoncias,2009-03-01,51,51
INCAHUASI,atenciones odontologicas,exodoncias,2009-03-01,65,65
INQUISIVI,atenciones odontologicas,exodoncias,2009-03-01,52,52
IRUPANA (VILLA DE LANZA),atenciones odontologicas,exodoncias,2009-03-01,55,55
IXIAMAS,atenciones odontologicas,exodoncias,2009-03-01,53,53
JESUS DE MACHACA,atenciones odontologicas,exodoncias,2009-03-01,113,113
LA ASUNTA,atenciones odontologicas,exodoncias,2009-03-01,38,38
LA GUARDIA,atenciones odontologicas,exodoncias,2009-03-01,96,96
LA PAZ,atenciones odontologicas,exodoncias,2009-03-01,2347,2347
LAGUNILLAS,atenciones odontologicas,exodoncias,2009-03-01,25,25
LAJA,atenciones odontologicas,exodoncias,2009-03-01,131,131
LAS CARRERAS,atenciones odontologicas,exodoncias,2009-03-01,10,10
LICOMA PAMPA,atenciones odontologicas,exodoncias,2009-03-01,28,28
LLALLAGUA,atenciones odontologicas,exodoncias,2009-03-01,149,149
LLICA,atenciones odontologicas,exodoncias,2009-03-01,41,41
LORETO,atenciones odontologicas,exodoncias,2009-03-01,1,1
LURIBAY,atenciones odontologicas,exodoncias,2009-03-01,21,21
MACHACAMARCA,atenciones odontologicas,exodoncias,2009-03-01,20,20
MACHARETI,atenciones odontologicas,exodoncias,2009-03-01,15,15
MAGDALENA,atenciones odontologicas,exodoncias,2009-03-01,49,49
MAIRANA,atenciones odontologicas,exodoncias,2009-03-01,36,36
MAPIRI,atenciones odontologicas,exodoncias,2009-03-01,54,54
MECAPACA,atenciones odontologicas,exodoncias,2009-03-01,25,25
MINEROS,atenciones odontologicas,exodoncias,2009-03-01,54,54
MIZQUE,atenciones odontologicas,exodoncias,2009-03-01,41,41
MOCOMOCO,atenciones odontologicas,exodoncias,2009-03-01,88,88
MOJOCOYA,atenciones odontologicas,exodoncias,2009-03-01,64,64
MONTEAGUDO,atenciones odontologicas,exodoncias,2009-03-01,60,60
MONTERO,atenciones odontologicas,exodoncias,2009-03-01,184,184
MORO MORO,atenciones odontologicas,exodoncias,2009-03-01,9,9
MOROCHATA,atenciones odontologicas,exodoncias,2009-03-01,92,92
OCURI,atenciones odontologicas,exodoncias,2009-03-01,83,83
OKINAWA,atenciones odontologicas,exodoncias,2009-03-01,28,28
OMEREQUE,atenciones odontologicas,exodoncias,2009-03-01,47,47
ORURO,atenciones odontologicas,exodoncias,2009-03-01,1210,1210
