municipality,group,variable,month,Actividades Odontológicas en la Comunidad,TOTAL
SAN BORJA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,15,15
SAN BUENA VENTURA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,4,4
SAN CARLOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,5,5
SAN JAVIER(STC),atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,15,15
SAN LORENZO(PND),atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,1,1
SAN LORENZO(TJA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,15,15
SAN LUCAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,11,11
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,2,2
SAN PEDRO DE CURAHUARA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,2,2
SAN PEDRO DE TIQUINA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,19,19
SAN RAFAEL,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,1,1
SAN RAMON,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,12,12
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,325,325
SANTA ROSA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,3,3
SANTA ROSA DEL SARA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,17,17
SANTIAGO DE HUARI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,18,18
SANTIAGO DE MACHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,1,1
SANTIVAÑES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,5,5
SANTUARIO DE QUILLACAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,2,2
SAPAHAQUI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,5,5
SENA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,1,1
SICA SICA (VILLA AROMA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,21,21
SIPE SIPE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,11,11
SORATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,3,3
SUCRE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,67,67
TACACOMA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,14,14
TACOPAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,8,8
TAHUA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,11,11
TAPACARI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,12,12
TARABUCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,23,23
TARACO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,4,4
TARIJA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,45,45
TARVITA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,7,7
TEOPONTE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,8,8
TIAWANACU,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,1,1
TIQUIPAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,16,16
TIRAQUE (CBBA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,302,302
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,4,4
TOCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,1,1
TOLATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,6,6
TOLEDO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,1,1
TOMAVE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,15,15
TOMINA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,3,3
TORO TORO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,2,2
TOTORA(CBBA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,7,7
TRIGAL,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,6,6
TRINIDAD,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,39,39
TUPIZA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,29,29
TURCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,4,4
UMALA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,83,83
UNCIA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,6,6
URIONDO (A. CONCEPCION),atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,32,32
VALLEGRANDE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,38,38
VIACHA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,17,17
VILLA MONTES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,5,5
VILLA RIVERO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,1,1
VILLA SERRANO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,163,163
VILLA TUNARI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,1,1
VINTO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,3,3
WARNES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,8,8
YACUIBA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,237,237
YAMPARAEZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,658,658
YANACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,76,76
YOCALLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,14,14
YOTALA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,7,7
YUNCHARA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-02-01,6,6
ACACIO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,3,3
ACHACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,37,37
ACHOCALLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,2,2
AIQUILE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,3,3
ALALAY,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,2,2
ALCALA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,17,17
ANCORAIMES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,10,10
ANDAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,23,23
ANZALDO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,2,2
APOLO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,2,2
ARAMPAMPA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,3,3
ARANI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,80,80
ARBIETO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,2,2
ARQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,4,4
AYATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,7,7
AYO AYO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,13,13
AZURDUY,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,22,22
BATALLAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,2,2
BAURES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,1,1
BELEN DE URMIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,5,5
BERMEJO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,5,5
BETANZOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,9,9
BOLIVAR,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,8,8
BOLPEBRA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,4,4
BOYUIBE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,163,163
BUENA VISTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,2,2
CABEZAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,8,8
CAIROMA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,15,15
"CAIZA ""D""",atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,5,5
CALACOTO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,35,35
CALAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,9,9
CAMARGO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,25,25
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,3,3
CAMIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,35,35
CAPINOTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,13,13
CAQUIAVIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,10,10
CARACOLLO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,15,15
CARANAVI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,22,22
CARAPARI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,20,20
CARMEN RIVERO TORREZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,1,1
CATACORA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,4,4
CHALLAPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,26,26
CHAQUI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,1,1
CHARAGUA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,7,7
CHARAÑA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,2,2
CHAYANTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,4,4
CHIMORE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,6,6
CHUMA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,13,13
CLIZA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,2,2
COBIJA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,12,12
COCHABAMBA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,2776,2776
COLCAPIRHUA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,2008,2008
"COLCHA ""K""",atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,8,8
COLOMI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,15,15
COLPA BELGICA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,74,74
COLQUECHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,3,3
COLQUENCHA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,4,4
COLQUIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,4,4
COMARAPA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,10,10
COMBAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,4,4
COPACABANA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,5,5
CORIPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,6,6
COROICO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,1,1
COTAGAITA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,3,3
COTOCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,2,2
CUATRO CAÑADAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,143,143
CUEVO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,12,12
CULPINA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,1,1
DESAGUADERO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,5,5
EL ALTO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,283,283
EL CHORO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,11,11
EL PUENTE(TJA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,22,22
EL TORNO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,4,4
EL VILLAR,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,3,3
ENTRE RIOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,4,4
ENTRE RIOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,16,16
EUCALIPTUS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,1,1
FILADELFIA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,16,16
GENERAL SAAVEDRA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,513,513
GUAQUI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,4,4
GUTIERREZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,91,91
HUACARETA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,3,3
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,1,1
HUACHACALLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,3,3
HUANUNI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,11,11
HUAYLLAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,12,12
ICLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,7,7
INCAHUASI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,14,14
INQUISIVI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,3,3
JESUS DE MACHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,6,6
LA ASUNTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,3,3
LA GUARDIA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,15,15
LA PAZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,2528,2528
LAGUNILLAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,10,10
LAJA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,9,9
LAS CARRERAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,4,4
LICOMA PAMPA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,5,5
LLALLAGUA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,5,5
LLICA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,119,119
LORETO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,1,1
MACHACAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,11,11
MACHARETI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-03-01,126,126
