municipality,group,variable,month,l 3.13 Nº de actividades de educación en Salud Oral,TOTAL
AYO AYO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,10,10
AZURDUY,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,4,4
BATALLAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,13,13
BELLA FLOR,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,1,1
BERMEJO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,17,17
BETANZOS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,10,10
BOLIVAR,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,9,9
BOLPEBRA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,4,4
BOYUIBE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,3,3
CABEZAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,4,4
CAIROMA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,14,14
"CAIZA ""D""",atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,6,6
CAJUATA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,5,5
CALACOTO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,1,1
CALAMARCA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,9,9
CAMARGO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,18,18
CAMIRI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,68,68
CAPINOTA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,7,7
CAQUIAVIRI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,3,3
CARACOLLO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,1,1
CARANAVI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,33,33
CARAPARI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,18,18
CARIPUYO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,6,6
CARMEN RIVERO TORREZ,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,9,9
CATACORA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,1,1
CHALLAPATA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,15,15
CHARAGUA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,3,3
CHARAÑA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,4,4
CHAYANTA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,1,1
CHIMORE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,17,17
CHIPAYA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,7,7
CHUMA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,15,15
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,42,42
CLIZA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,14,14
COBIJA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,5,5
COCAPATA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,19,19
COCHABAMBA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,84,84
COIPASA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,1,1
COLCAPIRHUA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,60,60
"COLCHA ""K""",atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,5,5
COLLANA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,8,8
COLOMI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,25,25
COLQUECHACA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,10,10
COLQUIRI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,10,10
COMANCHE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,7,7
COMARAPA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,30,30
CONCEPCION,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,14,14
COPACABANA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,13,13
CORIPATA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,15,15
CORO CORO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,1,1
COROICO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,4,4
CORQUE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,3,3
COTAGAITA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,11,11
COTOCA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,18,18
CUATRO CAÑADAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,21,21
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,9,9
CUEVO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,6,6
CULPINA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,6,6
CURVA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,4,4
DESAGUADERO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,16,16
EL ALTO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,92,92
EL CHORO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,1,1
EL PUENTE(STC),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,1,1
EL PUENTE(TJA),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,68,68
EL TORNO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,29,29
EL VILLAR,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,5,5
ENTRE RIOS TRJ,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,31,31
ENTRE RIOS CBBA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,19,19
EUCALIPTUS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,13,13
FERNANDEZ ALONSO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,1,1
FILADELFIA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,5,5
GENERAL SAAVEDRA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,24,24
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,11,11
GUANAY,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,7,7
GUAQUI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,17,17
GUAYARAMERIN,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,25,25
GUTIERREZ,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,12,12
HUACAYA (VILLA DE HUACAYA),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,10,10
HUACHACALLA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,20,20
HUANUNI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,2,2
HUARINA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,1,1
HUAYLLAMARCA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,7,7
HUMANATA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,7,7
ICHOCA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,6,6
ICLA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,17,17
INQUISIVI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,10,10
IRUPANA (VILLA DE LANZA),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,4,4
IXIAMAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,5,5
JESUS DE MACHACA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,36,36
LA ASUNTA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,1,1
LA GUARDIA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,128,128
LA PAZ,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,245,245
LAGUNILLAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,77,77
LAJA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,18,18
LICOMA PAMPA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,18,18
LLALLAGUA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,3,3
LURIBAY,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,2,2
MACHARETI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,1,1
MAIRANA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,5,5
MALLA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-02-01,17,17
