municipality,group,variable,month,Partos atendidos por personal de salud,TOTAL
CORIPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,2,2
CORO CORO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,5,5
COROICO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,4,4
COTAGAITA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,7,7
CUATRO CAÑADAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
CULPINA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,7,7
CURVA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,9,9
EL ALTO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,6,6
EL CHORO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,4,4
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,3,3
EL PUENTE(TJA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,4,4
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,7,7
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,2,2
GENERAL SAAVEDRA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,8,8
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,8,8
GUANAY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,2,2
GUAQUI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,6,6
HUACARETA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,4,4
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,2,2
HUANUNI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,3,3
HUARINA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,6,6
HUAYLLAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,2,2
HUMANATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,3,3
ICHOCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
ICLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,4,4
INCAHUASI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,4,4
INQUISIVI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,3,3
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,7,7
IXIAMAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,4,4
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,15,15
LA ASUNTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,7,7
LA GUARDIA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,6,6
LAS CARRERAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,4,4
LLICA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,2,2
LORETO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
LURIBAY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,3,3
MACHACAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
MAGDALENA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,2,2
MALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,2,2
MINEROS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,2,2
MIZQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,11,11
MOCOMOCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,3,3
MOJINETE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
MOJOCOYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,2,2
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,6,6
NAZACARA DE PACAJES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,23,23
OMEREQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,3,3
PADCAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,4,4
PADILLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,3,3
PAILON,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,10,10
PAMPA AULLAGAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,2,2
PASORAPA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,5,5
PATACAMAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,3,3
PAZÑA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
PELECHUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,5,5
POCOATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,13,13
POCONA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,2,2
POOPO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
PORCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,4,4
POROMA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,9,9
PRESTO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,7,7
PUCARANI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,14,14
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,2,2
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,9,9
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,2,2
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
PUERTO RICO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
PUERTO SILES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,2,2
PUNA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,10,10
QUIABAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,2,2
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,5,5
QUIME,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,9,9
REYES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,5,5
ROBORE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,2,2
SABAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,2,2
SACABAMBA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,5,5
SACACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,6,6
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,6,6
SAMAIPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
SAN AGUSTIN,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,3,3
SAN ANDRES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,2,2
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,3,3
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,7,7
SAN BENITO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,6,6
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,5,5
SAN CARLOS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,8,8
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,8,8
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
SAN JUAN DE YAPACANI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
SAN JULIAN,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,4,4
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,29,29
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,2,2
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,2,2
SAN PEDRO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,5,5
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,2,2
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
SANTA ROSA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,2,2
SANTIAGO DE HUATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,3,3
SANTIAGO DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,3,3
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,6,6
SENA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,3,3
SHINAOTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,7,7
SICAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,3,3
SIPE SIPE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,3,3
SOPACHUY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,2,2
SORACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,11,11
SORATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,5,5
SUCRE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,4,4
TACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
TACOBAMBA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,10,10
TACOPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,6,6
TAHUA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,14,14
TARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,2,2
TARATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,2,2
TARVITA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,3,3
TEOPONTE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,5,5
TIAWANACU,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,13,13
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,12,12
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,4,4
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,5,5
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,2,2
TOLEDO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,4,4
TOMAVE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,6,6
TOMINA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-02-01,1,1
