,group,variable,month,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS < A 6 MESES,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS < A 6 MESES,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 6 MESES < 1 AÑO,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 6 MESES < 1 AÑO,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 1 A 4 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 1 A 4 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 5 A 9 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 5 A 9 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 10 A 14 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 10 A 14 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 15 A 19 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 15 A 19 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 20 A 39 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 20 A 39 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 40 A 49 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 40 A 49 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 50 A 59 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 50 A 59 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 60 A MAS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 60 A MAS,TOTALES,TOTALES,TOTALES
CARAPARI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,2,2,4
CHALLAPATA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,1,0,4,0,0,2,1,1,15,3,58,1,4,3,7,16,17,26,107,133
CHULUMANI (V. DE LA LIBERTAD),telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,1,1,1,0,2,2,3,2,4,0,0,9,1,43,3,10,2,8,8,7,25,82,107
CLIZA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,1,4,2,3,2,11,1,10,6,0,27,3,6,1,7,9,12,41,64,105
COBIJA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,2,7,4,8,50,1,22,15,5,4,1,5,19,10,103,50,153
COCHABAMBA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,1,0,1,1,0,3,1,0,3,3,2,5,20,3,6,2,7,14,19,31,60,91
COLOMI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COLQUIRI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,2,4,6,9,3,2,4,3,0,0,15,18,33
COMARAPA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,1,0,1,0,1,1,5,0,152,1,64,1,32,0,7,3,263,266
COROICO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,2,1,4,1,0,0,0,0,0,0,1,4,6,46,3,6,7,6,7,6,30,70,100
CORQUE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,0,0,6,0,0,1,1,10,0,1,0,1,2,1,9,14,23
CULPINA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,1,0,0,1,1,1,0,0,0,0,0,1,0,8,0,0,0,0,2,1,4,12,16
EL ALTO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,1,0,1,1,2,3,1,3,2,0,7,4,12,11,5,5,5,7,26,15,62,49,111
EL TORNO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,1,2,0,1,0,2,5,46,5,12,4,12,16,14,31,89,120
ESCOMA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,2,3,1,1,0,1,0,8,2,48,3,10,4,7,10,12,22,90,112
GUANAY,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,1,2,9,1,1,1,1,2,1,7,13,20
LA GUARDIA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,6,0,52,2,45,5,12,5,8,12,124,136
LA PAZ,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,2,1,4,6,2,1,0,1,7,4,15,13,28
LICOMA PAMPA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,2,1,2,2,7,8,15
MIZQUE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,2,9,7,1,1,1,1,0,4,0,9,0,0,0,1,0,2,11,27,38
MOJINETE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,1,0,0,6,2,0,0,0,0,0,0,0,2,0,0,0,1,1,3,7,9,16
MONTEAGUDO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,7,0,6,3,2,7,4,33,4,9,5,2,2,3,30,57,87
ORURO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,1,0,12,5,5,2,6,26,4,10,6,16,18,23,52,82,134
PATACAMAYA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,1,3,0,2,1,0,1,1,1,0,2,1,2,27,1,9,5,7,10,7,24,57,81
PORTACHUELO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,2,0,24,0,12,0,9,0,2,0,49,49
POTOSI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,5,0,1,0,7,5,2,5,4,3,1,2,5,37,2,9,1,8,11,18,39,87,126
PUCARANI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,1,0,0,1,7,3,0,0,0,0,1,1,1,37,0,7,0,7,0,0,10,56,66
PUERTO GONZALO MORENO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,1,0,1,1,2,1,10,11
PUERTO SUAREZ,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,2,2,1,1,4,6,12,18
PUERTO VILLARROEL,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,2,0,0,7,5,5,1,0,2,0,1,0,19,0,1,0,3,2,0,14,34,48
PUNA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,0,2,2,0,0,1,0,12,0,3,0,3,2,4,4,25,29
PUNATA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,14,21,9,10,10,12,9,9,14,13,13,12,9,14,4,2,82,93,175
QUILLACOLLO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,5,6,0,0,21,33,9,9,0,12,0,11,9,39,7,7,3,11,10,22,64,150,214
RURRENABAQUE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,2,0,0,0,7,7,0,0,0,1,3,14,1,72,0,6,1,4,1,2,15,106,121
SACABA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,1,0,2,2,2,0,0,1,0,0,0,1,1,1,0,1,1,0,7,6,13
SACABAMBA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,2,7,9,3,0,0,0,2,0,11,0,0,0,0,3,3,14,26,40
SALINAS DE GARCI MENDOZA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,3
SAMAIPATA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,0,2,2,0,0,0,0,6,0,3,0,3,3,3,5,17,22
SAN ANTONIO DE ESMORUCO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,4,4,8
SAN ANTONIO DE LOMERIO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,4,0,1,0,9,9
SAN BORJA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,1,1,2,5,4,1,0,0,5,0,10,0,21,1,1,1,0,2,0,11,44,55
SAN IGNACIO DE VELASCO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2
SAN JOSE DE CHIQUITOS,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,13,0,0,0,6,0,24,24
SAN JULIAN,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,2,0,0,1,0,0,0,4,10,5,10,1,5,12,2,23,29,52
SANTA CRUZ DE LA SIERRA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,1,0,1,0,1,0,5,7,2,3,1,4,7,10,1,9,1,2,8,5,28,40,68
SOPACHUY,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,2,4
SUCRE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,1,5,0,1,0,1,1,1,0,5,4,53,13,154,7,44,2,21,14,38,42,323,365
TARIJA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,2,0,0,1,1,2,3,5,1,5,40,0,7,3,11,3,5,19,70,89
TARVITA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,0,0,1,1,2,0,2,4,0,0,0,0,0,0,5,5,10
TIQUIPAYA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,6,2,5,1,1,2,1,3,13,9,22
TOMINA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,7,2,32,1,1,0,0,0,0,3,40,43
TRINIDAD,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,1,1,0,6,2,4,4,1,0,7,0,9,0,29,0,5,0,1,0,0,7,63,70
UYUNI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,2,0,2,13,12,1,1,16,9,3,4,3,35,4,4,7,2,8,11,55,82,137
VALLEGRANDE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,2,9,5,6,2,1,2,0,11,17,28
VIACHA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,1,5,1,0,0,3,0,3,4,5,9,32,10,6,10,2,25,15,60,71,131
VILLA MONTES,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,1,3,0,0,0,0,0,0,3,4,1,2,6,5,6,8,17,22,39
VILLA NUEVA (LOMA ALTA),telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,0,1,2,1,3,3,13,16
VILLAZON,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0,1,0,0,0,9,9
VINTO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,1,4,5
WALDO BALLIVIAN,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,4,1,13,0,0,0,0,0,0,1,17,18
WARNES,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,0,0,6,9,12,3,23,7,32,25,19,22,6,8,98,74,172
YANACACHI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,7,6,13,6,19
AIQUILE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,11,17,4,4,23,19,20,20,24,30,1,4,3,2,1,2,2,2,2,8,91,108,199
ANCORAIMES,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,2,1,4,0,5,2,2,2,1,5,15,20
ASCENCION DE GUARAYOS,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,3,0,31,0,13,2,4,1,0,3,51,54
ATOCHA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,1,1,0,0,2,0,1,1,1,0,0,1,0,6,0,1,0,3,1,1,6,14,20
AZURDUY,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,1,2,0,2,9,4,13
BERMEJO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,15,0,0,0,0,0,4,2,8,4,9,0,0,0,0,6,36,42
CALAMARCA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
CAMARGO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,0,0,0,3,1,3,2,3,11,2,6,4,8,16,24,31,52,83
CAMIRI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,2,0,0,0,0,3,6,3,26,0,10,0,8,3,11,9,63,72
CARACOLLO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,1,1,2,0,1,0,2,0,1,11,3,96,1,22,1,15,15,33,27,178,205
CARANAVI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,1,0,3,1,1,0,4,0,2,1,1,9,4,39,2,8,1,6,8,11,27,75,102
CHALLAPATA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,1,0,0,2,1,0,0,0,0,0,8,4,88,0,17,8,10,2,10,16,135,151
CHIPAYA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,2,0,0,2,2,3,2,1,1,2,0,5,2,48,1,9,0,4,6,10,16,84,100
CLIZA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,1,0,16,10,9,8,3,1,1,14,1,42,2,5,3,2,9,16,45,98,143
COBIJA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,0,0,0,0,2,69,3,25,3,3,4,0,3,11,5,108,20,128
COCHABAMBA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,0,1,2,0,5,4,6,4,18,3,3,1,3,10,12,23,49,72
COIPASA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,3
COLQUIRI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,2,3,0,1,0,0,0,0,0,0,2,3,11,5,3,3,0,0,0,0,18,15,33
COMARAPA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,1,0,0,0,0,2,0,8,4,92,2,41,0,27,3,31,10,201,211
CORQUE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,0,1,0,0,1,0,0,1,6,0,0,0,3,7,7,9,17,26
CULPINA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,1,0,0,0,1,1,0,0,0,0,2,1,6,2,3,1,1,1,1,6,15,21
EL ALTO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,4,4,2,1,1,1,4,2,1,1,5,4,8,10,4,13,6,8,16,12,51,56,107
EL CHORO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
EL TORNO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,1,1,0,0,0,0,0,4,2,21,1,6,2,3,16,23,22,58,80
ESCOMA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,1,1,0,0,1,0,1,2,0,1,3,8,5,33,8,7,2,6,12,12,33,70,103
HUANUNI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,1,0,0,1,1,0,0,0,0,2,1,4,1,39,3,20,1,5,3,11,11,82,93
INQUISIVI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,1,0,0,0,4,3,0,0,0,0,0,1,1,0,0,0,2,0,3,4,11,15
LA GUARDIA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,4,0,19,1,16,5,5,2,4,8,48,56
LA PAZ,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,1,0,1,1,2,5,0,0,0,0,2,6,9,39,10,18,4,12,22,14,51,95,146
LICOMA PAMPA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,2,1,2,5,4,16,20
LLALLAGUA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,2,0,1,0,2,0,1,1,0,1,0,6,2,35,1,8,3,5,5,11,17,67,84
MIZQUE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,2,1,0,2,1,1,2,0,0,0,0,0,0,0,0,4,5,9
MOJINETE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,7,0,10,10
MONTEAGUDO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,0,0,1,4,2,0,1,2,9,10,13,9,18,21,28,46,72,118
ORURO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,1,1,2,1,3,0,1,4,3,19,5,7,5,16,15,31,35,79,114
PADILLA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,0,0,4,5,1,4,0,1,0,2,1,1,2,6,2,19,10,29
PATACAMAYA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,2,2,0,0,1,0,0,0,1,2,0,4,0,25,1,11,4,14,12,13,21,71,92
PORTACHUELO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,16,0,35,0,28,0,87,87
POTOSI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,2,6,0,2,5,9,0,0,8,43,3,29,4,14,11,31,33,134,167
PUERTO SUAREZ,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,2,5,2,4,5,15,20
PUNA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,1,14,0,4,0,3,1,4,2,26,28
RIBERALTA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,0,0,0,0,2,0,1,2,6,0,1,1,0,2,3,5,13,18
RURRENABAQUE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,1,0,0,1,0,0,0,3,0,4,1,40,1,4,0,2,0,3,3,57,60
SACABA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,8
SALINAS DE GARCI MENDOZA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,2,0,0,6,3,8,10,18
SAMAIPATA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,4,0,39,0,13,0,8,0,2,1,66,67
SAN ANTONIO DE ESMORUCO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,1,2,0,0,0,0,0,2,0,3,0,1,0,0,1,3,2,11,13
SAN BORJA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,5,1,2,8,11,1,1,0,1,0,11,2,33,0,2,0,0,1,4,13,70,83
SAN CARLOS,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,3,8,11
SAN JOAQUIN,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,1,3,0,1,0,0,0,2,0,17,0,0,0,0,0,0,1,23,24
SAN JOSE DE CHIQUITOS,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,2,0,0,0,0,0,14,14
SAN JULIAN,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,1,2,0,0,3,1,1,1,0,2,0,3,2,12,1,6,0,3,5,4,13,34,47
SAN PEDRO DE CURAHUARA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,2,2,0,0,0,1,0,1,0,0,5,0,0,1,1,2,0,7,8,15
SANTA CRUZ DE LA SIERRA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,1,1,0,2,2,2,2,3,3,2,7,4,6,1,8,5,1,3,3,23,33,56
SANTIAGO DE HUATA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,4,6
SIPE SIPE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,13,19,3,0,0,0,1,4,4,0,0,0,0,3,0,3,2,1,3,5,26,35,61
SOPACHUY,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2
SUCRE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,2,1,0,1,3,0,2,4,7,5,34,28,101,9,37,14,24,40,62,102,272,374
TARIJA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,1,15,16,1,1,2,6,0,25,3,87,0,4,1,4,4,4,26,148,174
TARVITA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,5,5
TIQUIPAYA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,5,0,0,0,0,0,1,2,0,1,1,0,4,2,0,0,11,5,16
TOTORA(CBBA),telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19
TRINIDAD,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,1,0,1,1,0,3,0,0,0,2,0,7,0,19,0,0,0,0,0,0,2,32,34
UYUNI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,3,0,0,0,1,0,1,2,1,2,3,7,0,23,4,7,0,3,10,11,23,55,78
VALLEGRANDE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,3,0,2,1,1,2,20,22
VILLA TUNARI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,4,0,0,0,0,0,1,3,7,8,1,3,5,6,13,16,31,36,67
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,2,1,4,5,9
VILLAZON,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,2,5,0,0,1,0,1,0,0,2,5,3,26,5,9,0,4,0,6,15,54,69
VINTO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,2,1,0,0,2,0,3,3,6,2,0,5,2,8,2,2,2,4,3,11,22,36,58
WARNES,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,0,0,0,8,3,16,0,4,0,3,9,12,0,4,1,47,13,60
YANACACHI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,0,2,0,1,2,0,0,2,0,0,5,0,0,8,0,13,7,20
ZUDAÑEZ,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,1,1,2,0,1,4,11,15
AIQUILE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ANCORAIMES,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,1,1,3,1,5,7,12
ASCENCION DE GUARAYOS,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,3,0,3,0,17,17
ATOCHA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,0,0,0,1,0,0,0,5,9,2,2,0,3,0,2,8,16,24
BERMEJO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,4,10,0,0,0,0,0,3,0,26,1,0,3,1,2,13,10,53,63
CAMARGO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,1,0,0,0,0,0,0,0,0,2,0,9,5,10,2,6,3,10,11,37,48
CAPINOTA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,4,4
