,group,variable,month,NRO DE TELECONSULTAS S < A 6 MESES,NRO DE TELECONSULTAS S < A 6 MESES,NRO DE TELECONSULTAS S 6 MESES < 1 AÑO,NRO DE TELECONSULTAS S 6 MESES < 1 AÑO,NRO DE TELECONSULTAS S 1 A 4 AÑOS,NRO DE TELECONSULTAS S 1 A 4 AÑOS,NRO DE TELECONSULTAS S 5 A 9 AÑOS,NRO DE TELECONSULTAS S 5 A 9 AÑOS,NRO DE TELECONSULTAS S 10 A 14 AÑOS,NRO DE TELECONSULTAS S 10 A 14 AÑOS,NRO DE TELECONSULTAS S 15 A 19 AÑOS,NRO DE TELECONSULTAS S 15 A 19 AÑOS,NRO DE TELECONSULTAS S 20 A 39 AÑOS,NRO DE TELECONSULTAS S 20 A 39 AÑOS,NRO DE TELECONSULTAS S 40 A 49 AÑOS,NRO DE TELECONSULTAS S 40 A 49 AÑOS,NRO DE TELECONSULTAS S 50 A 59 AÑOS,NRO DE TELECONSULTAS S 50 A 59 AÑOS,NRO DE TELECONSULTAS S 60 A MAS,NRO DE TELECONSULTAS S 60 A MAS,TOTALES,TOTALES,TOTALES
EL PUENTE(STC),telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
EL PUENTE(TJA),telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,4,0,0,0,0,0,0,20,0,0,0,13,1,0,5,33,38
FERNANDEZ ALONSO,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
HUACARETA,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,4,0,4
HUACHACALLA,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,1,1,0,1,4,5,9
ICLA,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,7,7
INCAHUASI,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27,27
IRUPANA (VILLA DE LANZA),telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
LLICA,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,10
MACHACAMARCA,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MACHARETI,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,8
MOCOMOCO,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,1,1,6,2,8
MOJINETE,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,1,7,8
OCURI,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,5,0,20,20
PAILON,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,1,3
POCOATA,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,8,4,4,5,0,0,0,0,0,9,12,21
POOPO,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0,1,1,0,0,0,2,7,9
PUNATA,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,11,0,11
QUIABAYA,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,3,2,5
RAVELO,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,5,0,4,3,7,4,0,4,5,0,0,0,21,11,32
SACABAMBA,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
SAMAIPATA,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,3,2,5
SAN AGUSTIN,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,6,4,1,10,3,0,1,5,0,5,11,24,35
SAN ANDRES DE MACHACA,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN ANTONIO DE ESMORUCO,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,2,0,0,0,0,0,4,1,7,0,1,0,0,3,3,4,17,21
SAN BENITO,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,5,15,10,2,3,0,0,0,18,17,35
SAN PABLO DE LIPEZ,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,5,0,0,5,0,0,0,2,0,3,4,0,0,0,0,0,0,10,9,19
SAN PEDRO DE CURAHUARA,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO DE QUEMES,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,6
TAHUA,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TARVITA,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30,0,60,0,60
TOCO,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,2,4,6
TOLATA,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,4,0,0,0,0,4,10,11,7,3,0,0,0,0,21,18,39
TUPIZA,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,8,8
UNCIA,telesalud,nro de teleconsultas s,2024-12-01,1,0,0,1,2,1,0,0,1,0,3,0,1,4,0,0,0,1,1,0,9,7,16
VILLA CHARCAS,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,6,4,7,8,15
VINTO,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,4
YOTALA,telesalud,nro de teleconsultas s,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,2,2,2,3,8,11
