,group,variable,month,NRO DE TELEINTERCONSULTAS GENERADAS N < A 6 MESES,NRO DE TELEINTERCONSULTAS GENERADAS N < A 6 MESES,NRO DE TELEINTERCONSULTAS GENERADAS N 6 MESES < 1 AÑO,NRO DE TELEINTERCONSULTAS GENERADAS N 6 MESES < 1 AÑO,NRO DE TELEINTERCONSULTAS GENERADAS N 1 A 4 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 1 A 4 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 5 A 9 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 5 A 9 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 10 A 14 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 10 A 14 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 15 A 19 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 15 A 19 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 20 A 39 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 20 A 39 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 40 A 49 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 40 A 49 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 50 A 59 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 50 A 59 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 60 A MAS,NRO DE TELEINTERCONSULTAS GENERADAS N 60 A MAS,TOTALES,TOTALES,TOTALES
CABEZAS,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,5,5
"CAIZA ""D""",telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,1,0,0,0,2,0,1,0,2,0,0,0,2,1,3,1,11,12
CAMATAQUI (C. VILLA ABECIA),telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,0,3,0,3,3,10,13
CAMIRI,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2,3
CARACOLLO,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CARAPARI,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,3,3,6,9
CARMEN RIVERO TORREZ,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,2
CHACARILLA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,1,0,0,0,1,7,8
CHIMORE,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,5,1,3,2,6,8,19,27
CHIPAYA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,1,0,0,0,1,0,1,0,4,0,2,0,1,0,0,0,10,10
CHOQUE COTA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHUMA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,2,2,4,7,11
CHUQUIHUTA AYLLU JUCUMANI,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,2,0,2,0,16,0,0,1,0,0,0,1,20,21
COCAPATA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,2,2,3,6,9
COLLANA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLPA BELGICA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,5,6
COLQUECHACA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,1,0,2,1,1,1,0,0,2,1,0,0,1,0,0,0,7,3,10
COLQUENCHA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,1,1,0,0,0,0,1,0,1,0,2,1,0,0,3,1,2,6,6,9,16,25
COLQUIRI,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,2,0,2,0,0,0,1,19,0,0,0,0,6,3,0,22,11,33
CONCEPCION,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,4,1,0,1,0,0,1,0,0,0,3,0,0,1,4,2,12,5,17
CORIPATA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,4,5,5,9,14
COROICO,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
CORQUE,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,1,0,0,0,1,0,0,0,1,0,1,1,5,0,0,0,0,1,2,2,11,13
COTOCA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,13,0,7,0,0,0,46,46
CUATRO CAÑADAS,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,6,0,0,0,1,0,17,17
CURAHUARA DE CARANGAS,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,4
CURVA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,2,1,0,3,3,9,12
EL ALTO,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,2,0,0,0,0,1,4,0,4,1,4,8,4,10,18,28
EL CHORO,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,1,2,1,0,3,0,1,2,3,0,2,0,4,4,3,8,18,26
EL PUENTE(STC),telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
EL PUENTE(TJA),telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,3,6,4,16,9,25
EL VILLAR,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,2,0,0,0,0,0,8,1,7,3,3,1,2,0,0,5,22,27
EUCALIPTUS,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
EXALTACION,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,1,0,2,0,0,3,0,1,0,0,0,1,1,0,0,1,3,0,7,6,13
GAIOC JATUN AYLLU YURA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,4,5
GENERAL SAAVEDRA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,2,0,2,2,0,3,9,12
GRAL. J.J. PEREZ (CHARAZANI),telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
GUANAY,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,1,1,0,0,0,0,0,1,0,2,0,11,0,1,1,0,3,2,5,18,23
GUAQUI,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,1,0,0,0,1,0,0,0,0,2,1,7,0,2,0,2,3,6,6,19,25
GUAYARAMERIN,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,3,7,3,5,6,12,19,31
HUMANATA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,1,3,0,6,0,1,0,1,1,0,2,11,13
ICHOCA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,2,0,0,4,7,5,12
ICLA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0,0,0,0,0,0,0,35,35
INCAHUASI,telesalud,nro de teleinterconsultas generadas n,2024-02-01,2,1,0,0,0,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,4,5,9
INQUISIVI,telesalud,nro de teleinterconsultas generadas n,2024-02-01,1,0,0,0,3,0,0,0,0,1,0,0,0,3,0,0,0,1,1,0,5,5,10
IRUPANA (VILLA DE LANZA),telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,4,9,7,15,15,30
LA GUARDIA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,2,3,5,8,9,17,26
LA PAZ,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
LAGUNILLAS,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,0,4,1,1,2,11,13
LAS CARRERAS,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,4
LORETO,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,1,0,0,0,2,6,8
MACHACAMARCA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,2,0,0,0,0,0,1,2,2,0,3,0,2,2,0,1,1,0,1,1,12,6,18
MACHARETI,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,2,0,0,1,0,2,0,0,0,0,2,0,0,2,0,6,8,11,12,23
MAIRANA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,4,5
MINEROS,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,8,4,10,14
MOCOMOCO,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MOROCHATA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,3
NACEBE (SANTA ROSA DEL ABUNA),telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,0,4,4,8
NUEVO MANOA (NUEVA ESPERANZA),telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
OCURI,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,1,0,0,1,1,1,1,3,2,6,0,1,2,2,2,1,9,15,24
OMEREQUE,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,6,0,3,1,6,3,18,21
ORURO,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,1,2,0,1,0,2,0,0,2,12,1,0,0,4,7,15,11,36,47
PADCAYA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4
PADILLA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,3
PAILON,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,2,2,1,0,2,5,8,3,4,4,4,8,21,22,43
PAPEL PAMPA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,1,0,0,0,0,0,0,1,0,1,2,2,1,1,1,1,0,2,0,8,5,13
PATACAMAYA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2
PELECHUCO,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,2,4
POCOATA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,1,0,1,1,0,1,12,13
POOPO,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,5,1,1,2,4,3,17,20
PORCO,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,2,2,5,5,10
POROMA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,12,6,0,2,4,12,18,30
PORONGO,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,5,2,8,10
PUERTO ACOSTA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,6,6
PUERTO CARABUCO,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,1,0,1,2,3,2,11,13
PUERTO PEREZ,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,1,0,0,1,1,0,0,0,0,0,3,0,6,0,0,0,2,1,1,2,14,16
PUNA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,3,1,3,2,11,13
PUNATA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,3,1,4
QUIABAYA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,1,1,1,9,10
QUIME,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,14,0,9,0,2,0,0,0,0,0,25,25
QUIRUSILLAS,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,0,0,3,5,6,10,16
RAVELO,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,1,2,1,2,1,2,2,4,3,12,2,3,0,1,1,1,11,27,38
RIBERALTA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2
RURRENABAQUE,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,2,6,4,10
SACABA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2
SACABAMBA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,1,3,8,0,0,1,0,1,1,5,10,15
SAMAIPATA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,2,1,4,1,20,21
SAN AGUSTIN,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,2,0,9,2,14,16
SAN ANDRES,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,2,2,1,1,2,2,5,1,3,0,0,0,2,6,15,21
SAN ANTONIO DE LOMERIO,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,2,3,5
SAN BENITO,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,2,1,1,3,6,7,30,37
SAN BORJA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,0,5,3,8
SAN BUENA VENTURA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,3,5
SAN IGNACIO,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4,1,6,1,4,2,19,21
SAN JAVIER(STC),telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,1,1,0,2,0,3,17,20
SAN JUAN DE YAPACANI,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,2,0,1,1,1,1,11,12
SAN JULIAN,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN LORENZO(PND),telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,3
SAN MIGUEL DE VELASCO,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,2,1,4,5,9
SAN PABLO DE LIPEZ,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3
SAN PEDRO DE QUEMES,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,1,1,1,4,6,10
SAN RAMON BENI,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,1,0,1,0,1,1,1,2,0,0,0,0,1,3,5,8
SAN RAMON SCZ,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,1,0,1,1,0,0,1,0,0,1,2,0,6,0,8,3,4,6,3,11,26,37
SANTIAGO DE HUARI,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,1,0,0,0,0,0,0,0,0,0,5,4,9,1,0,0,1,5,2,10,18,28
SANTIAGO DE MACHACA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,15,0,1,1,0,0,0,0,0,0,16,1,17
SANTUARIO DE QUILLACAS,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,2,0,1,2,6,8
SAPAHAQUI,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,10,10
SENA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,2,0,0,0,0,0,7,7
SIPE SIPE,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,1,0,0,1,9,10
SORATA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,2,0,0,0,1,0,0,0,0,0,6,0,9,0,1,1,2,1,3,2,24,26
TAHUA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,6,10
TARATA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,2,0,1,2,5,6,11
TARIJA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,3,3,1,5,3,10,10,20
TARVITA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,4,3,6,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,12,22
TIAHUANACU,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,2,2,2,2,21,23
TITO YUPANQUI (PARQUIPUJIO),telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,2,1,0,0,4,3,7
TOCO,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,2,0,2,11,6,14,12,26
TODOS SANTOS,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
TOLATA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,7,8,11,14,25
TOMINA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,2,3,5
TOTORA(CBBA),telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2
TURCO,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,2,0,1,5,2,6,10,16
URUBICHA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,3
VILA VILA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,2,0,1,0,4,0,1,0,1,2,1,2,10,12
VILLA CHARCAS,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,3,4,5,9,14
VILLA MONTES,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,0,0,0,0,5,7,12
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,5,2,7,9
VINTO,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VITICHI,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,11,5,15,6,21
WARNES,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,3,5
YOTALA,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,3,9,12
ZUDAÑEZ,telesalud,nro de teleinterconsultas generadas n,2024-02-01,0,1,0,0,0,0,0,0,1,1,3,10,8,12,0,1,1,0,5,3,18,28,46
ACHOCALLA,telesalud,nro de teleinterconsultas generadas n,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,1,2,4,2,11,13
AIQUILE,telesalud,nro de teleinterconsultas generadas n,2024-03-01,0,0,0,1,0,0,0,0,0,0,3,0,2,5,1,0,0,0,3,6,9,12,21
ALCALA,telesalud,nro de teleinterconsultas generadas n,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,2,4,2,2,0,5,3,11,7,23,30
ANDAMARCA,telesalud,nro de teleinterconsultas generadas n,2024-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,7,8,3,9,13,22
APOLO,telesalud,nro de teleinterconsultas generadas n,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,4,0,25,1,1,1,0,0,0,2,30,32
ARAMPAMPA,telesalud,nro de teleinterconsultas generadas n,2024-03-01,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,1,0,2,2,5,6,11
ARANI,telesalud,nro de teleinterconsultas generadas n,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,1,1,4,12,27,17,42,59
ARQUE,telesalud,nro de teleinterconsultas generadas n,2024-03-01,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,2,2,2,0,1,2,14,16
ASCENCION DE GUARAYOS,telesalud,nro de teleinterconsultas generadas n,2024-03-01,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,1,0,0,3,4,7
ATOCHA,telesalud,nro de teleinterconsultas generadas n,2024-03-01,1,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,1,14,15
AUCAPATA,telesalud,nro de teleinterconsultas generadas n,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,2,5,7
AYATA,telesalud,nro de teleinterconsultas generadas n,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,4,4
AZURDUY,telesalud,nro de teleinterconsultas generadas n,2024-03-01,0,0,0,0,0,0,0,1,0,1,0,4,5,5,2,3,2,1,1,0,10,15,25
BATALLAS,telesalud,nro de teleinterconsultas generadas n,2024-03-01,0,0,0,1,2,0,0,3,0,0,1,0,1,1,0,2,0,4,9,3,13,14,27
BAURES,telesalud,nro de teleinterconsultas generadas n,2024-03-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
BELEN DE ANDAMARCA,telesalud,nro de teleinterconsultas generadas n,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,1,4,1,6,1,12,11,23
BELLA FLOR,telesalud,nro de teleinterconsultas generadas n,2024-03-01,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,1,0,2,1,2,2,11,13
BERMEJO,telesalud,nro de teleinterconsultas generadas n,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
BETANZOS,telesalud,nro de teleinterconsultas generadas n,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
BOLPEBRA,telesalud,nro de teleinterconsultas generadas n,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,2,0,5,2,5,1,1,0,2,3,15,18
BOYUIBE,telesalud,nro de teleinterconsultas generadas n,2024-03-01,0,0,0,0,0,0,0,0,0,2,0,2,4,4,6,1,0,4,11,14,21,27,48
CABEZAS,telesalud,nro de teleinterconsultas generadas n,2024-03-01,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,4,0,3,2,0,3,10,13
CAIROMA,telesalud,nro de teleinterconsultas generadas n,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,3,0,0,1,2,6,9,15
"CAIZA ""D""",telesalud,nro de teleinterconsultas generadas n,2024-03-01,0,0,0,1,4,1,0,1,0,3,0,1,0,3,1,2,0,2,6,4,11,18,29
CAJUATA,telesalud,nro de teleinterconsultas generadas n,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,2,2,4,2,0,1,2,10,6,15,14,29
CAMARGO,telesalud,nro de teleinterconsultas generadas n,2024-03-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,2,2,4
