,group,variable,month,NRO DE TELECONSULTAS N < A 6 MESES,NRO DE TELECONSULTAS N < A 6 MESES,NRO DE TELECONSULTAS N 6 MESES < 1 AÑO,NRO DE TELECONSULTAS N 6 MESES < 1 AÑO,NRO DE TELECONSULTAS N 1 A 4 AÑOS,NRO DE TELECONSULTAS N 1 A 4 AÑOS,NRO DE TELECONSULTAS N 5 A 9 AÑOS,NRO DE TELECONSULTAS N 5 A 9 AÑOS,NRO DE TELECONSULTAS N 10 A 14 AÑOS,NRO DE TELECONSULTAS N 10 A 14 AÑOS,NRO DE TELECONSULTAS N 15 A 19 AÑOS,NRO DE TELECONSULTAS N 15 A 19 AÑOS,NRO DE TELECONSULTAS N 20 A 39 AÑOS,NRO DE TELECONSULTAS N 20 A 39 AÑOS,NRO DE TELECONSULTAS N 40 A 49 AÑOS,NRO DE TELECONSULTAS N 40 A 49 AÑOS,NRO DE TELECONSULTAS N 50 A 59 AÑOS,NRO DE TELECONSULTAS N 50 A 59 AÑOS,NRO DE TELECONSULTAS N 60 A MAS,NRO DE TELECONSULTAS N 60 A MAS,TOTALES,TOTALES,TOTALES
ANCORAIMES,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,3,0,0,2,1,6,0,1,0,0,0,0,4,9,13
ANDAMARCA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,3,0,0,3,3,0,0,3,0,2,0,0,0,0,0,6,6,14,20
ANZALDO,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,6,6
APOLO,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,1,0,0,1,9,10
ASCENCION DE GUARAYOS,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ATOCHA,telesalud,nro de teleconsultas n,2024-09-01,0,0,1,2,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,1,3,6,9
AYO AYO,telesalud,nro de teleconsultas n,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,3,2,4,7,11
BERMEJO,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,3,3,13,1,7,0,2,1,0,5,25,30
BETANZOS,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,2,0,1,0,1,1,10,11
"CAIZA ""D""",telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,3,4
CAJUATA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,3
CAMATAQUI (C. VILLA ABECIA),telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,1,0,0,0,3,6,9
CHACARILLA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,4
CHIMORE,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,10,0,5,5,0,10,20,30
COIPASA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
"COLCHA ""K""",telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,3,1,4
COLLANA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3
COLOMI,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
COLQUIRI,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,15,0,2,0,0,2,27,29
CORQUE,telesalud,nro de teleconsultas n,2024-09-01,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,2,1,4,9,13
CRUZ DE MACHACAMARCA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,4,4,6,9,12,21
CURAHUARA DE CARANGAS,telesalud,nro de teleconsultas n,2024-09-01,2,0,0,0,0,0,0,0,0,0,0,2,0,7,2,1,0,2,1,0,5,12,17
EL ALTO,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
EL CHORO,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,7,2,9
EL VILLAR,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ESCOMA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,1,0,1,0,0,1,9,10
ESMERALDA,telesalud,nro de teleconsultas n,2024-09-01,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5,5,10
GENERAL SAAVEDRA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,1,2,1,10,11
GRAL. J.J. PEREZ (CHARAZANI),telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,2,2,4
HUACARETA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
HUACAYA (VILLA DE HUACAYA),telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,5,5
HUACHACALLA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,2,4
HUARINA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,10,10
HUATAJATA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
HUMANATA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,6,6
ICLA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,4
IRUPANA (VILLA DE LANZA),telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
JESUS DE MACHACA,telesalud,nro de teleconsultas n,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,4
LA PAZ,telesalud,nro de teleconsultas n,2024-09-01,0,2,1,2,1,0,0,0,0,0,0,0,3,2,0,7,5,8,307,346,317,367,684
LA RIVERA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LAGUNILLAS,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2
LICOMA PAMPA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,3,1,7,8
LLICA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,3,0,3,4,7
LORETO,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0,0,1,8,9
LURIBAY,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,3,2,0,0,0,0,0,5,0,0,0,0,0,7,3,14,17
MACHACAMARCA,telesalud,nro de teleconsultas n,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2
MACHARETI,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,1,2,1,3,7,10
MOCOMOCO,telesalud,nro de teleconsultas n,2024-09-01,0,1,1,0,1,0,0,1,0,0,0,0,0,3,1,1,1,0,0,0,4,6,10
MOJINETE,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,4,4
MOJOCOYA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,2,4,5,0,1,0,0,0,1,0,1,0,0,0,0,1,0,5,10,15
NUEVO MANOA (NUEVA ESPERANZA),telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,1,1,4,3,7,1,0,0,0,0,1,0,13,5,18
OCURI,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,10,0,0,0,10,0,3,0,5,0,0,0,0,0,28,28
OMEREQUE,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,2,2,0,1,1,4,10,14
PALCA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2
PAPEL PAMPA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,4,4
PELECHUCO,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,5,5
POCOATA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,1,0,1,0,0,0,0,2,2,4,0,0,0,0,0,0,4,6,10
POOPO,telesalud,nro de teleconsultas n,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,4,0,0,2,1,4,9,13
POROMA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
PORVENIR,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,28,3,3,0,0,0,0,0,3,0,34,3,37
PUERTO ACOSTA,telesalud,nro de teleconsultas n,2024-09-01,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,2,1,2,0,0,3,7,10
PUERTO CARABUCO,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,3
PUERTO GONZALO MORENO,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
PUNA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
RAVELO,telesalud,nro de teleconsultas n,2024-09-01,0,2,0,0,0,0,0,0,0,0,0,5,2,1,1,0,0,0,0,0,3,8,11
SACABAMBA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,2,0,1,2,5,3,13,16
SAN AGUSTIN,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,3,1,0,1,6,4,10
SAN BORJA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,3
SAN LORENZO(PND),telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SAN PABLO DE LIPEZ,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO DE QUEMES,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,3,4
SAN RAFAEL,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,3,1,0,1,0,2,1,1,2,16,0,3,0,3,1,6,7,33,40
SANTA ROSA DEL SARA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,4,8,1,6,8,13,6,25,7,13,5,22,39,40,70,127,197
SANTIAGO DE CALLAPA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SANTIAGO DE HUARI,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,1,1,0,0,0,3,1,8,1,2,0,1,6,4,9,19,28
SENA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,4,1,7,5,12
SOPACHUY,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,5,5
SORACACHI,telesalud,nro de teleconsultas n,2024-09-01,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,3,3,5,8
SUCRE,telesalud,nro de teleconsultas n,2024-09-01,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,4,1,5
TAHUA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
TARIJA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3
TIAHUANACU,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,13,13
TITO YUPANQUI (PARQUIPUJIO),telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
TOCO,telesalud,nro de teleconsultas n,2024-09-01,0,0,1,1,1,0,0,0,0,0,0,0,0,4,0,1,0,5,4,1,6,12,18
TOLATA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,1,4,2,0,0,0,1,0,0,5,4,9
TOMINA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,2,4,6
TUPIZA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,1,0,0,0,2,0,0,11,0,4,0,0,0,3,3,18,21
VILLA SERRANO,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,0,0,1,0,4,5,9
VILLAZON,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,0,2,5,5,10
WARNES,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,21,2,16,4,23,22,12,13,18,7,14,6,104,54,158
YOTALA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
YUNCHARA,telesalud,nro de teleconsultas n,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
ALALAY,telesalud,nro de teleconsultas n,2024-10-01,1,0,0,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,4,7
ALCALA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,1,3
ANCORAIMES,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,2,0,1,2,0,0,2,2,3,0,0,1,5,5,13,18
ANDAMARCA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,1,0,0,1,1,0,0,2,0,9,0,1,0,0,0,3,2,16,18
ANZALDO,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,2,1,0,0,0,1,2,0,5,2,1,0,0,0,1,4,11,15
APOLO,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,3
ARAMPAMPA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
AYO AYO,telesalud,nro de teleconsultas n,2024-10-01,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,4,0,2,1,7,8,15
BERMEJO,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,2,8,31,4,10,1,7,1,1,15,51,66
CABEZAS,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
CAJUATA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,1,6,7
CALAMARCA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2,3
CAMATAQUI (C. VILLA ABECIA),telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
CAQUIAVIRI,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,3
CARIPUYO,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,2,4,3,3,1,3,2,5,1,2,1,3,5,1,4,21,19,40
CARMEN RIVERO TORREZ,telesalud,nro de teleconsultas n,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,3
CHACARILLA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
CKOCHAS,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2
COBIJA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6
"COLCHA ""K""",telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,4,1,0,1,7,8
COLLANA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,2,3
COLOMI,telesalud,nro de teleconsultas n,2024-10-01,1,0,1,0,3,3,0,0,0,9,0,5,0,3,1,0,0,0,1,1,7,21,28
COLQUECHACA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
COLQUIRI,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,2,4,4,5,6,4,3,3,0,0,15,16,31
CORO CORO,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,6,2,2,1,0,0,0,1,2,0,10,4,14
CORQUE,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,2,3
CRUZ DE MACHACAMARCA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4
CULPINA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
CURAHUARA DE CARANGAS,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,3,0,2,1,0,3,9,12
EL ALTO,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,0,0,0,0,2,12,14
EL CHORO,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,2,4,6
ESMERALDA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,12,5,17
FERNANDEZ ALONSO,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,1,2,3,6,9
GAIOC JATUN AYLLU YURA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
GENERAL SAAVEDRA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,4,0,41,0,15,0,10,0,2,0,72,72
GUANAY,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
HUACARETA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,4,4
HUACAYA (VILLA DE HUACAYA),telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,11,11
HUACHACALLA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,2,1,0,0,1,0,0,1,1,1,0,1,0,2,0,1,4,7,11
HUARINA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,1,0,0,0,6,6
HUMANATA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,2,4,6
ICLA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,0,2,1,5,2,13,15
INCAHUASI,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
IRUPANA (VILLA DE LANZA),telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
LA PAZ,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,7,3,5,204,225,210,243,453
LLICA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,9
MACHACAMARCA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
MACHARETI,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,1,1,1,0,7,2,0,1,0,1,0,5,9,14
MAIRANA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,4,4
MOCOMOCO,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,3
MOJINETE,telesalud,nro de teleconsultas n,2024-10-01,4,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,9
NUEVO MANOA (NUEVA ESPERANZA),telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
OCURI,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,0,0,0,2,4,6
OMEREQUE,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,1,5,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,10,15
PAILON,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,1,0,0,5,5,10
PALCA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,3,4
PAMPA GRANDE,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3
PAPEL PAMPA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,3,2,0,0,3,7,10
PELECHUCO,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
POCOATA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,3,4
POOPO,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,5,5
POROMA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUCARANI,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,4,0,8,8
PUERTO ACOSTA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
PUERTO CARABUCO,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4
PUERTO SUAREZ,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,3,5,1,2,0,1,3,2,7,11,18
PUERTO VILLARROEL,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2
PUNA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
QUIABAYA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2
QUILLACOLLO,telesalud,nro de teleconsultas n,2024-10-01,5,6,0,0,21,33,9,9,0,12,1,8,8,30,7,5,3,11,10,21,64,135,199
QUIRUSILLAS,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,2,1,6,3,9
RAVELO,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,4,4,8
ROBORE,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,3
SACABA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2
SACABAMBA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,4,0,4,12,16
SAMAIPATA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,3
SAN AGUSTIN,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,3,3,4,7
SAN ANDRES DE MACHACA,telesalud,nro de teleconsultas n,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN ANTONIO DE ESMORUCO,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,4,4,8
