,group,variable,month,NRO DE TELEINTERCONSULTAS GENERADAS S < A 6 MESES,NRO DE TELEINTERCONSULTAS GENERADAS S < A 6 MESES,NRO DE TELEINTERCONSULTAS GENERADAS S 6 MESES < 1 AÑO,NRO DE TELEINTERCONSULTAS GENERADAS S 6 MESES < 1 AÑO,NRO DE TELEINTERCONSULTAS GENERADAS S 1 A 4 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 1 A 4 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 5 A 9 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 5 A 9 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 10 A 14 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 10 A 14 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 15 A 19 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 15 A 19 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 20 A 39 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 20 A 39 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 40 A 49 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 40 A 49 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 50 A 59 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 50 A 59 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 60 A MAS,NRO DE TELEINTERCONSULTAS GENERADAS S 60 A MAS,TOTALES,TOTALES,TOTALES
CAQUIAVIRI,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,3
CARAPARI,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CHACARILLA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHIPAYA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CHUQUIHUTA AYLLU JUCUMANI,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLCAPIRHUA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,2,3,5
COLLANA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLOMI,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3
COLPA BELGICA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COLQUIRI,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3,4
CORQUE,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
CURVA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
EL ALTO,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,2,0,0,0,0,2,0,0,0,0,1,0,2,2,0,0,0,0,0,4,5,9
EL CHORO,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
EL PUENTE(TJA),telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
ESMERALDA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2
FERNANDEZ ALONSO,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
GAIOC JATUN AYLLU YURA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
GENERAL SAAVEDRA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,3,35,0,7,1,15,0,0,0,57,4,61
HUACAYA (VILLA DE HUACAYA),telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
HUARINA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HUATAJATA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
HUMANATA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,5,5
INCAHUASI,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,4,5
IRUPANA (VILLA DE LANZA),telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
JESUS DE MACHACA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2
LA ASUNTA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
LA RIVERA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LAGUNILLAS,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
LAS CARRERAS,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,6,6
LICOMA PAMPA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,6,6
LLICA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,6,6
LORETO,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
MACHACAMARCA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,3
MACHARETI,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4
MAIRANA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MOCOMOCO,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,1,0,0,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,3,4,7
MOJINETE,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4
MOJOCOYA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
OKINAWA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
OMEREQUE,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
ORURO,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,5,1,9,10
PAILON,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,4,5,9
PALCA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
PAMPA GRANDE,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
PELECHUCO,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,3,4
POCOATA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,6,6
POROMA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,3,4
PUERTO ACOSTA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,4,2,6
PUERTO CARABUCO,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO GONZALO MORENO,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,3
PUERTO VILLARROEL,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1,1,1,3,6,9
PUNA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
QUIME,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2
RAVELO,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,0,3,0,0,1,34,35
SACABA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,1,3
SAMAIPATA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,4,4
SAN ANTONIO DE LOMERIO,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2
SAN BENITO,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,2,1,1,1,1,5,9,14
SAN BORJA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,2,2,4
SAN BUENA VENTURA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
SAN IGNACIO,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
SAN JAVIER(BNI),telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,0,0,0,3,0,6,11,17
SAN JUAN DE YAPACANI,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SAN LORENZO(PND),telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN LUCAS,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,2,0,0,2,4,6,10
SAN PABLO DE LIPEZ,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
SAN PEDRO DE QUEMES,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN RAMON BENI,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,2,14,2,20,22
SENA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,2,0,0,2,0,3,6,9
SICA SICA (VILLA AROMA),telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,5
SIPE SIPE,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SOPACHUY,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2,2,4
SORATA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,24,0,5,0,6,0,1,0,37,37
TARATA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,0,0,1,0,5,4,9
TARVITA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,2,1,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,6,11
TIQUIPAYA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,15,8,3,2,1,1,2,1,21,12,33
TOCO,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
TODOS SANTOS,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,3,4
TOLATA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,5,6,11
TOTORA(CBBA),telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TRINIDAD,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,3,1,4
TURCO,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,3
UNCIA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,4,5
VACAS,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,1,0,8,8
VALLEGRANDE,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,2,0,11,11
VILA VILA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
VILLA CHARCAS,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,3,5,8
VILLA MONTES,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,3,1,2,2,9,11
VILLA NUEVA (LOMA ALTA),telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,1,3
VILLA SERRANO,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
VILLAZON,telesalud,nro de teleinterconsultas generadas s,2024-08-01,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,3,5
VINTO,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,3
VITICHI,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,6,3,9
WARNES,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,6,4,2,4,2,22,0,6,4,2,14,38,52
YAMPARAEZ,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
YANACACHI,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,1,4,5,9
YOTALA,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,3
ZUDAÑEZ,telesalud,nro de teleinterconsultas generadas s,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,1,0,4,7,11
AIQUILE,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,2,3,5
ANCORAIMES,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,4,15,1,2,1,0,2,1,8,19,27
ANDAMARCA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,2,2,6,8
ANZALDO,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6
APOLO,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,1,5,6
ASCENCION DE GUARAYOS,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
ATOCHA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,1,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,1,2,6,8
AUCAPATA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2
AYATA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,3
AYO AYO,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,3,4
BOYUIBE,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
CABEZAS,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,2,0,0,0,7,7
"CAIZA ""D""",telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,1,4,5
CAJUATA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4
CAMATAQUI (C. VILLA ABECIA),telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,3,5
CAMIRI,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2
CARAPARI,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
CARMEN RIVERO TORREZ,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHACARILLA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,2,8,10
COBIJA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLCAPIRHUA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,4,1,4,5,9
COLLANA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3
COLOMI,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,1,3
COLPA BELGICA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COLQUIRI,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,5,5
CORQUE,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2
CURVA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,1,8,9
EL ALTO,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
EL CHORO,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
ENTRE RIOS TRJ,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,12,2,4,0,2,4,0,8,18,26
ENTRE RIOS CBBA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
GENERAL SAAVEDRA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,2,0,39,0,18,0,10,0,4,0,73,73
GRAL. J.J. PEREZ (CHARAZANI),telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
GUTIERREZ,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
HUACARETA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
HUACAYA (VILLA DE HUACAYA),telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
HUARINA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2
HUATAJATA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
ICLA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,1,6,7
INCAHUASI,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,1,0,1,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,4,3,7
IRUPANA (VILLA DE LANZA),telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
JESUS DE MACHACA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,5,5
LAS CARRERAS,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
LLICA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2
MACHACAMARCA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3,3,4,7
MACHARETI,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,11,11
MIZQUE,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,1,0,0,0,1,0,0,0,0,1,0,0,8,1,1,1,1,1,5,4,17,21
MOCOMOCO,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MOJINETE,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,3,4
MOJOCOYA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,5,5
OMEREQUE,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ORURO,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,5,4,9
PADILLA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,6,4,15,14,29
PAILON,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,6,5,11
PAMPA GRANDE,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2
PELECHUCO,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
POCOATA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
POOPO,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,5,3,7,10
POROMA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,3,4
