,group,variable,month,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES < A 6 MESES,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES < A 6 MESES,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 6 MESES < 1 AÑO,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 6 MESES < 1 AÑO,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 1 A 4 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 1 A 4 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 5 A 9 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 5 A 9 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 10 A 14 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 10 A 14 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 15 A 19 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 15 A 19 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 20 A 39 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 20 A 39 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 40 A 49 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 40 A 49 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 50 A 59 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 50 A 59 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 60 A MAS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 60 A MAS,TOTALES,TOTALES,TOTALES
VIACHA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,9,4,11,8,19
VILA VILA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,1,2,1,2,11,13
VILLA CHARCAS,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,2,3,5
VILLA SERRANO,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,1,0,0,0,1,0,11,10,1,5,9,6,12,16,35,37,72
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,3,1,4,5,4,10,13,23
VINTO,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,1,0,1,0,0,0,2,13,3,7,7,7,8,8,22,35,57
WALDO BALLIVIAN,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,2,0,0,3,0,18,0,7,0,1,0,0,2,29,31
WARNES,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,4,3,1,6,3,8,4,3,1,20,13,33
YAMPARAEZ,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2
YOTALA,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,2,3,4,1,6,6,27,33
ZUDAÑEZ,telesalud,teledispositivos monitor de signos vitales,2024-07-01,0,0,0,0,0,0,0,0,0,0,4,1,2,5,3,5,6,1,4,4,19,16,35
ANCORAIMES,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,2,0,1,4,2,4,2,3,14,3,21,14,35
ANDAMARCA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,2,3,4,8,12
ANZALDO,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,1,1,20,1,0,0,0,6,5,9,26,35
BELEN DE URMIRI,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,4,0,4
BETANZOS,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,4,4,10,1,2,2,3,10,7,18,26,44
BOYUIBE,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,2,0,0,5,10,2,5,5,3,5,14,17,34,51
"CAIZA ""D""",telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,7,5,7,12
CAMATAQUI (C. VILLA ABECIA),telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,1,2,4,5,9
CAMIRI,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,4,3,8,6,13,13,26
CARANAVI,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,1,0,0,0,1,0,8,1,1,2,1,1,0,0,2,2,14,6,20
CARAPARI,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1,2,0,10,1,11
CARIPUYO,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,2,0,0,0,0,1,1,0,0,5,6,23,1,0,0,0,2,0,12,29,41
CATACORA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,2,3,1,3,13,16
CHACARILLA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,1,1,0,4,4,5,13,18
CHIMORE,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,3,1,2,1,6,8,3,4,0,3,2,5,16,22,38
CHOQUE COTA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,2,3,5
CHUQUIHUTA AYLLU JUCUMANI,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,6,0,10,1,3,7,8,0,0,8,27,35
CKOCHAS,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,2,3,1,0,0,1,0,10,0,0,0,0,0,5,3,19,22
COLCAPIRHUA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,4,1,5
COLLANA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,0,1,3,2,4,8,11,19
COLOMI,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,5,8,10,2,4,1,1,3,6,14,27,41
COLQUIRI,telesalud,teledispositivos monitor de signos vitales,2024-08-01,4,8,6,0,19,25,22,45,10,10,0,0,0,6,0,0,6,8,0,1,67,103,170
COMARAPA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,3,8,11
COTOCA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,2,1,3,2,35,2,16,1,11,0,5,6,72,78
CULPINA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,3,2,2,3,4,7,12,19
CURVA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,1,0,1,0,5,5,1,0,1,2,2,1,11,8,19
EL CHORO,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,14,15,16,18,34
EL VILLAR,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,6,30,5,20,8,0,0,0,19,50,69
ESCOMA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,1,0,1,0,0,1,9,10
ESMERALDA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,5,3,5,8,13
GRAL. J.J. PEREZ (CHARAZANI),telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,5,1,35,5,0,1,0,2,1,11,41,52
GUAQUI,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2
HUACARETA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,1,1,2,0,0,0,1,5,1,3,4,3,5,3,14,15,29
HUACAYA (VILLA DE HUACAYA),telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,1,0,1,0,2,2,3,1,0,0,1,2,0,5,8,13
HUACHACALLA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,3
HUMANATA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,0,0,3,4,5,9,14
INCAHUASI,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,2,0,1,1,3,0,0,1,0,1,1,3,7,10
INQUISIVI,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,2,0,1,0,1,0,0,0,7,0,2,0,0,3,2,3,15,18
IRUPANA (VILLA DE LANZA),telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,2,2,0,1,0,2,0,1,2,2,2,2,3,3,6,10,15,23,38
JESUS DE MACHACA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,2,0,0,0,1,1,13,1,5,0,1,2,0,4,22,26
LA ASUNTA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,2,3,16,1,3,0,3,1,1,6,25,31
LA RIVERA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,5,6
LAS CARRERAS,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,3
LICOMA PAMPA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,2,0,0,4,3,7,8,15
MACHARETI,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,1,0,1,2,5,2,14,16
MAIRANA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,1,1,1,4,5,27,2,9,2,13,12,15,23,69,92
MOJINETE,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,4
MOJOCOYA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,2,5,4,2,7,13,20
NUEVO MANOA (NUEVA ESPERANZA),telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,1,0,0,4,3,3,3,2,5,7,3,2,1,0,0,0,16,18,34
OKINAWA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,0,6,1,7
OMEREQUE,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2,4,0,1,0,2,2,3,6,10,16
ORURO,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,1,2,16,0,8,0,4,3,9,6,38,44
PAILON,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,3,1,2,3,4,6,2,7,16,15,27,32,59
PALCA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,1,0,0,0,0,1,0,2,0,8,0,3,1,6,2,4,4,24,28
PAPEL PAMPA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,2,6,8
PELECHUCO,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,1,0,2,0,0,1,0,14,2,0,6,0,3,1,3,0,0,16,17,33
PORCO,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,1,1,1,2,0,0,0,1,5,8,0,4,0,1,0,0,7,17,24
PUERTO ACOSTA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,1,1,6,8,4,10,16,26
PUERTO CARABUCO,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,4,7,4,12,16
PUERTO GONZALO MORENO,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,1,0,0,1,0,0,0,0,1,7,1,1,1,1,0,0,4,10,14
PUERTO RICO,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,2,0,0,0,2,0,0,0,0,3,0,1,11,2,9,0,3,3,0,9,27,36
PUERTO SUAREZ,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,1,2,0,3,6,4,12,16,19,11,9,18,15,17,13,18,75,89,164
PUERTO VILLARROEL,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,1,1,4,2,5,18,7,8,6,12,18,5,41,46,87
QUIABAYA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4
QUILLACOLLO,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,6,0,2,4,4,6,14,20
QUIME,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,4,0,0,0,0,4,10,14
RAVELO,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,4,5,8,11,2,5,6,7,6,4,26,32,58
ROBORE,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,3,2,5,9,8,7,10,8,5,26,31,57
SACABA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,2,1,2,5,3,7,11,18
SAMAIPATA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,2,5,8,12,15,18,9,7,5,43,39,82
SAN BENITO,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,1,0,1,5,11,21,8,8,3,5,5,4,29,43,72
SAN JAVIER(BNI),telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN JAVIER(STC),telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,1,2,0,2,0,0,0,2,2,3,1,1,1,2,5,12,17
SAN JUAN DE YAPACANI,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,10,0,0,0,0,0,24,24
SAN LORENZO(PND),telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,8,6,8,14
SANTIAGO DE HUARI,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,2,1,4,2,10,12
SOPACHUY,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,2,0,0,2,0,0,0,6,3,5,2,3,7,4,5,20,19,39
SORACACHI,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,2,0,0,0,0,0,4,2,5,2,3,1,0,6,3,11,17,28
TARVITA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,2,1,3,5,0,0,0,0,1,2,5,4,2,10,6,5,10,13,29,40,69
TIAHUANACU,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,4,0,17,1,6,0,2,1,1,2,30,32
TOCO,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,2,2,2,7,9
TOLATA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,1,0,0,0,0,0,0,0,5,4,23,24,0,3,1,3,0,3,0,4,30,41,71
TOTORA(CBBA),telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6
TURCO,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,2,2,1,5,9,14
UNCIA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
URIONDO (A. CONCEPCION),telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,2,0,0,6,0,0,2,0,12,0,2,2,2,0,2,8,22,30
UYUNI,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,1,0,2,0,1,4,5,1,2,3,1,3,12,11,23
VACAS,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,8,14,14,22,14,13,2,5,2,0,2,6,42,60,102
VALLEGRANDE,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,1,0,0,0,1,2,4,15,4,9,2,23,4,13,16,62,78
VILA VILA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,5,2,7,0,1,3,2,3,2,8,18,26
VILLA CHARCAS,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,2,0,1,0,0,3,10,13
VILLA SERRANO,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,4,0,0,8,10,1,6,7,11,15,22,31,53,84
VINTO,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,2,2,3,7,1,0,3,5,10,14,24
VITICHI,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,3,2,4,5,10,15
WARNES,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,4,2,6
YOTALA,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,4,0,11,2,3,3,6,3,9,9,33,42
ZUDAÑEZ,telesalud,teledispositivos monitor de signos vitales,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,2,9,13,3,8,4,3,9,10,26,36,62
ANDAMARCA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,8,8,16
ANZALDO,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,3,0,2,0,23,1,6,0,1,3,9,4,44,48
APOLO,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,2,0,1,0,1,2,2,1,0,2,0,0,1,4,7,9,16
AYO AYO,telesalud,teledispositivos monitor de signos vitales,2024-09-01,1,2,0,0,0,0,0,0,0,0,0,1,2,9,0,1,0,4,9,6,12,23,35
BETANZOS,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,3,4,6,2,5,2,3,4,10,12,27,39
BOYUIBE,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,2,0,0,2,2,4,0,3,1,4,7,8,12,21,33
CABEZAS,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,1,0,0,1,0,0,3,7,0,1,0,10,0,6,4,25,29
"CAIZA ""D""",telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,1,4,2,6
CAMATAQUI (C. VILLA ABECIA),telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,1,3
CAMIRI,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,5,3,7,7,14
CARANAVI,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,3,2,6,3,12,15
CARAPARI,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,6,2,9,7,16
CHACARILLA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,2,1,8,1,19,20
CHIMORE,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,3,3,5,5,10
CHIPAYA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,1,0,3,1,0,1,1,6,0,1,0,0,0,0,5,9,14
COLCAPIRHUA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,3,6,8,12,13,23,36
"COLCHA ""K""",telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,4,5
COLOMI,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,2,1,1,2,1,2,5,1,4,3,5,9,18,27
COMARAPA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COTOCA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
CULPINA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,3,2,5
CURVA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,1,1,3,0,2,0,0,2,1,1,2,4,9,13
EL CHORO,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,8,9,11,12,23
EL VILLAR,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,2,0,3,7,0,2,0,4,2,7,7,20,27
ESCOMA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,9,4,12,6,18
ESMERALDA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5,5,10
GRAL. J.J. PEREZ (CHARAZANI),telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,1,0,0,0,0,0,0,1,0,0,4,0,28,8,1,4,5,3,0,16,39,55
GUAQUI,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,4
HUACARETA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,4,8,2,0,1,14,8,22
HUACAYA (VILLA DE HUACAYA),telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,15,15
HUANUNI,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,2,3,5
HUMANATA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,10,1,14,15
INCAHUASI,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
INQUISIVI,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,2,1,0,0,0,0,3,6,1,2,1,3,5,3,12,15,27
IRUPANA (VILLA DE LANZA),telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,1,0,1,1,1,0,0,2,6,1,5,0,3,1,4,5,21,26
JESUS DE MACHACA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,4,1,11,0,2,2,2,3,5,6,24,30
LA RIVERA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,2,2,4,0,0,5,8,13
LICOMA PAMPA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,1,0,1,0,0,1,1,4,1,1,2,0,4,0,10,6,16
LLALLAGUA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,2,7,3,7,3,4,10,16,18,35,53
LLICA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
MACHARETI,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,2,0,0,2,7,0,3,0,3,1,7,3,22,25
MAIRANA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,4,5,42,1,33,2,20,14,19,22,118,140
MECAPACA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,10,0,16,0,2,0,6,2,0,2,34,36
MOJINETE,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,3,2,5
MOJOCOYA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,3,3,3,3,1,5,9,5,16,17,33
OMEREQUE,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,2,0,0,0,0,0,0,0,2,3,3,4,1,2,1,9,9,18
ORURO,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,1,0,0,2,1,1,0,6,13,1,9,3,1,8,10,21,35,56
PAILON,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,5,1,2,3,4,8,17,25
PALCA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,3,0,0,1,1,5,1,0,1,1,2,6,8,13,21
PAPEL PAMPA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,1,0,4,2,2,4,13,17
