,group,variable,month,17.23 COVID-19 1RA DOSIS DENTRO,17.23 COVID-19 1RA DOSIS DENTRO,17.23 COVID-19 1RA DOSIS FUERA,17.23 COVID-19 1RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
TIPUANI,otras vacunaciones,covid-19 1ra dosis,2023-01-01,1,1,6,6,7,7,14
TIQUIPAYA,otras vacunaciones,covid-19 1ra dosis,2023-01-01,123,83,22,25,145,108,253
TIRAQUE (CBBA),otras vacunaciones,covid-19 1ra dosis,2023-01-01,19,21,21,15,40,36,76
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid-19 1ra dosis,2023-01-01,10,14,5,4,15,18,33
TOCO,otras vacunaciones,covid-19 1ra dosis,2023-01-01,7,12,2,3,9,15,24
TOLATA,otras vacunaciones,covid-19 1ra dosis,2023-01-01,21,7,1,0,22,7,29
TOLEDO,otras vacunaciones,covid-19 1ra dosis,2023-01-01,4,2,0,0,4,2,6
TOMAVE,otras vacunaciones,covid-19 1ra dosis,2023-01-01,2,0,1,0,3,0,3
TORO TORO,otras vacunaciones,covid-19 1ra dosis,2023-01-01,6,8,0,0,6,8,14
TOTORA(CBBA),otras vacunaciones,covid-19 1ra dosis,2023-01-01,12,10,1,0,13,10,23
TRINIDAD,otras vacunaciones,covid-19 1ra dosis,2023-01-01,169,94,228,192,397,286,683
TUPIZA,otras vacunaciones,covid-19 1ra dosis,2023-01-01,22,16,0,0,22,16,38
TURCO,otras vacunaciones,covid-19 1ra dosis,2023-01-01,4,10,0,0,4,10,14
UMALA,otras vacunaciones,covid-19 1ra dosis,2023-01-01,6,3,4,7,10,10,20
UNCIA,otras vacunaciones,covid-19 1ra dosis,2023-01-01,39,5,6,3,45,8,53
URIONDO (A. CONCEPCION),otras vacunaciones,covid-19 1ra dosis,2023-01-01,1,5,1,0,2,5,7
URUBICHA,otras vacunaciones,covid-19 1ra dosis,2023-01-01,0,0,10,9,10,9,19
UYUNI,otras vacunaciones,covid-19 1ra dosis,2023-01-01,30,14,1,2,31,16,47
VACAS,otras vacunaciones,covid-19 1ra dosis,2023-01-01,9,0,0,0,9,0,9
VALLEGRANDE,otras vacunaciones,covid-19 1ra dosis,2023-01-01,1,5,3,3,4,8,12
VIACHA,otras vacunaciones,covid-19 1ra dosis,2023-01-01,8,10,0,0,8,10,18
VILLA MONTES,otras vacunaciones,covid-19 1ra dosis,2023-01-01,34,6,3,2,37,8,45
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid-19 1ra dosis,2023-01-01,0,0,8,8,8,8,16
VILLA RIVERO,otras vacunaciones,covid-19 1ra dosis,2023-01-01,10,6,4,0,14,6,20
VILLA TUNARI,otras vacunaciones,covid-19 1ra dosis,2023-01-01,125,43,1,4,126,47,173
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid-19 1ra dosis,2023-01-01,9,7,2,2,11,9,20
VILLAZON,otras vacunaciones,covid-19 1ra dosis,2023-01-01,26,22,29,21,55,43,98
VINTO,otras vacunaciones,covid-19 1ra dosis,2023-01-01,113,87,122,106,235,193,428
VITICHI,otras vacunaciones,covid-19 1ra dosis,2023-01-01,1,0,0,0,1,0,1
WALDO BALLIVIAN,otras vacunaciones,covid-19 1ra dosis,2023-01-01,4,2,0,0,4,2,6
WARNES,otras vacunaciones,covid-19 1ra dosis,2023-01-01,148,84,3,2,151,86,237
YACO,otras vacunaciones,covid-19 1ra dosis,2023-01-01,30,13,0,2,30,15,45
YACUIBA,otras vacunaciones,covid-19 1ra dosis,2023-01-01,63,17,4,8,67,25,92
YAMPARAEZ,otras vacunaciones,covid-19 1ra dosis,2023-01-01,2,2,0,0,2,2,4
YANACACHI,otras vacunaciones,covid-19 1ra dosis,2023-01-01,3,0,0,1,3,1,4
YAPACANI,otras vacunaciones,covid-19 1ra dosis,2023-01-01,73,31,1,1,74,32,106
YOCALLA,otras vacunaciones,covid-19 1ra dosis,2023-01-01,10,7,0,2,10,9,19
YOTALA,otras vacunaciones,covid-19 1ra dosis,2023-01-01,5,4,1,6,6,10,16
YUNCHARA,otras vacunaciones,covid-19 1ra dosis,2023-01-01,0,0,1,0,1,0,1
ZUDAÑEZ,otras vacunaciones,covid-19 1ra dosis,2023-01-01,2,0,0,0,2,0,2
ACACIO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,0,0,0,1,0,1
ACHACACHI,otras vacunaciones,covid-19 1ra dosis,2023-02-01,14,10,13,17,27,27,54
AIQUILE,otras vacunaciones,covid-19 1ra dosis,2023-02-01,2,2,1,8,3,10,13
ALALAY,otras vacunaciones,covid-19 1ra dosis,2023-02-01,17,13,0,0,17,13,30
ALCALA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,2,1,2,0,4,1,5
ALTO BENI,otras vacunaciones,covid-19 1ra dosis,2023-02-01,2,2,0,0,2,2,4
ANCORAIMES,otras vacunaciones,covid-19 1ra dosis,2023-02-01,2,5,6,6,8,11,19
ANDAMARCA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,0,0,0,1,0,1
ANTEQUERA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,2,1,2,1,3
ANZALDO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,0,0,0,1,0,1
APOLO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,2,3,1,0,3,3,6
ARANI,otras vacunaciones,covid-19 1ra dosis,2023-02-01,3,0,2,3,5,3,8
ARBIETO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,3,7,3,3,6,10,16
ARQUE,otras vacunaciones,covid-19 1ra dosis,2023-02-01,3,12,2,5,5,17,22
ASCENCION DE GUARAYOS,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,3,0,0,1,3,4
ATOCHA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,7,7,7,7,14
AUCAPATA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,6,6,2,4,8,10,18
AYATA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,3,0,3,6,6,6,12
AYO AYO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,3,4,1,4,4,8,12
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid-19 1ra dosis,2023-02-01,2,3,3,7,5,10,15
BATALLAS,otras vacunaciones,covid-19 1ra dosis,2023-02-01,6,6,2,0,8,6,14
BAURES,otras vacunaciones,covid-19 1ra dosis,2023-02-01,8,1,0,0,8,1,9
BELLA FLOR,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,1,3,8,3,9,12
BERMEJO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,2,1,0,0,2,1,3
BETANZOS,otras vacunaciones,covid-19 1ra dosis,2023-02-01,9,7,0,0,9,7,16
BOLPEBRA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,4,0,4,0,4
BOYUIBE,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,0,0,0,1,0,1
BUENA VISTA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,30,2,0,0,30,2,32
CABEZAS,otras vacunaciones,covid-19 1ra dosis,2023-02-01,5,0,0,0,5,0,5
CAIROMA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,6,10,12,13,18,23,41
"CAIZA ""D""",otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,3,6,5,7,8,15
CAJUATA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,4,10,3,1,7,11,18
CALACOTO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,3,3,3,3,6
CALAMARCA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,3,6,1,0,4,6,10
CAMARGO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,4,1,0,0,4,1,5
CAMIRI,otras vacunaciones,covid-19 1ra dosis,2023-02-01,5,4,0,0,5,4,9
CAPINOTA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,3,6,0,0,3,6,9
CAQUIAVIRI,otras vacunaciones,covid-19 1ra dosis,2023-02-01,3,2,2,4,5,6,11
CARACOLLO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,4,1,0,0,4,1,5
CARANAVI,otras vacunaciones,covid-19 1ra dosis,2023-02-01,22,26,53,2,75,28,103
CARAPARI,otras vacunaciones,covid-19 1ra dosis,2023-02-01,3,0,0,0,3,0,3
CARIPUYO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,7,3,1,1,8,4,12
CARMEN RIVERO TORREZ,otras vacunaciones,covid-19 1ra dosis,2023-02-01,2,1,0,0,2,1,3
CATACORA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,2,1,2,1,3
CHALLAPATA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,3,1,3,1,4
CHARAGUA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,6,3,0,0,6,3,9
CHARAÑA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,1,0,1,0,1
CHAYANTA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,1,0,0,1,1,2
CHIMORE,otras vacunaciones,covid-19 1ra dosis,2023-02-01,2,2,3,1,5,3,8
CHIPAYA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,3,0,0,0,3,3
CHUA COCANI,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,2,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid-19 1ra dosis,2023-02-01,4,2,3,1,7,3,10
CHUMA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,1,7,6,8,7,15
CKOCHAS,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,3,2,1,2,4,6
CLIZA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,10,6,8,9,18,15,33
COBIJA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,7,11,39,42,46,53,99
COCAPATA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,2,0,0,1,2,3
COCHABAMBA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,174,182,62,74,236,256,492
COLCAPIRHUA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,4,2,28,18,32,20,52
"COLCHA ""K""",otras vacunaciones,covid-19 1ra dosis,2023-02-01,4,0,0,0,4,0,4
COLOMI,otras vacunaciones,covid-19 1ra dosis,2023-02-01,7,7,5,4,12,11,23
COLPA BELGICA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,0,0,0,1,0,1
COLQUECHACA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,1,8,9,8,10,18
COLQUENCHA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,2,0,2,0,2
COLQUIRI,otras vacunaciones,covid-19 1ra dosis,2023-02-01,5,2,2,1,7,3,10
COMANCHE,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,1,0,1,0,1
COMARAPA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,4,1,0,0,4,1,5
CONCEPCION,otras vacunaciones,covid-19 1ra dosis,2023-02-01,8,10,0,0,8,10,18
COPACABANA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,3,1,2,1,5,6
CORIPATA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,8,9,0,1,8,10,18
CORO CORO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,1,6,3,6,4,10
COROICO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,11,15,1,1,12,16,28
CORQUE,otras vacunaciones,covid-19 1ra dosis,2023-02-01,4,5,0,0,4,5,9
COTAGAITA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,3,2,5,2,8,4,12
COTOCA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,38,28,35,23,73,51,124
CUATRO CAÑADAS,otras vacunaciones,covid-19 1ra dosis,2023-02-01,3,2,5,0,8,2,10
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,0,0,1,1,1,2
CULPINA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,5,2,0,4,5,6,11
CURAHUARA DE CARANGAS,otras vacunaciones,covid-19 1ra dosis,2023-02-01,5,1,0,0,5,1,6
CURVA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,5,3,5,3,8
DESAGUADERO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,1,0,0,1,1,2
EL ALTO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,211,184,125,119,336,303,639
EL CHORO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,2,0,3,1,5,1,6
EL PUENTE(STC),otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,4,0,0,0,4,4
EL PUENTE(TJA),otras vacunaciones,covid-19 1ra dosis,2023-02-01,3,1,1,0,4,1,5
EL TORNO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,14,14,0,0,14,14,28
EL VILLAR,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,1,0,0,0,1,1
ENTRE RIOS TRJ,otras vacunaciones,covid-19 1ra dosis,2023-02-01,4,2,0,1,4,3,7
ENTRE RIOS CBBA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,13,13,10,10,23,23,46
ESCOMA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,6,10,0,1,6,11,17
FERNANDEZ ALONSO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,3,0,0,1,3,4
FILADELFIA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,4,7,9,10,13,17,30
GAIOC JATUN AYLLU YURA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,2,0,2,0,2
GENERAL SAAVEDRA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,5,1,2,0,7,1,8
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,5,5,5,5,10
GUANAY,otras vacunaciones,covid-19 1ra dosis,2023-02-01,2,3,1,5,3,8,11
GUAQUI,otras vacunaciones,covid-19 1ra dosis,2023-02-01,2,1,16,0,18,1,19
GUAYARAMERIN,otras vacunaciones,covid-19 1ra dosis,2023-02-01,4,4,20,17,24,21,45
GUTIERREZ,otras vacunaciones,covid-19 1ra dosis,2023-02-01,3,2,1,0,4,2,6
HUACARETA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,0,1,0,2,0,2
HUANUNI,otras vacunaciones,covid-19 1ra dosis,2023-02-01,8,5,0,0,8,5,13
HUARINA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,3,2,2,2,5,7
HUATAJATA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,2,0,1,0,3,0,3
HUAYLLAMARCA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,4,2,0,0,4,2,6
HUMANATA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,0,4,0,4,4
ICHOCA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,1,2,1,2,3
INCAHUASI,otras vacunaciones,covid-19 1ra dosis,2023-02-01,4,4,0,0,4,4,8
INQUISIVI,otras vacunaciones,covid-19 1ra dosis,2023-02-01,3,1,3,1,6,2,8
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid-19 1ra dosis,2023-02-01,10,4,7,5,17,9,26
IXIAMAS,otras vacunaciones,covid-19 1ra dosis,2023-02-01,4,4,16,15,20,19,39
JESUS DE MACHACA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,8,5,9,4,17,9,26
LA ASUNTA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,11,9,1,4,12,13,25
LA GUARDIA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,31,16,1,0,32,16,48
LA PAZ,otras vacunaciones,covid-19 1ra dosis,2023-02-01,139,173,192,204,331,377,708
LA RIVERA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,1,0,0,0,1,1
LAGUNILLAS,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,1,0,1,0,2,2
LAJA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,12,10,14,20,26,30,56
LAS CARRERAS,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,4,2,4,2,6
LICOMA PAMPA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,0,1,1,2,1,3
LLALLAGUA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,17,14,36,40,53,54,107
LLICA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,1,0,0,0,1,1
LURIBAY,otras vacunaciones,covid-19 1ra dosis,2023-02-01,2,5,10,18,12,23,35
MACHACAMARCA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,2,3,0,0,2,3,5
MACHARETI,otras vacunaciones,covid-19 1ra dosis,2023-02-01,3,2,1,1,4,3,7
MAGDALENA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,0,0,0,1,0,1
MAIRANA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,3,0,0,0,3,3
MALLA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,0,3,0,3,3
MAPIRI,otras vacunaciones,covid-19 1ra dosis,2023-02-01,2,1,16,1,18,2,20
MECAPACA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,4,0,1,0,5,0,5
MINEROS,otras vacunaciones,covid-19 1ra dosis,2023-02-01,5,10,0,0,5,10,15
MIZQUE,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,4,7,4,8,8,16
MOCOMOCO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,6,5,10,9,16,14,30
MOJOCOYA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,0,3,3,4,3,7
MONTEAGUDO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,3,0,1,1,4,5
MONTERO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,57,35,1,3,58,38,96
MORO MORO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,1,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,6,2,6,2,8
OKINAWA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,1,1,1,1,2
ORURO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,91,91,0,0,91,91,182
PADCAYA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,2,0,3,1,5,1,6
PADILLA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,4,2,1,2,5,7
PAILON,otras vacunaciones,covid-19 1ra dosis,2023-02-01,2,0,0,0,2,0,2
PALCA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,0,1,0,2,0,2
PALOS BLANCOS,otras vacunaciones,covid-19 1ra dosis,2023-02-01,6,10,9,13,15,23,38
PAMPA AULLAGAS,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,1,1,1,1,2
PAMPA GRANDE,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,1,1,0,2,1,3
PAPEL PAMPA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,3,2,11,6,14,8,22
PASORAPA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,7,3,0,0,7,3,10
PATACAMAYA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,31,10,0,2,31,12,43
PAZÑA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,0,4,0,4,4
PELECHUCO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,2,3,15,9,17,12,29
POCOATA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,2,0,0,0,2,2
POCONA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,7,5,6,5,13,18
POJO (CBBA),otras vacunaciones,covid-19 1ra dosis,2023-02-01,5,0,14,14,19,14,33
POOPO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,4,3,0,0,4,3,7
PORCO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,1,0,1,0,2,2
POROMA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,2,0,1,1,3,1,4
PORONGO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,9,4,0,0,9,4,13
PORTACHUELO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,3,3,0,0,3,3,6
PORVENIR,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,1,0,1,0,2,2
POSTRER VALLE,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,1,0,0,1,1,2
POTOSI,otras vacunaciones,covid-19 1ra dosis,2023-02-01,61,65,16,2,77,67,144
PRESTO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,0,1,1,2,1,3
PUCARANI,otras vacunaciones,covid-19 1ra dosis,2023-02-01,18,14,5,6,23,20,43
PUERTO ACOSTA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,6,4,5,3,11,7,18
PUERTO CARABUCO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,2,2,2,2,4
PUERTO GONZALO MORENO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,0,4,0,4,4
PUERTO PEREZ,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,0,0,0,1,0,1
PUERTO QUIJARRO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,6,1,0,0,6,1,7
PUERTO RICO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,1,43,0,44,1,45
PUERTO SILES,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,6,2,6,2,8
PUERTO SUAREZ,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,otras vacunaciones,covid-19 1ra dosis,2023-02-01,20,17,26,17,46,34,80
PUNA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,5,7,1,2,6,9,15
PUNATA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,14,11,0,0,14,11,25
QUIABAYA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,9,10,9,10,19
QUILLACOLLO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,60,58,67,57,127,115,242
QUIME,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,8,5,8,5,13
QUIRUSILLAS,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,0,0,0,1,0,1
RAQAYPAMPA(ETA),otras vacunaciones,covid-19 1ra dosis,2023-02-01,2,8,5,7,7,15,22
RAVELO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,2,2,2,2,4
REYES,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,1,0,0,1,1,2
RIBERALTA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,6,9,1,0,7,9,16
ROBORE,otras vacunaciones,covid-19 1ra dosis,2023-02-01,7,4,109,0,116,4,120
RURRENABAQUE,otras vacunaciones,covid-19 1ra dosis,2023-02-01,2,5,1,1,3,6,9
SABAYA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,6,4,0,0,6,4,10
SACABA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,72,71,38,47,110,118,228
SACABAMBA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,0,1,1,2,1,3
SACACA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,2,5,2,5,7
SAIPINA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,0,0,0,1,0,1
SAMAIPATA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,5,3,0,2,5,5,10
SAN ANDRES,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,0,0,1,1,1,2
SAN ANDRES DE MACHACA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,2,6,5,6,7,13
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,6,2,6,2,8
SAN BENITO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,8,4,0,0,8,4,12
SAN BORJA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,9,7,6,5,15,12,27
SAN BUENA VENTURA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,1,1,1,1,2
SAN CARLOS,otras vacunaciones,covid-19 1ra dosis,2023-02-01,5,6,0,0,5,6,11
SAN IGNACIO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,2,3,2,3,5
SAN IGNACIO DE VELASCO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,22,17,0,0,22,17,39
SAN JAVIER(STC),otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,1,0,0,1,1,2
SAN JOAQUIN,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,2,1,1,1,3,4
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid-19 1ra dosis,2023-02-01,4,32,0,0,4,32,36
SAN JUAN DE YAPACANI,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,0,0,0,1,0,1
SAN JULIAN,otras vacunaciones,covid-19 1ra dosis,2023-02-01,7,5,1,0,8,5,13
SAN LORENZO(PND),otras vacunaciones,covid-19 1ra dosis,2023-02-01,3,0,4,0,7,0,7
SAN LORENZO(TJA),otras vacunaciones,covid-19 1ra dosis,2023-02-01,3,1,1,1,4,2,6
SAN LUCAS,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,0,0,1,1,1,2
SAN MATIAS,otras vacunaciones,covid-19 1ra dosis,2023-02-01,9,1,11,1,20,2,22
SAN MIGUEL DE VELASCO,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,2,4,5,5,7,12
SAN PABLO DE LIPEZ,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,0,0,4,1,4,5
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,10,9,5,15,15,24,39
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,1,0,0,1,1,2
SAN PEDRO DE MACHA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,4,8,9,5,13,13,26
SAN PEDRO DE TIQUINA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,0,1,2,2,2,4
SAN RAMON BENI,otras vacunaciones,covid-19 1ra dosis,2023-02-01,6,7,0,0,6,7,13
SAN RAMON SCZ,otras vacunaciones,covid-19 1ra dosis,2023-02-01,3,0,0,0,3,0,3
SANTA ANA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,2,13,10,14,12,26
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,420,307,118,59,538,366,904
SANTA ROSA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,1,0,0,0,1,1
SANTA ROSA DEL SARA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,5,8,0,0,5,8,13
SANTIAGO DE CALLAPA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,1,0,0,1,1,2
SANTIAGO DE HUARI,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,0,1,1,2,1,3
SANTIAGO DE HUATA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,8,7,0,0,8,7,15
SANTIAGO DE MACHACA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,0,1,2,1,2,3
SANTIVAÑES,otras vacunaciones,covid-19 1ra dosis,2023-02-01,1,2,0,0,1,2,3
SANTUARIO DE QUILLACAS,otras vacunaciones,covid-19 1ra dosis,2023-02-01,0,2,2,1,2,3,5
SAPAHAQUI,otras vacunaciones,covid-19 1ra dosis,2023-02-01,2,0,0,0,2,0,2
SENA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,13,33,30,24,43,57,100
SHINAOTA,otras vacunaciones,covid-19 1ra dosis,2023-02-01,7,4,2,1,9,5,14
