,group,variable,month,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) DENTRO,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) DENTRO,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) FUERA,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) FUERA,TOTALES,TOTALES,TOTALES
LA GUARDIA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,44,95,0,0,44,95,139
LA PAZ,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,163,219,60,70,223,289,512
LAJA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,4,2,3,2,7,9
LICOMA PAMPA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,1,2,2,2,3,5
LLALLAGUA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,18,25,6,7,24,32,56
MACHACAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,4,1,0,0,4,1,5
MACHARETI,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,17,10,0,3,17,13,30
MAGDALENA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,1,0,0,0,1,1
MAPIRI,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,15,16,62,46,77,62,139
MECAPACA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,2,0,0,0,2,2
MINEROS,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,11,0,0,0,11,0,11
MIZQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,1,0,0,0,1,1
MOCOMOCO,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,0,5,11,5,11,16
MOJOCOYA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,1,0,0,0,1,0,1
MONTEAGUDO,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,3,2,0,0,3,2,5
MONTERO,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,12,26,3,2,15,28,43
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,1,2,3,0,4,2,6
OKINAWA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,0,2,2,2,2,4
OMEREQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,4,1,7,10,11,11,22
ORURO,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,34,42,2,5,36,47,83
PADCAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,8,8,0,0,8,8,16
PADILLA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,4,4,0,0,4,4,8
PAILON,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,1,9,20,9,21,30
PALOS BLANCOS,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,12,12,61,54,73,66,139
PASORAPA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,3,4,0,0,3,4,7
PATACAMAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,16,10,3,0,19,10,29
PAZÑA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,0,0,1,0,1,1
POCONA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,2,8,3,0,5,8,13
POOPO,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,1,0,0,0,1,1
PORTACHUELO,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,1,2,0,4,1,6,7
PORVENIR,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,0,1,2,1,2,3
POTOSI,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,54,72,2,4,56,76,132
PRESTO,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,0,3,1,3,1,4
PUCARANI,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,14,27,2,5,16,32,48
PUERTO ACOSTA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,0,0,3,0,3,3
PUERTO PEREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,0,8,16,8,16,24
PUERTO QUIJARRO,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,17,2,7,2,24,4,28
PUERTO RICO,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,2,6,11,14,13,20,33
PUERTO SUAREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,12,3,0,0,12,3,15
PUERTO VILLARROEL,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,27,60,90,120,117,180,297
PUNATA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,5,7,0,0,5,7,12
QUILLACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,44,55,48,93,92,148,240
QUIME,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,0,3,0,3,0,3
RIBERALTA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,0,241,1,241,1,242
ROBORE,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,2,5,0,0,2,5,7
RURRENABAQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,4,4,124,13,128,17,145
SABAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,2,2,0,0,2,2,4
SACABA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,16,26,1,7,17,33,50
SACABAMBA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,1,1,0,0,1,1,2
SACACA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,3,0,0,0,3,3
SALINAS DE GARCI MENDOZA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,4,7,3,2,7,9,16
SAN ANDRES,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,1,3,2,3,3,6
SAN ANTONIO DE LOMERIO,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,0,3,2,3,2,5
SAN BENITO,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,2,3,2,1,4,4,8
SAN BORJA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,13,23,26,44,39,67,106
SAN BUENA VENTURA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,3,2,4,1,7,3,10
SAN CARLOS,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,2,0,0,0,2,2
SAN IGNACIO,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,1,1,0,0,1,1,2
SAN IGNACIO DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,24,32,3,16,27,48,75
SAN JAVIER(BNI),otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,1,4,2,3,3,7,10
SAN JOAQUIN,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,6,15,0,0,6,15,21
SAN JUAN DE YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,1,1,0,0,1,1,2
SAN JULIAN,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,11,21,3,9,14,30,44
SAN LORENZO(PND),otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,1,0,2,2,3,2,5
SAN LORENZO(TJA),otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,3,1,0,0,3,1,4
SAN LUCAS,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,0,1,0,1,0,1
SAN MATIAS,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,4,4,228,4,232,8,240
SAN PEDRO DE TIQUINA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,1,3,2,3,3,6
SANTA ANA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,2,4,6,7,8,11,19
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,694,682,53,56,747,738,1485
SANTA ROSA DEL SARA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,9,3,1,2,10,5,15
SANTIAGO DE CALLAPA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,0,1,1,1,1,2
SANTIAGO DE HUARI,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,0,2,3,2,3,5
SANTIVAÑES,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,0,0,1,0,1,1
SANTUARIO DE QUILLACAS,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,0,4,3,4,3,7
SENA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,1,1,3,3,4,4,8
SHINAOTA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,8,4,0,0,8,4,12
SICA SICA (VILLA AROMA),otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,1,2,1,2,2,4,6
SIPE SIPE,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,1,1,0,0,1,1,2
SOPACHUY,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,2,7,0,1,2,8,10
SORACACHI,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,7,0,0,0,7,7
SORATA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,1,4,1,3,2,7,9
SUCRE,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,66,68,0,0,66,68,134
TACACOMA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,0,4,1,4,1,5
TAPACARI,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,0,0,4,0,4,4
TARABUCO,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,3,0,0,0,3,3
TARATA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,0,0,5,0,5,5
TARIJA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,28,44,0,0,28,44,72
TEOPONTE,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,9,6,19,18,28,24,52
TIAHUANACU,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,4,5,2,6,6,11,17
TIPUANI,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,1,1,11,7,12,8,20
TIQUIPAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,6,15,0,0,6,15,21
TIRAQUE (CBBA),otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,1,0,12,3,13,3,16
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,2,2,0,0,2,2,4
TOCO,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,3,1,4,1,7,8
TOLEDO,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,5,14,4,9,9,23,32
TOMINA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,1,1,0,0,1,1,2
TORO TORO,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,0,0,2,0,2,2
TOTORA(ORR),otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,3,1,102,2,105,3,108
TRIGAL,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,1,1,0,0,1,1,2
TRINIDAD,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,33,24,231,34,264,58,322
TUPIZA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,1,17,0,3,1,20,21
URIONDO (A. CONCEPCION),otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,2,2,0,0,2,2,4
UYUNI,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,5,2,0,0,5,2,7
VACAS,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,1,3,0,2,1,5,6
VALLEGRANDE,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,2,7,0,0,2,7,9
VIACHA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,3,13,1,0,4,13,17
VILA VILA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,2,1,1,1,3,4
VILLA MONTES,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,49,17,5,8,54,25,79
VILLA RIVERO,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,2,0,0,0,2,0,2
VILLA SERRANO,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,3,0,0,0,3,3
VILLA TUNARI,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,34,20,15,3,49,23,72
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,0,1,0,1,0,1
VILLAZON,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,9,41,1,3,10,44,54
VINTO,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,5,4,5,8,10,12,22
WALDO BALLIVIAN,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,0,70,0,70,0,70
WARNES,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,22,15,6,0,28,15,43
YACUIBA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,21,17,16,22,37,39,76
YANACACHI,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,2,0,0,0,2,2
YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,76,25,16,2,92,27,119
YOTALA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,1,2,0,0,1,2,3
YUNCHARA,otras vacunaciones,antiamarilica ( dosis unica),2023-02-01,0,2,0,1,0,3,3
ACACIO,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,0,0,3,0,3,3
ACHACACHI,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,3,12,2,7,5,19,24
ACHOCALLA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,1,0,0,0,1,1
AIQUILE,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,3,0,0,0,3,3
ALTO BENI,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,1,7,6,1,7,8,15
ANDAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,1,0,0,0,1,1
ARANI,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,2,4,1,0,3,4,7
ARBIETO,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,1,2,0,0,1,2,3
ARQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,0,2,3,2,3,5
ASCENCION DE GUARAYOS,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,6,2,0,2,6,4,10
ATOCHA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,0,2,3,2,3,5
AYO AYO,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,0,0,3,0,3,3
BATALLAS,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,0,1,3,1,3,4
BAURES,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,7,2,3,3,10,5,15
BOLPEBRA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,0,9,9,9,9,18
BOYUIBE,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,1,0,0,0,1,1
BUENA VISTA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,0,5,0,5,0,5
CABEZAS,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,2,0,0,0,2,2
CALAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,3,10,2,1,5,11,16
CAMARGO,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,2,6,1,0,3,6,9
CAMIRI,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,9,3,1,1,10,4,14
CAPINOTA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,3,6,3,6,6,12,18
CARANAVI,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,16,27,0,1,16,28,44
CARAPARI,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,3,4,0,1,3,5,8
CHALLAPATA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,6,1,2,2,8,3,11
CHARAGUA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,1,0,0,0,1,1
CHIMORE,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,5,9,1,6,6,15,21
CHUA COCANI,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,2,110,0,110,2,112
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,12,14,22,39,34,53,87
CLIZA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,4,8,0,3,4,11,15
COBIJA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,6,23,85,21,91,44,135
COCAPATA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,3,0,1,0,4,0,4
COCHABAMBA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,263,231,134,40,397,271,668
COLCAPIRHUA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,6,12,29,69,35,81,116
"COLCHA ""K""",otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,1,2,0,0,1,2,3
COLOMI,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,2,4,0,0,2,4,6
COLPA BELGICA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,1,2,0,0,1,2,3
COLQUECHACA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,1,0,0,0,1,0,1
COLQUENCHA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,2,6,0,0,2,6,8
COMARAPA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,1,0,0,0,1,1
CONCEPCION,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,1,2,0,6,1,8,9
CORIPATA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,10,14,9,8,19,22,41
CORO CORO,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,1,0,10,7,11,7,18
COROICO,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,5,8,0,1,5,9,14
CORQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,15,10,145,5,160,15,175
COTAGAITA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,2,0,0,0,2,2
COTOCA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,8,8,0,0,8,8,16
CUATRO CAÑADAS,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,6,1,2,1,8,9
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,1,0,0,0,1,0,1
CUEVO,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,1,0,1,1,2,1,3
CULPINA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,5,2,1,2,6,4,10
EL ALTO,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,115,251,257,82,372,333,705
EL PUENTE(STC),otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,0,3,3,3,3,6
EL TORNO,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,7,12,2,2,9,14,23
ENTRE RIOS TRJ,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,11,2,16,6,27,8,35
ENTRE RIOS CBBA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,35,32,260,26,295,58,353
ESCOMA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,6,9,5,7,11,16,27
FERNANDEZ ALONSO,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,17,2,4,5,21,7,28
FILADELFIA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,0,0,4,0,4,4
GENERAL SAAVEDRA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,1,2,0,2,1,3
GUANAY,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,13,11,15,8,28,19,47
GUAYARAMERIN,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,3,0,0,0,3,0,3
GUTIERREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,1,0,0,0,1,0,1
HUACARETA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,0,2,2,2,2,4
HUANUNI,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,11,18,2,6,13,24,37
HUARINA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,1,1,2,2,3,3,6
HUATAJATA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,1,2,0,3,1,5,6
ICLA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,0,2,0,2,0,2
INCAHUASI,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,6,1,4,1,10,11
INQUISIVI,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,6,8,8,3,14,11,25
IRUPANA (VILLA DE LANZA),otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,2,2,15,28,17,30,47
IXIAMAS,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,10,9,0,0,10,9,19
JESUS DE MACHACA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,3,0,0,0,3,3
LA ASUNTA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,6,19,0,0,6,19,25
LA GUARDIA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,48,100,7,8,55,108,163
LA PAZ,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,462,715,373,295,835,1010,1845
LAGUNILLAS,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,1,0,0,0,1,0,1
LAJA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,0,1,2,1,2,3
LAS CARRERAS,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,1,7,5,5,6,12,18
LICOMA PAMPA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,2,2,1,2,3,5
LLALLAGUA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,32,48,17,28,49,76,125
MACHARETI,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,8,6,0,0,8,6,14
MAGDALENA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,1,0,0,0,1,0,1
MAPIRI,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,20,27,25,26,45,53,98
MINEROS,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,2,0,1,0,3,0,3
MIZQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,1,1,0,1,1,2,3
MOCOMOCO,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,2,7,0,1,2,8,10
MONTEAGUDO,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,2,0,0,0,2,0,2
MONTERO,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,13,32,1,6,14,38,52
MOROCHATA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,0,3,6,3,6,9
OKINAWA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,2,1,0,2,2,3,5
OMEREQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,0,0,5,0,5,5
ORURO,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,90,85,1,3,91,88,179
PADCAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,4,3,0,0,4,3,7
PADILLA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,2,3,0,0,2,3,5
PAILON,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,1,2,1,2,2,4,6
PALOS BLANCOS,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,18,16,90,79,108,95,203
PAMPA GRANDE,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,3,3,0,0,3,3,6
PASORAPA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,0,2,0,2,0,2
PATACAMAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,12,20,0,0,12,20,32
POCONA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,3,0,0,0,3,3
POOPO,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,0,0,2,0,2,2
PORTACHUELO,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,3,4,0,0,3,4,7
PORVENIR,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,0,3,0,3,0,3
POTOSI,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,113,155,4,6,117,161,278
PUCARANI,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,2,5,7,7,9,12,21
PUERTO GONZALO MORENO,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,1,2,4,2,5,7
PUERTO PEREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,1,1,0,0,1,1,2
PUERTO QUIJARRO,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,1,0,78,2,79,2,81
PUERTO RICO,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,2,1,1,0,3,1,4
PUERTO SUAREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,12,5,482,12,494,17,511
PUERTO VILLARROEL,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,19,43,27,33,46,76,122
PUNATA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,5,8,3,2,8,10,18
QUILLACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,14,20,183,47,197,67,264
QUIME,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,4,4,5,4,9,13
RAVELO,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,2,2,0,0,2,2,4
RIBERALTA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,5,9,89,41,94,50,144
ROBORE,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,10,3,0,0,10,3,13
RURRENABAQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,1,5,187,14,188,19,207
SABAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,3,0,0,0,3,0,3
SACABA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,30,37,3,10,33,47,80
SACACA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,5,0,0,0,5,5
SALINAS DE GARCI MENDOZA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,5,7,0,8,5,15,20
SAN ANDRES,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,1,0,0,0,1,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,2,1,0,2,2,3,5
SAN BENITO,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,9,25,2,8,11,33,44
SAN BORJA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,12,30,9,7,21,37,58
SAN BUENA VENTURA,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,1,7,4,17,5,24,29
SAN CARLOS,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,2,0,0,0,2,2
SAN IGNACIO,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,0,0,4,3,4,3,7
SAN IGNACIO DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,9,14,0,0,9,14,23
SAN JAVIER(STC),otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,1,1,0,0,1,1,2
SAN JOSE DE CHIQUITOS,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,3,5,21,26,24,31,55
SAN JUAN DE YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,1,0,0,0,1,0,1
SAN JULIAN,otras vacunaciones,antiamarilica ( dosis unica),2023-03-01,15,35,7,6,22,41,63
