,group,variable,month,17.28 COVID-19 DOSIS DE REFUERZO DENTRO,17.28 COVID-19 DOSIS DE REFUERZO DENTRO,17.28 COVID-19 DOSIS DE REFUERZO FUERA,17.28 COVID-19 DOSIS DE REFUERZO FUERA,TOTALES,TOTALES,TOTALES
SAN PEDRO DE TIQUINA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,0,0,0,1,0,1
SAN PEDRO(PND),otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,1,3,1,3,4
SAN RAMON BENI,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,1,0,0,1,1,2
SAN RAMON SCZ,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,3,3,1,1,4,4,8
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,359,363,66,79,425,442,867
SANTA ROSA DEL SARA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,1,0,0,0,1,1
SANTIAGO DE HUARI,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,2,12,8,13,10,23
SANTIVAÑES,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,4,4,4,4,8
SENA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,0,2,0,2,2
SHINAOTA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,1,3,1,3,2,5
SICA SICA (VILLA AROMA),otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,0,1,0,1,1
SICAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,3,9,3,9,12
SIPE SIPE,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,4,3,7,13,11,16,27
SOPACHUY,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,2,2,0,0,2,2,4
SORACACHI,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,2,0,1,0,3,3
SORATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,1,1,3,2,4,6
SUCRE,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,114,142,69,91,183,233,416
TACACOMA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,1,2,3,2,4,6
TACOPAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,2,2,4,8,6,10,16
TAPACARI,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,14,18,27,23,41,41,82
TARABUCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,0,1,1,2,1,3
TARATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,3,0,1,4,4,4,8
TARIJA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,63,71,38,31,101,102,203
TARVITA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,0,0,0,1,0,1
TEOPONTE,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,2,5,2,5,7
TIAHUANACU,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,3,2,7,3,10,13
TINGUIPAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,6,7,6,7,13
TIQUIPAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,9,12,43,68,52,80,132
TIRAQUE (CBBA),otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,3,8,6,9,9,18
TOCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,5,2,2,3,7,10
TOLATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,1,0,0,0,1,1
TOMAVE,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,2,0,0,1,2,3
TOMINA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,2,2,0,1,2,3,5
TOTORA(CBBA),otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,5,2,1,3,6,9
TOTORA(ORR),otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,7,13,3,7,10,20,30
TRIGAL,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,1,0,0,1,1,2
TRINIDAD,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,7,12,6,1,13,13,26
TUPIZA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,9,20,6,11,15,31,46
UMALA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,1,0,0,0,1,1
UNCIA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,0,0,0,1,0,1
URIONDO (A. CONCEPCION),otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,1,0,0,0,1,1
URUBICHA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,1,0,0,0,1,1
UYUNI,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,1,0,0,1,1,2
VACAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,1,0,0,1,1,2
VALLEGRANDE,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,5,8,10,16,15,24,39
VIACHA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,1,61,52,61,53,114
VILA VILA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,6,5,6,5,11
VILLA MONTES,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,47,19,9,2,56,21,77
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,2,1,2,1,3
VILLA RIVERO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,2,1,2,2,4,6
VILLA SERRANO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,6,6,1,3,7,9,16
VILLA TUNARI,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,3,4,10,11,13,15,28
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,7,9,5,5,12,14,26
VILLAZON,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,8,10,11,7,19,17,36
VINTO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,8,11,4,7,12,18,30
WARNES,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,33,22,8,10,41,32,73
YACO,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,2,3,2,4,4,8
YACUIBA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,6,0,30,46,36,46,82
YANACACHI,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,1,4,14,14,15,18,33
YOTALA,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,0,7,11,7,11,18
ZUDAÑEZ,otras vacunaciones,covid-19 dosis de refuerzo,2023-06-01,0,1,2,2,2,3,5
ACACIO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,1,1,1,1,2
ACHACACHI,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,1,0,2,0,3,3
ACHOCALLA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,1,1,1,1,2
AIQUILE,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,9,8,1,1,10,9,19
ALALAY,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,1,0,0,1,1,2
ALTO BENI,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,3,1,0,0,3,1,4
ANDAMARCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,3,2,1,2,4,6
ANTEQUERA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,3,4,1,4,4,8
ANZALDO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,4,5,4,5,9
ARANI,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,2,8,1,1,3,9,12
ARBIETO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,3,7,3,6,6,13,19
ARQUE,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,1,5,14,6,15,21
ASCENCION DE GUARAYOS,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,1,0,0,0,1,1
ATOCHA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,5,8,12,21,17,29,46
AYATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,2,2,4,2,6,8
AYO AYO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,1,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,28,20,109,85,137,105,242
BATALLAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,0,1,0,1,1
BAURES,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,1,1,1,1,2,3
BELEN DE ANDAMARCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,4,1,4,1,5
BERMEJO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,12,7,0,0,12,7,19
BETANZOS,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,2,1,2,1,3
BOLIVAR,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,4,3,3,5,7,8,15
CABEZAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,9,0,9,0,9
"CAIZA ""D""",otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,0,3,0,3,3
CAJUATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,4,0,0,0,4,4
CAMARGO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,2,12,16,12,18,30
CAMIRI,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,3,0,2,0,5,5
CAPINOTA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,9,8,12,15,21,23,44
CAQUIAVIRI,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,1,0,0,0,1,1
CARACOLLO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,12,14,4,1,16,15,31
CARANAVI,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,4,4,1,1,5,5,10
CARIPUYO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,2,0,10,8,12,8,20
CARMEN RIVERO TORREZ,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,4,11,1,0,5,11,16
CHALLAPATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,1,1,0,2,1,3
CHAQUI,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,2,2,0,3,2,5
CHARAGUA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,3,0,0,0,3,3
CHIMORE,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,20,13,8,17,28,30,58
CHIPAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,2,1,1,3,3,4,7
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,2,2,0,0,2,2,4
CHUMA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,2,1,0,0,2,1,3
CKOCHAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,1,10,6,11,7,18
CLIZA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,5,3,7,6,12,9,21
COBIJA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,12,14,29,31,41,45,86
COCAPATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,4,1,2,2,6,8
COCHABAMBA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,314,386,375,433,689,819,1508
COLCAPIRHUA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,3,6,66,112,69,118,187
"COLCHA ""K""",otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,156,26,6,3,162,29,191
COLOMI,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,3,3,5,8,8,11,19
COLQUECHACA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,0,1,0,1,1
COLQUENCHA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,2,0,0,0,2,2
COLQUIRI,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,2,5,2,5,4,9
COPACABANA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,2,1,2,1,3
CORIPATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,5,4,5,4,9
CORO CORO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,0,0,2,1,2,3
COROICO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,2,0,2,0,2
CORQUE,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,10,19,0,0,10,19,29
COTAGAITA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,2,1,7,6,9,7,16
COTOCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,8,11,4,7,12,18,30
CRUZ DE MACHACAMARCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,1,0,0,0,1,1
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,1,0,1,0,1
CULPINA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,2,7,7,8,9,17
CURAHUARA DE CARANGAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,2,4,11,0,13,4,17
CURVA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,1,1,4,1,5,6
DESAGUADERO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,75,83,72,60,147,143,290
EL CHORO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,2,4,2,4,6
EL PUENTE(STC),otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,2,4,9,18,11,22,33
EL TORNO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,7,7,0,0,7,7,14
ENTRE RIOS TRJ,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,2,1,1,4,3,5,8
ENTRE RIOS CBBA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,11,22,7,4,18,26,44
EUCALIPTUS,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,0,4,2,5,2,7
FILADELFIA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,2,1,2,1,3
GENERAL SAAVEDRA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,1,1,1,1,2,3
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,3,5,3,5,8
GUANAY,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,1,0,0,0,1,1
GUAQUI,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,0,0,0,1,0,1
GUAYARAMERIN,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,6,3,0,1,6,4,10
GUTIERREZ,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,2,0,0,1,2,3
HUANUNI,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,27,33,1,1,28,34,62
HUARINA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,1,0,1,0,1
HUATAJATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,0,1,0,1,1
HUAYLLAMARCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,3,4,4,5,7,12
HUMANATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,3,1,0,0,3,1,4
ICHOCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,4,0,4,0,4
ICLA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,1,0,0,1,1,2
INQUISIVI,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,0,2,1,3,1,4
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,1,0,0,1,1,2
JESUS DE MACHACA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,0,1,6,2,6,8
LA ASUNTA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,2,3,0,0,2,3,5
LA GUARDIA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,21,32,0,0,21,32,53
LA PAZ,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,390,579,488,418,878,997,1875
LA RIVERA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,1,1,1,1,2
LAGUNILLAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,4,28,64,29,68,97
LAJA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,0,1,1,2,1,3
LICOMA PAMPA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,1,0,3,0,4,4
LLALLAGUA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,3,10,39,58,42,68,110
LLICA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,1,1,2,1,3,4
MACHARETI,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,3,5,0,0,3,5,8
MAIRANA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,3,0,0,1,3,4
MINEROS,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,1,0,0,0,1,1
MIZQUE,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,1,5,7,5,8,13
MOCOMOCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,2,0,2,0,2
MOJOCOYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,3,6,0,0,3,6,9
MONTERO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,16,13,0,0,16,13,29
MORO MORO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,3,3,3,3,6
MOROCHATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,3,0,1,2,4,2,6
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,1,1,1,1,2
OKINAWA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,0,1,2,2,2,4
OMEREQUE,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,50,62,50,62,112
ORURO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,111,134,34,42,145,176,321
PADCAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,2,2,0,0,2,2,4
PADILLA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,4,3,9,3,13,16
PALOS BLANCOS,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,5,2,0,0,5,2,7
PAMPA AULLAGAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,4,3,4,3,7
PAMPA GRANDE,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,9,4,0,0,9,4,13
PASORAPA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,2,6,8,6,10,16
PATACAMAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,4,9,3,3,7,12,19
PAZÑA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,5,5,8,5,13,10,23
PELECHUCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,0,2,0,2,2
POCOATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,1,0,0,0,1,1
POCONA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,10,14,12,12,22,26,48
POJO (CBBA),otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,2,1,15,15,17,16,33
POOPO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,1,0,0,0,1,1
PORONGO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,3,3,0,0,3,3,6
PORTACHUELO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,5,13,2,1,7,14,21
PORVENIR,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,2,2,2,0,4,2,6
POSTRER VALLE,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,0,1,0,1,1
POTOSI,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,39,53,73,64,112,117,229
PUCARANI,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,2,1,17,12,19,13,32
PUERTO ACOSTA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,1,1,0,2,1,3
PUERTO CARABUCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,1,0,0,1,1,2
PUERTO PEREZ,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,1,1,1,1,2
PUERTO RICO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,1,3,1,3,2,5
PUERTO VILLARROEL,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,3,2,11,21,14,23,37
PUNATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,4,2,2,4,6,6,12
QUILLACOLLO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,28,28,117,103,145,131,276
QUIME,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,1,0,1,0,1
QUIRUSILLAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,2,0,0,0,2,2
RAQAYPAMPA(ETA),otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,6,2,5,3,11,14
RAVELO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,3,4,2,4,5,8,13
ROBORE,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,3,11,2,1,5,12,17
SABAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,15,5,23,10,38,15,53
SACABA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,39,35,92,116,131,151,282
SACABAMBA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,1,2,0,3,1,4
SACACA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,3,3,3,3,6
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,2,4,5,9,7,13,20
SAMAIPATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,9,10,3,6,12,16,28
SAN BENITO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,5,0,0,1,5,6
SAN BORJA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,5,0,1,2,6,2,8
SAN BUENA VENTURA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,3,2,3,2,5
SAN IGNACIO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,1,20,18,20,19,39
SAN IGNACIO DE VELASCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,8,7,0,0,8,7,15
SAN JAVIER(STC),otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,2,0,0,1,2,1,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,1,1,1,1,2,3
SAN JUAN DE YAPACANI,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,2,0,0,0,2,0,2
SAN JULIAN,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,2,2,2,0,4,2,6
SAN LORENZO(TJA),otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,1,0,0,1,1,2
SAN LUCAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,4,0,0,1,4,5
SAN MIGUEL DE VELASCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,5,11,3,10,8,21,29
SAN PEDRO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,1,0,0,1,1,2
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,1,0,0,0,1,1
SAN PEDRO DE MACHA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,2,1,2,1,3
SAN PEDRO DE TIQUINA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,2,4,2,4,4,8,12
SAN PEDRO(PND),otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,3,4,3,4,7
SAN RAMON BENI,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,7,11,7,11,18
SAN RAMON SCZ,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,5,7,0,0,5,7,12
SANTA ANA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,364,409,136,81,500,490,990
SANTA ROSA DEL SARA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,2,2,0,0,2,2,4
SANTIAGO DE HUARI,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,3,4,6,7,9,11,20
SANTIAGO DE HUATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,1,4,1,4,5
SANTIAGO DE MACHACA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,2,1,0,1,2,3
SANTIVAÑES,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,2,3,0,0,2,3,5
SANTUARIO DE QUILLACAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,0,2,0,2,2
SENA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,1,0,1,0,1
SHINAOTA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,0,0,0,1,0,1
SICA SICA (VILLA AROMA),otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,4,8,4,8,12
SICAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,1,1,1,1,2
SIPE SIPE,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,2,7,9,16,11,23,34
SORATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,1,0,0,0,1,1
SUCRE,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,83,92,43,55,126,147,273
TACACHI,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,0,1,0,1,1
TACACOMA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,4,1,1,0,5,1,6
TACOBAMBA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,1,0,1,0,1
TACOPAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,1,11,15,11,16,27
TAPACARI,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,12,46,32,39,44,85,129
TARATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,3,1,0,2,3,3,6
TARIJA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,15,25,7,5,22,30,52
TARVITA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,1,2,2,2,3,5
TIAHUANACU,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,3,4,0,1,3,5,8
TIPUANI,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,2,5,2,5,7
TIQUIPAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,3,15,22,26,25,41,66
TIRAQUE (CBBA),otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,2,4,4,12,6,16,22
