,group,variable,month,17.26 COVID-19 3RA DOSIS DENTRO,17.26 COVID-19 3RA DOSIS DENTRO,17.26 COVID-19 3RA DOSIS FUERA,17.26 COVID-19 3RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
TIAHUANACU,otras vacunaciones,covid-19 3ra dosis,2023-01-01,13,5,1,3,14,8,22
TINGUIPAYA,otras vacunaciones,covid-19 3ra dosis,2023-01-01,0,0,2,1,2,1,3
TIPUANI,otras vacunaciones,covid-19 3ra dosis,2023-01-01,0,2,19,20,19,22,41
TIQUIPAYA,otras vacunaciones,covid-19 3ra dosis,2023-01-01,195,241,68,78,263,319,582
TIRAQUE (CBBA),otras vacunaciones,covid-19 3ra dosis,2023-01-01,32,16,68,26,100,42,142
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid-19 3ra dosis,2023-01-01,3,7,6,9,9,16,25
TOCO,otras vacunaciones,covid-19 3ra dosis,2023-01-01,28,33,0,2,28,35,63
TODOS SANTOS,otras vacunaciones,covid-19 3ra dosis,2023-01-01,0,1,0,0,0,1,1
TOLATA,otras vacunaciones,covid-19 3ra dosis,2023-01-01,44,18,1,3,45,21,66
TOLEDO,otras vacunaciones,covid-19 3ra dosis,2023-01-01,2,2,0,0,2,2,4
TOMAVE,otras vacunaciones,covid-19 3ra dosis,2023-01-01,1,1,1,1,2,2,4
TOMINA,otras vacunaciones,covid-19 3ra dosis,2023-01-01,1,0,2,1,3,1,4
TORO TORO,otras vacunaciones,covid-19 3ra dosis,2023-01-01,6,11,0,0,6,11,17
TOTORA(CBBA),otras vacunaciones,covid-19 3ra dosis,2023-01-01,16,14,12,0,28,14,42
TOTORA(ORR),otras vacunaciones,covid-19 3ra dosis,2023-01-01,1,3,0,0,1,3,4
TRIGAL,otras vacunaciones,covid-19 3ra dosis,2023-01-01,0,2,0,2,0,4,4
TRINIDAD,otras vacunaciones,covid-19 3ra dosis,2023-01-01,81,95,94,128,175,223,398
TUPIZA,otras vacunaciones,covid-19 3ra dosis,2023-01-01,39,49,1,1,40,50,90
TURCO,otras vacunaciones,covid-19 3ra dosis,2023-01-01,1,6,0,0,1,6,7
UMALA,otras vacunaciones,covid-19 3ra dosis,2023-01-01,4,4,1,0,5,4,9
UNCIA,otras vacunaciones,covid-19 3ra dosis,2023-01-01,16,12,19,7,35,19,54
URIONDO (A. CONCEPCION),otras vacunaciones,covid-19 3ra dosis,2023-01-01,2,5,0,1,2,6,8
URUBICHA,otras vacunaciones,covid-19 3ra dosis,2023-01-01,0,0,12,21,12,21,33
UYUNI,otras vacunaciones,covid-19 3ra dosis,2023-01-01,35,44,8,4,43,48,91
VACAS,otras vacunaciones,covid-19 3ra dosis,2023-01-01,12,9,0,0,12,9,21
VALLEGRANDE,otras vacunaciones,covid-19 3ra dosis,2023-01-01,15,21,19,35,34,56,90
VIACHA,otras vacunaciones,covid-19 3ra dosis,2023-01-01,9,12,0,0,9,12,21
VILLA CHARCAS,otras vacunaciones,covid-19 3ra dosis,2023-01-01,1,0,0,0,1,0,1
VILLA MONTES,otras vacunaciones,covid-19 3ra dosis,2023-01-01,138,44,23,23,161,67,228
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid-19 3ra dosis,2023-01-01,0,0,6,9,6,9,15
VILLA RIVERO,otras vacunaciones,covid-19 3ra dosis,2023-01-01,7,15,69,12,76,27,103
VILLA TUNARI,otras vacunaciones,covid-19 3ra dosis,2023-01-01,54,51,9,5,63,56,119
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid-19 3ra dosis,2023-01-01,10,8,1,1,11,9,20
VILLAZON,otras vacunaciones,covid-19 3ra dosis,2023-01-01,49,57,18,23,67,80,147
VINTO,otras vacunaciones,covid-19 3ra dosis,2023-01-01,153,191,319,396,472,587,1059
VITICHI,otras vacunaciones,covid-19 3ra dosis,2023-01-01,3,1,0,0,3,1,4
WALDO BALLIVIAN,otras vacunaciones,covid-19 3ra dosis,2023-01-01,1,2,0,0,1,2,3
WARNES,otras vacunaciones,covid-19 3ra dosis,2023-01-01,188,195,19,24,207,219,426
YACO,otras vacunaciones,covid-19 3ra dosis,2023-01-01,11,9,11,10,22,19,41
YACUIBA,otras vacunaciones,covid-19 3ra dosis,2023-01-01,70,67,3,3,73,70,143
YAMPARAEZ,otras vacunaciones,covid-19 3ra dosis,2023-01-01,4,5,6,0,10,5,15
YANACACHI,otras vacunaciones,covid-19 3ra dosis,2023-01-01,3,5,4,3,7,8,15
YAPACANI,otras vacunaciones,covid-19 3ra dosis,2023-01-01,38,26,1,1,39,27,66
YOCALLA,otras vacunaciones,covid-19 3ra dosis,2023-01-01,17,17,2,3,19,20,39
YOTALA,otras vacunaciones,covid-19 3ra dosis,2023-01-01,7,3,7,4,14,7,21
YUNCHARA,otras vacunaciones,covid-19 3ra dosis,2023-01-01,0,3,1,2,1,5,6
ZUDAÑEZ,otras vacunaciones,covid-19 3ra dosis,2023-01-01,2,2,2,11,4,13,17
ACACIO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,0,1,0,1,0,1
ACHACACHI,otras vacunaciones,covid-19 3ra dosis,2023-02-01,16,20,6,9,22,29,51
AIQUILE,otras vacunaciones,covid-19 3ra dosis,2023-02-01,4,8,7,14,11,22,33
ALALAY,otras vacunaciones,covid-19 3ra dosis,2023-02-01,15,14,0,0,15,14,29
ALCALA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,0,1,3,3,3,6
ALTO BENI,otras vacunaciones,covid-19 3ra dosis,2023-02-01,4,6,1,1,5,7,12
ANCORAIMES,otras vacunaciones,covid-19 3ra dosis,2023-02-01,3,2,7,6,10,8,18
ANDAMARCA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,2,0,0,2,2,4
ANTEQUERA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,0,0,2,0,2,2
ANZALDO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,3,6,0,0,3,6,9
APOLO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,0,3,1,3,1,4
ARANI,otras vacunaciones,covid-19 3ra dosis,2023-02-01,6,6,2,1,8,7,15
ARBIETO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,8,12,10,8,18,20,38
ARQUE,otras vacunaciones,covid-19 3ra dosis,2023-02-01,6,8,5,3,11,11,22
ASCENCION DE GUARAYOS,otras vacunaciones,covid-19 3ra dosis,2023-02-01,3,5,4,1,7,6,13
ATOCHA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,4,4,46,80,50,84,134
AUCAPATA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,1,0,2,1,3,4
AYATA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,3,30,28,30,31,61
AYO AYO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,6,1,0,2,6,8
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid-19 3ra dosis,2023-02-01,10,22,16,25,26,47,73
AZURDUY,otras vacunaciones,covid-19 3ra dosis,2023-02-01,5,5,0,0,5,5,10
BATALLAS,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,1,1,2,1,3,4
BAURES,otras vacunaciones,covid-19 3ra dosis,2023-02-01,3,7,14,13,17,20,37
BELLA FLOR,otras vacunaciones,covid-19 3ra dosis,2023-02-01,4,2,6,12,10,14,24
BERMEJO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,6,2,0,0,6,2,8
BETANZOS,otras vacunaciones,covid-19 3ra dosis,2023-02-01,9,7,2,2,11,9,20
BOLIVAR,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,2,0,0,0,2,2
BOLPEBRA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,0,1,5,1,5,6
BOYUIBE,otras vacunaciones,covid-19 3ra dosis,2023-02-01,6,1,0,0,6,1,7
BUENA VISTA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,51,21,0,1,51,22,73
CABEZAS,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,1,0,1,2,2,4
CAIROMA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,3,11,4,13,7,20
"CAIZA ""D""",otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,1,20,11,20,12,32
CAJUATA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,5,4,7,0,12,4,16
CALACOTO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,1,4,9,4,10,14
CALAMARCA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,6,6,2,2,8,8,16
CAMARGO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,26,27,0,0,26,27,53
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,1,0,0,0,1,1
CAMIRI,otras vacunaciones,covid-19 3ra dosis,2023-02-01,30,19,2,1,32,20,52
CAPINOTA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,14,20,0,0,14,20,34
CAQUIAVIRI,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,4,0,1,0,5,5
CARACOLLO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,1,0,0,2,1,3
CARANAVI,otras vacunaciones,covid-19 3ra dosis,2023-02-01,14,12,57,2,71,14,85
CARANGAS,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,0,0,0,1,0,1
CARAPARI,otras vacunaciones,covid-19 3ra dosis,2023-02-01,6,3,0,0,6,3,9
CARIPUYO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,1,0,2,0,3,3
CARMEN RIVERO TORREZ,otras vacunaciones,covid-19 3ra dosis,2023-02-01,3,1,0,0,3,1,4
CATACORA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,0,5,9,5,9,14
CHACARILLA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,1,1,0,2,1,3
CHALLAPATA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,5,1,2,3,7,10
CHAQUI,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,1,1,0,2,1,3
CHARAGUA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,11,7,0,1,11,8,19
CHARAÑA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,0,4,7,4,7,11
CHAYANTA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,0,0,0,2,0,2
CHIMORE,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,3,1,4,3,7,10
CHIPAYA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,0,0,0,2,0,2
CHOQUE COTA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,1,1,0,2,1,3
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid-19 3ra dosis,2023-02-01,9,8,8,9,17,17,34
CHUMA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,5,13,19,14,24,38
CKOCHAS,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,0,0,1,2,1,3
CLIZA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,16,22,19,21,35,43,78
COBIJA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,22,25,159,111,181,136,317
COCAPATA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,1,0,0,1,1,2
COCHABAMBA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,854,1019,465,518,1319,1537,2856
COIPASA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,2,0,0,1,2,3
COLCAPIRHUA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,13,13,126,117,139,130,269
"COLCHA ""K""",otras vacunaciones,covid-19 3ra dosis,2023-02-01,14,9,2,0,16,9,25
COLLANA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,4,3,0,0,4,3,7
COLOMI,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,5,2,2,4,7,11
COLPA BELGICA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,4,3,0,0,4,3,7
COLQUECHACA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,0,0,1,0,1,1
COLQUENCHA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,1,2,4,3,5,8
COLQUIRI,otras vacunaciones,covid-19 3ra dosis,2023-02-01,3,5,14,23,17,28,45
COMANCHE,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,0,3,1,3,1,4
COMARAPA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,3,0,0,1,3,4
CONCEPCION,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,6,1,0,3,6,9
COPACABANA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,3,0,0,1,3,4
CORIPATA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,7,3,3,3,10,6,16
CORO CORO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,1,12,2,13,3,16
COROICO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,16,19,1,3,17,22,39
CORQUE,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,3,0,0,0,3,3
COTAGAITA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,2,11,20,12,22,34
COTOCA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,62,36,39,53,101,89,190
CRUZ DE MACHACAMARCA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,1,21,2,23,3,26
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,0,3,3,4,3,7
CUEVO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,8,3,0,13,8,16,24
CULPINA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,3,5,14,29,17,34,51
CURVA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,1,6,7,6,8,14
DESAGUADERO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,3,1,0,0,3,1,4
EL ALTO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,319,333,232,251,551,584,1135
EL CHORO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,0,5,4,5,4,9
EL PUENTE(STC),otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,1,1,1,3,2,5
EL PUENTE(TJA),otras vacunaciones,covid-19 3ra dosis,2023-02-01,3,1,0,0,3,1,4
EL TORNO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,14,24,0,0,14,24,38
EL VILLAR,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,3,0,0,1,3,4
ENTRE RIOS TRJ,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,5,2,6,4,11,15
ENTRE RIOS CBBA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,13,11,8,3,21,14,35
ESCOMA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,7,20,1,3,8,23,31
EUREKA (SANTOS MERCADO),otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,0,0,0,1,0,1
FERNANDEZ ALONSO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,10,6,2,2,12,8,20
FILADELFIA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,8,3,15,15,23,18,41
GENERAL SAAVEDRA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,5,8,0,2,5,10,15
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,2,3,2,4,4,8
GUANAY,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,8,2,8,4,16,20
GUAQUI,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,2,94,2,94,4,98
GUAYARAMERIN,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,2,32,33,34,35,69
GUTIERREZ,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,2,2,1,2,3,5
HUACARAJE,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,1,0,0,0,1,1
HUACARETA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,3,4,1,2,4,6,10
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,covid-19 3ra dosis,2023-02-01,6,9,0,0,6,9,15
HUARINA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,0,3,3,5,3,8
HUATAJATA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,0,4,3,4,3,7
HUAYLLAMARCA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,3,3,2,2,5,5,10
HUMANATA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,1,2,1,2,2,4
ICHOCA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,0,1,2,2,2,4
INCAHUASI,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,0,0,0,1,0,1
INQUISIVI,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,0,1,2,2,2,4
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid-19 3ra dosis,2023-02-01,5,6,5,8,10,14,24
IXIAMAS,otras vacunaciones,covid-19 3ra dosis,2023-02-01,4,2,15,16,19,18,37
JESUS DE MACHACA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,8,2,27,20,35,22,57
LA ASUNTA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,6,6,28,7,34,13,47
LA GUARDIA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,88,44,2,3,90,47,137
LA PAZ,otras vacunaciones,covid-19 3ra dosis,2023-02-01,418,645,826,1092,1244,1737,2981
LA RIVERA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,1,0,0,0,1,1
LAGUNILLAS,otras vacunaciones,covid-19 3ra dosis,2023-02-01,3,1,0,0,3,1,4
LAJA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,5,8,13,12,18,20,38
LAS CARRERAS,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,1,7,13,7,14,21
LICOMA PAMPA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,1,2,1,2,2,4
LLALLAGUA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,11,20,28,49,39,69,108
LLICA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,0,0,0,1,0,1
LURIBAY,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,4,8,13,10,17,27
MACHACAMARCA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,2,0,0,2,2,4
MACHARETI,otras vacunaciones,covid-19 3ra dosis,2023-02-01,28,4,3,1,31,5,36
MAIRANA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,3,0,0,1,3,4
MALLA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,0,2,1,2,1,3
MAPIRI,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,1,1,0,2,1,3
MECAPACA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,3,2,1,4,4,8
MINEROS,otras vacunaciones,covid-19 3ra dosis,2023-02-01,18,12,0,4,18,16,34
MIZQUE,otras vacunaciones,covid-19 3ra dosis,2023-02-01,3,3,40,29,43,32,75
MOCOMOCO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,4,3,7,4,11,7,18
MOJOCOYA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,3,5,9,3,12,8,20
MONTEAGUDO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,5,9,4,2,9,11,20
MONTERO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,108,73,5,8,113,81,194
MORO MORO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,1,0,0,1,1,2
MOROCHATA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,2,1,3,1,5,6
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,0,5,7,5,7,12
OCURI,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,1,1,1,1,2,3
OKINAWA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,4,6,2,1,6,7,13
ORURO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,225,199,4,11,229,210,439
PADCAYA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,4,2,1,0,5,2,7
PADILLA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,3,14,4,7,7,21,28
PAILON,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,3,0,0,0,3,3
PALCA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,3,0,0,0,3,3
PALOS BLANCOS,otras vacunaciones,covid-19 3ra dosis,2023-02-01,5,9,18,7,23,16,39
PAPEL PAMPA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,1,4,4,6,5,11
PASORAPA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,3,1,9,2,12,3,15
PATACAMAYA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,47,4,1,4,48,8,56
PAZÑA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,2,3,1,3,3,6
PELECHUCO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,3,2,11,4,14,6,20
POCOATA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,4,0,0,2,4,6
POCONA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,3,2,15,15,18,17,35
POJO (CBBA),otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,4,1,4,3,8,11
POOPO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,3,0,0,0,3,0,3
PORCO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,1,0,0,1,1,2
POROMA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,1,3,3,5,4,9
PORONGO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,9,13,0,1,9,14,23
PORTACHUELO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,4,3,3,4,7,7,14
PORVENIR,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,4,1,3,1,7,8
POSTRER VALLE,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,0,0,0,2,0,2
POTOSI,otras vacunaciones,covid-19 3ra dosis,2023-02-01,85,105,84,21,169,126,295
PRESTO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,0,1,0,1,0,1
PUCARANI,otras vacunaciones,covid-19 3ra dosis,2023-02-01,12,10,15,16,27,26,53
PUERTO ACOSTA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,1,7,5,9,6,15
PUERTO CARABUCO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,6,12,14,12,20,32
PUERTO GONZALO MORENO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,1,0,0,1,1,2
PUERTO PEREZ,otras vacunaciones,covid-19 3ra dosis,2023-02-01,3,0,0,0,3,0,3
PUERTO RICO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,0,72,3,73,3,76
PUERTO SILES,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,0,8,13,8,13,21
PUERTO SUAREZ,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,1,0,0,2,1,3
PUERTO VILLARROEL,otras vacunaciones,covid-19 3ra dosis,2023-02-01,12,11,58,30,70,41,111
PUNA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,4,0,1,0,5,5
PUNATA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,11,15,2,4,13,19,32
QUIABAYA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,0,6,5,6,5,11
QUILLACOLLO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,172,158,206,222,378,380,758
QUIME,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,0,6,5,6,5,11
QUIRUSILLAS,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,1,1,1,3,2,5
RAQAYPAMPA(ETA),otras vacunaciones,covid-19 3ra dosis,2023-02-01,8,14,7,11,15,25,40
RAVELO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,0,1,0,1,0,1
REYES,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,1,0,0,0,1,1
RIBERALTA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,16,17,4,7,20,24,44
ROBORE,otras vacunaciones,covid-19 3ra dosis,2023-02-01,8,8,203,8,211,16,227
RURRENABAQUE,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,2,1,2,1,4,5
SABAYA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,4,3,0,0,4,3,7
SACABA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,127,172,188,207,315,379,694
SACABAMBA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,3,5,14,5,17,22
SACACA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,1,0,0,0,1,1
SAIPINA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,8,2,0,3,8,11
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,2,1,4,2,6,8
SAMAIPATA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,2,0,2,1,4,5
SAN ANDRES,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,1,0,2,1,3,4
SAN ANDRES DE MACHACA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,1,9,8,10,9,19
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,0,4,0,6,0,6
SAN BENITO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,10,7,0,0,10,7,17
SAN BORJA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,2,12,13,14,15,29
SAN BUENA VENTURA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,0,1,3,1,3,4
SAN CARLOS,otras vacunaciones,covid-19 3ra dosis,2023-02-01,6,5,0,0,6,5,11
SAN IGNACIO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,1,10,13,10,14,24
SAN IGNACIO DE VELASCO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,80,49,0,0,80,49,129
SAN JAVIER(STC),otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,1,0,0,1,1,2
SAN JOAQUIN,otras vacunaciones,covid-19 3ra dosis,2023-02-01,3,4,4,3,7,7,14
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid-19 3ra dosis,2023-02-01,4,78,0,0,4,78,82
SAN JUAN DE YAPACANI,otras vacunaciones,covid-19 3ra dosis,2023-02-01,6,1,2,2,8,3,11
SAN JULIAN,otras vacunaciones,covid-19 3ra dosis,2023-02-01,17,18,4,2,21,20,41
SAN LORENZO(PND),otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,0,2,4,2,4,6
SAN LORENZO(TJA),otras vacunaciones,covid-19 3ra dosis,2023-02-01,5,5,10,12,15,17,32
SAN LUCAS,otras vacunaciones,covid-19 3ra dosis,2023-02-01,0,1,0,0,0,1,1
SAN MATIAS,otras vacunaciones,covid-19 3ra dosis,2023-02-01,18,4,18,2,36,6,42
SAN MIGUEL DE VELASCO,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,8,22,26,24,34,58
SAN PABLO DE LIPEZ,otras vacunaciones,covid-19 3ra dosis,2023-02-01,5,0,0,0,5,0,5
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,1,4,15,12,16,16,32
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,2,0,2,2,4,2,6
SAN PEDRO DE MACHA,otras vacunaciones,covid-19 3ra dosis,2023-02-01,6,5,2,2,8,7,15
