,group,variable,month,17.21 SR DENTRO,17.21 SR DENTRO,17.21 SR FUERA,17.21 SR FUERA,TOTALES,TOTALES,TOTALES
YUNCHARA,otras vacunaciones,sr,2023-06-01,1,0,15,7,16,7,23
ZUDAÑEZ,otras vacunaciones,sr,2023-06-01,1,0,6,10,7,10,17
ACHACACHI,otras vacunaciones,sr,2023-07-01,1,5,2,1,3,6,9
ACHOCALLA,otras vacunaciones,sr,2023-07-01,5,1,1,1,6,2,8
AIQUILE,otras vacunaciones,sr,2023-07-01,1,0,0,0,1,0,1
ALTO BENI,otras vacunaciones,sr,2023-07-01,1,0,0,0,1,0,1
ANCORAIMES,otras vacunaciones,sr,2023-07-01,3,8,0,0,3,8,11
ANDAMARCA,otras vacunaciones,sr,2023-07-01,0,0,0,1,0,1,1
ANZALDO,otras vacunaciones,sr,2023-07-01,0,0,0,1,0,1,1
APOLO,otras vacunaciones,sr,2023-07-01,1,1,1,4,2,5,7
ARAMPAMPA,otras vacunaciones,sr,2023-07-01,3,1,2,4,5,5,10
ARANI,otras vacunaciones,sr,2023-07-01,1,0,3,1,4,1,5
ARBIETO,otras vacunaciones,sr,2023-07-01,3,0,10,8,13,8,21
ARQUE,otras vacunaciones,sr,2023-07-01,0,0,4,2,4,2,6
ASCENCION DE GUARAYOS,otras vacunaciones,sr,2023-07-01,6,38,1,1,7,39,46
ATOCHA,otras vacunaciones,sr,2023-07-01,0,0,0,2,0,2,2
AYATA,otras vacunaciones,sr,2023-07-01,0,1,0,2,0,3,3
AYO AYO,otras vacunaciones,sr,2023-07-01,5,5,2,5,7,10,17
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,sr,2023-07-01,3,2,4,7,7,9,16
BATALLAS,otras vacunaciones,sr,2023-07-01,2,1,3,5,5,6,11
BAURES,otras vacunaciones,sr,2023-07-01,2,1,0,0,2,1,3
BELEN DE ANDAMARCA,otras vacunaciones,sr,2023-07-01,0,0,1,1,1,1,2
BERMEJO,otras vacunaciones,sr,2023-07-01,17,13,0,1,17,14,31
BOLIVAR,otras vacunaciones,sr,2023-07-01,1,1,1,3,2,4,6
BUENA VISTA,otras vacunaciones,sr,2023-07-01,1,0,2,0,3,0,3
CAIROMA,otras vacunaciones,sr,2023-07-01,3,2,0,0,3,2,5
"CAIZA ""D""",otras vacunaciones,sr,2023-07-01,1,1,0,0,1,1,2
CAMARGO,otras vacunaciones,sr,2023-07-01,2,6,0,1,2,7,9
CAMIRI,otras vacunaciones,sr,2023-07-01,0,0,1,4,1,4,5
CAPINOTA,otras vacunaciones,sr,2023-07-01,1,2,5,3,6,5,11
CARACOLLO,otras vacunaciones,sr,2023-07-01,11,8,2,2,13,10,23
CARANAVI,otras vacunaciones,sr,2023-07-01,8,7,1,0,9,7,16
CARAPARI,otras vacunaciones,sr,2023-07-01,1,0,2,1,3,1,4
CARMEN RIVERO TORREZ,otras vacunaciones,sr,2023-07-01,2,1,0,2,2,3,5
CHACARILLA,otras vacunaciones,sr,2023-07-01,4,0,1,2,5,2,7
CHALLAPATA,otras vacunaciones,sr,2023-07-01,0,1,2,3,2,4,6
CHARAGUA,otras vacunaciones,sr,2023-07-01,0,2,7,6,7,8,15
CHARAÑA,otras vacunaciones,sr,2023-07-01,0,0,0,1,0,1,1
CHIMORE,otras vacunaciones,sr,2023-07-01,1,13,9,7,10,20,30
CHUA COCANI,otras vacunaciones,sr,2023-07-01,0,2,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,sr,2023-07-01,10,10,5,4,15,14,29
CHUMA,otras vacunaciones,sr,2023-07-01,1,0,5,1,6,1,7
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,sr,2023-07-01,0,0,11,10,11,10,21
CLIZA,otras vacunaciones,sr,2023-07-01,3,4,8,4,11,8,19
COBIJA,otras vacunaciones,sr,2023-07-01,11,17,12,13,23,30,53
COCHABAMBA,otras vacunaciones,sr,2023-07-01,165,182,400,390,565,572,1137
COLCAPIRHUA,otras vacunaciones,sr,2023-07-01,6,1,11,6,17,7,24
"COLCHA ""K""",otras vacunaciones,sr,2023-07-01,8,8,0,1,8,9,17
COLLANA,otras vacunaciones,sr,2023-07-01,1,2,0,0,1,2,3
COLOMI,otras vacunaciones,sr,2023-07-01,3,5,0,1,3,6,9
COLPA BELGICA,otras vacunaciones,sr,2023-07-01,2,2,5,1,7,3,10
COLQUECHACA,otras vacunaciones,sr,2023-07-01,3,0,0,0,3,0,3
COLQUENCHA,otras vacunaciones,sr,2023-07-01,0,1,1,0,1,1,2
COLQUIRI,otras vacunaciones,sr,2023-07-01,0,3,1,0,1,3,4
COMARAPA,otras vacunaciones,sr,2023-07-01,0,1,0,1,0,2,2
CONCEPCION,otras vacunaciones,sr,2023-07-01,9,7,47,56,56,63,119
COPACABANA,otras vacunaciones,sr,2023-07-01,0,1,5,4,5,5,10
CORIPATA,otras vacunaciones,sr,2023-07-01,5,9,17,12,22,21,43
CORO CORO,otras vacunaciones,sr,2023-07-01,0,0,4,2,4,2,6
COROICO,otras vacunaciones,sr,2023-07-01,26,21,9,14,35,35,70
CORQUE,otras vacunaciones,sr,2023-07-01,0,2,0,0,0,2,2
COTAGAITA,otras vacunaciones,sr,2023-07-01,0,1,3,1,3,2,5
COTOCA,otras vacunaciones,sr,2023-07-01,6,5,18,11,24,16,40
CUATRO CAÑADAS,otras vacunaciones,sr,2023-07-01,2,1,6,10,8,11,19
CUEVO,otras vacunaciones,sr,2023-07-01,0,0,1,0,1,0,1
CULPINA,otras vacunaciones,sr,2023-07-01,5,4,3,1,8,5,13
CURAHUARA DE CARANGAS,otras vacunaciones,sr,2023-07-01,0,2,2,0,2,2,4
EL ALTO,otras vacunaciones,sr,2023-07-01,56,68,150,191,206,259,465
EL CHORO,otras vacunaciones,sr,2023-07-01,1,0,0,0,1,0,1
EL PUENTE(STC),otras vacunaciones,sr,2023-07-01,1,0,0,1,1,1,2
EL TORNO,otras vacunaciones,sr,2023-07-01,2,5,0,1,2,6,8
EL VILLAR,otras vacunaciones,sr,2023-07-01,0,1,0,0,0,1,1
ENTRE RIOS TRJ,otras vacunaciones,sr,2023-07-01,2,1,0,0,2,1,3
ENTRE RIOS CBBA,otras vacunaciones,sr,2023-07-01,1,1,5,6,6,7,13
EUCALIPTUS,otras vacunaciones,sr,2023-07-01,0,0,0,2,0,2,2
EXALTACION,otras vacunaciones,sr,2023-07-01,0,0,37,37,37,37,74
FILADELFIA,otras vacunaciones,sr,2023-07-01,1,0,11,9,12,9,21
GENERAL SAAVEDRA,otras vacunaciones,sr,2023-07-01,1,0,0,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,sr,2023-07-01,3,1,0,2,3,3,6
GUANAY,otras vacunaciones,sr,2023-07-01,1,1,5,13,6,14,20
GUAQUI,otras vacunaciones,sr,2023-07-01,1,0,0,0,1,0,1
GUAYARAMERIN,otras vacunaciones,sr,2023-07-01,1,1,2,4,3,5,8
HUACARAJE,otras vacunaciones,sr,2023-07-01,2,2,0,0,2,2,4
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,sr,2023-07-01,1,0,0,0,1,0,1
HUANUNI,otras vacunaciones,sr,2023-07-01,2,1,1,0,3,1,4
HUAYLLAMARCA,otras vacunaciones,sr,2023-07-01,0,2,0,0,0,2,2
ICLA,otras vacunaciones,sr,2023-07-01,1,1,0,0,1,1,2
INCAHUASI,otras vacunaciones,sr,2023-07-01,1,2,9,17,10,19,29
INGAVI (HUMAITA),otras vacunaciones,sr,2023-07-01,0,0,1,0,1,0,1
INQUISIVI,otras vacunaciones,sr,2023-07-01,0,0,0,1,0,1,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,sr,2023-07-01,6,5,7,6,13,11,24
IXIAMAS,otras vacunaciones,sr,2023-07-01,4,4,6,2,10,6,16
JESUS DE MACHACA,otras vacunaciones,sr,2023-07-01,3,0,0,0,3,0,3
LA ASUNTA,otras vacunaciones,sr,2023-07-01,5,6,13,17,18,23,41
LA GUARDIA,otras vacunaciones,sr,2023-07-01,8,6,0,1,8,7,15
LA PAZ,otras vacunaciones,sr,2023-07-01,165,222,31,45,196,267,463
LAGUNILLAS,otras vacunaciones,sr,2023-07-01,1,0,2,5,3,5,8
LAJA,otras vacunaciones,sr,2023-07-01,0,4,2,2,2,6,8
LAS CARRERAS,otras vacunaciones,sr,2023-07-01,0,1,0,0,0,1,1
LLALLAGUA,otras vacunaciones,sr,2023-07-01,2,3,3,8,5,11,16
LORETO,otras vacunaciones,sr,2023-07-01,0,1,2,2,2,3,5
LURIBAY,otras vacunaciones,sr,2023-07-01,1,0,0,0,1,0,1
MACHACAMARCA,otras vacunaciones,sr,2023-07-01,0,0,6,7,6,7,13
MAGDALENA,otras vacunaciones,sr,2023-07-01,0,0,1,1,1,1,2
MAIRANA,otras vacunaciones,sr,2023-07-01,0,1,0,0,0,1,1
MAPIRI,otras vacunaciones,sr,2023-07-01,0,5,0,0,0,5,5
MINEROS,otras vacunaciones,sr,2023-07-01,0,3,0,0,0,3,3
MIZQUE,otras vacunaciones,sr,2023-07-01,2,1,4,5,6,6,12
MOCOMOCO,otras vacunaciones,sr,2023-07-01,0,0,1,0,1,0,1
MONTEAGUDO,otras vacunaciones,sr,2023-07-01,1,2,1,0,2,2,4
MONTERO,otras vacunaciones,sr,2023-07-01,4,18,12,8,16,26,42
MOROCHATA,otras vacunaciones,sr,2023-07-01,0,2,0,0,0,2,2
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,sr,2023-07-01,1,0,4,3,5,3,8
NAZACARA DE PACAJES,otras vacunaciones,sr,2023-07-01,0,1,0,0,0,1,1
OMEREQUE,otras vacunaciones,sr,2023-07-01,0,0,1,3,1,3,4
ORURO,otras vacunaciones,sr,2023-07-01,37,40,43,97,80,137,217
PADILLA,otras vacunaciones,sr,2023-07-01,2,3,0,1,2,4,6
PAILON,otras vacunaciones,sr,2023-07-01,12,9,42,41,54,50,104
PALOS BLANCOS,otras vacunaciones,sr,2023-07-01,9,9,8,10,17,19,36
PATACAMAYA,otras vacunaciones,sr,2023-07-01,1,2,0,1,1,3,4
PELECHUCO,otras vacunaciones,sr,2023-07-01,0,1,1,0,1,1,2
POCOATA,otras vacunaciones,sr,2023-07-01,0,0,5,6,5,6,11
POCONA,otras vacunaciones,sr,2023-07-01,0,2,6,3,6,5,11
POJO (CBBA),otras vacunaciones,sr,2023-07-01,0,1,2,2,2,3,5
POOPO,otras vacunaciones,sr,2023-07-01,0,0,7,8,7,8,15
PORCO,otras vacunaciones,sr,2023-07-01,1,1,0,0,1,1,2
POROMA,otras vacunaciones,sr,2023-07-01,0,1,1,0,1,1,2
PORONGO,otras vacunaciones,sr,2023-07-01,1,1,3,0,4,1,5
PORTACHUELO,otras vacunaciones,sr,2023-07-01,3,3,0,0,3,3,6
PORVENIR,otras vacunaciones,sr,2023-07-01,0,1,0,0,0,1,1
POTOSI,otras vacunaciones,sr,2023-07-01,86,101,2,8,88,109,197
PRESTO,otras vacunaciones,sr,2023-07-01,0,0,6,11,6,11,17
PUCARANI,otras vacunaciones,sr,2023-07-01,0,1,3,5,3,6,9
PUERTO ACOSTA,otras vacunaciones,sr,2023-07-01,0,0,3,2,3,2,5
PUERTO CARABUCO,otras vacunaciones,sr,2023-07-01,12,6,7,6,19,12,31
PUERTO PEREZ,otras vacunaciones,sr,2023-07-01,1,0,2,2,3,2,5
PUERTO RICO,otras vacunaciones,sr,2023-07-01,11,9,6,9,17,18,35
PUERTO VILLARROEL,otras vacunaciones,sr,2023-07-01,8,12,40,30,48,42,90
PUNATA,otras vacunaciones,sr,2023-07-01,3,11,0,1,3,12,15
QUILLACOLLO,otras vacunaciones,sr,2023-07-01,18,25,45,76,63,101,164
QUIRUSILLAS,otras vacunaciones,sr,2023-07-01,0,1,0,0,0,1,1
RAQAYPAMPA(ETA),otras vacunaciones,sr,2023-07-01,0,0,5,7,5,7,12
RAVELO,otras vacunaciones,sr,2023-07-01,8,23,3,1,11,24,35
RIBERALTA,otras vacunaciones,sr,2023-07-01,2,5,103,2,105,7,112
ROBORE,otras vacunaciones,sr,2023-07-01,1,0,1,0,2,0,2
RURRENABAQUE,otras vacunaciones,sr,2023-07-01,1,1,6,3,7,4,11
SACABA,otras vacunaciones,sr,2023-07-01,5,12,16,11,21,23,44
SACACA,otras vacunaciones,sr,2023-07-01,1,5,0,0,1,5,6
SAIPINA,otras vacunaciones,sr,2023-07-01,0,2,3,1,3,3,6
SALINAS DE GARCI MENDOZA,otras vacunaciones,sr,2023-07-01,0,0,4,5,4,5,9
SAN ANDRES,otras vacunaciones,sr,2023-07-01,0,0,1,6,1,6,7
SAN ANDRES DE MACHACA,otras vacunaciones,sr,2023-07-01,0,0,1,0,1,0,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,sr,2023-07-01,0,2,0,0,0,2,2
SAN BENITO,otras vacunaciones,sr,2023-07-01,1,0,1,1,2,1,3
SAN BORJA,otras vacunaciones,sr,2023-07-01,2,0,1,0,3,0,3
SAN BUENA VENTURA,otras vacunaciones,sr,2023-07-01,1,0,1,0,2,0,2
SAN CARLOS,otras vacunaciones,sr,2023-07-01,0,0,10,5,10,5,15
SAN IGNACIO,otras vacunaciones,sr,2023-07-01,16,7,29,22,45,29,74
SAN IGNACIO DE VELASCO,otras vacunaciones,sr,2023-07-01,2,0,0,0,2,0,2
SAN JAVIER(BNI),otras vacunaciones,sr,2023-07-01,4,8,13,33,17,41,58
SAN JAVIER(STC),otras vacunaciones,sr,2023-07-01,9,12,6,4,15,16,31
SAN JUAN DE YAPACANI,otras vacunaciones,sr,2023-07-01,3,2,0,1,3,3,6
SAN JULIAN,otras vacunaciones,sr,2023-07-01,7,12,1,0,8,12,20
SAN LORENZO(TJA),otras vacunaciones,sr,2023-07-01,4,6,3,3,7,9,16
SAN LUCAS,otras vacunaciones,sr,2023-07-01,0,4,13,14,13,18,31
SAN MATIAS,otras vacunaciones,sr,2023-07-01,3,2,11,10,14,12,26
SAN MIGUEL DE VELASCO,otras vacunaciones,sr,2023-07-01,0,1,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,sr,2023-07-01,10,16,0,0,10,16,26
SAN PEDRO DE TIQUINA,otras vacunaciones,sr,2023-07-01,2,3,5,6,7,9,16
SAN RAFAEL,otras vacunaciones,sr,2023-07-01,4,1,12,6,16,7,23
SAN RAMON BENI,otras vacunaciones,sr,2023-07-01,1,2,3,4,4,6,10
SANTA ANA,otras vacunaciones,sr,2023-07-01,3,9,12,8,15,17,32
SANTA CRUZ DE LA SIERRA,otras vacunaciones,sr,2023-07-01,510,538,138,123,648,661,1309
SANTA ROSA,otras vacunaciones,sr,2023-07-01,0,2,0,0,0,2,2
SANTA ROSA DEL SARA,otras vacunaciones,sr,2023-07-01,0,2,1,1,1,3,4
SANTIAGO DE HUARI,otras vacunaciones,sr,2023-07-01,0,3,1,3,1,6,7
SANTIAGO DE MACHACA,otras vacunaciones,sr,2023-07-01,0,1,8,3,8,4,12
SANTIVAÑES,otras vacunaciones,sr,2023-07-01,1,2,4,2,5,4,9
SAPAHAQUI,otras vacunaciones,sr,2023-07-01,1,2,8,0,9,2,11
SENA,otras vacunaciones,sr,2023-07-01,0,1,33,30,33,31,64
SHINAOTA,otras vacunaciones,sr,2023-07-01,1,3,5,3,6,6,12
SICA SICA (VILLA AROMA),otras vacunaciones,sr,2023-07-01,1,0,0,2,1,2,3
SICAYA,otras vacunaciones,sr,2023-07-01,0,0,1,2,1,2,3
SIPE SIPE,otras vacunaciones,sr,2023-07-01,2,3,10,17,12,20,32
SORACACHI,otras vacunaciones,sr,2023-07-01,0,0,0,1,0,1,1
SORATA,otras vacunaciones,sr,2023-07-01,0,0,4,2,4,2,6
SUCRE,otras vacunaciones,sr,2023-07-01,62,50,64,94,126,144,270
TACACHI,otras vacunaciones,sr,2023-07-01,0,0,1,1,1,1,2
TACOPAYA,otras vacunaciones,sr,2023-07-01,0,0,0,1,0,1,1
TAPACARI,otras vacunaciones,sr,2023-07-01,1,3,2,3,3,6,9
TARABUCO,otras vacunaciones,sr,2023-07-01,0,0,2,1,2,1,3
TARATA,otras vacunaciones,sr,2023-07-01,0,1,0,1,0,2,2
TARIJA,otras vacunaciones,sr,2023-07-01,25,19,21,19,46,38,84
TARVITA,otras vacunaciones,sr,2023-07-01,1,0,0,0,1,0,1
TEOPONTE,otras vacunaciones,sr,2023-07-01,2,8,57,31,59,39,98
TIQUIPAYA,otras vacunaciones,sr,2023-07-01,8,6,34,33,42,39,81
TOCO,otras vacunaciones,sr,2023-07-01,1,0,1,0,2,0,2
TOLATA,otras vacunaciones,sr,2023-07-01,3,1,1,1,4,2,6
TOLEDO,otras vacunaciones,sr,2023-07-01,0,1,0,0,0,1,1
TOMAVE,otras vacunaciones,sr,2023-07-01,0,0,7,3,7,3,10
TOMINA,otras vacunaciones,sr,2023-07-01,0,2,0,0,0,2,2
TRINIDAD,otras vacunaciones,sr,2023-07-01,70,124,644,655,714,779,1493
TUPIZA,otras vacunaciones,sr,2023-07-01,17,29,2,5,19,34,53
UMALA,otras vacunaciones,sr,2023-07-01,0,0,1,2,1,2,3
UNCIA,otras vacunaciones,sr,2023-07-01,1,5,1,1,2,6,8
URIONDO (A. CONCEPCION),otras vacunaciones,sr,2023-07-01,3,2,1,7,4,9,13
UYUNI,otras vacunaciones,sr,2023-07-01,5,8,9,20,14,28,42
VACAS,otras vacunaciones,sr,2023-07-01,1,0,0,0,1,0,1
VALLEGRANDE,otras vacunaciones,sr,2023-07-01,1,2,0,0,1,2,3
VIACHA,otras vacunaciones,sr,2023-07-01,9,11,7,4,16,15,31
VILA VILA,otras vacunaciones,sr,2023-07-01,0,0,0,2,0,2,2
VILLA CHARCAS,otras vacunaciones,sr,2023-07-01,0,2,8,6,8,8,16
VILLA MONTES,otras vacunaciones,sr,2023-07-01,8,15,158,5,166,20,186
VILLA NUEVA (LOMA ALTA),otras vacunaciones,sr,2023-07-01,0,0,9,6,9,6,15
VILLA RIVERO,otras vacunaciones,sr,2023-07-01,0,0,1,1,1,1,2
VILLA SERRANO,otras vacunaciones,sr,2023-07-01,0,0,4,4,4,4,8
VILLA TUNARI,otras vacunaciones,sr,2023-07-01,3,7,23,28,26,35,61
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,sr,2023-07-01,1,0,1,0,2,0,2
VILLAZON,otras vacunaciones,sr,2023-07-01,19,50,75,82,94,132,226
VINTO,otras vacunaciones,sr,2023-07-01,6,7,11,12,17,19,36
VITICHI,otras vacunaciones,sr,2023-07-01,1,1,3,1,4,2,6
WARNES,otras vacunaciones,sr,2023-07-01,13,13,10,11,23,24,47
YACO,otras vacunaciones,sr,2023-07-01,0,0,4,6,4,6,10
YACUIBA,otras vacunaciones,sr,2023-07-01,15,27,28,26,43,53,96
YANACACHI,otras vacunaciones,sr,2023-07-01,0,1,2,0,2,1,3
YAPACANI,otras vacunaciones,sr,2023-07-01,0,0,5,1,5,1,6
YOCALLA,otras vacunaciones,sr,2023-07-01,0,1,0,0,0,1,1
YOTALA,otras vacunaciones,sr,2023-07-01,0,0,0,1,0,1,1
ZUDAÑEZ,otras vacunaciones,sr,2023-07-01,0,1,2,2,2,3,5
ACHACACHI,otras vacunaciones,sr,2023-08-01,2,5,4,4,6,9,15
ACHOCALLA,otras vacunaciones,sr,2023-08-01,8,13,6,13,14,26,40
AIQUILE,otras vacunaciones,sr,2023-08-01,1,5,0,0,1,5,6
ALCALA,otras vacunaciones,sr,2023-08-01,0,2,1,1,1,3,4
ANCORAIMES,otras vacunaciones,sr,2023-08-01,0,0,39,49,39,49,88
ANDAMARCA,otras vacunaciones,sr,2023-08-01,0,0,1,3,1,3,4
ANTEQUERA,otras vacunaciones,sr,2023-08-01,0,0,0,1,0,1,1
APOLO,otras vacunaciones,sr,2023-08-01,0,1,0,1,0,2,2
ARBIETO,otras vacunaciones,sr,2023-08-01,0,0,1,0,1,0,1
ARQUE,otras vacunaciones,sr,2023-08-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,sr,2023-08-01,2,10,2,2,4,12,16
ATOCHA,otras vacunaciones,sr,2023-08-01,0,0,3,7,3,7,10
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,sr,2023-08-01,4,6,6,2,10,8,18
AZURDUY,otras vacunaciones,sr,2023-08-01,0,0,0,1,0,1,1
BATALLAS,otras vacunaciones,sr,2023-08-01,6,19,85,151,91,170,261
BAURES,otras vacunaciones,sr,2023-08-01,2,1,9,6,11,7,18
BELLA FLOR,otras vacunaciones,sr,2023-08-01,0,0,1,0,1,0,1
BERMEJO,otras vacunaciones,sr,2023-08-01,2,1,3,3,5,4,9
BOLPEBRA,otras vacunaciones,sr,2023-08-01,0,0,1,0,1,0,1
BUENA VISTA,otras vacunaciones,sr,2023-08-01,1,5,2,0,3,5,8
CABEZAS,otras vacunaciones,sr,2023-08-01,0,1,1,3,1,4,5
CAIROMA,otras vacunaciones,sr,2023-08-01,0,1,14,0,14,1,15
CAJUATA,otras vacunaciones,sr,2023-08-01,1,1,4,0,5,1,6
CAMARGO,otras vacunaciones,sr,2023-08-01,0,0,0,3,0,3,3
CAMIRI,otras vacunaciones,sr,2023-08-01,2,5,4,1,6,6,12
CAPINOTA,otras vacunaciones,sr,2023-08-01,1,0,2,3,3,3,6
CAQUIAVIRI,otras vacunaciones,sr,2023-08-01,0,1,0,1,0,2,2
CARACOLLO,otras vacunaciones,sr,2023-08-01,3,7,9,6,12,13,25
CARANAVI,otras vacunaciones,sr,2023-08-01,3,5,4,4,7,9,16
CARIPUYO,otras vacunaciones,sr,2023-08-01,5,4,0,0,5,4,9
CARMEN RIVERO TORREZ,otras vacunaciones,sr,2023-08-01,0,0,14,16,14,16,30
CATACORA,otras vacunaciones,sr,2023-08-01,0,0,1,1,1,1,2
CHACARILLA,otras vacunaciones,sr,2023-08-01,2,2,0,0,2,2,4
CHALLAPATA,otras vacunaciones,sr,2023-08-01,1,2,3,2,4,4,8
CHAQUI,otras vacunaciones,sr,2023-08-01,1,3,2,0,3,3,6
CHARAGUA,otras vacunaciones,sr,2023-08-01,3,2,6,11,9,13,22
CHIMORE,otras vacunaciones,sr,2023-08-01,0,0,5,9,5,9,14
CHIPAYA,otras vacunaciones,sr,2023-08-01,0,0,0,3,0,3,3
CHUA COCANI,otras vacunaciones,sr,2023-08-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,sr,2023-08-01,1,7,11,10,12,17,29
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,sr,2023-08-01,0,1,8,8,8,9,17
CLIZA,otras vacunaciones,sr,2023-08-01,0,1,0,0,0,1,1
COBIJA,otras vacunaciones,sr,2023-08-01,6,6,26,28,32,34,66
COCAPATA,otras vacunaciones,sr,2023-08-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,sr,2023-08-01,60,84,135,145,195,229,424
COLCAPIRHUA,otras vacunaciones,sr,2023-08-01,1,3,2,2,3,5,8
"COLCHA ""K""",otras vacunaciones,sr,2023-08-01,5,11,4,1,9,12,21
COLLANA,otras vacunaciones,sr,2023-08-01,0,2,0,0,0,2,2
COLPA BELGICA,otras vacunaciones,sr,2023-08-01,1,1,0,1,1,2,3
COLQUENCHA,otras vacunaciones,sr,2023-08-01,1,2,0,0,1,2,3
COLQUIRI,otras vacunaciones,sr,2023-08-01,1,0,0,0,1,0,1
COMARAPA,otras vacunaciones,sr,2023-08-01,0,2,0,0,0,2,2
CONCEPCION,otras vacunaciones,sr,2023-08-01,1,4,11,11,12,15,27
COPACABANA,otras vacunaciones,sr,2023-08-01,0,2,3,9,3,11,14
CORIPATA,otras vacunaciones,sr,2023-08-01,2,1,1,0,3,1,4
CORO CORO,otras vacunaciones,sr,2023-08-01,2,1,0,0,2,1,3
COROICO,otras vacunaciones,sr,2023-08-01,3,1,7,5,10,6,16
CORQUE,otras vacunaciones,sr,2023-08-01,3,13,0,4,3,17,20
COTAGAITA,otras vacunaciones,sr,2023-08-01,3,3,1,2,4,5,9
COTOCA,otras vacunaciones,sr,2023-08-01,5,3,13,16,18,19,37
CUATRO CAÑADAS,otras vacunaciones,sr,2023-08-01,2,3,0,3,2,6,8
CULPINA,otras vacunaciones,sr,2023-08-01,1,1,0,0,1,1,2
CURAHUARA DE CARANGAS,otras vacunaciones,sr,2023-08-01,0,0,3,12,3,12,15
EL ALTO,otras vacunaciones,sr,2023-08-01,82,125,278,214,360,339,699
EL CHORO,otras vacunaciones,sr,2023-08-01,0,1,1,4,1,5,6
EL PUENTE(STC),otras vacunaciones,sr,2023-08-01,2,1,0,3,2,4,6
EL TORNO,otras vacunaciones,sr,2023-08-01,1,0,0,0,1,0,1
EL VILLAR,otras vacunaciones,sr,2023-08-01,1,0,0,0,1,0,1
ENTRE RIOS TRJ,otras vacunaciones,sr,2023-08-01,1,1,2,0,3,1,4
ENTRE RIOS CBBA,otras vacunaciones,sr,2023-08-01,2,1,1,0,3,1,4
ESMERALDA,otras vacunaciones,sr,2023-08-01,0,0,2,1,2,1,3
EUCALIPTUS,otras vacunaciones,sr,2023-08-01,0,1,1,0,1,1,2
EUREKA (SANTOS MERCADO),otras vacunaciones,sr,2023-08-01,0,0,0,1,0,1,1
EXALTACION,otras vacunaciones,sr,2023-08-01,0,0,3,2,3,2,5
FILADELFIA,otras vacunaciones,sr,2023-08-01,0,0,5,5,5,5,10
GENERAL SAAVEDRA,otras vacunaciones,sr,2023-08-01,0,0,1,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,sr,2023-08-01,2,5,2,1,4,6,10
GUAYARAMERIN,otras vacunaciones,sr,2023-08-01,1,2,50,49,51,51,102
GUTIERREZ,otras vacunaciones,sr,2023-08-01,0,0,0,1,0,1,1
HUACARAJE,otras vacunaciones,sr,2023-08-01,0,2,0,0,0,2,2
HUANUNI,otras vacunaciones,sr,2023-08-01,4,15,1,1,5,16,21
HUARINA,otras vacunaciones,sr,2023-08-01,2,3,0,0,2,3,5
HUATAJATA,otras vacunaciones,sr,2023-08-01,1,2,2,10,3,12,15
HUAYLLAMARCA,otras vacunaciones,sr,2023-08-01,0,0,2,2,2,2,4
ICHOCA,otras vacunaciones,sr,2023-08-01,0,1,0,0,0,1,1
ICLA,otras vacunaciones,sr,2023-08-01,2,0,2,1,4,1,5
INCAHUASI,otras vacunaciones,sr,2023-08-01,0,1,0,0,0,1,1
INGAVI (HUMAITA),otras vacunaciones,sr,2023-08-01,0,0,4,1,4,1,5
INQUISIVI,otras vacunaciones,sr,2023-08-01,0,1,1,6,1,7,8
IRUPANA (VILLA DE LANZA),otras vacunaciones,sr,2023-08-01,2,7,42,41,44,48,92
IXIAMAS,otras vacunaciones,sr,2023-08-01,0,2,19,18,19,20,39
JESUS DE MACHACA,otras vacunaciones,sr,2023-08-01,0,2,1,0,1,2,3
LA ASUNTA,otras vacunaciones,sr,2023-08-01,18,22,2,2,20,24,44
LA GUARDIA,otras vacunaciones,sr,2023-08-01,3,8,0,4,3,12,15
LA PAZ,otras vacunaciones,sr,2023-08-01,195,253,107,105,302,358,660
LAGUNILLAS,otras vacunaciones,sr,2023-08-01,3,0,5,8,8,8,16
LAJA,otras vacunaciones,sr,2023-08-01,1,0,1,0,2,0,2
LICOMA PAMPA,otras vacunaciones,sr,2023-08-01,0,0,0,1,0,1,1
LLALLAGUA,otras vacunaciones,sr,2023-08-01,7,9,51,71,58,80,138
LURIBAY,otras vacunaciones,sr,2023-08-01,0,0,2,3,2,3,5
MACHACAMARCA,otras vacunaciones,sr,2023-08-01,0,0,2,4,2,4,6
