,group,variable,month,INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS DENTRO,INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS DENTRO,INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS FUERA,INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS FUERA,TOTALES
COLQUENCHA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,10,8,0,0,18
COLQUIRI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,13,16,11,10,50
COMANCHE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,2,1,0,0,3
COMBAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,1,1,2,2,6
CONCEPCION,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,5,2,1,2,10
COPACABANA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,2,1,3,3,9
CORIPATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,13,12,0,0,25
CORO CORO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,4,5,0,1,10
COROICO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,4,5,2,5,16
CORQUE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,10,3,1,0,14
COTAGAITA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,13,4,0,0,17
COTOCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,46,36,9,0,91
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,0,0,1,0,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,18,26,2,1,47
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,5,1,0,0,6
CULPINA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,17,12,1,0,30
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,2,3,2,3,10
CURVA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,0,0,2,4,6
DESAGUADERO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,4,6,0,0,10
EL ALTO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,330,361,193,210,1094
EL CHORO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,0,1,1,2,4
EL PUENTE(STC),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,2,4,0,0,6
EL PUENTE(TJA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,13,8,4,8,33
EL TORNO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,50,52,0,0,102
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,11,14,5,6,36
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,41,33,0,2,76
ESCOMA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,1,0,0,1,2
ESMERALDA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,0,0,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,7,2,0,0,9
FILADELFIA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,8,8,14,14,44
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,1,3,3,7,14
GUAQUI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,4,8,2,0,14
HUACARETA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,3,1,2,0,6
HUACHACALLA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,2,0,1,1,4
HUANUNI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,5,11,3,1,20
HUARINA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,1,1,0,2,4
HUATAJATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,3,1,0,0,4
HUAYLLAMARCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,1,3,3,1,8
HUMANATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,0,1,0,1,2
ICHOCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,5,2,3,3,13
INCAHUASI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,2,2,1,1,6
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,0,1,0,0,1
INQUISIVI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,5,3,0,3,11
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,3,4,0,1,8
IXIAMAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,1,1,0,0,2
JESUS DE MACHACA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,7,11,0,0,18
LA ASUNTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,37,24,1,2,64
LA GUARDIA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,117,108,1,1,227
LA PAZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,389,349,31,37,806
LA RIVERA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,0,1,0,0,1
LAJA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,23,17,0,2,42
LAS CARRERAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,0,0,1,0,1
LICOMA PAMPA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,2,3,0,0,5
LLALLAGUA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,6,5,7,7,25
LORETO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,9,9,10,10,38
LURIBAY,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,9,3,9,6,27
MACHACAMARCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,3,3,0,0,6
MACHARETI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,5,5,2,1,13
MAIRANA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,12,22,0,0,34
MALLA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,0,0,1,0,1
MECAPACA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,11,13,1,3,28
MIZQUE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,12,7,18,4,41
MOCOMOCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,13,10,7,11,41
MOJINETE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,0,1,3,2,6
MOJOCOYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,6,8,1,1,16
MONTEAGUDO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,20,30,0,0,50
MONTERO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,8,15,0,0,23
MOROCHATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,5,1,2,1,9
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,5,1,1,1,8
OMEREQUE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,3,4,13,17,37
ORURO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,341,301,4,12,658
PADCAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,5,5,2,2,14
PAILON,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,3,2,3,4,12
PALCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,10,12,2,5,29
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,2,5,0,1,8
PAMPA GRANDE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,8,12,0,0,20
PAPEL PAMPA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,3,0,1,0,4
PASORAPA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,1,2,2,3,8
PATACAMAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,17,25,3,2,47
PAZÑA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,3,4,0,0,7
PELECHUCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,2,7,1,1,11
POCOATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,1,0,0,0,1
POCONA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,13,8,6,3,30
POJO (CBBA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,3,2,0,0,5
POOPO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,5,3,0,0,8
PORCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,15,12,0,1,28
POROMA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,0,1,1,0,2
PORONGO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,3,3,2,3,11
PORTACHUELO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,16,21,2,1,40
PORVENIR,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,5,3,4,5,17
POSTRER VALLE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,0,1,0,0,1
POTOSI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,147,145,12,7,311
PUCARANI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,22,18,5,14,59
PUERTO ACOSTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,1,3,3,4,11
PUERTO CARABUCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,14,9,0,1,24
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,9,10,2,4,25
PUERTO PEREZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,3,4,9,1,17
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,4,2,0,1,7
PUERTO RICO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,7,8,0,0,15
PUERTO SUAREZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,9,8,2,1,20
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,84,73,11,17,185
PUNA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,0,1,1,3,5
PUNATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,18,20,7,7,52
QUIABAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,4,1,0,2,7
QUILLACOLLO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,47,42,67,69,225
QUIME,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,5,1,0,3,9
QUIRUSILLAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,1,2,0,0,3
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,12,14,3,2,31
RIBERALTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,1,1,0,0,2
ROBORE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,10,13,0,0,23
RURRENABAQUE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,0,0,2,2,4
SABAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,4,3,0,0,7
SACABA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,174,152,18,29,373
SACABAMBA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,2,2,2,2,8
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,14,6,1,4,25
SAMAIPATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,14,15,4,0,33
SAN ANDRES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,5,2,0,0,7
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,1,11,0,3,15
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,10,11,1,2,24
SAN BENITO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,9,6,1,3,19
SAN BORJA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,17,18,0,0,35
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,6,5,1,1,13
SAN CARLOS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,30,8,0,0,38
SAN IGNACIO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,10,12,0,0,22
SAN JAVIER(STC),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,15,13,6,7,41
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,11,15,0,0,26
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,7,0,7,5,19
SAN JULIAN,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,73,59,12,5,149
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,6,9,8,6,29
SAN MATIAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,2,4,0,0,6
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,1,0,0,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,3,6,4,3,16
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,11,6,0,0,17
SAN PEDRO DE MACHA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,0,3,3,0,6
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,0,0,1,1,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,2,5,1,0,8
SAN PEDRO(PND),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,1,1,3,2,7
SAN RAMON BENI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,0,0,5,3,8
SAN RAMON SCZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,7,8,5,5,25
SANTA ANA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,7,7,9,8,31
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,50,52,0,0,102
SANTA ROSA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,1,4,0,0,5
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,22,21,10,8,61
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,3,7,3,4,17
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,2,0,0,0,2
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,1,0,0,0,1
SANTIVAÑES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,2,8,6,2,18
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,2,0,0,0,2
SAPAHAQUI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,2,3,3,1,9
SENA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,2,6,2,2,12
SHINAOTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,33,44,4,8,89
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,13,23,2,8,46
SICAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,11,8,4,1,24
SIPE SIPE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,62,58,7,11,138
SORATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,1,2,5,2,10
SUCRE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,167,150,6,6,329
TACACOMA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,11,5,0,0,16
TACOBAMBA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,0,1,0,0,1
TACOPAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,6,5,2,1,14
TAHUA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,2,1,0,0,3
TAPACARI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,33,29,6,7,75
TARACO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,6,3,0,1,10
TARATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,8,5,0,6,19
TARIJA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,245,201,18,19,483
TIAHUANACU,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,11,7,3,2,23
TIQUIPAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,21,26,4,6,57
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,17,12,17,23,69
TOCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,9,5,2,0,16
TOLATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,5,4,0,0,9
TOLEDO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,5,5,2,1,13
TOMAVE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,3,9,3,4,19
TORO TORO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,6,3,1,0,10
TOTORA(CBBA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,12,14,6,2,34
TOTORA(ORR),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,0,3,1,3,7
TRIGAL,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,1,0,0,2,3
TRINIDAD,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,31,23,9,8,71
TUPIZA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,11,10,0,1,22
TURCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,1,0,3,2,6
UMALA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,4,2,0,0,6
UNCIA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,14,13,12,8,47
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,2,0,0,0,2
URUBICHA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,7,8,1,5,21
UYUNI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,6,4,0,0,10
VACAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,4,9,3,1,17
VALLEGRANDE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,7,13,0,0,20
VIACHA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,44,42,2,1,89
VILA VILA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,1,4,12,8,25
VILLA MONTES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,25,24,6,13,68
VILLA RIVERO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,11,8,1,0,20
VILLA SERRANO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,1,1,0,0,2
VILLA TUNARI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,138,142,8,15,303
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,5,1,0,0,6
VILLAZON,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,29,23,0,2,54
VINTO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,26,17,21,21,85
VITICHI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,2,2,0,1,5
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,2,1,0,0,3
WARNES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,5,5,0,0,10
YACO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,3,1,2,2,8
YACUIBA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2021-05-01,107,112,19,27,265
