municipality,group,variable,month,N° de Sintomáticos Respiratorios,TOTAL
PAZÑA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,4,4
POCOATA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,6,6
POCONA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,3,3
POJO (CBBA),tuberculosis,n de sintomaticos respiratorios,2008-02-01,1,1
POOPO,tuberculosis,n de sintomaticos respiratorios,2008-02-01,4,4
PORCO,tuberculosis,n de sintomaticos respiratorios,2008-02-01,3,3
POROMA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,4,4
PORONGO,tuberculosis,n de sintomaticos respiratorios,2008-02-01,12,12
PORTACHUELO,tuberculosis,n de sintomaticos respiratorios,2008-02-01,23,23
PORVENIR,tuberculosis,n de sintomaticos respiratorios,2008-02-01,4,4
POTOSI,tuberculosis,n de sintomaticos respiratorios,2008-02-01,89,89
PRESTO,tuberculosis,n de sintomaticos respiratorios,2008-02-01,2,2
PUCARANI,tuberculosis,n de sintomaticos respiratorios,2008-02-01,4,4
PUERTO ACOSTA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,8,8
PUERTO CARABUCO,tuberculosis,n de sintomaticos respiratorios,2008-02-01,3,3
PUERTO PEREZ,tuberculosis,n de sintomaticos respiratorios,2008-02-01,1,1
PUERTO RICO,tuberculosis,n de sintomaticos respiratorios,2008-02-01,1,1
PUERTO VILLARROEL,tuberculosis,n de sintomaticos respiratorios,2008-02-01,78,78
PUNA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,3,3
PUNATA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,20,20
QUIABAYA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,1,1
QUILLACOLLO,tuberculosis,n de sintomaticos respiratorios,2008-02-01,49,49
QUIME,tuberculosis,n de sintomaticos respiratorios,2008-02-01,5,5
RAVELO,tuberculosis,n de sintomaticos respiratorios,2008-02-01,10,10
REYES,tuberculosis,n de sintomaticos respiratorios,2008-02-01,4,4
RIBERALTA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,45,45
ROBORE,tuberculosis,n de sintomaticos respiratorios,2008-02-01,16,16
RURRENABAQUE,tuberculosis,n de sintomaticos respiratorios,2008-02-01,8,8
SABAYA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,1,1
SACABA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,62,62
SACACA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,6,6
SALINAS DE GARCI MENDOZA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,1,1
SAN ANDRES DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,1,1
SAN BENITO,tuberculosis,n de sintomaticos respiratorios,2008-02-01,1,1
SAN BUENA VENTURA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,5,5
SAN CARLOS,tuberculosis,n de sintomaticos respiratorios,2008-02-01,1,1
SAN IGNACIO,tuberculosis,n de sintomaticos respiratorios,2008-02-01,12,12
SAN IGNACIO DE VELASCO,tuberculosis,n de sintomaticos respiratorios,2008-02-01,26,26
SAN LORENZO(PND),tuberculosis,n de sintomaticos respiratorios,2008-02-01,2,2
SAN LORENZO(TJA),tuberculosis,n de sintomaticos respiratorios,2008-02-01,14,14
SAN LUCAS,tuberculosis,n de sintomaticos respiratorios,2008-02-01,18,18
SAN MIGUEL DE VELASCO,tuberculosis,n de sintomaticos respiratorios,2008-02-01,13,13
SAN PEDRO DE BUENA VISTA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,1,1
SAN RAFAEL,tuberculosis,n de sintomaticos respiratorios,2008-02-01,5,5
SANTA ANA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,21,21
SANTA CRUZ DE LA SIERRA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,311,311
SANTA ROSA DEL SARA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,16,16
SANTIAGO DE HUARI,tuberculosis,n de sintomaticos respiratorios,2008-02-01,7,7
SANTIAGO DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,1,1
SANTIVAÑES,tuberculosis,n de sintomaticos respiratorios,2008-02-01,5,5
SANTUARIO DE QUILLACAS,tuberculosis,n de sintomaticos respiratorios,2008-02-01,4,4
SAPAHAQUI,tuberculosis,n de sintomaticos respiratorios,2008-02-01,5,5
SICA SICA (VILLA AROMA),tuberculosis,n de sintomaticos respiratorios,2008-02-01,3,3
SIPE SIPE,tuberculosis,n de sintomaticos respiratorios,2008-02-01,17,17
SOPACHUY,tuberculosis,n de sintomaticos respiratorios,2008-02-01,7,7
SORACACHI,tuberculosis,n de sintomaticos respiratorios,2008-02-01,7,7
SORATA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,39,39
SUCRE,tuberculosis,n de sintomaticos respiratorios,2008-02-01,147,147
TACACOMA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,10,10
TACOPAYA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,12,12
TAPACARI,tuberculosis,n de sintomaticos respiratorios,2008-02-01,5,5
TARABUCO,tuberculosis,n de sintomaticos respiratorios,2008-02-01,41,41
TARATA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,8,8
TARIJA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,121,121
TARVITA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,6,6
TEOPONTE,tuberculosis,n de sintomaticos respiratorios,2008-02-01,9,9
TIAWANACU,tuberculosis,n de sintomaticos respiratorios,2008-02-01,2,2
TINGUIPAYA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,4,4
TIPUANI,tuberculosis,n de sintomaticos respiratorios,2008-02-01,21,21
TIQUIPAYA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,18,18
TIRAQUE (CBBA),tuberculosis,n de sintomaticos respiratorios,2008-02-01,45,45
TOCO,tuberculosis,n de sintomaticos respiratorios,2008-02-01,1,1
TOLATA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,3,3
TOLEDO,tuberculosis,n de sintomaticos respiratorios,2008-02-01,5,5
TOMAVE,tuberculosis,n de sintomaticos respiratorios,2008-02-01,4,4
TOMINA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,6,6
TORO TORO,tuberculosis,n de sintomaticos respiratorios,2008-02-01,6,6
TOTORA(CBBA),tuberculosis,n de sintomaticos respiratorios,2008-02-01,10,10
TOTORA(ORR),tuberculosis,n de sintomaticos respiratorios,2008-02-01,1,1
TRIGAL,tuberculosis,n de sintomaticos respiratorios,2008-02-01,1,1
TRINIDAD,tuberculosis,n de sintomaticos respiratorios,2008-02-01,70,70
TUPIZA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,37,37
UMALA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,7,7
UNCIA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,8,8
URIONDO (A. CONCEPCION),tuberculosis,n de sintomaticos respiratorios,2008-02-01,6,6
UYUNI,tuberculosis,n de sintomaticos respiratorios,2008-02-01,17,17
VACAS,tuberculosis,n de sintomaticos respiratorios,2008-02-01,5,5
VALLEGRANDE,tuberculosis,n de sintomaticos respiratorios,2008-02-01,11,11
VIACHA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,16,16
VILA VILA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,2,2
VILLA MONTES,tuberculosis,n de sintomaticos respiratorios,2008-02-01,34,34
VILLA RIVERO,tuberculosis,n de sintomaticos respiratorios,2008-02-01,3,3
VILLA SERRANO,tuberculosis,n de sintomaticos respiratorios,2008-02-01,3,3
VILLA TUNARI,tuberculosis,n de sintomaticos respiratorios,2008-02-01,128,128
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis,n de sintomaticos respiratorios,2008-02-01,10,10
VILLAZON,tuberculosis,n de sintomaticos respiratorios,2008-02-01,14,14
VINTO,tuberculosis,n de sintomaticos respiratorios,2008-02-01,11,11
VITICHI,tuberculosis,n de sintomaticos respiratorios,2008-02-01,4,4
YACUIBA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,176,176
YAMPARAEZ,tuberculosis,n de sintomaticos respiratorios,2008-02-01,10,10
YANACACHI,tuberculosis,n de sintomaticos respiratorios,2008-02-01,7,7
YOCALLA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,6,6
YOTALA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,4,4
YUNCHARA,tuberculosis,n de sintomaticos respiratorios,2008-02-01,3,3
ACACIO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,3,3
ACHACACHI,tuberculosis,n de sintomaticos respiratorios,2008-03-01,31,31
ACHOCALLA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,3,3
AIQUILE,tuberculosis,n de sintomaticos respiratorios,2008-03-01,15,15
ALALAY,tuberculosis,n de sintomaticos respiratorios,2008-03-01,2,2
ALCALA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,2,2
ANCORAIMES,tuberculosis,n de sintomaticos respiratorios,2008-03-01,4,4
ANDAMARCA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,8,8
ANTEQUERA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,2,2
ANZALDO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,5,5
APOLO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,3,3
ARAMPAMPA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,3,3
ARANI,tuberculosis,n de sintomaticos respiratorios,2008-03-01,4,4
ARBIETO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,12,12
ARQUE,tuberculosis,n de sintomaticos respiratorios,2008-03-01,6,6
ATOCHA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,3,3
AUCAPATA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,1,1
AYATA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,6,6
AYO AYO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,n de sintomaticos respiratorios,2008-03-01,24,24
AZURDUY,tuberculosis,n de sintomaticos respiratorios,2008-03-01,7,7
BATALLAS,tuberculosis,n de sintomaticos respiratorios,2008-03-01,2,2
BELEN DE ANDAMARCA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,2,2
BERMEJO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,54,54
BETANZOS,tuberculosis,n de sintomaticos respiratorios,2008-03-01,15,15
BOLIVAR,tuberculosis,n de sintomaticos respiratorios,2008-03-01,4,4
BOLPEBRA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,1,1
BOYUIBE,tuberculosis,n de sintomaticos respiratorios,2008-03-01,5,5
CAIROMA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,1,1
"CAIZA ""D""",tuberculosis,n de sintomaticos respiratorios,2008-03-01,4,4
CAJUATA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,7,7
CALACOTO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,2,2
CALAMARCA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,4,4
CAMARGO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,19,19
CAMATAQUI (C. VILLA ABECIA),tuberculosis,n de sintomaticos respiratorios,2008-03-01,3,3
CAPINOTA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,28,28
CAQUIAVIRI,tuberculosis,n de sintomaticos respiratorios,2008-03-01,5,5
CARACOLLO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,10,10
CARANAVI,tuberculosis,n de sintomaticos respiratorios,2008-03-01,78,78
CARAPARI,tuberculosis,n de sintomaticos respiratorios,2008-03-01,19,19
CARIPUYO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,1,1
CATACORA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,2,2
CHALLAPATA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,17,17
CHARAGUA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,19,19
CHAYANTA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,7,7
CHIMORE,tuberculosis,n de sintomaticos respiratorios,2008-03-01,14,14
CHOQUE COTA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,2,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,n de sintomaticos respiratorios,2008-03-01,28,28
CHUMA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,4,4
CLIZA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,11,11
COBIJA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,24,24
COCHABAMBA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,333,333
COLCAPIRHUA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,37,37
"COLCHA ""K""",tuberculosis,n de sintomaticos respiratorios,2008-03-01,7,7
COLLANA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,1,1
COLOMI,tuberculosis,n de sintomaticos respiratorios,2008-03-01,8,8
COLPA BELGICA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,12,12
COLQUECHACA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,17,17
COLQUENCHA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,6,6
COLQUIRI,tuberculosis,n de sintomaticos respiratorios,2008-03-01,15,15
COMANCHE,tuberculosis,n de sintomaticos respiratorios,2008-03-01,1,1
COMARAPA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,13,13
COMBAYA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,1,1
COPACABANA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,4,4
CORIPATA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,10,10
CORO CORO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,2,2
COROICO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,33,33
CORQUE,tuberculosis,n de sintomaticos respiratorios,2008-03-01,12,12
COTAGAITA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,14,14
COTOCA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,47,47
CUEVO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,3,3
CULPINA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,2,2
CURAHUARA DE CARANGAS,tuberculosis,n de sintomaticos respiratorios,2008-03-01,7,7
CURVA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,2,2
DESAGUADERO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,6,6
EL ALTO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,551,551
EL CHORO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,9,9
EL PUENTE(TJA),tuberculosis,n de sintomaticos respiratorios,2008-03-01,15,15
EL TORNO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,47,47
ENTRE RIOS,tuberculosis,n de sintomaticos respiratorios,2008-03-01,15,15
ENTRE RIOS,tuberculosis,n de sintomaticos respiratorios,2008-03-01,50,50
EUCALIPTUS,tuberculosis,n de sintomaticos respiratorios,2008-03-01,8,8
FILADELFIA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,1,1
GUANAY,tuberculosis,n de sintomaticos respiratorios,2008-03-01,14,14
GUAYARAMERIN,tuberculosis,n de sintomaticos respiratorios,2008-03-01,29,29
GUTIERREZ,tuberculosis,n de sintomaticos respiratorios,2008-03-01,5,5
HUACARETA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,9,9
HUACAYA (VILLA DE HUACAYA),tuberculosis,n de sintomaticos respiratorios,2008-03-01,1,1
HUACHACALLA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,2,2
HUANUNI,tuberculosis,n de sintomaticos respiratorios,2008-03-01,25,25
HUARACAJE,tuberculosis,n de sintomaticos respiratorios,2008-03-01,1,1
HUAYLLAMARCA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,2,2
ICHOCA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,2,2
ICLA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,15,15
INCAHUASI,tuberculosis,n de sintomaticos respiratorios,2008-03-01,42,42
INQUISIVI,tuberculosis,n de sintomaticos respiratorios,2008-03-01,6,6
IRUPANA (VILLA DE LANZA),tuberculosis,n de sintomaticos respiratorios,2008-03-01,15,15
IXIAMAS,tuberculosis,n de sintomaticos respiratorios,2008-03-01,2,2
JESUS DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,9,9
LA ASUNTA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,64,64
LA GUARDIA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,59,59
LA PAZ,tuberculosis,n de sintomaticos respiratorios,2008-03-01,669,669
LAJA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,3,3
LAS CARRERAS,tuberculosis,n de sintomaticos respiratorios,2008-03-01,3,3
LICOMA PAMPA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,1,1
LLALLAGUA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,24,24
LLICA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,6,6
LURIBAY,tuberculosis,n de sintomaticos respiratorios,2008-03-01,5,5
MACHARETI,tuberculosis,n de sintomaticos respiratorios,2008-03-01,4,4
MAGDALENA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,4,4
MAIRANA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,5,5
MAPIRI,tuberculosis,n de sintomaticos respiratorios,2008-03-01,18,18
MECAPACA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,3,3
MIZQUE,tuberculosis,n de sintomaticos respiratorios,2008-03-01,14,14
MOCOMOCO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,2,2
MOJOCOYA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,9,9
MONTEAGUDO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,66,66
MORO MORO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,1,1
MOROCHATA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,13,13
OCURI,tuberculosis,n de sintomaticos respiratorios,2008-03-01,6,6
OMEREQUE,tuberculosis,n de sintomaticos respiratorios,2008-03-01,4,4
ORURO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,310,310
PADCAYA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,7,7
PADILLA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,7,7
PALCA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,2,2
PALOS BLANCOS,tuberculosis,n de sintomaticos respiratorios,2008-03-01,31,31
PAMPA AULLAGAS,tuberculosis,n de sintomaticos respiratorios,2008-03-01,8,8
PAPEL PAMPA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,3,3
PASORAPA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,5,5
PATACAMAYA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,30,30
PAZÑA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,4,4
PELECHUCO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,4,4
POCOATA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,23,23
POCONA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,2,2
POJO (CBBA),tuberculosis,n de sintomaticos respiratorios,2008-03-01,4,4
POOPO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,2,2
PORCO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,4,4
POROMA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,12,12
PORONGO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,24,24
PORTACHUELO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,18,18
PORVENIR,tuberculosis,n de sintomaticos respiratorios,2008-03-01,3,3
POSTRER VALLE,tuberculosis,n de sintomaticos respiratorios,2008-03-01,1,1
POTOSI,tuberculosis,n de sintomaticos respiratorios,2008-03-01,99,99
PRESTO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,1,1
PUCARANI,tuberculosis,n de sintomaticos respiratorios,2008-03-01,6,6
PUERTO ACOSTA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,15,15
PUERTO CARABUCO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,11,11
PUERTO PEREZ,tuberculosis,n de sintomaticos respiratorios,2008-03-01,1,1
PUERTO RICO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,3,3
PUERTO VILLARROEL,tuberculosis,n de sintomaticos respiratorios,2008-03-01,99,99
PUNA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,18,18
PUNATA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,31,31
QUIABAYA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,1,1
QUILLACOLLO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,80,80
QUIME,tuberculosis,n de sintomaticos respiratorios,2008-03-01,4,4
RAVELO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,8,8
REYES,tuberculosis,n de sintomaticos respiratorios,2008-03-01,4,4
RIBERALTA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,50,50
ROBORE,tuberculosis,n de sintomaticos respiratorios,2008-03-01,4,4
RURRENABAQUE,tuberculosis,n de sintomaticos respiratorios,2008-03-01,6,6
SABAYA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,2,2
SACABA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,90,90
SACABAMBA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,1,1
SACACA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,12,12
SAIPINA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,2,2
SALINAS DE GARCI MENDOZA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,8,8
SAN ANDRES,tuberculosis,n de sintomaticos respiratorios,2008-03-01,1,1
SAN ANDRES DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,2,2
SAN BENITO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,1,1
SAN BUENA VENTURA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,1,1
SAN IGNACIO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,11,11
SAN IGNACIO DE VELASCO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,39,39
SAN JAVIER(BNI),tuberculosis,n de sintomaticos respiratorios,2008-03-01,1,1
SAN JOAQUIN,tuberculosis,n de sintomaticos respiratorios,2008-03-01,1,1
SAN LORENZO(PND),tuberculosis,n de sintomaticos respiratorios,2008-03-01,1,1
SAN LORENZO(TJA),tuberculosis,n de sintomaticos respiratorios,2008-03-01,11,11
SAN LUCAS,tuberculosis,n de sintomaticos respiratorios,2008-03-01,29,29
SAN MIGUEL DE VELASCO,tuberculosis,n de sintomaticos respiratorios,2008-03-01,10,10
SAN PEDRO DE BUENA VISTA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,11,11
SAN RAFAEL,tuberculosis,n de sintomaticos respiratorios,2008-03-01,2,2
SANTA ANA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,4,4
SANTA CRUZ DE LA SIERRA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,389,389
SANTA ROSA,tuberculosis,n de sintomaticos respiratorios,2008-03-01,1,1
