,group,variable,month,RESTAURACIONES CANTIDAD,RESTAURACIONES CANTIDAD,TOTALES,TOTALES,TOTALES
CAMARGO,atencion odontologica,restauraciones,2013-02-01,31,67,31,67,98
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2013-02-01,7,18,7,18,25
CAMIRI,atencion odontologica,restauraciones,2013-02-01,74,236,74,236,310
CAPINOTA,atencion odontologica,restauraciones,2013-02-01,135,125,135,125,260
CAQUIAVIRI,atencion odontologica,restauraciones,2013-02-01,11,26,11,26,37
CARACOLLO,atencion odontologica,restauraciones,2013-02-01,31,59,31,59,90
CARANAVI,atencion odontologica,restauraciones,2013-02-01,41,73,41,73,114
CARAPARI,atencion odontologica,restauraciones,2013-02-01,85,158,85,158,243
CARIPUYO,atencion odontologica,restauraciones,2013-02-01,4,8,4,8,12
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2013-02-01,4,5,4,5,9
CATACORA,atencion odontologica,restauraciones,2013-02-01,7,8,7,8,15
CHALLAPATA,atencion odontologica,restauraciones,2013-02-01,103,217,103,217,320
CHAQUI,atencion odontologica,restauraciones,2013-02-01,3,7,3,7,10
CHARAGUA,atencion odontologica,restauraciones,2013-02-01,32,92,32,92,124
CHARAÑA,atencion odontologica,restauraciones,2013-02-01,0,3,0,3,3
CHAYANTA,atencion odontologica,restauraciones,2013-02-01,3,21,3,21,24
CHIMORE,atencion odontologica,restauraciones,2013-02-01,29,72,29,72,101
CHIPAYA,atencion odontologica,restauraciones,2013-02-01,8,4,8,4,12
CHOQUE COTA,atencion odontologica,restauraciones,2013-02-01,0,7,0,7,7
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2013-02-01,33,50,33,50,83
CHUMA,atencion odontologica,restauraciones,2013-02-01,48,52,48,52,100
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2013-02-01,5,8,5,8,13
CKOCHAS,atencion odontologica,restauraciones,2013-02-01,11,21,11,21,32
CLIZA,atencion odontologica,restauraciones,2013-02-01,80,79,80,79,159
COBIJA,atencion odontologica,restauraciones,2013-02-01,285,324,285,324,609
COCAPATA,atencion odontologica,restauraciones,2013-02-01,15,32,15,32,47
COCHABAMBA,atencion odontologica,restauraciones,2013-02-01,2711,3893,2711,3893,6604
COIPASA,atencion odontologica,restauraciones,2013-02-01,17,23,17,23,40
COLCAPIRHUA,atencion odontologica,restauraciones,2013-02-01,110,195,110,195,305
"COLCHA ""K""",atencion odontologica,restauraciones,2013-02-01,3,1,3,1,4
COLLANA,atencion odontologica,restauraciones,2013-02-01,8,26,8,26,34
COLOMI,atencion odontologica,restauraciones,2013-02-01,22,58,22,58,80
COLPA BELGICA,atencion odontologica,restauraciones,2013-02-01,22,38,22,38,60
COLQUECHACA,atencion odontologica,restauraciones,2013-02-01,20,63,20,63,83
COLQUENCHA,atencion odontologica,restauraciones,2013-02-01,40,19,40,19,59
COLQUIRI,atencion odontologica,restauraciones,2013-02-01,48,64,48,64,112
COMANCHE,atencion odontologica,restauraciones,2013-02-01,14,0,14,0,14
COMARAPA,atencion odontologica,restauraciones,2013-02-01,24,98,24,98,122
COMBAYA,atencion odontologica,restauraciones,2013-02-01,3,7,3,7,10
CONCEPCION,atencion odontologica,restauraciones,2013-02-01,16,25,16,25,41
COPACABANA,atencion odontologica,restauraciones,2013-02-01,11,12,11,12,23
CORIPATA,atencion odontologica,restauraciones,2013-02-01,6,22,6,22,28
CORO CORO,atencion odontologica,restauraciones,2013-02-01,8,9,8,9,17
COROICO,atencion odontologica,restauraciones,2013-02-01,17,34,17,34,51
CORQUE,atencion odontologica,restauraciones,2013-02-01,11,25,11,25,36
COTAGAITA,atencion odontologica,restauraciones,2013-02-01,119,200,119,200,319
COTOCA,atencion odontologica,restauraciones,2013-02-01,17,78,17,78,95
CUATRO CAÑADAS,atencion odontologica,restauraciones,2013-02-01,36,67,36,67,103
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2013-02-01,1,6,1,6,7
CUEVO,atencion odontologica,restauraciones,2013-02-01,0,11,0,11,11
CULPINA,atencion odontologica,restauraciones,2013-02-01,8,38,8,38,46
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2013-02-01,2,3,2,3,5
CURVA,atencion odontologica,restauraciones,2013-02-01,13,21,13,21,34
DESAGUADERO,atencion odontologica,restauraciones,2013-02-01,15,42,15,42,57
EL ALTO,atencion odontologica,restauraciones,2013-02-01,2711,4371,2711,4371,7082
EL PUENTE(STC),atencion odontologica,restauraciones,2013-02-01,1,17,1,17,18
EL PUENTE(TJA),atencion odontologica,restauraciones,2013-02-01,34,85,34,85,119
EL TORNO,atencion odontologica,restauraciones,2013-02-01,79,160,79,160,239
EL VILLAR,atencion odontologica,restauraciones,2013-02-01,23,42,23,42,65
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2013-02-01,34,91,34,91,125
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2013-02-01,53,60,53,60,113
ESCOMA,atencion odontologica,restauraciones,2013-02-01,2,0,2,0,2
EUCALIPTUS,atencion odontologica,restauraciones,2013-02-01,13,41,13,41,54
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2013-02-01,37,51,37,51,88
FILADELFIA,atencion odontologica,restauraciones,2013-02-01,4,13,4,13,17
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2013-02-01,10,39,10,39,49
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2013-02-01,14,29,14,29,43
GUANAY,atencion odontologica,restauraciones,2013-02-01,15,36,15,36,51
GUAQUI,atencion odontologica,restauraciones,2013-02-01,16,33,16,33,49
GUAYARAMERIN,atencion odontologica,restauraciones,2013-02-01,54,324,54,324,378
GUTIERREZ,atencion odontologica,restauraciones,2013-02-01,6,33,6,33,39
HUACARETA,atencion odontologica,restauraciones,2013-02-01,28,18,28,18,46
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2013-02-01,9,30,9,30,39
HUACHACALLA,atencion odontologica,restauraciones,2013-02-01,2,5,2,5,7
HUANUNI,atencion odontologica,restauraciones,2013-02-01,54,88,54,88,142
HUARACAJE,atencion odontologica,restauraciones,2013-02-01,15,23,15,23,38
HUARINA,atencion odontologica,restauraciones,2013-02-01,14,14,14,14,28
HUATAJATA,atencion odontologica,restauraciones,2013-02-01,13,47,13,47,60
HUAYLLAMARCA,atencion odontologica,restauraciones,2013-02-01,37,34,37,34,71
HUMANATA,atencion odontologica,restauraciones,2013-02-01,0,3,0,3,3
ICHOCA,atencion odontologica,restauraciones,2013-02-01,3,5,3,5,8
ICLA,atencion odontologica,restauraciones,2013-02-01,22,43,22,43,65
INCAHUASI,atencion odontologica,restauraciones,2013-02-01,32,54,32,54,86
INQUISIVI,atencion odontologica,restauraciones,2013-02-01,11,13,11,13,24
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2013-02-01,31,50,31,50,81
IXIAMAS,atencion odontologica,restauraciones,2013-02-01,30,36,30,36,66
JESUS DE MACHACA,atencion odontologica,restauraciones,2013-02-01,27,33,27,33,60
LA ASUNTA,atencion odontologica,restauraciones,2013-02-01,53,40,53,40,93
LA GUARDIA,atencion odontologica,restauraciones,2013-02-01,194,364,194,364,558
LA PAZ,atencion odontologica,restauraciones,2013-02-01,4088,6121,4088,6121,10209
LAGUNILLAS,atencion odontologica,restauraciones,2013-02-01,2,19,2,19,21
LAJA,atencion odontologica,restauraciones,2013-02-01,21,33,21,33,54
LAS CARRERAS,atencion odontologica,restauraciones,2013-02-01,7,10,7,10,17
LICOMA PAMPA,atencion odontologica,restauraciones,2013-02-01,10,11,10,11,21
LLALLAGUA,atencion odontologica,restauraciones,2013-02-01,73,144,73,144,217
LLICA,atencion odontologica,restauraciones,2013-02-01,11,13,11,13,24
LURIBAY,atencion odontologica,restauraciones,2013-02-01,3,6,3,6,9
MACHACAMARCA,atencion odontologica,restauraciones,2013-02-01,16,9,16,9,25
MACHARETI,atencion odontologica,restauraciones,2013-02-01,2,18,2,18,20
MAGDALENA,atencion odontologica,restauraciones,2013-02-01,42,79,42,79,121
MAIRANA,atencion odontologica,restauraciones,2013-02-01,6,24,6,24,30
MAPIRI,atencion odontologica,restauraciones,2013-02-01,32,92,32,92,124
MECAPACA,atencion odontologica,restauraciones,2013-02-01,29,21,29,21,50
MINEROS,atencion odontologica,restauraciones,2013-02-01,67,100,67,100,167
MIZQUE,atencion odontologica,restauraciones,2013-02-01,30,37,30,37,67
MOCOMOCO,atencion odontologica,restauraciones,2013-02-01,17,23,17,23,40
MOJOCOYA,atencion odontologica,restauraciones,2013-02-01,9,17,9,17,26
MONTEAGUDO,atencion odontologica,restauraciones,2013-02-01,52,198,52,198,250
MONTERO,atencion odontologica,restauraciones,2013-02-01,122,190,122,190,312
MORO MORO,atencion odontologica,restauraciones,2013-02-01,0,2,0,2,2
MOROCHATA,atencion odontologica,restauraciones,2013-02-01,14,52,14,52,66
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,restauraciones,2013-02-01,0,2,0,2,2
OCURI,atencion odontologica,restauraciones,2013-02-01,6,6,6,6,12
OKINAWA,atencion odontologica,restauraciones,2013-02-01,2,7,2,7,9
OMEREQUE,atencion odontologica,restauraciones,2013-02-01,2,17,2,17,19
ORURO,atencion odontologica,restauraciones,2013-02-01,938,1271,938,1271,2209
PADCAYA,atencion odontologica,restauraciones,2013-02-01,21,29,21,29,50
PADILLA,atencion odontologica,restauraciones,2013-02-01,37,65,37,65,102
PAILON,atencion odontologica,restauraciones,2013-02-01,94,63,94,63,157
PALCA,atencion odontologica,restauraciones,2013-02-01,6,48,6,48,54
PALOS BLANCOS,atencion odontologica,restauraciones,2013-02-01,48,77,48,77,125
PAMPA AULLAGAS,atencion odontologica,restauraciones,2013-02-01,13,30,13,30,43
PAMPA GRANDE,atencion odontologica,restauraciones,2013-02-01,3,18,3,18,21
PAPEL PAMPA,atencion odontologica,restauraciones,2013-02-01,21,33,21,33,54
PASORAPA,atencion odontologica,restauraciones,2013-02-01,4,9,4,9,13
PATACAMAYA,atencion odontologica,restauraciones,2013-02-01,43,54,43,54,97
PAZÑA,atencion odontologica,restauraciones,2013-02-01,9,25,9,25,34
PELECHUCO,atencion odontologica,restauraciones,2013-02-01,38,57,38,57,95
POCOATA,atencion odontologica,restauraciones,2013-02-01,4,9,4,9,13
POCONA,atencion odontologica,restauraciones,2013-02-01,31,42,31,42,73
POJO (CBBA),atencion odontologica,restauraciones,2013-02-01,220,226,220,226,446
POOPO,atencion odontologica,restauraciones,2013-02-01,22,19,22,19,41
PORCO,atencion odontologica,restauraciones,2013-02-01,4,17,4,17,21
POROMA,atencion odontologica,restauraciones,2013-02-01,5,12,5,12,17
PORONGO,atencion odontologica,restauraciones,2013-02-01,0,6,0,6,6
PORTACHUELO,atencion odontologica,restauraciones,2013-02-01,34,91,34,91,125
PORVENIR,atencion odontologica,restauraciones,2013-02-01,47,63,47,63,110
POSTRER VALLE,atencion odontologica,restauraciones,2013-02-01,15,26,15,26,41
POTOSI,atencion odontologica,restauraciones,2013-02-01,539,964,539,964,1503
PRESTO,atencion odontologica,restauraciones,2013-02-01,0,10,0,10,10
PUCARA,atencion odontologica,restauraciones,2013-02-01,14,21,14,21,35
PUCARANI,atencion odontologica,restauraciones,2013-02-01,43,71,43,71,114
PUERTO ACOSTA,atencion odontologica,restauraciones,2013-02-01,11,13,11,13,24
PUERTO CARABUCO,atencion odontologica,restauraciones,2013-02-01,26,45,26,45,71
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2013-02-01,42,21,42,21,63
PUERTO PEREZ,atencion odontologica,restauraciones,2013-02-01,1,3,1,3,4
PUERTO QUIJARRO,atencion odontologica,restauraciones,2013-02-01,58,57,58,57,115
PUERTO RICO,atencion odontologica,restauraciones,2013-02-01,26,28,26,28,54
PUERTO SUAREZ,atencion odontologica,restauraciones,2013-02-01,17,28,17,28,45
PUERTO VILLARROEL,atencion odontologica,restauraciones,2013-02-01,101,173,101,173,274
PUNA,atencion odontologica,restauraciones,2013-02-01,6,28,6,28,34
PUNATA,atencion odontologica,restauraciones,2013-02-01,204,240,204,240,444
QUIABAYA,atencion odontologica,restauraciones,2013-02-01,7,25,7,25,32
QUILLACOLLO,atencion odontologica,restauraciones,2013-02-01,409,627,409,627,1036
QUIME,atencion odontologica,restauraciones,2013-02-01,33,34,33,34,67
RAVELO,atencion odontologica,restauraciones,2013-02-01,6,10,6,10,16
REYES,atencion odontologica,restauraciones,2013-02-01,40,52,40,52,92
RIBERALTA,atencion odontologica,restauraciones,2013-02-01,63,184,63,184,247
ROBORE,atencion odontologica,restauraciones,2013-02-01,58,58,58,58,116
RURRENABAQUE,atencion odontologica,restauraciones,2013-02-01,52,91,52,91,143
SABAYA,atencion odontologica,restauraciones,2013-02-01,23,23,23,23,46
SACABA,atencion odontologica,restauraciones,2013-02-01,286,413,286,413,699
SACABAMBA,atencion odontologica,restauraciones,2013-02-01,12,18,12,18,30
SACACA,atencion odontologica,restauraciones,2013-02-01,9,22,9,22,31
SAIPINA,atencion odontologica,restauraciones,2013-02-01,10,34,10,34,44
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2013-02-01,75,99,75,99,174
SAMAIPATA,atencion odontologica,restauraciones,2013-02-01,7,47,7,47,54
SAN AGUSTIN,atencion odontologica,restauraciones,2013-02-01,0,2,0,2,2
SAN ANDRES,atencion odontologica,restauraciones,2013-02-01,12,18,12,18,30
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2013-02-01,26,20,26,20,46
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2013-02-01,4,18,4,18,22
SAN BENITO,atencion odontologica,restauraciones,2013-02-01,68,64,68,64,132
SAN BORJA,atencion odontologica,restauraciones,2013-02-01,81,248,81,248,329
SAN BUENA VENTURA,atencion odontologica,restauraciones,2013-02-01,16,33,16,33,49
SAN CARLOS,atencion odontologica,restauraciones,2013-02-01,83,93,83,93,176
SAN IGNACIO,atencion odontologica,restauraciones,2013-02-01,79,149,79,149,228
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2013-02-01,77,76,77,76,153
SAN JAVIER(STC),atencion odontologica,restauraciones,2013-02-01,15,11,15,11,26
SAN JOAQUIN,atencion odontologica,restauraciones,2013-02-01,22,32,22,32,54
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2013-02-01,25,51,25,51,76
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2013-02-01,5,14,5,14,19
SAN JULIAN,atencion odontologica,restauraciones,2013-02-01,26,69,26,69,95
SAN LORENZO(TJA),atencion odontologica,restauraciones,2013-02-01,55,105,55,105,160
SAN LUCAS,atencion odontologica,restauraciones,2013-02-01,59,115,59,115,174
SAN MATIAS,atencion odontologica,restauraciones,2013-02-01,29,40,29,40,69
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2013-02-01,25,51,25,51,76
SAN PEDRO,atencion odontologica,restauraciones,2013-02-01,36,57,36,57,93
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2013-02-01,20,45,20,45,65
SAN PEDRO DE CURAHUARA,atencion odontologica,restauraciones,2013-02-01,42,42,42,42,84
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2013-02-01,5,15,5,15,20
SAN RAFAEL,atencion odontologica,restauraciones,2013-02-01,9,36,9,36,45
SAN RAMON BENI,atencion odontologica,restauraciones,2013-02-01,14,38,14,38,52
SAN RAMON SCZ,atencion odontologica,restauraciones,2013-02-01,50,40,50,40,90
SANTA ANA,atencion odontologica,restauraciones,2013-02-01,87,177,87,177,264
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2013-02-01,1752,3098,1752,3098,4850
SANTA ROSA,atencion odontologica,restauraciones,2013-02-01,9,24,9,24,33
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2013-02-01,27,65,27,65,92
SANTIAGO DE CALLAPA,atencion odontologica,restauraciones,2013-02-01,0,2,0,2,2
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2013-02-01,134,143,134,143,277
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2013-02-01,24,22,24,22,46
SANTIAGO DE MACHACA,atencion odontologica,restauraciones,2013-02-01,10,41,10,41,51
SANTIVAÑES,atencion odontologica,restauraciones,2013-02-01,26,31,26,31,57
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2013-02-01,21,21,21,21,42
SAPAHAQUI,atencion odontologica,restauraciones,2013-02-01,11,21,11,21,32
SENA,atencion odontologica,restauraciones,2013-02-01,11,23,11,23,34
SHINAOTA,atencion odontologica,restauraciones,2013-02-01,39,91,39,91,130
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2013-02-01,20,28,20,28,48
SICAYA,atencion odontologica,restauraciones,2013-02-01,4,22,4,22,26
SIPE SIPE,atencion odontologica,restauraciones,2013-02-01,83,188,83,188,271
SOPACHUY,atencion odontologica,restauraciones,2013-02-01,18,63,18,63,81
SORACACHI,atencion odontologica,restauraciones,2013-02-01,11,28,11,28,39
SORATA,atencion odontologica,restauraciones,2013-02-01,24,46,24,46,70
SUCRE,atencion odontologica,restauraciones,2013-02-01,1621,2806,1621,2806,4427
TACACOMA,atencion odontologica,restauraciones,2013-02-01,20,27,20,27,47
TACOBAMBA,atencion odontologica,restauraciones,2013-02-01,4,1,4,1,5
TACOPAYA,atencion odontologica,restauraciones,2013-02-01,14,43,14,43,57
TAHUA,atencion odontologica,restauraciones,2013-02-01,0,2,0,2,2
TAPACARI,atencion odontologica,restauraciones,2013-02-01,76,137,76,137,213
TARABUCO,atencion odontologica,restauraciones,2013-02-01,4,24,4,24,28
TARACO,atencion odontologica,restauraciones,2013-02-01,61,78,61,78,139
TARATA,atencion odontologica,restauraciones,2013-02-01,55,75,55,75,130
TARIJA,atencion odontologica,restauraciones,2013-02-01,1131,1965,1131,1965,3096
TARVITA,atencion odontologica,restauraciones,2013-02-01,27,45,27,45,72
TEOPONTE,atencion odontologica,restauraciones,2013-02-01,46,111,46,111,157
TIAWANACU,atencion odontologica,restauraciones,2013-02-01,22,36,22,36,58
TINGUIPAYA,atencion odontologica,restauraciones,2013-02-01,5,6,5,6,11
TIQUIPAYA,atencion odontologica,restauraciones,2013-02-01,412,691,412,691,1103
TIRAQUE (CBBA),atencion odontologica,restauraciones,2013-02-01,20,85,20,85,105
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,restauraciones,2013-02-01,3,1,3,1,4
TOCO,atencion odontologica,restauraciones,2013-02-01,20,38,20,38,58
TOLATA,atencion odontologica,restauraciones,2013-02-01,16,31,16,31,47
TOLEDO,atencion odontologica,restauraciones,2013-02-01,13,25,13,25,38
TOMAVE,atencion odontologica,restauraciones,2013-02-01,14,61,14,61,75
TOMINA,atencion odontologica,restauraciones,2013-02-01,51,30,51,30,81
TORO TORO,atencion odontologica,restauraciones,2013-02-01,6,10,6,10,16
TOTORA(CBBA),atencion odontologica,restauraciones,2013-02-01,22,23,22,23,45
TOTORA(ORR),atencion odontologica,restauraciones,2013-02-01,2,9,2,9,11
TRIGAL,atencion odontologica,restauraciones,2013-02-01,7,1,7,1,8
TRINIDAD,atencion odontologica,restauraciones,2013-02-01,277,424,277,424,701
TUPIZA,atencion odontologica,restauraciones,2013-02-01,111,140,111,140,251
TURCO,atencion odontologica,restauraciones,2013-02-01,25,26,25,26,51
UMALA,atencion odontologica,restauraciones,2013-02-01,18,15,18,15,33
UNCIA,atencion odontologica,restauraciones,2013-02-01,36,80,36,80,116
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2013-02-01,117,266,117,266,383
URUBICHA,atencion odontologica,restauraciones,2013-02-01,6,5,6,5,11
UYUNI,atencion odontologica,restauraciones,2013-02-01,41,53,41,53,94
VACAS,atencion odontologica,restauraciones,2013-02-01,29,26,29,26,55
VALLEGRANDE,atencion odontologica,restauraciones,2013-02-01,78,154,78,154,232
VIACHA,atencion odontologica,restauraciones,2013-02-01,99,102,99,102,201
VILA VILA,atencion odontologica,restauraciones,2013-02-01,3,3,3,3,6
VILLA CHARCAS,atencion odontologica,restauraciones,2013-02-01,7,20,7,20,27
VILLA MONTES,atencion odontologica,restauraciones,2013-02-01,243,433,243,433,676
VILLA NUEVA (LOMA ALTA),atencion odontologica,restauraciones,2013-02-01,9,14,9,14,23
VILLA RIVERO,atencion odontologica,restauraciones,2013-02-01,2,9,2,9,11
VILLA SERRANO,atencion odontologica,restauraciones,2013-02-01,77,79,77,79,156
VILLA TUNARI,atencion odontologica,restauraciones,2013-02-01,196,395,196,395,591
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2013-02-01,60,51,60,51,111
VILLAZON,atencion odontologica,restauraciones,2013-02-01,59,95,59,95,154
VINTO,atencion odontologica,restauraciones,2013-02-01,75,116,75,116,191
