,group,variable,month,OTRAS ACCIONES CANTIDAD,OTRAS ACCIONES CANTIDAD,TOTALES,TOTALES,TOTALES
COLOMI,atencion odontologica,otras acciones,2013-02-01,6,13,6,13,19
COLQUECHACA,atencion odontologica,otras acciones,2013-02-01,54,71,54,71,125
COLQUENCHA,atencion odontologica,otras acciones,2013-02-01,2,0,2,0,2
COLQUIRI,atencion odontologica,otras acciones,2013-02-01,35,55,35,55,90
COMANCHE,atencion odontologica,otras acciones,2013-02-01,5,4,5,4,9
COMARAPA,atencion odontologica,otras acciones,2013-02-01,36,69,36,69,105
COMBAYA,atencion odontologica,otras acciones,2013-02-01,1,5,1,5,6
COPACABANA,atencion odontologica,otras acciones,2013-02-01,9,16,9,16,25
CORIPATA,atencion odontologica,otras acciones,2013-02-01,19,18,19,18,37
CORO CORO,atencion odontologica,otras acciones,2013-02-01,4,0,4,0,4
COROICO,atencion odontologica,otras acciones,2013-02-01,12,21,12,21,33
CORQUE,atencion odontologica,otras acciones,2013-02-01,6,5,6,5,11
COTAGAITA,atencion odontologica,otras acciones,2013-02-01,41,103,41,103,144
COTOCA,atencion odontologica,otras acciones,2013-02-01,2,3,2,3,5
CUATRO CAÑADAS,atencion odontologica,otras acciones,2013-02-01,22,47,22,47,69
CUEVO,atencion odontologica,otras acciones,2013-02-01,15,29,15,29,44
CULPINA,atencion odontologica,otras acciones,2013-02-01,18,52,18,52,70
CURAHUARA DE CARANGAS,atencion odontologica,otras acciones,2013-02-01,4,11,4,11,15
CURVA,atencion odontologica,otras acciones,2013-02-01,6,6,6,6,12
DESAGUADERO,atencion odontologica,otras acciones,2013-02-01,40,23,40,23,63
EL ALTO,atencion odontologica,otras acciones,2013-02-01,1177,1681,1177,1681,2858
EL PUENTE(STC),atencion odontologica,otras acciones,2013-02-01,9,23,9,23,32
EL PUENTE(TJA),atencion odontologica,otras acciones,2013-02-01,12,33,12,33,45
EL TORNO,atencion odontologica,otras acciones,2013-02-01,11,15,11,15,26
EL VILLAR,atencion odontologica,otras acciones,2013-02-01,0,1,0,1,1
ENTRE RIOS TRJ,atencion odontologica,otras acciones,2013-02-01,24,56,24,56,80
ENTRE RIOS CBBA,atencion odontologica,otras acciones,2013-02-01,28,40,28,40,68
ESCOMA,atencion odontologica,otras acciones,2013-02-01,1,5,1,5,6
EUCALIPTUS,atencion odontologica,otras acciones,2013-02-01,2,8,2,8,10
FERNANDEZ ALONSO,atencion odontologica,otras acciones,2013-02-01,12,40,12,40,52
FILADELFIA,atencion odontologica,otras acciones,2013-02-01,0,2,0,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,otras acciones,2013-02-01,9,11,9,11,20
GUANAY,atencion odontologica,otras acciones,2013-02-01,3,2,3,2,5
GUAQUI,atencion odontologica,otras acciones,2013-02-01,40,62,40,62,102
GUAYARAMERIN,atencion odontologica,otras acciones,2013-02-01,153,256,153,256,409
GUTIERREZ,atencion odontologica,otras acciones,2013-02-01,15,14,15,14,29
HUACARETA,atencion odontologica,otras acciones,2013-02-01,12,28,12,28,40
HUACAYA (VILLA DE HUACAYA),atencion odontologica,otras acciones,2013-02-01,5,8,5,8,13
HUACHACALLA,atencion odontologica,otras acciones,2013-02-01,14,16,14,16,30
HUANUNI,atencion odontologica,otras acciones,2013-02-01,81,96,81,96,177
HUARINA,atencion odontologica,otras acciones,2013-02-01,7,16,7,16,23
HUATAJATA,atencion odontologica,otras acciones,2013-02-01,44,108,44,108,152
HUAYLLAMARCA,atencion odontologica,otras acciones,2013-02-01,23,41,23,41,64
HUMANATA,atencion odontologica,otras acciones,2013-02-01,3,4,3,4,7
ICHOCA,atencion odontologica,otras acciones,2013-02-01,7,9,7,9,16
ICLA,atencion odontologica,otras acciones,2013-02-01,24,6,24,6,30
INCAHUASI,atencion odontologica,otras acciones,2013-02-01,17,51,17,51,68
INQUISIVI,atencion odontologica,otras acciones,2013-02-01,2,3,2,3,5
IRUPANA (VILLA DE LANZA),atencion odontologica,otras acciones,2013-02-01,22,31,22,31,53
IXIAMAS,atencion odontologica,otras acciones,2013-02-01,12,21,12,21,33
JESUS DE MACHACA,atencion odontologica,otras acciones,2013-02-01,33,50,33,50,83
LA ASUNTA,atencion odontologica,otras acciones,2013-02-01,28,28,28,28,56
LA GUARDIA,atencion odontologica,otras acciones,2013-02-01,51,33,51,33,84
LA PAZ,atencion odontologica,otras acciones,2013-02-01,2475,2959,2475,2959,5434
LAJA,atencion odontologica,otras acciones,2013-02-01,3,3,3,3,6
LICOMA PAMPA,atencion odontologica,otras acciones,2013-02-01,2,7,2,7,9
LLALLAGUA,atencion odontologica,otras acciones,2013-02-01,99,222,99,222,321
LLICA,atencion odontologica,otras acciones,2013-02-01,33,62,33,62,95
LORETO,atencion odontologica,otras acciones,2013-02-01,50,66,50,66,116
LURIBAY,atencion odontologica,otras acciones,2013-02-01,4,4,4,4,8
MACHACAMARCA,atencion odontologica,otras acciones,2013-02-01,0,16,0,16,16
MACHARETI,atencion odontologica,otras acciones,2013-02-01,0,1,0,1,1
MAGDALENA,atencion odontologica,otras acciones,2013-02-01,9,13,9,13,22
MAIRANA,atencion odontologica,otras acciones,2013-02-01,13,35,13,35,48
MALLA,atencion odontologica,otras acciones,2013-02-01,2,2,2,2,4
MAPIRI,atencion odontologica,otras acciones,2013-02-01,18,23,18,23,41
MECAPACA,atencion odontologica,otras acciones,2013-02-01,9,9,9,9,18
MINEROS,atencion odontologica,otras acciones,2013-02-01,13,23,13,23,36
MIZQUE,atencion odontologica,otras acciones,2013-02-01,5,18,5,18,23
MOCOMOCO,atencion odontologica,otras acciones,2013-02-01,16,20,16,20,36
MOJOCOYA,atencion odontologica,otras acciones,2013-02-01,5,7,5,7,12
MONTEAGUDO,atencion odontologica,otras acciones,2013-02-01,27,112,27,112,139
MONTERO,atencion odontologica,otras acciones,2013-02-01,69,43,69,43,112
MOROCHATA,atencion odontologica,otras acciones,2013-02-01,5,17,5,17,22
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,otras acciones,2013-02-01,7,3,7,3,10
OCURI,atencion odontologica,otras acciones,2013-02-01,0,1,0,1,1
OMEREQUE,atencion odontologica,otras acciones,2013-02-01,13,26,13,26,39
ORURO,atencion odontologica,otras acciones,2013-02-01,711,1038,711,1038,1749
PADCAYA,atencion odontologica,otras acciones,2013-02-01,47,67,47,67,114
PADILLA,atencion odontologica,otras acciones,2013-02-01,6,9,6,9,15
PAILON,atencion odontologica,otras acciones,2013-02-01,39,35,39,35,74
PALCA,atencion odontologica,otras acciones,2013-02-01,53,50,53,50,103
PALOS BLANCOS,atencion odontologica,otras acciones,2013-02-01,7,5,7,5,12
PAMPA AULLAGAS,atencion odontologica,otras acciones,2013-02-01,0,9,0,9,9
PAMPA GRANDE,atencion odontologica,otras acciones,2013-02-01,3,6,3,6,9
PAPEL PAMPA,atencion odontologica,otras acciones,2013-02-01,13,33,13,33,46
PASORAPA,atencion odontologica,otras acciones,2013-02-01,8,3,8,3,11
PATACAMAYA,atencion odontologica,otras acciones,2013-02-01,37,61,37,61,98
PAZÑA,atencion odontologica,otras acciones,2013-02-01,6,21,6,21,27
PELECHUCO,atencion odontologica,otras acciones,2013-02-01,2,1,2,1,3
POCOATA,atencion odontologica,otras acciones,2013-02-01,13,18,13,18,31
POCONA,atencion odontologica,otras acciones,2013-02-01,23,24,23,24,47
POJO (CBBA),atencion odontologica,otras acciones,2013-02-01,29,57,29,57,86
POOPO,atencion odontologica,otras acciones,2013-02-01,21,21,21,21,42
PORCO,atencion odontologica,otras acciones,2013-02-01,27,54,27,54,81
POROMA,atencion odontologica,otras acciones,2013-02-01,4,8,4,8,12
PORTACHUELO,atencion odontologica,otras acciones,2013-02-01,28,74,28,74,102
PORVENIR,atencion odontologica,otras acciones,2013-02-01,3,10,3,10,13
POSTRER VALLE,atencion odontologica,otras acciones,2013-02-01,4,6,4,6,10
POTOSI,atencion odontologica,otras acciones,2013-02-01,244,365,244,365,609
PUCARA,atencion odontologica,otras acciones,2013-02-01,0,1,0,1,1
PUCARANI,atencion odontologica,otras acciones,2013-02-01,38,48,38,48,86
PUERTO ACOSTA,atencion odontologica,otras acciones,2013-02-01,9,10,9,10,19
PUERTO CARABUCO,atencion odontologica,otras acciones,2013-02-01,11,11,11,11,22
PUERTO GONZALO MORENO,atencion odontologica,otras acciones,2013-02-01,8,4,8,4,12
PUERTO QUIJARRO,atencion odontologica,otras acciones,2013-02-01,6,23,6,23,29
PUERTO RICO,atencion odontologica,otras acciones,2013-02-01,13,9,13,9,22
PUERTO SUAREZ,atencion odontologica,otras acciones,2013-02-01,1,6,1,6,7
PUERTO VILLARROEL,atencion odontologica,otras acciones,2013-02-01,28,63,28,63,91
PUNA,atencion odontologica,otras acciones,2013-02-01,19,29,19,29,48
PUNATA,atencion odontologica,otras acciones,2013-02-01,30,47,30,47,77
QUILLACOLLO,atencion odontologica,otras acciones,2013-02-01,120,173,120,173,293
QUIME,atencion odontologica,otras acciones,2013-02-01,23,20,23,20,43
RAVELO,atencion odontologica,otras acciones,2013-02-01,9,7,9,7,16
REYES,atencion odontologica,otras acciones,2013-02-01,3,13,3,13,16
RIBERALTA,atencion odontologica,otras acciones,2013-02-01,12,79,12,79,91
ROBORE,atencion odontologica,otras acciones,2013-02-01,11,0,11,0,11
RURRENABAQUE,atencion odontologica,otras acciones,2013-02-01,7,8,7,8,15
SABAYA,atencion odontologica,otras acciones,2013-02-01,31,31,31,31,62
SACABA,atencion odontologica,otras acciones,2013-02-01,73,117,73,117,190
SACABAMBA,atencion odontologica,otras acciones,2013-02-01,24,41,24,41,65
SACACA,atencion odontologica,otras acciones,2013-02-01,18,23,18,23,41
SAIPINA,atencion odontologica,otras acciones,2013-02-01,18,16,18,16,34
SALINAS DE GARCI MENDOZA,atencion odontologica,otras acciones,2013-02-01,4,12,4,12,16
SAMAIPATA,atencion odontologica,otras acciones,2013-02-01,4,15,4,15,19
SAN AGUSTIN,atencion odontologica,otras acciones,2013-02-01,3,1,3,1,4
SAN ANDRES,atencion odontologica,otras acciones,2013-02-01,1,5,1,5,6
SAN ANDRES DE MACHACA,atencion odontologica,otras acciones,2013-02-01,13,20,13,20,33
SAN ANTONIO DE LOMERIO,atencion odontologica,otras acciones,2013-02-01,0,12,0,12,12
SAN BENITO,atencion odontologica,otras acciones,2013-02-01,12,11,12,11,23
SAN BORJA,atencion odontologica,otras acciones,2013-02-01,15,29,15,29,44
SAN BUENA VENTURA,atencion odontologica,otras acciones,2013-02-01,0,23,0,23,23
SAN CARLOS,atencion odontologica,otras acciones,2013-02-01,18,14,18,14,32
SAN IGNACIO,atencion odontologica,otras acciones,2013-02-01,24,0,24,0,24
SAN IGNACIO DE VELASCO,atencion odontologica,otras acciones,2013-02-01,12,21,12,21,33
SAN JOSE DE CHIQUITOS,atencion odontologica,otras acciones,2013-02-01,0,2,0,2,2
SAN JUAN DE YAPACANI,atencion odontologica,otras acciones,2013-02-01,1,5,1,5,6
SAN LORENZO(PND),atencion odontologica,otras acciones,2013-02-01,0,1,0,1,1
SAN LORENZO(TJA),atencion odontologica,otras acciones,2013-02-01,95,95,95,95,190
SAN LUCAS,atencion odontologica,otras acciones,2013-02-01,11,25,11,25,36
SAN MATIAS,atencion odontologica,otras acciones,2013-02-01,4,5,4,5,9
SAN MIGUEL DE VELASCO,atencion odontologica,otras acciones,2013-02-01,20,85,20,85,105
SAN PABLO DE LIPEZ,atencion odontologica,otras acciones,2013-02-01,4,8,4,8,12
SAN PEDRO,atencion odontologica,otras acciones,2013-02-01,3,1,3,1,4
SAN PEDRO DE BUENA VISTA,atencion odontologica,otras acciones,2013-02-01,28,53,28,53,81
SAN PEDRO DE CURAHUARA,atencion odontologica,otras acciones,2013-02-01,2,2,2,2,4
SAN PEDRO DE TIQUINA,atencion odontologica,otras acciones,2013-02-01,2,15,2,15,17
SAN RAFAEL,atencion odontologica,otras acciones,2013-02-01,0,16,0,16,16
SANTA ANA,atencion odontologica,otras acciones,2013-02-01,57,53,57,53,110
SANTA CRUZ DE LA SIERRA,atencion odontologica,otras acciones,2013-02-01,1119,1197,1119,1197,2316
SANTA ROSA DEL SARA,atencion odontologica,otras acciones,2013-02-01,9,16,9,16,25
SANTIAGO DE CALLAPA,atencion odontologica,otras acciones,2013-02-01,3,4,3,4,7
SANTIAGO DE HUARI,atencion odontologica,otras acciones,2013-02-01,109,82,109,82,191
SANTIAGO DE HUATA,atencion odontologica,otras acciones,2013-02-01,0,4,0,4,4
SANTIAGO DE MACHACA,atencion odontologica,otras acciones,2013-02-01,0,3,0,3,3
SANTIVAÑES,atencion odontologica,otras acciones,2013-02-01,23,38,23,38,61
SANTUARIO DE QUILLACAS,atencion odontologica,otras acciones,2013-02-01,3,10,3,10,13
SAPAHAQUI,atencion odontologica,otras acciones,2013-02-01,1,1,1,1,2
SENA,atencion odontologica,otras acciones,2013-02-01,2,10,2,10,12
SHINAOTA,atencion odontologica,otras acciones,2013-02-01,30,58,30,58,88
SICA SICA (VILLA AROMA),atencion odontologica,otras acciones,2013-02-01,15,22,15,22,37
SICAYA,atencion odontologica,otras acciones,2013-02-01,8,13,8,13,21
SIPE SIPE,atencion odontologica,otras acciones,2013-02-01,37,56,37,56,93
SOPACHUY,atencion odontologica,otras acciones,2013-02-01,51,120,51,120,171
SORACACHI,atencion odontologica,otras acciones,2013-02-01,8,14,8,14,22
SORATA,atencion odontologica,otras acciones,2013-02-01,11,23,11,23,34
SUCRE,atencion odontologica,otras acciones,2013-02-01,1001,1419,1001,1419,2420
TACACOMA,atencion odontologica,otras acciones,2013-02-01,1,12,1,12,13
TACOBAMBA,atencion odontologica,otras acciones,2013-02-01,4,2,4,2,6
TACOPAYA,atencion odontologica,otras acciones,2013-02-01,8,7,8,7,15
TAHUA,atencion odontologica,otras acciones,2013-02-01,3,3,3,3,6
TAPACARI,atencion odontologica,otras acciones,2013-02-01,37,27,37,27,64
TARABUCO,atencion odontologica,otras acciones,2013-02-01,20,32,20,32,52
TARACO,atencion odontologica,otras acciones,2013-02-01,31,45,31,45,76
TARATA,atencion odontologica,otras acciones,2013-02-01,31,25,31,25,56
TARIJA,atencion odontologica,otras acciones,2013-02-01,451,955,451,955,1406
TARVITA,atencion odontologica,otras acciones,2013-02-01,35,51,35,51,86
TEOPONTE,atencion odontologica,otras acciones,2013-02-01,4,6,4,6,10
TIAWANACU,atencion odontologica,otras acciones,2013-02-01,44,60,44,60,104
TINGUIPAYA,atencion odontologica,otras acciones,2013-02-01,6,12,6,12,18
TIQUIPAYA,atencion odontologica,otras acciones,2013-02-01,132,276,132,276,408
TIRAQUE (CBBA),atencion odontologica,otras acciones,2013-02-01,13,19,13,19,32
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,otras acciones,2013-02-01,4,1,4,1,5
TOCO,atencion odontologica,otras acciones,2013-02-01,10,15,10,15,25
TOLATA,atencion odontologica,otras acciones,2013-02-01,19,24,19,24,43
TOLEDO,atencion odontologica,otras acciones,2013-02-01,3,6,3,6,9
TOMAVE,atencion odontologica,otras acciones,2013-02-01,21,47,21,47,68
TOMINA,atencion odontologica,otras acciones,2013-02-01,124,151,124,151,275
TORO TORO,atencion odontologica,otras acciones,2013-02-01,21,56,21,56,77
TOTORA(CBBA),atencion odontologica,otras acciones,2013-02-01,15,27,15,27,42
TOTORA(ORR),atencion odontologica,otras acciones,2013-02-01,6,2,6,2,8
TRIGAL,atencion odontologica,otras acciones,2013-02-01,3,0,3,0,3
TRINIDAD,atencion odontologica,otras acciones,2013-02-01,121,96,121,96,217
TUPIZA,atencion odontologica,otras acciones,2013-02-01,52,94,52,94,146
TURCO,atencion odontologica,otras acciones,2013-02-01,14,10,14,10,24
UMALA,atencion odontologica,otras acciones,2013-02-01,9,7,9,7,16
UNCIA,atencion odontologica,otras acciones,2013-02-01,113,71,113,71,184
URIONDO (A. CONCEPCION),atencion odontologica,otras acciones,2013-02-01,124,282,124,282,406
URUBICHA,atencion odontologica,otras acciones,2013-02-01,3,8,3,8,11
VACAS,atencion odontologica,otras acciones,2013-02-01,11,10,11,10,21
VALLEGRANDE,atencion odontologica,otras acciones,2013-02-01,10,13,10,13,23
VIACHA,atencion odontologica,otras acciones,2013-02-01,111,70,111,70,181
VILA VILA,atencion odontologica,otras acciones,2013-02-01,5,5,5,5,10
VILLA CHARCAS,atencion odontologica,otras acciones,2013-02-01,4,11,4,11,15
VILLA MONTES,atencion odontologica,otras acciones,2013-02-01,131,209,131,209,340
VILLA RIVERO,atencion odontologica,otras acciones,2013-02-01,1,0,1,0,1
VILLA SERRANO,atencion odontologica,otras acciones,2013-02-01,110,107,110,107,217
VILLA TUNARI,atencion odontologica,otras acciones,2013-02-01,47,61,47,61,108
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,otras acciones,2013-02-01,10,21,10,21,31
VILLAZON,atencion odontologica,otras acciones,2013-02-01,78,101,78,101,179
VINTO,atencion odontologica,otras acciones,2013-02-01,19,52,19,52,71
VITICHI,atencion odontologica,otras acciones,2013-02-01,21,58,21,58,79
WARNES,atencion odontologica,otras acciones,2013-02-01,10,10,10,10,20
YACO,atencion odontologica,otras acciones,2013-02-01,9,29,9,29,38
YACUIBA,atencion odontologica,otras acciones,2013-02-01,41,78,41,78,119
YAMPARAEZ,atencion odontologica,otras acciones,2013-02-01,37,44,37,44,81
YANACACHI,atencion odontologica,otras acciones,2013-02-01,16,14,16,14,30
YAPACANI,atencion odontologica,otras acciones,2013-02-01,1,8,1,8,9
YOCALLA,atencion odontologica,otras acciones,2013-02-01,3,2,3,2,5
YOTALA,atencion odontologica,otras acciones,2013-02-01,21,36,21,36,57
YUNCHARA,atencion odontologica,otras acciones,2013-02-01,6,10,6,10,16
ZUDAÑEZ,atencion odontologica,otras acciones,2013-02-01,5,17,5,17,22
ACACIO,atencion odontologica,otras acciones,2013-03-01,4,9,4,9,13
ACHACACHI,atencion odontologica,otras acciones,2013-03-01,93,159,93,159,252
ACHOCALLA,atencion odontologica,otras acciones,2013-03-01,31,61,31,61,92
AIQUILE,atencion odontologica,otras acciones,2013-03-01,10,9,10,9,19
ALALAY,atencion odontologica,otras acciones,2013-03-01,0,1,0,1,1
ALCALA,atencion odontologica,otras acciones,2013-03-01,31,41,31,41,72
ALTO BENI,atencion odontologica,otras acciones,2013-03-01,1,5,1,5,6
ANCORAIMES,atencion odontologica,otras acciones,2013-03-01,2,6,2,6,8
ANDAMARCA,atencion odontologica,otras acciones,2013-03-01,10,28,10,28,38
ANTEQUERA,atencion odontologica,otras acciones,2013-03-01,31,30,31,30,61
ANZALDO,atencion odontologica,otras acciones,2013-03-01,2,8,2,8,10
APOLO,atencion odontologica,otras acciones,2013-03-01,2,0,2,0,2
ARAMPAMPA,atencion odontologica,otras acciones,2013-03-01,4,26,4,26,30
ARANI,atencion odontologica,otras acciones,2013-03-01,48,55,48,55,103
ARQUE,atencion odontologica,otras acciones,2013-03-01,8,4,8,4,12
ASCENCION DE GUARAYOS,atencion odontologica,otras acciones,2013-03-01,21,36,21,36,57
ATOCHA,atencion odontologica,otras acciones,2013-03-01,214,262,214,262,476
AYATA,atencion odontologica,otras acciones,2013-03-01,13,24,13,24,37
AYO AYO,atencion odontologica,otras acciones,2013-03-01,24,9,24,9,33
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,otras acciones,2013-03-01,45,83,45,83,128
AZURDUY,atencion odontologica,otras acciones,2013-03-01,3,23,3,23,26
BAURES,atencion odontologica,otras acciones,2013-03-01,13,13,13,13,26
BELEN DE URMIRI,atencion odontologica,otras acciones,2013-03-01,5,6,5,6,11
BELLA FLOR,atencion odontologica,otras acciones,2013-03-01,0,7,0,7,7
BERMEJO,atencion odontologica,otras acciones,2013-03-01,61,83,61,83,144
BETANZOS,atencion odontologica,otras acciones,2013-03-01,34,36,34,36,70
BOLIVAR,atencion odontologica,otras acciones,2013-03-01,12,14,12,14,26
BUENA VISTA,atencion odontologica,otras acciones,2013-03-01,9,8,9,8,17
CABEZAS,atencion odontologica,otras acciones,2013-03-01,48,69,48,69,117
"CAIZA ""D""",atencion odontologica,otras acciones,2013-03-01,18,45,18,45,63
CAJUATA,atencion odontologica,otras acciones,2013-03-01,10,7,10,7,17
CALACOTO,atencion odontologica,otras acciones,2013-03-01,8,10,8,10,18
CALAMARCA,atencion odontologica,otras acciones,2013-03-01,30,66,30,66,96
CAMARGO,atencion odontologica,otras acciones,2013-03-01,119,257,119,257,376
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,otras acciones,2013-03-01,9,67,9,67,76
CAMIRI,atencion odontologica,otras acciones,2013-03-01,94,175,94,175,269
CAPINOTA,atencion odontologica,otras acciones,2013-03-01,9,13,9,13,22
CAQUIAVIRI,atencion odontologica,otras acciones,2013-03-01,13,10,13,10,23
CARACOLLO,atencion odontologica,otras acciones,2013-03-01,52,94,52,94,146
CARANAVI,atencion odontologica,otras acciones,2013-03-01,63,85,63,85,148
CARAPARI,atencion odontologica,otras acciones,2013-03-01,35,49,35,49,84
CARIPUYO,atencion odontologica,otras acciones,2013-03-01,44,57,44,57,101
CARMEN RIVERO TORREZ,atencion odontologica,otras acciones,2013-03-01,8,10,8,10,18
CHACARILLA,atencion odontologica,otras acciones,2013-03-01,2,2,2,2,4
CHALLAPATA,atencion odontologica,otras acciones,2013-03-01,62,113,62,113,175
CHAQUI,atencion odontologica,otras acciones,2013-03-01,11,5,11,5,16
CHARAGUA,atencion odontologica,otras acciones,2013-03-01,13,18,13,18,31
CHARAÑA,atencion odontologica,otras acciones,2013-03-01,11,13,11,13,24
