,group,variable,month,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
TACOPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,18,17,18,17,35
TAHUA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,2,3,2,3,5
TAPACARI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,20,26,20,26,46
TARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,7,10,7,10,17
TARATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,336,304,336,304,640
TARIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,93,68,93,68,161
TEOPONTE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,29,44,29,44,73
TIQUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,354,344,354,344,698
TOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,13,5,13,5,18
TOLATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,170,174,170,174,344
TOMAVE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,2,34,2,34,36
TORO TORO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,28,40,28,40,68
TRIGAL,atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,5,13,5,13,18
TRINIDAD,atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,8,13,8,13,21
TUPIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,13,13,13,13,26
UMALA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,6,5,6,5,11
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,8,2,8,2,10
VACAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,183,198,183,198,381
VALLEGRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,17,14,17,14,31
VIACHA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,102,84,102,84,186
VILLA CHARCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,12,3,12,3,15
VILLA MONTES,atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,0,2,0,2,2
VILLA NUEVA (LOMA ALTA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,3,8,3,8,11
VILLA SERRANO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,8,4,8,4,12
VILLA TUNARI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,100,84,100,84,184
VINTO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,402,634,402,634,1036
VITICHI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,0,2,0,2,2
WARNES,atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,418,550,418,550,968
YAMPARAEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,3,12,3,12,15
YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,7,2,7,2,9
YUNCHARA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-02-01,5,6,5,6,11
ACHACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,24,21,24,21,45
AIQUILE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,274,337,274,337,611
ALALAY,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,2,15,2,15,17
ALCALA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,36,26,36,26,62
ALTO BENI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,14,13,14,13,27
ANCORAIMES,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,2,2,2,2,4
ANDAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,0,3,0,3,3
ANTEQUERA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,0,2,0,2,2
APOLO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,3,1,3,1,4
ARAMPAMPA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,35,11,35,11,46
ARBIETO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,302,262,302,262,564
ARQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,41,52,41,52,93
ASCENCION DE GUARAYOS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,57,82,57,82,139
ATOCHA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,85,489,85,489,574
AYATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,8,7,8,7,15
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,1171,1136,1171,1136,2307
AZURDUY,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,73,55,73,55,128
BATALLAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,0,4,0,4,4
BELLA FLOR,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,22,25,22,25,47
BERMEJO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,122,174,122,174,296
BETANZOS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,60,69,60,69,129
BOLIVAR,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,12,13,12,13,25
BOLPEBRA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,32,51,32,51,83
BOYUIBE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,7,9,7,9,16
BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,22,26,22,26,48
CABEZAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,626,465,626,465,1091
"CAIZA ""D""",atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,12,4,12,4,16
CAJUATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,2,9,2,9,11
CALACOTO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,40,29,40,29,69
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,3,0,3,0,3
CAMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,571,630,571,630,1201
CAPINOTA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,18,20,18,20,38
CAQUIAVIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,18,7,18,7,25
CARANAVI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,48,63,48,63,111
CARAPARI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,8,10,8,10,18
CARIPUYO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,5,23,5,23,28
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,13,17,13,17,30
CATACORA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,0,5,0,5,5
CHACARILLA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,2,2,2,2,4
CHALLAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,105,74,105,74,179
CHAQUI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,145,139,145,139,284
CHARAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,12,19,12,19,31
CHARAÑA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,0,18,0,18,18
CHIMORE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,48,58,48,58,106
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,15,18,15,18,33
CKOCHAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,36,19,36,19,55
CLIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,258,222,258,222,480
COBIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,73,72,73,72,145
COCAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,24,31,24,31,55
COCHABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,111,119,111,119,230
COLLANA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,11,14,11,14,25
COLOMI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,70,110,70,110,180
COLPA BELGICA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,145,123,145,123,268
COLQUECHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,64,82,64,82,146
COMARAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,79,88,79,88,167
COPACABANA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,2,17,2,17,19
CORIPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,1,6,1,6,7
COTAGAITA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,62,54,62,54,116
COTOCA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,695,709,695,709,1404
CUATRO CAÑADAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,28,17,28,17,45
CUEVO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,96,102,96,102,198
CULPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,33,42,33,42,75
DESAGUADERO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,30,26,30,26,56
EL ALTO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,52,73,52,73,125
EL PUENTE(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,107,140,107,140,247
EL PUENTE(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,3,6,3,6,9
EL TORNO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,119,103,119,103,222
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,4,10,4,10,14
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,5,5,5,5,10
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,7,9,7,9,16
FILADELFIA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,163,136,163,136,299
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,7,3,7,3,10
GUAYARAMERIN,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,89,70,89,70,159
GUTIERREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,17,15,17,15,32
HUACARETA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,15,16,15,16,31
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,1,2,1,2,3
HUATAJATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,8,3,8,3,11
ICHOCA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,6,9,6,9,15
INCAHUASI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,14,14,14,14,28
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,2,2,2,2,4
LA ASUNTA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,125,138,125,138,263
LA GUARDIA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,482,410,482,410,892
LA PAZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,354,388,354,388,742
LAS CARRERAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,4,4,4,4,8
LLALLAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,144,152,144,152,296
MACHARETI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,12,3,12,3,15
MAPIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,30,38,30,38,68
MECAPACA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,40,29,40,29,69
MIZQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,136,124,136,124,260
MOCOMOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,70,74,70,74,144
MONTEAGUDO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,3,3,3,3,6
MONTERO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,500,546,500,546,1046
MORO MORO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,5,3,5,3,8
MOROCHATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,56,53,56,53,109
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,51,37,51,37,88
OCURI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,3,3,3,3,6
OMEREQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,72,108,72,108,180
ORURO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,244,457,244,457,701
PADCAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,7,11,7,11,18
PADILLA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,44,45,44,45,89
PALCA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,93,109,93,109,202
PALOS BLANCOS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,2,3,2,3,5
PAMPA GRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,44,47,44,47,91
PASORAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,12,0,12,0,12
POCOATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,4,1,4,1,5
POCONA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,32,43,32,43,75
POJO (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,18,18,18,18,36
POROMA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,27,34,27,34,61
PORONGO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,4,5,4,5,9
PORVENIR,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,154,129,154,129,283
POSTRER VALLE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,2,8,2,8,10
POTOSI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,320,336,320,336,656
PRESTO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,1,0,1,0,1
PUCARA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,114,112,114,112,226
PUERTO CARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,13,43,13,43,56
PUERTO GONZALO MORENO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,13,13,13,13,26
PUERTO PEREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,50,115,50,115,165
PUERTO SILES,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,0,4,0,4,4
PUERTO VILLARROEL,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,59,21,59,21,80
PUNATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,1,4,1,4,5
QUIABAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,20,11,20,11,31
QUILLACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,2808,2928,2808,2928,5736
QUIRUSILLAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,12,10,12,10,22
RAVELO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,2,11,2,11,13
RIBERALTA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,258,305,258,305,563
ROBORE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,3,0,3,0,3
RURRENABAQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-03-01,10,20,10,20,30
