,group,variable,month,ENDODONCIAS CANTIDAD,ENDODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
HUATAJATA,atencion odontologica,endodoncias,2013-02-01,7,25,7,25,32
HUAYLLAMARCA,atencion odontologica,endodoncias,2013-02-01,1,1,1,1,2
ICLA,atencion odontologica,endodoncias,2013-02-01,3,4,3,4,7
INCAHUASI,atencion odontologica,endodoncias,2013-02-01,9,17,9,17,26
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncias,2013-02-01,7,4,7,4,11
IXIAMAS,atencion odontologica,endodoncias,2013-02-01,3,3,3,3,6
JESUS DE MACHACA,atencion odontologica,endodoncias,2013-02-01,4,12,4,12,16
LA ASUNTA,atencion odontologica,endodoncias,2013-02-01,28,9,28,9,37
LA GUARDIA,atencion odontologica,endodoncias,2013-02-01,20,30,20,30,50
LA PAZ,atencion odontologica,endodoncias,2013-02-01,657,1012,657,1012,1669
LAGUNILLAS,atencion odontologica,endodoncias,2013-02-01,1,2,1,2,3
LAJA,atencion odontologica,endodoncias,2013-02-01,3,4,3,4,7
LAS CARRERAS,atencion odontologica,endodoncias,2013-02-01,2,1,2,1,3
LICOMA PAMPA,atencion odontologica,endodoncias,2013-02-01,3,3,3,3,6
LLALLAGUA,atencion odontologica,endodoncias,2013-02-01,15,49,15,49,64
LLICA,atencion odontologica,endodoncias,2013-02-01,2,0,2,0,2
LURIBAY,atencion odontologica,endodoncias,2013-02-01,0,1,0,1,1
MACHACAMARCA,atencion odontologica,endodoncias,2013-02-01,2,0,2,0,2
MAGDALENA,atencion odontologica,endodoncias,2013-02-01,7,10,7,10,17
MALLA,atencion odontologica,endodoncias,2013-02-01,1,1,1,1,2
MAPIRI,atencion odontologica,endodoncias,2013-02-01,6,7,6,7,13
MECAPACA,atencion odontologica,endodoncias,2013-02-01,0,1,0,1,1
MINEROS,atencion odontologica,endodoncias,2013-02-01,0,4,0,4,4
MIZQUE,atencion odontologica,endodoncias,2013-02-01,0,5,0,5,5
MOCOMOCO,atencion odontologica,endodoncias,2013-02-01,1,4,1,4,5
MOJOCOYA,atencion odontologica,endodoncias,2013-02-01,2,2,2,2,4
MONTEAGUDO,atencion odontologica,endodoncias,2013-02-01,12,25,12,25,37
MONTERO,atencion odontologica,endodoncias,2013-02-01,29,33,29,33,62
MOROCHATA,atencion odontologica,endodoncias,2013-02-01,1,1,1,1,2
OKINAWA,atencion odontologica,endodoncias,2013-02-01,4,2,4,2,6
OMEREQUE,atencion odontologica,endodoncias,2013-02-01,5,6,5,6,11
ORURO,atencion odontologica,endodoncias,2013-02-01,208,295,208,295,503
PADCAYA,atencion odontologica,endodoncias,2013-02-01,5,5,5,5,10
PADILLA,atencion odontologica,endodoncias,2013-02-01,1,3,1,3,4
PAILON,atencion odontologica,endodoncias,2013-02-01,2,0,2,0,2
PALCA,atencion odontologica,endodoncias,2013-02-01,1,2,1,2,3
PALOS BLANCOS,atencion odontologica,endodoncias,2013-02-01,6,11,6,11,17
PAMPA AULLAGAS,atencion odontologica,endodoncias,2013-02-01,1,2,1,2,3
PAPEL PAMPA,atencion odontologica,endodoncias,2013-02-01,1,11,1,11,12
PATACAMAYA,atencion odontologica,endodoncias,2013-02-01,16,31,16,31,47
PAZÑA,atencion odontologica,endodoncias,2013-02-01,4,5,4,5,9
PELECHUCO,atencion odontologica,endodoncias,2013-02-01,13,5,13,5,18
POCOATA,atencion odontologica,endodoncias,2013-02-01,1,0,1,0,1
POCONA,atencion odontologica,endodoncias,2013-02-01,4,2,4,2,6
POJO (CBBA),atencion odontologica,endodoncias,2013-02-01,7,11,7,11,18
POOPO,atencion odontologica,endodoncias,2013-02-01,3,4,3,4,7
PORCO,atencion odontologica,endodoncias,2013-02-01,2,4,2,4,6
POROMA,atencion odontologica,endodoncias,2013-02-01,1,1,1,1,2
PORTACHUELO,atencion odontologica,endodoncias,2013-02-01,1,11,1,11,12
PORVENIR,atencion odontologica,endodoncias,2013-02-01,0,1,0,1,1
POTOSI,atencion odontologica,endodoncias,2013-02-01,200,349,200,349,549
PUCARA,atencion odontologica,endodoncias,2013-02-01,2,1,2,1,3
PUERTO ACOSTA,atencion odontologica,endodoncias,2013-02-01,1,1,1,1,2
PUERTO CARABUCO,atencion odontologica,endodoncias,2013-02-01,0,2,0,2,2
PUERTO GONZALO MORENO,atencion odontologica,endodoncias,2013-02-01,3,7,3,7,10
PUERTO RICO,atencion odontologica,endodoncias,2013-02-01,1,1,1,1,2
PUERTO SUAREZ,atencion odontologica,endodoncias,2013-02-01,5,2,5,2,7
PUERTO VILLARROEL,atencion odontologica,endodoncias,2013-02-01,43,72,43,72,115
PUNA,atencion odontologica,endodoncias,2013-02-01,0,1,0,1,1
PUNATA,atencion odontologica,endodoncias,2013-02-01,31,38,31,38,69
QUILLACOLLO,atencion odontologica,endodoncias,2013-02-01,84,100,84,100,184
QUIME,atencion odontologica,endodoncias,2013-02-01,4,3,4,3,7
RAVELO,atencion odontologica,endodoncias,2013-02-01,2,4,2,4,6
REYES,atencion odontologica,endodoncias,2013-02-01,2,5,2,5,7
RIBERALTA,atencion odontologica,endodoncias,2013-02-01,2,6,2,6,8
RURRENABAQUE,atencion odontologica,endodoncias,2013-02-01,0,1,0,1,1
SABAYA,atencion odontologica,endodoncias,2013-02-01,3,3,3,3,6
SACABA,atencion odontologica,endodoncias,2013-02-01,61,61,61,61,122
SACABAMBA,atencion odontologica,endodoncias,2013-02-01,1,3,1,3,4
SACACA,atencion odontologica,endodoncias,2013-02-01,0,2,0,2,2
SAIPINA,atencion odontologica,endodoncias,2013-02-01,5,6,5,6,11
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncias,2013-02-01,7,5,7,5,12
SAMAIPATA,atencion odontologica,endodoncias,2013-02-01,0,2,0,2,2
SAN ANDRES DE MACHACA,atencion odontologica,endodoncias,2013-02-01,1,3,1,3,4
SAN BENITO,atencion odontologica,endodoncias,2013-02-01,9,13,9,13,22
SAN BORJA,atencion odontologica,endodoncias,2013-02-01,11,10,11,10,21
SAN BUENA VENTURA,atencion odontologica,endodoncias,2013-02-01,6,10,6,10,16
SAN CARLOS,atencion odontologica,endodoncias,2013-02-01,11,25,11,25,36
SAN IGNACIO,atencion odontologica,endodoncias,2013-02-01,2,7,2,7,9
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncias,2013-02-01,4,3,4,3,7
SAN JAVIER(STC),atencion odontologica,endodoncias,2013-02-01,2,2,2,2,4
SAN JOAQUIN,atencion odontologica,endodoncias,2013-02-01,2,6,2,6,8
SAN JOSE DE CHIQUITOS,atencion odontologica,endodoncias,2013-02-01,0,1,0,1,1
SAN JULIAN,atencion odontologica,endodoncias,2013-02-01,4,11,4,11,15
SAN LORENZO(TJA),atencion odontologica,endodoncias,2013-02-01,24,21,24,21,45
SAN LUCAS,atencion odontologica,endodoncias,2013-02-01,2,14,2,14,16
SAN MATIAS,atencion odontologica,endodoncias,2013-02-01,3,6,3,6,9
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncias,2013-02-01,15,51,15,51,66
SAN PEDRO,atencion odontologica,endodoncias,2013-02-01,3,1,3,1,4
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncias,2013-02-01,6,6,6,6,12
SAN PEDRO DE CURAHUARA,atencion odontologica,endodoncias,2013-02-01,7,8,7,8,15
SAN PEDRO DE TIQUINA,atencion odontologica,endodoncias,2013-02-01,1,6,1,6,7
SAN RAFAEL,atencion odontologica,endodoncias,2013-02-01,0,3,0,3,3
SAN RAMON BENI,atencion odontologica,endodoncias,2013-02-01,2,6,2,6,8
SAN RAMON SCZ,atencion odontologica,endodoncias,2013-02-01,10,5,10,5,15
SANTA ANA,atencion odontologica,endodoncias,2013-02-01,6,0,6,0,6
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncias,2013-02-01,441,561,441,561,1002
SANTA ROSA,atencion odontologica,endodoncias,2013-02-01,2,0,2,0,2
SANTA ROSA DEL SARA,atencion odontologica,endodoncias,2013-02-01,1,7,1,7,8
SANTIAGO DE CALLAPA,atencion odontologica,endodoncias,2013-02-01,0,1,0,1,1
SANTIAGO DE HUARI,atencion odontologica,endodoncias,2013-02-01,5,2,5,2,7
SANTIAGO DE HUATA,atencion odontologica,endodoncias,2013-02-01,15,17,15,17,32
SANTIAGO DE MACHACA,atencion odontologica,endodoncias,2013-02-01,3,15,3,15,18
SANTIVAÑES,atencion odontologica,endodoncias,2013-02-01,2,10,2,10,12
SANTUARIO DE QUILLACAS,atencion odontologica,endodoncias,2013-02-01,0,1,0,1,1
SAPAHAQUI,atencion odontologica,endodoncias,2013-02-01,1,3,1,3,4
SENA,atencion odontologica,endodoncias,2013-02-01,1,3,1,3,4
SHINAOTA,atencion odontologica,endodoncias,2013-02-01,2,7,2,7,9
SICA SICA (VILLA AROMA),atencion odontologica,endodoncias,2013-02-01,16,9,16,9,25
SIPE SIPE,atencion odontologica,endodoncias,2013-02-01,24,63,24,63,87
SOPACHUY,atencion odontologica,endodoncias,2013-02-01,6,21,6,21,27
SORACACHI,atencion odontologica,endodoncias,2013-02-01,1,1,1,1,2
SORATA,atencion odontologica,endodoncias,2013-02-01,7,9,7,9,16
SUCRE,atencion odontologica,endodoncias,2013-02-01,416,539,416,539,955
TACOPAYA,atencion odontologica,endodoncias,2013-02-01,0,2,0,2,2
TAPACARI,atencion odontologica,endodoncias,2013-02-01,8,8,8,8,16
TARABUCO,atencion odontologica,endodoncias,2013-02-01,0,5,0,5,5
TARATA,atencion odontologica,endodoncias,2013-02-01,4,1,4,1,5
TARIJA,atencion odontologica,endodoncias,2013-02-01,384,490,384,490,874
TARVITA,atencion odontologica,endodoncias,2013-02-01,5,6,5,6,11
TEOPONTE,atencion odontologica,endodoncias,2013-02-01,7,21,7,21,28
TIAWANACU,atencion odontologica,endodoncias,2013-02-01,4,11,4,11,15
TINGUIPAYA,atencion odontologica,endodoncias,2013-02-01,0,1,0,1,1
TIQUIPAYA,atencion odontologica,endodoncias,2013-02-01,36,56,36,56,92
TIRAQUE (CBBA),atencion odontologica,endodoncias,2013-02-01,4,6,4,6,10
TOCO,atencion odontologica,endodoncias,2013-02-01,2,3,2,3,5
TOLATA,atencion odontologica,endodoncias,2013-02-01,5,5,5,5,10
TOLEDO,atencion odontologica,endodoncias,2013-02-01,3,2,3,2,5
TOMAVE,atencion odontologica,endodoncias,2013-02-01,1,9,1,9,10
TOMINA,atencion odontologica,endodoncias,2013-02-01,5,15,5,15,20
TORO TORO,atencion odontologica,endodoncias,2013-02-01,0,1,0,1,1
TOTORA(CBBA),atencion odontologica,endodoncias,2013-02-01,3,3,3,3,6
TOTORA(ORR),atencion odontologica,endodoncias,2013-02-01,2,0,2,0,2
TRINIDAD,atencion odontologica,endodoncias,2013-02-01,120,142,120,142,262
TUPIZA,atencion odontologica,endodoncias,2013-02-01,59,133,59,133,192
TURCO,atencion odontologica,endodoncias,2013-02-01,3,3,3,3,6
UMALA,atencion odontologica,endodoncias,2013-02-01,0,1,0,1,1
UNCIA,atencion odontologica,endodoncias,2013-02-01,9,6,9,6,15
URIONDO (A. CONCEPCION),atencion odontologica,endodoncias,2013-02-01,21,41,21,41,62
URUBICHA,atencion odontologica,endodoncias,2013-02-01,1,0,1,0,1
UYUNI,atencion odontologica,endodoncias,2013-02-01,10,23,10,23,33
VACAS,atencion odontologica,endodoncias,2013-02-01,3,8,3,8,11
VALLEGRANDE,atencion odontologica,endodoncias,2013-02-01,17,22,17,22,39
VIACHA,atencion odontologica,endodoncias,2013-02-01,16,10,16,10,26
VILLA CHARCAS,atencion odontologica,endodoncias,2013-02-01,0,2,0,2,2
VILLA MONTES,atencion odontologica,endodoncias,2013-02-01,38,86,38,86,124
VILLA RIVERO,atencion odontologica,endodoncias,2013-02-01,1,0,1,0,1
VILLA SERRANO,atencion odontologica,endodoncias,2013-02-01,5,6,5,6,11
VILLA TUNARI,atencion odontologica,endodoncias,2013-02-01,20,58,20,58,78
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncias,2013-02-01,5,5,5,5,10
VILLAZON,atencion odontologica,endodoncias,2013-02-01,57,60,57,60,117
VINTO,atencion odontologica,endodoncias,2013-02-01,22,25,22,25,47
VITICHI,atencion odontologica,endodoncias,2013-02-01,3,9,3,9,12
WALDO BALLIVIAN,atencion odontologica,endodoncias,2013-02-01,1,1,1,1,2
WARNES,atencion odontologica,endodoncias,2013-02-01,2,3,2,3,5
YACUIBA,atencion odontologica,endodoncias,2013-02-01,32,84,32,84,116
YAMPARAEZ,atencion odontologica,endodoncias,2013-02-01,6,1,6,1,7
YANACACHI,atencion odontologica,endodoncias,2013-02-01,1,1,1,1,2
YAPACANI,atencion odontologica,endodoncias,2013-02-01,6,26,6,26,32
YOTALA,atencion odontologica,endodoncias,2013-02-01,9,9,9,9,18
YUNCHARA,atencion odontologica,endodoncias,2013-02-01,7,12,7,12,19
ACACIO,atencion odontologica,endodoncias,2013-03-01,0,3,0,3,3
ACHACACHI,atencion odontologica,endodoncias,2013-03-01,20,28,20,28,48
ACHOCALLA,atencion odontologica,endodoncias,2013-03-01,6,5,6,5,11
AIQUILE,atencion odontologica,endodoncias,2013-03-01,16,24,16,24,40
ALALAY,atencion odontologica,endodoncias,2013-03-01,1,0,1,0,1
ALCALA,atencion odontologica,endodoncias,2013-03-01,6,5,6,5,11
ANDAMARCA,atencion odontologica,endodoncias,2013-03-01,1,3,1,3,4
ANTEQUERA,atencion odontologica,endodoncias,2013-03-01,4,3,4,3,7
APOLO,atencion odontologica,endodoncias,2013-03-01,0,3,0,3,3
ARAMPAMPA,atencion odontologica,endodoncias,2013-03-01,1,6,1,6,7
ARANI,atencion odontologica,endodoncias,2013-03-01,9,6,9,6,15
ARBIETO,atencion odontologica,endodoncias,2013-03-01,6,0,6,0,6
ARQUE,atencion odontologica,endodoncias,2013-03-01,2,3,2,3,5
ASCENCION DE GUARAYOS,atencion odontologica,endodoncias,2013-03-01,1,6,1,6,7
ATOCHA,atencion odontologica,endodoncias,2013-03-01,84,121,84,121,205
AYATA,atencion odontologica,endodoncias,2013-03-01,2,4,2,4,6
AYO AYO,atencion odontologica,endodoncias,2013-03-01,1,1,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncias,2013-03-01,25,53,25,53,78
AZURDUY,atencion odontologica,endodoncias,2013-03-01,1,8,1,8,9
BATALLAS,atencion odontologica,endodoncias,2013-03-01,0,1,0,1,1
BERMEJO,atencion odontologica,endodoncias,2013-03-01,79,65,79,65,144
BETANZOS,atencion odontologica,endodoncias,2013-03-01,4,10,4,10,14
BOLIVAR,atencion odontologica,endodoncias,2013-03-01,7,10,7,10,17
BUENA VISTA,atencion odontologica,endodoncias,2013-03-01,0,1,0,1,1
CABEZAS,atencion odontologica,endodoncias,2013-03-01,2,3,2,3,5
"CAIZA ""D""",atencion odontologica,endodoncias,2013-03-01,1,3,1,3,4
CAJUATA,atencion odontologica,endodoncias,2013-03-01,1,0,1,0,1
CALACOTO,atencion odontologica,endodoncias,2013-03-01,1,3,1,3,4
CALAMARCA,atencion odontologica,endodoncias,2013-03-01,14,26,14,26,40
CAMARGO,atencion odontologica,endodoncias,2013-03-01,6,18,6,18,24
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncias,2013-03-01,0,2,0,2,2
CAMIRI,atencion odontologica,endodoncias,2013-03-01,15,47,15,47,62
CAPINOTA,atencion odontologica,endodoncias,2013-03-01,16,32,16,32,48
CARACOLLO,atencion odontologica,endodoncias,2013-03-01,12,28,12,28,40
CARANAVI,atencion odontologica,endodoncias,2013-03-01,17,18,17,18,35
CARAPARI,atencion odontologica,endodoncias,2013-03-01,16,32,16,32,48
CARIPUYO,atencion odontologica,endodoncias,2013-03-01,4,0,4,0,4
CHALLAPATA,atencion odontologica,endodoncias,2013-03-01,7,25,7,25,32
CHAQUI,atencion odontologica,endodoncias,2013-03-01,0,2,0,2,2
CHARAGUA,atencion odontologica,endodoncias,2013-03-01,43,20,43,20,63
CHARAÑA,atencion odontologica,endodoncias,2013-03-01,0,1,0,1,1
CHIMORE,atencion odontologica,endodoncias,2013-03-01,9,26,9,26,35
CHOQUE COTA,atencion odontologica,endodoncias,2013-03-01,3,2,3,2,5
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncias,2013-03-01,7,8,7,8,15
CHUMA,atencion odontologica,endodoncias,2013-03-01,6,11,6,11,17
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncias,2013-03-01,1,4,1,4,5
CKOCHAS,atencion odontologica,endodoncias,2013-03-01,2,5,2,5,7
CLIZA,atencion odontologica,endodoncias,2013-03-01,6,12,6,12,18
COBIJA,atencion odontologica,endodoncias,2013-03-01,8,24,8,24,32
COCAPATA,atencion odontologica,endodoncias,2013-03-01,1,1,1,1,2
COCHABAMBA,atencion odontologica,endodoncias,2013-03-01,916,966,916,966,1882
COIPASA,atencion odontologica,endodoncias,2013-03-01,2,2,2,2,4
COLCAPIRHUA,atencion odontologica,endodoncias,2013-03-01,14,24,14,24,38
COLLANA,atencion odontologica,endodoncias,2013-03-01,0,5,0,5,5
COLOMI,atencion odontologica,endodoncias,2013-03-01,6,4,6,4,10
COLQUECHACA,atencion odontologica,endodoncias,2013-03-01,11,19,11,19,30
COLQUENCHA,atencion odontologica,endodoncias,2013-03-01,8,23,8,23,31
COLQUIRI,atencion odontologica,endodoncias,2013-03-01,5,8,5,8,13
COMARAPA,atencion odontologica,endodoncias,2013-03-01,12,11,12,11,23
CONCEPCION,atencion odontologica,endodoncias,2013-03-01,1,6,1,6,7
COPACABANA,atencion odontologica,endodoncias,2013-03-01,2,1,2,1,3
CORO CORO,atencion odontologica,endodoncias,2013-03-01,5,6,5,6,11
COROICO,atencion odontologica,endodoncias,2013-03-01,19,34,19,34,53
CORQUE,atencion odontologica,endodoncias,2013-03-01,1,1,1,1,2
COTAGAITA,atencion odontologica,endodoncias,2013-03-01,26,17,26,17,43
COTOCA,atencion odontologica,endodoncias,2013-03-01,3,5,3,5,8
CUATRO CAÑADAS,atencion odontologica,endodoncias,2013-03-01,2,4,2,4,6
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncias,2013-03-01,1,0,1,0,1
CUEVO,atencion odontologica,endodoncias,2013-03-01,0,4,0,4,4
CULPINA,atencion odontologica,endodoncias,2013-03-01,5,7,5,7,12
CURVA,atencion odontologica,endodoncias,2013-03-01,0,1,0,1,1
DESAGUADERO,atencion odontologica,endodoncias,2013-03-01,15,19,15,19,34
EL ALTO,atencion odontologica,endodoncias,2013-03-01,457,575,457,575,1032
EL PUENTE(STC),atencion odontologica,endodoncias,2013-03-01,0,1,0,1,1
EL PUENTE(TJA),atencion odontologica,endodoncias,2013-03-01,5,10,5,10,15
EL TORNO,atencion odontologica,endodoncias,2013-03-01,16,50,16,50,66
EL VILLAR,atencion odontologica,endodoncias,2013-03-01,3,2,3,2,5
ENTRE RIOS TRJ,atencion odontologica,endodoncias,2013-03-01,4,16,4,16,20
ENTRE RIOS CBBA,atencion odontologica,endodoncias,2013-03-01,4,7,4,7,11
ESCOMA,atencion odontologica,endodoncias,2013-03-01,3,2,3,2,5
EUCALIPTUS,atencion odontologica,endodoncias,2013-03-01,4,7,4,7,11
FERNANDEZ ALONSO,atencion odontologica,endodoncias,2013-03-01,4,5,4,5,9
FILADELFIA,atencion odontologica,endodoncias,2013-03-01,5,6,5,6,11
GENERAL SAAVEDRA,atencion odontologica,endodoncias,2013-03-01,1,4,1,4,5
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncias,2013-03-01,0,2,0,2,2
GUANAY,atencion odontologica,endodoncias,2013-03-01,5,9,5,9,14
GUAQUI,atencion odontologica,endodoncias,2013-03-01,4,5,4,5,9
GUAYARAMERIN,atencion odontologica,endodoncias,2013-03-01,3,2,3,2,5
HUACARETA,atencion odontologica,endodoncias,2013-03-01,3,6,3,6,9
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncias,2013-03-01,1,0,1,0,1
HUACHACALLA,atencion odontologica,endodoncias,2013-03-01,0,4,0,4,4
HUANUNI,atencion odontologica,endodoncias,2013-03-01,14,24,14,24,38
HUARACAJE,atencion odontologica,endodoncias,2013-03-01,2,1,2,1,3
HUARINA,atencion odontologica,endodoncias,2013-03-01,1,2,1,2,3
HUATAJATA,atencion odontologica,endodoncias,2013-03-01,0,23,0,23,23
HUAYLLAMARCA,atencion odontologica,endodoncias,2013-03-01,1,2,1,2,3
HUMANATA,atencion odontologica,endodoncias,2013-03-01,0,2,0,2,2
ICLA,atencion odontologica,endodoncias,2013-03-01,1,3,1,3,4
INCAHUASI,atencion odontologica,endodoncias,2013-03-01,3,4,3,4,7
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncias,2013-03-01,7,0,7,0,7
IXIAMAS,atencion odontologica,endodoncias,2013-03-01,0,1,0,1,1
JESUS DE MACHACA,atencion odontologica,endodoncias,2013-03-01,5,12,5,12,17
LA ASUNTA,atencion odontologica,endodoncias,2013-03-01,3,13,3,13,16
LA GUARDIA,atencion odontologica,endodoncias,2013-03-01,44,18,44,18,62
LA PAZ,atencion odontologica,endodoncias,2013-03-01,760,1077,760,1077,1837
LAGUNILLAS,atencion odontologica,endodoncias,2013-03-01,0,5,0,5,5
LAJA,atencion odontologica,endodoncias,2013-03-01,5,4,5,4,9
LAS CARRERAS,atencion odontologica,endodoncias,2013-03-01,4,3,4,3,7
LICOMA PAMPA,atencion odontologica,endodoncias,2013-03-01,1,3,1,3,4
LLALLAGUA,atencion odontologica,endodoncias,2013-03-01,24,50,24,50,74
LLICA,atencion odontologica,endodoncias,2013-03-01,1,0,1,0,1
LURIBAY,atencion odontologica,endodoncias,2013-03-01,0,1,0,1,1
MACHACAMARCA,atencion odontologica,endodoncias,2013-03-01,4,4,4,4,8
MACHARETI,atencion odontologica,endodoncias,2013-03-01,5,1,5,1,6
MAGDALENA,atencion odontologica,endodoncias,2013-03-01,2,6,2,6,8
MAIRANA,atencion odontologica,endodoncias,2013-03-01,0,4,0,4,4
MAPIRI,atencion odontologica,endodoncias,2013-03-01,0,2,0,2,2
MECAPACA,atencion odontologica,endodoncias,2013-03-01,1,4,1,4,5
MINEROS,atencion odontologica,endodoncias,2013-03-01,1,0,1,0,1
MIZQUE,atencion odontologica,endodoncias,2013-03-01,5,10,5,10,15
MOCOMOCO,atencion odontologica,endodoncias,2013-03-01,0,8,0,8,8
MOJOCOYA,atencion odontologica,endodoncias,2013-03-01,5,6,5,6,11
MONTEAGUDO,atencion odontologica,endodoncias,2013-03-01,9,38,9,38,47
MONTERO,atencion odontologica,endodoncias,2013-03-01,51,77,51,77,128
MOROCHATA,atencion odontologica,endodoncias,2013-03-01,1,4,1,4,5
OCURI,atencion odontologica,endodoncias,2013-03-01,1,6,1,6,7
OKINAWA,atencion odontologica,endodoncias,2013-03-01,2,3,2,3,5
OMEREQUE,atencion odontologica,endodoncias,2013-03-01,6,7,6,7,13
ORURO,atencion odontologica,endodoncias,2013-03-01,246,409,246,409,655
PADCAYA,atencion odontologica,endodoncias,2013-03-01,7,12,7,12,19
PADILLA,atencion odontologica,endodoncias,2013-03-01,1,5,1,5,6
PAILON,atencion odontologica,endodoncias,2013-03-01,4,10,4,10,14
PALCA,atencion odontologica,endodoncias,2013-03-01,0,1,0,1,1
PALOS BLANCOS,atencion odontologica,endodoncias,2013-03-01,6,12,6,12,18
PAMPA AULLAGAS,atencion odontologica,endodoncias,2013-03-01,2,2,2,2,4
PAMPA GRANDE,atencion odontologica,endodoncias,2013-03-01,0,2,0,2,2
PAPEL PAMPA,atencion odontologica,endodoncias,2013-03-01,2,4,2,4,6
PASORAPA,atencion odontologica,endodoncias,2013-03-01,1,0,1,0,1
PATACAMAYA,atencion odontologica,endodoncias,2013-03-01,10,14,10,14,24
PAZÑA,atencion odontologica,endodoncias,2013-03-01,11,10,11,10,21
PELECHUCO,atencion odontologica,endodoncias,2013-03-01,3,8,3,8,11
POCOATA,atencion odontologica,endodoncias,2013-03-01,1,0,1,0,1
POCONA,atencion odontologica,endodoncias,2013-03-01,2,4,2,4,6
POJO (CBBA),atencion odontologica,endodoncias,2013-03-01,10,19,10,19,29
POOPO,atencion odontologica,endodoncias,2013-03-01,26,4,26,4,30
PORCO,atencion odontologica,endodoncias,2013-03-01,8,8,8,8,16
POROMA,atencion odontologica,endodoncias,2013-03-01,6,8,6,8,14
PORTACHUELO,atencion odontologica,endodoncias,2013-03-01,6,5,6,5,11
PORVENIR,atencion odontologica,endodoncias,2013-03-01,3,1,3,1,4
POTOSI,atencion odontologica,endodoncias,2013-03-01,357,509,357,509,866
PRESTO,atencion odontologica,endodoncias,2013-03-01,2,4,2,4,6
PUERTO ACOSTA,atencion odontologica,endodoncias,2013-03-01,1,0,1,0,1
PUERTO CARABUCO,atencion odontologica,endodoncias,2013-03-01,5,7,5,7,12
PUERTO GONZALO MORENO,atencion odontologica,endodoncias,2013-03-01,3,4,3,4,7
PUERTO QUIJARRO,atencion odontologica,endodoncias,2013-03-01,0,1,0,1,1
