,group,variable,month,CONSULTAS NUEVAS DE 5 A 59 AÑOS CANTIDAD,CONSULTAS NUEVAS DE 5 A 59 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
TARACO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,44,58,44,58,102
TARATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,122,184,122,184,306
TARIJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,1997,3795,1997,3795,5792
TARVITA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,91,267,91,267,358
TEOPONTE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,39,35,39,35,74
TIAWANACU,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,133,77,133,77,210
TINGUIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,13,56,13,56,69
TIPUANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,22,42,22,42,64
TIQUIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,441,622,441,622,1063
TIRAQUE (CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,104,97,104,97,201
TOCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,38,84,38,84,122
TOLATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,86,109,86,109,195
TOLEDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,31,67,31,67,98
TOMAVE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,29,63,29,63,92
TOMINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,287,352,287,352,639
TORO TORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,89,202,89,202,291
TOTORA(CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,61,108,61,108,169
TOTORA(ORR),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,5,8,5,8,13
TRIGAL,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,18,9,18,9,27
TRINIDAD,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,637,1144,637,1144,1781
TUPIZA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,293,366,293,366,659
TURCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,7,11,7,11,18
UMALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,15,13,15,13,28
UNCIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,108,130,108,130,238
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,270,498,270,498,768
URUBICHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,16,36,16,36,52
UYUNI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,93,140,93,140,233
VACAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,64,84,64,84,148
VALLEGRANDE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,60,77,60,77,137
VIACHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,184,294,184,294,478
VILA VILA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,0,1,0,1,1
VILLA CHARCAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,28,70,28,70,98
VILLA MONTES,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,605,1075,605,1075,1680
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,32,81,32,81,113
VILLA RIVERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,0,2,0,2,2
VILLA SERRANO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,62,88,62,88,150
VILLA TUNARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,210,417,210,417,627
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,58,124,58,124,182
VILLAZON,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,202,352,202,352,554
VINTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,43,59,43,59,102
VITICHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,36,60,36,60,96
WALDO BALLIVIAN,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,3,8,3,8,11
WARNES,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,32,140,32,140,172
YACO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,23,28,23,28,51
YACUIBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,473,871,473,871,1344
YAMPARAEZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,11,91,11,91,102
YANACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,29,26,29,26,55
YAPACANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,43,75,43,75,118
YOTALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,41,165,41,165,206
YUNCHARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,83,164,83,164,247
ZUDAÑEZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-01-01,30,63,30,63,93
ACACIO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,9,30,9,30,39
ACHACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,152,364,152,364,516
ACHOCALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,48,107,48,107,155
AIQUILE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,30,72,30,72,102
ALALAY,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,4,6,4,6,10
ALCALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,26,61,26,61,87
ALTO BENI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,19,21,19,21,40
ANCORAIMES,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,22,26,22,26,48
ANDAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,23,21,23,21,44
ANTEQUERA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,34,33,34,33,67
ANZALDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,21,38,21,38,59
APOLO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,28,48,28,48,76
ARAMPAMPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,5,20,5,20,25
ARANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,99,83,99,83,182
ARBIETO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,15,48,15,48,63
ARQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,16,64,16,64,80
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,21,29,21,29,50
ATOCHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,256,279,256,279,535
AYATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,38,98,38,98,136
AYO AYO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,26,32,26,32,58
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,109,161,109,161,270
AZURDUY,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,16,48,16,48,64
BATALLAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,25,56,25,56,81
BAURES,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,9,18,9,18,27
BELEN DE ANDAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,4,3,4,3,7
BELEN DE URMIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,1,13,1,13,14
BELLA FLOR,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,17,25,17,25,42
BERMEJO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,215,431,215,431,646
BETANZOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,53,124,53,124,177
BOLIVAR,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,37,61,37,61,98
BOLPEBRA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,20,24,20,24,44
BOYUIBE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,14,31,14,31,45
BUENA VISTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,4,6,4,6,10
CABEZAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,107,148,107,148,255
CAIROMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,60,57,60,57,117
"CAIZA ""D""",atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,58,90,58,90,148
CAJUATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,26,24,26,24,50
CALACOTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,21,39,21,39,60
CALAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,77,191,77,191,268
CAMARGO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,73,203,73,203,276
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,9,49,9,49,58
CAMIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,104,253,104,253,357
CAPINOTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,90,114,90,114,204
CAQUIAVIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,19,76,19,76,95
CARACOLLO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,60,159,60,159,219
CARANAVI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,45,66,45,66,111
CARAPARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,177,319,177,319,496
CARIPUYO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,15,34,15,34,49
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,9,13,9,13,22
CATACORA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,13,20,13,20,33
CHACARILLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,1,1,1,1,2
CHALLAPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,96,204,96,204,300
CHAQUI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,3,19,3,19,22
CHARAGUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,67,188,67,188,255
CHARAÑA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,5,10,5,10,15
CHAYANTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,10,47,10,47,57
CHIMORE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,87,137,87,137,224
CHIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,7,2,7,2,9
CHOQUE COTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,14,17,14,17,31
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,36,98,36,98,134
CHUMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,127,140,127,140,267
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,7,31,7,31,38
CKOCHAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,10,15,10,15,25
CLIZA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,116,170,116,170,286
COBIJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,293,412,293,412,705
COCAPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,24,68,24,68,92
COCHABAMBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,1383,2820,1383,2820,4203
COIPASA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,16,22,16,22,38
COLCAPIRHUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,101,194,101,194,295
"COLCHA ""K""",atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,0,3,0,3,3
COLLANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,22,43,22,43,65
COLOMI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,168,209,168,209,377
COLPA BELGICA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,85,140,85,140,225
COLQUECHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,75,150,75,150,225
COLQUENCHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,48,28,48,28,76
COLQUIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,68,104,68,104,172
COMANCHE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,11,10,11,10,21
COMARAPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,52,123,52,123,175
COMBAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,5,17,5,17,22
CONCEPCION,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,4,5,4,5,9
COPACABANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,196,167,196,167,363
CORIPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,27,37,27,37,64
CORO CORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,40,38,40,38,78
COROICO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,59,87,59,87,146
CORQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,12,27,12,27,39
COTAGAITA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,209,200,209,200,409
COTOCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,6,54,6,54,60
CUATRO CAÑADAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,37,70,37,70,107
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,3,13,3,13,16
CUEVO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,18,48,18,48,66
CULPINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,51,111,51,111,162
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,4,2,4,2,6
CURVA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,2,28,2,28,30
DESAGUADERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,80,73,80,73,153
EL ALTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,3163,4679,3163,4679,7842
EL PUENTE(STC),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,14,23,14,23,37
EL PUENTE(TJA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,99,243,99,243,342
EL TORNO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,126,244,126,244,370
EL VILLAR,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,28,46,28,46,74
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,94,219,94,219,313
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,2,13,2,13,15
ESCOMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,40,27,40,27,67
EUCALIPTUS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,24,41,24,41,65
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,45,80,45,80,125
FILADELFIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,31,47,31,47,78
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,7,30,7,30,37
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,46,81,46,81,127
GUANAY,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,38,71,38,71,109
GUAQUI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,82,145,82,145,227
GUAYARAMERIN,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,137,590,137,590,727
GUTIERREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,25,63,25,63,88
HUACARETA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,45,29,45,29,74
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,14,45,14,45,59
HUACHACALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,15,16,15,16,31
HUANUNI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,67,73,67,73,140
HUARACAJE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,21,10,21,10,31
HUARINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,7,24,7,24,31
HUATAJATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,40,78,40,78,118
HUAYLLAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,57,86,57,86,143
HUMANATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,12,38,12,38,50
ICHOCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,14,26,14,26,40
ICLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,27,44,27,44,71
INCAHUASI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,31,105,31,105,136
INQUISIVI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,34,72,34,72,106
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,86,97,86,97,183
IXIAMAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,69,75,69,75,144
JESUS DE MACHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,31,113,31,113,144
LA ASUNTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,171,99,171,99,270
LA GUARDIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,154,261,154,261,415
LA PAZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,4256,6831,4256,6831,11087
LAGUNILLAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,9,67,9,67,76
LAJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,42,57,42,57,99
LAS CARRERAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,28,25,28,25,53
LICOMA PAMPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,13,30,13,30,43
LLALLAGUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,74,237,74,237,311
LLICA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,54,89,54,89,143
LORETO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,43,56,43,56,99
LURIBAY,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,11,23,11,23,34
MACHACAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,32,19,32,19,51
MACHARETI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,8,25,8,25,33
MAGDALENA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,100,160,100,160,260
MAIRANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,11,33,11,33,44
MALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,7,4,7,4,11
MAPIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,66,97,66,97,163
MECAPACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,69,74,69,74,143
MINEROS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,14,134,14,134,148
MIZQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,25,43,25,43,68
MOCOMOCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,61,99,61,99,160
MOJOCOYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,16,42,16,42,58
MONTEAGUDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,60,324,60,324,384
MONTERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,269,264,269,264,533
MORO MORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,9,9,9,9,18
MOROCHATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,17,40,17,40,57
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,22,21,22,21,43
OCURI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,23,23,23,23,46
OKINAWA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,0,20,0,20,20
OMEREQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,19,24,19,24,43
ORURO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,1102,1530,1102,1530,2632
PADCAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,79,87,79,87,166
PADILLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,57,139,57,139,196
PAILON,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,51,79,51,79,130
PALCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,30,54,30,54,84
PALOS BLANCOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,84,103,84,103,187
PAMPA AULLAGAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,13,32,13,32,45
PAMPA GRANDE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,2,27,2,27,29
PAPEL PAMPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,20,35,20,35,55
PASORAPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,15,13,15,13,28
PATACAMAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,58,214,58,214,272
PAZÑA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,21,44,21,44,65
PELECHUCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,22,47,22,47,69
POCOATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,21,29,21,29,50
POCONA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,84,112,84,112,196
POJO (CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-02-01,276,313,276,313,589
