,group,variable,month,CIRUGIA BUCAL MENOR CANTIDAD,CIRUGIA BUCAL MENOR CANTIDAD,TOTALES,TOTALES,TOTALES
ACHOCALLA,atencion odontologica,cirugia bucal menor,2013-02-01,12,24,12,24,36
AIQUILE,atencion odontologica,cirugia bucal menor,2013-02-01,4,13,4,13,17
ALALAY,atencion odontologica,cirugia bucal menor,2013-02-01,2,3,2,3,5
ALCALA,atencion odontologica,cirugia bucal menor,2013-02-01,11,26,11,26,37
ALTO BENI,atencion odontologica,cirugia bucal menor,2013-02-01,13,8,13,8,21
ANCORAIMES,atencion odontologica,cirugia bucal menor,2013-02-01,20,33,20,33,53
ANDAMARCA,atencion odontologica,cirugia bucal menor,2013-02-01,9,6,9,6,15
ANTEQUERA,atencion odontologica,cirugia bucal menor,2013-02-01,17,8,17,8,25
ANZALDO,atencion odontologica,cirugia bucal menor,2013-02-01,17,13,17,13,30
APOLO,atencion odontologica,cirugia bucal menor,2013-02-01,13,45,13,45,58
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2013-02-01,9,6,9,6,15
ARANI,atencion odontologica,cirugia bucal menor,2013-02-01,16,31,16,31,47
ARBIETO,atencion odontologica,cirugia bucal menor,2013-02-01,5,10,5,10,15
ARQUE,atencion odontologica,cirugia bucal menor,2013-02-01,6,26,6,26,32
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2013-02-01,15,24,15,24,39
ATOCHA,atencion odontologica,cirugia bucal menor,2013-02-01,66,67,66,67,133
AYATA,atencion odontologica,cirugia bucal menor,2013-02-01,20,40,20,40,60
AYO AYO,atencion odontologica,cirugia bucal menor,2013-02-01,23,15,23,15,38
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2013-02-01,41,53,41,53,94
AZURDUY,atencion odontologica,cirugia bucal menor,2013-02-01,5,58,5,58,63
BATALLAS,atencion odontologica,cirugia bucal menor,2013-02-01,41,46,41,46,87
BAURES,atencion odontologica,cirugia bucal menor,2013-02-01,3,7,3,7,10
BELEN DE ANDAMARCA,atencion odontologica,cirugia bucal menor,2013-02-01,7,1,7,1,8
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2013-02-01,1,9,1,9,10
BELLA FLOR,atencion odontologica,cirugia bucal menor,2013-02-01,2,5,2,5,7
BERMEJO,atencion odontologica,cirugia bucal menor,2013-02-01,83,143,83,143,226
BETANZOS,atencion odontologica,cirugia bucal menor,2013-02-01,31,42,31,42,73
BOLIVAR,atencion odontologica,cirugia bucal menor,2013-02-01,11,18,11,18,29
BOLPEBRA,atencion odontologica,cirugia bucal menor,2013-02-01,1,1,1,1,2
BOYUIBE,atencion odontologica,cirugia bucal menor,2013-02-01,9,16,9,16,25
BUENA VISTA,atencion odontologica,cirugia bucal menor,2013-02-01,2,5,2,5,7
CABEZAS,atencion odontologica,cirugia bucal menor,2013-02-01,57,37,57,37,94
CAIROMA,atencion odontologica,cirugia bucal menor,2013-02-01,32,31,32,31,63
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2013-02-01,16,38,16,38,54
CAJUATA,atencion odontologica,cirugia bucal menor,2013-02-01,21,31,21,31,52
CALACOTO,atencion odontologica,cirugia bucal menor,2013-02-01,10,17,10,17,27
CALAMARCA,atencion odontologica,cirugia bucal menor,2013-02-01,35,52,35,52,87
CAMARGO,atencion odontologica,cirugia bucal menor,2013-02-01,26,40,26,40,66
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2013-02-01,3,11,3,11,14
CAMIRI,atencion odontologica,cirugia bucal menor,2013-02-01,66,109,66,109,175
CAPINOTA,atencion odontologica,cirugia bucal menor,2013-02-01,21,27,21,27,48
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2013-02-01,11,44,11,44,55
CARACOLLO,atencion odontologica,cirugia bucal menor,2013-02-01,24,32,24,32,56
CARANAVI,atencion odontologica,cirugia bucal menor,2013-02-01,15,20,15,20,35
CARAPARI,atencion odontologica,cirugia bucal menor,2013-02-01,48,119,48,119,167
CARIPUYO,atencion odontologica,cirugia bucal menor,2013-02-01,10,16,10,16,26
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2013-02-01,4,8,4,8,12
CATACORA,atencion odontologica,cirugia bucal menor,2013-02-01,10,14,10,14,24
CHALLAPATA,atencion odontologica,cirugia bucal menor,2013-02-01,62,99,62,99,161
CHAQUI,atencion odontologica,cirugia bucal menor,2013-02-01,5,14,5,14,19
CHARAGUA,atencion odontologica,cirugia bucal menor,2013-02-01,65,164,65,164,229
CHARAÑA,atencion odontologica,cirugia bucal menor,2013-02-01,6,3,6,3,9
CHAYANTA,atencion odontologica,cirugia bucal menor,2013-02-01,5,21,5,21,26
CHIMORE,atencion odontologica,cirugia bucal menor,2013-02-01,35,61,35,61,96
CHIPAYA,atencion odontologica,cirugia bucal menor,2013-02-01,2,3,2,3,5
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2013-02-01,7,18,7,18,25
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2013-02-01,21,35,21,35,56
CHUMA,atencion odontologica,cirugia bucal menor,2013-02-01,60,78,60,78,138
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2013-02-01,1,9,1,9,10
CKOCHAS,atencion odontologica,cirugia bucal menor,2013-02-01,8,4,8,4,12
CLIZA,atencion odontologica,cirugia bucal menor,2013-02-01,22,36,22,36,58
COBIJA,atencion odontologica,cirugia bucal menor,2013-02-01,74,101,74,101,175
COCAPATA,atencion odontologica,cirugia bucal menor,2013-02-01,21,28,21,28,49
COCHABAMBA,atencion odontologica,cirugia bucal menor,2013-02-01,546,717,546,717,1263
COIPASA,atencion odontologica,cirugia bucal menor,2013-02-01,4,5,4,5,9
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2013-02-01,18,33,18,33,51
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2013-02-01,1,2,1,2,3
COLLANA,atencion odontologica,cirugia bucal menor,2013-02-01,20,15,20,15,35
COLOMI,atencion odontologica,cirugia bucal menor,2013-02-01,24,28,24,28,52
COLPA BELGICA,atencion odontologica,cirugia bucal menor,2013-02-01,3,25,3,25,28
COLQUECHACA,atencion odontologica,cirugia bucal menor,2013-02-01,53,80,53,80,133
COLQUENCHA,atencion odontologica,cirugia bucal menor,2013-02-01,25,13,25,13,38
COLQUIRI,atencion odontologica,cirugia bucal menor,2013-02-01,45,55,45,55,100
COMANCHE,atencion odontologica,cirugia bucal menor,2013-02-01,2,5,2,5,7
COMARAPA,atencion odontologica,cirugia bucal menor,2013-02-01,25,25,25,25,50
COMBAYA,atencion odontologica,cirugia bucal menor,2013-02-01,2,10,2,10,12
CONCEPCION,atencion odontologica,cirugia bucal menor,2013-02-01,18,12,18,12,30
COPACABANA,atencion odontologica,cirugia bucal menor,2013-02-01,35,38,35,38,73
CORIPATA,atencion odontologica,cirugia bucal menor,2013-02-01,15,24,15,24,39
CORO CORO,atencion odontologica,cirugia bucal menor,2013-02-01,16,22,16,22,38
COROICO,atencion odontologica,cirugia bucal menor,2013-02-01,21,38,21,38,59
CORQUE,atencion odontologica,cirugia bucal menor,2013-02-01,5,9,5,9,14
COTAGAITA,atencion odontologica,cirugia bucal menor,2013-02-01,37,64,37,64,101
COTOCA,atencion odontologica,cirugia bucal menor,2013-02-01,16,26,16,26,42
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2013-02-01,12,33,12,33,45
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2013-02-01,3,10,3,10,13
CUEVO,atencion odontologica,cirugia bucal menor,2013-02-01,6,10,6,10,16
CULPINA,atencion odontologica,cirugia bucal menor,2013-02-01,21,33,21,33,54
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2013-02-01,1,2,1,2,3
CURVA,atencion odontologica,cirugia bucal menor,2013-02-01,5,6,5,6,11
DESAGUADERO,atencion odontologica,cirugia bucal menor,2013-02-01,31,27,31,27,58
EL ALTO,atencion odontologica,cirugia bucal menor,2013-02-01,961,1280,961,1280,2241
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2013-02-01,9,11,9,11,20
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2013-02-01,45,79,45,79,124
EL TORNO,atencion odontologica,cirugia bucal menor,2013-02-01,54,110,54,110,164
EL VILLAR,atencion odontologica,cirugia bucal menor,2013-02-01,13,26,13,26,39
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2013-02-01,38,91,38,91,129
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2013-02-01,4,7,4,7,11
ESCOMA,atencion odontologica,cirugia bucal menor,2013-02-01,52,31,52,31,83
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2013-02-01,14,15,14,15,29
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2013-02-01,13,23,13,23,36
FILADELFIA,atencion odontologica,cirugia bucal menor,2013-02-01,10,12,10,12,22
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2013-02-01,5,10,5,10,15
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2013-02-01,35,47,35,47,82
GUANAY,atencion odontologica,cirugia bucal menor,2013-02-01,14,24,14,24,38
GUAQUI,atencion odontologica,cirugia bucal menor,2013-02-01,42,55,42,55,97
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2013-02-01,31,54,31,54,85
GUTIERREZ,atencion odontologica,cirugia bucal menor,2013-02-01,25,59,25,59,84
HUACARETA,atencion odontologica,cirugia bucal menor,2013-02-01,14,20,14,20,34
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2013-02-01,2,10,2,10,12
HUACHACALLA,atencion odontologica,cirugia bucal menor,2013-02-01,5,4,5,4,9
HUANUNI,atencion odontologica,cirugia bucal menor,2013-02-01,33,47,33,47,80
HUARACAJE,atencion odontologica,cirugia bucal menor,2013-02-01,12,9,12,9,21
HUARINA,atencion odontologica,cirugia bucal menor,2013-02-01,14,19,14,19,33
HUATAJATA,atencion odontologica,cirugia bucal menor,2013-02-01,4,14,4,14,18
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2013-02-01,31,24,31,24,55
HUMANATA,atencion odontologica,cirugia bucal menor,2013-02-01,12,43,12,43,55
ICHOCA,atencion odontologica,cirugia bucal menor,2013-02-01,13,9,13,9,22
ICLA,atencion odontologica,cirugia bucal menor,2013-02-01,8,27,8,27,35
INCAHUASI,atencion odontologica,cirugia bucal menor,2013-02-01,9,24,9,24,33
INQUISIVI,atencion odontologica,cirugia bucal menor,2013-02-01,31,57,31,57,88
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2013-02-01,37,34,37,34,71
IXIAMAS,atencion odontologica,cirugia bucal menor,2013-02-01,26,44,26,44,70
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2013-02-01,39,84,39,84,123
LA ASUNTA,atencion odontologica,cirugia bucal menor,2013-02-01,67,40,67,40,107
LA GUARDIA,atencion odontologica,cirugia bucal menor,2013-02-01,56,92,56,92,148
LA PAZ,atencion odontologica,cirugia bucal menor,2013-02-01,651,915,651,915,1566
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2013-02-01,9,13,9,13,22
LAJA,atencion odontologica,cirugia bucal menor,2013-02-01,46,73,46,73,119
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2013-02-01,7,8,7,8,15
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2013-02-01,3,10,3,10,13
LLALLAGUA,atencion odontologica,cirugia bucal menor,2013-02-01,30,58,30,58,88
LLICA,atencion odontologica,cirugia bucal menor,2013-02-01,19,35,19,35,54
LORETO,atencion odontologica,cirugia bucal menor,2013-02-01,0,2,0,2,2
LURIBAY,atencion odontologica,cirugia bucal menor,2013-02-01,9,11,9,11,20
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2013-02-01,8,3,8,3,11
MACHARETI,atencion odontologica,cirugia bucal menor,2013-02-01,2,8,2,8,10
MAGDALENA,atencion odontologica,cirugia bucal menor,2013-02-01,43,71,43,71,114
MAIRANA,atencion odontologica,cirugia bucal menor,2013-02-01,3,7,3,7,10
MALLA,atencion odontologica,cirugia bucal menor,2013-02-01,3,2,3,2,5
MAPIRI,atencion odontologica,cirugia bucal menor,2013-02-01,19,12,19,12,31
MECAPACA,atencion odontologica,cirugia bucal menor,2013-02-01,19,23,19,23,42
MINEROS,atencion odontologica,cirugia bucal menor,2013-02-01,3,7,3,7,10
MIZQUE,atencion odontologica,cirugia bucal menor,2013-02-01,12,18,12,18,30
MOCOMOCO,atencion odontologica,cirugia bucal menor,2013-02-01,50,58,50,58,108
MOJOCOYA,atencion odontologica,cirugia bucal menor,2013-02-01,9,20,9,20,29
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2013-02-01,40,38,40,38,78
MONTERO,atencion odontologica,cirugia bucal menor,2013-02-01,63,50,63,50,113
MORO MORO,atencion odontologica,cirugia bucal menor,2013-02-01,2,3,2,3,5
MOROCHATA,atencion odontologica,cirugia bucal menor,2013-02-01,8,23,8,23,31
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,cirugia bucal menor,2013-02-01,10,4,10,4,14
OCURI,atencion odontologica,cirugia bucal menor,2013-02-01,19,28,19,28,47
OKINAWA,atencion odontologica,cirugia bucal menor,2013-02-01,5,12,5,12,17
OMEREQUE,atencion odontologica,cirugia bucal menor,2013-02-01,9,10,9,10,19
ORURO,atencion odontologica,cirugia bucal menor,2013-02-01,273,390,273,390,663
PADCAYA,atencion odontologica,cirugia bucal menor,2013-02-01,32,29,32,29,61
PADILLA,atencion odontologica,cirugia bucal menor,2013-02-01,10,29,10,29,39
PAILON,atencion odontologica,cirugia bucal menor,2013-02-01,23,25,23,25,48
PALCA,atencion odontologica,cirugia bucal menor,2013-02-01,22,21,22,21,43
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2013-02-01,40,39,40,39,79
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2013-02-01,9,12,9,12,21
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2013-02-01,2,6,2,6,8
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2013-02-01,8,24,8,24,32
PASORAPA,atencion odontologica,cirugia bucal menor,2013-02-01,10,9,10,9,19
PATACAMAYA,atencion odontologica,cirugia bucal menor,2013-02-01,28,54,28,54,82
PAZÑA,atencion odontologica,cirugia bucal menor,2013-02-01,8,19,8,19,27
PELECHUCO,atencion odontologica,cirugia bucal menor,2013-02-01,22,24,22,24,46
POCOATA,atencion odontologica,cirugia bucal menor,2013-02-01,7,19,7,19,26
POCONA,atencion odontologica,cirugia bucal menor,2013-02-01,19,20,19,20,39
POJO (CBBA),atencion odontologica,cirugia bucal menor,2013-02-01,29,31,29,31,60
POOPO,atencion odontologica,cirugia bucal menor,2013-02-01,9,16,9,16,25
PORCO,atencion odontologica,cirugia bucal menor,2013-02-01,2,12,2,12,14
POROMA,atencion odontologica,cirugia bucal menor,2013-02-01,4,9,4,9,13
PORONGO,atencion odontologica,cirugia bucal menor,2013-02-01,1,1,1,1,2
PORTACHUELO,atencion odontologica,cirugia bucal menor,2013-02-01,29,39,29,39,68
PORVENIR,atencion odontologica,cirugia bucal menor,2013-02-01,17,11,17,11,28
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2013-02-01,6,10,6,10,16
POTOSI,atencion odontologica,cirugia bucal menor,2013-02-01,231,293,231,293,524
PRESTO,atencion odontologica,cirugia bucal menor,2013-02-01,10,18,10,18,28
PUCARA,atencion odontologica,cirugia bucal menor,2013-02-01,7,6,7,6,13
PUCARANI,atencion odontologica,cirugia bucal menor,2013-02-01,92,122,92,122,214
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2013-02-01,41,37,41,37,78
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2013-02-01,29,45,29,45,74
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2013-02-01,18,14,18,14,32
PUERTO PEREZ,atencion odontologica,cirugia bucal menor,2013-02-01,4,19,4,19,23
PUERTO QUIJARRO,atencion odontologica,cirugia bucal menor,2013-02-01,30,8,30,8,38
PUERTO RICO,atencion odontologica,cirugia bucal menor,2013-02-01,14,25,14,25,39
PUERTO SUAREZ,atencion odontologica,cirugia bucal menor,2013-02-01,0,8,0,8,8
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2013-02-01,26,23,26,23,49
PUNA,atencion odontologica,cirugia bucal menor,2013-02-01,13,23,13,23,36
PUNATA,atencion odontologica,cirugia bucal menor,2013-02-01,32,54,32,54,86
QUIABAYA,atencion odontologica,cirugia bucal menor,2013-02-01,11,29,11,29,40
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2013-02-01,105,120,105,120,225
QUIME,atencion odontologica,cirugia bucal menor,2013-02-01,72,108,72,108,180
RAVELO,atencion odontologica,cirugia bucal menor,2013-02-01,22,20,22,20,42
REYES,atencion odontologica,cirugia bucal menor,2013-02-01,48,54,48,54,102
RIBERALTA,atencion odontologica,cirugia bucal menor,2013-02-01,90,158,90,158,248
ROBORE,atencion odontologica,cirugia bucal menor,2013-02-01,17,8,17,8,25
RURRENABAQUE,atencion odontologica,cirugia bucal menor,2013-02-01,12,16,12,16,28
SABAYA,atencion odontologica,cirugia bucal menor,2013-02-01,22,14,22,14,36
SACABA,atencion odontologica,cirugia bucal menor,2013-02-01,51,71,51,71,122
SACABAMBA,atencion odontologica,cirugia bucal menor,2013-02-01,7,2,7,2,9
SACACA,atencion odontologica,cirugia bucal menor,2013-02-01,24,23,24,23,47
SAIPINA,atencion odontologica,cirugia bucal menor,2013-02-01,3,9,3,9,12
SALINAS DE GARCI MENDOZA,atencion odontologica,cirugia bucal menor,2013-02-01,18,13,18,13,31
SAMAIPATA,atencion odontologica,cirugia bucal menor,2013-02-01,2,9,2,9,11
SAN AGUSTIN,atencion odontologica,cirugia bucal menor,2013-02-01,3,7,3,7,10
SAN ANDRES,atencion odontologica,cirugia bucal menor,2013-02-01,13,19,13,19,32
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucal menor,2013-02-01,32,35,32,35,67
SAN ANTONIO DE LOMERIO,atencion odontologica,cirugia bucal menor,2013-02-01,6,23,6,23,29
SAN BENITO,atencion odontologica,cirugia bucal menor,2013-02-01,13,5,13,5,18
SAN BORJA,atencion odontologica,cirugia bucal menor,2013-02-01,16,18,16,18,34
SAN BUENA VENTURA,atencion odontologica,cirugia bucal menor,2013-02-01,9,20,9,20,29
SAN CARLOS,atencion odontologica,cirugia bucal menor,2013-02-01,17,27,17,27,44
SAN IGNACIO,atencion odontologica,cirugia bucal menor,2013-02-01,31,70,31,70,101
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucal menor,2013-02-01,25,30,25,30,55
SAN JAVIER(BNI),atencion odontologica,cirugia bucal menor,2013-02-01,4,5,4,5,9
SAN JAVIER(STC),atencion odontologica,cirugia bucal menor,2013-02-01,8,10,8,10,18
SAN JOAQUIN,atencion odontologica,cirugia bucal menor,2013-02-01,6,6,6,6,12
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucal menor,2013-02-01,10,27,10,27,37
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucal menor,2013-02-01,11,8,11,8,19
SAN JULIAN,atencion odontologica,cirugia bucal menor,2013-02-01,14,22,14,22,36
SAN LORENZO(PND),atencion odontologica,cirugia bucal menor,2013-02-01,0,2,0,2,2
SAN LORENZO(TJA),atencion odontologica,cirugia bucal menor,2013-02-01,55,110,55,110,165
SAN LUCAS,atencion odontologica,cirugia bucal menor,2013-02-01,24,72,24,72,96
SAN MATIAS,atencion odontologica,cirugia bucal menor,2013-02-01,27,21,27,21,48
SAN MIGUEL DE VELASCO,atencion odontologica,cirugia bucal menor,2013-02-01,11,34,11,34,45
SAN PEDRO,atencion odontologica,cirugia bucal menor,2013-02-01,18,56,18,56,74
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucal menor,2013-02-01,20,28,20,28,48
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucal menor,2013-02-01,18,16,18,16,34
SAN PEDRO DE QUEMES,atencion odontologica,cirugia bucal menor,2013-02-01,0,2,0,2,2
SAN PEDRO DE TIQUINA,atencion odontologica,cirugia bucal menor,2013-02-01,11,19,11,19,30
SAN RAFAEL,atencion odontologica,cirugia bucal menor,2013-02-01,8,7,8,7,15
SAN RAMON BENI,atencion odontologica,cirugia bucal menor,2013-02-01,14,19,14,19,33
SAN RAMON SCZ,atencion odontologica,cirugia bucal menor,2013-02-01,25,15,25,15,40
SANTA ANA,atencion odontologica,cirugia bucal menor,2013-02-01,37,48,37,48,85
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucal menor,2013-02-01,333,572,333,572,905
SANTA ROSA,atencion odontologica,cirugia bucal menor,2013-02-01,5,13,5,13,18
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucal menor,2013-02-01,34,55,34,55,89
SANTIAGO DE CALLAPA,atencion odontologica,cirugia bucal menor,2013-02-01,7,3,7,3,10
SANTIAGO DE HUARI,atencion odontologica,cirugia bucal menor,2013-02-01,25,22,25,22,47
SANTIAGO DE HUATA,atencion odontologica,cirugia bucal menor,2013-02-01,33,25,33,25,58
SANTIAGO DE MACHACA,atencion odontologica,cirugia bucal menor,2013-02-01,4,3,4,3,7
SANTIVAÑES,atencion odontologica,cirugia bucal menor,2013-02-01,5,12,5,12,17
SANTUARIO DE QUILLACAS,atencion odontologica,cirugia bucal menor,2013-02-01,4,7,4,7,11
SAPAHAQUI,atencion odontologica,cirugia bucal menor,2013-02-01,31,31,31,31,62
SENA,atencion odontologica,cirugia bucal menor,2013-02-01,16,32,16,32,48
SHINAOTA,atencion odontologica,cirugia bucal menor,2013-02-01,1,3,1,3,4
SICA SICA (VILLA AROMA),atencion odontologica,cirugia bucal menor,2013-02-01,33,52,33,52,85
SICAYA,atencion odontologica,cirugia bucal menor,2013-02-01,3,15,3,15,18
SIPE SIPE,atencion odontologica,cirugia bucal menor,2013-02-01,17,57,17,57,74
SOPACHUY,atencion odontologica,cirugia bucal menor,2013-02-01,14,23,14,23,37
SORACACHI,atencion odontologica,cirugia bucal menor,2013-02-01,6,15,6,15,21
SORATA,atencion odontologica,cirugia bucal menor,2013-02-01,13,20,13,20,33
SUCRE,atencion odontologica,cirugia bucal menor,2013-02-01,1053,1318,1053,1318,2371
TACACOMA,atencion odontologica,cirugia bucal menor,2013-02-01,33,46,33,46,79
TACOBAMBA,atencion odontologica,cirugia bucal menor,2013-02-01,6,3,6,3,9
