,group,variable,month,PERIODONCIAS CANTIDAD,PERIODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
MONTEAGUDO,atencion odontologica,periodoncias,2013-02-01,3,9,3,9,12
MONTERO,atencion odontologica,periodoncias,2013-02-01,24,39,24,39,63
MOROCHATA,atencion odontologica,periodoncias,2013-02-01,1,8,1,8,9
OKINAWA,atencion odontologica,periodoncias,2013-02-01,6,0,6,0,6
OMEREQUE,atencion odontologica,periodoncias,2013-02-01,2,0,2,0,2
ORURO,atencion odontologica,periodoncias,2013-02-01,130,177,130,177,307
PADCAYA,atencion odontologica,periodoncias,2013-02-01,3,4,3,4,7
PADILLA,atencion odontologica,periodoncias,2013-02-01,4,4,4,4,8
PAILON,atencion odontologica,periodoncias,2013-02-01,3,2,3,2,5
PALOS BLANCOS,atencion odontologica,periodoncias,2013-02-01,1,1,1,1,2
PAMPA AULLAGAS,atencion odontologica,periodoncias,2013-02-01,0,1,0,1,1
PAMPA GRANDE,atencion odontologica,periodoncias,2013-02-01,0,3,0,3,3
PAPEL PAMPA,atencion odontologica,periodoncias,2013-02-01,2,7,2,7,9
PATACAMAYA,atencion odontologica,periodoncias,2013-02-01,1,6,1,6,7
PELECHUCO,atencion odontologica,periodoncias,2013-02-01,0,2,0,2,2
POCOATA,atencion odontologica,periodoncias,2013-02-01,0,3,0,3,3
POCONA,atencion odontologica,periodoncias,2013-02-01,3,7,3,7,10
POJO (CBBA),atencion odontologica,periodoncias,2013-02-01,3,15,3,15,18
POOPO,atencion odontologica,periodoncias,2013-02-01,4,2,4,2,6
PORCO,atencion odontologica,periodoncias,2013-02-01,0,1,0,1,1
POROMA,atencion odontologica,periodoncias,2013-02-01,0,1,0,1,1
PORTACHUELO,atencion odontologica,periodoncias,2013-02-01,4,11,4,11,15
PORVENIR,atencion odontologica,periodoncias,2013-02-01,1,1,1,1,2
POSTRER VALLE,atencion odontologica,periodoncias,2013-02-01,0,1,0,1,1
POTOSI,atencion odontologica,periodoncias,2013-02-01,49,81,49,81,130
PRESTO,atencion odontologica,periodoncias,2013-02-01,1,27,1,27,28
PUCARA,atencion odontologica,periodoncias,2013-02-01,0,2,0,2,2
PUCARANI,atencion odontologica,periodoncias,2013-02-01,0,1,0,1,1
PUERTO ACOSTA,atencion odontologica,periodoncias,2013-02-01,0,2,0,2,2
PUERTO CARABUCO,atencion odontologica,periodoncias,2013-02-01,12,6,12,6,18
PUERTO GONZALO MORENO,atencion odontologica,periodoncias,2013-02-01,0,1,0,1,1
PUERTO RICO,atencion odontologica,periodoncias,2013-02-01,0,6,0,6,6
PUERTO SUAREZ,atencion odontologica,periodoncias,2013-02-01,3,10,3,10,13
PUERTO VILLARROEL,atencion odontologica,periodoncias,2013-02-01,15,52,15,52,67
PUNA,atencion odontologica,periodoncias,2013-02-01,1,0,1,0,1
PUNATA,atencion odontologica,periodoncias,2013-02-01,14,28,14,28,42
QUILLACOLLO,atencion odontologica,periodoncias,2013-02-01,26,72,26,72,98
QUIME,atencion odontologica,periodoncias,2013-02-01,16,2,16,2,18
REYES,atencion odontologica,periodoncias,2013-02-01,7,4,7,4,11
RIBERALTA,atencion odontologica,periodoncias,2013-02-01,11,74,11,74,85
ROBORE,atencion odontologica,periodoncias,2013-02-01,2,6,2,6,8
RURRENABAQUE,atencion odontologica,periodoncias,2013-02-01,3,4,3,4,7
SABAYA,atencion odontologica,periodoncias,2013-02-01,1,1,1,1,2
SACABA,atencion odontologica,periodoncias,2013-02-01,24,28,24,28,52
SACABAMBA,atencion odontologica,periodoncias,2013-02-01,1,2,1,2,3
SACACA,atencion odontologica,periodoncias,2013-02-01,0,1,0,1,1
SAIPINA,atencion odontologica,periodoncias,2013-02-01,0,1,0,1,1
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncias,2013-02-01,0,4,0,4,4
SAN ANDRES,atencion odontologica,periodoncias,2013-02-01,2,6,2,6,8
SAN ANDRES DE MACHACA,atencion odontologica,periodoncias,2013-02-01,4,11,4,11,15
SAN BENITO,atencion odontologica,periodoncias,2013-02-01,7,6,7,6,13
SAN BORJA,atencion odontologica,periodoncias,2013-02-01,19,25,19,25,44
SAN BUENA VENTURA,atencion odontologica,periodoncias,2013-02-01,10,5,10,5,15
SAN CARLOS,atencion odontologica,periodoncias,2013-02-01,8,11,8,11,19
SAN IGNACIO,atencion odontologica,periodoncias,2013-02-01,1,6,1,6,7
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncias,2013-02-01,1,2,1,2,3
SAN JAVIER(STC),atencion odontologica,periodoncias,2013-02-01,0,3,0,3,3
SAN JULIAN,atencion odontologica,periodoncias,2013-02-01,0,6,0,6,6
SAN LORENZO(PND),atencion odontologica,periodoncias,2013-02-01,0,3,0,3,3
SAN LORENZO(TJA),atencion odontologica,periodoncias,2013-02-01,2,9,2,9,11
SAN LUCAS,atencion odontologica,periodoncias,2013-02-01,1,6,1,6,7
SAN MATIAS,atencion odontologica,periodoncias,2013-02-01,0,2,0,2,2
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncias,2013-02-01,2,1,2,1,3
SAN PEDRO,atencion odontologica,periodoncias,2013-02-01,2,3,2,3,5
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncias,2013-02-01,1,2,1,2,3
SAN PEDRO DE CURAHUARA,atencion odontologica,periodoncias,2013-02-01,2,2,2,2,4
SAN PEDRO DE QUEMES,atencion odontologica,periodoncias,2013-02-01,0,8,0,8,8
SAN PEDRO DE TIQUINA,atencion odontologica,periodoncias,2013-02-01,1,1,1,1,2
SAN RAFAEL,atencion odontologica,periodoncias,2013-02-01,9,31,9,31,40
SAN RAMON SCZ,atencion odontologica,periodoncias,2013-02-01,10,25,10,25,35
SANTA ANA,atencion odontologica,periodoncias,2013-02-01,2,1,2,1,3
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncias,2013-02-01,384,714,384,714,1098
SANTA ROSA,atencion odontologica,periodoncias,2013-02-01,2,4,2,4,6
SANTA ROSA DEL SARA,atencion odontologica,periodoncias,2013-02-01,0,8,0,8,8
SANTIAGO DE HUARI,atencion odontologica,periodoncias,2013-02-01,0,2,0,2,2
SANTIAGO DE HUATA,atencion odontologica,periodoncias,2013-02-01,3,8,3,8,11
SANTIAGO DE MACHACA,atencion odontologica,periodoncias,2013-02-01,2,2,2,2,4
SANTIVAÑES,atencion odontologica,periodoncias,2013-02-01,1,5,1,5,6
SAPAHAQUI,atencion odontologica,periodoncias,2013-02-01,2,2,2,2,4
SHINAOTA,atencion odontologica,periodoncias,2013-02-01,0,11,0,11,11
SICA SICA (VILLA AROMA),atencion odontologica,periodoncias,2013-02-01,0,1,0,1,1
SICAYA,atencion odontologica,periodoncias,2013-02-01,0,3,0,3,3
SIPE SIPE,atencion odontologica,periodoncias,2013-02-01,4,22,4,22,26
SORATA,atencion odontologica,periodoncias,2013-02-01,1,6,1,6,7
SUCRE,atencion odontologica,periodoncias,2013-02-01,277,444,277,444,721
TACOPAYA,atencion odontologica,periodoncias,2013-02-01,1,0,1,0,1
TAPACARI,atencion odontologica,periodoncias,2013-02-01,1,4,1,4,5
TARABUCO,atencion odontologica,periodoncias,2013-02-01,4,5,4,5,9
TARATA,atencion odontologica,periodoncias,2013-02-01,3,9,3,9,12
TARIJA,atencion odontologica,periodoncias,2013-02-01,128,171,128,171,299
TARVITA,atencion odontologica,periodoncias,2013-02-01,5,13,5,13,18
TEOPONTE,atencion odontologica,periodoncias,2013-02-01,3,2,3,2,5
TIAWANACU,atencion odontologica,periodoncias,2013-02-01,2,2,2,2,4
TIQUIPAYA,atencion odontologica,periodoncias,2013-02-01,15,56,15,56,71
TIRAQUE (CBBA),atencion odontologica,periodoncias,2013-02-01,1,4,1,4,5
TOCO,atencion odontologica,periodoncias,2013-02-01,10,9,10,9,19
TOLATA,atencion odontologica,periodoncias,2013-02-01,16,33,16,33,49
TOLEDO,atencion odontologica,periodoncias,2013-02-01,2,2,2,2,4
TOMAVE,atencion odontologica,periodoncias,2013-02-01,0,1,0,1,1
TOMINA,atencion odontologica,periodoncias,2013-02-01,6,10,6,10,16
TORO TORO,atencion odontologica,periodoncias,2013-02-01,4,4,4,4,8
TOTORA(CBBA),atencion odontologica,periodoncias,2013-02-01,1,4,1,4,5
TRIGAL,atencion odontologica,periodoncias,2013-02-01,1,1,1,1,2
TRINIDAD,atencion odontologica,periodoncias,2013-02-01,54,114,54,114,168
TUPIZA,atencion odontologica,periodoncias,2013-02-01,13,25,13,25,38
UNCIA,atencion odontologica,periodoncias,2013-02-01,1,4,1,4,5
URIONDO (A. CONCEPCION),atencion odontologica,periodoncias,2013-02-01,4,13,4,13,17
URUBICHA,atencion odontologica,periodoncias,2013-02-01,17,23,17,23,40
UYUNI,atencion odontologica,periodoncias,2013-02-01,3,3,3,3,6
VACAS,atencion odontologica,periodoncias,2013-02-01,1,2,1,2,3
VIACHA,atencion odontologica,periodoncias,2013-02-01,27,32,27,32,59
VILA VILA,atencion odontologica,periodoncias,2013-02-01,0,2,0,2,2
VILLA CHARCAS,atencion odontologica,periodoncias,2013-02-01,0,2,0,2,2
VILLA MONTES,atencion odontologica,periodoncias,2013-02-01,26,131,26,131,157
VILLA RIVERO,atencion odontologica,periodoncias,2013-02-01,0,2,0,2,2
VILLA SERRANO,atencion odontologica,periodoncias,2013-02-01,0,1,0,1,1
VILLA TUNARI,atencion odontologica,periodoncias,2013-02-01,22,69,22,69,91
VILLAZON,atencion odontologica,periodoncias,2013-02-01,4,9,4,9,13
VINTO,atencion odontologica,periodoncias,2013-02-01,1,7,1,7,8
VITICHI,atencion odontologica,periodoncias,2013-02-01,3,0,3,0,3
WARNES,atencion odontologica,periodoncias,2013-02-01,5,7,5,7,12
YACUIBA,atencion odontologica,periodoncias,2013-02-01,51,118,51,118,169
YAMPARAEZ,atencion odontologica,periodoncias,2013-02-01,1,7,1,7,8
YANACACHI,atencion odontologica,periodoncias,2013-02-01,0,1,0,1,1
YAPACANI,atencion odontologica,periodoncias,2013-02-01,3,26,3,26,29
YOCALLA,atencion odontologica,periodoncias,2013-02-01,1,0,1,0,1
YOTALA,atencion odontologica,periodoncias,2013-02-01,1,2,1,2,3
YUNCHARA,atencion odontologica,periodoncias,2013-02-01,2,8,2,8,10
ZUDAÑEZ,atencion odontologica,periodoncias,2013-02-01,0,2,0,2,2
ACACIO,atencion odontologica,periodoncias,2013-03-01,0,2,0,2,2
ACHACACHI,atencion odontologica,periodoncias,2013-03-01,14,28,14,28,42
ACHOCALLA,atencion odontologica,periodoncias,2013-03-01,1,2,1,2,3
AIQUILE,atencion odontologica,periodoncias,2013-03-01,4,24,4,24,28
ALALAY,atencion odontologica,periodoncias,2013-03-01,0,1,0,1,1
ALCALA,atencion odontologica,periodoncias,2013-03-01,2,7,2,7,9
ANDAMARCA,atencion odontologica,periodoncias,2013-03-01,0,2,0,2,2
ANTEQUERA,atencion odontologica,periodoncias,2013-03-01,1,0,1,0,1
ANZALDO,atencion odontologica,periodoncias,2013-03-01,4,1,4,1,5
APOLO,atencion odontologica,periodoncias,2013-03-01,0,1,0,1,1
ARAMPAMPA,atencion odontologica,periodoncias,2013-03-01,0,6,0,6,6
ARANI,atencion odontologica,periodoncias,2013-03-01,3,12,3,12,15
ARBIETO,atencion odontologica,periodoncias,2013-03-01,5,15,5,15,20
ARQUE,atencion odontologica,periodoncias,2013-03-01,0,1,0,1,1
ASCENCION DE GUARAYOS,atencion odontologica,periodoncias,2013-03-01,2,18,2,18,20
ATOCHA,atencion odontologica,periodoncias,2013-03-01,34,22,34,22,56
AYATA,atencion odontologica,periodoncias,2013-03-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncias,2013-03-01,10,23,10,23,33
AZURDUY,atencion odontologica,periodoncias,2013-03-01,2,2,2,2,4
BAURES,atencion odontologica,periodoncias,2013-03-01,3,7,3,7,10
BELLA FLOR,atencion odontologica,periodoncias,2013-03-01,1,0,1,0,1
BERMEJO,atencion odontologica,periodoncias,2013-03-01,33,78,33,78,111
BETANZOS,atencion odontologica,periodoncias,2013-03-01,5,5,5,5,10
BOLIVAR,atencion odontologica,periodoncias,2013-03-01,1,2,1,2,3
BUENA VISTA,atencion odontologica,periodoncias,2013-03-01,0,1,0,1,1
CABEZAS,atencion odontologica,periodoncias,2013-03-01,15,34,15,34,49
CAJUATA,atencion odontologica,periodoncias,2013-03-01,0,1,0,1,1
CALACOTO,atencion odontologica,periodoncias,2013-03-01,0,1,0,1,1
CAMARGO,atencion odontologica,periodoncias,2013-03-01,2,8,2,8,10
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncias,2013-03-01,1,1,1,1,2
CAMIRI,atencion odontologica,periodoncias,2013-03-01,23,35,23,35,58
CAPINOTA,atencion odontologica,periodoncias,2013-03-01,17,20,17,20,37
CARACOLLO,atencion odontologica,periodoncias,2013-03-01,2,7,2,7,9
CARANAVI,atencion odontologica,periodoncias,2013-03-01,40,38,40,38,78
CARAPARI,atencion odontologica,periodoncias,2013-03-01,12,23,12,23,35
CARIPUYO,atencion odontologica,periodoncias,2013-03-01,0,1,0,1,1
CARMEN RIVERO TORREZ,atencion odontologica,periodoncias,2013-03-01,0,6,0,6,6
CHALLAPATA,atencion odontologica,periodoncias,2013-03-01,10,12,10,12,22
CHARAGUA,atencion odontologica,periodoncias,2013-03-01,5,18,5,18,23
CHAYANTA,atencion odontologica,periodoncias,2013-03-01,0,1,0,1,1
CHIMORE,atencion odontologica,periodoncias,2013-03-01,2,5,2,5,7
CHIPAYA,atencion odontologica,periodoncias,2013-03-01,1,1,1,1,2
CHOQUE COTA,atencion odontologica,periodoncias,2013-03-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncias,2013-03-01,0,2,0,2,2
CHUMA,atencion odontologica,periodoncias,2013-03-01,3,6,3,6,9
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,periodoncias,2013-03-01,0,4,0,4,4
CKOCHAS,atencion odontologica,periodoncias,2013-03-01,0,1,0,1,1
CLIZA,atencion odontologica,periodoncias,2013-03-01,5,16,5,16,21
COBIJA,atencion odontologica,periodoncias,2013-03-01,11,34,11,34,45
COCAPATA,atencion odontologica,periodoncias,2013-03-01,2,10,2,10,12
COCHABAMBA,atencion odontologica,periodoncias,2013-03-01,1658,2387,1658,2387,4045
COIPASA,atencion odontologica,periodoncias,2013-03-01,1,3,1,3,4
COLCAPIRHUA,atencion odontologica,periodoncias,2013-03-01,4,17,4,17,21
"COLCHA ""K""",atencion odontologica,periodoncias,2013-03-01,0,1,0,1,1
COLOMI,atencion odontologica,periodoncias,2013-03-01,1,7,1,7,8
COLPA BELGICA,atencion odontologica,periodoncias,2013-03-01,0,7,0,7,7
COLQUECHACA,atencion odontologica,periodoncias,2013-03-01,1,11,1,11,12
COLQUENCHA,atencion odontologica,periodoncias,2013-03-01,1,0,1,0,1
COMANCHE,atencion odontologica,periodoncias,2013-03-01,6,11,6,11,17
COMARAPA,atencion odontologica,periodoncias,2013-03-01,6,14,6,14,20
COMBAYA,atencion odontologica,periodoncias,2013-03-01,0,1,0,1,1
CONCEPCION,atencion odontologica,periodoncias,2013-03-01,3,6,3,6,9
COPACABANA,atencion odontologica,periodoncias,2013-03-01,0,2,0,2,2
CORO CORO,atencion odontologica,periodoncias,2013-03-01,1,0,1,0,1
COROICO,atencion odontologica,periodoncias,2013-03-01,2,1,2,1,3
COTAGAITA,atencion odontologica,periodoncias,2013-03-01,8,8,8,8,16
COTOCA,atencion odontologica,periodoncias,2013-03-01,3,18,3,18,21
CUATRO CAÑADAS,atencion odontologica,periodoncias,2013-03-01,3,3,3,3,6
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncias,2013-03-01,1,6,1,6,7
CUEVO,atencion odontologica,periodoncias,2013-03-01,0,3,0,3,3
CULPINA,atencion odontologica,periodoncias,2013-03-01,1,0,1,0,1
DESAGUADERO,atencion odontologica,periodoncias,2013-03-01,3,5,3,5,8
EL ALTO,atencion odontologica,periodoncias,2013-03-01,195,401,195,401,596
EL PUENTE(STC),atencion odontologica,periodoncias,2013-03-01,2,0,2,0,2
EL PUENTE(TJA),atencion odontologica,periodoncias,2013-03-01,2,7,2,7,9
EL TORNO,atencion odontologica,periodoncias,2013-03-01,22,32,22,32,54
EL VILLAR,atencion odontologica,periodoncias,2013-03-01,3,16,3,16,19
ENTRE RIOS TRJ,atencion odontologica,periodoncias,2013-03-01,3,12,3,12,15
ENTRE RIOS CBBA,atencion odontologica,periodoncias,2013-03-01,0,13,0,13,13
EUCALIPTUS,atencion odontologica,periodoncias,2013-03-01,2,0,2,0,2
FERNANDEZ ALONSO,atencion odontologica,periodoncias,2013-03-01,2,2,2,2,4
FILADELFIA,atencion odontologica,periodoncias,2013-03-01,5,2,5,2,7
GENERAL SAAVEDRA,atencion odontologica,periodoncias,2013-03-01,3,12,3,12,15
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,periodoncias,2013-03-01,3,4,3,4,7
GUANAY,atencion odontologica,periodoncias,2013-03-01,1,7,1,7,8
GUAQUI,atencion odontologica,periodoncias,2013-03-01,1,2,1,2,3
GUAYARAMERIN,atencion odontologica,periodoncias,2013-03-01,0,23,0,23,23
HUACARETA,atencion odontologica,periodoncias,2013-03-01,2,0,2,0,2
HUACHACALLA,atencion odontologica,periodoncias,2013-03-01,0,1,0,1,1
HUANUNI,atencion odontologica,periodoncias,2013-03-01,5,5,5,5,10
HUARACAJE,atencion odontologica,periodoncias,2013-03-01,0,7,0,7,7
HUARINA,atencion odontologica,periodoncias,2013-03-01,1,1,1,1,2
HUATAJATA,atencion odontologica,periodoncias,2013-03-01,6,9,6,9,15
HUAYLLAMARCA,atencion odontologica,periodoncias,2013-03-01,0,1,0,1,1
ICLA,atencion odontologica,periodoncias,2013-03-01,1,1,1,1,2
INCAHUASI,atencion odontologica,periodoncias,2013-03-01,0,2,0,2,2
INQUISIVI,atencion odontologica,periodoncias,2013-03-01,2,0,2,0,2
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncias,2013-03-01,1,0,1,0,1
IXIAMAS,atencion odontologica,periodoncias,2013-03-01,1,0,1,0,1
JESUS DE MACHACA,atencion odontologica,periodoncias,2013-03-01,0,5,0,5,5
LA ASUNTA,atencion odontologica,periodoncias,2013-03-01,2,5,2,5,7
LA GUARDIA,atencion odontologica,periodoncias,2013-03-01,5,39,5,39,44
LA PAZ,atencion odontologica,periodoncias,2013-03-01,389,687,389,687,1076
LAGUNILLAS,atencion odontologica,periodoncias,2013-03-01,0,5,0,5,5
LAJA,atencion odontologica,periodoncias,2013-03-01,1,0,1,0,1
LLALLAGUA,atencion odontologica,periodoncias,2013-03-01,8,20,8,20,28
MACHACAMARCA,atencion odontologica,periodoncias,2013-03-01,0,5,0,5,5
MAGDALENA,atencion odontologica,periodoncias,2013-03-01,3,4,3,4,7
MAIRANA,atencion odontologica,periodoncias,2013-03-01,1,3,1,3,4
MAPIRI,atencion odontologica,periodoncias,2013-03-01,0,1,0,1,1
MECAPACA,atencion odontologica,periodoncias,2013-03-01,2,15,2,15,17
MINEROS,atencion odontologica,periodoncias,2013-03-01,0,4,0,4,4
MIZQUE,atencion odontologica,periodoncias,2013-03-01,1,1,1,1,2
MOCOMOCO,atencion odontologica,periodoncias,2013-03-01,3,6,3,6,9
MONTEAGUDO,atencion odontologica,periodoncias,2013-03-01,1,14,1,14,15
MONTERO,atencion odontologica,periodoncias,2013-03-01,35,65,35,65,100
MORO MORO,atencion odontologica,periodoncias,2013-03-01,0,1,0,1,1
MOROCHATA,atencion odontologica,periodoncias,2013-03-01,0,13,0,13,13
OCURI,atencion odontologica,periodoncias,2013-03-01,1,0,1,0,1
OKINAWA,atencion odontologica,periodoncias,2013-03-01,2,1,2,1,3
OMEREQUE,atencion odontologica,periodoncias,2013-03-01,0,2,0,2,2
ORURO,atencion odontologica,periodoncias,2013-03-01,103,162,103,162,265
PADCAYA,atencion odontologica,periodoncias,2013-03-01,9,7,9,7,16
PADILLA,atencion odontologica,periodoncias,2013-03-01,1,3,1,3,4
PAILON,atencion odontologica,periodoncias,2013-03-01,2,6,2,6,8
PALCA,atencion odontologica,periodoncias,2013-03-01,0,2,0,2,2
PAMPA AULLAGAS,atencion odontologica,periodoncias,2013-03-01,0,2,0,2,2
PAMPA GRANDE,atencion odontologica,periodoncias,2013-03-01,0,1,0,1,1
PAPEL PAMPA,atencion odontologica,periodoncias,2013-03-01,3,2,3,2,5
PATACAMAYA,atencion odontologica,periodoncias,2013-03-01,2,3,2,3,5
PELECHUCO,atencion odontologica,periodoncias,2013-03-01,0,3,0,3,3
POCOATA,atencion odontologica,periodoncias,2013-03-01,1,3,1,3,4
POCONA,atencion odontologica,periodoncias,2013-03-01,3,8,3,8,11
POJO (CBBA),atencion odontologica,periodoncias,2013-03-01,1,21,1,21,22
POOPO,atencion odontologica,periodoncias,2013-03-01,2,1,2,1,3
PORCO,atencion odontologica,periodoncias,2013-03-01,1,2,1,2,3
POROMA,atencion odontologica,periodoncias,2013-03-01,2,2,2,2,4
PORTACHUELO,atencion odontologica,periodoncias,2013-03-01,4,5,4,5,9
PORVENIR,atencion odontologica,periodoncias,2013-03-01,4,1,4,1,5
POTOSI,atencion odontologica,periodoncias,2013-03-01,53,183,53,183,236
PRESTO,atencion odontologica,periodoncias,2013-03-01,0,1,0,1,1
PUCARANI,atencion odontologica,periodoncias,2013-03-01,0,1,0,1,1
PUERTO CARABUCO,atencion odontologica,periodoncias,2013-03-01,2,4,2,4,6
PUERTO QUIJARRO,atencion odontologica,periodoncias,2013-03-01,0,10,0,10,10
PUERTO RICO,atencion odontologica,periodoncias,2013-03-01,0,12,0,12,12
PUERTO SUAREZ,atencion odontologica,periodoncias,2013-03-01,0,14,0,14,14
PUERTO VILLARROEL,atencion odontologica,periodoncias,2013-03-01,0,75,0,75,75
PUNA,atencion odontologica,periodoncias,2013-03-01,1,3,1,3,4
PUNATA,atencion odontologica,periodoncias,2013-03-01,16,31,16,31,47
QUILLACOLLO,atencion odontologica,periodoncias,2013-03-01,27,140,27,140,167
QUIME,atencion odontologica,periodoncias,2013-03-01,19,4,19,4,23
QUIRUSILLAS,atencion odontologica,periodoncias,2013-03-01,2,1,2,1,3
REYES,atencion odontologica,periodoncias,2013-03-01,1,6,1,6,7
RIBERALTA,atencion odontologica,periodoncias,2013-03-01,18,80,18,80,98
ROBORE,atencion odontologica,periodoncias,2013-03-01,0,5,0,5,5
RURRENABAQUE,atencion odontologica,periodoncias,2013-03-01,4,5,4,5,9
SABAYA,atencion odontologica,periodoncias,2013-03-01,1,0,1,0,1
SACABA,atencion odontologica,periodoncias,2013-03-01,10,31,10,31,41
SACABAMBA,atencion odontologica,periodoncias,2013-03-01,1,3,1,3,4
SACACA,atencion odontologica,periodoncias,2013-03-01,1,1,1,1,2
SAIPINA,atencion odontologica,periodoncias,2013-03-01,1,0,1,0,1
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncias,2013-03-01,0,2,0,2,2
SAMAIPATA,atencion odontologica,periodoncias,2013-03-01,1,0,1,0,1
SAN AGUSTIN,atencion odontologica,periodoncias,2013-03-01,1,1,1,1,2
SAN ANDRES DE MACHACA,atencion odontologica,periodoncias,2013-03-01,13,13,13,13,26
SAN BENITO,atencion odontologica,periodoncias,2013-03-01,2,5,2,5,7
SAN BORJA,atencion odontologica,periodoncias,2013-03-01,19,17,19,17,36
SAN BUENA VENTURA,atencion odontologica,periodoncias,2013-03-01,10,7,10,7,17
SAN CARLOS,atencion odontologica,periodoncias,2013-03-01,25,15,25,15,40
SAN IGNACIO,atencion odontologica,periodoncias,2013-03-01,0,6,0,6,6
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncias,2013-03-01,1,4,1,4,5
SAN JAVIER(STC),atencion odontologica,periodoncias,2013-03-01,0,1,0,1,1
SAN JULIAN,atencion odontologica,periodoncias,2013-03-01,4,4,4,4,8
SAN LORENZO(PND),atencion odontologica,periodoncias,2013-03-01,0,6,0,6,6
SAN LORENZO(TJA),atencion odontologica,periodoncias,2013-03-01,2,8,2,8,10
SAN LUCAS,atencion odontologica,periodoncias,2013-03-01,2,9,2,9,11
SAN MATIAS,atencion odontologica,periodoncias,2013-03-01,3,1,3,1,4
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncias,2013-03-01,0,5,0,5,5
SAN PEDRO,atencion odontologica,periodoncias,2013-03-01,1,4,1,4,5
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncias,2013-03-01,1,4,1,4,5
SAN PEDRO DE CURAHUARA,atencion odontologica,periodoncias,2013-03-01,0,1,0,1,1
