,group,variable,month,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
VILA VILA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-01-01,0,1,0,1,1
VILLA MONTES,atencion odontologica,acciones preventivas dentro del establecimiento,2013-01-01,139,190,139,190,329
VILLA NUEVA (LOMA ALTA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-01-01,17,18,17,18,35
VILLA SERRANO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-01-01,22,25,22,25,47
VILLA TUNARI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-01-01,153,318,153,318,471
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-01-01,46,22,46,22,68
VILLAZON,atencion odontologica,acciones preventivas dentro del establecimiento,2013-01-01,93,107,93,107,200
VINTO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-01-01,34,66,34,66,100
VITICHI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-01-01,3,5,3,5,8
WARNES,atencion odontologica,acciones preventivas dentro del establecimiento,2013-01-01,36,84,36,84,120
YACO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-01-01,0,1,0,1,1
YACUIBA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-01-01,154,278,154,278,432
YAMPARAEZ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-01-01,46,53,46,53,99
YANACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-01-01,13,2,13,2,15
YAPACANI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-01-01,24,36,24,36,60
YOTALA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-01-01,57,114,57,114,171
YUNCHARA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-01-01,25,39,25,39,64
ACACIO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,8,6,8,6,14
ACHACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,130,134,130,134,264
ACHOCALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,35,44,35,44,79
AIQUILE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,24,58,24,58,82
ALALAY,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,0,9,0,9,9
ALCALA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,5,5,5,5,10
ALTO BENI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,9,12,9,12,21
ANCORAIMES,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,9,1,9,1,10
ANDAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,2,3,2,3,5
ANTEQUERA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,1,0,1,0,1
ANZALDO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,27,29,27,29,56
APOLO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,23,43,23,43,66
ARAMPAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,15,4,15,4,19
ARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,60,48,60,48,108
ARBIETO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,44,30,44,30,74
ARQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,1,12,1,12,13
ASCENCION DE GUARAYOS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,7,4,7,4,11
ATOCHA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,33,37,33,37,70
AYATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,9,16,9,16,25
AYO AYO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,2,17,2,17,19
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,200,248,200,248,448
AZURDUY,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,21,8,21,8,29
BATALLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,5,12,5,12,17
BELEN DE ANDAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,2,2,2,2,4
BELEN DE URMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,2,3,2,3,5
BELLA FLOR,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,4,5,4,5,9
BERMEJO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,62,122,62,122,184
BETANZOS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,31,40,31,40,71
BOLIVAR,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,3,7,3,7,10
BOLPEBRA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,2,5,2,5,7
BUENA VISTA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,1,1,1,1,2
CABEZAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,54,50,54,50,104
CAIROMA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,36,27,36,27,63
"CAIZA ""D""",atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,11,12,11,12,23
CAJUATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,58,43,58,43,101
CALACOTO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,5,0,5,0,5
CALAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,78,109,78,109,187
CAMARGO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,4,55,4,55,59
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,0,4,0,4,4
CAMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,86,110,86,110,196
CAPINOTA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,179,206,179,206,385
CAQUIAVIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,4,3,4,3,7
CARACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,11,51,11,51,62
CARANAVI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,43,64,43,64,107
CARAPARI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,19,23,19,23,42
CARIPUYO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,9,16,9,16,25
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,22,39,22,39,61
CATACORA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,0,2,0,2,2
CHALLAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,54,69,54,69,123
CHAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,7,5,7,5,12
CHARAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,13,9,13,9,22
CHAYANTA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,0,2,0,2,2
CHIMORE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,45,79,45,79,124
CHIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,0,3,0,3,3
CHOQUE COTA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,17,56,17,56,73
CHUMA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,11,3,11,3,14
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,3,5,3,5,8
CKOCHAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,0,6,0,6,6
CLIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,119,145,119,145,264
COBIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,363,467,363,467,830
COCAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,18,44,18,44,62
COCHABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,3423,4243,3423,4243,7666
COIPASA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,3,5,3,5,8
COLCAPIRHUA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,80,100,80,100,180
COLLANA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,2,5,2,5,7
COLOMI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,64,104,64,104,168
COLPA BELGICA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,153,198,153,198,351
COLQUECHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,21,19,21,19,40
COLQUIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,4,2,4,2,6
COMANCHE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,1,1,1,1,2
COMARAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,93,109,93,109,202
CONCEPCION,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,5,4,5,4,9
COPACABANA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,38,44,38,44,82
CORIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,7,3,7,3,10
CORO CORO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,11,11,11,11,22
COROICO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,1,0,1,0,1
CORQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,12,4,12,4,16
COTAGAITA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,34,43,34,43,77
COTOCA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,9,40,9,40,49
CUATRO CAÑADAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,35,39,35,39,74
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,0,1,0,1,1
CUEVO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,6,4,6,4,10
CULPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,10,20,10,20,30
CURVA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,20,24,20,24,44
DESAGUADERO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,22,19,22,19,41
EL ALTO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,1437,1869,1437,1869,3306
EL PUENTE(STC),atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,2,2,2,2,4
EL PUENTE(TJA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,3,2,3,2,5
EL TORNO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,64,65,64,65,129
EL VILLAR,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,22,43,22,43,65
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,17,21,17,21,38
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,161,181,161,181,342
ESCOMA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,0,1,0,1,1
EUCALIPTUS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,6,8,6,8,14
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,19,13,19,13,32
FILADELFIA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,8,6,8,6,14
GENERAL SAAVEDRA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,0,3,0,3,3
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,8,3,8,3,11
GUANAY,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,42,42,42,42,84
GUAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,10,25,10,25,35
GUAYARAMERIN,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,159,279,159,279,438
GUTIERREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,25,16,25,16,41
HUACARETA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,5,4,5,4,9
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,4,12,4,12,16
HUACHACALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,1,0,1,0,1
HUANUNI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,81,93,81,93,174
HUARACAJE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,19,30,19,30,49
HUATAJATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,10,30,10,30,40
HUAYLLAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,19,13,19,13,32
ICLA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,65,86,65,86,151
INCAHUASI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,7,8,7,8,15
INQUISIVI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,3,2,3,2,5
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,17,22,17,22,39
IXIAMAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,33,30,33,30,63
JESUS DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,11,11,11,11,22
LA ASUNTA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,24,22,24,22,46
LA GUARDIA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,239,226,239,226,465
LA PAZ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,2006,2360,2006,2360,4366
LAGUNILLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,28,32,28,32,60
LAJA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,110,53,110,53,163
LAS CARRERAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,4,5,4,5,9
LLALLAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,76,85,76,85,161
LLICA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,1,1,1,1,2
LURIBAY,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,11,12,11,12,23
MACHACAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,11,4,11,4,15
MAGDALENA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,6,17,6,17,23
MAIRANA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,5,2,5,2,7
MALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,0,1,0,1,1
MAPIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,32,62,32,62,94
MECAPACA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,1,10,1,10,11
MINEROS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,7,4,7,4,11
MIZQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,20,38,20,38,58
MOCOMOCO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,4,8,4,8,12
MOJOCOYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,2,3,2,3,5
MONTEAGUDO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,39,98,39,98,137
MONTERO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,121,107,121,107,228
MORO MORO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-02-01,10,9,10,9,19
