,group,variable,month,CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
TOMAVE,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,24,18,24,18,42
TOMINA,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,106,133,106,133,239
TORO TORO,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,1,9,1,9,10
TOTORA(CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,33,21,33,21,54
TOTORA(ORR),atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,1,5,1,5,6
TRIGAL,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,16,6,16,6,22
TRINIDAD,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,173,134,173,134,307
TUPIZA,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,74,82,74,82,156
TURCO,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,10,8,10,8,18
UMALA,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,64,67,64,67,131
UNCIA,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,37,28,37,28,65
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,40,48,40,48,88
URUBICHA,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,7,7,7,7,14
UYUNI,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,23,33,23,33,56
VACAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,15,32,15,32,47
VALLEGRANDE,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,126,112,126,112,238
VIACHA,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,267,242,267,242,509
VILA VILA,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,16,12,16,12,28
VILLA CHARCAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,5,1,5,1,6
VILLA MONTES,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,53,42,53,42,95
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,27,35,27,35,62
VILLA SERRANO,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,130,108,130,108,238
VILLA TUNARI,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,216,198,216,198,414
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,123,68,123,68,191
VILLAZON,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,173,92,173,92,265
VINTO,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,91,128,91,128,219
VITICHI,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,12,7,12,7,19
WALDO BALLIVIAN,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,0,2,0,2,2
WARNES,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,101,50,101,50,151
YACO,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,4,2,4,2,6
YACUIBA,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,20,15,20,15,35
YAMPARAEZ,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,71,94,71,94,165
YANACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,17,10,17,10,27
YAPACANI,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,45,76,45,76,121
YOTALA,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,56,76,56,76,132
YUNCHARA,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,11,12,11,12,23
ZUDAÑEZ,atencion odontologica,consultas nuevas menores de 5 anos,2013-01-01,16,7,16,7,23
ACACIO,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,6,15,6,15,21
ACHACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,202,185,202,185,387
ACHOCALLA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,71,70,71,70,141
AIQUILE,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,21,30,21,30,51
ALALAY,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,2,8,2,8,10
ALCALA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,29,37,29,37,66
ALTO BENI,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,16,11,16,11,27
ANCORAIMES,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,9,8,9,8,17
ANDAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,2,2,2,2,4
ANTEQUERA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,10,12,10,12,22
ANZALDO,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,16,22,16,22,38
APOLO,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,38,33,38,33,71
ARAMPAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,20,0,20,0,20
ARANI,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,98,63,98,63,161
ARBIETO,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,104,51,104,51,155
ARQUE,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,8,37,8,37,45
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,11,17,11,17,28
ATOCHA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,25,26,25,26,51
AYATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,21,13,21,13,34
AYO AYO,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,6,12,6,12,18
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,71,44,71,44,115
AZURDUY,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,33,18,33,18,51
BATALLAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,15,26,15,26,41
BELEN DE ANDAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,1,0,1,0,1
BELEN DE URMIRI,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,2,4,2,4,6
BELLA FLOR,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,16,11,16,11,27
BERMEJO,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,8,11,8,11,19
BETANZOS,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,34,26,34,26,60
BOLIVAR,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,13,17,13,17,30
BOLPEBRA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,3,17,3,17,20
BOYUIBE,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,11,5,11,5,16
BUENA VISTA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,5,0,5,0,5
CABEZAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,60,37,60,37,97
CAIROMA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,2,6,2,6,8
"CAIZA ""D""",atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,34,30,34,30,64
CAJUATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,100,73,100,73,173
CALACOTO,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,11,9,11,9,20
CALAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,111,134,111,134,245
CAMARGO,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,65,137,65,137,202
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,14,11,14,11,25
CAMIRI,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,281,342,281,342,623
CAPINOTA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,64,84,64,84,148
CAQUIAVIRI,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,13,1,13,1,14
CARACOLLO,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,18,26,18,26,44
CARANAVI,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,70,60,70,60,130
CARAPARI,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,6,9,6,9,15
CARIPUYO,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,16,5,16,5,21
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,10,12,10,12,22
CATACORA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,3,2,3,2,5
CHACARILLA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,2,3,2,3,5
CHALLAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,128,137,128,137,265
CHAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,11,3,11,3,14
CHARAGUA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,55,49,55,49,104
CHAYANTA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,2,11,2,11,13
CHIMORE,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,8,118,8,118,126
CHIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,0,5,0,5,5
CHOQUE COTA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,1,5,1,5,6
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,53,52,53,52,105
CHUMA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,17,19,17,19,36
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,1,7,1,7,8
CKOCHAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,11,18,11,18,29
CLIZA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,47,45,47,45,92
COBIJA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,283,269,283,269,552
COCAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,32,37,32,37,69
COCHABAMBA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,1657,1775,1657,1775,3432
COIPASA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,8,4,8,4,12
COLCAPIRHUA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,170,210,170,210,380
"COLCHA ""K""",atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,8,0,8,0,8
COLLANA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,17,16,17,16,33
COLOMI,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,81,97,81,97,178
COLPA BELGICA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,36,41,36,41,77
COLQUECHACA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,46,50,46,50,96
COLQUENCHA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,4,4,4,4,8
COLQUIRI,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,32,30,32,30,62
COMANCHE,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,9,2,9,2,11
COMARAPA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,39,44,39,44,83
COMBAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,2,1,2,1,3
CONCEPCION,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,1,2,1,2,3
COPACABANA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,59,58,59,58,117
CORIPATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,18,23,18,23,41
CORO CORO,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,12,13,12,13,25
COROICO,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,12,16,12,16,28
CORQUE,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,15,11,15,11,26
COTAGAITA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,23,18,23,18,41
COTOCA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,6,20,6,20,26
CUATRO CAÑADAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,47,53,47,53,100
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,1,1,1,1,2
CUEVO,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,11,8,11,8,19
CULPINA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,37,58,37,58,95
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,2,7,2,7,9
CURVA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,35,24,35,24,59
DESAGUADERO,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,22,25,22,25,47
EL ALTO,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,2297,2429,2297,2429,4726
EL PUENTE(STC),atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,5,5,5,5,10
EL PUENTE(TJA),atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,4,3,4,3,7
EL TORNO,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,74,74,74,74,148
EL VILLAR,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,30,39,30,39,69
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,31,29,31,29,60
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,130,87,130,87,217
ESCOMA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,4,1,4,1,5
EUCALIPTUS,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,7,9,7,9,16
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,28,24,28,24,52
FILADELFIA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,12,7,12,7,19
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,15,15,15,15,30
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,7,25,7,25,32
GUANAY,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,44,36,44,36,80
GUAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,9,12,9,12,21
GUAYARAMERIN,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,26,37,26,37,63
GUTIERREZ,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,61,69,61,69,130
HUACARETA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,8,9,8,9,17
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,7,16,7,16,23
HUACHACALLA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,5,2,5,2,7
HUANUNI,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,16,15,16,15,31
HUARACAJE,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,13,20,13,20,33
HUARINA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,4,5,4,5,9
HUATAJATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,16,17,16,17,33
HUAYLLAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,20,8,20,8,28
HUMANATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,0,2,0,2,2
ICHOCA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,31,37,31,37,68
ICLA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,99,115,99,115,214
INCAHUASI,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,24,20,24,20,44
INQUISIVI,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,16,21,16,21,37
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,26,41,26,41,67
IXIAMAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,17,12,17,12,29
JESUS DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,29,20,29,20,49
LA ASUNTA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,32,34,32,34,66
LA GUARDIA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,183,175,183,175,358
LA PAZ,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,3437,3331,3437,3331,6768
LAGUNILLAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,14,16,14,16,30
LAJA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,160,94,160,94,254
LAS CARRERAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,2,4,2,4,6
LICOMA PAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,5,9,5,9,14
LLALLAGUA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,206,174,206,174,380
LLICA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,7,3,7,3,10
LORETO,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,7,10,7,10,17
LURIBAY,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,17,11,17,11,28
MACHACAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,7,7,7,7,14
MACHARETI,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,10,13,10,13,23
MAGDALENA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,6,4,6,4,10
MAIRANA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,21,17,21,17,38
MALLA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,0,1,0,1,1
MAPIRI,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,25,45,25,45,70
MECAPACA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,17,14,17,14,31
MINEROS,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,45,40,45,40,85
MIZQUE,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,58,42,58,42,100
MOCOMOCO,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,28,11,28,11,39
MOJOCOYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,1,4,1,4,5
MONTEAGUDO,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,62,61,62,61,123
MONTERO,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,266,241,266,241,507
MORO MORO,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,24,23,24,23,47
MOROCHATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,55,65,55,65,120
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,3,1,3,1,4
OCURI,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,0,3,0,3,3
OKINAWA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,4,10,4,10,14
OMEREQUE,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,2,11,2,11,13
ORURO,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,695,788,695,788,1483
PADCAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,7,0,7,0,7
PADILLA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,21,46,21,46,67
PAILON,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,79,59,79,59,138
PALCA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,31,67,31,67,98
PALOS BLANCOS,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,54,60,54,60,114
PAMPA AULLAGAS,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,15,13,15,13,28
PAMPA GRANDE,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,14,25,14,25,39
PAPEL PAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,12,32,12,32,44
PASORAPA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,4,7,4,7,11
PATACAMAYA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,120,121,120,121,241
PAZÑA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,16,17,16,17,33
PELECHUCO,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,40,40,40,40,80
POCOATA,atencion odontologica,consultas nuevas menores de 5 anos,2013-02-01,8,10,8,10,18
