,group,variable,month,PRIMERA CONSULTA CANTIDAD,PRIMERA CONSULTA CANTIDAD,TOTALES,TOTALES,TOTALES
"CAIZA ""D""",atencion odontologica,primera consulta,2013-02-01,65,88,65,88,153
CAJUATA,atencion odontologica,primera consulta,2013-02-01,81,129,81,129,210
CALACOTO,atencion odontologica,primera consulta,2013-02-01,20,43,20,43,63
CALAMARCA,atencion odontologica,primera consulta,2013-02-01,111,200,111,200,311
CAMARGO,atencion odontologica,primera consulta,2013-02-01,91,163,91,163,254
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2013-02-01,18,33,18,33,51
CAMIRI,atencion odontologica,primera consulta,2013-02-01,318,465,318,465,783
CAPINOTA,atencion odontologica,primera consulta,2013-02-01,290,107,290,107,397
CAQUIAVIRI,atencion odontologica,primera consulta,2013-02-01,17,27,17,27,44
CARACOLLO,atencion odontologica,primera consulta,2013-02-01,61,87,61,87,148
CARANAVI,atencion odontologica,primera consulta,2013-02-01,112,73,112,73,185
CARAPARI,atencion odontologica,primera consulta,2013-02-01,110,157,110,157,267
CARIPUYO,atencion odontologica,primera consulta,2013-02-01,21,29,21,29,50
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2013-02-01,13,20,13,20,33
CATACORA,atencion odontologica,primera consulta,2013-02-01,7,11,7,11,18
CHACARILLA,atencion odontologica,primera consulta,2013-02-01,5,6,5,6,11
CHALLAPATA,atencion odontologica,primera consulta,2013-02-01,105,189,105,189,294
CHAQUI,atencion odontologica,primera consulta,2013-02-01,12,18,12,18,30
CHARAGUA,atencion odontologica,primera consulta,2013-02-01,89,212,89,212,301
CHARAÑA,atencion odontologica,primera consulta,2013-02-01,8,10,8,10,18
CHAYANTA,atencion odontologica,primera consulta,2013-02-01,10,23,10,23,33
CHIMORE,atencion odontologica,primera consulta,2013-02-01,86,130,86,130,216
CHIPAYA,atencion odontologica,primera consulta,2013-02-01,6,15,6,15,21
CHOQUE COTA,atencion odontologica,primera consulta,2013-02-01,12,13,12,13,25
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2013-02-01,32,45,32,45,77
CHUMA,atencion odontologica,primera consulta,2013-02-01,82,91,82,91,173
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2013-02-01,7,38,7,38,45
CKOCHAS,atencion odontologica,primera consulta,2013-02-01,9,10,9,10,19
CLIZA,atencion odontologica,primera consulta,2013-02-01,45,67,45,67,112
COBIJA,atencion odontologica,primera consulta,2013-02-01,294,380,294,380,674
COCAPATA,atencion odontologica,primera consulta,2013-02-01,27,78,27,78,105
COCHABAMBA,atencion odontologica,primera consulta,2013-02-01,1762,2555,1762,2555,4317
COIPASA,atencion odontologica,primera consulta,2013-02-01,4,5,4,5,9
COLCAPIRHUA,atencion odontologica,primera consulta,2013-02-01,54,82,54,82,136
"COLCHA ""K""",atencion odontologica,primera consulta,2013-02-01,11,3,11,3,14
COLLANA,atencion odontologica,primera consulta,2013-02-01,29,43,29,43,72
COLOMI,atencion odontologica,primera consulta,2013-02-01,116,168,116,168,284
COLPA BELGICA,atencion odontologica,primera consulta,2013-02-01,6,16,6,16,22
COLQUECHACA,atencion odontologica,primera consulta,2013-02-01,77,94,77,94,171
COLQUENCHA,atencion odontologica,primera consulta,2013-02-01,30,14,30,14,44
COLQUIRI,atencion odontologica,primera consulta,2013-02-01,56,60,56,60,116
COMANCHE,atencion odontologica,primera consulta,2013-02-01,8,7,8,7,15
COMARAPA,atencion odontologica,primera consulta,2013-02-01,74,138,74,138,212
COMBAYA,atencion odontologica,primera consulta,2013-02-01,7,20,7,20,27
CONCEPCION,atencion odontologica,primera consulta,2013-02-01,72,162,72,162,234
COPACABANA,atencion odontologica,primera consulta,2013-02-01,159,149,159,149,308
CORIPATA,atencion odontologica,primera consulta,2013-02-01,43,39,43,39,82
CORO CORO,atencion odontologica,primera consulta,2013-02-01,51,49,51,49,100
CORQUE,atencion odontologica,primera consulta,2013-02-01,13,11,13,11,24
COTAGAITA,atencion odontologica,primera consulta,2013-02-01,106,130,106,130,236
COTOCA,atencion odontologica,primera consulta,2013-02-01,12,78,12,78,90
CUATRO CAÑADAS,atencion odontologica,primera consulta,2013-02-01,62,102,62,102,164
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2013-02-01,3,4,3,4,7
CUEVO,atencion odontologica,primera consulta,2013-02-01,28,54,28,54,82
CULPINA,atencion odontologica,primera consulta,2013-02-01,68,117,68,117,185
CURAHUARA DE CARANGAS,atencion odontologica,primera consulta,2013-02-01,5,10,5,10,15
CURVA,atencion odontologica,primera consulta,2013-02-01,7,11,7,11,18
DESAGUADERO,atencion odontologica,primera consulta,2013-02-01,127,134,127,134,261
EL ALTO,atencion odontologica,primera consulta,2013-02-01,1669,2257,1669,2257,3926
EL PUENTE(STC),atencion odontologica,primera consulta,2013-02-01,14,23,14,23,37
EL PUENTE(TJA),atencion odontologica,primera consulta,2013-02-01,61,112,61,112,173
EL TORNO,atencion odontologica,primera consulta,2013-02-01,146,264,146,264,410
EL VILLAR,atencion odontologica,primera consulta,2013-02-01,68,108,68,108,176
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2013-02-01,74,150,74,150,224
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2013-02-01,26,58,26,58,84
ESCOMA,atencion odontologica,primera consulta,2013-02-01,55,37,55,37,92
EUCALIPTUS,atencion odontologica,primera consulta,2013-02-01,19,25,19,25,44
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2013-02-01,35,51,35,51,86
FILADELFIA,atencion odontologica,primera consulta,2013-02-01,18,22,18,22,40
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2013-02-01,15,33,15,33,48
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2013-02-01,44,70,44,70,114
GUANAY,atencion odontologica,primera consulta,2013-02-01,70,88,70,88,158
GUAQUI,atencion odontologica,primera consulta,2013-02-01,71,104,71,104,175
GUAYARAMERIN,atencion odontologica,primera consulta,2013-02-01,258,664,258,664,922
GUTIERREZ,atencion odontologica,primera consulta,2013-02-01,99,153,99,153,252
HUACARETA,atencion odontologica,primera consulta,2013-02-01,36,41,36,41,77
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2013-02-01,8,20,8,20,28
HUACHACALLA,atencion odontologica,primera consulta,2013-02-01,20,13,20,13,33
HUANUNI,atencion odontologica,primera consulta,2013-02-01,74,96,74,96,170
HUARACAJE,atencion odontologica,primera consulta,2013-02-01,14,19,14,19,33
HUARINA,atencion odontologica,primera consulta,2013-02-01,21,42,21,42,63
HUATAJATA,atencion odontologica,primera consulta,2013-02-01,51,90,51,90,141
HUAYLLAMARCA,atencion odontologica,primera consulta,2013-02-01,49,58,49,58,107
HUMANATA,atencion odontologica,primera consulta,2013-02-01,3,3,3,3,6
ICHOCA,atencion odontologica,primera consulta,2013-02-01,22,38,22,38,60
ICLA,atencion odontologica,primera consulta,2013-02-01,42,72,42,72,114
INCAHUASI,atencion odontologica,primera consulta,2013-02-01,27,55,27,55,82
INQUISIVI,atencion odontologica,primera consulta,2013-02-01,45,74,45,74,119
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2013-02-01,60,65,60,65,125
IXIAMAS,atencion odontologica,primera consulta,2013-02-01,35,44,35,44,79
JESUS DE MACHACA,atencion odontologica,primera consulta,2013-02-01,69,131,69,131,200
LA ASUNTA,atencion odontologica,primera consulta,2013-02-01,126,96,126,96,222
LA GUARDIA,atencion odontologica,primera consulta,2013-02-01,289,410,289,410,699
LA PAZ,atencion odontologica,primera consulta,2013-02-01,3778,4648,3778,4648,8426
LAGUNILLAS,atencion odontologica,primera consulta,2013-02-01,36,58,36,58,94
LAJA,atencion odontologica,primera consulta,2013-02-01,102,114,102,114,216
LAS CARRERAS,atencion odontologica,primera consulta,2013-02-01,24,23,24,23,47
LICOMA PAMPA,atencion odontologica,primera consulta,2013-02-01,9,25,9,25,34
LLALLAGUA,atencion odontologica,primera consulta,2013-02-01,81,159,81,159,240
LLICA,atencion odontologica,primera consulta,2013-02-01,23,39,23,39,62
LORETO,atencion odontologica,primera consulta,2013-02-01,50,66,50,66,116
LURIBAY,atencion odontologica,primera consulta,2013-02-01,13,13,13,13,26
MACHACAMARCA,atencion odontologica,primera consulta,2013-02-01,9,10,9,10,19
MACHARETI,atencion odontologica,primera consulta,2013-02-01,9,16,9,16,25
MAGDALENA,atencion odontologica,primera consulta,2013-02-01,36,60,36,60,96
MAIRANA,atencion odontologica,primera consulta,2013-02-01,18,40,18,40,58
MALLA,atencion odontologica,primera consulta,2013-02-01,5,2,5,2,7
MAPIRI,atencion odontologica,primera consulta,2013-02-01,74,88,74,88,162
MECAPACA,atencion odontologica,primera consulta,2013-02-01,79,116,79,116,195
MINEROS,atencion odontologica,primera consulta,2013-02-01,23,45,23,45,68
MIZQUE,atencion odontologica,primera consulta,2013-02-01,21,38,21,38,59
MOCOMOCO,atencion odontologica,primera consulta,2013-02-01,63,97,63,97,160
MOJOCOYA,atencion odontologica,primera consulta,2013-02-01,10,39,10,39,49
MONTEAGUDO,atencion odontologica,primera consulta,2013-02-01,49,105,49,105,154
MONTERO,atencion odontologica,primera consulta,2013-02-01,377,399,377,399,776
MORO MORO,atencion odontologica,primera consulta,2013-02-01,27,35,27,35,62
MOROCHATA,atencion odontologica,primera consulta,2013-02-01,42,74,42,74,116
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,primera consulta,2013-02-01,20,12,20,12,32
OCURI,atencion odontologica,primera consulta,2013-02-01,23,37,23,37,60
OKINAWA,atencion odontologica,primera consulta,2013-02-01,12,31,12,31,43
OMEREQUE,atencion odontologica,primera consulta,2013-02-01,3,7,3,7,10
ORURO,atencion odontologica,primera consulta,2013-02-01,583,1024,583,1024,1607
PADCAYA,atencion odontologica,primera consulta,2013-02-01,39,37,39,37,76
PADILLA,atencion odontologica,primera consulta,2013-02-01,81,142,81,142,223
PAILON,atencion odontologica,primera consulta,2013-02-01,83,80,83,80,163
PALCA,atencion odontologica,primera consulta,2013-02-01,36,59,36,59,95
PALOS BLANCOS,atencion odontologica,primera consulta,2013-02-01,83,125,83,125,208
PAMPA AULLAGAS,atencion odontologica,primera consulta,2013-02-01,12,18,12,18,30
PAMPA GRANDE,atencion odontologica,primera consulta,2013-02-01,9,18,9,18,27
PAPEL PAMPA,atencion odontologica,primera consulta,2013-02-01,16,33,16,33,49
PASORAPA,atencion odontologica,primera consulta,2013-02-01,4,4,4,4,8
PATACAMAYA,atencion odontologica,primera consulta,2013-02-01,99,128,99,128,227
PAZÑA,atencion odontologica,primera consulta,2013-02-01,10,15,10,15,25
PELECHUCO,atencion odontologica,primera consulta,2013-02-01,31,33,31,33,64
POCOATA,atencion odontologica,primera consulta,2013-02-01,17,35,17,35,52
POCONA,atencion odontologica,primera consulta,2013-02-01,89,118,89,118,207
POJO (CBBA),atencion odontologica,primera consulta,2013-02-01,138,146,138,146,284
POOPO,atencion odontologica,primera consulta,2013-02-01,29,31,29,31,60
PORCO,atencion odontologica,primera consulta,2013-02-01,29,55,29,55,84
POROMA,atencion odontologica,primera consulta,2013-02-01,30,46,30,46,76
PORONGO,atencion odontologica,primera consulta,2013-02-01,218,182,218,182,400
PORTACHUELO,atencion odontologica,primera consulta,2013-02-01,324,65,324,65,389
PORVENIR,atencion odontologica,primera consulta,2013-02-01,69,84,69,84,153
POSTRER VALLE,atencion odontologica,primera consulta,2013-02-01,11,17,11,17,28
POTOSI,atencion odontologica,primera consulta,2013-02-01,321,494,321,494,815
PRESTO,atencion odontologica,primera consulta,2013-02-01,57,89,57,89,146
PUCARA,atencion odontologica,primera consulta,2013-02-01,42,39,42,39,81
PUCARANI,atencion odontologica,primera consulta,2013-02-01,120,153,120,153,273
PUERTO ACOSTA,atencion odontologica,primera consulta,2013-02-01,3,1,3,1,4
PUERTO CARABUCO,atencion odontologica,primera consulta,2013-02-01,63,75,63,75,138
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2013-02-01,76,74,76,74,150
PUERTO PEREZ,atencion odontologica,primera consulta,2013-02-01,20,29,20,29,49
PUERTO QUIJARRO,atencion odontologica,primera consulta,2013-02-01,102,41,102,41,143
PUERTO RICO,atencion odontologica,primera consulta,2013-02-01,62,65,62,65,127
PUERTO SUAREZ,atencion odontologica,primera consulta,2013-02-01,8,22,8,22,30
PUERTO VILLARROEL,atencion odontologica,primera consulta,2013-02-01,270,280,270,280,550
PUNA,atencion odontologica,primera consulta,2013-02-01,38,53,38,53,91
PUNATA,atencion odontologica,primera consulta,2013-02-01,139,190,139,190,329
QUIABAYA,atencion odontologica,primera consulta,2013-02-01,42,45,42,45,87
QUILLACOLLO,atencion odontologica,primera consulta,2013-02-01,335,440,335,440,775
QUIME,atencion odontologica,primera consulta,2013-02-01,45,38,45,38,83
RAVELO,atencion odontologica,primera consulta,2013-02-01,22,38,22,38,60
REYES,atencion odontologica,primera consulta,2013-02-01,31,46,31,46,77
RIBERALTA,atencion odontologica,primera consulta,2013-02-01,186,494,186,494,680
ROBORE,atencion odontologica,primera consulta,2013-02-01,93,123,93,123,216
RURRENABAQUE,atencion odontologica,primera consulta,2013-02-01,38,71,38,71,109
SABAYA,atencion odontologica,primera consulta,2013-02-01,32,26,32,26,58
SACABA,atencion odontologica,primera consulta,2013-02-01,278,352,278,352,630
SACABAMBA,atencion odontologica,primera consulta,2013-02-01,15,15,15,15,30
SACACA,atencion odontologica,primera consulta,2013-02-01,68,84,68,84,152
SAIPINA,atencion odontologica,primera consulta,2013-02-01,14,29,14,29,43
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2013-02-01,47,49,47,49,96
SAMAIPATA,atencion odontologica,primera consulta,2013-02-01,29,49,29,49,78
SAN AGUSTIN,atencion odontologica,primera consulta,2013-02-01,1,2,1,2,3
SAN ANDRES,atencion odontologica,primera consulta,2013-02-01,9,18,9,18,27
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2013-02-01,57,58,57,58,115
SAN ANTONIO DE ESMORUCO,atencion odontologica,primera consulta,2013-02-01,4,7,4,7,11
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2013-02-01,10,28,10,28,38
SAN BENITO,atencion odontologica,primera consulta,2013-02-01,29,27,29,27,56
SAN BORJA,atencion odontologica,primera consulta,2013-02-01,131,173,131,173,304
SAN BUENA VENTURA,atencion odontologica,primera consulta,2013-02-01,42,60,42,60,102
SAN CARLOS,atencion odontologica,primera consulta,2013-02-01,77,119,77,119,196
SAN IGNACIO,atencion odontologica,primera consulta,2013-02-01,140,192,140,192,332
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2013-02-01,829,384,829,384,1213
SAN JAVIER(STC),atencion odontologica,primera consulta,2013-02-01,46,47,46,47,93
SAN JOAQUIN,atencion odontologica,primera consulta,2013-02-01,14,25,14,25,39
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2013-02-01,37,59,37,59,96
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2013-02-01,16,24,16,24,40
SAN JULIAN,atencion odontologica,primera consulta,2013-02-01,43,70,43,70,113
SAN LORENZO(PND),atencion odontologica,primera consulta,2013-02-01,18,17,18,17,35
SAN LORENZO(TJA),atencion odontologica,primera consulta,2013-02-01,111,193,111,193,304
SAN LUCAS,atencion odontologica,primera consulta,2013-02-01,82,120,82,120,202
SAN MATIAS,atencion odontologica,primera consulta,2013-02-01,33,37,33,37,70
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2013-02-01,36,60,36,60,96
SAN PABLO DE LIPEZ,atencion odontologica,primera consulta,2013-02-01,4,8,4,8,12
SAN PEDRO,atencion odontologica,primera consulta,2013-02-01,41,65,41,65,106
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2013-02-01,32,53,32,53,85
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2013-02-01,70,85,70,85,155
SAN PEDRO DE QUEMES,atencion odontologica,primera consulta,2013-02-01,9,22,9,22,31
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2013-02-01,12,29,12,29,41
SAN RAFAEL,atencion odontologica,primera consulta,2013-02-01,9,31,9,31,40
SAN RAMON BENI,atencion odontologica,primera consulta,2013-02-01,65,94,65,94,159
SAN RAMON SCZ,atencion odontologica,primera consulta,2013-02-01,85,116,85,116,201
SANTA ANA,atencion odontologica,primera consulta,2013-02-01,35,54,35,54,89
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2013-02-01,2905,4210,2905,4210,7115
SANTA ROSA,atencion odontologica,primera consulta,2013-02-01,29,36,29,36,65
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2013-02-01,67,101,67,101,168
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2013-02-01,9,8,9,8,17
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2013-02-01,58,71,58,71,129
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2013-02-01,55,64,55,64,119
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2013-02-01,35,72,35,72,107
SANTIVAÑES,atencion odontologica,primera consulta,2013-02-01,5,9,5,9,14
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2013-02-01,22,18,22,18,40
SAPAHAQUI,atencion odontologica,primera consulta,2013-02-01,41,48,41,48,89
SENA,atencion odontologica,primera consulta,2013-02-01,24,46,24,46,70
SHINAOTA,atencion odontologica,primera consulta,2013-02-01,14,40,14,40,54
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2013-02-01,90,124,90,124,214
SICAYA,atencion odontologica,primera consulta,2013-02-01,28,38,28,38,66
SIPE SIPE,atencion odontologica,primera consulta,2013-02-01,92,188,92,188,280
SOPACHUY,atencion odontologica,primera consulta,2013-02-01,43,90,43,90,133
SORACACHI,atencion odontologica,primera consulta,2013-02-01,19,27,19,27,46
SORATA,atencion odontologica,primera consulta,2013-02-01,30,39,30,39,69
SUCRE,atencion odontologica,primera consulta,2013-02-01,2234,3162,2234,3162,5396
TACACOMA,atencion odontologica,primera consulta,2013-02-01,45,66,45,66,111
TACOBAMBA,atencion odontologica,primera consulta,2013-02-01,12,5,12,5,17
TACOPAYA,atencion odontologica,primera consulta,2013-02-01,37,64,37,64,101
TAHUA,atencion odontologica,primera consulta,2013-02-01,10,8,10,8,18
TAPACARI,atencion odontologica,primera consulta,2013-02-01,55,101,55,101,156
TARABUCO,atencion odontologica,primera consulta,2013-02-01,101,152,101,152,253
TARACO,atencion odontologica,primera consulta,2013-02-01,48,65,48,65,113
TARATA,atencion odontologica,primera consulta,2013-02-01,72,76,72,76,148
TARIJA,atencion odontologica,primera consulta,2013-02-01,967,1289,967,1289,2256
TARVITA,atencion odontologica,primera consulta,2013-02-01,106,175,106,175,281
TEOPONTE,atencion odontologica,primera consulta,2013-02-01,89,120,89,120,209
TIAWANACU,atencion odontologica,primera consulta,2013-02-01,79,121,79,121,200
