,group,variable,month,RESTAURACIONES CANTIDAD,RESTAURACIONES CANTIDAD,TOTALES,TOTALES,TOTALES
CARANAVI,atencion odontologica,restauraciones,2011-02-01,127,205,127,205,332
CARAPARI,atencion odontologica,restauraciones,2011-02-01,83,136,83,136,219
CARIPUYO,atencion odontologica,restauraciones,2011-02-01,5,13,5,13,18
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2011-02-01,5,8,5,8,13
CATACORA,atencion odontologica,restauraciones,2011-02-01,10,24,10,24,34
CHALLAPATA,atencion odontologica,restauraciones,2011-02-01,56,171,56,171,227
CHAQUI,atencion odontologica,restauraciones,2011-02-01,3,6,3,6,9
CHARAGUA,atencion odontologica,restauraciones,2011-02-01,40,126,40,126,166
CHARAÑA,atencion odontologica,restauraciones,2011-02-01,2,2,2,2,4
CHAYANTA,atencion odontologica,restauraciones,2011-02-01,17,36,17,36,53
CHIMORE,atencion odontologica,restauraciones,2011-02-01,34,96,34,96,130
CHOQUE COTA,atencion odontologica,restauraciones,2011-02-01,17,12,17,12,29
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2011-02-01,64,113,64,113,177
CHUMA,atencion odontologica,restauraciones,2011-02-01,28,39,28,39,67
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2011-02-01,15,19,15,19,34
CKOCHAS,atencion odontologica,restauraciones,2011-02-01,3,15,3,15,18
CLIZA,atencion odontologica,restauraciones,2011-02-01,91,226,91,226,317
COBIJA,atencion odontologica,restauraciones,2011-02-01,160,242,160,242,402
COCAPATA,atencion odontologica,restauraciones,2011-02-01,3,0,3,0,3
COCHABAMBA,atencion odontologica,restauraciones,2011-02-01,2315,3151,2315,3151,5466
COIPASA,atencion odontologica,restauraciones,2011-02-01,10,17,10,17,27
COLCAPIRHUA,atencion odontologica,restauraciones,2011-02-01,160,193,160,193,353
"COLCHA ""K""",atencion odontologica,restauraciones,2011-02-01,14,15,14,15,29
COLLANA,atencion odontologica,restauraciones,2011-02-01,3,8,3,8,11
COLOMI,atencion odontologica,restauraciones,2011-02-01,20,20,20,20,40
COLPA BELGICA,atencion odontologica,restauraciones,2011-02-01,7,38,7,38,45
COLQUECHACA,atencion odontologica,restauraciones,2011-02-01,18,30,18,30,48
COLQUENCHA,atencion odontologica,restauraciones,2011-02-01,6,4,6,4,10
COLQUIRI,atencion odontologica,restauraciones,2011-02-01,15,24,15,24,39
COMANCHE,atencion odontologica,restauraciones,2011-02-01,57,75,57,75,132
COMARAPA,atencion odontologica,restauraciones,2011-02-01,33,139,33,139,172
COMBAYA,atencion odontologica,restauraciones,2011-02-01,1,0,1,0,1
CONCEPCION,atencion odontologica,restauraciones,2011-02-01,17,30,17,30,47
COPACABANA,atencion odontologica,restauraciones,2011-02-01,10,9,10,9,19
CORIPATA,atencion odontologica,restauraciones,2011-02-01,22,20,22,20,42
CORO CORO,atencion odontologica,restauraciones,2011-02-01,5,7,5,7,12
COROICO,atencion odontologica,restauraciones,2011-02-01,13,17,13,17,30
CORQUE,atencion odontologica,restauraciones,2011-02-01,5,20,5,20,25
COTAGAITA,atencion odontologica,restauraciones,2011-02-01,129,228,129,228,357
COTOCA,atencion odontologica,restauraciones,2011-02-01,29,19,29,19,48
CUATRO CAÑADAS,atencion odontologica,restauraciones,2011-02-01,20,59,20,59,79
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2011-02-01,5,7,5,7,12
CUEVO,atencion odontologica,restauraciones,2011-02-01,6,12,6,12,18
CULPINA,atencion odontologica,restauraciones,2011-02-01,7,10,7,10,17
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2011-02-01,9,15,9,15,24
DESAGUADERO,atencion odontologica,restauraciones,2011-02-01,6,17,6,17,23
EL ALTO,atencion odontologica,restauraciones,2011-02-01,2018,3450,2018,3450,5468
EL CHORO,atencion odontologica,restauraciones,2011-02-01,12,17,12,17,29
EL PUENTE(STC),atencion odontologica,restauraciones,2011-02-01,8,4,8,4,12
EL PUENTE(TJA),atencion odontologica,restauraciones,2011-02-01,18,63,18,63,81
EL TORNO,atencion odontologica,restauraciones,2011-02-01,57,152,57,152,209
EL VILLAR,atencion odontologica,restauraciones,2011-02-01,5,18,5,18,23
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2011-02-01,31,52,31,52,83
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2011-02-01,41,65,41,65,106
ESCOMA,atencion odontologica,restauraciones,2011-02-01,18,33,18,33,51
EUCALIPTUS,atencion odontologica,restauraciones,2011-02-01,32,14,32,14,46
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2011-02-01,36,39,36,39,75
FILADELFIA,atencion odontologica,restauraciones,2011-02-01,3,8,3,8,11
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2011-02-01,6,18,6,18,24
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2011-02-01,22,16,22,16,38
GUANAY,atencion odontologica,restauraciones,2011-02-01,38,26,38,26,64
GUAQUI,atencion odontologica,restauraciones,2011-02-01,13,44,13,44,57
GUAYARAMERIN,atencion odontologica,restauraciones,2011-02-01,87,236,87,236,323
GUTIERREZ,atencion odontologica,restauraciones,2011-02-01,36,45,36,45,81
HUACARETA,atencion odontologica,restauraciones,2011-02-01,25,34,25,34,59
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2011-02-01,12,3,12,3,15
HUACHACALLA,atencion odontologica,restauraciones,2011-02-01,2,12,2,12,14
HUANUNI,atencion odontologica,restauraciones,2011-02-01,42,59,42,59,101
HUARACAJE,atencion odontologica,restauraciones,2011-02-01,16,20,16,20,36
HUARINA,atencion odontologica,restauraciones,2011-02-01,1,14,1,14,15
HUAYLLAMARCA,atencion odontologica,restauraciones,2011-02-01,14,23,14,23,37
HUMANATA,atencion odontologica,restauraciones,2011-02-01,12,4,12,4,16
ICHOCA,atencion odontologica,restauraciones,2011-02-01,0,1,0,1,1
ICLA,atencion odontologica,restauraciones,2011-02-01,51,66,51,66,117
INCAHUASI,atencion odontologica,restauraciones,2011-02-01,14,33,14,33,47
INQUISIVI,atencion odontologica,restauraciones,2011-02-01,7,20,7,20,27
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2011-02-01,30,25,30,25,55
IXIAMAS,atencion odontologica,restauraciones,2011-02-01,5,14,5,14,19
JESUS DE MACHACA,atencion odontologica,restauraciones,2011-02-01,12,57,12,57,69
LA ASUNTA,atencion odontologica,restauraciones,2011-02-01,12,9,12,9,21
LA GUARDIA,atencion odontologica,restauraciones,2011-02-01,50,129,50,129,179
LA PAZ,atencion odontologica,restauraciones,2011-02-01,4760,6060,4760,6060,10820
LAGUNILLAS,atencion odontologica,restauraciones,2011-02-01,5,6,5,6,11
LAJA,atencion odontologica,restauraciones,2011-02-01,13,22,13,22,35
LAS CARRERAS,atencion odontologica,restauraciones,2011-02-01,8,21,8,21,29
LICOMA PAMPA,atencion odontologica,restauraciones,2011-02-01,3,13,3,13,16
LLALLAGUA,atencion odontologica,restauraciones,2011-02-01,78,118,78,118,196
LLICA,atencion odontologica,restauraciones,2011-02-01,7,22,7,22,29
LURIBAY,atencion odontologica,restauraciones,2011-02-01,13,6,13,6,19
MACHACAMARCA,atencion odontologica,restauraciones,2011-02-01,18,28,18,28,46
MACHARETI,atencion odontologica,restauraciones,2011-02-01,56,111,56,111,167
MAGDALENA,atencion odontologica,restauraciones,2011-02-01,33,63,33,63,96
MAIRANA,atencion odontologica,restauraciones,2011-02-01,30,11,30,11,41
MALLA,atencion odontologica,restauraciones,2011-02-01,5,16,5,16,21
MAPIRI,atencion odontologica,restauraciones,2011-02-01,35,52,35,52,87
MECAPACA,atencion odontologica,restauraciones,2011-02-01,7,16,7,16,23
MINEROS,atencion odontologica,restauraciones,2011-02-01,47,135,47,135,182
MIZQUE,atencion odontologica,restauraciones,2011-02-01,28,91,28,91,119
MOCOMOCO,atencion odontologica,restauraciones,2011-02-01,7,10,7,10,17
MOJOCOYA,atencion odontologica,restauraciones,2011-02-01,16,21,16,21,37
MONTEAGUDO,atencion odontologica,restauraciones,2011-02-01,55,151,55,151,206
MONTERO,atencion odontologica,restauraciones,2011-02-01,143,354,143,354,497
MORO MORO,atencion odontologica,restauraciones,2011-02-01,0,12,0,12,12
MOROCHATA,atencion odontologica,restauraciones,2011-02-01,15,43,15,43,58
OCURI,atencion odontologica,restauraciones,2011-02-01,2,5,2,5,7
OKINAWA,atencion odontologica,restauraciones,2011-02-01,13,40,13,40,53
OMEREQUE,atencion odontologica,restauraciones,2011-02-01,26,41,26,41,67
ORURO,atencion odontologica,restauraciones,2011-02-01,580,963,580,963,1543
PADCAYA,atencion odontologica,restauraciones,2011-02-01,46,107,46,107,153
PADILLA,atencion odontologica,restauraciones,2011-02-01,20,73,20,73,93
PAILON,atencion odontologica,restauraciones,2011-02-01,48,150,48,150,198
PALCA,atencion odontologica,restauraciones,2011-02-01,35,37,35,37,72
PALOS BLANCOS,atencion odontologica,restauraciones,2011-02-01,34,73,34,73,107
PAMPA AULLAGAS,atencion odontologica,restauraciones,2011-02-01,15,27,15,27,42
PAMPA GRANDE,atencion odontologica,restauraciones,2011-02-01,2,8,2,8,10
PAPEL PAMPA,atencion odontologica,restauraciones,2011-02-01,2,19,2,19,21
PASORAPA,atencion odontologica,restauraciones,2011-02-01,8,25,8,25,33
PATACAMAYA,atencion odontologica,restauraciones,2011-02-01,62,59,62,59,121
PAZÑA,atencion odontologica,restauraciones,2011-02-01,26,25,26,25,51
PELECHUCO,atencion odontologica,restauraciones,2011-02-01,24,23,24,23,47
POCOATA,atencion odontologica,restauraciones,2011-02-01,36,76,36,76,112
POCONA,atencion odontologica,restauraciones,2011-02-01,27,60,27,60,87
POJO (CBBA),atencion odontologica,restauraciones,2011-02-01,22,104,22,104,126
POOPO,atencion odontologica,restauraciones,2011-02-01,24,41,24,41,65
PORCO,atencion odontologica,restauraciones,2011-02-01,10,24,10,24,34
POROMA,atencion odontologica,restauraciones,2011-02-01,8,15,8,15,23
PORONGO,atencion odontologica,restauraciones,2011-02-01,5,8,5,8,13
PORTACHUELO,atencion odontologica,restauraciones,2011-02-01,54,63,54,63,117
PORVENIR,atencion odontologica,restauraciones,2011-02-01,13,27,13,27,40
POSTRER VALLE,atencion odontologica,restauraciones,2011-02-01,22,10,22,10,32
POTOSI,atencion odontologica,restauraciones,2011-02-01,449,832,449,832,1281
PRESTO,atencion odontologica,restauraciones,2011-02-01,4,11,4,11,15
PUCARA,atencion odontologica,restauraciones,2011-02-01,1,6,1,6,7
PUCARANI,atencion odontologica,restauraciones,2011-02-01,10,37,10,37,47
PUERTO ACOSTA,atencion odontologica,restauraciones,2011-02-01,9,14,9,14,23
PUERTO CARABUCO,atencion odontologica,restauraciones,2011-02-01,15,35,15,35,50
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2011-02-01,41,55,41,55,96
PUERTO QUIJARRO,atencion odontologica,restauraciones,2011-02-01,6,66,6,66,72
PUERTO RICO,atencion odontologica,restauraciones,2011-02-01,13,23,13,23,36
PUERTO SILES,atencion odontologica,restauraciones,2011-02-01,13,26,13,26,39
PUERTO SUAREZ,atencion odontologica,restauraciones,2011-02-01,7,35,7,35,42
PUERTO VILLARROEL,atencion odontologica,restauraciones,2011-02-01,125,198,125,198,323
PUNA,atencion odontologica,restauraciones,2011-02-01,17,64,17,64,81
PUNATA,atencion odontologica,restauraciones,2011-02-01,85,112,85,112,197
QUIABAYA,atencion odontologica,restauraciones,2011-02-01,5,25,5,25,30
QUILLACOLLO,atencion odontologica,restauraciones,2011-02-01,184,389,184,389,573
QUIME,atencion odontologica,restauraciones,2011-02-01,29,73,29,73,102
QUIRUSILLAS,atencion odontologica,restauraciones,2011-02-01,14,9,14,9,23
RAVELO,atencion odontologica,restauraciones,2011-02-01,2,18,2,18,20
REYES,atencion odontologica,restauraciones,2011-02-01,25,19,25,19,44
RIBERALTA,atencion odontologica,restauraciones,2011-02-01,121,198,121,198,319
ROBORE,atencion odontologica,restauraciones,2011-02-01,23,53,23,53,76
RURRENABAQUE,atencion odontologica,restauraciones,2011-02-01,0,4,0,4,4
SABAYA,atencion odontologica,restauraciones,2011-02-01,3,16,3,16,19
SACABA,atencion odontologica,restauraciones,2011-02-01,714,966,714,966,1680
SACABAMBA,atencion odontologica,restauraciones,2011-02-01,7,15,7,15,22
SACACA,atencion odontologica,restauraciones,2011-02-01,13,23,13,23,36
SAIPINA,atencion odontologica,restauraciones,2011-02-01,8,39,8,39,47
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2011-02-01,50,103,50,103,153
SAMAIPATA,atencion odontologica,restauraciones,2011-02-01,16,24,16,24,40
SAN AGUSTIN,atencion odontologica,restauraciones,2011-02-01,0,5,0,5,5
SAN ANDRES,atencion odontologica,restauraciones,2011-02-01,6,4,6,4,10
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2011-02-01,7,27,7,27,34
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2011-02-01,26,20,26,20,46
SAN BENITO,atencion odontologica,restauraciones,2011-02-01,51,78,51,78,129
SAN BORJA,atencion odontologica,restauraciones,2011-02-01,115,212,115,212,327
SAN BUENA VENTURA,atencion odontologica,restauraciones,2011-02-01,4,7,4,7,11
SAN CARLOS,atencion odontologica,restauraciones,2011-02-01,59,87,59,87,146
SAN IGNACIO,atencion odontologica,restauraciones,2011-02-01,93,128,93,128,221
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2011-02-01,107,161,107,161,268
SAN JAVIER(BNI),atencion odontologica,restauraciones,2011-02-01,2,5,2,5,7
SAN JAVIER(STC),atencion odontologica,restauraciones,2011-02-01,11,25,11,25,36
SAN JOAQUIN,atencion odontologica,restauraciones,2011-02-01,5,12,5,12,17
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2011-02-01,73,94,73,94,167
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2011-02-01,19,34,19,34,53
SAN JULIAN,atencion odontologica,restauraciones,2011-02-01,26,47,26,47,73
SAN LORENZO(PND),atencion odontologica,restauraciones,2011-02-01,1,12,1,12,13
SAN LORENZO(TJA),atencion odontologica,restauraciones,2011-02-01,56,129,56,129,185
SAN LUCAS,atencion odontologica,restauraciones,2011-02-01,12,27,12,27,39
SAN MATIAS,atencion odontologica,restauraciones,2011-02-01,24,10,24,10,34
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2011-02-01,18,39,18,39,57
SAN PEDRO,atencion odontologica,restauraciones,2011-02-01,26,49,26,49,75
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2011-02-01,17,30,17,30,47
SAN PEDRO DE CURAHUARA,atencion odontologica,restauraciones,2011-02-01,3,28,3,28,31
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2011-02-01,8,1,8,1,9
SAN RAFAEL,atencion odontologica,restauraciones,2011-02-01,5,20,5,20,25
SAN RAMON BENI,atencion odontologica,restauraciones,2011-02-01,1,8,1,8,9
SAN RAMON SCZ,atencion odontologica,restauraciones,2011-02-01,9,42,9,42,51
SANTA ANA,atencion odontologica,restauraciones,2011-02-01,33,130,33,130,163
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2011-02-01,2118,2941,2118,2941,5059
SANTA ROSA,atencion odontologica,restauraciones,2011-02-01,16,40,16,40,56
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2011-02-01,25,81,25,81,106
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2011-02-01,114,121,114,121,235
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2011-02-01,0,8,0,8,8
SANTIAGO DE MACHACA,atencion odontologica,restauraciones,2011-02-01,21,67,21,67,88
SANTIVAÑES,atencion odontologica,restauraciones,2011-02-01,14,45,14,45,59
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2011-02-01,5,5,5,5,10
SAPAHAQUI,atencion odontologica,restauraciones,2011-02-01,18,53,18,53,71
SENA,atencion odontologica,restauraciones,2011-02-01,1,4,1,4,5
SHINAOTA,atencion odontologica,restauraciones,2011-02-01,27,36,27,36,63
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2011-02-01,8,15,8,15,23
SICAYA,atencion odontologica,restauraciones,2011-02-01,0,18,0,18,18
SIPE SIPE,atencion odontologica,restauraciones,2011-02-01,68,115,68,115,183
SOPACHUY,atencion odontologica,restauraciones,2011-02-01,21,54,21,54,75
SORACACHI,atencion odontologica,restauraciones,2011-02-01,11,16,11,16,27
SORATA,atencion odontologica,restauraciones,2011-02-01,26,86,26,86,112
SUCRE,atencion odontologica,restauraciones,2011-02-01,5224,2882,5224,2882,8106
TACACOMA,atencion odontologica,restauraciones,2011-02-01,22,50,22,50,72
TACOPAYA,atencion odontologica,restauraciones,2011-02-01,6,8,6,8,14
TAHUA,atencion odontologica,restauraciones,2011-02-01,4,2,4,2,6
TAPACARI,atencion odontologica,restauraciones,2011-02-01,19,54,19,54,73
TARABUCO,atencion odontologica,restauraciones,2011-02-01,20,73,20,73,93
TARACO,atencion odontologica,restauraciones,2011-02-01,22,16,22,16,38
TARATA,atencion odontologica,restauraciones,2011-02-01,21,33,21,33,54
TARIJA,atencion odontologica,restauraciones,2011-02-01,1015,1049,1015,1049,2064
TARVITA,atencion odontologica,restauraciones,2011-02-01,14,47,14,47,61
TEOPONTE,atencion odontologica,restauraciones,2011-02-01,2,2,2,2,4
TIAWANACU,atencion odontologica,restauraciones,2011-02-01,15,31,15,31,46
TINGUIPAYA,atencion odontologica,restauraciones,2011-02-01,1,6,1,6,7
TIPUANI,atencion odontologica,restauraciones,2011-02-01,15,36,15,36,51
TIQUIPAYA,atencion odontologica,restauraciones,2011-02-01,325,653,325,653,978
TIRAQUE (CBBA),atencion odontologica,restauraciones,2011-02-01,19,62,19,62,81
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,restauraciones,2011-02-01,3,2,3,2,5
TOCO,atencion odontologica,restauraciones,2011-02-01,5,30,5,30,35
TOLATA,atencion odontologica,restauraciones,2011-02-01,15,19,15,19,34
TOLEDO,atencion odontologica,restauraciones,2011-02-01,35,29,35,29,64
TOMAVE,atencion odontologica,restauraciones,2011-02-01,7,23,7,23,30
TOMINA,atencion odontologica,restauraciones,2011-02-01,10,8,10,8,18
TORO TORO,atencion odontologica,restauraciones,2011-02-01,6,10,6,10,16
TOTORA(CBBA),atencion odontologica,restauraciones,2011-02-01,35,40,35,40,75
TOTORA(ORR),atencion odontologica,restauraciones,2011-02-01,6,3,6,3,9
TRIGAL,atencion odontologica,restauraciones,2011-02-01,9,28,9,28,37
TRINIDAD,atencion odontologica,restauraciones,2011-02-01,171,308,171,308,479
TUPIZA,atencion odontologica,restauraciones,2011-02-01,160,190,160,190,350
TURCO,atencion odontologica,restauraciones,2011-02-01,27,14,27,14,41
UNCIA,atencion odontologica,restauraciones,2011-02-01,43,25,43,25,68
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2011-02-01,113,153,113,153,266
URUBICHA,atencion odontologica,restauraciones,2011-02-01,8,16,8,16,24
UYUNI,atencion odontologica,restauraciones,2011-02-01,37,58,37,58,95
VACAS,atencion odontologica,restauraciones,2011-02-01,30,25,30,25,55
VALLEGRANDE,atencion odontologica,restauraciones,2011-02-01,80,166,80,166,246
VIACHA,atencion odontologica,restauraciones,2011-02-01,54,150,54,150,204
VILA VILA,atencion odontologica,restauraciones,2011-02-01,22,11,22,11,33
VILLA CHARCAS,atencion odontologica,restauraciones,2011-02-01,11,16,11,16,27
VILLA MONTES,atencion odontologica,restauraciones,2011-02-01,151,255,151,255,406
VILLA NUEVA (LOMA ALTA),atencion odontologica,restauraciones,2011-02-01,6,19,6,19,25
VILLA RIVERO,atencion odontologica,restauraciones,2011-02-01,8,34,8,34,42
VILLA SERRANO,atencion odontologica,restauraciones,2011-02-01,21,106,21,106,127
VILLA TUNARI,atencion odontologica,restauraciones,2011-02-01,218,440,218,440,658
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2011-02-01,59,96,59,96,155
VILLAZON,atencion odontologica,restauraciones,2011-02-01,28,98,28,98,126
VINTO,atencion odontologica,restauraciones,2011-02-01,15,58,15,58,73
VITICHI,atencion odontologica,restauraciones,2011-02-01,22,28,22,28,50
WALDO BALLIVIAN,atencion odontologica,restauraciones,2011-02-01,2,11,2,11,13
WARNES,atencion odontologica,restauraciones,2011-02-01,73,169,73,169,242
YACO,atencion odontologica,restauraciones,2011-02-01,2,5,2,5,7
YACUIBA,atencion odontologica,restauraciones,2011-02-01,131,242,131,242,373
YAMPARAEZ,atencion odontologica,restauraciones,2011-02-01,23,22,23,22,45
YANACACHI,atencion odontologica,restauraciones,2011-02-01,11,25,11,25,36
YAPACANI,atencion odontologica,restauraciones,2011-02-01,75,221,75,221,296
YOCALLA,atencion odontologica,restauraciones,2011-02-01,0,23,0,23,23
