,group,variable,month,OTRAS ACCIONES CANTIDAD,OTRAS ACCIONES CANTIDAD,TOTALES,TOTALES,TOTALES
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,otras acciones,2011-02-01,20,12,20,12,32
GUAQUI,atencion odontologica,otras acciones,2011-02-01,38,52,38,52,90
GUAYARAMERIN,atencion odontologica,otras acciones,2011-02-01,10,10,10,10,20
GUTIERREZ,atencion odontologica,otras acciones,2011-02-01,111,150,111,150,261
HUACARETA,atencion odontologica,otras acciones,2011-02-01,11,25,11,25,36
HUACAYA (VILLA DE HUACAYA),atencion odontologica,otras acciones,2011-02-01,1,0,1,0,1
HUACHACALLA,atencion odontologica,otras acciones,2011-02-01,4,9,4,9,13
HUANUNI,atencion odontologica,otras acciones,2011-02-01,65,74,65,74,139
HUARACAJE,atencion odontologica,otras acciones,2011-02-01,2,3,2,3,5
HUARINA,atencion odontologica,otras acciones,2011-02-01,7,9,7,9,16
HUAYLLAMARCA,atencion odontologica,otras acciones,2011-02-01,34,39,34,39,73
HUMANATA,atencion odontologica,otras acciones,2011-02-01,5,5,5,5,10
ICLA,atencion odontologica,otras acciones,2011-02-01,7,38,7,38,45
INCAHUASI,atencion odontologica,otras acciones,2011-02-01,18,50,18,50,68
INQUISIVI,atencion odontologica,otras acciones,2011-02-01,3,5,3,5,8
IRUPANA (VILLA DE LANZA),atencion odontologica,otras acciones,2011-02-01,8,23,8,23,31
IXIAMAS,atencion odontologica,otras acciones,2011-02-01,5,19,5,19,24
JESUS DE MACHACA,atencion odontologica,otras acciones,2011-02-01,31,52,31,52,83
LA ASUNTA,atencion odontologica,otras acciones,2011-02-01,15,21,15,21,36
LA PAZ,atencion odontologica,otras acciones,2011-02-01,2787,3075,2787,3075,5862
LAJA,atencion odontologica,otras acciones,2011-02-01,1,9,1,9,10
LLALLAGUA,atencion odontologica,otras acciones,2011-02-01,56,148,56,148,204
LLICA,atencion odontologica,otras acciones,2011-02-01,40,79,40,79,119
LURIBAY,atencion odontologica,otras acciones,2011-02-01,20,27,20,27,47
MACHACAMARCA,atencion odontologica,otras acciones,2011-02-01,10,17,10,17,27
MACHARETI,atencion odontologica,otras acciones,2011-02-01,8,13,8,13,21
MAGDALENA,atencion odontologica,otras acciones,2011-02-01,15,13,15,13,28
MAIRANA,atencion odontologica,otras acciones,2011-02-01,13,36,13,36,49
MAPIRI,atencion odontologica,otras acciones,2011-02-01,27,27,27,27,54
MECAPACA,atencion odontologica,otras acciones,2011-02-01,0,40,0,40,40
MINEROS,atencion odontologica,otras acciones,2011-02-01,20,28,20,28,48
MIZQUE,atencion odontologica,otras acciones,2011-02-01,0,5,0,5,5
MOCOMOCO,atencion odontologica,otras acciones,2011-02-01,9,7,9,7,16
MOJOCOYA,atencion odontologica,otras acciones,2011-02-01,19,21,19,21,40
MONTEAGUDO,atencion odontologica,otras acciones,2011-02-01,39,79,39,79,118
MONTERO,atencion odontologica,otras acciones,2011-02-01,234,296,234,296,530
MORO MORO,atencion odontologica,otras acciones,2011-02-01,3,3,3,3,6
MOROCHATA,atencion odontologica,otras acciones,2011-02-01,30,36,30,36,66
OCURI,atencion odontologica,otras acciones,2011-02-01,6,5,6,5,11
OMEREQUE,atencion odontologica,otras acciones,2011-02-01,7,17,7,17,24
ORURO,atencion odontologica,otras acciones,2011-02-01,949,1440,949,1440,2389
PADCAYA,atencion odontologica,otras acciones,2011-02-01,27,53,27,53,80
PADILLA,atencion odontologica,otras acciones,2011-02-01,6,14,6,14,20
PAILON,atencion odontologica,otras acciones,2011-02-01,0,5,0,5,5
PALCA,atencion odontologica,otras acciones,2011-02-01,20,22,20,22,42
PALOS BLANCOS,atencion odontologica,otras acciones,2011-02-01,11,12,11,12,23
PAMPA AULLAGAS,atencion odontologica,otras acciones,2011-02-01,2,17,2,17,19
PAMPA GRANDE,atencion odontologica,otras acciones,2011-02-01,5,6,5,6,11
PATACAMAYA,atencion odontologica,otras acciones,2011-02-01,26,58,26,58,84
PAZÑA,atencion odontologica,otras acciones,2011-02-01,20,16,20,16,36
PELECHUCO,atencion odontologica,otras acciones,2011-02-01,14,14,14,14,28
POCOATA,atencion odontologica,otras acciones,2011-02-01,37,40,37,40,77
POCONA,atencion odontologica,otras acciones,2011-02-01,25,59,25,59,84
POJO (CBBA),atencion odontologica,otras acciones,2011-02-01,19,46,19,46,65
POOPO,atencion odontologica,otras acciones,2011-02-01,39,45,39,45,84
PORCO,atencion odontologica,otras acciones,2011-02-01,28,50,28,50,78
POROMA,atencion odontologica,otras acciones,2011-02-01,1,0,1,0,1
PORONGO,atencion odontologica,otras acciones,2011-02-01,0,2,0,2,2
PORTACHUELO,atencion odontologica,otras acciones,2011-02-01,30,40,30,40,70
PORVENIR,atencion odontologica,otras acciones,2011-02-01,4,19,4,19,23
POSTRER VALLE,atencion odontologica,otras acciones,2011-02-01,2,2,2,2,4
POTOSI,atencion odontologica,otras acciones,2011-02-01,273,472,273,472,745
PRESTO,atencion odontologica,otras acciones,2011-02-01,1,5,1,5,6
PUCARA,atencion odontologica,otras acciones,2011-02-01,1,4,1,4,5
PUCARANI,atencion odontologica,otras acciones,2011-02-01,37,64,37,64,101
PUERTO ACOSTA,atencion odontologica,otras acciones,2011-02-01,2,4,2,4,6
PUERTO CARABUCO,atencion odontologica,otras acciones,2011-02-01,7,5,7,5,12
PUERTO QUIJARRO,atencion odontologica,otras acciones,2011-02-01,49,116,49,116,165
PUERTO RICO,atencion odontologica,otras acciones,2011-02-01,22,21,22,21,43
PUERTO SILES,atencion odontologica,otras acciones,2011-02-01,12,19,12,19,31
PUERTO SUAREZ,atencion odontologica,otras acciones,2011-02-01,5,10,5,10,15
PUERTO VILLARROEL,atencion odontologica,otras acciones,2011-02-01,37,84,37,84,121
PUNA,atencion odontologica,otras acciones,2011-02-01,42,102,42,102,144
PUNATA,atencion odontologica,otras acciones,2011-02-01,81,126,81,126,207
QUIABAYA,atencion odontologica,otras acciones,2011-02-01,1,1,1,1,2
QUILLACOLLO,atencion odontologica,otras acciones,2011-02-01,66,154,66,154,220
QUIME,atencion odontologica,otras acciones,2011-02-01,92,49,92,49,141
RAVELO,atencion odontologica,otras acciones,2011-02-01,30,35,30,35,65
RIBERALTA,atencion odontologica,otras acciones,2011-02-01,1,7,1,7,8
ROBORE,atencion odontologica,otras acciones,2011-02-01,5,10,5,10,15
RURRENABAQUE,atencion odontologica,otras acciones,2011-02-01,15,10,15,10,25
SABAYA,atencion odontologica,otras acciones,2011-02-01,47,41,47,41,88
SACABA,atencion odontologica,otras acciones,2011-02-01,427,551,427,551,978
SACABAMBA,atencion odontologica,otras acciones,2011-02-01,2,3,2,3,5
SACACA,atencion odontologica,otras acciones,2011-02-01,5,7,5,7,12
SAIPINA,atencion odontologica,otras acciones,2011-02-01,3,15,3,15,18
SALINAS DE GARCI MENDOZA,atencion odontologica,otras acciones,2011-02-01,12,19,12,19,31
SAMAIPATA,atencion odontologica,otras acciones,2011-02-01,0,4,0,4,4
SAN AGUSTIN,atencion odontologica,otras acciones,2011-02-01,1,5,1,5,6
SAN ANDRES,atencion odontologica,otras acciones,2011-02-01,0,1,0,1,1
SAN ANDRES DE MACHACA,atencion odontologica,otras acciones,2011-02-01,21,12,21,12,33
SAN ANTONIO DE LOMERIO,atencion odontologica,otras acciones,2011-02-01,10,17,10,17,27
SAN BENITO,atencion odontologica,otras acciones,2011-02-01,30,58,30,58,88
SAN BORJA,atencion odontologica,otras acciones,2011-02-01,9,13,9,13,22
SAN BUENA VENTURA,atencion odontologica,otras acciones,2011-02-01,1,5,1,5,6
SAN CARLOS,atencion odontologica,otras acciones,2011-02-01,11,17,11,17,28
SAN IGNACIO,atencion odontologica,otras acciones,2011-02-01,8,10,8,10,18
SAN IGNACIO DE VELASCO,atencion odontologica,otras acciones,2011-02-01,6,22,6,22,28
SAN JUAN DE YAPACANI,atencion odontologica,otras acciones,2011-02-01,9,7,9,7,16
SAN LORENZO(TJA),atencion odontologica,otras acciones,2011-02-01,41,64,41,64,105
SAN LUCAS,atencion odontologica,otras acciones,2011-02-01,4,7,4,7,11
SAN MIGUEL DE VELASCO,atencion odontologica,otras acciones,2011-02-01,18,28,18,28,46
SAN PEDRO,atencion odontologica,otras acciones,2011-02-01,0,1,0,1,1
SAN PEDRO DE BUENA VISTA,atencion odontologica,otras acciones,2011-02-01,19,47,19,47,66
SAN PEDRO DE CURAHUARA,atencion odontologica,otras acciones,2011-02-01,5,14,5,14,19
SAN PEDRO DE TIQUINA,atencion odontologica,otras acciones,2011-02-01,3,3,3,3,6
SAN RAFAEL,atencion odontologica,otras acciones,2011-02-01,2,2,2,2,4
SANTA ANA,atencion odontologica,otras acciones,2011-02-01,8,0,8,0,8
SANTA CRUZ DE LA SIERRA,atencion odontologica,otras acciones,2011-02-01,1234,1032,1234,1032,2266
SANTA ROSA,atencion odontologica,otras acciones,2011-02-01,111,124,111,124,235
SANTA ROSA DEL SARA,atencion odontologica,otras acciones,2011-02-01,12,28,12,28,40
SANTIAGO DE CALLAPA,atencion odontologica,otras acciones,2011-02-01,0,1,0,1,1
SANTIAGO DE HUARI,atencion odontologica,otras acciones,2011-02-01,95,105,95,105,200
SANTIAGO DE MACHACA,atencion odontologica,otras acciones,2011-02-01,2,11,2,11,13
SANTIVAÑES,atencion odontologica,otras acciones,2011-02-01,18,21,18,21,39
SANTUARIO DE QUILLACAS,atencion odontologica,otras acciones,2011-02-01,3,12,3,12,15
SENA,atencion odontologica,otras acciones,2011-02-01,2,4,2,4,6
SICA SICA (VILLA AROMA),atencion odontologica,otras acciones,2011-02-01,2,3,2,3,5
SICAYA,atencion odontologica,otras acciones,2011-02-01,3,8,3,8,11
SIPE SIPE,atencion odontologica,otras acciones,2011-02-01,24,25,24,25,49
SOPACHUY,atencion odontologica,otras acciones,2011-02-01,17,56,17,56,73
SORACACHI,atencion odontologica,otras acciones,2011-02-01,15,17,15,17,32
SORATA,atencion odontologica,otras acciones,2011-02-01,27,115,27,115,142
SUCRE,atencion odontologica,otras acciones,2011-02-01,1035,1086,1035,1086,2121
TACACOMA,atencion odontologica,otras acciones,2011-02-01,16,21,16,21,37
TAHUA,atencion odontologica,otras acciones,2011-02-01,5,5,5,5,10
TAPACARI,atencion odontologica,otras acciones,2011-02-01,8,7,8,7,15
TARABUCO,atencion odontologica,otras acciones,2011-02-01,6,11,6,11,17
TARACO,atencion odontologica,otras acciones,2011-02-01,11,22,11,22,33
TARATA,atencion odontologica,otras acciones,2011-02-01,7,15,7,15,22
TARIJA,atencion odontologica,otras acciones,2011-02-01,333,529,333,529,862
TARVITA,atencion odontologica,otras acciones,2011-02-01,8,16,8,16,24
TIAWANACU,atencion odontologica,otras acciones,2011-02-01,40,52,40,52,92
TINGUIPAYA,atencion odontologica,otras acciones,2011-02-01,6,8,6,8,14
TIQUIPAYA,atencion odontologica,otras acciones,2011-02-01,112,179,112,179,291
TIRAQUE (CBBA),atencion odontologica,otras acciones,2011-02-01,90,105,90,105,195
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,otras acciones,2011-02-01,1,0,1,0,1
TOCO,atencion odontologica,otras acciones,2011-02-01,0,8,0,8,8
TOLATA,atencion odontologica,otras acciones,2011-02-01,35,53,35,53,88
TOLEDO,atencion odontologica,otras acciones,2011-02-01,8,8,8,8,16
TOMAVE,atencion odontologica,otras acciones,2011-02-01,15,20,15,20,35
TORO TORO,atencion odontologica,otras acciones,2011-02-01,14,20,14,20,34
TOTORA(CBBA),atencion odontologica,otras acciones,2011-02-01,59,107,59,107,166
TOTORA(ORR),atencion odontologica,otras acciones,2011-02-01,0,1,0,1,1
TRIGAL,atencion odontologica,otras acciones,2011-02-01,0,15,0,15,15
TRINIDAD,atencion odontologica,otras acciones,2011-02-01,6,7,6,7,13
TUPIZA,atencion odontologica,otras acciones,2011-02-01,67,86,67,86,153
TURCO,atencion odontologica,otras acciones,2011-02-01,18,23,18,23,41
URIONDO (A. CONCEPCION),atencion odontologica,otras acciones,2011-02-01,78,124,78,124,202
UYUNI,atencion odontologica,otras acciones,2011-02-01,10,24,10,24,34
VACAS,atencion odontologica,otras acciones,2011-02-01,4,2,4,2,6
VALLEGRANDE,atencion odontologica,otras acciones,2011-02-01,14,27,14,27,41
VIACHA,atencion odontologica,otras acciones,2011-02-01,51,69,51,69,120
VILA VILA,atencion odontologica,otras acciones,2011-02-01,2,4,2,4,6
VILLA CHARCAS,atencion odontologica,otras acciones,2011-02-01,6,9,6,9,15
VILLA MONTES,atencion odontologica,otras acciones,2011-02-01,32,142,32,142,174
VILLA RIVERO,atencion odontologica,otras acciones,2011-02-01,21,13,21,13,34
VILLA SERRANO,atencion odontologica,otras acciones,2011-02-01,21,43,21,43,64
VILLA TUNARI,atencion odontologica,otras acciones,2011-02-01,44,61,44,61,105
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,otras acciones,2011-02-01,0,1,0,1,1
VILLAZON,atencion odontologica,otras acciones,2011-02-01,101,163,101,163,264
VINTO,atencion odontologica,otras acciones,2011-02-01,0,7,0,7,7
VITICHI,atencion odontologica,otras acciones,2011-02-01,53,83,53,83,136
WARNES,atencion odontologica,otras acciones,2011-02-01,42,34,42,34,76
YACO,atencion odontologica,otras acciones,2011-02-01,5,5,5,5,10
YACUIBA,atencion odontologica,otras acciones,2011-02-01,47,65,47,65,112
YAMPARAEZ,atencion odontologica,otras acciones,2011-02-01,6,22,6,22,28
YANACACHI,atencion odontologica,otras acciones,2011-02-01,15,21,15,21,36
YAPACANI,atencion odontologica,otras acciones,2011-02-01,2,4,2,4,6
YOCALLA,atencion odontologica,otras acciones,2011-02-01,2,24,2,24,26
YOTALA,atencion odontologica,otras acciones,2011-02-01,18,43,18,43,61
YUNCHARA,atencion odontologica,otras acciones,2011-02-01,5,14,5,14,19
ZUDAÑEZ,atencion odontologica,otras acciones,2011-02-01,10,12,10,12,22
ACHACACHI,atencion odontologica,otras acciones,2011-03-01,32,23,32,23,55
ACHOCALLA,atencion odontologica,otras acciones,2011-03-01,8,16,8,16,24
ALCALA,atencion odontologica,otras acciones,2011-03-01,13,22,13,22,35
ALTO BENI,atencion odontologica,otras acciones,2011-03-01,12,16,12,16,28
ANCORAIMES,atencion odontologica,otras acciones,2011-03-01,4,5,4,5,9
ANDAMARCA,atencion odontologica,otras acciones,2011-03-01,7,19,7,19,26
ANTEQUERA,atencion odontologica,otras acciones,2011-03-01,52,53,52,53,105
ANZALDO,atencion odontologica,otras acciones,2011-03-01,6,7,6,7,13
APOLO,atencion odontologica,otras acciones,2011-03-01,31,47,31,47,78
ARAMPAMPA,atencion odontologica,otras acciones,2011-03-01,5,8,5,8,13
ARQUE,atencion odontologica,otras acciones,2011-03-01,8,12,8,12,20
ATOCHA,atencion odontologica,otras acciones,2011-03-01,74,102,74,102,176
AYATA,atencion odontologica,otras acciones,2011-03-01,3,7,3,7,10
AYO AYO,atencion odontologica,otras acciones,2011-03-01,10,20,10,20,30
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,otras acciones,2011-03-01,26,30,26,30,56
AZURDUY,atencion odontologica,otras acciones,2011-03-01,25,50,25,50,75
BATALLAS,atencion odontologica,otras acciones,2011-03-01,8,7,8,7,15
BELEN DE URMIRI,atencion odontologica,otras acciones,2011-03-01,2,2,2,2,4
BERMEJO,atencion odontologica,otras acciones,2011-03-01,187,187,187,187,374
BETANZOS,atencion odontologica,otras acciones,2011-03-01,9,12,9,12,21
BOLIVAR,atencion odontologica,otras acciones,2011-03-01,5,7,5,7,12
CABEZAS,atencion odontologica,otras acciones,2011-03-01,53,20,53,20,73
CAIROMA,atencion odontologica,otras acciones,2011-03-01,5,12,5,12,17
"CAIZA ""D""",atencion odontologica,otras acciones,2011-03-01,28,38,28,38,66
CALACOTO,atencion odontologica,otras acciones,2011-03-01,3,4,3,4,7
CALAMARCA,atencion odontologica,otras acciones,2011-03-01,62,63,62,63,125
CAMARGO,atencion odontologica,otras acciones,2011-03-01,158,241,158,241,399
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,otras acciones,2011-03-01,40,33,40,33,73
CAMIRI,atencion odontologica,otras acciones,2011-03-01,53,79,53,79,132
CAPINOTA,atencion odontologica,otras acciones,2011-03-01,62,58,62,58,120
CAQUIAVIRI,atencion odontologica,otras acciones,2011-03-01,15,15,15,15,30
CARACOLLO,atencion odontologica,otras acciones,2011-03-01,86,143,86,143,229
CARANAVI,atencion odontologica,otras acciones,2011-03-01,8,8,8,8,16
CARAPARI,atencion odontologica,otras acciones,2011-03-01,9,9,9,9,18
CARIPUYO,atencion odontologica,otras acciones,2011-03-01,2,17,2,17,19
CARMEN RIVERO TORREZ,atencion odontologica,otras acciones,2011-03-01,10,10,10,10,20
CATACORA,atencion odontologica,otras acciones,2011-03-01,1,3,1,3,4
CHALLAPATA,atencion odontologica,otras acciones,2011-03-01,28,67,28,67,95
CHAQUI,atencion odontologica,otras acciones,2011-03-01,4,6,4,6,10
CHARAGUA,atencion odontologica,otras acciones,2011-03-01,3,3,3,3,6
CHAYANTA,atencion odontologica,otras acciones,2011-03-01,49,117,49,117,166
CHIMORE,atencion odontologica,otras acciones,2011-03-01,5,18,5,18,23
CHIPAYA,atencion odontologica,otras acciones,2011-03-01,6,18,6,18,24
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,otras acciones,2011-03-01,26,46,26,46,72
CHUMA,atencion odontologica,otras acciones,2011-03-01,25,31,25,31,56
CKOCHAS,atencion odontologica,otras acciones,2011-03-01,14,16,14,16,30
CLIZA,atencion odontologica,otras acciones,2011-03-01,62,100,62,100,162
COBIJA,atencion odontologica,otras acciones,2011-03-01,122,286,122,286,408
COCAPATA,atencion odontologica,otras acciones,2011-03-01,17,11,17,11,28
COCHABAMBA,atencion odontologica,otras acciones,2011-03-01,1716,2250,1716,2250,3966
COIPASA,atencion odontologica,otras acciones,2011-03-01,2,4,2,4,6
COLCAPIRHUA,atencion odontologica,otras acciones,2011-03-01,64,144,64,144,208
"COLCHA ""K""",atencion odontologica,otras acciones,2011-03-01,9,11,9,11,20
COLLANA,atencion odontologica,otras acciones,2011-03-01,9,7,9,7,16
COLOMI,atencion odontologica,otras acciones,2011-03-01,6,17,6,17,23
COLPA BELGICA,atencion odontologica,otras acciones,2011-03-01,7,13,7,13,20
COLQUECHACA,atencion odontologica,otras acciones,2011-03-01,16,23,16,23,39
COLQUIRI,atencion odontologica,otras acciones,2011-03-01,80,70,80,70,150
COMANCHE,atencion odontologica,otras acciones,2011-03-01,15,11,15,11,26
COMARAPA,atencion odontologica,otras acciones,2011-03-01,32,84,32,84,116
COMBAYA,atencion odontologica,otras acciones,2011-03-01,29,58,29,58,87
COPACABANA,atencion odontologica,otras acciones,2011-03-01,23,20,23,20,43
CORIPATA,atencion odontologica,otras acciones,2011-03-01,4,3,4,3,7
CORO CORO,atencion odontologica,otras acciones,2011-03-01,4,14,4,14,18
COROICO,atencion odontologica,otras acciones,2011-03-01,6,11,6,11,17
CORQUE,atencion odontologica,otras acciones,2011-03-01,4,8,4,8,12
COTAGAITA,atencion odontologica,otras acciones,2011-03-01,99,115,99,115,214
CUATRO CAÑADAS,atencion odontologica,otras acciones,2011-03-01,17,52,17,52,69
CUEVO,atencion odontologica,otras acciones,2011-03-01,32,35,32,35,67
CULPINA,atencion odontologica,otras acciones,2011-03-01,20,23,20,23,43
CURAHUARA DE CARANGAS,atencion odontologica,otras acciones,2011-03-01,5,17,5,17,22
CURVA,atencion odontologica,otras acciones,2011-03-01,3,2,3,2,5
DESAGUADERO,atencion odontologica,otras acciones,2011-03-01,18,20,18,20,38
EL ALTO,atencion odontologica,otras acciones,2011-03-01,744,1300,744,1300,2044
EL CHORO,atencion odontologica,otras acciones,2011-03-01,4,1,4,1,5
EL PUENTE(STC),atencion odontologica,otras acciones,2011-03-01,19,30,19,30,49
EL PUENTE(TJA),atencion odontologica,otras acciones,2011-03-01,14,19,14,19,33
EL VILLAR,atencion odontologica,otras acciones,2011-03-01,0,2,0,2,2
ENTRE RIOS TRJ,atencion odontologica,otras acciones,2011-03-01,18,76,18,76,94
ENTRE RIOS CBBA,atencion odontologica,otras acciones,2011-03-01,9,13,9,13,22
ESCOMA,atencion odontologica,otras acciones,2011-03-01,11,13,11,13,24
EUCALIPTUS,atencion odontologica,otras acciones,2011-03-01,16,23,16,23,39
FILADELFIA,atencion odontologica,otras acciones,2011-03-01,11,13,11,13,24
GENERAL SAAVEDRA,atencion odontologica,otras acciones,2011-03-01,0,4,0,4,4
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,otras acciones,2011-03-01,13,23,13,23,36
GUANAY,atencion odontologica,otras acciones,2011-03-01,13,6,13,6,19
GUAQUI,atencion odontologica,otras acciones,2011-03-01,26,49,26,49,75
GUAYARAMERIN,atencion odontologica,otras acciones,2011-03-01,6,3,6,3,9
GUTIERREZ,atencion odontologica,otras acciones,2011-03-01,118,267,118,267,385
HUACARETA,atencion odontologica,otras acciones,2011-03-01,15,17,15,17,32
HUACAYA (VILLA DE HUACAYA),atencion odontologica,otras acciones,2011-03-01,5,4,5,4,9
HUACHACALLA,atencion odontologica,otras acciones,2011-03-01,12,8,12,8,20
HUANUNI,atencion odontologica,otras acciones,2011-03-01,59,92,59,92,151
HUARACAJE,atencion odontologica,otras acciones,2011-03-01,2,3,2,3,5
HUARINA,atencion odontologica,otras acciones,2011-03-01,7,6,7,6,13
HUAYLLAMARCA,atencion odontologica,otras acciones,2011-03-01,37,44,37,44,81
ICLA,atencion odontologica,otras acciones,2011-03-01,9,31,9,31,40
