,group,variable,month,CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas menores de 5 anos,2011-01-01,13,11,13,11,24
URUBICHA,atencion odontologica,consultas nuevas menores de 5 anos,2011-01-01,3,0,3,0,3
UYUNI,atencion odontologica,consultas nuevas menores de 5 anos,2011-01-01,30,46,30,46,76
VACAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-01-01,9,7,9,7,16
VALLEGRANDE,atencion odontologica,consultas nuevas menores de 5 anos,2011-01-01,47,38,47,38,85
VIACHA,atencion odontologica,consultas nuevas menores de 5 anos,2011-01-01,66,91,66,91,157
VILA VILA,atencion odontologica,consultas nuevas menores de 5 anos,2011-01-01,1,0,1,0,1
VILLA MONTES,atencion odontologica,consultas nuevas menores de 5 anos,2011-01-01,24,11,24,11,35
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas menores de 5 anos,2011-01-01,8,3,8,3,11
VILLA RIVERO,atencion odontologica,consultas nuevas menores de 5 anos,2011-01-01,63,20,63,20,83
VILLA SERRANO,atencion odontologica,consultas nuevas menores de 5 anos,2011-01-01,27,21,27,21,48
VILLA TUNARI,atencion odontologica,consultas nuevas menores de 5 anos,2011-01-01,143,117,143,117,260
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas menores de 5 anos,2011-01-01,15,16,15,16,31
VILLAZON,atencion odontologica,consultas nuevas menores de 5 anos,2011-01-01,186,114,186,114,300
VINTO,atencion odontologica,consultas nuevas menores de 5 anos,2011-01-01,83,74,83,74,157
VITICHI,atencion odontologica,consultas nuevas menores de 5 anos,2011-01-01,10,4,10,4,14
WALDO BALLIVIAN,atencion odontologica,consultas nuevas menores de 5 anos,2011-01-01,3,3,3,3,6
WARNES,atencion odontologica,consultas nuevas menores de 5 anos,2011-01-01,53,106,53,106,159
YACO,atencion odontologica,consultas nuevas menores de 5 anos,2011-01-01,2,5,2,5,7
YACUIBA,atencion odontologica,consultas nuevas menores de 5 anos,2011-01-01,8,12,8,12,20
YAMPARAEZ,atencion odontologica,consultas nuevas menores de 5 anos,2011-01-01,1,1,1,1,2
YANACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2011-01-01,7,7,7,7,14
YAPACANI,atencion odontologica,consultas nuevas menores de 5 anos,2011-01-01,32,61,32,61,93
YOTALA,atencion odontologica,consultas nuevas menores de 5 anos,2011-01-01,25,27,25,27,52
YUNCHARA,atencion odontologica,consultas nuevas menores de 5 anos,2011-01-01,1,7,1,7,8
ZUDAÑEZ,atencion odontologica,consultas nuevas menores de 5 anos,2011-01-01,3,2,3,2,5
ACACIO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,10,9,10,9,19
ACHACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,89,84,89,84,173
ACHOCALLA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,79,83,79,83,162
AIQUILE,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,33,31,33,31,64
ALCALA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,79,85,79,85,164
ALTO BENI,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,11,7,11,7,18
ANCORAIMES,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,19,21,19,21,40
ANDAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,6,4,6,4,10
ANTEQUERA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,2,16,2,16,18
ANZALDO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,2,1,2,1,3
APOLO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,35,65,35,65,100
ARAMPAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,6,11,6,11,17
ARANI,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,22,19,22,19,41
ARBIETO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,27,35,27,35,62
ARQUE,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,12,20,12,20,32
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,7,11,7,11,18
ATOCHA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,51,36,51,36,87
AYATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,9,9,9,9,18
AYO AYO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,14,2,14,2,16
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,20,30,20,30,50
AZURDUY,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,34,13,34,13,47
BATALLAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,36,26,36,26,62
BAURES,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,1,1,1,1,2
BELEN DE ANDAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,5,11,5,11,16
BELEN DE URMIRI,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,11,0,11,0,11
BERMEJO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,23,7,23,7,30
BETANZOS,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,11,20,11,20,31
BOLIVAR,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,44,32,44,32,76
BOYUIBE,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,10,13,10,13,23
BUENA VISTA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,6,13,6,13,19
CABEZAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,36,45,36,45,81
CAIROMA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,22,23,22,23,45
"CAIZA ""D""",atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,9,3,9,3,12
CAJUATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,22,11,22,11,33
CALACOTO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,4,8,4,8,12
CALAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,101,135,101,135,236
CAMARGO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,78,65,78,65,143
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,9,9,9,9,18
CAMIRI,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,39,52,39,52,91
CAPINOTA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,87,71,87,71,158
CAQUIAVIRI,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,11,18,11,18,29
CARACOLLO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,45,67,45,67,112
CARANAVI,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,73,65,73,65,138
CARAPARI,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,7,7,7,7,14
CARIPUYO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,4,2,4,2,6
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,12,15,12,15,27
CATACORA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,5,4,5,4,9
CHALLAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,41,71,41,71,112
CHAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,3,5,3,5,8
CHARAGUA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,74,56,74,56,130
CHARAÑA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,2,2,2,2,4
CHAYANTA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,13,34,13,34,47
CHIMORE,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,87,55,87,55,142
CHOQUE COTA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,30,4,30,4,34
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,86,49,86,49,135
CHUMA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,20,17,20,17,37
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,33,21,33,21,54
CKOCHAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,3,9,3,9,12
CLIZA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,77,122,77,122,199
COBIJA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,292,337,292,337,629
COCAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,4,6,4,6,10
COCHABAMBA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,1551,1513,1551,1513,3064
COIPASA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,2,2,2,2,4
COLCAPIRHUA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,227,229,227,229,456
"COLCHA ""K""",atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,9,15,9,15,24
COLLANA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,1,0,1,0,1
COLOMI,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,52,43,52,43,95
COLPA BELGICA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,22,34,22,34,56
COLQUECHACA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,83,16,83,16,99
COLQUENCHA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,5,0,5,0,5
COLQUIRI,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,17,16,17,16,33
COMANCHE,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,7,38,7,38,45
COMARAPA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,17,33,17,33,50
COMBAYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,2,0,2,0,2
CONCEPCION,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,97,118,97,118,215
COPACABANA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,38,27,38,27,65
CORIPATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,34,23,34,23,57
CORO CORO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,3,5,3,5,8
COROICO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,5,4,5,4,9
CORQUE,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,6,4,6,4,10
COTAGAITA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,28,35,28,35,63
COTOCA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,32,13,32,13,45
CUATRO CAÑADAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,41,45,41,45,86
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,13,10,13,10,23
CUEVO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,21,16,21,16,37
CULPINA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,2,5,2,5,7
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,17,17,17,17,34
DESAGUADERO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,3,13,3,13,16
EL ALTO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,1757,1842,1757,1842,3599
EL CHORO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,14,1,14,1,15
EL PUENTE(STC),atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,6,9,6,9,15
EL PUENTE(TJA),atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,2,4,2,4,6
EL TORNO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,54,75,54,75,129
EL VILLAR,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,16,21,16,21,37
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,4,13,4,13,17
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,20,11,20,11,31
ESCOMA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,4,7,4,7,11
EUCALIPTUS,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,38,17,38,17,55
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,31,15,31,15,46
FILADELFIA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,20,3,20,3,23
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,27,13,27,13,40
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,16,12,16,12,28
GUANAY,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,30,50,30,50,80
GUAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,9,22,9,22,31
GUAYARAMERIN,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,51,59,51,59,110
GUTIERREZ,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,89,69,89,69,158
HUACARETA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,8,12,8,12,20
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,22,22,22,22,44
HUACHACALLA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,0,5,0,5,5
HUANUNI,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,54,56,54,56,110
HUARACAJE,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,10,14,10,14,24
HUARINA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,1,1,1,1,2
HUAYLLAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,7,14,7,14,21
HUMANATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,1,1,1,1,2
ICLA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,125,131,125,131,256
INCAHUASI,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,13,17,13,17,30
INQUISIVI,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,2,4,2,4,6
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,10,19,10,19,29
IXIAMAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,18,30,18,30,48
JESUS DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,20,26,20,26,46
LA ASUNTA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,14,19,14,19,33
LA GUARDIA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,38,35,38,35,73
LA PAZ,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,2787,3055,2787,3055,5842
LAGUNILLAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,15,21,15,21,36
LAJA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,8,14,8,14,22
LAS CARRERAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,5,8,5,8,13
LICOMA PAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,2,6,2,6,8
LLALLAGUA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,147,107,147,107,254
LLICA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,8,8,8,8,16
LURIBAY,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,4,5,4,5,9
MACHACAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,4,19,4,19,23
MACHARETI,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,81,91,81,91,172
MAGDALENA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,16,10,16,10,26
MAIRANA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,45,24,45,24,69
MAPIRI,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,16,27,16,27,43
MECAPACA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,0,16,0,16,16
MINEROS,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,73,49,73,49,122
MIZQUE,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,17,8,17,8,25
MOCOMOCO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,8,6,8,6,14
MOJOCOYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,11,7,11,7,18
MONTEAGUDO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,28,42,28,42,70
MONTERO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,493,482,493,482,975
MORO MORO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,1,10,1,10,11
MOROCHATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,30,25,30,25,55
OCURI,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,4,2,4,2,6
OKINAWA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,17,17,17,17,34
OMEREQUE,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,10,12,10,12,22
ORURO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,657,719,657,719,1376
PADCAYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,4,2,4,2,6
PADILLA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,36,42,36,42,78
PAILON,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,67,90,67,90,157
PALCA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,24,21,24,21,45
PALOS BLANCOS,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,12,20,12,20,32
PAMPA AULLAGAS,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,23,12,23,12,35
PAMPA GRANDE,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,20,17,20,17,37
PAPEL PAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,3,3,3,3,6
PATACAMAYA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,122,150,122,150,272
PAZÑA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,18,6,18,6,24
PELECHUCO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,24,26,24,26,50
POCOATA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,81,104,81,104,185
POCONA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,21,25,21,25,46
POJO (CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,36,35,36,35,71
POOPO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,9,67,9,67,76
PORCO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,14,20,14,20,34
POROMA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,2,16,2,16,18
PORONGO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,22,18,22,18,40
PORTACHUELO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,7,8,7,8,15
PORVENIR,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,23,15,23,15,38
POSTRER VALLE,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,21,20,21,20,41
POTOSI,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,388,405,388,405,793
PRESTO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,11,17,11,17,28
PUCARA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,4,11,4,11,15
PUCARANI,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,67,88,67,88,155
PUERTO ACOSTA,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,4,5,4,5,9
PUERTO CARABUCO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,2,10,2,10,12
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,13,15,13,15,28
PUERTO PEREZ,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,6,11,6,11,17
PUERTO QUIJARRO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,39,32,39,32,71
PUERTO RICO,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,76,76,76,76,152
PUERTO SILES,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,10,27,10,27,37
PUERTO SUAREZ,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,17,23,17,23,40
PUERTO VILLARROEL,atencion odontologica,consultas nuevas menores de 5 anos,2011-02-01,138,107,138,107,245
