,group,variable,month,PRIMERA CONSULTA CANTIDAD,PRIMERA CONSULTA CANTIDAD,TOTALES,TOTALES,TOTALES
CARANAVI,atencion odontologica,primera consulta,2011-02-01,180,215,180,215,395
CARAPARI,atencion odontologica,primera consulta,2011-02-01,90,99,90,99,189
CARIPUYO,atencion odontologica,primera consulta,2011-02-01,16,20,16,20,36
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2011-02-01,10,20,10,20,30
CATACORA,atencion odontologica,primera consulta,2011-02-01,10,8,10,8,18
CHACARILLA,atencion odontologica,primera consulta,2011-02-01,6,9,6,9,15
CHALLAPATA,atencion odontologica,primera consulta,2011-02-01,94,153,94,153,247
CHAQUI,atencion odontologica,primera consulta,2011-02-01,14,10,14,10,24
CHARAGUA,atencion odontologica,primera consulta,2011-02-01,106,214,106,214,320
CHARAÑA,atencion odontologica,primera consulta,2011-02-01,8,8,8,8,16
CHAYANTA,atencion odontologica,primera consulta,2011-02-01,7,20,7,20,27
CHIMORE,atencion odontologica,primera consulta,2011-02-01,97,50,97,50,147
CHOQUE COTA,atencion odontologica,primera consulta,2011-02-01,8,8,8,8,16
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2011-02-01,52,52,52,52,104
CHUMA,atencion odontologica,primera consulta,2011-02-01,106,143,106,143,249
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2011-02-01,21,42,21,42,63
CKOCHAS,atencion odontologica,primera consulta,2011-02-01,9,16,9,16,25
CLIZA,atencion odontologica,primera consulta,2011-02-01,34,54,34,54,88
COBIJA,atencion odontologica,primera consulta,2011-02-01,386,499,386,499,885
COCAPATA,atencion odontologica,primera consulta,2011-02-01,25,30,25,30,55
COCHABAMBA,atencion odontologica,primera consulta,2011-02-01,1933,2716,1933,2716,4649
COIPASA,atencion odontologica,primera consulta,2011-02-01,2,1,2,1,3
COLCAPIRHUA,atencion odontologica,primera consulta,2011-02-01,69,104,69,104,173
"COLCHA ""K""",atencion odontologica,primera consulta,2011-02-01,32,28,32,28,60
COLLANA,atencion odontologica,primera consulta,2011-02-01,24,34,24,34,58
COLOMI,atencion odontologica,primera consulta,2011-02-01,43,89,43,89,132
COLPA BELGICA,atencion odontologica,primera consulta,2011-02-01,37,72,37,72,109
COLQUECHACA,atencion odontologica,primera consulta,2011-02-01,51,75,51,75,126
COLQUIRI,atencion odontologica,primera consulta,2011-02-01,56,51,56,51,107
COMANCHE,atencion odontologica,primera consulta,2011-02-01,50,79,50,79,129
COMARAPA,atencion odontologica,primera consulta,2011-02-01,50,80,50,80,130
COMBAYA,atencion odontologica,primera consulta,2011-02-01,27,18,27,18,45
CONCEPCION,atencion odontologica,primera consulta,2011-02-01,74,98,74,98,172
COPACABANA,atencion odontologica,primera consulta,2011-02-01,74,70,74,70,144
CORIPATA,atencion odontologica,primera consulta,2011-02-01,65,55,65,55,120
CORO CORO,atencion odontologica,primera consulta,2011-02-01,12,34,12,34,46
COROICO,atencion odontologica,primera consulta,2011-02-01,46,30,46,30,76
CORQUE,atencion odontologica,primera consulta,2011-02-01,16,36,16,36,52
COTAGAITA,atencion odontologica,primera consulta,2011-02-01,177,218,177,218,395
COTOCA,atencion odontologica,primera consulta,2011-02-01,57,114,57,114,171
CUATRO CAÑADAS,atencion odontologica,primera consulta,2011-02-01,61,112,61,112,173
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2011-02-01,3,11,3,11,14
CUEVO,atencion odontologica,primera consulta,2011-02-01,22,49,22,49,71
CULPINA,atencion odontologica,primera consulta,2011-02-01,25,36,25,36,61
CURAHUARA DE CARANGAS,atencion odontologica,primera consulta,2011-02-01,3,10,3,10,13
CURVA,atencion odontologica,primera consulta,2011-02-01,9,1,9,1,10
DESAGUADERO,atencion odontologica,primera consulta,2011-02-01,39,52,39,52,91
EL ALTO,atencion odontologica,primera consulta,2011-02-01,2037,2919,2037,2919,4956
EL CHORO,atencion odontologica,primera consulta,2011-02-01,14,5,14,5,19
EL PUENTE(STC),atencion odontologica,primera consulta,2011-02-01,16,22,16,22,38
EL PUENTE(TJA),atencion odontologica,primera consulta,2011-02-01,65,97,65,97,162
EL TORNO,atencion odontologica,primera consulta,2011-02-01,89,145,89,145,234
EL VILLAR,atencion odontologica,primera consulta,2011-02-01,28,44,28,44,72
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2011-02-01,45,72,45,72,117
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2011-02-01,27,31,27,31,58
ESCOMA,atencion odontologica,primera consulta,2011-02-01,61,83,61,83,144
EUCALIPTUS,atencion odontologica,primera consulta,2011-02-01,19,19,19,19,38
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2011-02-01,29,42,29,42,71
FILADELFIA,atencion odontologica,primera consulta,2011-02-01,33,25,33,25,58
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2011-02-01,34,60,34,60,94
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2011-02-01,57,61,57,61,118
GUANAY,atencion odontologica,primera consulta,2011-02-01,96,120,96,120,216
GUAQUI,atencion odontologica,primera consulta,2011-02-01,71,117,71,117,188
GUAYARAMERIN,atencion odontologica,primera consulta,2011-02-01,113,207,113,207,320
GUTIERREZ,atencion odontologica,primera consulta,2011-02-01,121,157,121,157,278
HUACARETA,atencion odontologica,primera consulta,2011-02-01,48,73,48,73,121
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2011-02-01,30,38,30,38,68
HUACHACALLA,atencion odontologica,primera consulta,2011-02-01,9,9,9,9,18
HUANUNI,atencion odontologica,primera consulta,2011-02-01,57,62,57,62,119
HUARACAJE,atencion odontologica,primera consulta,2011-02-01,3,5,3,5,8
HUARINA,atencion odontologica,primera consulta,2011-02-01,26,29,26,29,55
HUAYLLAMARCA,atencion odontologica,primera consulta,2011-02-01,38,49,38,49,87
HUMANATA,atencion odontologica,primera consulta,2011-02-01,3,3,3,3,6
ICHOCA,atencion odontologica,primera consulta,2011-02-01,7,10,7,10,17
ICLA,atencion odontologica,primera consulta,2011-02-01,79,129,79,129,208
INCAHUASI,atencion odontologica,primera consulta,2011-02-01,27,64,27,64,91
INQUISIVI,atencion odontologica,primera consulta,2011-02-01,17,36,17,36,53
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2011-02-01,36,41,36,41,77
IXIAMAS,atencion odontologica,primera consulta,2011-02-01,34,60,34,60,94
JESUS DE MACHACA,atencion odontologica,primera consulta,2011-02-01,102,153,102,153,255
LA ASUNTA,atencion odontologica,primera consulta,2011-02-01,65,118,65,118,183
LA GUARDIA,atencion odontologica,primera consulta,2011-02-01,70,107,70,107,177
LA PAZ,atencion odontologica,primera consulta,2011-02-01,3423,4188,3423,4188,7611
LAGUNILLAS,atencion odontologica,primera consulta,2011-02-01,39,44,39,44,83
LAJA,atencion odontologica,primera consulta,2011-02-01,42,87,42,87,129
LAS CARRERAS,atencion odontologica,primera consulta,2011-02-01,11,17,11,17,28
LICOMA PAMPA,atencion odontologica,primera consulta,2011-02-01,13,14,13,14,27
LLALLAGUA,atencion odontologica,primera consulta,2011-02-01,66,428,66,428,494
LLICA,atencion odontologica,primera consulta,2011-02-01,24,24,24,24,48
LURIBAY,atencion odontologica,primera consulta,2011-02-01,8,6,8,6,14
MACHACAMARCA,atencion odontologica,primera consulta,2011-02-01,15,27,15,27,42
MACHARETI,atencion odontologica,primera consulta,2011-02-01,67,85,67,85,152
MAGDALENA,atencion odontologica,primera consulta,2011-02-01,73,55,73,55,128
MAIRANA,atencion odontologica,primera consulta,2011-02-01,27,68,27,68,95
MALLA,atencion odontologica,primera consulta,2011-02-01,8,12,8,12,20
MAPIRI,atencion odontologica,primera consulta,2011-02-01,59,73,59,73,132
MECAPACA,atencion odontologica,primera consulta,2011-02-01,21,35,21,35,56
MINEROS,atencion odontologica,primera consulta,2011-02-01,35,48,35,48,83
MIZQUE,atencion odontologica,primera consulta,2011-02-01,29,44,29,44,73
MOCOMOCO,atencion odontologica,primera consulta,2011-02-01,89,89,89,89,178
MOJOCOYA,atencion odontologica,primera consulta,2011-02-01,18,55,18,55,73
MONTEAGUDO,atencion odontologica,primera consulta,2011-02-01,51,78,51,78,129
MONTERO,atencion odontologica,primera consulta,2011-02-01,962,1396,962,1396,2358
MORO MORO,atencion odontologica,primera consulta,2011-02-01,13,18,13,18,31
MOROCHATA,atencion odontologica,primera consulta,2011-02-01,14,29,14,29,43
OCURI,atencion odontologica,primera consulta,2011-02-01,27,32,27,32,59
OKINAWA,atencion odontologica,primera consulta,2011-02-01,36,58,36,58,94
OMEREQUE,atencion odontologica,primera consulta,2011-02-01,3,9,3,9,12
ORURO,atencion odontologica,primera consulta,2011-02-01,1121,1344,1121,1344,2465
PADCAYA,atencion odontologica,primera consulta,2011-02-01,61,94,61,94,155
PADILLA,atencion odontologica,primera consulta,2011-02-01,69,143,69,143,212
PAILON,atencion odontologica,primera consulta,2011-02-01,95,163,95,163,258
PALCA,atencion odontologica,primera consulta,2011-02-01,29,22,29,22,51
PALOS BLANCOS,atencion odontologica,primera consulta,2011-02-01,56,95,56,95,151
PAMPA AULLAGAS,atencion odontologica,primera consulta,2011-02-01,14,11,14,11,25
PAMPA GRANDE,atencion odontologica,primera consulta,2011-02-01,15,23,15,23,38
PAPEL PAMPA,atencion odontologica,primera consulta,2011-02-01,13,26,13,26,39
PASORAPA,atencion odontologica,primera consulta,2011-02-01,3,4,3,4,7
PATACAMAYA,atencion odontologica,primera consulta,2011-02-01,79,113,79,113,192
PAZÑA,atencion odontologica,primera consulta,2011-02-01,10,20,10,20,30
PELECHUCO,atencion odontologica,primera consulta,2011-02-01,63,97,63,97,160
POCOATA,atencion odontologica,primera consulta,2011-02-01,52,96,52,96,148
POCONA,atencion odontologica,primera consulta,2011-02-01,48,110,48,110,158
POJO (CBBA),atencion odontologica,primera consulta,2011-02-01,50,78,50,78,128
POOPO,atencion odontologica,primera consulta,2011-02-01,46,67,46,67,113
PORCO,atencion odontologica,primera consulta,2011-02-01,30,48,30,48,78
POROMA,atencion odontologica,primera consulta,2011-02-01,15,66,15,66,81
PORONGO,atencion odontologica,primera consulta,2011-02-01,123,119,123,119,242
PORTACHUELO,atencion odontologica,primera consulta,2011-02-01,46,59,46,59,105
PORVENIR,atencion odontologica,primera consulta,2011-02-01,40,56,40,56,96
POSTRER VALLE,atencion odontologica,primera consulta,2011-02-01,9,12,9,12,21
POTOSI,atencion odontologica,primera consulta,2011-02-01,534,852,534,852,1386
PRESTO,atencion odontologica,primera consulta,2011-02-01,19,21,19,21,40
PUCARA,atencion odontologica,primera consulta,2011-02-01,5,19,5,19,24
PUCARANI,atencion odontologica,primera consulta,2011-02-01,111,162,111,162,273
PUERTO ACOSTA,atencion odontologica,primera consulta,2011-02-01,1,4,1,4,5
PUERTO CARABUCO,atencion odontologica,primera consulta,2011-02-01,8,19,8,19,27
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2011-02-01,50,74,50,74,124
PUERTO PEREZ,atencion odontologica,primera consulta,2011-02-01,15,12,15,12,27
PUERTO QUIJARRO,atencion odontologica,primera consulta,2011-02-01,48,75,48,75,123
PUERTO RICO,atencion odontologica,primera consulta,2011-02-01,233,260,233,260,493
PUERTO SILES,atencion odontologica,primera consulta,2011-02-01,30,53,30,53,83
PUERTO SUAREZ,atencion odontologica,primera consulta,2011-02-01,26,62,26,62,88
PUERTO VILLARROEL,atencion odontologica,primera consulta,2011-02-01,90,129,90,129,219
PUNA,atencion odontologica,primera consulta,2011-02-01,69,142,69,142,211
PUNATA,atencion odontologica,primera consulta,2011-02-01,111,142,111,142,253
QUIABAYA,atencion odontologica,primera consulta,2011-02-01,17,17,17,17,34
QUILLACOLLO,atencion odontologica,primera consulta,2011-02-01,188,310,188,310,498
QUIME,atencion odontologica,primera consulta,2011-02-01,182,171,182,171,353
QUIRUSILLAS,atencion odontologica,primera consulta,2011-02-01,12,4,12,4,16
RAVELO,atencion odontologica,primera consulta,2011-02-01,36,49,36,49,85
RIBERALTA,atencion odontologica,primera consulta,2011-02-01,175,496,175,496,671
ROBORE,atencion odontologica,primera consulta,2011-02-01,59,96,59,96,155
RURRENABAQUE,atencion odontologica,primera consulta,2011-02-01,35,34,35,34,69
SABAYA,atencion odontologica,primera consulta,2011-02-01,35,30,35,30,65
SACABA,atencion odontologica,primera consulta,2011-02-01,238,278,238,278,516
SACABAMBA,atencion odontologica,primera consulta,2011-02-01,14,7,14,7,21
SACACA,atencion odontologica,primera consulta,2011-02-01,29,63,29,63,92
SAIPINA,atencion odontologica,primera consulta,2011-02-01,10,29,10,29,39
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2011-02-01,66,41,66,41,107
SAMAIPATA,atencion odontologica,primera consulta,2011-02-01,51,21,51,21,72
SAN AGUSTIN,atencion odontologica,primera consulta,2011-02-01,1,0,1,0,1
SAN ANDRES,atencion odontologica,primera consulta,2011-02-01,9,16,9,16,25
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2011-02-01,47,42,47,42,89
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2011-02-01,33,37,33,37,70
SAN BENITO,atencion odontologica,primera consulta,2011-02-01,49,64,49,64,113
SAN BORJA,atencion odontologica,primera consulta,2011-02-01,146,325,146,325,471
SAN BUENA VENTURA,atencion odontologica,primera consulta,2011-02-01,12,27,12,27,39
SAN CARLOS,atencion odontologica,primera consulta,2011-02-01,46,66,46,66,112
SAN IGNACIO,atencion odontologica,primera consulta,2011-02-01,131,157,131,157,288
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2011-02-01,130,191,130,191,321
SAN JAVIER(STC),atencion odontologica,primera consulta,2011-02-01,9,32,9,32,41
SAN JOAQUIN,atencion odontologica,primera consulta,2011-02-01,3,6,3,6,9
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2011-02-01,81,136,81,136,217
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2011-02-01,32,38,32,38,70
SAN JULIAN,atencion odontologica,primera consulta,2011-02-01,63,106,63,106,169
SAN LORENZO(PND),atencion odontologica,primera consulta,2011-02-01,19,39,19,39,58
SAN LORENZO(TJA),atencion odontologica,primera consulta,2011-02-01,119,186,119,186,305
SAN LUCAS,atencion odontologica,primera consulta,2011-02-01,24,38,24,38,62
SAN MATIAS,atencion odontologica,primera consulta,2011-02-01,46,78,46,78,124
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2011-02-01,92,130,92,130,222
SAN PEDRO,atencion odontologica,primera consulta,2011-02-01,53,84,53,84,137
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2011-02-01,36,68,36,68,104
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2011-02-01,18,43,18,43,61
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2011-02-01,37,45,37,45,82
SAN RAFAEL,atencion odontologica,primera consulta,2011-02-01,16,20,16,20,36
SAN RAMON BENI,atencion odontologica,primera consulta,2011-02-01,12,23,12,23,35
SAN RAMON SCZ,atencion odontologica,primera consulta,2011-02-01,47,71,47,71,118
SANTA ANA,atencion odontologica,primera consulta,2011-02-01,185,157,185,157,342
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2011-02-01,3084,4500,3084,4500,7584
SANTA ROSA,atencion odontologica,primera consulta,2011-02-01,144,202,144,202,346
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2011-02-01,67,119,67,119,186
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2011-02-01,5,6,5,6,11
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2011-02-01,160,191,160,191,351
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2011-02-01,5,9,5,9,14
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2011-02-01,26,52,26,52,78
SANTIVAÑES,atencion odontologica,primera consulta,2011-02-01,0,7,0,7,7
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2011-02-01,8,8,8,8,16
SAPAHAQUI,atencion odontologica,primera consulta,2011-02-01,23,34,23,34,57
SENA,atencion odontologica,primera consulta,2011-02-01,14,17,14,17,31
SHINAOTA,atencion odontologica,primera consulta,2011-02-01,6,24,6,24,30
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2011-02-01,36,46,36,46,82
SICAYA,atencion odontologica,primera consulta,2011-02-01,2,4,2,4,6
SIPE SIPE,atencion odontologica,primera consulta,2011-02-01,66,75,66,75,141
SOPACHUY,atencion odontologica,primera consulta,2011-02-01,31,67,31,67,98
SORACACHI,atencion odontologica,primera consulta,2011-02-01,86,99,86,99,185
SORATA,atencion odontologica,primera consulta,2011-02-01,55,112,55,112,167
SUCRE,atencion odontologica,primera consulta,2011-02-01,1023,1627,1023,1627,2650
TACACOMA,atencion odontologica,primera consulta,2011-02-01,48,87,48,87,135
TAHUA,atencion odontologica,primera consulta,2011-02-01,5,10,5,10,15
TAPACARI,atencion odontologica,primera consulta,2011-02-01,64,98,64,98,162
TARABUCO,atencion odontologica,primera consulta,2011-02-01,102,185,102,185,287
TARACO,atencion odontologica,primera consulta,2011-02-01,41,48,41,48,89
TARATA,atencion odontologica,primera consulta,2011-02-01,14,36,14,36,50
TARIJA,atencion odontologica,primera consulta,2011-02-01,473,798,473,798,1271
TARVITA,atencion odontologica,primera consulta,2011-02-01,107,184,107,184,291
TEOPONTE,atencion odontologica,primera consulta,2011-02-01,10,8,10,8,18
TIAWANACU,atencion odontologica,primera consulta,2011-02-01,89,180,89,180,269
TINGUIPAYA,atencion odontologica,primera consulta,2011-02-01,16,31,16,31,47
TIPUANI,atencion odontologica,primera consulta,2011-02-01,22,20,22,20,42
TIQUIPAYA,atencion odontologica,primera consulta,2011-02-01,179,294,179,294,473
TIRAQUE (CBBA),atencion odontologica,primera consulta,2011-02-01,53,61,53,61,114
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2011-02-01,10,7,10,7,17
TOCO,atencion odontologica,primera consulta,2011-02-01,7,25,7,25,32
TOLATA,atencion odontologica,primera consulta,2011-02-01,9,17,9,17,26
TOLEDO,atencion odontologica,primera consulta,2011-02-01,54,51,54,51,105
TOMAVE,atencion odontologica,primera consulta,2011-02-01,29,42,29,42,71
TOMINA,atencion odontologica,primera consulta,2011-02-01,45,61,45,61,106
TORO TORO,atencion odontologica,primera consulta,2011-02-01,49,33,49,33,82
TOTORA(CBBA),atencion odontologica,primera consulta,2011-02-01,63,76,63,76,139
TOTORA(ORR),atencion odontologica,primera consulta,2011-02-01,5,2,5,2,7
TRIGAL,atencion odontologica,primera consulta,2011-02-01,22,24,22,24,46
TRINIDAD,atencion odontologica,primera consulta,2011-02-01,352,537,352,537,889
TUPIZA,atencion odontologica,primera consulta,2011-02-01,115,196,115,196,311
TURCO,atencion odontologica,primera consulta,2011-02-01,6,9,6,9,15
UNCIA,atencion odontologica,primera consulta,2011-02-01,39,63,39,63,102
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2011-02-01,148,190,148,190,338
