,group,variable,month,PERIODONCIAS CANTIDAD,PERIODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
OMEREQUE,atencion odontologica,periodoncias,2011-02-01,1,8,1,8,9
ORURO,atencion odontologica,periodoncias,2011-02-01,88,161,88,161,249
PADCAYA,atencion odontologica,periodoncias,2011-02-01,8,13,8,13,21
PADILLA,atencion odontologica,periodoncias,2011-02-01,0,1,0,1,1
PAILON,atencion odontologica,periodoncias,2011-02-01,1,3,1,3,4
PALCA,atencion odontologica,periodoncias,2011-02-01,3,7,3,7,10
PALOS BLANCOS,atencion odontologica,periodoncias,2011-02-01,1,2,1,2,3
PAMPA AULLAGAS,atencion odontologica,periodoncias,2011-02-01,0,1,0,1,1
PAPEL PAMPA,atencion odontologica,periodoncias,2011-02-01,3,7,3,7,10
PASORAPA,atencion odontologica,periodoncias,2011-02-01,0,1,0,1,1
PATACAMAYA,atencion odontologica,periodoncias,2011-02-01,7,18,7,18,25
PAZÑA,atencion odontologica,periodoncias,2011-02-01,2,3,2,3,5
PELECHUCO,atencion odontologica,periodoncias,2011-02-01,1,1,1,1,2
POCOATA,atencion odontologica,periodoncias,2011-02-01,0,11,0,11,11
POCONA,atencion odontologica,periodoncias,2011-02-01,4,4,4,4,8
POJO (CBBA),atencion odontologica,periodoncias,2011-02-01,2,16,2,16,18
POOPO,atencion odontologica,periodoncias,2011-02-01,1,15,1,15,16
PORONGO,atencion odontologica,periodoncias,2011-02-01,1,4,1,4,5
PORTACHUELO,atencion odontologica,periodoncias,2011-02-01,4,3,4,3,7
PORVENIR,atencion odontologica,periodoncias,2011-02-01,1,4,1,4,5
POTOSI,atencion odontologica,periodoncias,2011-02-01,24,35,24,35,59
PUCARA,atencion odontologica,periodoncias,2011-02-01,0,2,0,2,2
PUCARANI,atencion odontologica,periodoncias,2011-02-01,0,1,0,1,1
PUERTO ACOSTA,atencion odontologica,periodoncias,2011-02-01,0,1,0,1,1
PUERTO CARABUCO,atencion odontologica,periodoncias,2011-02-01,0,5,0,5,5
PUERTO GONZALO MORENO,atencion odontologica,periodoncias,2011-02-01,0,1,0,1,1
PUERTO PEREZ,atencion odontologica,periodoncias,2011-02-01,2,4,2,4,6
PUERTO RICO,atencion odontologica,periodoncias,2011-02-01,3,42,3,42,45
PUERTO SILES,atencion odontologica,periodoncias,2011-02-01,0,3,0,3,3
PUERTO SUAREZ,atencion odontologica,periodoncias,2011-02-01,3,20,3,20,23
PUERTO VILLARROEL,atencion odontologica,periodoncias,2011-02-01,12,32,12,32,44
PUNA,atencion odontologica,periodoncias,2011-02-01,0,2,0,2,2
PUNATA,atencion odontologica,periodoncias,2011-02-01,55,86,55,86,141
QUILLACOLLO,atencion odontologica,periodoncias,2011-02-01,16,25,16,25,41
QUIME,atencion odontologica,periodoncias,2011-02-01,3,2,3,2,5
QUIRUSILLAS,atencion odontologica,periodoncias,2011-02-01,1,0,1,0,1
REYES,atencion odontologica,periodoncias,2011-02-01,5,3,5,3,8
RIBERALTA,atencion odontologica,periodoncias,2011-02-01,16,85,16,85,101
ROBORE,atencion odontologica,periodoncias,2011-02-01,5,10,5,10,15
RURRENABAQUE,atencion odontologica,periodoncias,2011-02-01,12,11,12,11,23
SABAYA,atencion odontologica,periodoncias,2011-02-01,2,0,2,0,2
SACABA,atencion odontologica,periodoncias,2011-02-01,92,121,92,121,213
SACABAMBA,atencion odontologica,periodoncias,2011-02-01,2,2,2,2,4
SAIPINA,atencion odontologica,periodoncias,2011-02-01,1,1,1,1,2
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncias,2011-02-01,4,0,4,0,4
SAMAIPATA,atencion odontologica,periodoncias,2011-02-01,1,1,1,1,2
SAN AGUSTIN,atencion odontologica,periodoncias,2011-02-01,0,1,0,1,1
SAN ANDRES,atencion odontologica,periodoncias,2011-02-01,0,1,0,1,1
SAN ANDRES DE MACHACA,atencion odontologica,periodoncias,2011-02-01,5,5,5,5,10
SAN BENITO,atencion odontologica,periodoncias,2011-02-01,13,11,13,11,24
SAN BORJA,atencion odontologica,periodoncias,2011-02-01,7,20,7,20,27
SAN BUENA VENTURA,atencion odontologica,periodoncias,2011-02-01,0,1,0,1,1
SAN CARLOS,atencion odontologica,periodoncias,2011-02-01,5,8,5,8,13
SAN IGNACIO,atencion odontologica,periodoncias,2011-02-01,19,16,19,16,35
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncias,2011-02-01,5,5,5,5,10
SAN JAVIER(STC),atencion odontologica,periodoncias,2011-02-01,3,6,3,6,9
SAN JULIAN,atencion odontologica,periodoncias,2011-02-01,1,6,1,6,7
SAN LORENZO(PND),atencion odontologica,periodoncias,2011-02-01,0,5,0,5,5
SAN LORENZO(TJA),atencion odontologica,periodoncias,2011-02-01,1,0,1,0,1
SAN LUCAS,atencion odontologica,periodoncias,2011-02-01,0,1,0,1,1
SAN MATIAS,atencion odontologica,periodoncias,2011-02-01,0,3,0,3,3
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncias,2011-02-01,2,1,2,1,3
SAN PEDRO,atencion odontologica,periodoncias,2011-02-01,4,8,4,8,12
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncias,2011-02-01,0,2,0,2,2
SAN PEDRO DE CURAHUARA,atencion odontologica,periodoncias,2011-02-01,1,0,1,0,1
SAN RAFAEL,atencion odontologica,periodoncias,2011-02-01,16,20,16,20,36
SAN RAMON SCZ,atencion odontologica,periodoncias,2011-02-01,8,14,8,14,22
SANTA ANA,atencion odontologica,periodoncias,2011-02-01,3,5,3,5,8
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncias,2011-02-01,532,856,532,856,1388
SANTA ROSA,atencion odontologica,periodoncias,2011-02-01,3,2,3,2,5
SANTA ROSA DEL SARA,atencion odontologica,periodoncias,2011-02-01,0,6,0,6,6
SANTIAGO DE HUARI,atencion odontologica,periodoncias,2011-02-01,1,5,1,5,6
SANTIAGO DE HUATA,atencion odontologica,periodoncias,2011-02-01,4,5,4,5,9
SANTIVAÑES,atencion odontologica,periodoncias,2011-02-01,0,2,0,2,2
SANTUARIO DE QUILLACAS,atencion odontologica,periodoncias,2011-02-01,0,5,0,5,5
SAPAHAQUI,atencion odontologica,periodoncias,2011-02-01,3,1,3,1,4
SHINAOTA,atencion odontologica,periodoncias,2011-02-01,6,15,6,15,21
SICA SICA (VILLA AROMA),atencion odontologica,periodoncias,2011-02-01,3,7,3,7,10
SICAYA,atencion odontologica,periodoncias,2011-02-01,0,1,0,1,1
SIPE SIPE,atencion odontologica,periodoncias,2011-02-01,9,15,9,15,24
SOPACHUY,atencion odontologica,periodoncias,2011-02-01,2,4,2,4,6
SORACACHI,atencion odontologica,periodoncias,2011-02-01,1,0,1,0,1
SORATA,atencion odontologica,periodoncias,2011-02-01,0,2,0,2,2
SUCRE,atencion odontologica,periodoncias,2011-02-01,204,292,204,292,496
TACOPAYA,atencion odontologica,periodoncias,2011-02-01,1,0,1,0,1
TAHUA,atencion odontologica,periodoncias,2011-02-01,2,2,2,2,4
TAPACARI,atencion odontologica,periodoncias,2011-02-01,1,3,1,3,4
TARABUCO,atencion odontologica,periodoncias,2011-02-01,0,35,0,35,35
TARACO,atencion odontologica,periodoncias,2011-02-01,7,7,7,7,14
TARATA,atencion odontologica,periodoncias,2011-02-01,0,5,0,5,5
TARIJA,atencion odontologica,periodoncias,2011-02-01,113,168,113,168,281
TARVITA,atencion odontologica,periodoncias,2011-02-01,2,13,2,13,15
TEOPONTE,atencion odontologica,periodoncias,2011-02-01,1,0,1,0,1
TIAWANACU,atencion odontologica,periodoncias,2011-02-01,1,0,1,0,1
TIPUANI,atencion odontologica,periodoncias,2011-02-01,4,29,4,29,33
TIQUIPAYA,atencion odontologica,periodoncias,2011-02-01,30,118,30,118,148
TIRAQUE (CBBA),atencion odontologica,periodoncias,2011-02-01,49,85,49,85,134
TOCO,atencion odontologica,periodoncias,2011-02-01,0,4,0,4,4
TOLEDO,atencion odontologica,periodoncias,2011-02-01,0,1,0,1,1
TOMINA,atencion odontologica,periodoncias,2011-02-01,0,1,0,1,1
TORO TORO,atencion odontologica,periodoncias,2011-02-01,0,2,0,2,2
TOTORA(CBBA),atencion odontologica,periodoncias,2011-02-01,1,3,1,3,4
TRIGAL,atencion odontologica,periodoncias,2011-02-01,2,2,2,2,4
TRINIDAD,atencion odontologica,periodoncias,2011-02-01,37,78,37,78,115
TUPIZA,atencion odontologica,periodoncias,2011-02-01,86,99,86,99,185
UNCIA,atencion odontologica,periodoncias,2011-02-01,1,0,1,0,1
URIONDO (A. CONCEPCION),atencion odontologica,periodoncias,2011-02-01,4,5,4,5,9
URUBICHA,atencion odontologica,periodoncias,2011-02-01,0,2,0,2,2
UYUNI,atencion odontologica,periodoncias,2011-02-01,3,1,3,1,4
VACAS,atencion odontologica,periodoncias,2011-02-01,0,3,0,3,3
VALLEGRANDE,atencion odontologica,periodoncias,2011-02-01,1,14,1,14,15
VIACHA,atencion odontologica,periodoncias,2011-02-01,29,19,29,19,48
VILA VILA,atencion odontologica,periodoncias,2011-02-01,1,3,1,3,4
VILLA CHARCAS,atencion odontologica,periodoncias,2011-02-01,1,1,1,1,2
VILLA MONTES,atencion odontologica,periodoncias,2011-02-01,7,33,7,33,40
VILLA RIVERO,atencion odontologica,periodoncias,2011-02-01,0,1,0,1,1
VILLA SERRANO,atencion odontologica,periodoncias,2011-02-01,1,0,1,0,1
VILLA TUNARI,atencion odontologica,periodoncias,2011-02-01,29,40,29,40,69
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,periodoncias,2011-02-01,0,1,0,1,1
VILLAZON,atencion odontologica,periodoncias,2011-02-01,13,17,13,17,30
VINTO,atencion odontologica,periodoncias,2011-02-01,3,8,3,8,11
VITICHI,atencion odontologica,periodoncias,2011-02-01,3,2,3,2,5
WARNES,atencion odontologica,periodoncias,2011-02-01,11,29,11,29,40
YACO,atencion odontologica,periodoncias,2011-02-01,0,3,0,3,3
YACUIBA,atencion odontologica,periodoncias,2011-02-01,62,77,62,77,139
YAMPARAEZ,atencion odontologica,periodoncias,2011-02-01,6,1,6,1,7
YANACACHI,atencion odontologica,periodoncias,2011-02-01,2,2,2,2,4
YAPACANI,atencion odontologica,periodoncias,2011-02-01,2,14,2,14,16
YOCALLA,atencion odontologica,periodoncias,2011-02-01,0,6,0,6,6
YOTALA,atencion odontologica,periodoncias,2011-02-01,2,7,2,7,9
YUNCHARA,atencion odontologica,periodoncias,2011-02-01,1,2,1,2,3
ZUDAÑEZ,atencion odontologica,periodoncias,2011-02-01,0,1,0,1,1
ACHACACHI,atencion odontologica,periodoncias,2011-03-01,0,3,0,3,3
ACHOCALLA,atencion odontologica,periodoncias,2011-03-01,4,4,4,4,8
AIQUILE,atencion odontologica,periodoncias,2011-03-01,6,25,6,25,31
ALCALA,atencion odontologica,periodoncias,2011-03-01,0,3,0,3,3
ALTO BENI,atencion odontologica,periodoncias,2011-03-01,2,4,2,4,6
ANCORAIMES,atencion odontologica,periodoncias,2011-03-01,1,11,1,11,12
APOLO,atencion odontologica,periodoncias,2011-03-01,3,6,3,6,9
ARANI,atencion odontologica,periodoncias,2011-03-01,3,7,3,7,10
ARBIETO,atencion odontologica,periodoncias,2011-03-01,6,16,6,16,22
ARQUE,atencion odontologica,periodoncias,2011-03-01,0,4,0,4,4
ASCENCION DE GUARAYOS,atencion odontologica,periodoncias,2011-03-01,0,1,0,1,1
ATOCHA,atencion odontologica,periodoncias,2011-03-01,5,10,5,10,15
AYO AYO,atencion odontologica,periodoncias,2011-03-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncias,2011-03-01,3,9,3,9,12
AZURDUY,atencion odontologica,periodoncias,2011-03-01,0,3,0,3,3
BERMEJO,atencion odontologica,periodoncias,2011-03-01,11,38,11,38,49
BETANZOS,atencion odontologica,periodoncias,2011-03-01,0,2,0,2,2
BOLIVAR,atencion odontologica,periodoncias,2011-03-01,0,1,0,1,1
BUENA VISTA,atencion odontologica,periodoncias,2011-03-01,1,0,1,0,1
CABEZAS,atencion odontologica,periodoncias,2011-03-01,8,8,8,8,16
CAIROMA,atencion odontologica,periodoncias,2011-03-01,0,2,0,2,2
CAMARGO,atencion odontologica,periodoncias,2011-03-01,2,13,2,13,15
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncias,2011-03-01,3,0,3,0,3
CAMIRI,atencion odontologica,periodoncias,2011-03-01,8,15,8,15,23
CAPINOTA,atencion odontologica,periodoncias,2011-03-01,8,10,8,10,18
CARACOLLO,atencion odontologica,periodoncias,2011-03-01,9,5,9,5,14
CARANAVI,atencion odontologica,periodoncias,2011-03-01,2,4,2,4,6
CARAPARI,atencion odontologica,periodoncias,2011-03-01,12,24,12,24,36
CARIPUYO,atencion odontologica,periodoncias,2011-03-01,1,1,1,1,2
CARMEN RIVERO TORREZ,atencion odontologica,periodoncias,2011-03-01,4,6,4,6,10
CATACORA,atencion odontologica,periodoncias,2011-03-01,2,2,2,2,4
CHALLAPATA,atencion odontologica,periodoncias,2011-03-01,1,1,1,1,2
CHARAGUA,atencion odontologica,periodoncias,2011-03-01,0,12,0,12,12
CHIMORE,atencion odontologica,periodoncias,2011-03-01,0,4,0,4,4
CHOQUE COTA,atencion odontologica,periodoncias,2011-03-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncias,2011-03-01,0,6,0,6,6
CHUMA,atencion odontologica,periodoncias,2011-03-01,0,2,0,2,2
CLIZA,atencion odontologica,periodoncias,2011-03-01,35,91,35,91,126
COBIJA,atencion odontologica,periodoncias,2011-03-01,17,21,17,21,38
COCAPATA,atencion odontologica,periodoncias,2011-03-01,2,1,2,1,3
COCHABAMBA,atencion odontologica,periodoncias,2011-03-01,507,880,507,880,1387
COIPASA,atencion odontologica,periodoncias,2011-03-01,1,0,1,0,1
COLCAPIRHUA,atencion odontologica,periodoncias,2011-03-01,2,10,2,10,12
"COLCHA ""K""",atencion odontologica,periodoncias,2011-03-01,9,4,9,4,13
COLLANA,atencion odontologica,periodoncias,2011-03-01,1,0,1,0,1
COLOMI,atencion odontologica,periodoncias,2011-03-01,8,11,8,11,19
COLPA BELGICA,atencion odontologica,periodoncias,2011-03-01,0,28,0,28,28
COLQUECHACA,atencion odontologica,periodoncias,2011-03-01,24,24,24,24,48
COLQUIRI,atencion odontologica,periodoncias,2011-03-01,6,5,6,5,11
COMARAPA,atencion odontologica,periodoncias,2011-03-01,4,5,4,5,9
COMBAYA,atencion odontologica,periodoncias,2011-03-01,17,37,17,37,54
CONCEPCION,atencion odontologica,periodoncias,2011-03-01,3,4,3,4,7
COROICO,atencion odontologica,periodoncias,2011-03-01,0,1,0,1,1
CORQUE,atencion odontologica,periodoncias,2011-03-01,1,2,1,2,3
COTAGAITA,atencion odontologica,periodoncias,2011-03-01,38,28,38,28,66
COTOCA,atencion odontologica,periodoncias,2011-03-01,2,16,2,16,18
CUATRO CAÑADAS,atencion odontologica,periodoncias,2011-03-01,2,1,2,1,3
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncias,2011-03-01,5,6,5,6,11
CUEVO,atencion odontologica,periodoncias,2011-03-01,0,1,0,1,1
CULPINA,atencion odontologica,periodoncias,2011-03-01,1,0,1,0,1
DESAGUADERO,atencion odontologica,periodoncias,2011-03-01,3,2,3,2,5
EL ALTO,atencion odontologica,periodoncias,2011-03-01,153,256,153,256,409
EL PUENTE(STC),atencion odontologica,periodoncias,2011-03-01,1,1,1,1,2
EL PUENTE(TJA),atencion odontologica,periodoncias,2011-03-01,2,1,2,1,3
EL TORNO,atencion odontologica,periodoncias,2011-03-01,7,29,7,29,36
EL VILLAR,atencion odontologica,periodoncias,2011-03-01,0,12,0,12,12
ENTRE RIOS TRJ,atencion odontologica,periodoncias,2011-03-01,0,1,0,1,1
ENTRE RIOS CBBA,atencion odontologica,periodoncias,2011-03-01,2,4,2,4,6
EUCALIPTUS,atencion odontologica,periodoncias,2011-03-01,0,4,0,4,4
FERNANDEZ ALONSO,atencion odontologica,periodoncias,2011-03-01,3,3,3,3,6
FILADELFIA,atencion odontologica,periodoncias,2011-03-01,0,1,0,1,1
GENERAL SAAVEDRA,atencion odontologica,periodoncias,2011-03-01,0,12,0,12,12
GUANAY,atencion odontologica,periodoncias,2011-03-01,4,9,4,9,13
GUAYARAMERIN,atencion odontologica,periodoncias,2011-03-01,0,1,0,1,1
GUTIERREZ,atencion odontologica,periodoncias,2011-03-01,2,23,2,23,25
HUACARETA,atencion odontologica,periodoncias,2011-03-01,1,3,1,3,4
HUACAYA (VILLA DE HUACAYA),atencion odontologica,periodoncias,2011-03-01,0,1,0,1,1
HUACHACALLA,atencion odontologica,periodoncias,2011-03-01,2,0,2,0,2
HUARACAJE,atencion odontologica,periodoncias,2011-03-01,2,4,2,4,6
HUAYLLAMARCA,atencion odontologica,periodoncias,2011-03-01,4,2,4,2,6
ICLA,atencion odontologica,periodoncias,2011-03-01,0,3,0,3,3
INQUISIVI,atencion odontologica,periodoncias,2011-03-01,0,2,0,2,2
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncias,2011-03-01,3,3,3,3,6
IXIAMAS,atencion odontologica,periodoncias,2011-03-01,0,6,0,6,6
JESUS DE MACHACA,atencion odontologica,periodoncias,2011-03-01,1,1,1,1,2
LA ASUNTA,atencion odontologica,periodoncias,2011-03-01,13,44,13,44,57
LA GUARDIA,atencion odontologica,periodoncias,2011-03-01,2,15,2,15,17
LA PAZ,atencion odontologica,periodoncias,2011-03-01,463,589,463,589,1052
LAGUNILLAS,atencion odontologica,periodoncias,2011-03-01,4,4,4,4,8
LAJA,atencion odontologica,periodoncias,2011-03-01,0,2,0,2,2
LLALLAGUA,atencion odontologica,periodoncias,2011-03-01,0,4,0,4,4
LLICA,atencion odontologica,periodoncias,2011-03-01,4,0,4,0,4
MACHACAMARCA,atencion odontologica,periodoncias,2011-03-01,1,4,1,4,5
MACHARETI,atencion odontologica,periodoncias,2011-03-01,2,4,2,4,6
MAGDALENA,atencion odontologica,periodoncias,2011-03-01,2,5,2,5,7
MAIRANA,atencion odontologica,periodoncias,2011-03-01,3,7,3,7,10
MAPIRI,atencion odontologica,periodoncias,2011-03-01,5,2,5,2,7
MECAPACA,atencion odontologica,periodoncias,2011-03-01,0,3,0,3,3
MINEROS,atencion odontologica,periodoncias,2011-03-01,0,4,0,4,4
MIZQUE,atencion odontologica,periodoncias,2011-03-01,7,17,7,17,24
MOJOCOYA,atencion odontologica,periodoncias,2011-03-01,3,0,3,0,3
MONTEAGUDO,atencion odontologica,periodoncias,2011-03-01,2,5,2,5,7
MONTERO,atencion odontologica,periodoncias,2011-03-01,29,76,29,76,105
MOROCHATA,atencion odontologica,periodoncias,2011-03-01,0,5,0,5,5
OKINAWA,atencion odontologica,periodoncias,2011-03-01,2,9,2,9,11
OMEREQUE,atencion odontologica,periodoncias,2011-03-01,1,4,1,4,5
ORURO,atencion odontologica,periodoncias,2011-03-01,111,170,111,170,281
PADCAYA,atencion odontologica,periodoncias,2011-03-01,6,12,6,12,18
PADILLA,atencion odontologica,periodoncias,2011-03-01,2,12,2,12,14
PAILON,atencion odontologica,periodoncias,2011-03-01,5,1,5,1,6
PALOS BLANCOS,atencion odontologica,periodoncias,2011-03-01,4,5,4,5,9
PAMPA GRANDE,atencion odontologica,periodoncias,2011-03-01,0,7,0,7,7
PASORAPA,atencion odontologica,periodoncias,2011-03-01,2,3,2,3,5
PATACAMAYA,atencion odontologica,periodoncias,2011-03-01,2,20,2,20,22
PAZÑA,atencion odontologica,periodoncias,2011-03-01,5,5,5,5,10
PELECHUCO,atencion odontologica,periodoncias,2011-03-01,1,1,1,1,2
POCOATA,atencion odontologica,periodoncias,2011-03-01,0,2,0,2,2
POCONA,atencion odontologica,periodoncias,2011-03-01,0,4,0,4,4
POJO (CBBA),atencion odontologica,periodoncias,2011-03-01,4,13,4,13,17
POOPO,atencion odontologica,periodoncias,2011-03-01,0,1,0,1,1
PORTACHUELO,atencion odontologica,periodoncias,2011-03-01,5,9,5,9,14
PORVENIR,atencion odontologica,periodoncias,2011-03-01,0,2,0,2,2
POSTRER VALLE,atencion odontologica,periodoncias,2011-03-01,1,0,1,0,1
POTOSI,atencion odontologica,periodoncias,2011-03-01,16,38,16,38,54
PUCARANI,atencion odontologica,periodoncias,2011-03-01,2,1,2,1,3
PUERTO ACOSTA,atencion odontologica,periodoncias,2011-03-01,1,1,1,1,2
PUERTO CARABUCO,atencion odontologica,periodoncias,2011-03-01,1,1,1,1,2
PUERTO GONZALO MORENO,atencion odontologica,periodoncias,2011-03-01,1,2,1,2,3
PUERTO RICO,atencion odontologica,periodoncias,2011-03-01,1,6,1,6,7
PUERTO SUAREZ,atencion odontologica,periodoncias,2011-03-01,1,6,1,6,7
PUERTO VILLARROEL,atencion odontologica,periodoncias,2011-03-01,12,22,12,22,34
PUNA,atencion odontologica,periodoncias,2011-03-01,1,4,1,4,5
PUNATA,atencion odontologica,periodoncias,2011-03-01,80,150,80,150,230
QUILLACOLLO,atencion odontologica,periodoncias,2011-03-01,12,32,12,32,44
QUIME,atencion odontologica,periodoncias,2011-03-01,83,16,83,16,99
QUIRUSILLAS,atencion odontologica,periodoncias,2011-03-01,0,2,0,2,2
REYES,atencion odontologica,periodoncias,2011-03-01,6,4,6,4,10
RIBERALTA,atencion odontologica,periodoncias,2011-03-01,4,208,4,208,212
ROBORE,atencion odontologica,periodoncias,2011-03-01,3,9,3,9,12
SABAYA,atencion odontologica,periodoncias,2011-03-01,1,1,1,1,2
SACABA,atencion odontologica,periodoncias,2011-03-01,129,155,129,155,284
SACABAMBA,atencion odontologica,periodoncias,2011-03-01,1,4,1,4,5
SAIPINA,atencion odontologica,periodoncias,2011-03-01,0,1,0,1,1
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncias,2011-03-01,3,2,3,2,5
SAMAIPATA,atencion odontologica,periodoncias,2011-03-01,2,5,2,5,7
SAN AGUSTIN,atencion odontologica,periodoncias,2011-03-01,0,1,0,1,1
SAN ANDRES,atencion odontologica,periodoncias,2011-03-01,0,1,0,1,1
SAN ANDRES DE MACHACA,atencion odontologica,periodoncias,2011-03-01,1,1,1,1,2
SAN BENITO,atencion odontologica,periodoncias,2011-03-01,17,18,17,18,35
SAN BORJA,atencion odontologica,periodoncias,2011-03-01,13,122,13,122,135
SAN CARLOS,atencion odontologica,periodoncias,2011-03-01,11,12,11,12,23
SAN IGNACIO,atencion odontologica,periodoncias,2011-03-01,0,7,0,7,7
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncias,2011-03-01,3,5,3,5,8
SAN JOSE DE CHIQUITOS,atencion odontologica,periodoncias,2011-03-01,1,3,1,3,4
SAN JULIAN,atencion odontologica,periodoncias,2011-03-01,2,12,2,12,14
SAN LORENZO(PND),atencion odontologica,periodoncias,2011-03-01,0,13,0,13,13
SAN LORENZO(TJA),atencion odontologica,periodoncias,2011-03-01,1,7,1,7,8
SAN LUCAS,atencion odontologica,periodoncias,2011-03-01,2,3,2,3,5
SAN MATIAS,atencion odontologica,periodoncias,2011-03-01,1,3,1,3,4
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncias,2011-03-01,0,2,0,2,2
SAN PEDRO,atencion odontologica,periodoncias,2011-03-01,2,3,2,3,5
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncias,2011-03-01,3,3,3,3,6
SAN RAFAEL,atencion odontologica,periodoncias,2011-03-01,33,97,33,97,130
SAN RAMON SCZ,atencion odontologica,periodoncias,2011-03-01,2,25,2,25,27
SANTA ANA,atencion odontologica,periodoncias,2011-03-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncias,2011-03-01,730,1089,730,1089,1819
SANTA ROSA,atencion odontologica,periodoncias,2011-03-01,11,14,11,14,25
SANTA ROSA DEL SARA,atencion odontologica,periodoncias,2011-03-01,0,4,0,4,4
SANTIAGO DE HUARI,atencion odontologica,periodoncias,2011-03-01,2,2,2,2,4
SANTIAGO DE HUATA,atencion odontologica,periodoncias,2011-03-01,3,3,3,3,6
SANTIVAÑES,atencion odontologica,periodoncias,2011-03-01,0,3,0,3,3
SANTUARIO DE QUILLACAS,atencion odontologica,periodoncias,2011-03-01,3,4,3,4,7
SAPAHAQUI,atencion odontologica,periodoncias,2011-03-01,0,2,0,2,2
SHINAOTA,atencion odontologica,periodoncias,2011-03-01,8,31,8,31,39
SICA SICA (VILLA AROMA),atencion odontologica,periodoncias,2011-03-01,0,4,0,4,4
SICAYA,atencion odontologica,periodoncias,2011-03-01,0,8,0,8,8
