,group,variable,month,CONSULTAS NUEVAS DE 5 A 59 AÑOS CANTIDAD,CONSULTAS NUEVAS DE 5 A 59 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
TIAWANACU,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,67,95,67,95,162
TINGUIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,23,60,23,60,83
TIPUANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,8,8,8,8,16
TIQUIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,262,458,262,458,720
TIRAQUE (CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,42,88,42,88,130
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,10,18,10,18,28
TOCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,17,23,17,23,40
TOLATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,87,29,87,29,116
TOLEDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,23,37,23,37,60
TOMAVE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,45,67,45,67,112
TOMINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,218,218,218,218,436
TORO TORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,66,73,66,73,139
TOTORA(CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,35,62,35,62,97
TOTORA(ORR),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,3,5,3,5,8
TRIGAL,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,16,33,16,33,49
TRINIDAD,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,471,768,471,768,1239
TUPIZA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,236,274,236,274,510
TURCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,74,76,74,76,150
UMALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,10,16,10,16,26
UNCIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,20,45,20,45,65
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,70,284,70,284,354
URUBICHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,9,16,9,16,25
UYUNI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,118,189,118,189,307
VACAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,22,27,22,27,49
VALLEGRANDE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,91,114,91,114,205
VIACHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,54,179,54,179,233
VILA VILA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,4,10,4,10,14
VILLA MONTES,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,398,657,398,657,1055
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,18,18,18,18,36
VILLA RIVERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,56,76,56,76,132
VILLA SERRANO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,28,57,28,57,85
VILLA TUNARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,260,479,260,479,739
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,12,46,12,46,58
VILLAZON,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,132,195,132,195,327
VINTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,6,9,6,9,15
VITICHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,41,105,41,105,146
WALDO BALLIVIAN,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,10,22,10,22,32
WARNES,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,90,211,90,211,301
YACO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,14,17,14,17,31
YACUIBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,320,546,320,546,866
YAMPARAEZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,7,9,7,9,16
YANACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,28,73,28,73,101
YAPACANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,73,153,73,153,226
YOTALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,43,91,43,91,134
YUNCHARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,10,35,10,35,45
ZUDAÑEZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-01-01,15,14,15,14,29
ACACIO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,12,18,12,18,30
ACHACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,194,224,194,224,418
ACHOCALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,158,207,158,207,365
AIQUILE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,55,66,55,66,121
ALCALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,23,62,23,62,85
ALTO BENI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,15,36,15,36,51
ANCORAIMES,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,35,36,35,36,71
ANDAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,11,31,11,31,42
ANTEQUERA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,52,52,52,52,104
ANZALDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,16,24,16,24,40
APOLO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,99,124,99,124,223
ARAMPAMPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,3,10,3,10,13
ARANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,94,165,94,165,259
ARBIETO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,35,74,35,74,109
ARQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,50,42,50,42,92
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,3,15,3,15,18
ATOCHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,335,416,335,416,751
AYATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,26,87,26,87,113
AYO AYO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,10,33,10,33,43
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,84,148,84,148,232
AZURDUY,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,25,53,25,53,78
BATALLAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,25,86,25,86,111
BAURES,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,13,32,13,32,45
BELEN DE ANDAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,2,0,2,0,2
BELEN DE URMIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,3,11,3,11,14
BERMEJO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,300,470,300,470,770
BETANZOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,30,66,30,66,96
BOLIVAR,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,35,38,35,38,73
BOYUIBE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,21,25,21,25,46
BUENA VISTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,13,42,13,42,55
CABEZAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,54,154,54,154,208
CAIROMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,43,63,43,63,106
"CAIZA ""D""",atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,13,37,13,37,50
CAJUATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,4,22,4,22,26
CALACOTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,23,32,23,32,55
CALAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,115,159,115,159,274
CAMARGO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,131,193,131,193,324
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,25,37,25,37,62
CAMIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,205,205,205,205,410
CAPINOTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,281,227,281,227,508
CAQUIAVIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,50,93,50,93,143
CARACOLLO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,104,214,104,214,318
CARANAVI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,147,261,147,261,408
CARAPARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,184,279,184,279,463
CARIPUYO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,21,17,21,17,38
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,16,21,16,21,37
CATACORA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,20,37,20,37,57
CHALLAPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,91,161,91,161,252
CHAQUI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,13,11,13,11,24
CHARAGUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,102,138,102,138,240
CHARAÑA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,8,8,8,8,16
CHAYANTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,33,57,33,57,90
CHIMORE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,85,83,85,83,168
CHOQUE COTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,17,32,17,32,49
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,81,110,81,110,191
CHUMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,98,115,98,115,213
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,0,27,0,27,27
CKOCHAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,7,18,7,18,25
CLIZA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,121,216,121,216,337
COBIJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,333,430,333,430,763
COCAPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,44,61,44,61,105
COCHABAMBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,1808,2917,1808,2917,4725
COIPASA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,20,27,20,27,47
COLCAPIRHUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,44,80,44,80,124
"COLCHA ""K""",atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,31,35,31,35,66
COLLANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,19,31,19,31,50
COLOMI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,26,137,26,137,163
COLPA BELGICA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,95,146,95,146,241
COLQUECHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,44,72,44,72,116
COLQUENCHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,35,17,35,17,52
COLQUIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,29,35,29,35,64
COMANCHE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,187,220,187,220,407
COMARAPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,100,220,100,220,320
COMBAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,19,3,19,3,22
CONCEPCION,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,12,22,12,22,34
COPACABANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,75,107,75,107,182
CORIPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,67,65,67,65,132
CORO CORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,32,50,32,50,82
COROICO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,38,26,38,26,64
CORQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,13,41,13,41,54
COTAGAITA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,169,226,169,226,395
COTOCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,23,27,23,27,50
CUATRO CAÑADAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,42,78,42,78,120
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,0,6,0,6,6
CUEVO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,9,43,9,43,52
CULPINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,27,29,27,29,56
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,9,39,9,39,48
CURVA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,0,1,0,1,1
DESAGUADERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,32,38,32,38,70
EL ALTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,2693,4279,2693,4279,6972
EL CHORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,12,16,12,16,28
EL PUENTE(STC),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,23,36,23,36,59
EL PUENTE(TJA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,87,172,87,172,259
EL TORNO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,107,172,107,172,279
EL VILLAR,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,2,3,2,3,5
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,86,123,86,123,209
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,7,22,7,22,29
ESCOMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,56,72,56,72,128
EUCALIPTUS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,21,59,21,59,80
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,31,79,31,79,110
FILADELFIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,23,23,23,23,46
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,17,72,17,72,89
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,63,49,63,49,112
GUANAY,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,48,45,48,45,93
GUAQUI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,64,112,64,112,176
GUAYARAMERIN,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,175,265,175,265,440
GUTIERREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,91,149,91,149,240
HUACARETA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,60,61,60,61,121
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,7,20,7,20,27
HUACHACALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,8,19,8,19,27
HUANUNI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,43,59,43,59,102
HUARACAJE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,14,19,14,19,33
HUARINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,26,29,26,29,55
HUAYLLAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,58,63,58,63,121
HUMANATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,43,61,43,61,104
ICHOCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,6,10,6,10,16
ICLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,8,28,8,28,36
INCAHUASI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,16,49,16,49,65
INQUISIVI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,23,65,23,65,88
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,48,50,48,50,98
IXIAMAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,45,88,45,88,133
JESUS DE MACHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,61,111,61,111,172
LA ASUNTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,53,96,53,96,149
LA GUARDIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,62,129,62,129,191
LA PAZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,4439,6977,4439,6977,11416
LAGUNILLAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,28,38,28,38,66
LAJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,28,30,28,30,58
LAS CARRERAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,13,22,13,22,35
LICOMA PAMPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,11,23,11,23,34
LLALLAGUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,84,107,84,107,191
LLICA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,44,84,44,84,128
LURIBAY,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,21,27,21,27,48
MACHACAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,19,34,19,34,53
MACHARETI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,26,27,26,27,53
MAGDALENA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,109,140,109,140,249
MAIRANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,35,39,35,39,74
MALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,23,14,23,14,37
MAPIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,60,93,60,93,153
MECAPACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,30,54,30,54,84
MINEROS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,27,149,27,149,176
MIZQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,11,12,11,12,23
MOCOMOCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,72,96,72,96,168
MOJOCOYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,36,47,36,47,83
MONTEAGUDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,59,67,59,67,126
MONTERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,615,878,615,878,1493
MORO MORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,2,18,2,18,20
MOROCHATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,1,58,1,58,59
OCURI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,22,42,22,42,64
OKINAWA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,20,58,20,58,78
OMEREQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,42,73,42,73,115
ORURO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,1362,1726,1362,1726,3088
PADCAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,78,133,78,133,211
PADILLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,59,138,59,138,197
PAILON,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,81,179,81,179,260
PALCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,51,63,51,63,114
PALOS BLANCOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,60,68,60,68,128
PAMPA AULLAGAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,19,21,19,21,40
PAMPA GRANDE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,2,36,2,36,38
PAPEL PAMPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,8,20,8,20,28
PASORAPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,10,37,10,37,47
PATACAMAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,41,95,41,95,136
PAZÑA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,22,30,22,30,52
PELECHUCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,44,70,44,70,114
POCOATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,74,144,74,144,218
POCONA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,71,131,71,131,202
POJO (CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,312,329,312,329,641
POOPO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,62,66,62,66,128
PORCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,31,41,31,41,72
POROMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,1,3,1,3,4
PORONGO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,100,98,100,98,198
PORTACHUELO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,86,112,86,112,198
PORVENIR,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,51,58,51,58,109
POSTRER VALLE,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,8,6,8,6,14
POTOSI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,544,957,544,957,1501
PRESTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,14,20,14,20,34
PUCARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,2,13,2,13,15
PUCARANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,176,266,176,266,442
PUERTO ACOSTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2011-02-01,36,45,36,45,81
