,group,variable,month,CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,TOTALES,TOTALES,TOTALES
TRIGAL,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-01-01,0,6,0,6,6
TRINIDAD,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-01-01,0,45,0,45,45
TUPIZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-01-01,0,39,0,39,39
TURCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-01-01,0,3,0,3,3
UNCIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-01-01,0,37,0,37,37
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-01-01,0,2,0,2,2
URUBICHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-01-01,0,28,0,28,28
UYUNI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-01-01,0,5,0,5,5
VACAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-01-01,0,10,0,10,10
VALLEGRANDE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-01-01,0,63,0,63,63
VIACHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-01-01,0,47,0,47,47
VILA VILA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-01-01,0,3,0,3,3
VILLA MONTES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-01-01,0,14,0,14,14
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-01-01,0,2,0,2,2
VILLA RIVERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-01-01,0,38,0,38,38
VILLA SERRANO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-01-01,0,58,0,58,58
VILLA TUNARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-01-01,0,236,0,236,236
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-01-01,0,35,0,35,35
VILLAZON,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-01-01,0,87,0,87,87
VINTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-01-01,0,58,0,58,58
VITICHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-01-01,0,30,0,30,30
WARNES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-01-01,0,44,0,44,44
YACO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-01-01,0,3,0,3,3
YACUIBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-01-01,0,9,0,9,9
YAMPARAEZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-01-01,0,2,0,2,2
YANACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-01-01,0,18,0,18,18
YAPACANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-01-01,0,154,0,154,154
YOTALA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-01-01,0,25,0,25,25
YUNCHARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-01-01,0,1,0,1,1
ZUDAÑEZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-01-01,0,5,0,5,5
ACACIO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,12,0,12,12
ACHACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,34,0,34,34
ACHOCALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,13,0,13,13
AIQUILE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,128,0,128,128
ALCALA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,22,0,22,22
ALTO BENI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,16,0,16,16
ANCORAIMES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,8,0,8,8
ANDAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,5,0,5,5
ANTEQUERA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,2,0,2,2
ANZALDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,30,0,30,30
APOLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,34,0,34,34
ARAMPAMPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,1,0,1,1
ARANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,8,0,8,8
ARBIETO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,49,0,49,49
ARQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,9,0,9,9
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,32,0,32,32
ATOCHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,3,0,3,3
AYATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,11,0,11,11
AYO AYO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,12,0,12,12
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,14,0,14,14
AZURDUY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,24,0,24,24
BATALLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,34,0,34,34
BERMEJO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,13,0,13,13
BETANZOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,3,0,3,3
BOLIVAR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,6,0,6,6
BOYUIBE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,2,0,2,2
BUENA VISTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,10,0,10,10
CABEZAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,43,0,43,43
CAIROMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,8,0,8,8
"CAIZA ""D""",atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,6,0,6,6
CAJUATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,5,0,5,5
CALACOTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,4,0,4,4
CALAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,23,0,23,23
CAMARGO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,65,0,65,65
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,6,0,6,6
CAMIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,158,0,158,158
CAPINOTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,14,0,14,14
CAQUIAVIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,19,0,19,19
CARACOLLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,35,0,35,35
CARANAVI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,35,0,35,35
CARAPARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,2,0,2,2
CARIPUYO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,19,0,19,19
CATACORA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,6,0,6,6
CHALLAPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,29,0,29,29
CHAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,4,0,4,4
CHARAGUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,93,0,93,93
CHAYANTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,31,0,31,31
CHIMORE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,62,0,62,62
CHOQUE COTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,95,0,95,95
CHUMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,28,0,28,28
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,10,0,10,10
CKOCHAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,1,0,1,1
CLIZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,157,0,157,157
COBIJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,300,0,300,300
COCAPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,7,0,7,7
COCHABAMBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,1022,0,1022,1022
COIPASA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,2,0,2,2
COLCAPIRHUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,86,0,86,86
"COLCHA ""K""",atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,3,0,3,3
COLOMI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,38,0,38,38
COLPA BELGICA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,61,0,61,61
COLQUECHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,28,0,28,28
COLQUENCHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,10,0,10,10
COLQUIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,14,0,14,14
COMANCHE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,40,0,40,40
COMARAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,30,0,30,30
CONCEPCION,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,7,0,7,7
COPACABANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,20,0,20,20
CORIPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,13,0,13,13
CORO CORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,9,0,9,9
CORQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,15,0,15,15
COTAGAITA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,21,0,21,21
COTOCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,68,0,68,68
CUATRO CAÑADAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,43,0,43,43
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,8,0,8,8
CUEVO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,10,0,10,10
CULPINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,15,0,15,15
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,6,0,6,6
DESAGUADERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,4,0,4,4
EL ALTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,915,0,915,915
EL CHORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,3,0,3,3
EL PUENTE(STC),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,17,0,17,17
EL PUENTE(TJA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,1,0,1,1
EL TORNO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,23,0,23,23
EL VILLAR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,15,0,15,15
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,18,0,18,18
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,8,0,8,8
ESCOMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,3,0,3,3
EUCALIPTUS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,5,0,5,5
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,18,0,18,18
FILADELFIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,12,0,12,12
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,19,0,19,19
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,18,0,18,18
GUANAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,22,0,22,22
GUAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,16,0,16,16
GUAYARAMERIN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,25,0,25,25
GUTIERREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,79,0,79,79
HUACARETA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,22,0,22,22
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,3,0,3,3
HUACHACALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,1,0,1,1
HUANUNI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,9,0,9,9
HUARACAJE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,6,0,6,6
HUARINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,2,0,2,2
HUAYLLAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,7,0,7,7
HUMANATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,6,0,6,6
ICLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,24,0,24,24
INCAHUASI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,27,0,27,27
INQUISIVI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,20,0,20,20
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,14,0,14,14
IXIAMAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,9,0,9,9
JESUS DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,20,0,20,20
LA ASUNTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,39,0,39,39
LA GUARDIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,40,0,40,40
LA PAZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,1718,0,1718,1718
LAGUNILLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,6,0,6,6
LAJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,32,0,32,32
LAS CARRERAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,14,0,14,14
LICOMA PAMPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,3,0,3,3
LLALLAGUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,114,0,114,114
LLICA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,4,0,4,4
MACHACAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,2,0,2,2
MACHARETI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,29,0,29,29
MAGDALENA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,9,0,9,9
MAIRANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,72,0,72,72
MALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,17,0,17,17
MAPIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,16,0,16,16
MECAPACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,8,0,8,8
MINEROS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,17,0,17,17
MIZQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,49,0,49,49
MOCOMOCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,7,0,7,7
MOJOCOYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,21,0,21,21
MONTEAGUDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,117,0,117,117
MONTERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,173,0,173,173
MORO MORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,4,0,4,4
MOROCHATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,35,0,35,35
OCURI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,19,0,19,19
OKINAWA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,14,0,14,14
OMEREQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,16,0,16,16
ORURO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,351,0,351,351
PADCAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,3,0,3,3
PADILLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,19,0,19,19
PAILON,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,60,0,60,60
PALCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,19,0,19,19
PALOS BLANCOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,46,0,46,46
PAMPA AULLAGAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,5,0,5,5
PAMPA GRANDE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,17,0,17,17
PASORAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,6,0,6,6
PATACAMAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,7,0,7,7
PAZÑA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,4,0,4,4
PELECHUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,12,0,12,12
POCOATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,60,0,60,60
POCONA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,47,0,47,47
POJO (CBBA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,66,0,66,66
POOPO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,1,0,1,1
PORCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-02-01,0,32,0,32,32
