,group,variable,month,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
WALDO BALLIVIAN,atencion odontologica,acciones preventivas dentro del establecimiento,2011-01-01,3,4,3,4,7
WARNES,atencion odontologica,acciones preventivas dentro del establecimiento,2011-01-01,70,91,70,91,161
YACUIBA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-01-01,69,89,69,89,158
YANACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-01-01,5,4,5,4,9
YAPACANI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-01-01,12,36,12,36,48
YOTALA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-01-01,30,31,30,31,61
YUNCHARA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-01-01,2,8,2,8,10
ACACIO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,4,0,4,0,4
ACHACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,49,42,49,42,91
ACHOCALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,100,112,100,112,212
AIQUILE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,11,15,11,15,26
ALCALA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,3,6,3,6,9
ALTO BENI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,13,11,13,11,24
ANCORAIMES,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,7,2,7,2,9
ANDAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,2,2,2,2,4
ANTEQUERA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,3,9,3,9,12
ANZALDO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,1,7,1,7,8
APOLO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,8,11,8,11,19
ARAMPAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,1,3,1,3,4
ARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,45,54,45,54,99
ARBIETO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,35,99,35,99,134
ARQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,23,33,23,33,56
ASCENCION DE GUARAYOS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,2,3,2,3,5
ATOCHA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,98,170,98,170,268
AYATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,12,19,12,19,31
AYO AYO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,2,5,2,5,7
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,75,151,75,151,226
AZURDUY,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,24,4,24,4,28
BATALLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,1,4,1,4,5
BAURES,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,8,10,8,10,18
BELEN DE ANDAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,1,6,1,6,7
BELEN DE URMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,9,0,9,0,9
BERMEJO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,22,23,22,23,45
BETANZOS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,2,9,2,9,11
BOLIVAR,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,14,0,14,0,14
BOYUIBE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,1,4,1,4,5
BUENA VISTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,6,8,6,8,14
CABEZAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,20,66,20,66,86
CAIROMA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,21,40,21,40,61
"CAIZA ""D""",atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,0,1,0,1,1
CAJUATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,5,9,5,9,14
CALACOTO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,16,8,16,8,24
CALAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,51,51,51,51,102
CAMARGO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,75,79,75,79,154
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,7,3,7,3,10
CAMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,42,55,42,55,97
CAPINOTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,215,160,215,160,375
CAQUIAVIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,5,11,5,11,16
CARACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,21,36,21,36,57
CARANAVI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,26,29,26,29,55
CARAPARI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,5,12,5,12,17
CARIPUYO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,5,5,5,5,10
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,20,32,20,32,52
CATACORA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,2,1,2,1,3
CHALLAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,24,62,24,62,86
CHAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,2,0,2,0,2
CHARAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,32,39,32,39,71
CHARAÑA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,1,0,1,0,1
CHAYANTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,5,28,5,28,33
CHIMORE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,8,11,8,11,19
CHOQUE COTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,20,41,20,41,61
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,124,0,124,0,124
CHUMA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,5,2,5,2,7
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,20,4,20,4,24
CKOCHAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,0,1,0,1,1
CLIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,100,262,100,262,362
COBIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,248,247,248,247,495
COCAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,2,1,2,1,3
COCHABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,2329,2690,2329,2690,5019
COIPASA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,0,8,0,8,8
COLCAPIRHUA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,128,148,128,148,276
"COLCHA ""K""",atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,3,5,3,5,8
COLOMI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,23,25,23,25,48
COLPA BELGICA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,101,154,101,154,255
COLQUECHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,22,19,22,19,41
COLQUIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,51,20,51,20,71
COMANCHE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,96,128,96,128,224
COMARAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,49,69,49,69,118
COMBAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,27,30,27,30,57
CONCEPCION,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,15,23,15,23,38
COPACABANA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,21,28,21,28,49
CORIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,0,1,0,1,1
CORO CORO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,3,7,3,7,10
CORQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,1,0,1,0,1
COTAGAITA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,26,41,26,41,67
COTOCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,18,87,18,87,105
CUATRO CAÑADAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,27,25,27,25,52
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,6,15,6,15,21
CUEVO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,1,0,1,0,1
CULPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,0,8,0,8,8
CURAHUARA DE CARANGAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,4,2,4,2,6
CURVA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,0,1,0,1,1
DESAGUADERO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,0,2,0,2,2
EL ALTO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,1048,1550,1048,1550,2598
EL CHORO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,8,1,8,1,9
EL PUENTE(STC),atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,0,3,0,3,3
EL PUENTE(TJA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,2,9,2,9,11
EL TORNO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,34,38,34,38,72
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,12,20,12,20,32
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,27,26,27,26,53
ESCOMA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,3,2,3,2,5
EUCALIPTUS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,13,16,13,16,29
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,17,21,17,21,38
FILADELFIA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,14,14,14,14,28
GENERAL SAAVEDRA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,1,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,2,7,2,7,9
GUANAY,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,9,15,9,15,24
GUAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,11,24,11,24,35
GUAYARAMERIN,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,25,29,25,29,54
GUTIERREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,64,50,64,50,114
HUACARETA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,0,2,0,2,2
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,8,9,8,9,17
HUACHACALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,0,2,0,2,2
HUANUNI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,13,34,13,34,47
HUARACAJE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,13,15,13,15,28
HUARINA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,0,2,0,2,2
HUAYLLAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,4,12,4,12,16
HUMANATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,6,26,6,26,32
ICLA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,27,34,27,34,61
INCAHUASI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,22,20,22,20,42
INQUISIVI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,1,2,1,2,3
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,4,9,4,9,13
IXIAMAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,23,47,23,47,70
JESUS DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,11,12,11,12,23
LA ASUNTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,36,75,36,75,111
LA GUARDIA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,17,34,17,34,51
LA PAZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,2242,1435,2242,1435,3677
LAGUNILLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,10,14,10,14,24
LAJA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,0,5,0,5,5
LAS CARRERAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,3,0,3,0,3
LICOMA PAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,0,6,0,6,6
LLALLAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,67,62,67,62,129
LLICA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,4,4,4,4,8
LURIBAY,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,0,4,0,4,4
MACHACAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,10,13,10,13,23
MACHARETI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,39,33,39,33,72
MAGDALENA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,9,9,9,9,18
MAIRANA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,7,13,7,13,20
MAPIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,22,18,22,18,40
MECAPACA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,8,17,8,17,25
MINEROS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,7,11,7,11,18
MIZQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,12,26,12,26,38
MOCOMOCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,6,3,6,3,9
MOJOCOYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,4,6,4,6,10
MONTEAGUDO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,49,100,49,100,149
MONTERO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,487,919,487,919,1406
MORO MORO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,1,11,1,11,12
MOROCHATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,10,17,10,17,27
OCURI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,1,0,1,0,1
OKINAWA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,5,3,5,3,8
OMEREQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,43,83,43,83,126
ORURO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,923,1153,923,1153,2076
PADCAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,29,55,29,55,84
PADILLA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,3,12,3,12,15
PAILON,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,52,56,52,56,108
PALCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,57,70,57,70,127
PALOS BLANCOS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-02-01,20,19,20,19,39
