,group,variable,month,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
VACAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-02-01,236,221,236,221,457
VIACHA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-02-01,66,59,66,59,125
VILA VILA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-02-01,50,105,50,105,155
VILLA MONTES,atencion odontologica,acciones preventivas fuera del establecimiento,2011-02-01,0,2,0,2,2
VILLA SERRANO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-02-01,4,4,4,4,8
VILLA TUNARI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-02-01,58,134,58,134,192
VILLAZON,atencion odontologica,acciones preventivas fuera del establecimiento,2011-02-01,222,211,222,211,433
VINTO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-02-01,100,100,100,100,200
VITICHI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-02-01,1,4,1,4,5
WARNES,atencion odontologica,acciones preventivas fuera del establecimiento,2011-02-01,17,29,17,29,46
YACUIBA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-02-01,2,5,2,5,7
YAMPARAEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-02-01,10,15,10,15,25
YANACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-02-01,0,2,0,2,2
YOTALA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-02-01,41,43,41,43,84
YUNCHARA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-02-01,1,0,1,0,1
ACHACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,252,236,252,236,488
AIQUILE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,248,300,248,300,548
ALCALA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,37,42,37,42,79
ALTO BENI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,29,35,29,35,64
ANCORAIMES,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,17,12,17,12,29
ANDAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,4,4,4,4,8
ANZALDO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,94,68,94,68,162
ARAMPAMPA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,1,6,1,6,7
ARANI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,125,130,125,130,255
ARBIETO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,241,228,241,228,469
ARQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,25,15,25,15,40
ATOCHA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,17,12,17,12,29
AYATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,41,46,41,46,87
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,200,300,200,300,500
AZURDUY,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,90,76,90,76,166
BERMEJO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,4,0,4,0,4
BETANZOS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,0,1,0,1,1
BOLIVAR,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,32,34,32,34,66
CABEZAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,15,73,15,73,88
CAIROMA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,2,7,2,7,9
"CAIZA ""D""",atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,38,33,38,33,71
CALAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,17,15,17,15,32
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,5,4,5,4,9
CAMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,273,292,273,292,565
CAPINOTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,623,781,623,781,1404
CARANAVI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,21,21,21,21,42
CARAPARI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,13,13,13,13,26
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,80,90,80,90,170
CHARAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,15,22,15,22,37
CHAYANTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,12,11,12,11,23
CHIMORE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,179,229,179,229,408
CHIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,9,11,9,11,20
CHOQUE COTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,4,6,4,6,10
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,0,502,0,502,502
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,106,101,106,101,207
CLIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,550,615,550,615,1165
COBIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,44,54,44,54,98
COCHABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,148,226,148,226,374
COLCAPIRHUA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,400,559,400,559,959
"COLCHA ""K""",atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,2,10,2,10,12
COLOMI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,2,2,2,2,4
COLQUECHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,10,18,10,18,28
COLQUIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,100,40,100,40,140
COMARAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,155,362,155,362,517
COMBAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,24,52,24,52,76
CONCEPCION,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,110,144,110,144,254
COPACABANA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,4,3,4,3,7
CORIPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,50,80,50,80,130
CORO CORO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,2,1,2,1,3
COTOCA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,434,407,434,407,841
CUATRO CAÑADAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,7,9,7,9,16
CUEVO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,16,14,16,14,30
CURAHUARA DE CARANGAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,390,144,390,144,534
CURVA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,18,14,18,14,32
DESAGUADERO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,12,6,12,6,18
EL ALTO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,46,48,46,48,94
EL PUENTE(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,7,9,7,9,16
EL TORNO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,72,58,72,58,130
EL VILLAR,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,31,30,31,30,61
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,4,3,4,3,7
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,29,29,29,29,58
FILADELFIA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,2,1,2,1,3
GENERAL SAAVEDRA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,50,44,50,44,94
GUTIERREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,13,67,13,67,80
HUACARETA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,26,19,26,19,45
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,19,10,19,10,29
HUAYLLAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,0,1,0,1,1
ICHOCA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,11,15,11,15,26
ICLA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,150,168,150,168,318
INCAHUASI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,13,14,13,14,27
IXIAMAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,11,26,11,26,37
JESUS DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,10,13,10,13,23
LA ASUNTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,256,236,256,236,492
LA GUARDIA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,265,335,265,335,600
LA PAZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,248,258,248,258,506
LAGUNILLAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,81,60,81,60,141
LURIBAY,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,0,1,0,1,1
MACHACAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,18,20,18,20,38
MACHARETI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,38,29,38,29,67
MAGDALENA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,13,14,13,14,27
MAPIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,60,44,60,44,104
MIZQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,40,60,40,60,100
MOCOMOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,26,39,26,39,65
MOJOCOYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,3,3,3,3,6
MONTEAGUDO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,361,375,361,375,736
MONTERO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,1140,1059,1140,1059,2199
MORO MORO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,6,3,6,3,9
MOROCHATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,26,21,26,21,47
OKINAWA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,21,18,21,18,39
OMEREQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,206,260,206,260,466
ORURO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,1,0,1,0,1
PADCAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,90,88,90,88,178
PADILLA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,4,11,4,11,15
PAILON,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,22,32,22,32,54
PALCA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,6,20,6,20,26
PALOS BLANCOS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,118,138,118,138,256
PAMPA GRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,26,17,26,17,43
PAPEL PAMPA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,1,0,1,0,1
PAZÑA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,1,1,1,1,2
POCOATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,21,18,21,18,39
POCONA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,389,407,389,407,796
POJO (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,78,134,78,134,212
POROMA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,6,20,6,20,26
PORONGO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,71,97,71,97,168
POTOSI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,8,15,8,15,23
PUERTO CARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,4,2,4,2,6
PUERTO PEREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,4,3,4,3,7
PUERTO QUIJARRO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,39,46,39,46,85
PUERTO RICO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,354,320,354,320,674
PUERTO VILLARROEL,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,141,143,141,143,284
PUNA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,19,25,19,25,44
PUNATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,188,397,188,397,585
QUILLACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,1612,1781,1612,1781,3393
QUIME,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,67,25,67,25,92
QUIRUSILLAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,24,20,24,20,44
RIBERALTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,647,678,647,678,1325
ROBORE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,12,9,12,9,21
RURRENABAQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,32,51,32,51,83
SACABA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,2766,2567,2766,2567,5333
SACABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,268,244,268,244,512
SACACA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,9,10,9,10,19
SALINAS DE GARCI MENDOZA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,7,13,7,13,20
SAMAIPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,214,192,214,192,406
SAN AGUSTIN,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,83,69,83,69,152
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,2,2,2,2,4
SAN BENITO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,295,300,295,300,595
SAN BORJA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,137,146,137,146,283
SAN BUENA VENTURA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,28,8,28,8,36
SAN CARLOS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,0,202,0,202,202
SAN IGNACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,31,37,31,37,68
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,43,51,43,51,94
SAN JAVIER(BNI),atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,38,39,38,39,77
SAN JUAN DE YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,19,31,19,31,50
SAN JULIAN,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,7,12,7,12,19
SAN LORENZO(PND),atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,68,112,68,112,180
SAN LORENZO(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,9,36,9,36,45
SAN LUCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,46,44,46,44,90
SAN MATIAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,2,2,2,2,4
SAN MIGUEL DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,93,98,93,98,191
SAN PEDRO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,29,17,29,17,46
SAN PEDRO DE BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,2,8,2,8,10
SAN RAMON BENI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-03-01,93,83,93,83,176
