,group,variable,month,PENTAVALENTE 1RA. DOSIS,PENTAVALENTE 1RA. DOSIS,TOTALES,TOTALES,TOTALES
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,27,5,27,5,32
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,4,3,4,3,7
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,3,7,3,7,10
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,3,6,3,6,9
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,0,3,0,3,3
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,10,0,10,0,10
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,7,6,7,6,13
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,6,7,6,7,13
SENA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,15,0,15,0,15
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,37,3,37,3,40
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,15,16,15,16,31
SICAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,9,2,9,2,11
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,66,6,66,6,72
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,12,3,12,3,15
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,12,2,12,2,14
SORATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,19,17,19,17,36
SUCRE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,444,10,444,10,454
TACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,4,0,4,0,4
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,7,7,7,7,14
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,9,10,9,10,19
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,11,4,11,4,15
TAHUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,1,0,1,0,1
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,32,19,32,19,51
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,19,20,19,20,39
TARACO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,6,0,6,0,6
TARATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,12,1,12,1,13
TARIJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,358,9,358,9,367
TARVITA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,8,11,8,11,19
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,7,8,7,8,15
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,13,14,13,14,27
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,15,9,15,9,24
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,25,0,25,0,25
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,109,3,109,3,112
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,46,3,46,3,49
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,2,0,2,0,2
TOCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,6,0,6,0,6
TOLATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,7,0,7,0,7
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,3,1,3,1,4
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,9,5,9,5,14
TOMINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,9,6,9,6,15
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,6,3,6,3,9
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,30,8,30,8,38
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,6,1,6,1,7
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,1,0,1,0,1
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,216,5,216,5,221
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,73,14,73,14,87
TURCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,4,3,4,3,7
UMALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,0,14,0,14,14
UNCIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,35,7,35,7,42
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,23,4,23,4,27
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,11,2,11,2,13
UYUNI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,35,4,35,4,39
VACAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,7,9,7,9,16
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,29,0,29,0,29
VIACHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,87,1,87,1,88
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,6,9,6,9,15
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,19,8,19,8,27
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,53,6,53,6,59
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,6,0,6,0,6
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,13,5,13,5,18
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,133,26,133,26,159
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,9,3,9,3,12
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,63,9,63,9,72
VINTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,78,2,78,2,80
VITICHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,10,6,10,6,16
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,2,1,2,1,3
WARNES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,102,28,102,28,130
YACO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,4,2,4,2,6
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,138,6,138,6,144
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,9,4,9,4,13
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,10,0,10,0,10
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,97,3,97,3,100
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,12,4,12,4,16
YOTALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,12,4,12,4,16
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,0,17,0,17,17
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-01-01,8,2,8,2,10
ACACIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,2,3,2,3,5
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,56,37,56,37,93
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,6,6,6,6,12
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,33,7,33,7,40
ALALAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,10,5,10,5,15
ALCALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,2,1,2,1,3
ALTO BENI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,19,6,19,6,25
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,4,12,4,12,16
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,3,2,3,2,5
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,4,2,4,2,6
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,7,13,7,13,20
APOLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,26,7,26,7,33
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,0,3,0,3,3
ARANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,16,10,16,10,26
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,9,12,9,12,21
ARQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,18,3,18,3,21
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,66,1,66,1,67
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,10,7,10,7,17
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,3,10,3,10,13
AYATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,7,7,7,7,14
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,14,2,14,2,16
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,23,20,23,20,43
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,11,9,11,9,20
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,24,9,24,9,33
BAURES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,10,0,10,0,10
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,2,0,2,0,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,0,2,0,2,2
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,0,7,0,7,7
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,44,0,44,0,44
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,33,26,33,26,59
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,12,15,12,15,27
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,0,3,0,3,3
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,2,0,2,0,2
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,16,6,16,6,22
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,23,52,23,52,75
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,6,6,6,6,12
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,1,13,1,13,14
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,16,9,16,9,25
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,0,1,0,1,1
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,7,10,7,10,17
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,21,4,21,4,25
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,1,0,1,0,1
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,54,3,54,3,57
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,27,3,27,3,30
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,10,2,10,2,12
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,14,9,14,9,23
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,78,21,78,21,99
CARANGAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,2,0,2,0,2
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,14,6,14,6,20
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,6,13,6,13,19
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,3,1,3,1,4
CATACORA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,0,1,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,33,16,33,16,49
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,2,4,2,4,6
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,26,78,26,78,104
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,0,3,0,3,3
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,18,10,18,10,28
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,29,1,29,1,30
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,3,0,3,0,3
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,21,14,21,14,35
CHUMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,6,6,6,6,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,2,19,2,19,21
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,7,17,7,17,24
CLIZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,30,9,30,9,39
COBIJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,100,7,100,7,107
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,9,48,9,48,57
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,1162,15,1162,15,1177
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,74,3,74,3,77
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,11,5,11,5,16
COLLANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,3,0,3,0,3
COLOMI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,34,3,34,3,37
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,5,7,5,7,12
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,15,59,15,59,74
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,9,2,9,2,11
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,5,30,5,30,35
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,5,0,5,0,5
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,24,2,24,2,26
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,1,2,1,2,3
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,27,15,27,15,42
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,14,14,14,14,28
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,24,8,24,8,32
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,8,10,8,10,18
COROICO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,14,8,14,8,22
CORQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,4,1,4,1,5
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,10,19,10,19,29
COTOCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,100,9,100,9,109
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,29,12,29,12,41
CUEVO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,10,3,10,3,13
CULPINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,23,9,23,9,32
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,3,0,3,0,3
CURVA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,0,5,0,5,5
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,7,3,7,3,10
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,1389,28,1389,28,1417
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,2,1,2,1,3
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,12,5,12,5,17
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,15,0,15,0,15
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,51,1,51,1,52
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,1,1,1,1,2
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,28,14,28,14,42
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,50,5,50,5,55
ESCARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,0,2,0,2,2
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,9,2,9,2,11
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,6,3,6,3,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,2,0,2,0,2
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,5,0,5,0,5
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,19,1,19,1,20
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,3,2,3,2,5
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,18,6,18,6,24
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,8,16,8,16,24
GUANAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,18,7,18,7,25
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,8,4,8,4,12
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,74,12,74,12,86
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,27,14,27,14,41
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,14,3,14,3,17
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,2,2,2,2,4
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,25,2,25,2,27
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,4,2,4,2,6
HUARINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,2,5,2,5,7
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,3,2,3,2,5
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,3,3,3,3,6
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,2,8,2,8,10
ICLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,4,9,4,9,13
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,15,9,15,9,24
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,10,11,10,11,21
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,5,9,5,9,14
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,12,3,12,3,15
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,16,1,16,1,17
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,58,13,58,13,71
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,90,3,90,3,93
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,1269,16,1269,16,1285
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,4,5,4,5,9
LAJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,17,9,17,9,26
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,3,3,3,3,6
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,2,1,2,1,3
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,53,26,53,26,79
LLICA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,4,1,4,1,5
LORETO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,1,16,1,16,17
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,6,4,6,4,10
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,4,0,4,0,4
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,9,2,9,2,11
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,23,8,23,8,31
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,22,0,22,0,22
MALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,2,2,2,2,4
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,13,10,13,10,23
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,7,6,7,6,13
MINEROS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,41,8,41,8,49
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,31,15,31,15,46
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,16,17,16,17,33
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,2,1,2,1,3
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,6,4,6,4,10
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,33,6,33,6,39
MONTERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,159,4,159,4,163
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,0,1,0,1,1
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,9,13,9,13,22
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,3,2,3,2,5
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,2,0,2,0,2
OCURI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,5,17,5,17,22
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,14,2,14,2,16
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,4,3,4,3,7
ORURO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,508,4,508,4,512
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,21,3,21,3,24
PADILLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,9,2,9,2,11
PAILON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,25,15,25,15,40
PALCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,5,14,5,14,19
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,37,5,37,5,42
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,4,3,4,3,7
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,10,0,10,0,10
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-02-01,2,1,2,1,3
