,group,variable,month,ANTIROTAVIRICA 1RA. DOSIS,ANTIROTAVIRICA 1RA. DOSIS,TOTALES,TOTALES,TOTALES
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,24,0,24,0,24
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,31,0,31,0,31
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,2119,55,2119,55,2174
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,15,3,15,3,18
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,27,4,27,4,31
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,5,1,5,1,6
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,3,5,3,5,8
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,3,6,3,6,9
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,0,3,0,3,3
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,10,0,10,0,10
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,5,6,5,6,11
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,3,6,3,6,9
SENA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,15,0,15,0,15
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,36,4,36,4,40
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,14,15,14,15,29
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,9,0,9,0,9
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,60,7,60,7,67
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,13,6,13,6,19
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,13,2,13,2,15
SORATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,20,22,20,22,42
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,436,10,436,10,446
TACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,4,0,4,0,4
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,7,6,7,6,13
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,9,8,9,8,17
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,11,4,11,4,15
TAHUA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,1,0,1,0,1
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,32,19,32,19,51
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,19,19,19,19,38
TARACO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,6,0,6,0,6
TARATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,12,1,12,1,13
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,343,6,343,6,349
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,8,9,8,9,17
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,12,4,12,4,16
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,12,13,12,13,25
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,7,8,7,8,15
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,25,2,25,2,27
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,101,3,101,3,104
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,45,2,45,2,47
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,2,0,2,0,2
TOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,6,0,6,0,6
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,7,0,7,0,7
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,4,1,4,1,5
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,11,4,11,4,15
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,10,6,10,6,16
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,7,2,7,2,9
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,34,5,34,5,39
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,5,1,5,1,6
TRIGAL,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,1,0,1,0,1
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,216,2,216,2,218
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,82,12,82,12,94
TURCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,4,3,4,3,7
UMALA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,0,11,0,11,11
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,35,7,35,7,42
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,22,1,22,1,23
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,11,2,11,2,13
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,34,2,34,2,36
VACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,7,9,7,9,16
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,30,0,30,0,30
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,78,2,78,2,80
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,6,9,6,9,15
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,20,8,20,8,28
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,54,6,54,6,60
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,6,0,6,0,6
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,12,5,12,5,17
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,150,20,150,20,170
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,8,3,8,3,11
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,60,8,60,8,68
VINTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,69,2,69,2,71
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,11,7,11,7,18
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,2,1,2,1,3
WARNES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,101,31,101,31,132
YACO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,4,3,4,3,7
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,135,8,135,8,143
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,9,4,9,4,13
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,10,0,10,0,10
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,105,1,105,1,106
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,12,4,12,4,16
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,12,5,12,5,17
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,0,17,0,17,17
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-01-01,6,2,6,2,8
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,1,3,1,3,4
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,57,34,57,34,91
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,8,7,8,7,15
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,33,8,33,8,41
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,10,5,10,5,15
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,2,1,2,1,3
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,18,6,18,6,24
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,3,13,3,13,16
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,2,1,2,1,3
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,4,2,4,2,6
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,7,13,7,13,20
APOLO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,20,0,20,0,20
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,0,3,0,3,3
ARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,16,9,16,9,25
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,6,8,6,8,14
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,19,3,19,3,22
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,66,0,66,0,66
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,11,5,11,5,16
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,4,10,4,10,14
AYATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,7,7,7,7,14
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,2,0,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,23,20,23,20,43
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,11,9,11,9,20
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,22,3,22,3,25
BAURES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,6,0,6,0,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,3,0,3,0,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,0,2,0,2,2
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,0,7,0,7,7
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,44,1,44,1,45
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,33,25,33,25,58
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,12,15,12,15,27
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,1,1,1,1,2
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,2,0,2,0,2
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,16,3,16,3,19
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,23,24,23,24,47
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,5,6,5,6,11
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,1,13,1,13,14
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,18,9,18,9,27
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,0,1,0,1,1
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,4,5,4,5,9
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,21,4,21,4,25
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,1,0,1,0,1
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,51,2,51,2,53
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,29,3,29,3,32
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,9,2,9,2,11
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,14,9,14,9,23
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,77,19,77,19,96
CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,2,0,2,0,2
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,14,6,14,6,20
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,6,13,6,13,19
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,2,1,2,1,3
CATACORA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,0,1,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,34,15,34,15,49
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,2,3,2,3,5
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,23,53,23,53,76
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,0,2,0,2,2
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,18,13,18,13,31
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,30,2,30,2,32
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,2,0,2,0,2
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,17,12,17,12,29
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,4,5,4,5,9
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,1,17,1,17,18
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,7,16,7,16,23
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,25,4,25,4,29
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,101,6,101,6,107
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,9,44,9,44,53
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,1164,12,1164,12,1176
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,71,3,71,3,74
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,9,3,9,3,12
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,3,0,3,0,3
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,26,1,26,1,27
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,8,7,8,7,15
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,17,51,17,51,68
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,9,2,9,2,11
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,10,31,10,31,41
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,5,0,5,0,5
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,25,2,25,2,27
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,1,2,1,2,3
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,20,13,20,13,33
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,19,14,19,14,33
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,24,10,24,10,34
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,8,10,8,10,18
COROICO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,16,8,16,8,24
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,4,1,4,1,5
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,10,18,10,18,28
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,93,3,93,3,96
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,28,1,28,1,29
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,5,3,5,3,8
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,22,8,22,8,30
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,3,0,3,0,3
CURVA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,0,5,0,5,5
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,6,3,6,3,9
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,1308,13,1308,13,1321
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,2,1,2,1,3
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,11,5,11,5,16
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,16,2,16,2,18
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,56,3,56,3,59
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,1,1,1,1,2
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,29,14,29,14,43
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,50,3,50,3,53
ESCARA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,0,1,0,1,1
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,9,2,9,2,11
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,6,3,6,3,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,2,0,2,0,2
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,5,0,5,0,5
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,19,1,19,1,20
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,3,1,3,1,4
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,20,4,20,4,24
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,8,15,8,15,23
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,16,6,16,6,22
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,8,4,8,4,12
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,79,13,79,13,92
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,29,11,29,11,40
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,16,3,16,3,19
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,2,2,2,2,4
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,26,2,26,2,28
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,4,2,4,2,6
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,2,6,2,6,8
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,3,2,3,2,5
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,2,1,2,1,3
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,2,9,2,9,11
ICLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,5,9,5,9,14
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,21,8,21,8,29
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,1,11,1,11,12
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,6,8,6,8,14
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,3,1,3,1,4
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,16,1,16,1,17
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,58,2,58,2,60
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,90,3,90,3,93
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,1079,9,1079,9,1088
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,2,5,2,5,7
LAJA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,16,7,16,7,23
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,3,3,3,3,6
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,2,0,2,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,42,26,42,26,68
LLICA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,1,1,1,1,2
LORETO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,1,15,1,15,16
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,6,4,6,4,10
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,4,0,4,0,4
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,8,3,8,3,11
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,21,5,21,5,26
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,22,0,22,0,22
MALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,2,2,2,2,4
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,10,1,10,1,11
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,7,5,7,5,12
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,40,4,40,4,44
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,31,14,31,14,45
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,11,17,11,17,28
MOJINETE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,2,1,2,1,3
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,6,4,6,4,10
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,33,6,33,6,39
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,163,4,163,4,167
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,0,1,0,1,1
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,10,13,10,13,23
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,5,2,5,2,7
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,2,0,2,0,2
OCURI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,5,17,5,17,22
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-02-01,14,2,14,2,16
