,group,variable,month,ANTIROTAVIRICA 2RA. DOSIS,ANTIROTAVIRICA 2RA. DOSIS,TOTALES,TOTALES,TOTALES
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,22,0,22,0,22
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,1602,65,1602,65,1667
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,10,0,10,0,10
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,21,2,21,2,23
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,3,3,3,3,6
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,9,3,9,3,12
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,4,2,4,2,6
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,0,13,0,13,13
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,12,2,12,2,14
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,5,4,5,4,9
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,10,1,10,1,11
SENA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,1,0,1,0,1
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,46,4,46,4,50
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,12,9,12,9,21
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,4,0,4,0,4
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,75,3,75,3,78
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,4,9,4,9,13
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,11,6,11,6,17
SORATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,19,10,19,10,29
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,427,12,427,12,439
TACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,2,0,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,9,8,9,8,17
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,11,9,11,9,20
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,21,1,21,1,22
TAHUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,3,1,3,1,4
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,32,15,32,15,47
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,9,18,9,18,27
TARACO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,2,5,2,5,7
TARATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,21,1,21,1,22
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,312,8,312,8,320
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,14,17,14,17,31
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,5,3,5,3,8
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,11,17,11,17,28
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,5,7,5,7,12
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,18,1,18,1,19
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,89,2,89,2,91
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,23,4,23,4,27
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,2,0,2,0,2
TOCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,8,2,8,2,10
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,10,0,10,0,10
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,7,2,7,2,9
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,10,7,10,7,17
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,10,8,10,8,18
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,6,2,6,2,8
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,27,3,27,3,30
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,4,3,4,3,7
TRIGAL,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,2,0,2,0,2
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,138,3,138,3,141
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,58,14,58,14,72
TURCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,6,3,6,3,9
UMALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,0,11,0,11,11
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,16,4,16,4,20
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,22,2,22,2,24
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,15,1,15,1,16
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,29,1,29,1,30
VACAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,4,7,4,7,11
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,30,0,30,0,30
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,79,0,79,0,79
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,5,6,5,6,11
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,13,6,13,6,19
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,46,7,46,7,53
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,1,3,1,3,4
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,4,0,4,0,4
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,15,4,15,4,19
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,96,18,96,18,114
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,15,1,15,1,16
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,79,10,79,10,89
VINTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,62,1,62,1,63
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,9,2,9,2,11
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,5,0,5,0,5
WARNES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,69,18,69,18,87
YACO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,7,5,7,5,12
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,114,7,114,7,121
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,12,1,12,1,13
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,4,0,4,0,4
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,44,0,44,0,44
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,7,1,7,1,8
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,13,3,13,3,16
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,5,11,5,11,16
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-01-01,4,4,4,4,8
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,3,10,3,10,13
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,40,35,40,35,75
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,6,6,6,6,12
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,26,7,26,7,33
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,4,1,4,1,5
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,1,1,1,1,2
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,13,5,13,5,18
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,6,11,6,11,17
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,1,0,1,0,1
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,5,0,5,0,5
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,9,11,9,11,20
APOLO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,18,4,18,4,22
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,2,5,2,5,7
ARANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,10,4,10,4,14
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,5,4,5,4,9
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,16,4,16,4,20
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,63,0,63,0,63
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,11,7,11,7,18
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,1,7,1,7,8
AYATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,4,9,4,9,13
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,4,2,4,2,6
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,26,18,26,18,44
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,3,4,3,4,7
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,21,5,21,5,26
BAURES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,5,0,5,0,5
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,0,2,0,2,2
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,0,2,0,2,2
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,41,2,41,2,43
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,35,19,35,19,54
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,6,10,6,10,16
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,0,1,0,1,1
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,3,1,3,1,4
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,11,8,11,8,19
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,24,6,24,6,30
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,6,2,6,2,8
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,5,9,5,9,14
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,4,4,4,4,8
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,6,2,6,2,8
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,7,6,7,6,13
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,21,4,21,4,25
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,4,3,4,3,7
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,39,0,39,0,39
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,38,2,38,2,40
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,7,6,7,6,13
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,24,10,24,10,34
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,78,18,78,18,96
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,5,10,5,10,15
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,10,13,10,13,23
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,3,1,3,1,4
CATACORA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,0,1,0,1,1
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,1,0,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,39,16,39,16,55
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,4,2,4,2,6
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,17,39,17,39,56
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,3,0,3,0,3
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,16,13,16,13,29
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,29,4,29,4,33
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,1,0,1,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,20,2,20,2,22
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,5,4,5,4,9
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,2,9,2,9,11
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,3,18,3,18,21
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,21,9,21,9,30
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,70,5,70,5,75
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,8,20,8,20,28
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,1094,15,1094,15,1109
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,86,4,86,4,90
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,18,7,18,7,25
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,2,0,2,0,2
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,22,3,22,3,25
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,5,2,5,2,7
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,23,55,23,55,78
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,12,1,12,1,13
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,20,27,20,27,47
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,5,0,5,0,5
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,30,2,30,2,32
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,0,2,0,2,2
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,27,8,27,8,35
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,7,5,7,5,12
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,16,5,16,5,21
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,5,8,5,8,13
COROICO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,17,6,17,6,23
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,4,1,4,1,5
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,8,11,8,11,19
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,57,1,57,1,58
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,18,13,18,13,31
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,2,0,2,0,2
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,8,2,8,2,10
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,16,8,16,8,24
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,10,1,10,1,11
CURVA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,2,2,2,2,4
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,4,0,4,0,4
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,1115,6,1115,6,1121
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,3,6,3,6,9
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,11,5,11,5,16
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,14,3,14,3,17
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,52,2,52,2,54
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,2,6,2,6,8
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,25,10,25,10,35
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,53,1,53,1,54
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,3,1,3,1,4
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,11,1,11,1,12
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,1,1,1,1,2
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,4,0,4,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,25,1,25,1,26
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,2,2,2,2,4
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,22,2,22,2,24
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,5,10,5,10,15
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,9,6,9,6,15
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,4,1,4,1,5
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,70,11,70,11,81
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,17,7,17,7,24
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,14,5,14,5,19
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,4,3,4,3,7
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,2,0,2,0,2
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,36,1,36,1,37
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,5,3,5,3,8
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,2,3,2,3,5
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,2,3,2,3,5
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,4,2,4,2,6
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,2,11,2,11,13
ICLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,6,4,6,4,10
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,11,3,11,3,14
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,1,13,1,13,14
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,5,5,5,5,10
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,1,3,1,3,4
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,16,1,16,1,17
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,61,3,61,3,64
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,83,3,83,3,86
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,975,7,975,7,982
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,6,1,6,1,7
LAJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,14,5,14,5,19
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,4,2,4,2,6
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,2,0,2,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,40,25,40,25,65
LLICA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,6,3,6,3,9
LORETO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,3,10,3,10,13
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,11,3,11,3,14
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,8,0,8,0,8
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,4,4,4,4,8
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,16,4,16,4,20
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,11,0,11,0,11
MALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,1,4,1,4,5
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,14,11,14,11,25
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,13,7,13,7,20
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,33,1,33,1,34
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,22,14,22,14,36
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,19,10,19,10,29
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,7,1,7,1,8
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,32,8,32,8,40
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,154,5,154,5,159
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,3,2,3,2,5
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,11,10,11,10,21
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,3,0,3,0,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,1,0,1,0,1
OCURI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,7,17,7,17,24
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,21,6,21,6,27
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,3,9,3,9,12
ORURO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,425,2,425,2,427
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-02-01,18,5,18,5,23
