,group,variable,month,BCG,BCG,TOTALES,TOTALES,TOTALES
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,bcg,2010-01-01,1,2,1,2,3
WARNES,vacunaciones en menores de 1 ano,bcg,2010-01-01,99,8,99,8,107
YACO,vacunaciones en menores de 1 ano,bcg,2010-01-01,8,7,8,7,15
YACUIBA,vacunaciones en menores de 1 ano,bcg,2010-01-01,147,8,147,8,155
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2010-01-01,12,4,12,4,16
YANACACHI,vacunaciones en menores de 1 ano,bcg,2010-01-01,5,0,5,0,5
YAPACANI,vacunaciones en menores de 1 ano,bcg,2010-01-01,65,9,65,9,74
YOCALLA,vacunaciones en menores de 1 ano,bcg,2010-01-01,5,4,5,4,9
YOTALA,vacunaciones en menores de 1 ano,bcg,2010-01-01,11,2,11,2,13
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2010-01-01,2,8,2,8,10
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2010-01-01,6,2,6,2,8
ACACIO,vacunaciones en menores de 1 ano,bcg,2010-02-01,4,9,4,9,13
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2010-02-01,52,31,52,31,83
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2010-02-01,6,8,6,8,14
AIQUILE,vacunaciones en menores de 1 ano,bcg,2010-02-01,48,0,48,0,48
ALALAY,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,7,1,7,8
ALCALA,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,1,1,1,2
ALTO BENI,vacunaciones en menores de 1 ano,bcg,2010-02-01,16,4,16,4,20
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,21,1,21,22
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,0,1,0,1
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,1,1,1,2
ANZALDO,vacunaciones en menores de 1 ano,bcg,2010-02-01,10,9,10,9,19
APOLO,vacunaciones en menores de 1 ano,bcg,2010-02-01,12,13,12,13,25
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2010-02-01,0,9,0,9,9
ARANI,vacunaciones en menores de 1 ano,bcg,2010-02-01,15,3,15,3,18
ARBIETO,vacunaciones en menores de 1 ano,bcg,2010-02-01,2,9,2,9,11
ARQUE,vacunaciones en menores de 1 ano,bcg,2010-02-01,15,0,15,0,15
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2010-02-01,63,1,63,1,64
ATOCHA,vacunaciones en menores de 1 ano,bcg,2010-02-01,5,3,5,3,8
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2010-02-01,4,14,4,14,18
AYATA,vacunaciones en menores de 1 ano,bcg,2010-02-01,4,16,4,16,20
AYO AYO,vacunaciones en menores de 1 ano,bcg,2010-02-01,4,4,4,4,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2010-02-01,27,10,27,10,37
AZURDUY,vacunaciones en menores de 1 ano,bcg,2010-02-01,20,6,20,6,26
BATALLAS,vacunaciones en menores de 1 ano,bcg,2010-02-01,19,15,19,15,34
BAURES,vacunaciones en menores de 1 ano,bcg,2010-02-01,8,0,8,0,8
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2010-02-01,0,2,0,2,2
BELLA FLOR,vacunaciones en menores de 1 ano,bcg,2010-02-01,0,1,0,1,1
BERMEJO,vacunaciones en menores de 1 ano,bcg,2010-02-01,43,0,43,0,43
BETANZOS,vacunaciones en menores de 1 ano,bcg,2010-02-01,20,32,20,32,52
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2010-02-01,5,21,5,21,26
BOLPEBRA,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,0,1,0,1
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2010-02-01,0,4,0,4,4
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2010-02-01,7,16,7,16,23
CABEZAS,vacunaciones en menores de 1 ano,bcg,2010-02-01,18,62,18,62,80
CAIROMA,vacunaciones en menores de 1 ano,bcg,2010-02-01,9,7,9,7,16
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2010-02-01,2,16,2,16,18
CAJUATA,vacunaciones en menores de 1 ano,bcg,2010-02-01,6,0,6,0,6
CALACOTO,vacunaciones en menores de 1 ano,bcg,2010-02-01,2,4,2,4,6
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2010-02-01,4,15,4,15,19
CAMARGO,vacunaciones en menores de 1 ano,bcg,2010-02-01,22,1,22,1,23
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2010-02-01,5,0,5,0,5
CAMIRI,vacunaciones en menores de 1 ano,bcg,2010-02-01,60,4,60,4,64
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2010-02-01,24,7,24,7,31
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2010-02-01,4,6,4,6,10
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2010-02-01,23,4,23,4,27
CARANAVI,vacunaciones en menores de 1 ano,bcg,2010-02-01,81,34,81,34,115
CARANGAS,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,0,1,0,1
CARAPARI,vacunaciones en menores de 1 ano,bcg,2010-02-01,9,1,9,1,10
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2010-02-01,0,17,0,17,17
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2010-02-01,6,3,6,3,9
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2010-02-01,32,19,32,19,51
CHAQUI,vacunaciones en menores de 1 ano,bcg,2010-02-01,0,4,0,4,4
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2010-02-01,52,87,52,87,139
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2010-02-01,5,16,5,16,21
CHIMORE,vacunaciones en menores de 1 ano,bcg,2010-02-01,20,2,20,2,22
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2010-02-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2010-02-01,16,6,16,6,22
CHUMA,vacunaciones en menores de 1 ano,bcg,2010-02-01,4,3,4,3,7
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,bcg,2010-02-01,7,6,7,6,13
CKOCHAS,vacunaciones en menores de 1 ano,bcg,2010-02-01,5,27,5,27,32
CLIZA,vacunaciones en menores de 1 ano,bcg,2010-02-01,28,2,28,2,30
COBIJA,vacunaciones en menores de 1 ano,bcg,2010-02-01,105,7,105,7,112
COCAPATA,vacunaciones en menores de 1 ano,bcg,2010-02-01,7,26,7,26,33
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2010-02-01,1376,33,1376,33,1409
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2010-02-01,62,0,62,0,62
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2010-02-01,13,4,13,4,17
COLLANA,vacunaciones en menores de 1 ano,bcg,2010-02-01,2,0,2,0,2
COLOMI,vacunaciones en menores de 1 ano,bcg,2010-02-01,38,3,38,3,41
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2010-02-01,4,0,4,0,4
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2010-02-01,22,66,22,66,88
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2010-02-01,0,3,0,3,3
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2010-02-01,10,24,10,24,34
COMARAPA,vacunaciones en menores de 1 ano,bcg,2010-02-01,50,4,50,4,54
COMBAYA,vacunaciones en menores de 1 ano,bcg,2010-02-01,0,8,0,8,8
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2010-02-01,37,5,37,5,42
COPACABANA,vacunaciones en menores de 1 ano,bcg,2010-02-01,19,7,19,7,26
CORIPATA,vacunaciones en menores de 1 ano,bcg,2010-02-01,13,10,13,10,23
CORO CORO,vacunaciones en menores de 1 ano,bcg,2010-02-01,0,7,0,7,7
COROICO,vacunaciones en menores de 1 ano,bcg,2010-02-01,11,7,11,7,18
CORQUE,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,2,1,2,3
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2010-02-01,11,11,11,11,22
COTOCA,vacunaciones en menores de 1 ano,bcg,2010-02-01,71,3,71,3,74
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2010-02-01,27,12,27,12,39
CUEVO,vacunaciones en menores de 1 ano,bcg,2010-02-01,0,4,0,4,4
CULPINA,vacunaciones en menores de 1 ano,bcg,2010-02-01,22,7,22,7,29
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2010-02-01,3,0,3,0,3
CURVA,vacunaciones en menores de 1 ano,bcg,2010-02-01,0,7,0,7,7
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,3,1,3,4
EL ALTO,vacunaciones en menores de 1 ano,bcg,2010-02-01,1481,2,1481,2,1483
EL CHORO,vacunaciones en menores de 1 ano,bcg,2010-02-01,4,5,4,5,9
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2010-02-01,11,3,11,3,14
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2010-02-01,7,11,7,11,18
EL TORNO,vacunaciones en menores de 1 ano,bcg,2010-02-01,82,2,82,2,84
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2010-02-01,5,0,5,0,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,bcg,2010-02-01,16,11,16,11,27
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,bcg,2010-02-01,22,13,22,13,35
ESCOMA,vacunaciones en menores de 1 ano,bcg,2010-02-01,6,0,6,0,6
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2010-02-01,8,3,8,3,11
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2010-02-01,2,0,2,0,2
EXALTACION,vacunaciones en menores de 1 ano,bcg,2010-02-01,3,0,3,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2010-02-01,13,7,13,7,20
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2010-02-01,15,1,15,1,16
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2010-02-01,10,14,10,14,24
GUANAY,vacunaciones en menores de 1 ano,bcg,2010-02-01,23,5,23,5,28
GUAQUI,vacunaciones en menores de 1 ano,bcg,2010-02-01,5,6,5,6,11
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2010-02-01,106,2,106,2,108
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2010-02-01,16,8,16,8,24
HUACARETA,vacunaciones en menores de 1 ano,bcg,2010-02-01,11,2,11,2,13
HUANUNI,vacunaciones en menores de 1 ano,bcg,2010-02-01,35,0,35,0,35
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2010-02-01,6,0,6,0,6
HUARINA,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,8,1,8,9
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2010-02-01,0,1,0,1,1
HUMANATA,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,6,1,6,7
ICHOCA,vacunaciones en menores de 1 ano,bcg,2010-02-01,0,13,0,13,13
ICLA,vacunaciones en menores de 1 ano,bcg,2010-02-01,9,8,9,8,17
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2010-02-01,14,4,14,4,18
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2010-02-01,5,11,5,11,16
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2010-02-01,7,13,7,13,20
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2010-02-01,6,2,6,2,8
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2010-02-01,9,19,9,19,28
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2010-02-01,63,4,63,4,67
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2010-02-01,84,0,84,0,84
LA PAZ,vacunaciones en menores de 1 ano,bcg,2010-02-01,1600,2,1600,2,1602
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2010-02-01,8,5,8,5,13
LAJA,vacunaciones en menores de 1 ano,bcg,2010-02-01,8,14,8,14,22
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,2,1,2,3
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2010-02-01,36,21,36,21,57
LLICA,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,5,1,5,6
LORETO,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,10,1,10,11
LURIBAY,vacunaciones en menores de 1 ano,bcg,2010-02-01,3,5,3,5,8
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,0,1,0,1
MACHARETI,vacunaciones en menores de 1 ano,bcg,2010-02-01,5,0,5,0,5
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2010-02-01,16,6,16,6,22
MAIRANA,vacunaciones en menores de 1 ano,bcg,2010-02-01,10,0,10,0,10
MAPIRI,vacunaciones en menores de 1 ano,bcg,2010-02-01,14,3,14,3,17
MECAPACA,vacunaciones en menores de 1 ano,bcg,2010-02-01,2,14,2,14,16
MINEROS,vacunaciones en menores de 1 ano,bcg,2010-02-01,36,8,36,8,44
MIZQUE,vacunaciones en menores de 1 ano,bcg,2010-02-01,23,7,23,7,30
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2010-02-01,7,11,7,11,18
MOJINETE,vacunaciones en menores de 1 ano,bcg,2010-02-01,2,1,2,1,3
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2010-02-01,7,0,7,0,7
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2010-02-01,42,3,42,3,45
MONTERO,vacunaciones en menores de 1 ano,bcg,2010-02-01,286,0,286,0,286
MORO MORO,vacunaciones en menores de 1 ano,bcg,2010-02-01,0,1,0,1,1
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2010-02-01,3,13,3,13,16
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2010-02-01,2,2,2,2,4
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,bcg,2010-02-01,0,2,0,2,2
OCURI,vacunaciones en menores de 1 ano,bcg,2010-02-01,8,19,8,19,27
OKINAWA,vacunaciones en menores de 1 ano,bcg,2010-02-01,10,6,10,6,16
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2010-02-01,0,6,0,6,6
ORURO,vacunaciones en menores de 1 ano,bcg,2010-02-01,661,1,661,1,662
PADCAYA,vacunaciones en menores de 1 ano,bcg,2010-02-01,11,9,11,9,20
PADILLA,vacunaciones en menores de 1 ano,bcg,2010-02-01,12,3,12,3,15
PAILON,vacunaciones en menores de 1 ano,bcg,2010-02-01,28,16,28,16,44
PALCA,vacunaciones en menores de 1 ano,bcg,2010-02-01,2,16,2,16,18
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2010-02-01,24,15,24,15,39
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,1,1,1,2
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2010-02-01,10,0,10,0,10
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,4,1,4,5
PASORAPA,vacunaciones en menores de 1 ano,bcg,2010-02-01,2,0,2,0,2
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2010-02-01,35,5,35,5,40
PAZÑA,vacunaciones en menores de 1 ano,bcg,2010-02-01,8,1,8,1,9
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2010-02-01,0,8,0,8,8
POCOATA,vacunaciones en menores de 1 ano,bcg,2010-02-01,13,31,13,31,44
POCONA,vacunaciones en menores de 1 ano,bcg,2010-02-01,6,3,6,3,9
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2010-02-01,10,7,10,7,17
POOPO,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,0,1,0,1
PORCO,vacunaciones en menores de 1 ano,bcg,2010-02-01,17,1,17,1,18
POROMA,vacunaciones en menores de 1 ano,bcg,2010-02-01,13,1,13,1,14
PORONGO,vacunaciones en menores de 1 ano,bcg,2010-02-01,3,8,3,8,11
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2010-02-01,24,0,24,0,24
PORVENIR,vacunaciones en menores de 1 ano,bcg,2010-02-01,5,0,5,0,5
POSTRER VALLE,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,0,1,0,1
POTOSI,vacunaciones en menores de 1 ano,bcg,2010-02-01,471,3,471,3,474
PRESTO,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,16,1,16,17
PUCARANI,vacunaciones en menores de 1 ano,bcg,2010-02-01,32,9,32,9,41
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2010-02-01,2,7,2,7,9
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,20,1,20,21
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2010-02-01,2,1,2,1,3
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2010-02-01,2,0,2,0,2
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2010-02-01,15,4,15,4,19
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2010-02-01,2,6,2,6,8
PUERTO SILES,vacunaciones en menores de 1 ano,bcg,2010-02-01,2,0,2,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2010-02-01,45,0,45,0,45
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2010-02-01,100,0,100,0,100
PUNA,vacunaciones en menores de 1 ano,bcg,2010-02-01,13,22,13,22,35
PUNATA,vacunaciones en menores de 1 ano,bcg,2010-02-01,86,1,86,1,87
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2010-02-01,0,4,0,4,4
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2010-02-01,199,1,199,1,200
QUIME,vacunaciones en menores de 1 ano,bcg,2010-02-01,2,17,2,17,19
QUIRUSILLAS,vacunaciones en menores de 1 ano,bcg,2010-02-01,0,1,0,1,1
RAVELO,vacunaciones en menores de 1 ano,bcg,2010-02-01,3,15,3,15,18
REYES,vacunaciones en menores de 1 ano,bcg,2010-02-01,6,2,6,2,8
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2010-02-01,312,15,312,15,327
ROBORE,vacunaciones en menores de 1 ano,bcg,2010-02-01,26,9,26,9,35
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2010-02-01,38,15,38,15,53
SABAYA,vacunaciones en menores de 1 ano,bcg,2010-02-01,2,0,2,0,2
SACABA,vacunaciones en menores de 1 ano,bcg,2010-02-01,211,3,211,3,214
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2010-02-01,4,7,4,7,11
SACACA,vacunaciones en menores de 1 ano,bcg,2010-02-01,23,23,23,23,46
SAIPINA,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,5,1,5,6
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2010-02-01,4,13,4,13,17
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2010-02-01,15,7,15,7,22
SAN AGUSTIN,vacunaciones en menores de 1 ano,bcg,2010-02-01,4,0,4,0,4
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2010-02-01,16,2,16,2,18
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,1,1,1,2
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2010-02-01,9,4,9,4,13
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2010-02-01,9,2,9,2,11
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2010-02-01,78,42,78,42,120
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2010-02-01,13,6,13,6,19
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2010-02-01,41,5,41,5,46
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2010-02-01,32,22,32,22,54
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2010-02-01,107,19,107,19,126
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2010-02-01,1,1,1,1,2
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2010-02-01,23,0,23,0,23
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2010-02-01,3,7,3,7,10
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2010-02-01,36,0,36,0,36
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2010-02-01,11,4,11,4,15
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2010-02-01,57,13,57,13,70
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2010-02-01,2,0,2,0,2
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2010-02-01,11,0,11,0,11
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2010-02-01,27,40,27,40,67
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2010-02-01,17,4,17,4,21
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2010-02-01,14,5,14,5,19
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2010-02-01,19,4,19,4,23
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2010-02-01,19,6,19,6,25
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,2,1,2,3
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,4,1,4,5
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,4,1,4,5
SAN RAMON BENI,vacunaciones en menores de 1 ano,bcg,2010-02-01,2,1,2,1,3
SAN RAMON SCZ,vacunaciones en menores de 1 ano,bcg,2010-02-01,15,0,15,0,15
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2010-02-01,57,15,57,15,72
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2010-02-01,2955,114,2955,114,3069
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2010-02-01,13,7,13,7,20
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2010-02-01,9,7,9,7,16
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2010-02-01,0,2,0,2,2
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,3,1,3,4
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,bcg,2010-02-01,0,12,0,12,12
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2010-02-01,0,4,0,4,4
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2010-02-01,3,0,3,0,3
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2010-02-01,0,5,0,5,5
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2010-02-01,2,14,2,14,16
SENA,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,4,1,4,5
SHINAOTA,vacunaciones en menores de 1 ano,bcg,2010-02-01,44,0,44,0,44
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2010-02-01,11,12,11,12,23
SICAYA,vacunaciones en menores de 1 ano,bcg,2010-02-01,2,0,2,0,2
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2010-02-01,48,1,48,1,49
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2010-02-01,3,5,3,5,8
SORACACHI,vacunaciones en menores de 1 ano,bcg,2010-02-01,4,17,4,17,21
SORATA,vacunaciones en menores de 1 ano,bcg,2010-02-01,13,20,13,20,33
SUCRE,vacunaciones en menores de 1 ano,bcg,2010-02-01,491,5,491,5,496
TACACHI,vacunaciones en menores de 1 ano,bcg,2010-02-01,3,0,3,0,3
TACACOMA,vacunaciones en menores de 1 ano,bcg,2010-02-01,7,9,7,9,16
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2010-02-01,5,3,5,3,8
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2010-02-01,7,10,7,10,17
TAPACARI,vacunaciones en menores de 1 ano,bcg,2010-02-01,19,23,19,23,42
TARABUCO,vacunaciones en menores de 1 ano,bcg,2010-02-01,33,9,33,9,42
TARACO,vacunaciones en menores de 1 ano,bcg,2010-02-01,0,3,0,3,3
TARATA,vacunaciones en menores de 1 ano,bcg,2010-02-01,15,1,15,1,16
TARIJA,vacunaciones en menores de 1 ano,bcg,2010-02-01,406,0,406,0,406
TARVITA,vacunaciones en menores de 1 ano,bcg,2010-02-01,22,3,22,3,25
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2010-02-01,7,8,7,8,15
TIAWANACU,vacunaciones en menores de 1 ano,bcg,2010-02-01,4,22,4,22,26
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2010-02-01,25,31,25,31,56
TIPUANI,vacunaciones en menores de 1 ano,bcg,2010-02-01,12,0,12,0,12
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2010-02-01,62,5,62,5,67
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2010-02-01,37,8,37,8,45
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,bcg,2010-02-01,0,1,0,1,1
TOCO,vacunaciones en menores de 1 ano,bcg,2010-02-01,2,0,2,0,2
TOLATA,vacunaciones en menores de 1 ano,bcg,2010-02-01,2,0,2,0,2
TOLEDO,vacunaciones en menores de 1 ano,bcg,2010-02-01,8,5,8,5,13
TOMAVE,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,5,1,5,6
TOMINA,vacunaciones en menores de 1 ano,bcg,2010-02-01,8,2,8,2,10
TORO TORO,vacunaciones en menores de 1 ano,bcg,2010-02-01,8,7,8,7,15
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2010-02-01,27,0,27,0,27
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2010-02-01,2,2,2,2,4
TRIGAL,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,0,1,0,1
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2010-02-01,256,1,256,1,257
TUPIZA,vacunaciones en menores de 1 ano,bcg,2010-02-01,68,7,68,7,75
TURCO,vacunaciones en menores de 1 ano,bcg,2010-02-01,0,3,0,3,3
UMALA,vacunaciones en menores de 1 ano,bcg,2010-02-01,2,6,2,6,8
UNCIA,vacunaciones en menores de 1 ano,bcg,2010-02-01,36,5,36,5,41
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2010-02-01,11,0,11,0,11
URUBICHA,vacunaciones en menores de 1 ano,bcg,2010-02-01,0,8,0,8,8
UYUNI,vacunaciones en menores de 1 ano,bcg,2010-02-01,46,1,46,1,47
VACAS,vacunaciones en menores de 1 ano,bcg,2010-02-01,0,11,0,11,11
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2010-02-01,23,0,23,0,23
VIACHA,vacunaciones en menores de 1 ano,bcg,2010-02-01,70,12,70,12,82
VILA VILA,vacunaciones en menores de 1 ano,bcg,2010-02-01,1,8,1,8,9
