municipality,group,variable,month,Nº de CAI de establecimiento,TOTAL
BATALLAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
BOYUIBE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,2,2
BUENA VISTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,4,4
CABEZAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,7,7
CAJUATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
CARANAVI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
CHACARILLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
CHAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
CHARAGUA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,4,4
CHAYANTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,2,2
CHUMA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,5,5
CLIZA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,2,2
COBIJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,2,2
COCAPATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,3,3
COCHABAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,4,4
COLLANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
COLQUENCHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,4,4
COMARAPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,2,2
COMBAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,2,2
COPACABANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,2,2
COROICO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,4,4
COTOCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,7,7
CUEVO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,3,3
DESAGUADERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,37,37
EL TORNO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,6,6
ESCOMA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,4,4
FILADELFIA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,7,7
GUANAY,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,7,7
GUTIERREZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,2,2
HUARINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,2,2
HUMANATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
ICLA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,3,3
INQUISIVI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
IXIAMAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,49,49
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,2,2
LAJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
MAIRANA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,2,2
MINEROS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,9,9
MORO MORO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,2,2
MOROCHATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
OKINAWA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
OMEREQUE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,4,4
PADCAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
PALCA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,2,2
PASORAPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,3,3
PATACAMAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,3,3
POCOATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,4,4
POCONA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,8,8
POJO (CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
PORCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
PORONGO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
POSTRER VALLE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,6,6
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,2,2
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,2,2
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
PUERTO RICO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
QUIABAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,8,8
QUIME,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,4,4
SACABA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,4,4
SACABAMBA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
SAIPINA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
SAN AGUSTIN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
SAN ANDRES,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,3,3
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,2,2
SAN BENITO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,4,4
SAN BORJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,2,2
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,14,14
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
SAN MATIAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
SAN PEDRO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,6,6
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,24,24
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,2,2
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,4,4
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,3,3
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,3,3
SHINAOTA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,3,3
SIPE SIPE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,2,2
SORACACHI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
SORATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,4,4
TACACOMA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
TAPACARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,10,10
TARABUCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,2,2
TARACO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
TARATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,24,24
TEOPONTE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,4,4
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,2,2
TOCO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
TRIGAL,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,2,2
UMALA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,2,2
VACAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,5,5
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,5,5
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,6,6
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de cai de establecimiento,2013-03-01,1,1
